actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
92,PT04M21.00S,2022-01-20T00:57:06.6Z,1,REGULAR,foul,personal,[],1629014,,,1610612748,13,16,2022-01-20T00:59:10Z,920000,,,0,,A. Simons shooting personal FOUL (2 PF),"[1629014, 1629622]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Strus,1629622.0,,,,
95,PT04M21.00S,2022-01-20T00:58:20.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,13,16,2022-01-20T00:58:36Z,950000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M21.00S,2022-01-20T00:58:20.4Z,1,REGULAR,substitution,out,[],1629642,,,1610612748,13,16,2022-01-20T00:58:36Z,960000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2022-01-20T00:58:20.4Z,1,REGULAR,substitution,in,[],203473,,,1610612748,13,16,2022-01-20T00:58:36Z,970000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M21.00S,2022-01-20T00:58:20.4Z,1,REGULAR,substitution,in,[],1629604,,,1610612748,13,16,2022-01-20T00:58:36Z,980000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M21.00S,2022-01-20T00:57:25.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,13,16,2022-01-20T00:58:58Z,995000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,Off-Ball - Foul Occurred Before FGM
101,PT04M15.00S,2022-01-20T00:58:51.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612748,13,16,2022-01-20T00:59:00Z,1010000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Butler 2 FT),"[1629604, 202710]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Butler,202710.0,,,,
103,PT04M15.00S,2022-01-20T00:59:20.1Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,14,16,2022-01-20T00:59:20Z,1030000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
104,PT04M15.00S,2022-01-20T00:59:37.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,15,16,2022-01-20T00:59:37Z,1040000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
105,PT04M05.00S,2022-01-20T00:59:52.5Z,1,REGULAR,3pt,Jump Shot,[],203496,66.96780551905388,63.725490196078425,1610612757,15,19,2022-01-20T00:59:59Z,1050000,69.0,258.0,1,right,R. Covington 26' 3PT  (6 PTS) (A. Simons 1 AST),"[203496, 1629014]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,26.7,Made,,,,,,,6.0,,,,,,A. Simons,1629014.0,1.0,
107,PT03M52.00S,2022-01-20T01:00:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.196452036793694,48.03921568627451,1610612748,15,19,2022-01-20T01:00:12Z,1070000,10.0,260.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.97,Missed,,,,,,,,,,,,,,,,
108,PT03M49.00S,2022-01-20T01:00:09.0Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612748,15,19,2022-01-20T01:00:09Z,1080000,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,
109,PT03M43.00S,2022-01-20T01:00:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,7.30946123521682,46.568627450980394,1610612748,15,19,2022-01-20T01:00:20Z,1090000,17.0,16.0,1,left,MISS D. Dedmon Layup,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,2.36,Missed,,,,,,,,,,,,,,,,
110,PT03M41.00S,2022-01-20T01:00:16.3Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,15,19,2022-01-20T01:00:20Z,1100000,,,0,,R. Covington REBOUND (Off:0 Def:6),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,109.0,6.0,6.0,0.0,,,,,,,,,,
111,PT03M23.00S,2022-01-20T01:00:35.2Z,1,REGULAR,2pt,Jump Shot,[],203468,77.7431011826544,49.01960784313725,1610612757,15,21,2022-01-20T01:00:52Z,1110000,-5.0,157.0,1,right,C. McCollum 15' pullup Jump Shot (10 PTS) (A. Simons 2 AST),"[203468, 1629014]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,15.68,Made,,,,,,,10.0,,,,,,A. Simons,1629014.0,2.0,
113,PT02M57.00S,2022-01-20T01:01:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,34.37910643889619,33.82352941176471,1610612748,18,21,2022-01-20T01:01:07Z,1130000,81.0,271.0,1,left,D. Robinson 28' 3PT  (6 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,28.25,Made,,,,,,,6.0,,,,,,P. Tucker,200782.0,1.0,
115,PT02M35.00S,2022-01-20T01:01:21.6Z,1,REGULAR,3pt,Jump Shot,[],203468,65.91655716162943,62.99019607843137,1610612757,18,24,2022-01-20T01:01:27Z,1150000,65.0,268.0,1,right,C. McCollum 27' 3PT  (13 PTS) (T. Watford 2 AST),"[203468, 1630570]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,27.57,Made,,,,,,,13.0,,,,,,T. Watford,1630570.0,2.0,
117,PT02M18.00S,2022-01-20T01:01:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.53942181340342,27.941176470588236,1610612748,18,24,2022-01-20T01:01:47Z,1170000,110.0,253.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,27.64,Missed,,,,,,,,,,,,,,,,
119,PT02M11.00S,2022-01-20T01:01:46.3Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,18,24,2022-01-20T01:03:38Z,1190000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
120,PT02M10.00S,2022-01-20T01:01:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,90.22667542706965,56.61764705882353,1610612757,18,24,2022-01-20T01:01:57Z,1200000,33.0,39.0,1,right,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,,5.15,Missed,,,,,,,,,,,,,,,,
122,PT02M08.00S,2022-01-20T01:01:48.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,18,24,2022-01-20T01:01:57Z,1220000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,
123,PT01M59.00S,2022-01-20T01:01:59.0Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612748,18,24,2022-01-20T01:02:08Z,1230000,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1629604]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1.0,Elleby,1629604.0,,,,,,,,,,,,,,,,,,
124,PT01M59.00S,2022-01-20T01:01:59.0Z,1,REGULAR,steal,,[],1629604,,,1610612757,18,24,2022-01-20T01:02:03Z,1240000,,,0,,C. Elleby STEAL (1 STL),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M59.00S,2022-01-20T01:02:05.7Z,1,REGULAR,foul,personal,[],203473,,,1610612757,18,24,2022-01-20T01:02:51Z,1250000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1629604]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Elleby,1629604.0,,,,
127,PT01M59.00S,2022-01-20T01:02:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,18,24,2022-01-20T01:02:29Z,1270000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,out,[],200782,,,1610612757,18,24,2022-01-20T01:04:49Z,1280000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612757,18,24,2022-01-20T01:04:49Z,1290000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,18,24,2022-01-20T01:04:49Z,1300000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,out,[],203468,,,1610612757,18,24,2022-01-20T01:04:49Z,1310000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,out,[],203496,,,1610612757,18,24,2022-01-20T01:04:49Z,1320000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612757,18,24,2022-01-20T01:04:49Z,1330000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,in,[],1629657,,,1610612757,18,24,2022-01-20T01:04:49Z,1340000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,18,24,2022-01-20T01:04:49Z,1350000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,18,24,2022-01-20T01:04:49Z,1360000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M59.00S,2022-01-20T01:03:54.8Z,1,REGULAR,substitution,in,[],203463,,,1610612757,18,24,2022-01-20T01:04:49Z,1370000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M44.00S,2022-01-20T01:05:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,91.40932982917214,55.14705882352941,1610612757,18,26,2022-01-20T01:05:25Z,1380000,26.0,28.0,1,right,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,,3.82,Made,,,,,,,2.0,,,,,,,,,
139,PT01M22.00S,2022-01-20T01:05:38.5Z,1,REGULAR,2pt,Jump Shot,[],1629657,16.90210249671485,78.67647058823529,1610612748,20,26,2022-01-20T01:05:45Z,1390000,-143.0,106.0,1,left,K. Guy 17' pullup Jump Shot (2 PTS) (J. Butler 2 AST),"[1629657, 202710]",1610612748.0,MIA,pullup,,,Guy,K. Guy,,,,,,,,17.86,Made,,,,,,,2.0,,,,,,J. Butler,202710.0,2.0,
141,PT01M04.00S,2022-01-20T01:05:57.0Z,1,REGULAR,3pt,Jump Shot,[],203463,92.9862023653088,3.1862745098039214,1610612757,20,26,2022-01-20T01:06:02Z,1410000,-234.0,13.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,23.45,Missed,,,,,,,,,,,,,,,,
142,PT01M01.00S,2022-01-20T01:06:00.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,26,2022-01-20T01:06:02Z,1420000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,
143,PT00M50.30S,2022-01-20T01:06:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.258212877792378,46.07843137254902,1610612748,22,26,2022-01-20T01:06:22Z,1430000,20.0,6.0,1,left,D. Dedmon driving reverse Layup (2 PTS) (J. Butler 3 AST),"[203473, 202710]",1610612748.0,MIA,driving reverse,,,Dedmon,D. Dedmon,,,,,,,,2.06,Made,,,,,,,2.0,,,,,,J. Butler,202710.0,3.0,
145,PT00M50.30S,2022-01-20T01:06:17.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629604,,,1610612748,22,26,2022-01-20T01:06:28Z,1450000,,,0,,C. Elleby shooting personal FOUL (2 PF) (Dedmon 1 FT),"[1629604, 203473]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Dedmon,203473.0,,,,
147,PT00M50.30S,2022-01-20T01:06:29.2Z,1,REGULAR,substitution,out,[],202710,,,1610612748,22,26,2022-01-20T01:07:09Z,1470000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M50.30S,2022-01-20T01:06:29.2Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,22,26,2022-01-20T01:07:09Z,1480000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M50.30S,2022-01-20T01:06:45.2Z,1,REGULAR,freethrow,1 of 1,[],203473,,,1610612748,23,26,2022-01-20T01:06:45Z,1490000,,,0,,D. Dedmon Free Throw 1 of 1 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
150,PT00M32.40S,2022-01-20T01:07:09.0Z,1,REGULAR,foul,offensive,['inpenalty'],1629642,,,1610612757,23,26,2022-01-20T01:07:18Z,1500000,,,0,,N. Little charge offensive FOUL (1 PF),"[1629642, 203473]",1610612757.0,POR,charge,,,Little,N. Little,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Dedmon,203473.0,,,,
152,PT00M32.40S,2022-01-20T01:07:09.0Z,1,REGULAR,turnover,offensive foul,[],1629642,,,1610612757,23,26,2022-01-20T01:07:09Z,1520000,,,0,,N. Little offensive foul TURNOVER (1 TO),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,1.0,,,,,,,,,,,,200833.0,,,,,,,,
153,PT00M25.20S,2022-01-20T01:07:27.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,33.722076215505915,44.85294117647059,1610612748,23,26,2022-01-20T01:09:25Z,1530000,26.0,264.0,1,left,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
154,PT00M21.60S,2022-01-20T01:07:31.3Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,23,26,2022-01-20T01:07:31Z,1540000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,
155,PT00M09.00S,2022-01-20T01:07:47.1Z,1,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,23,26,2022-01-20T01:07:53Z,1550000,,,0,,D. Smith Jr. step out-of-bounds TURNOVER (1 TO),[1628372],1610612757.0,POR,step,,,Smith Jr.,D. Smith Jr.,,,,,1.0,,,,,,,,,,,,2004.0,,,,,,,,
156,PT00M00.80S,2022-01-20T01:08:09.0Z,1,REGULAR,foul,offensive,[],203473,,,1610612748,23,26,2022-01-20T01:08:26Z,1560000,,,0,,D. Dedmon off-the-ball offensive FOUL (2 PF),"[203473, 203463]",1610612748.0,MIA,off-the-ball,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,McLemore,203463.0,,,,
158,PT00M00.80S,2022-01-20T01:08:09.0Z,1,REGULAR,turnover,offensive foul,[],203473,,,1610612748,23,26,2022-01-20T01:08:09Z,1580000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1.0,,,,,,,,,,,,2004.0,,,,,,,,
159,PT00M00.00S,2022-01-20T01:08:23.6Z,1,REGULAR,period,end,[],0,,,1610612757,23,26,2022-01-20T01:08:23Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-20T01:11:02.6Z,2,REGULAR,period,start,[],0,,,1610612748,23,26,2022-01-20T01:11:02Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M42.00S,2022-01-20T01:11:11.1Z,2,REGULAR,turnover,lost ball,[],203473,,,1610612748,23,26,2022-01-20T01:16:04Z,1605000,,,0,,D. Dedmon lost ball TURNOVER (2 TO),"[203473, 1630570]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,2.0,Watford,1630570.0,,,,,,,,,,,,,,,,,,
199,PT11M42.00S,2022-01-20T01:11:11.1Z,2,REGULAR,steal,,[],1630570,,,1610612757,23,26,2022-01-20T01:16:04Z,1607500,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M38.00S,2022-01-20T01:11:32.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,23,26,2022-01-20T01:11:32Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M25.00S,2022-01-20T01:11:55.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203463,70.38436268068331,20.098039215686274,1610612757,23,26,2022-01-20T01:16:10Z,1650000,-150.0,226.0,1,right,MISS B. McLemore 27' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,27.09,Missed,,,,,,,,,,,,,,,,
166,PT11M22.00S,2022-01-20T01:11:58.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,23,26,2022-01-20T01:12:02Z,1660000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
167,PT11M08.00S,2022-01-20T01:12:11.9Z,2,REGULAR,2pt,Jump Shot,[],1628997,6.389618922470433,71.32352941176471,1610612748,25,26,2022-01-20T01:12:33Z,1670000,-107.0,8.0,1,left,C. Martin 10' driving floating Jump Shot (2 PTS) (M. Strus 1 AST),"[1628997, 1629622]",1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,,,,10.69,Made,,,,,,,2.0,,,,,,M. Strus,1629622.0,1.0,
168,PT10M49.00S,2022-01-20T01:12:30.2Z,2,REGULAR,3pt,Jump Shot,[],203463,71.56701708278581,76.9607843137255,1610612757,25,26,2022-01-20T01:12:37Z,1680000,135.0,215.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,,
170,PT10M49.00S,2022-01-20T01:12:30.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,25,26,2022-01-20T01:12:37Z,1690000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,
173,PT10M36.00S,2022-01-20T01:12:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.652431011826544,45.83333333333333,1610612748,27,26,2022-01-20T01:29:01Z,1720000,21.0,10.0,1,left,M. Strus driving finger roll Layup (5 PTS) (C. Martin 1 AST),"[1629622, 1628997]",1610612748.0,MIA,driving finger roll,,,Strus,M. Strus,,,,,,,,2.31,Made,,,,,,,5.0,,,,,,C. Martin,1628997.0,1.0,
175,PT10M21.00S,2022-01-20T01:12:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,88.38699080157687,54.41176470588235,1610612757,27,28,2022-01-20T01:13:21Z,1740000,22.0,57.0,1,right,T. Watford 6' turnaround Jump Shot (2 PTS) (D. Smith Jr. 1 AST),"[1630570, 1628372]",1610612757.0,POR,turnaround,,,Watford,T. Watford,,,,,,,,6.09,Made,,,,,,,2.0,,,,,,D. Smith Jr.,1628372.0,1.0,
177,PT09M57.00S,2022-01-20T01:13:22.4Z,2,REGULAR,3pt,Jump Shot,[],1629622,34.37910643889619,51.225490196078425,1610612748,30,28,2022-01-20T01:13:27Z,1760000,-6.0,271.0,1,left,M. Strus 27' 3PT  (8 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.08,Made,,,,,,,8.0,,,,,,G. Vincent,1629216.0,2.0,
179,PT09M44.00S,2022-01-20T01:13:36.0Z,2,REGULAR,3pt,Jump Shot,[],1629642,68.01905387647832,25.98039215686275,1610612757,30,28,2022-01-20T01:13:39Z,1780000,-120.0,248.0,1,right,MISS N. Little 27' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,27.56,Missed,,,,,,,,,,,,,,,,
180,PT09M42.00S,2022-01-20T01:13:38.0Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,30,28,2022-01-20T01:13:39Z,1790000,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,
181,PT09M27.00S,2022-01-20T01:13:53.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,10.5946123521682,38.23529411764706,1610612748,30,28,2022-01-20T01:14:08Z,1800000,59.0,47.0,1,left,MISS C. Martin 7' bank Shot,[1628997],1610612748.0,MIA,bank,,,Martin,C. Martin,,,,,,,,7.53,Missed,,,,,,,,,,,,,,,,
182,PT09M25.00S,2022-01-20T01:13:55.7Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,30,28,2022-01-20T01:14:08Z,1810000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,
183,PT09M25.00S,2022-01-20T01:14:02.0Z,2,REGULAR,foul,personal,[],1629604,,,1610612748,30,28,2022-01-20T01:14:06Z,1820000,,,0,,C. Elleby personal FOUL (3 PF),"[1629604, 203473]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Dedmon,203473.0,,,,
185,PT09M25.00S,2022-01-20T01:14:08.9Z,2,REGULAR,substitution,out,[],1630570,,,1610612748,30,28,2022-01-20T01:14:18Z,1840000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M25.00S,2022-01-20T01:14:08.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612748,30,28,2022-01-20T01:14:18Z,1850000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M25.00S,2022-01-20T01:14:08.9Z,2,REGULAR,substitution,in,[],203994,,,1610612748,30,28,2022-01-20T01:14:18Z,1860000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M25.00S,2022-01-20T01:14:08.9Z,2,REGULAR,substitution,in,[],203496,,,1610612748,30,28,2022-01-20T01:14:18Z,1870000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M17.00S,2022-01-20T01:14:40.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629657,29.122864651773984,22.30392156862745,1610612748,30,28,2022-01-20T01:14:46Z,1880000,138.0,221.0,1,left,MISS K. Guy 26' pullup 3PT,[1629657],1610612748.0,MIA,pullup,,,Guy,K. Guy,,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
190,PT09M13.00S,2022-01-20T01:14:44.2Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,30,28,2022-01-20T01:14:46Z,1890000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,
191,PT09M12.00S,2022-01-20T01:14:44.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,29.38567674113009,74.26470588235294,1610612748,33,28,2022-01-20T01:14:51Z,1900000,-121.0,224.0,1,left,M. Strus 25' 3PT  (11 PTS) (C. Martin 2 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,25.45,Made,,,,,,,11.0,,,,,,C. Martin,1628997.0,2.0,
193,PT09M01.00S,2022-01-20T01:14:55.2Z,2,REGULAR,3pt,Jump Shot,[],203496,68.15045992115637,21.07843137254902,1610612757,33,28,2022-01-20T01:15:01Z,1920000,-145.0,247.0,1,right,MISS R. Covington 28' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,28.61,Missed,,,,,,,,,,,,,,,,
