actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
95,PT04M26.00S,2022-01-15T01:28:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.9862023653088,55.63725490196079,1610612737,27,13,2022-01-15T01:33:31Z,950000,28.0,13.0,1,right,T. Young floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,,,,,,3.12,Made,,,,,6.0,,,,,,,,,
96,PT04M11.00S,2022-01-15T01:28:25.8Z,1,REGULAR,3pt,Jump Shot,[],200782,6.915243101182654,3.9215686274509802,1610612748,30,13,2022-01-15T01:28:30Z,960000,230.0,13.0,1,left,P. Tucker 3PT  (6 PTS) (J. Butler 4 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,23.07,Made,,,,,6.0,J. Butler,202710.0,4.0,,,,,,
98,PT04M01.00S,2022-01-15T01:28:39.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,30,13,2022-01-15T01:28:39Z,980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M01.00S,2022-01-15T01:28:40.7Z,1,REGULAR,substitution,out,[],200768,,,1610612737,30,13,2022-01-15T01:28:52Z,990000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M01.00S,2022-01-15T01:28:40.7Z,1,REGULAR,substitution,in,[],1629639,,,1610612737,30,13,2022-01-15T01:28:52Z,1000000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M59.00S,2022-01-15T01:29:09.1Z,1,REGULAR,2pt,Jump Shot,[],1628989,95.48291721419186,79.16666666666666,1610612737,30,15,2022-01-15T01:34:33Z,1020000,146.0,-10.0,1,right,K. Huerter 14' pullup Jump Shot (2 PTS) (T. Young 2 AST),"[1628989, 1629027]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,,,14.61,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,
104,PT03M59.00S,2022-01-15T01:29:12.5Z,1,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612737,30,15,2022-01-15T01:29:20Z,1040000,,,0,,T. Herro shooting personal FOUL (1 PF) (Huerter 1 FT),"[1629639, 1628989]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,1628172.0,1.0,0.0,Huerter,1628989.0,,,,,,,,,,,,,,,,
106,PT03M59.00S,2022-01-15T01:29:29.3Z,1,REGULAR,freethrow,1 of 1,[],1628989,,,1610612737,30,16,2022-01-15T01:29:29Z,1060000,,,0,,K. Huerter Free Throw 1 of 1 (3 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,
107,PT03M41.00S,2022-01-15T01:29:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.12023653088042,43.627450980392155,1610612748,32,16,2022-01-15T01:29:54Z,1070000,32.0,52.0,1,left,J. Butler 6' driving floating Jump Shot (5 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,,,,,,6.1,Made,,,,,5.0,,,,,,,,,
108,PT03M31.00S,2022-01-15T01:29:59.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,73.27529566360053,83.33333333333334,1610612737,32,19,2022-01-15T01:30:04Z,1080000,167.0,199.0,1,right,T. Young 25' 3PT  (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,25.94,Made,,,,,9.0,,,,,,,,,
109,PT03M17.00S,2022-01-15T01:30:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,30.436925098554536,76.9607843137255,1610612748,32,19,2022-01-15T01:30:35Z,1090000,-135.0,234.0,1,left,MISS M. Strus 26' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,,,,,,26.97,Missed,,,,,,,,,,,,,,
110,PT03M12.00S,2022-01-15T01:30:18.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,32,19,2022-01-15T01:39:22Z,1100000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,
111,PT03M06.00S,2022-01-15T01:30:24.2Z,1,REGULAR,3pt,Jump Shot,[],1627789,73.53810775295663,86.76470588235294,1610612737,32,19,2022-01-15T01:30:32Z,1110000,184.0,196.0,1,right,MISS T. Luwawu-Cabarrot 26' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,26.88,Missed,,,,,,,,,,,,,,
112,PT03M03.00S,2022-01-15T01:30:27.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,32,19,2022-01-15T01:30:32Z,1120000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,111.0,3.0,3.0,0.0,,,,,,,,,,
113,PT02M55.00S,2022-01-15T01:30:36.2Z,1,REGULAR,foul,personal,['2freethrow'],1627789,,,1610612748,32,19,2022-01-15T01:33:52Z,1130000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (1 PF) (Butler 2 FT),"[1627789, 202710]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1628172.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
115,PT02M55.00S,2022-01-15T01:30:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,32,19,2022-01-15T01:30:53Z,1150000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,32,19,2022-01-15T01:33:37Z,1160000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,out,[],1630209,,,1610612748,32,19,2022-01-15T01:33:37Z,1170000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612748,32,19,2022-01-15T01:33:37Z,1180000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,32,19,2022-01-15T01:33:37Z,1190000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,in,[],203473,,,1610612748,32,19,2022-01-15T01:33:37Z,1200000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2022-01-15T01:33:10.8Z,1,REGULAR,substitution,in,[],1626153,,,1610612748,32,19,2022-01-15T01:33:37Z,1210000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-01-15T01:33:58.8Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,33,19,2022-01-15T01:33:58Z,1220000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
123,PT02M55.00S,2022-01-15T01:34:12.7Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,34,19,2022-01-15T01:34:12Z,1230000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
124,PT02M45.00S,2022-01-15T01:34:26.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,34,19,2022-01-15T01:34:26Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M45.00S,2022-01-15T01:34:27.8Z,1,REGULAR,substitution,out,[],200782,,,1610612737,34,19,2022-01-15T01:34:39Z,1250000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M45.00S,2022-01-15T01:34:27.8Z,1,REGULAR,substitution,out,[],202710,,,1610612737,34,19,2022-01-15T01:34:39Z,1260000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M45.00S,2022-01-15T01:34:27.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612737,34,19,2022-01-15T01:34:39Z,1270000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M45.00S,2022-01-15T01:34:27.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612737,34,19,2022-01-15T01:34:39Z,1280000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M35.00S,2022-01-15T01:34:56.0Z,1,REGULAR,3pt,Jump Shot,[],201568,68.9388961892247,72.79411764705883,1610612737,34,22,2022-01-15T01:35:02Z,1290000,114.0,239.0,1,right,D. Gallinari 26' 3PT  (3 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,26.52,Made,,,,,3.0,D. Wright,1626153.0,1.0,,,,,,
132,PT02M19.00S,2022-01-15T01:35:22.4Z,1,REGULAR,foul,offensive,[],203473,,,1610612748,34,22,2022-01-15T01:35:41Z,1320000,,,0,,D. Dedmon off-the-ball offensive FOUL (1 PF),"[203473, 1627789]",1610612748.0,MIA,off-the-ball,,,Dedmon,D. Dedmon,,,,,202049.0,1.0,0.0,Luwawu-Cabarrot,1627789.0,,,,,,,,,,,,,,,,
134,PT02M19.00S,2022-01-15T01:35:22.4Z,1,REGULAR,turnover,offensive foul,[],203473,,,1610612748,34,22,2022-01-15T01:35:22Z,1340000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,202049.0,,,,,,,,,,,,,,,1.0,,,,,
135,PT02M05.00S,2022-01-15T01:35:41.8Z,1,REGULAR,foul,personal,['3freethrow'],1628997,,,1610612737,34,22,2022-01-15T01:35:56Z,1350000,,,0,,C. Martin shooting personal FOUL (1 PF) (Gallinari 3 FT),"[1628997, 201568]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,202049.0,1.0,0.0,Gallinari,201568.0,,,,,,,,,,,,,,,,
137,PT02M05.00S,2022-01-15T01:36:09.4Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],201568,,,1610612737,34,23,2022-01-15T01:36:09Z,1370000,,,0,,D. Gallinari Free Throw 1 of 3 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
138,PT02M05.00S,2022-01-15T01:36:23.4Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],201568,,,1610612737,34,24,2022-01-15T01:36:23Z,1380000,,,0,,D. Gallinari Free Throw 2 of 3 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
139,PT02M05.00S,2022-01-15T01:36:37.6Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],201568,,,1610612737,34,25,2022-01-15T01:36:37Z,1390000,,,0,,D. Gallinari Free Throw 3 of 3 (6 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
140,PT01M56.00S,2022-01-15T01:36:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.85348226018397,42.40196078431372,1610612748,34,25,2022-01-15T01:36:53Z,1400000,38.0,266.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,26.84,Missed,,,,,,,,,,,,,,
141,PT01M52.00S,2022-01-15T01:36:52.3Z,1,REGULAR,rebound,defensive,[],1627789,,,1610612737,34,25,2022-01-15T01:36:53Z,1410000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,
143,PT01M46.00S,2022-01-15T01:37:07.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,34,25,2022-01-15T01:37:07Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M37.00S,2022-01-15T01:37:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,92.32917214191852,47.794117647058826,1610612737,34,27,2022-01-15T01:37:40Z,1440000,-11.0,20.0,1,right,K. Huerter driving finger roll Layup (5 PTS),[1628989],1610612737.0,ATL,driving finger roll,,,Huerter,K. Huerter,,,,,,,,,,2.25,Made,,,,,5.0,,,,,,,,,
145,PT01M24.00S,2022-01-15T01:37:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,9.411957950065702,57.107843137254896,1610612748,36,27,2022-01-15T01:38:05Z,1450000,-36.0,36.0,1,left,T. Herro driving bank Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving bank,,,Herro,T. Herro,,,,,,,,,,5.06,Made,,,,,2.0,,,,,,,,,
146,PT01M06.00S,2022-01-15T01:38:01.6Z,1,REGULAR,3pt,Jump Shot,[],1627789,70.38436268068331,76.22549019607843,1610612737,36,30,2022-01-15T01:38:08Z,1460000,131.0,226.0,1,right,T. Luwawu-Cabarrot 26' 3PT  (3 PTS) (D. Gallinari 1 AST),"[1627789, 201568]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,26.12,Made,,,,,3.0,D. Gallinari,201568.0,1.0,,,,,,
148,PT00M49.90S,2022-01-15T01:38:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,13.354139290407357,45.09803921568628,1610612748,38,30,2022-01-15T01:38:40Z,1480000,25.0,73.0,1,left,D. Dedmon 7' floating Jump Shot (2 PTS) (T. Herro 1 AST),"[203473, 1629639]",1610612748.0,MIA,floating,,,Dedmon,D. Dedmon,,,,,,,,,,7.7,Made,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,
150,PT00M33.70S,2022-01-15T01:38:37.7Z,1,REGULAR,3pt,Jump Shot,[],1628989,69.20170827858082,73.0392156862745,1610612737,38,30,2022-01-15T01:38:45Z,1500000,115.0,237.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,26.35,Missed,,,,,,,,,,,,,,
151,PT00M33.70S,2022-01-15T01:38:37.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,38,30,2022-01-15T01:38:45Z,1510000,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,
152,PT00M28.20S,2022-01-15T01:38:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,94.40999984741211,50.0,1610612737,38,30,2022-01-15T01:38:43Z,1520000,0.0,0.0,1,right,MISS J. Collins tip Layup,[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
153,PT00M27.30S,2022-01-15T01:38:44.0Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,38,30,2022-01-15T01:38:44Z,1530000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,
154,PT00M25.10S,2022-01-15T01:38:49.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612748,38,30,2022-01-15T01:49:04Z,1540000,,,0,,J. Collins take personal FOUL (1 PF) (Dedmon 2 FT),"[1628381, 203473]",1610612737.0,ATL,take,,,Collins,J. Collins,,,,,1628172.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,,,,,,,
156,PT00M25.10S,2022-01-15T01:39:17.0Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,39,30,2022-01-15T01:39:17Z,1560000,,,0,,D. Dedmon Free Throw 1 of 2 (3 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,
157,PT00M25.10S,2022-01-15T01:39:19.8Z,1,REGULAR,substitution,out,[],1626153,,,1610612748,39,30,2022-01-15T01:39:35Z,1570000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M25.10S,2022-01-15T01:39:19.8Z,1,REGULAR,substitution,in,[],1629027,,,1610612748,39,30,2022-01-15T01:39:35Z,1580000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M25.10S,2022-01-15T01:39:48.1Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,40,30,2022-01-15T01:39:48Z,1590000,,,0,,D. Dedmon Free Throw 2 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
160,PT00M05.70S,2022-01-15T01:40:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.19776609724047,59.55882352941176,1610612737,40,30,2022-01-15T01:40:14Z,1600000,48.0,21.0,1,right,MISS J. Collins driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,,,,,,5.21,Missed,,,,,,,,,,,,,,
161,PT00M03.20S,2022-01-15T01:40:11.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,40,30,2022-01-15T01:40:11Z,1610000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,
162,PT00M00.40S,2022-01-15T01:40:16.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,8.886333771353483,4.411764705882353,1610612748,40,30,2022-01-15T01:40:38Z,1620000,228.0,31.0,1,left,MISS T. Herro pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,23.0,Missed,,,,,,,,,,,,,,
163,PT00M00.10S,2022-01-15T01:40:17.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,40,30,2022-01-15T01:40:38Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,
164,PT00M00.00S,2022-01-15T01:40:38.9Z,1,REGULAR,period,end,[],0,,,1610612748,40,30,2022-01-15T01:40:38Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-15T01:42:07.1Z,2,REGULAR,substitution,out,['startperiod'],1628381,,,1610612748,40,30,2022-01-15T01:42:57Z,1650000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-15T01:42:07.1Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612748,40,30,2022-01-15T01:42:57Z,1660000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-15T01:42:07.1Z,2,REGULAR,substitution,in,['startperiod'],1626153,,,1610612748,40,30,2022-01-15T01:42:57Z,1670000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-15T01:42:07.1Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612748,40,30,2022-01-15T01:42:57Z,1680000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-15T01:43:00.7Z,2,REGULAR,period,start,[],0,,,1610612748,40,30,2022-01-15T01:43:00Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M38.00S,2022-01-15T01:43:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,16.507884362680684,50.73529411764706,1610612748,40,30,2022-01-15T01:48:24Z,1700000,-4.0,103.0,1,left,MISS C. Martin 10' cutting Layup - blocked,"[1628997, 1630168]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,,,,,,10.28,Missed,,,,,,,,,,,,Okongwu,1630168.0,
171,PT11M38.00S,2022-01-15T01:43:24.8Z,2,REGULAR,block,,[],1630168,,,1610612748,40,30,2022-01-15T01:43:29Z,1710000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M36.00S,2022-01-15T01:43:26.8Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,40,30,2022-01-15T01:43:57Z,1720000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,,
173,PT11M36.00S,2022-01-15T01:43:34.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,40,30,2022-01-15T01:43:49Z,1730000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,1628172.0,,,,,,,,,,,,,,,,,,,,
174,PT11M16.00S,2022-01-15T01:44:04.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630168,83.919185282523,45.83333333333333,1610612737,40,32,2022-01-15T01:44:10Z,1740000,-21.0,99.0,1,right,O. Okongwu 10' floating Jump Shot (2 PTS) (K. Huerter 1 AST),"[1630168, 1628989]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,,,,,,10.09,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,
176,PT11M11.00S,2022-01-15T01:44:09.5Z,2,REGULAR,turnover,bad pass,[],203473,,,1610612748,40,32,2022-01-15T01:44:14Z,1760000,,,0,,D. Dedmon bad pass TURNOVER (2 TO),"[203473, 1626153]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,2.0,Wright,1626153.0,,,
177,PT11M11.00S,2022-01-15T01:44:09.5Z,2,REGULAR,steal,,[],1626153,,,1610612737,40,32,2022-01-15T01:44:11Z,1770000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M04.00S,2022-01-15T01:44:16.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,74.58935611038108,88.23529411764706,1610612737,40,35,2022-01-15T01:44:33Z,1780000,191.0,186.0,1,right,K. Huerter 26' 3PT  (8 PTS) (D. Wright 2 AST),"[1628989, 1626153]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,26.7,Made,,,,,8.0,D. Wright,1626153.0,2.0,,,,,,
180,PT10M40.00S,2022-01-15T01:44:41.1Z,2,REGULAR,2pt,Jump Shot,[],1629639,27.414586070959263,67.8921568627451,1610612748,42,35,2022-01-15T01:50:41Z,1800000,-89.0,205.0,1,left,T. Herro 22' step back Jump Shot (4 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,22.39,Made,,,,,4.0,,,,,,,,,
181,PT10M30.00S,2022-01-15T01:44:54.8Z,2,REGULAR,foul,offensive,[],1630168,,,1610612737,42,35,2022-01-15T01:45:17Z,1810000,,,0,,O. Okongwu off-the-ball offensive FOUL (3 PF),"[1630168, 1629216]",1610612737.0,ATL,off-the-ball,,,Okongwu,O. Okongwu,,,,,202049.0,3.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,,
183,PT10M30.00S,2022-01-15T01:44:54.8Z,2,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,42,35,2022-01-15T01:44:54Z,1830000,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,202049.0,,,,,,,,,,,,,,,1.0,,,,,
184,PT10M30.00S,2022-01-15T01:45:06.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612748,42,35,2022-01-15T01:45:13Z,1840000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M30.00S,2022-01-15T01:45:06.0Z,2,REGULAR,substitution,in,[],203476,,,1610612748,42,35,2022-01-15T01:45:13Z,1850000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M17.00S,2022-01-15T01:45:28.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,6.389618922470433,23.284313725490197,1610612748,42,35,2022-01-15T01:45:33Z,1860000,134.0,8.0,1,left,MISS C. Martin 13' Jump Shot,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,13.38,Missed,,,,,,,,,,,,,,
187,PT10M15.00S,2022-01-15T01:45:30.0Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612737,42,35,2022-01-15T01:45:33Z,1870000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:2),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,
