actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
280,PT04M16.00S,2022-01-15T02:04:31.6Z,2,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,53,54,2022-01-15T02:04:31Z,2770000,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
281,PT04M04.00S,2022-01-15T02:04:51.4Z,2,REGULAR,foul,offensive,['inpenalty'],200782,,,1610612748,53,54,2022-01-15T02:05:09Z,2780000,,,0,,P. Tucker off-the-ball offensive FOUL (2 PF),"[200782, 1629027]",1610612748.0,MIA,off-the-ball,,,Tucker,P. Tucker,,,,,1198.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,,
283,PT04M04.00S,2022-01-15T02:04:51.4Z,2,REGULAR,turnover,offensive foul,[],200782,,,1610612748,53,54,2022-01-15T02:04:51Z,2800000,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1198.0,,,,,,,,,,,,,,,1.0,,,,,
284,PT03M46.00S,2022-01-15T02:05:24.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,72.22404730617609,17.15686274509804,1610612737,53,57,2022-01-15T02:05:31Z,2810000,-164.0,209.0,1,right,D. Hunter 26' 3PT  (10 PTS) (B. Bogdanovic 3 AST),"[1629631, 203992]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,26.55,Made,,,,,10.0,B. Bogdanovic,203992.0,3.0,,,,,,
286,PT03M25.00S,2022-01-15T02:05:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,9.411957950065702,41.42156862745098,1610612748,55,57,2022-01-15T02:05:53Z,2830000,43.0,36.0,1,left,P. Tucker turnaround Jump Shot (11 PTS) (J. Butler 5 AST),"[200782, 202710]",1610612748.0,MIA,turnaround,,,Tucker,P. Tucker,,,,,,,,,,5.6,Made,,,,,11.0,J. Butler,202710.0,5.0,,,,,,
288,PT03M13.00S,2022-01-15T02:05:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",200768,,,1610612737,55,57,2022-01-15T02:06:06Z,2850000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Young 3 FT),"[200768, 1629027]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,202049.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,,
290,PT03M13.00S,2022-01-15T02:06:28.7Z,2,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,55,58,2022-01-15T02:06:28Z,2870000,,,0,,T. Young Free Throw 1 of 3 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
291,PT03M13.00S,2022-01-15T02:06:47.1Z,2,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,55,59,2022-01-15T02:06:47Z,2880000,,,0,,T. Young Free Throw 2 of 3 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
292,PT03M13.00S,2022-01-15T02:06:48.1Z,2,REGULAR,substitution,out,[],201568,,,1610612737,55,59,2022-01-15T02:07:06Z,2890000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M13.00S,2022-01-15T02:06:48.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,55,59,2022-01-15T02:07:06Z,2900000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M13.00S,2022-01-15T02:07:07.2Z,2,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,55,60,2022-01-15T02:07:07Z,2910000,,,0,,T. Young Free Throw 3 of 3 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,,,,,12.0,,,,,,,,,
295,PT03M00.00S,2022-01-15T02:07:24.1Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612748,55,60,2022-01-15T02:07:33Z,2920000,,,0,,J. Collins shooting personal FOUL (2 PF) (Herro 2 FT),"[1628381, 1629639]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,202049.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,,
297,PT03M00.00S,2022-01-15T02:07:48.4Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,56,60,2022-01-15T02:07:48Z,2940000,,,0,,T. Herro Free Throw 1 of 2 (6 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
298,PT03M00.00S,2022-01-15T02:08:03.4Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,57,60,2022-01-15T02:08:03Z,2950000,,,0,,T. Herro Free Throw 2 of 2 (7 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
299,PT02M43.00S,2022-01-15T02:08:21.8Z,2,REGULAR,3pt,Jump Shot,[],1628989,96.00854139290408,2.941176470588235,1610612737,57,60,2022-01-15T02:08:29Z,2960000,-235.0,-15.0,1,right,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,23.58,Missed,,,,,,,,,,,,,,
300,PT02M40.00S,2022-01-15T02:08:24.8Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,57,60,2022-01-15T02:08:29Z,2970000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,299.0,1.0,1.0,0.0,,,,,,,,,,
301,PT02M36.00S,2022-01-15T02:08:31.9Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612748,57,60,2022-01-15T02:08:48Z,2980000,,,0,,B. Bogdanovic shooting personal FOUL (3 PF) (Butler 2 FT),"[203992, 202710]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,1628172.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
303,PT02M36.00S,2022-01-15T02:09:03.5Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,58,60,2022-01-15T02:09:03Z,3000000,,,0,,J. Butler Free Throw 1 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,12.0,,,,,,,,,
304,PT02M36.00S,2022-01-15T02:09:04.3Z,2,REGULAR,substitution,out,[],203992,,,1610612748,58,60,2022-01-15T02:09:09Z,3010000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M36.00S,2022-01-15T02:09:04.3Z,2,REGULAR,substitution,in,[],201568,,,1610612748,58,60,2022-01-15T02:09:09Z,3020000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M36.00S,2022-01-15T02:09:26.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,59,60,2022-01-15T02:09:26Z,3030000,,,0,,J. Butler Free Throw 2 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,13.0,,,,,,,,,
307,PT02M17.00S,2022-01-15T02:09:46.2Z,2,REGULAR,3pt,Jump Shot,[],1628381,95.48291721419186,96.56862745098039,1610612737,59,60,2022-01-15T02:09:51Z,3040000,233.0,-10.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,23.3,Missed,,,,,,,,,,,,,,
308,PT02M14.00S,2022-01-15T02:09:48.5Z,2,REGULAR,rebound,offensive,[],1628989,,,1610612737,59,60,2022-01-15T02:09:48Z,3050000,,,0,,K. Huerter REBOUND (Off:1 Def:1),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,307.0,2.0,1.0,1.0,,,,,,,,,,
309,PT02M12.00S,2022-01-15T02:09:50.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,91.80354796320631,57.107843137254896,1610612737,59,62,2022-01-15T02:10:45Z,3060000,36.0,25.0,1,right,K. Huerter putback Layup (13 PTS),[1628989],1610612737.0,ATL,putback,,,Huerter,K. Huerter,,,,,,,,,,4.31,Made,,,,,13.0,,,,,,,,,
310,PT01M58.00S,2022-01-15T02:10:06.2Z,2,REGULAR,2pt,Jump Shot,[],202710,7.5722733245729295,28.431372549019606,1610612748,59,62,2022-01-15T02:10:12Z,3070000,108.0,19.0,1,left,MISS J. Butler 10' turnaround fadeaway Shot - blocked,"[202710, 1629631]",1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,,,10.94,Missed,,,,,,,,,,,,Hunter,1629631.0,
311,PT01M58.00S,2022-01-15T02:10:06.2Z,2,REGULAR,block,,[],1629631,,,1610612748,59,62,2022-01-15T02:10:10Z,3080000,,,0,,D. Hunter BLOCK (2 BLK),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M58.00S,2022-01-15T02:10:06.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,59,62,2022-01-15T02:10:12Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,
313,PT01M58.00S,2022-01-15T02:10:12.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,59,62,2022-01-15T02:10:12Z,3100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M53.00S,2022-01-15T02:10:27.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200768,7.046649145860711,5.147058823529411,1610612748,62,62,2022-01-15T02:10:34Z,3110000,224.0,14.0,1,left,K. Lowry 3PT  (6 PTS) (O. Yurtseven 3 AST),"[200768, 1630209]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,22.47,Made,,,,,6.0,O. Yurtseven,1630209.0,3.0,,,,,,
316,PT01M28.00S,2022-01-15T02:10:52.6Z,2,REGULAR,3pt,Jump Shot,[],201568,75.24638633377135,14.215686274509803,1610612737,62,65,2022-01-15T02:11:00Z,3130000,-179.0,180.0,1,right,D. Gallinari 25' 3PT  (15 PTS) (T. Young 4 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,25.39,Made,,,,,15.0,T. Young,1629027.0,4.0,,,,,,
318,PT01M25.00S,2022-01-15T02:11:01.7Z,2,REGULAR,stoppage,other,[],0,,,1610612748,62,65,2022-01-15T02:11:01Z,3150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M16.00S,2022-01-15T02:11:20.0Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,62,65,2022-01-15T02:11:39Z,3160000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,1198.0,,,,,,,,,,,,,,,2.0,,,,,
320,PT01M03.00S,2022-01-15T02:11:43.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,93.51182654402102,47.05882352941176,1610612737,62,67,2022-01-15T02:12:04Z,3170000,-15.0,8.0,1,right,J. Collins DUNK (4 PTS) (T. Young 5 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,1.7,Made,,,,,4.0,T. Young,1629027.0,5.0,,,,,,
321,PT00M53.10S,2022-01-15T02:11:55.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612748,62,67,2022-01-15T02:12:05Z,3180000,,,0,,J. Collins shooting personal FOUL (3 PF) (Butler 2 FT),"[1628381, 202710]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,1198.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
324,PT00M53.10S,2022-01-15T02:12:27.9Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,63,67,2022-01-15T02:12:27Z,3200000,,,0,,J. Butler Free Throw 1 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,
325,PT00M53.10S,2022-01-15T02:12:28.6Z,2,REGULAR,substitution,out,[],1628381,,,1610612748,63,67,2022-01-15T02:12:34Z,3210000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M53.10S,2022-01-15T02:12:28.6Z,2,REGULAR,substitution,in,[],203476,,,1610612748,63,67,2022-01-15T02:12:34Z,3220000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M53.10S,2022-01-15T02:12:48.6Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,64,67,2022-01-15T02:12:48Z,3230000,,,0,,J. Butler Free Throw 2 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
328,PT00M37.50S,2022-01-15T02:13:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629027,67.88764783180025,29.166666666666668,1610612737,64,70,2022-01-15T02:13:13Z,3240000,-104.0,249.0,1,right,T. Young 27' 3PT pullup (15 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,27.03,Made,,,,,15.0,,,,,,,,,
329,PT00M27.90S,2022-01-15T02:13:19.2Z,2,REGULAR,3pt,Jump Shot,[],1629639,32.14520367936925,62.99019607843137,1610612748,64,70,2022-01-15T02:13:23Z,3250000,-65.0,250.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,
330,PT00M25.10S,2022-01-15T02:13:21.9Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,64,70,2022-01-15T02:13:21Z,3260000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,
331,PT00M03.70S,2022-01-15T02:13:46.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,64,70,2022-01-15T02:14:05Z,3270000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M03.70S,2022-01-15T02:13:55.4Z,2,REGULAR,substitution,out,[],1630209,,,1610612748,64,70,2022-01-15T02:14:00Z,3280000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M03.70S,2022-01-15T02:13:55.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,64,70,2022-01-15T02:14:00Z,3290000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M03.70S,2022-01-15T02:14:08.8Z,2,REGULAR,substitution,out,[],203476,,,1610612748,64,70,2022-01-15T02:14:13Z,3300000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M03.70S,2022-01-15T02:14:08.8Z,2,REGULAR,substitution,in,[],1627789,,,1610612748,64,70,2022-01-15T02:14:13Z,3310000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M00.00S,2022-01-15T02:14:40.9Z,2,REGULAR,period,end,[],0,,,1610612748,64,70,2022-01-15T02:14:40Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,64,70,2022-01-15T02:29:49Z,3330000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,out,['startperiod'],1629130,,,1610612748,64,70,2022-01-15T02:29:49Z,3340000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,out,['startperiod'],1628989,,,1610612748,64,70,2022-01-15T02:29:49Z,3350000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,out,['startperiod'],201568,,,1610612748,64,70,2022-01-15T02:29:49Z,3360000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,out,['startperiod'],1627789,,,1610612748,64,70,2022-01-15T02:29:49Z,3370000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,in,['startperiod'],1630209,,,1610612748,64,70,2022-01-15T02:29:49Z,3380000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,64,70,2022-01-15T02:29:49Z,3390000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,in,['startperiod'],203476,,,1610612748,64,70,2022-01-15T02:29:49Z,3400000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612748,64,70,2022-01-15T02:29:49Z,3410000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-15T02:28:58.6Z,3,REGULAR,substitution,in,['startperiod'],203992,,,1610612748,64,70,2022-01-15T02:29:49Z,3420000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-15T02:30:02.2Z,3,REGULAR,period,start,[],0,,,1610612748,64,70,2022-01-15T02:30:02Z,3430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M48.00S,2022-01-15T02:30:12.8Z,3,REGULAR,3pt,Jump Shot,[],1629622,70.51576872536137,23.52941176470588,1610612748,64,70,2022-01-15T02:30:18Z,3440000,-132.0,225.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,26.08,Missed,,,,,,,,,,,,,,
349,PT11M44.00S,2022-01-15T02:30:16.8Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,64,70,2022-01-15T02:30:18Z,3450000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,348.0,3.0,3.0,0.0,,,,,,,,,,
350,PT11M30.00S,2022-01-15T02:30:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.09789750328515,49.50980392156863,1610612737,64,70,2022-01-15T02:30:46Z,3460000,2.0,24.0,1,left,MISS J. Collins alley-oop Layup,[1628381],1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,,,,,,2.37,Missed,,,,,,,,,,,,,,
351,PT11M27.00S,2022-01-15T02:30:34.5Z,3,REGULAR,rebound,defensive,[],1630209,,,1610612748,64,70,2022-01-15T02:30:39Z,3470000,,,0,,O. Yurtseven REBOUND (Off:2 Def:5),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,350.0,7.0,5.0,2.0,,,,,,,,,,
352,PT11M19.00S,2022-01-15T02:30:44.8Z,3,REGULAR,foul,personal,[],203476,,,1610612748,64,70,2022-01-15T02:30:58Z,3480000,,,0,,G. Dieng personal FOUL (2 PF),"[203476, 200782]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,1198.0,2.0,1.0,Tucker,200782.0,,,,,,,,,,,,,,,,
354,PT11M14.00S,2022-01-15T02:31:13.4Z,3,REGULAR,foul,offensive,[],1630209,,,1610612748,64,70,2022-01-15T02:31:29Z,3500000,,,0,,O. Yurtseven offensive FOUL (2 PF),"[1630209, 203476]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1628172.0,2.0,0.0,Dieng,203476.0,,,,,,,,,,,,,,,,
356,PT11M14.00S,2022-01-15T02:31:13.4Z,3,REGULAR,turnover,offensive foul,[],1630209,,,1610612748,64,70,2022-01-15T02:31:13Z,3520000,,,0,,O. Yurtseven offensive foul TURNOVER (1 TO),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1628172.0,,,,,,,,,,,,,,,1.0,,,,,
357,PT10M59.00S,2022-01-15T02:31:43.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203476,11.251642575558476,57.84313725490197,1610612737,64,72,2022-01-15T02:33:08Z,3530000,-39.0,53.0,1,left,G. Dieng 6' turnaround bank Hook (2 PTS) (B. Bogdanovic 4 AST),"[203476, 203992]",1610612737.0,ATL,turnaround bank,,,Dieng,G. Dieng,,,,,,,,,,6.62,Made,,,,,2.0,B. Bogdanovic,203992.0,4.0,,,,,,
359,PT10M46.00S,2022-01-15T02:31:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,91.14651773981603,47.549019607843135,1610612748,66,72,2022-01-15T02:32:08Z,3550000,-12.0,31.0,1,right,O. Yurtseven Jump Shot (7 PTS) (K. Lowry 4 AST),"[1630209, 200768]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,3.31,Made,,,,,7.0,K. Lowry,200768.0,4.0,,,,,,
361,PT10M32.00S,2022-01-15T02:32:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,10.33180026281209,58.57843137254902,1610612737,66,74,2022-01-15T02:32:46Z,3570000,-43.0,45.0,1,left,D. Hunter 6' driving Layup (12 PTS) (T. Young 6 AST),"[1629631, 1629027]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,,,,6.19,Made,,,,,12.0,T. Young,1629027.0,6.0,,,,,,
363,PT10M25.00S,2022-01-15T02:32:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.40932982917214,43.627450980392155,1610612748,66,74,2022-01-15T02:35:03Z,3590000,-32.0,28.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,4.26,Missed,,,,,,,,,,,,,,
364,PT10M19.00S,2022-01-15T02:32:24.8Z,3,REGULAR,rebound,defensive,[],203476,,,1610612737,66,74,2022-01-15T02:32:40Z,3600000,,,0,,G. Dieng REBOUND (Off:1 Def:3),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,363.0,4.0,3.0,1.0,,,,,,,,,,
365,PT10M03.00S,2022-01-15T02:32:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,13.485545335085414,56.127450980392155,1610612737,66,76,2022-01-15T02:32:58Z,3610000,-31.0,74.0,1,left,T. Young 8' floating Jump Shot (17 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,,,,,,8.04,Made,,,,,17.0,,,,,,,,,
366,PT09M45.00S,2022-01-15T02:32:58.0Z,3,REGULAR,2pt,Jump Shot,[],1630209,97.19119579500656,69.11764705882352,1610612748,68,76,2022-01-15T02:33:02Z,3620000,96.0,-26.0,1,right,O. Yurtseven 9' Jump Shot (9 PTS) (J. Butler 6 AST),"[1630209, 202710]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,9.91,Made,,,,,9.0,J. Butler,202710.0,6.0,,,,,,
368,PT09M34.00S,2022-01-15T02:33:11.6Z,3,REGULAR,foul,personal,[],202710,,,1610612737,68,76,2022-01-15T02:33:28Z,3640000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1629027]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,1198.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,,
370,PT09M28.00S,2022-01-15T02:33:43.0Z,3,REGULAR,foul,personal,[],1630209,,,1610612737,68,76,2022-01-15T02:33:52Z,3660000,,,0,,O. Yurtseven personal FOUL (3 PF),"[1630209, 1629027]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1628172.0,3.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,,
373,PT09M22.00S,2022-01-15T02:34:06.0Z,3,REGULAR,3pt,Jump Shot,[],203992,5.995400788436268,5.147058823529411,1610612737,68,76,2022-01-15T02:34:12Z,3680000,224.0,4.0,1,left,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,22.43,Missed,,,,,,,,,,,,,,
374,PT09M19.00S,2022-01-15T02:34:09.0Z,3,REGULAR,rebound,defensive,[],1630209,,,1610612748,68,76,2022-01-15T02:34:12Z,3690000,,,0,,O. Yurtseven REBOUND (Off:2 Def:6),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,373.0,8.0,6.0,2.0,,,,,,,,,,
