actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
356,PT10M14.00S,2022-02-13T02:28:40.0Z,3,REGULAR,3pt,Jump Shot,[],201988,30.699737187910642,12.009803921568627,1610612751,69,58,2022-02-13T02:28:45Z,3530000,190.0,236.0,1,left,MISS P. Mills 30' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,30.31,Missed,,,,,,,,,,,,,
357,PT10M09.00S,2022-02-13T02:28:45.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,69,58,2022-02-13T02:28:45Z,3540000,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,356.0,11.0,9.0,2.0,,,,,,,,,
358,PT09M59.00S,2022-02-13T02:29:00.9Z,3,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,69,58,2022-02-13T02:29:07Z,3550000,,,0,,D. Robinson step out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,step,,,Robinson,D. Robinson,,,,,101284.0,,,,,,,,,,,,,,,1.0,,,,
359,PT09M44.00S,2022-02-13T02:29:19.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630556,8.229303547963205,96.32352941176471,1610612751,69,61,2022-02-13T02:29:25Z,3560000,-232.0,25.0,1,left,K. Edwards 3PT  (7 PTS) (P. Mills 2 AST),"[1630556, 201988]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,23.29,Made,,,,,7.0,P. Mills,201988.0,2.0,,,,,
361,PT09M23.00S,2022-02-13T02:29:39.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],200782,85.75886990801577,50.0,1610612748,71,61,2022-02-13T02:29:45Z,3580000,0.0,81.0,1,right,P. Tucker 8' turnaround Hook (6 PTS) (K. Lowry 4 AST),"[200782, 200768]",1610612748.0,MIA,turnaround,,,Tucker,P. Tucker,,,,,,,,,,8.14,Made,,,,,6.0,K. Lowry,200768.0,4.0,,,,,
363,PT09M14.00S,2022-02-13T02:29:48.8Z,3,REGULAR,3pt,Jump Shot,[],202681,34.247700394218136,38.72549019607843,1610612751,71,61,2022-02-13T02:29:55Z,3600000,56.0,269.0,1,left,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,27.52,Missed,,,,,,,,,,,,,
364,PT09M12.00S,2022-02-13T02:29:50.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,71,61,2022-02-13T02:29:55Z,3610000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,
365,PT09M12.00S,2022-02-13T02:29:55.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,71,61,2022-02-13T02:29:55Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M52.00S,2022-02-13T02:30:15.6Z,3,REGULAR,3pt,Jump Shot,[],1629130,95.3515111695138,97.05882352941177,1610612748,74,61,2022-02-13T02:30:20Z,3630000,235.0,-9.0,1,right,D. Robinson 3PT  (14 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,23.55,Made,,,,,14.0,P. Tucker,200782.0,1.0,,,,,
368,PT08M39.00S,2022-02-13T02:30:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,6.915243101182654,52.20588235294118,1610612751,74,61,2022-02-13T02:30:33Z,3650000,-11.0,13.0,1,left,MISS K. Edwards driving Layup,[1630556],1610612751.0,BKN,driving,,,Edwards,K. Edwards,,,,,,,,,,1.67,Missed,,,,,,,,,,,,,
369,PT08M37.00S,2022-02-13T02:30:29.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,74,61,2022-02-13T02:30:33Z,3660000,,,0,,P. Tucker REBOUND (Off:2 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,368.0,7.0,5.0,2.0,,,,,,,,,
370,PT08M35.00S,2022-02-13T02:30:34.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,94.30026281208936,52.450980392156865,1610612748,76,61,2022-02-13T02:31:02Z,3670000,12.0,1.0,1,right,B. Adebayo running Layup (11 PTS) (K. Lowry 5 AST),"[1628389, 200768]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,,,,1.23,Made,,,,,11.0,K. Lowry,200768.0,5.0,,,,,
372,PT08M35.00S,2022-02-13T02:30:40.3Z,3,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612748,76,61,2022-02-13T02:30:53Z,3690000,,,0,,B. Brown shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1628971, 1628389]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,101283.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
374,PT08M35.00S,2022-02-13T02:30:57.5Z,3,REGULAR,substitution,out,[],1630556,,,1610612748,76,61,2022-02-13T02:31:42Z,3710000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M35.00S,2022-02-13T02:30:57.5Z,3,REGULAR,substitution,in,[],1630560,,,1610612748,76,61,2022-02-13T02:31:42Z,3720000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M35.00S,2022-02-13T02:31:23.7Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1628389,,,1610612748,77,61,2022-02-13T02:31:23Z,3730000,,,0,,B. Adebayo Free Throw 1 of 1 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
377,PT08M19.00S,2022-02-13T02:31:39.7Z,3,REGULAR,3pt,Jump Shot,[],201988,31.488173455978973,18.137254901960784,1610612751,77,61,2022-02-13T02:31:45Z,3740000,159.0,243.0,1,left,MISS P. Mills 29' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,29.1,Missed,,,,,,,,,,,,,
378,PT08M16.00S,2022-02-13T02:31:42.7Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,77,61,2022-02-13T02:31:45Z,3750000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,377.0,5.0,3.0,2.0,,,,,,,,,
379,PT08M12.00S,2022-02-13T02:31:47.3Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,77,61,2022-02-13T02:31:51Z,3760000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 201933]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,1.0,Griffin,201933.0,,
380,PT08M12.00S,2022-02-13T02:31:47.3Z,3,REGULAR,steal,,[],201933,,,1610612751,77,61,2022-02-13T02:31:49Z,3770000,,,0,,B. Griffin STEAL (1 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M52.00S,2022-02-13T02:32:09.2Z,3,REGULAR,turnover,bad pass,[],201988,,,1610612751,77,61,2022-02-13T02:32:14Z,3780000,,,0,,P. Mills bad pass TURNOVER (1 TO),"[201988, 1629130]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,
382,PT07M52.00S,2022-02-13T02:32:09.2Z,3,REGULAR,steal,,[],1629130,,,1610612748,77,61,2022-02-13T02:35:20Z,3790000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M52.00S,2022-02-13T02:32:25.9Z,3,REGULAR,foul,personal,[],201988,,,1610612748,77,61,2022-02-13T02:33:41Z,3800000,,,0,,P. Mills take personal FOUL (2 PF),"[201988, 1629130]",1610612751.0,BKN,take,,,Mills,P. Mills,,,,,101284.0,2.0,0.0,Robinson,1629130.0,,,,,,,,,,,,,,,
385,PT07M40.00S,2022-02-13T02:32:47.9Z,3,REGULAR,foul,personal,['2freethrow'],201988,,,1610612748,77,61,2022-02-13T02:33:14Z,3820000,,,0,,P. Mills shooting personal FOUL (3 PF) (Adebayo 2 FT),"[201988, 1628389]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,1626302.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
387,PT07M40.00S,2022-02-13T02:33:29.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,78,61,2022-02-13T02:33:53Z,3840000,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Made,,,,,13.0,,,,,,,,
388,PT07M40.00S,2022-02-13T02:33:29.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,78,61,2022-02-13T02:33:53Z,3850000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,Missed,,,,,,,,,,,,,
389,PT07M37.00S,2022-02-13T02:33:32.9Z,3,REGULAR,rebound,defensive,[],201933,,,1610612751,78,61,2022-02-13T02:33:53Z,3860000,,,0,,B. Griffin REBOUND (Off:2 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,388.0,4.0,2.0,2.0,,,,,,,,,
390,PT07M21.00S,2022-02-13T02:34:11.8Z,3,REGULAR,turnover,bad pass,[],201933,,,1610612751,78,61,2022-02-13T02:34:31Z,3870000,,,0,,B. Griffin bad pass TURNOVER (1 TO),"[201933, 1629130]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,
391,PT07M21.00S,2022-02-13T02:34:11.8Z,3,REGULAR,steal,,[],1629130,,,1610612748,78,61,2022-02-13T02:34:13Z,3880000,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M14.00S,2022-02-13T02:34:16.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,93.24901445466492,47.794117647058826,1610612748,80,61,2022-02-13T02:34:21Z,3890000,-11.0,11.0,1,right,B. Adebayo cutting DUNK (15 PTS) (D. Robinson 2 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,,,1.56,Made,,,,,15.0,D. Robinson,1629130.0,2.0,,,,,
394,PT07M14.00S,2022-02-13T02:34:33.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,80,61,2022-02-13T02:34:33Z,3910000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M14.00S,2022-02-13T02:34:43.5Z,3,REGULAR,substitution,out,[],201933,,,1610612751,80,61,2022-02-13T02:37:05Z,3920000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M14.00S,2022-02-13T02:34:43.5Z,3,REGULAR,substitution,out,[],201988,,,1610612751,80,61,2022-02-13T02:37:05Z,3930000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M14.00S,2022-02-13T02:34:43.5Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,80,61,2022-02-13T02:37:05Z,3940000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M14.00S,2022-02-13T02:34:43.5Z,3,REGULAR,substitution,in,[],201949,,,1610612751,80,61,2022-02-13T02:37:05Z,3950000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M02.00S,2022-02-13T02:37:24.3Z,3,REGULAR,foul,personal,[],1628389,,,1610612751,80,61,2022-02-13T02:37:31Z,3960000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 202681]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1626302.0,2.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
401,PT06M55.00S,2022-02-13T02:37:44.4Z,3,REGULAR,3pt,Jump Shot,[],202681,25.706307490144546,84.06862745098039,1610612751,80,64,2022-02-13T02:37:50Z,3980000,-170.0,189.0,1,left,K. Irving 25' 3PT  (7 PTS) (D. Sharpe 2 AST),"[202681, 1630549]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,25.45,Made,,,,,7.0,D. Sharpe,1630549.0,2.0,,,,,
403,PT06M46.00S,2022-02-13T02:37:57.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,80,64,2022-02-13T02:37:57Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M40.00S,2022-02-13T02:38:14.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],200782,87.46714848883047,50.73529411764706,1610612748,82,64,2022-02-13T02:38:21Z,4010000,4.0,65.0,1,right,P. Tucker 6' driving Hook (8 PTS) (K. Lowry 6 AST),"[200782, 200768]",1610612748.0,MIA,driving,,,Tucker,P. Tucker,,,,,,,,,,6.54,Made,,,,,8.0,K. Lowry,200768.0,6.0,,,,,
406,PT06M24.00S,2022-02-13T02:38:30.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201949,5.863994743758213,50.98039215686274,1610612751,82,66,2022-02-13T02:38:36Z,4030000,-5.0,3.0,1,left,J. Johnson cutting Layup (9 PTS) (K. Irving 3 AST),"[201949, 202681]",1610612751.0,BKN,cutting,,,Johnson,J. Johnson,,,,,,,,,,0.55,Made,,,,,9.0,K. Irving,202681.0,3.0,,,,,
408,PT06M01.00S,2022-02-13T02:38:53.9Z,3,REGULAR,3pt,Jump Shot,[],200768,61.97437582128777,45.588235294117645,1610612748,82,66,2022-02-13T02:39:00Z,4050000,-22.0,305.0,1,right,MISS K. Lowry 30' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,30.57,Missed,,,,,,,,,,,,,
409,PT05M57.00S,2022-02-13T02:38:57.9Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,82,66,2022-02-13T02:39:00Z,4060000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,408.0,2.0,2.0,0.0,,,,,,,,,
410,PT05M57.00S,2022-02-13T02:39:03.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,82,66,2022-02-13T02:39:03Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M46.00S,2022-02-13T02:39:25.7Z,3,REGULAR,3pt,Jump Shot,[],201949,19.92444152431012,4.901960784313726,1610612751,82,66,2022-02-13T02:39:32Z,4080000,225.0,135.0,1,left,MISS J. Johnson 26' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,26.27,Missed,,,,,,,,,,,,,
412,PT05M40.00S,2022-02-13T02:39:31.7Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,82,66,2022-02-13T02:50:47Z,4090000,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,411.0,3.0,0.0,3.0,,,,,,,,,
488,PT05M40.00S,2022-02-13T02:39:31.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.701708278580814,50.41360294117647,1610612751,82,66,2022-02-13T02:52:11Z,4095000,-2.0,10.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,,,1.07,Missed,,,,,,,,,,,,,
489,PT05M39.00S,2022-02-13T02:39:32.1Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,82,66,2022-02-13T02:52:11Z,4097500,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,488.0,2.0,2.0,0.0,,,,,,,,,
413,PT05M34.00S,2022-02-13T02:39:36.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200768,91.40932982917214,50.73529411764706,1610612748,84,66,2022-02-13T02:39:45Z,4100000,4.0,28.0,1,right,K. Lowry driving Layup (5 PTS),[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,,,,,,2.85,Made,,,,,5.0,,,,,,,,
414,PT05M27.00S,2022-02-13T02:39:45.3Z,3,REGULAR,3pt,Jump Shot,[],1630560,27.808804204993432,18.872549019607842,1610612751,84,66,2022-02-13T02:42:01Z,4110000,156.0,209.0,1,left,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,26.05,Missed,,,,,,,,,,,,,
415,PT05M27.00S,2022-02-13T02:39:45.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,84,66,2022-02-13T02:39:55Z,4120000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,
416,PT05M27.00S,2022-02-13T02:39:52.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,84,66,2022-02-13T02:39:52Z,4130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M27.00S,2022-02-13T02:40:00.5Z,3,REGULAR,substitution,out,[],200768,,,1610612748,84,66,2022-02-13T02:40:03Z,4140000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M27.00S,2022-02-13T02:40:00.5Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,84,66,2022-02-13T02:40:03Z,4150000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M14.00S,2022-02-13T02:40:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.9862023653088,46.81372549019608,1610612748,86,66,2022-02-13T02:40:20Z,4160000,-16.0,13.0,1,right,T. Herro cutting Layup (14 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,,,,,,2.08,Made,,,,,14.0,B. Adebayo,1628389.0,4.0,,,,,
421,PT04M58.00S,2022-02-13T02:40:28.4Z,3,REGULAR,2pt,Jump Shot,[],202681,21.23850197109067,65.93137254901961,1610612751,86,68,2022-02-13T02:40:34Z,4180000,-80.0,147.0,1,left,K. Irving 16' pullup Jump Shot (9 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,16.73,Made,,,,,9.0,,,,,,,,
422,PT04M32.00S,2022-02-13T02:40:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.19776609724047,50.49019607843137,1610612748,86,68,2022-02-13T02:41:01Z,4190000,2.0,21.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,,,2.09,Missed,,,,,,,,,,,,,
423,PT04M32.00S,2022-02-13T02:40:57.5Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,86,68,2022-02-13T02:40:57Z,4200000,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,422.0,5.0,4.0,1.0,,,,,,,,,
424,PT04M32.00S,2022-02-13T02:41:14.1Z,3,REGULAR,foul,personal,[],200782,,,1610612751,86,68,2022-02-13T02:41:24Z,4210000,,,0,,P. Tucker take personal FOUL (1 PF),"[200782, 1628971]",1610612748.0,MIA,take,,,Tucker,P. Tucker,,,,,101283.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
426,PT04M32.00S,2022-02-13T02:41:23.0Z,3,REGULAR,substitution,out,[],1628971,,,1610612751,86,68,2022-02-13T02:41:33Z,4230000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M32.00S,2022-02-13T02:41:23.0Z,3,REGULAR,substitution,in,[],201988,,,1610612751,86,68,2022-02-13T02:41:33Z,4240000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M12.00S,2022-02-13T02:41:42.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201949,11.695137976346912,39.560355392156865,1610612751,86,68,2022-02-13T02:41:51Z,4250000,52.0,57.0,1,left,MISS J. Johnson 7' turnaround Shot,[201949],1610612751.0,BKN,turnaround,,,Johnson,J. Johnson,,,,,,,,,,7.76,Missed,,,,,,,,,,,,,
429,PT04M09.00S,2022-02-13T02:41:45.1Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,86,68,2022-02-13T02:41:51Z,4260000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,428.0,3.0,3.0,0.0,,,,,,,,,
430,PT03M58.00S,2022-02-13T02:41:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.72339027595268,50.49019607843137,1610612748,88,68,2022-02-13T02:42:03Z,4270000,2.0,16.0,1,right,J. Butler driving Layup (10 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,1.61,Made,,,,,10.0,,,,,,,,
431,PT03M42.00S,2022-02-13T02:42:12.1Z,3,REGULAR,2pt,Jump Shot,[],201988,27.283180026281208,50.49019607843137,1610612751,88,68,2022-02-13T02:42:20Z,4280000,-2.0,204.0,1,left,MISS P. Mills 20' fadeaway Shot,[201988],1610612751.0,BKN,fadeaway,,,Mills,P. Mills,,,,,,,,,,20.4,Missed,,,,,,,,,,,,,
432,PT03M40.00S,2022-02-13T02:42:14.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,88,68,2022-02-13T02:42:20Z,4290000,,,0,,B. Adebayo REBOUND (Off:2 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,431.0,12.0,10.0,2.0,,,,,,,,,
433,PT03M24.00S,2022-02-13T02:42:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.47371879106439,59.31372549019608,1610612748,88,68,2022-02-13T02:42:35Z,4300000,47.0,112.0,1,right,MISS T. Herro 12' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,12.15,Missed,,,,,,,,,,,,,
434,PT03M21.00S,2022-02-13T02:42:32.2Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,88,68,2022-02-13T02:42:32Z,4310000,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,433.0,4.0,1.0,3.0,,,,,,,,,
435,PT03M12.00S,2022-02-13T02:42:42.5Z,3,REGULAR,turnover,lost ball,[],201949,,,1610612751,88,68,2022-02-13T02:42:48Z,4320000,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[201949, 1628389]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,
436,PT03M12.00S,2022-02-13T02:42:42.5Z,3,REGULAR,steal,,[],1628389,,,1610612748,88,68,2022-02-13T02:42:44Z,4330000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M07.00S,2022-02-13T02:42:46.9Z,3,REGULAR,turnover,lost ball,[],202710,,,1610612748,88,68,2022-02-13T02:42:53Z,4340000,,,0,,J. Butler lost ball TURNOVER (2 TO),"[202710, 202681]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,2.0,Irving,202681.0,,
438,PT03M07.00S,2022-02-13T02:42:46.9Z,3,REGULAR,steal,,[],202681,,,1610612751,88,68,2022-02-13T02:42:49Z,4350000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M01.00S,2022-02-13T02:42:58.5Z,3,REGULAR,foul,personal,[],1628389,,,1610612751,88,68,2022-02-13T02:43:25Z,4360000,,,0,,B. Adebayo personal FOUL (3 PF),"[1628389, 201949]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,101284.0,3.0,0.0,Johnson,201949.0,,,,,,,,,,,,,,,
441,PT03M01.00S,2022-02-13T02:43:22.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612751,88,68,2022-02-13T02:43:37Z,4380000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M01.00S,2022-02-13T02:43:22.6Z,3,REGULAR,substitution,out,[],1629130,,,1610612751,88,68,2022-02-13T02:43:37Z,4390000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M01.00S,2022-02-13T02:43:22.6Z,3,REGULAR,substitution,out,[],201949,,,1610612751,88,68,2022-02-13T02:43:37Z,4400000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M01.00S,2022-02-13T02:43:22.6Z,3,REGULAR,substitution,in,[],1629622,,,1610612751,88,68,2022-02-13T02:43:37Z,4410000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M01.00S,2022-02-13T02:43:22.6Z,3,REGULAR,substitution,in,[],203473,,,1610612751,88,68,2022-02-13T02:43:37Z,4420000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
