actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M28.00S,2022-02-13T01:25:32.3Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,16,15,2022-02-13T01:25:37Z,900000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,
91,PT04M20.00S,2022-02-13T01:25:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,93.9060446780552,65.44117647058823,1610612751,16,17,2022-02-13T01:25:46Z,910000,77.0,5.0,1,right,K. Irving 7' fadeaway Jump Shot (4 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,7.73,Made,,,,,4.0,,,,,,,,
92,PT04M11.00S,2022-02-13T01:25:53.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612748,16,17,2022-02-13T01:26:04Z,920000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Herro 2 FT),"[201949, 1629639]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,1626302.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
94,PT04M11.00S,2022-02-13T01:26:14.8Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,17,17,2022-02-13T01:26:14Z,940000,,,0,,T. Herro Free Throw 1 of 2 (1 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
95,PT04M11.00S,2022-02-13T01:26:15.9Z,1,REGULAR,substitution,out,[],1628971,,,1610612748,17,17,2022-02-13T01:26:23Z,950000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2022-02-13T01:26:15.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612748,17,17,2022-02-13T01:26:23Z,960000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2022-02-13T01:26:35.6Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,18,17,2022-02-13T01:26:35Z,970000,,,0,,T. Herro Free Throw 2 of 2 (2 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
98,PT03M43.00S,2022-02-13T01:27:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630560,88.12417871222075,95.58823529411765,1610612751,18,17,2022-02-13T01:27:10Z,980000,228.0,59.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,23.54,Missed,,,,,,,,,,,,,
99,PT03M40.00S,2022-02-13T01:27:07.4Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,17,2022-02-13T01:27:07Z,990000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,98.0,4.0,4.0,0.0,,,,,,,,,
100,PT03M35.00S,2022-02-13T01:27:19.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612748,18,17,2022-02-13T01:27:26Z,1000000,,,0,,K. Irving personal FOUL (1 PF) (Butler 2 FT),"[202681, 202710]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,101284.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
102,PT03M35.00S,2022-02-13T01:27:43.8Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,19,17,2022-02-13T01:27:43Z,1020000,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
103,PT03M35.00S,2022-02-13T01:27:44.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,19,17,2022-02-13T01:27:50Z,1030000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M35.00S,2022-02-13T01:27:44.6Z,1,REGULAR,substitution,in,[],203473,,,1610612748,19,17,2022-02-13T01:27:50Z,1040000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M35.00S,2022-02-13T01:28:02.9Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,20,17,2022-02-13T01:28:02Z,1050000,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
106,PT03M24.00S,2022-02-13T01:28:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.24901445466492,54.65686274509803,1610612751,20,19,2022-02-13T01:28:21Z,1060000,23.0,11.0,1,right,J. Johnson driving Layup (2 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,,,,,,2.58,Made,,,,,2.0,,,,,,,,
107,PT03M08.00S,2022-02-13T01:28:30.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.302890932982917,46.568627450980394,1610612748,22,19,2022-02-13T01:28:40Z,1070000,17.0,63.0,1,left,T. Herro 6' driving floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,,,6.54,Made,,,,,4.0,,,,,,,,
108,PT02M52.00S,2022-02-13T01:28:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.42247043363994,37.99019607843137,1610612751,22,19,2022-02-13T01:28:53Z,1080000,-60.0,122.0,1,right,MISS C. Thomas 13' fadeaway Shot,[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,,,,,,13.6,Missed,,,,,,,,,,,,,
109,PT02M48.00S,2022-02-13T01:28:50.9Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,22,19,2022-02-13T01:28:51Z,1090000,,,0,,P. Tucker REBOUND (Off:1 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,108.0,4.0,3.0,1.0,,,,,,,,,
110,PT02M32.00S,2022-02-13T01:29:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.915243101182654,44.11764705882353,1610612748,22,19,2022-02-13T01:29:13Z,1100000,29.0,13.0,1,left,MISS D. Dedmon Layup,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,3.19,Missed,,,,,,,,,,,,,
111,PT02M29.00S,2022-02-13T01:29:10.3Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,22,19,2022-02-13T01:29:13Z,1110000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,
112,PT02M28.00S,2022-02-13T01:29:10.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,5.995400788436268,48.28431372549019,1610612748,24,19,2022-02-13T01:29:17Z,1120000,9.0,4.0,1,left,D. Dedmon putback Layup (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,0.94,Made,,,,,2.0,,,,,,,,
113,PT02M25.00S,2022-02-13T01:29:20.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,19,2022-02-13T01:29:20Z,1130000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M25.00S,2022-02-13T01:31:47.9Z,1,REGULAR,substitution,out,[],200782,,,1610612751,24,19,2022-02-13T01:32:08Z,1140000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M25.00S,2022-02-13T01:31:47.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612751,24,19,2022-02-13T01:32:08Z,1150000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2022-02-13T01:32:31.7Z,1,REGULAR,3pt,Jump Shot,[],201949,70.77858081471747,79.65686274509804,1610612751,24,19,2022-02-13T01:32:37Z,1160000,148.0,222.0,1,right,MISS J. Johnson 26' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,26.71,Missed,,,,,,,,,,,,,
117,PT02M02.00S,2022-02-13T01:32:34.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,19,2022-02-13T01:32:34Z,1170000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,
118,PT01M54.00S,2022-02-13T01:32:42.3Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,24,19,2022-02-13T01:32:46Z,1180000,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 1630561]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,1.0,Duke Jr.,1630561.0,,
119,PT01M54.00S,2022-02-13T01:32:42.3Z,1,REGULAR,steal,,[],1630561,,,1610612751,24,19,2022-02-13T01:32:45Z,1190000,,,0,,D. Duke Jr. STEAL (1 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M42.00S,2022-02-13T01:32:53.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,93.9060446780552,51.9607843137255,1610612751,24,21,2022-02-13T01:32:59Z,1200000,10.0,5.0,1,right,D. Sharpe DUNK (2 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,1.09,Made,,,,,2.0,C. Thomas,1630560.0,1.0,,,,,
122,PT01M28.00S,2022-02-13T01:33:08.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,24.78646517739816,90.68627450980392,1610612748,24,21,2022-02-13T01:33:14Z,1220000,-203.0,180.0,1,left,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,27.19,Missed,,,,,,,,,,,,,
123,PT01M26.00S,2022-02-13T01:33:10.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,24,21,2022-02-13T01:35:42Z,1230000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,
124,PT01M26.00S,2022-02-13T01:33:14.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,24,21,2022-02-13T01:33:14Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M26.00S,2022-02-13T01:33:17.9Z,1,REGULAR,substitution,out,[],202681,,,1610612751,24,21,2022-02-13T01:33:28Z,1250000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M26.00S,2022-02-13T01:33:17.9Z,1,REGULAR,substitution,in,[],1628975,,,1610612751,24,21,2022-02-13T01:33:28Z,1260000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M16.00S,2022-02-13T01:33:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.11760840998686,47.794117647058826,1610612751,24,23,2022-02-13T01:33:52Z,1270000,-11.0,12.0,1,right,J. Johnson driving Layup (4 PTS),[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,,,,,,1.64,Made,,,,,4.0,,,,,,,,
128,PT01M16.00S,2022-02-13T01:33:49.5Z,1,REGULAR,foul,personal,['1freethrow'],1629622,,,1610612751,24,23,2022-02-13T01:33:55Z,1280000,,,0,,M. Strus shooting personal FOUL (1 PF) (Johnson 1 FT),"[1629622, 201949]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,1626302.0,1.0,0.0,Johnson,201949.0,,,,,,,,,,,,,,,
130,PT01M16.00S,2022-02-13T01:33:58.7Z,1,REGULAR,substitution,out,[],202710,,,1610612751,24,23,2022-02-13T01:34:16Z,1300000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M16.00S,2022-02-13T01:33:58.7Z,1,REGULAR,substitution,in,[],200768,,,1610612751,24,23,2022-02-13T01:34:16Z,1310000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M16.00S,2022-02-13T01:34:14.1Z,1,REGULAR,freethrow,1 of 1,[],201949,,,1610612751,24,23,2022-02-13T01:34:18Z,1320000,,,0,,MISS J. Johnson Free Throw 1 of 1,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,Missed,,,,,,,,,,,,,
133,PT01M13.00S,2022-02-13T01:34:17.1Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,24,23,2022-02-13T01:34:18Z,1330000,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,132.0,1.0,0.0,1.0,,,,,,,,,
134,PT01M10.00S,2022-02-13T01:34:18.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,71.04139290407359,21.07843137254902,1610612751,24,23,2022-02-13T01:34:27Z,1340000,-145.0,220.0,1,right,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,26.3,Missed,,,,,,,,,,,,,
135,PT01M09.00S,2022-02-13T01:34:25.2Z,1,REGULAR,rebound,offensive,[],1630561,,,1610612751,24,23,2022-02-13T01:34:25Z,1350000,,,0,,D. Duke Jr. REBOUND (Off:1 Def:0),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,134.0,1.0,0.0,1.0,,,,,,,,,
136,PT01M09.00S,2022-02-13T01:34:28.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,24,23,2022-02-13T01:34:28Z,1360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2022-02-13T01:34:41.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,71.82982917214193,18.872549019607842,1610612751,24,23,2022-02-13T01:34:47Z,1370000,-156.0,212.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,26.32,Missed,,,,,,,,,,,,,
138,PT01M01.00S,2022-02-13T01:34:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,23,2022-02-13T01:34:47Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,
139,PT01M01.00S,2022-02-13T01:34:50.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612751,24,23,2022-02-13T01:36:47Z,1390000,,,0,,D. Dedmon loose ball personal FOUL (1 PF) (Sharpe 2 FT),"[203473, 1630549]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,1626302.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
141,PT01M01.00S,2022-02-13T01:35:13.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,24,23,2022-02-13T01:35:13Z,1410000,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,Missed,,,,,,,,,,,,,
142,PT01M01.00S,2022-02-13T01:35:13.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,24,23,2022-02-13T01:35:13Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,
143,PT01M01.00S,2022-02-13T01:35:13.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,24,23,2022-02-13T01:35:30Z,1430000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,Missed,,,,,,,,,,,,,
144,PT00M59.10S,2022-02-13T01:35:15.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,23,2022-02-13T01:35:30Z,1440000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,
145,PT00M42.40S,2022-02-13T01:35:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.652431011826544,53.92156862745098,1610612748,26,23,2022-02-13T01:36:00Z,1450000,-20.0,10.0,1,left,T. Herro reverse Layup (6 PTS),[1629639],1610612748.0,MIA,reverse,,,Herro,T. Herro,,,,,,,,,,2.2,Made,,,,,6.0,,,,,,,,
146,PT00M31.30S,2022-02-13T01:35:57.9Z,1,REGULAR,3pt,Jump Shot,[],201949,65.91655716162943,58.57843137254902,1610612751,26,26,2022-02-13T01:36:06Z,1460000,43.0,268.0,1,right,J. Johnson 27' 3PT pullup (7 PTS),[201949],1610612751.0,BKN,pullup,,,Johnson,J. Johnson,,,,,,,,,,27.13,Made,,,,,7.0,,,,,,,,
147,PT00M25.30S,2022-02-13T01:36:06.6Z,1,REGULAR,3pt,Jump Shot,[],1629639,34.510512483574246,47.794117647058826,1610612748,26,26,2022-02-13T01:38:37Z,1470000,11.0,272.0,1,left,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,27.21,Missed,,,,,,,,,,,,,
148,PT00M22.90S,2022-02-13T01:36:09.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,26,26,2022-02-13T01:36:09Z,1480000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,
149,PT00M09.30S,2022-02-13T01:36:29.2Z,1,REGULAR,foul,offensive,['inpenalty'],1630549,,,1610612751,26,26,2022-02-13T01:36:41Z,1490000,,,0,,D. Sharpe off-the-ball offensive FOUL (2 PF),"[1630549, 200768]",1610612751.0,BKN,off-the-ball,,,Sharpe,D. Sharpe,,,,,101284.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
151,PT00M09.30S,2022-02-13T01:36:29.2Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,26,26,2022-02-13T01:36:29Z,1510000,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,101284.0,,,,,,,,,,,,,,,1.0,,,,
152,PT00M02.00S,2022-02-13T01:36:49.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,7.835085413929041,3.6764705882352944,1610612748,26,26,2022-02-13T01:37:19Z,1520000,232.0,21.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,23.26,Missed,,,,,,,,,,,,,
153,PT00M01.00S,2022-02-13T01:36:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,26,26,2022-02-13T01:37:19Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,
154,PT00M00.00S,2022-02-13T01:37:18.2Z,1,REGULAR,period,end,[],0,,,1610612748,26,26,2022-02-13T01:37:18Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-13T01:39:29.9Z,2,REGULAR,period,start,[],0,,,1610612751,26,26,2022-02-13T01:39:29Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2022-02-13T01:39:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,90.22667542706965,50.49019607843137,1610612751,26,28,2022-02-13T01:39:58Z,1560000,2.0,39.0,1,right,C. Thomas driving floating Jump Shot (2 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,,,,,,3.95,Made,,,,,2.0,D. Sharpe,1630549.0,1.0,,,,,
158,PT11M26.00S,2022-02-13T01:40:02.3Z,2,REGULAR,3pt,Jump Shot,[],203473,31.882391590013142,64.70588235294117,1610612748,29,28,2022-02-13T01:40:08Z,1580000,-74.0,247.0,1,left,D. Dedmon 25' 3PT  (5 PTS) (T. Herro 1 AST),"[203473, 1629639]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,25.79,Made,,,,,5.0,T. Herro,1629639.0,1.0,,,,,
160,PT11M08.00S,2022-02-13T01:40:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,82.34231274638634,49.754901960784316,1610612751,29,30,2022-02-13T01:40:27Z,1600000,-1.0,113.0,1,right,C. Thomas 11' driving floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,,,,,,11.35,Made,,,,,4.0,,,,,,,,
161,PT10M58.00S,2022-02-13T01:40:40.1Z,2,REGULAR,foul,personal,[],1630561,,,1610612748,29,30,2022-02-13T01:40:53Z,1610000,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 1629639]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,101284.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
163,PT10M51.00S,2022-02-13T01:40:58.6Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,29,30,2022-02-13T01:41:03Z,1630000,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1630560]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,2.0,Thomas,1630560.0,,
164,PT10M51.00S,2022-02-13T01:40:58.6Z,2,REGULAR,steal,,[],1630560,,,1610612751,29,30,2022-02-13T01:41:00Z,1640000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M46.00S,2022-02-13T01:41:03.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630560,80.3712220762155,48.77450980392157,1610612751,29,32,2022-02-13T01:41:11Z,1650000,-6.0,132.0,1,right,C. Thomas 13' running pullup Jump Shot (6 PTS),[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,,,,,,13.21,Made,,,,,6.0,,,,,,,,
166,PT10M34.00S,2022-02-13T01:41:26.3Z,2,REGULAR,foul,personal,[],1630561,,,1610612748,29,32,2022-02-13T01:45:32Z,1660000,,,0,,D. Duke Jr. personal FOUL (2 PF),"[1630561, 203473]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,101284.0,2.0,0.0,Dedmon,203473.0,,,,,,,,,,,,,,,
168,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,out,[],203473,,,1610612748,29,32,2022-02-13T01:41:50Z,1680000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,out,[],1630561,,,1610612748,29,32,2022-02-13T01:41:50Z,1690000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,out,[],1630549,,,1610612748,29,32,2022-02-13T01:41:50Z,1700000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,29,32,2022-02-13T01:41:50Z,1710000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,in,[],1628971,,,1610612748,29,32,2022-02-13T01:41:50Z,1720000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M34.00S,2022-02-13T01:41:34.3Z,2,REGULAR,substitution,in,[],201933,,,1610612748,29,32,2022-02-13T01:41:50Z,1730000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M28.00S,2022-02-13T01:41:54.5Z,2,REGULAR,2pt,Jump Shot,[],1629216,4.5499342969776615,28.186274509803923,1610612748,31,32,2022-02-13T01:42:00Z,1740000,109.0,-10.0,1,left,G. Vincent 10' Jump Shot (2 PTS) (M. Strus 1 AST),"[1629216, 1629622]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,10.95,Made,,,,,2.0,M. Strus,1629622.0,1.0,,,,,
176,PT10M09.00S,2022-02-13T01:42:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.9060446780552,46.568627450980394,1610612751,31,34,2022-02-13T01:44:02Z,1760000,-17.0,5.0,1,right,B. Brown driving reverse Layup (5 PTS) (J. Johnson 1 AST),"[1628971, 201949]",1610612751.0,BKN,driving reverse,,,Brown,B. Brown,,,,,,,,,,1.79,Made,,,,,5.0,J. Johnson,201949.0,1.0,,,,,
178,PT09M56.00S,2022-02-13T01:42:26.4Z,2,REGULAR,2pt,Jump Shot,[],1629216,6.389618922470433,70.34313725490196,1610612748,33,34,2022-02-13T01:44:21Z,1780000,-102.0,8.0,1,left,G. Vincent 10' turnaround fadeaway Jump Shot (4 PTS),[1629216],1610612748.0,MIA,turnaround fadeaway,,,Vincent,G. Vincent,,,,,,,,,,10.2,Made,,,,,4.0,,,,,,,,
