actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
540,PT09M10.00S,2022-01-29T03:01:49.0Z,4,REGULAR,turnover,bad pass,[],202339,,,1610612746,100,86,2022-01-29T03:01:54Z,5380000,,,0,,E. Bledsoe bad pass TURNOVER (2 TO),"[202339, 1628389]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,2.0,,,,,,,,,,,,,Adebayo,1628389.0
541,PT09M10.00S,2022-01-29T03:01:49.0Z,4,REGULAR,steal,,[],1628389,,,1610612748,100,86,2022-01-29T03:01:51Z,5390000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M06.00S,2022-01-29T03:01:55.2Z,4,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,100,86,2022-01-29T03:02:02Z,5400000,,,0,,M. Strus lost ball out-of-bounds TURNOVER (2 TO),[1629622],1610612748.0,MIA,lost ball,,,Strus,M. Strus,,,,,2714.0,,,,,2.0,,,,,,,,,,,,,,
543,PT08M44.00S,2022-01-29T03:02:25.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202339,79.05716162943496,57.59803921568627,1610612746,100,86,2022-01-29T03:02:30Z,5410000,38.0,144.0,1,right,MISS E. Bledsoe 14' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,,,14.93,Missed,,,,,,,,,,,,
544,PT08M40.00S,2022-01-29T03:02:29.4Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,100,86,2022-01-29T03:02:30Z,5420000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,543.0,3.0,3.0,0.0,,,,,,,,
545,PT08M35.00S,2022-01-29T03:02:35.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,100,86,2022-01-29T03:02:35Z,5430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M32.00S,2022-01-29T03:02:52.1Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,100,86,2022-01-29T03:02:58Z,5440000,,,0,,G. Vincent bad pass TURNOVER (3 TO),"[1629216, 1630527]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,3.0,,,,,,,,,,,,,Boston Jr.,1630527.0
547,PT08M32.00S,2022-01-29T03:02:52.1Z,4,REGULAR,steal,,[],1630527,,,1610612746,100,86,2022-01-29T03:02:54Z,5450000,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M25.00S,2022-01-29T03:02:58.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630527,93.38042049934296,53.18627450980392,1610612746,100,86,2022-01-29T03:03:04Z,5460000,16.0,10.0,1,right,MISS B. Boston Jr. driving Layup - blocked,"[1630527, 1629639]",1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,1.86,Missed,,,,,,,,,Herro,1629639.0,,
555,PT08M25.00S,2022-01-29T03:02:58.1Z,4,REGULAR,block,,[],1629639,,,1610612746,100,86,2022-01-29T03:03:49Z,5465000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M22.00S,2022-01-29T03:03:01.1Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,100,86,2022-01-29T03:03:04Z,5470000,,,0,,C. Martin REBOUND (Off:3 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,548.0,7.0,4.0,3.0,,,,,,,,
550,PT08M19.00S,2022-01-29T03:03:09.2Z,4,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612748,100,86,2022-01-29T03:03:19Z,5480000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1626159, 1628389]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,2714.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
552,PT08M19.00S,2022-01-29T03:03:36.8Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,101,86,2022-01-29T03:03:36Z,5500000,,,0,,B. Adebayo Free Throw 1 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,,,,,14.0,,,,,,,
553,PT08M19.00S,2022-01-29T03:03:39.2Z,4,REGULAR,substitution,out,[],1629622,,,1610612748,101,86,2022-01-29T03:03:42Z,5510000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M19.00S,2022-01-29T03:03:39.2Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,101,86,2022-01-29T03:03:42Z,5520000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M19.00S,2022-01-29T03:04:00.6Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,102,86,2022-01-29T03:04:00Z,5530000,,,0,,B. Adebayo Free Throw 2 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,,,,,15.0,,,,,,,
557,PT08M07.00S,2022-01-29T03:04:14.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202339,92.46057818659659,45.09803921568628,1610612746,102,88,2022-01-29T03:04:18Z,5540000,-25.0,18.0,1,right,E. Bledsoe driving Layup (16 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,3.06,Made,,,,,16.0,,,,,,,
558,PT07M56.00S,2022-01-29T03:04:26.9Z,4,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,102,88,2022-01-29T03:04:35Z,5550000,,,0,,C. Martin lost ball out-of-bounds TURNOVER (2 TO),[1628997],1610612748.0,MIA,lost ball,,,Martin,C. Martin,,,,,202026.0,,,,,2.0,,,,,,,,,,,,,,
559,PT07M45.00S,2022-01-29T03:04:42.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,71.17279894875165,19.11764705882353,1610612746,102,91,2022-01-29T03:04:49Z,5560000,-154.0,218.0,1,right,L. Kennard 26' 3PT  (10 PTS) (E. Bledsoe 4 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,26.75,Made,,,,,10.0,E. Bledsoe,202339.0,4.0,,,,
561,PT07M41.00S,2022-01-29T03:04:52.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,102,91,2022-01-29T03:04:52Z,5580000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M41.00S,2022-01-29T03:05:03.8Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,102,91,2022-01-29T03:07:13Z,5590000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M41.00S,2022-01-29T03:05:03.8Z,4,REGULAR,substitution,in,[],200782,,,1610612748,102,91,2022-01-29T03:07:13Z,5600000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M22.00S,2022-01-29T03:08:08.2Z,4,REGULAR,foul,personal,[],1628379,,,1610612748,102,91,2022-01-29T03:08:15Z,5610000,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 200782]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,202901.0,1.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,
566,PT07M22.00S,2022-01-29T03:08:15.9Z,4,REGULAR,substitution,out,[],1629216,,,1610612748,102,91,2022-01-29T03:08:18Z,5630000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M22.00S,2022-01-29T03:08:15.9Z,4,REGULAR,substitution,in,[],202710,,,1610612748,102,91,2022-01-29T03:08:18Z,5640000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M17.00S,2022-01-29T03:08:31.8Z,4,REGULAR,3pt,Jump Shot,[],1629130,25.18068331143233,84.31372549019608,1610612748,102,91,2022-01-29T03:08:36Z,5650000,-172.0,184.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,25.17,Missed,,,,,,,,,,,,
569,PT07M15.00S,2022-01-29T03:08:33.8Z,4,REGULAR,rebound,defensive,[],1630206,,,1610612746,102,91,2022-01-29T03:08:36Z,5660000,,,0,,J. Scrubb REBOUND (Off:0 Def:1),[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,568.0,1.0,1.0,0.0,,,,,,,,
570,PT07M09.00S,2022-01-29T03:08:40.0Z,4,REGULAR,2pt,Jump Shot,[],1630206,74.85216819973719,27.450980392156865,1610612746,102,91,2022-01-29T03:08:49Z,5670000,-113.0,184.0,1,right,MISS J. Scrubb 21' pullup Shot,[1630206],1610612746.0,LAC,pullup,,,Scrubb,J. Scrubb,,,,,,,,,,,21.57,Missed,,,,,,,,,,,,
571,PT07M03.00S,2022-01-29T03:08:46.0Z,4,REGULAR,rebound,offensive,[],1626159,,,1610612746,102,91,2022-01-29T03:12:22Z,5680000,,,0,,J. Winslow REBOUND (Off:2 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,570.0,6.0,4.0,2.0,,,,,,,,
592,PT07M03.00S,2022-01-29T03:08:50.3Z,4,REGULAR,turnover,bad pass,[],1626159,,,1610612746,102,91,2022-01-29T03:13:20Z,5685000,,,0,,J. Winslow bad pass TURNOVER (1 TO),"[1626159, 200782]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,1.0,,,,,,,,,,,,,Tucker,200782.0
593,PT07M03.00S,2022-01-29T03:08:50.3Z,4,REGULAR,steal,,[],200782,,,1610612748,102,91,2022-01-29T03:12:41Z,5687500,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M48.00S,2022-01-29T03:09:00.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202710,7.30946123521682,2.450980392156863,1610612748,102,91,2022-01-29T03:12:41Z,5690000,238.0,16.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,23.83,Missed,,,,,,,,,,,,
573,PT06M45.00S,2022-01-29T03:09:03.7Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,102,91,2022-01-29T03:09:06Z,5700000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,572.0,4.0,4.0,0.0,,,,,,,,
574,PT06M43.00S,2022-01-29T03:09:12.8Z,4,REGULAR,foul,personal,['2freethrow'],200782,,,1610612746,102,91,2022-01-29T03:09:35Z,5710000,,,0,,P. Tucker shooting personal FOUL (5 PF) (Bledsoe 2 FT),"[200782, 202339]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,202901.0,5.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,
576,PT06M43.00S,2022-01-29T03:09:42.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202339,,,1610612746,102,92,2022-01-29T03:10:02Z,5730000,,,0,,E. Bledsoe Free Throw 1 of 2 (17 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Made,,,,,17.0,,,,,,,
577,PT06M43.00S,2022-01-29T03:09:42.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202339,,,1610612746,102,92,2022-01-29T03:10:02Z,5740000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Missed,,,,,,,,,,,,
578,PT06M40.00S,2022-01-29T03:09:45.3Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,102,92,2022-01-29T03:10:02Z,5750000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,577.0,4.0,4.0,0.0,,,,,,,,
579,PT06M23.00S,2022-01-29T03:10:16.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,7.046649145860711,41.17647058823529,1610612748,102,92,2022-01-29T03:10:21Z,5760000,44.0,14.0,1,left,MISS J. Butler pullup bank Shot,[202710],1610612748.0,MIA,pullup bank,,,Butler,J. Butler,,,,,,,,,,,4.62,Missed,,,,,,,,,,,,
580,PT06M19.00S,2022-01-29T03:10:20.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,102,92,2022-01-29T03:10:21Z,5770000,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,579.0,11.0,9.0,2.0,,,,,,,,
581,PT06M18.00S,2022-01-29T03:10:20.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.995400788436268,52.94117647058824,1610612748,104,92,2022-01-29T03:10:25Z,5780000,-15.0,4.0,1,left,B. Adebayo putback Layup (17 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,,,,,1.52,Made,,,,,17.0,,,,,,,
582,PT06M11.00S,2022-01-29T03:10:27.5Z,4,REGULAR,3pt,Jump Shot,[],1628379,78.79434954007884,91.66666666666666,1610612746,104,95,2022-01-29T03:10:35Z,5790000,208.0,147.0,1,right,L. Kennard 25' 3PT bank (13 PTS) (E. Bledsoe 5 AST),"[1628379, 202339]",1610612746.0,LAC,bank,,,Kennard,L. Kennard,,,,,,,,,,,25.48,Made,,,,,13.0,E. Bledsoe,202339.0,5.0,,,,
584,PT06M00.00S,2022-01-29T03:10:44.7Z,4,REGULAR,foul,personal,[],1630527,,,1610612748,104,95,2022-01-29T03:10:52Z,5810000,,,0,,B. Boston Jr. personal FOUL (1 PF),"[1630527, 200782]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,2714.0,1.0,0.0,Tucker,200782.0,,,,,,,,,,,,,,,
586,PT05M53.00S,2022-01-29T03:11:04.9Z,4,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,104,95,2022-01-29T03:11:15Z,5830000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (3 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,202901.0,,,,,3.0,,,,,,,,,,,,,,
587,PT05M41.00S,2022-01-29T03:11:19.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202339,93.38042049934296,56.86274509803921,1610612746,104,95,2022-01-29T03:11:25Z,5840000,34.0,10.0,1,right,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,3.56,Missed,,,,,,,,,,,,
588,PT05M39.00S,2022-01-29T03:11:21.9Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,104,95,2022-01-29T03:11:25Z,5850000,,,0,,B. Adebayo REBOUND (Off:2 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,587.0,12.0,10.0,2.0,,,,,,,,
589,PT05M31.00S,2022-01-29T03:11:33.0Z,4,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612748,104,95,2022-01-29T03:11:42Z,5860000,,,0,,B. Boston Jr. shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630527, 1628389]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,2714.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
591,PT05M31.00S,2022-01-29T03:12:09.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,104,95,2022-01-29T03:12:09Z,5880000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M31.00S,2022-01-29T03:14:19.6Z,4,REGULAR,substitution,out,[],1630206,,,1610612748,104,95,2022-01-29T03:14:52Z,5890000,,,0,,SUB out: J. Scrubb,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M31.00S,2022-01-29T03:14:19.6Z,4,REGULAR,substitution,out,[],1630527,,,1610612748,104,95,2022-01-29T03:14:52Z,5900000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M31.00S,2022-01-29T03:14:19.6Z,4,REGULAR,substitution,in,[],1629611,,,1610612748,104,95,2022-01-29T03:14:52Z,5910000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M31.00S,2022-01-29T03:14:19.6Z,4,REGULAR,substitution,in,[],1629599,,,1610612748,104,95,2022-01-29T03:14:52Z,5920000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M31.00S,2022-01-29T03:15:09.8Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,105,95,2022-01-29T03:15:09Z,5930000,,,0,,B. Adebayo Free Throw 1 of 2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Made,,,,,18.0,,,,,,,
599,PT05M31.00S,2022-01-29T03:15:09.8Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,105,95,2022-01-29T03:15:32Z,5940000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,Missed,,,,,,,,,,,,
600,PT05M29.00S,2022-01-29T03:15:11.8Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,105,95,2022-01-29T03:15:32Z,5950000,,,0,,L. Kennard REBOUND (Off:0 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,599.0,5.0,5.0,0.0,,,,,,,,
601,PT05M11.00S,2022-01-29T03:15:48.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,93.51182654402102,45.588235294117645,1610612746,105,97,2022-01-29T03:15:53Z,5960000,-22.0,8.0,1,right,L. Kennard driving Layup (15 PTS) (E. Bledsoe 6 AST),"[1628379, 202339]",1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,,,,,,,2.37,Made,,,,,15.0,E. Bledsoe,202339.0,6.0,,,,
603,PT04M48.00S,2022-01-29T03:16:11.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.521024967148489,47.549019607843135,1610612748,107,97,2022-01-29T03:16:16Z,5980000,12.0,9.0,1,left,B. Adebayo DUNK (20 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,1.51,Made,,,,,20.0,T. Herro,1629639.0,3.0,,,,
605,PT04M26.00S,2022-01-29T03:16:32.4Z,4,REGULAR,3pt,Jump Shot,[],1628379,74.58935611038108,12.990196078431374,1610612746,107,97,2022-01-29T03:16:38Z,6000000,-185.0,186.0,1,right,MISS L. Kennard 26' step back 3PT,[1628379],1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,,,,,,,26.26,Missed,,,,,,,,,,,,
606,PT04M22.00S,2022-01-29T03:16:36.4Z,4,REGULAR,rebound,offensive,[],1626159,,,1610612746,107,97,2022-01-29T03:16:38Z,6010000,,,0,,J. Winslow REBOUND (Off:3 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,605.0,7.0,4.0,3.0,,,,,,,,
607,PT04M21.00S,2022-01-29T03:16:38.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,74.72076215505913,84.80392156862744,1610612746,107,100,2022-01-29T03:16:43Z,6020000,174.0,185.0,1,right,L. Kennard 25' 3PT  (18 PTS) (J. Winslow 3 AST),"[1628379, 1626159]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,25.4,Made,,,,,18.0,J. Winslow,1626159.0,3.0,,,,
609,PT04M07.00S,2022-01-29T03:16:57.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612748,107,100,2022-01-29T03:17:04Z,6040000,,,0,,T. Mann shooting personal FOUL (4 PF) (Butler 2 FT),"[1629611, 202710]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,202026.0,4.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
611,PT04M07.00S,2022-01-29T03:17:28.8Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,108,100,2022-01-29T03:17:28Z,6060000,,,0,,J. Butler Free Throw 1 of 2 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,21.0,,,,,,,
612,PT04M07.00S,2022-01-29T03:17:31.3Z,4,REGULAR,substitution,out,[],1629130,,,1610612748,108,100,2022-01-29T03:17:37Z,6070000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M07.00S,2022-01-29T03:17:31.3Z,4,REGULAR,substitution,in,[],1629216,,,1610612748,108,100,2022-01-29T03:17:37Z,6080000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M07.00S,2022-01-29T03:17:56.7Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,109,100,2022-01-29T03:17:56Z,6090000,,,0,,J. Butler Free Throw 2 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,22.0,,,,,,,
615,PT03M48.00S,2022-01-29T03:18:22.3Z,4,REGULAR,foul,offensive,['inpenalty'],202339,,,1610612746,109,100,2022-01-29T03:18:42Z,6100000,,,0,,E. Bledsoe charge offensive FOUL (1 PF),"[202339, 1629216]",1610612746.0,LAC,charge,,,Bledsoe,E. Bledsoe,,,,,202026.0,1.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
617,PT03M48.00S,2022-01-29T03:18:22.3Z,4,REGULAR,turnover,offensive foul,[],202339,,,1610612746,109,100,2022-01-29T03:18:42Z,6120000,,,0,,E. Bledsoe offensive foul TURNOVER (3 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,202026.0,,,,,3.0,,,,,,,,,,,,,,
618,PT03M48.00S,2022-01-29T03:18:37.6Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612748,109,100,2022-01-29T03:18:37Z,6130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M27.00S,2022-01-29T03:19:02.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,18.347568988173457,28.676470588235293,1610612748,109,100,2022-01-29T03:19:07Z,6140000,107.0,120.0,1,left,MISS J. Butler 16' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,,,,16.05,Missed,,,,,,,,,,,,
620,PT03M23.00S,2022-01-29T03:19:06.1Z,4,REGULAR,rebound,offensive,[],1629216,,,1610612748,109,100,2022-01-29T03:19:07Z,6150000,,,0,,G. Vincent REBOUND (Off:1 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,619.0,3.0,2.0,1.0,,,,,,,,
621,PT03M14.00S,2022-01-29T03:19:14.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,6.652431011826544,55.88235294117647,1610612748,109,100,2022-01-29T03:19:19Z,6160000,-29.0,10.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,,3.11,Missed,,,,,,,,,,,,
622,PT03M12.00S,2022-01-29T03:19:16.5Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,109,100,2022-01-29T03:19:19Z,6170000,,,0,,J. Winslow REBOUND (Off:3 Def:5),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,621.0,8.0,5.0,3.0,,,,,,,,
623,PT03M11.00S,2022-01-29T03:19:19.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,93.24901445466492,45.83333333333333,1610612746,109,102,2022-01-29T03:19:27Z,6180000,-21.0,11.0,1,right,A. Coffey running Layup (12 PTS) (J. Winslow 4 AST),"[1629599, 1626159]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,,,,,,,2.35,Made,,,,,12.0,J. Winslow,1626159.0,4.0,,,,
625,PT03M11.00S,2022-01-29T03:19:24.0Z,4,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612746,109,102,2022-01-29T03:19:46Z,6200000,,,0,,T. Herro shooting personal FOUL (3 PF) (Coffey 1 FT),"[1629639, 1629599]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,202901.0,3.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,
627,PT03M11.00S,2022-01-29T03:19:51.6Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629599,,,1610612746,109,102,2022-01-29T03:19:51Z,6220000,,,0,,MISS A. Coffey Free Throw 1 of 1,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,Missed,,,,,,,,,,,,
628,PT03M11.00S,2022-01-29T03:19:53.0Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,109,102,2022-01-29T03:19:53Z,6230000,,,0,,P. Tucker REBOUND (Off:0 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,627.0,5.0,5.0,0.0,,,,,,,,
629,PT03M11.00S,2022-01-29T03:19:57.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,109,102,2022-01-29T03:19:57Z,6240000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
