actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
93,PT04M29.00S,2022-03-10T01:00:09.7Z,1,REGULAR,substitution,out,[],203109,,,1610612756,25,17,2022-03-10T01:00:14Z,930000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2022-03-10T01:00:09.7Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,25,17,2022-03-10T01:00:14Z,940000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M29.00S,2022-03-10T01:00:31.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628969,,,1610612756,25,18,2022-03-10T01:00:31Z,950000,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
96,PT04M13.00S,2022-03-10T01:00:51.4Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,25,18,2022-03-10T01:00:59Z,960000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (1 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,1.0,,,,,,,,,2005.0,,,,,,,,,,
97,PT04M13.00S,2022-03-10T01:00:56.7Z,1,REGULAR,substitution,out,[],1628389,,,1610612756,25,18,2022-03-10T01:01:02Z,970000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2022-03-10T01:00:56.7Z,1,REGULAR,substitution,in,[],203473,,,1610612756,25,18,2022-03-10T01:01:02Z,980000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M55.00S,2022-03-10T01:01:25.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,25.443495400788436,86.27450980392157,1610612756,25,21,2022-03-10T01:01:38Z,990000,-181.0,187.0,1,left,A. Holiday 26' 3PT step back (3 PTS),[1628988],1610612756.0,PHX,step back,,,Holiday,A. Holiday,,,,,,,,26.03,Made,,,,,,3.0,,,,,,,,,
100,PT03M36.00S,2022-03-10T01:01:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629639,74.45795006570303,13.970588235294118,1610612748,25,21,2022-03-10T01:01:59Z,1000000,-180.0,188.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,
101,PT03M32.00S,2022-03-10T01:01:48.7Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,25,21,2022-03-10T01:01:59Z,1010000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,100.0,4.0,3.0,1.0,,,,,,,,,,,
102,PT03M24.00S,2022-03-10T01:01:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629013,28.86005256241787,80.63725490196079,1610612756,25,21,2022-03-10T01:02:04Z,1020000,-153.0,219.0,1,left,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,26.71,Missed,,,,,,,,,,,,,,,
103,PT03M24.00S,2022-03-10T01:01:57.3Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,25,21,2022-03-10T01:02:04Z,1030000,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,
104,PT03M18.00S,2022-03-10T01:02:03.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,5.863994743758213,31.372549019607842,1610612756,25,21,2022-03-10T01:04:23Z,1040000,93.0,3.0,1,left,MISS D. Booker 9' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,,9.31,Missed,,,,,,,,,,,,,,,
105,PT03M18.00S,2022-03-10T01:02:03.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,25,21,2022-03-10T01:02:13Z,1050000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,104.0,2.0,1.0,1.0,,,,,,,,,,,
106,PT03M17.00S,2022-03-10T01:02:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,9.149145860709593,40.931372549019606,1610612756,25,23,2022-03-10T01:04:38Z,1060000,45.0,34.0,1,left,D. Ayton putback Layup (9 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,,,,5.63,Made,,,,,,9.0,,,,,,,,,
107,PT03M17.00S,2022-03-10T01:02:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,25,23,2022-03-10T01:02:12Z,1070000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2022-03-10T01:03:01.4Z,1,REGULAR,substitution,out,[],200782,,,1610612748,25,23,2022-03-10T01:05:06Z,1080000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M17.00S,2022-03-10T01:03:01.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612748,25,23,2022-03-10T01:05:06Z,1090000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M17.00S,2022-03-10T01:03:01.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,25,23,2022-03-10T01:05:06Z,1100000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M17.00S,2022-03-10T01:03:01.4Z,1,REGULAR,substitution,in,[],201580,,,1610612748,25,23,2022-03-10T01:05:06Z,1110000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M52.00S,2022-03-10T01:05:54.5Z,1,REGULAR,2pt,Jump Shot,[],1628997,91.93495400788436,20.833333333333336,1610612748,25,23,2022-03-10T01:06:42Z,1120000,-146.0,23.0,1,right,MISS C. Martin 14' fadeaway Shot,[1628997],1610612748.0,MIA,fadeaway,,,Martin,C. Martin,,,,,,,,14.77,Missed,,,,,,,,,,,,,,,
113,PT02M46.00S,2022-03-10T01:06:00.5Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,25,23,2022-03-10T01:06:42Z,1130000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,
114,PT02M40.00S,2022-03-10T01:06:06.5Z,1,REGULAR,2pt,Jump Shot,[],1628969,21.895532194480946,41.911764705882355,1610612756,25,25,2022-03-10T01:06:29Z,1140000,40.0,153.0,1,left,M. Bridges 15' pullup Jump Shot (6 PTS) (D. Booker 3 AST),"[1628969, 1626164]",1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,,,15.85,Made,,,,,,6.0,D. Booker,1626164.0,3.0,,,,,,
115,PT02M23.00S,2022-03-10T01:06:22.6Z,1,REGULAR,2pt,Jump Shot,[],1629216,79.188567674113,25.49019607843137,1610612748,25,25,2022-03-10T01:06:39Z,1150000,-123.0,143.0,1,right,MISS G. Vincent 18' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,18.84,Missed,,,,,,,,,,,,,,,
116,PT02M23.00S,2022-03-10T01:06:22.6Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,25,25,2022-03-10T01:06:39Z,1160000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,115.0,5.0,4.0,1.0,,,,,,,,,,,
118,PT02M11.00S,2022-03-10T01:06:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.915243101182654,51.9607843137255,1610612756,25,27,2022-03-10T01:06:49Z,1170000,-10.0,13.0,1,left,J. McGee driving reverse Layup (2 PTS) (D. Booker 4 AST),"[201580, 1626164]",1610612756.0,PHX,driving reverse,,,McGee,J. McGee,,,,,,,,1.59,Made,,,,,,2.0,D. Booker,1626164.0,4.0,,,,,,
120,PT02M00.00S,2022-03-10T01:06:45.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,94.1688567674113,70.58823529411765,1610612748,27,27,2022-03-10T01:07:01Z,1190000,103.0,2.0,1,right,T. Herro 10' driving floating Jump Shot (2 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,,10.29,Made,,,,,,2.0,,,,,,,,,
121,PT01M36.00S,2022-03-10T01:07:10.8Z,1,REGULAR,turnover,lost ball,[],201580,,,1610612756,27,27,2022-03-10T01:07:25Z,1200000,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 1629639]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.0,Herro,1629639.0,,,,,,,,,,,,,,,,,
122,PT01M36.00S,2022-03-10T01:07:10.8Z,1,REGULAR,steal,,[],1629639,,,1610612748,27,27,2022-03-10T01:12:25Z,1210000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M30.00S,2022-03-10T01:07:16.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628997,87.20433639947439,48.77450980392157,1610612748,27,27,2022-03-10T01:07:30Z,1220000,-6.0,68.0,1,right,MISS C. Martin 6' floating Shot,[1628997],1610612748.0,MIA,floating,,,Martin,C. Martin,,,,,,,,6.81,Missed,,,,,,,,,,,,,,,
124,PT01M28.00S,2022-03-10T01:07:18.7Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,27,27,2022-03-10T01:10:38Z,1230000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,
125,PT01M24.00S,2022-03-10T01:07:22.3Z,1,REGULAR,turnover,bad pass,[],201580,,,1610612756,27,27,2022-03-10T01:07:37Z,1240000,,,0,,J. McGee bad pass TURNOVER (2 TO),"[201580, 1629216]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,2.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
126,PT01M24.00S,2022-03-10T01:07:22.3Z,1,REGULAR,steal,,[],1629216,,,1610612748,27,27,2022-03-10T01:07:37Z,1250000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M24.00S,2022-03-10T01:07:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,68.67608409986859,69.36274509803921,1610612748,27,27,2022-03-10T01:07:51Z,1260000,97.0,242.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,
128,PT01M24.00S,2022-03-10T01:07:25.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,27,27,2022-03-10T01:12:37Z,1270000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,
137,PT01M24.00S,2022-03-10T01:07:37.3Z,1,REGULAR,foul,personal,[],1629216,,,1610612756,27,27,2022-03-10T01:08:44Z,1275000,,,0,,G. Vincent loose ball personal FOUL (2 PF),"[1629216, 201580]",1610612748.0,MIA,loose ball,,,Vincent,G. Vincent,,,,,,,,,,,,,,2534.0,,,,,2.0,0.0,McGee,201580.0,,
129,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,out,[],1629216,,,1610612756,27,27,2022-03-10T01:08:08Z,1280000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,out,[],1629130,,,1610612756,27,27,2022-03-10T01:08:08Z,1290000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,27,27,2022-03-10T01:08:08Z,1300000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,in,[],200768,,,1610612756,27,27,2022-03-10T01:08:08Z,1310000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,in,[],203506,,,1610612756,27,27,2022-03-10T01:08:08Z,1320000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M24.00S,2022-03-10T01:07:48.7Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,27,27,2022-03-10T01:08:08Z,1330000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M00.00S,2022-03-10T01:08:27.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,27,27,2022-03-10T01:08:27Z,1340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M59.60S,2022-03-10T01:08:29.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612756,27,27,2022-03-10T01:09:23Z,1350000,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,,
140,PT00M44.90S,2022-03-10T01:08:52.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203473,67.7562417871222,29.901960784313726,1610612748,27,27,2022-03-10T01:09:29Z,1360000,-100.0,251.0,1,right,MISS D. Dedmon 27' pullup 3PT,[203473],1610612748.0,MIA,pullup,,,Dedmon,D. Dedmon,,,,,,,,27.0,Missed,,,,,,,,,,,,,,,
141,PT00M40.60S,2022-03-10T01:08:56.7Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612756,27,27,2022-03-10T01:08:56Z,1370000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,
142,PT00M30.30S,2022-03-10T01:09:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,16.63929040735874,57.59803921568627,1610612756,27,29,2022-03-10T01:09:16Z,1380000,-38.0,104.0,1,left,A. Holiday 11' turnaround fadeaway Jump Shot (5 PTS),[1628988],1610612756.0,PHX,turnaround fadeaway,,,Holiday,A. Holiday,,,,,,,,11.06,Made,,,,,,5.0,,,,,,,,,
143,PT00M06.20S,2022-03-10T01:10:01.6Z,1,REGULAR,jumpball,recovered,[],201580,,,1610612748,27,29,2022-03-10T01:10:01Z,1390000,,,0,,Jump Ball D. Booker vs. T. Herro: Tip to J. McGee,"[201580, 1626164, 1629639]",1610612756.0,PHX,heldball,J. McGee,201580.0,McGee,J. McGee,Booker,1626164.0,Herro,1629639.0,,,,,,,,,,,,,,,,,,,,
146,PT00M06.20S,2022-03-10T01:10:01.6Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,27,29,2022-03-10T01:10:01Z,1420000,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 1626164]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,1.0,Booker,1626164.0,,,,,,,,,,,,,,,,,
147,PT00M06.20S,2022-03-10T01:10:01.6Z,1,REGULAR,steal,,[],1626164,,,1610612756,27,29,2022-03-10T01:10:01Z,1430000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M00.70S,2022-03-10T01:10:08.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,28.991458607095925,79.16666666666666,1610612756,27,29,2022-03-10T01:10:29Z,1440000,-146.0,220.0,1,left,MISS A. Holiday 26' 3PT,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,26.39,Missed,,,,,,,,,,,,,,,
149,PT00M00.10S,2022-03-10T01:10:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,27,29,2022-03-10T01:10:29Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,
150,PT00M00.00S,2022-03-10T01:10:16.0Z,1,REGULAR,period,end,[],0,,,1610612756,27,29,2022-03-10T01:10:16Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-03-10T01:11:36.7Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,27,29,2022-03-10T01:13:16Z,1470000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-03-10T01:11:36.7Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,27,29,2022-03-10T01:13:16Z,1480000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-03-10T01:13:46.3Z,2,REGULAR,period,start,[],0,,,1610612748,27,29,2022-03-10T01:13:46Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M41.00S,2022-03-10T01:14:05.3Z,2,REGULAR,2pt,Jump Shot,[],1629639,81.553876478318,20.098039215686274,1610612748,29,29,2022-03-10T01:14:18Z,1500000,-150.0,121.0,1,right,T. Herro 19' pullup Jump Shot (4 PTS) (V. Oladipo 1 AST),"[1629639, 203506]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,19.23,Made,,,,,,4.0,V. Oladipo,203506.0,1.0,,,,,,
156,PT11M25.00S,2022-03-10T01:14:22.5Z,2,REGULAR,foul,offensive,[],203109,,,1610612756,29,29,2022-03-10T01:14:40Z,1520000,,,0,,J. Crowder charge offensive FOUL (2 PF),"[203109, 203473]",1610612756.0,PHX,charge,,,Crowder,J. Crowder,,,,,,,,,,,,,,201246.0,,,,,2.0,0.0,Dedmon,203473.0,,
158,PT11M25.00S,2022-03-10T01:14:22.5Z,2,REGULAR,turnover,offensive foul,[],203109,,,1610612756,29,29,2022-03-10T01:14:22Z,1540000,,,0,,J. Crowder offensive foul TURNOVER (2 TO),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,2.0,,,,,,,,,201246.0,,,,,,,,,,
159,PT11M04.00S,2022-03-10T01:15:01.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628997,93.38042049934296,49.754901960784316,1610612748,31,29,2022-03-10T01:15:18Z,1550000,-1.0,10.0,1,right,C. Martin driving DUNK (2 PTS) (V. Oladipo 2 AST),"[1628997, 203506]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,0.98,Made,,,,,,2.0,V. Oladipo,203506.0,2.0,,,,,,
160,PT10M50.00S,2022-03-10T01:15:15.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,7.178055190538765,97.30392156862744,1610612756,31,29,2022-03-10T01:15:31Z,1560000,-237.0,15.0,1,left,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.7,Missed,,,,,,,,,,,,,,,
161,PT10M50.00S,2022-03-10T01:15:15.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,31,29,2022-03-10T01:15:31Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,
162,PT10M49.00S,2022-03-10T01:15:19.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,31,29,2022-03-10T01:15:19Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M49.00S,2022-03-10T01:15:33.8Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612756,31,29,2022-03-10T01:15:33Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M45.00S,2022-03-10T01:15:50.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629013,12.565703022339028,37.745098039215684,1610612756,31,31,2022-03-10T01:16:06Z,1600000,61.0,66.0,1,left,L. Shamet 8' fadeaway Jump Shot (2 PTS) (A. Holiday 1 AST),"[1629013, 1628988]",1610612756.0,PHX,fadeaway,,,Shamet,L. Shamet,,,,,,,,8.98,Made,,,,,,2.0,A. Holiday,1628988.0,1.0,,,,,,
166,PT10M39.00S,2022-03-10T01:16:00.9Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,31,31,2022-03-10T01:16:20Z,1620000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (3 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,3.0,,,,,,,,,,,,,,,,,,,
167,PT10M22.00S,2022-03-10T01:16:22.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201580,6.652431011826544,50.49019607843137,1610612756,31,33,2022-03-10T01:19:09Z,1630000,-2.0,10.0,1,left,J. McGee cutting DUNK (4 PTS) (T. Craig 1 AST),"[201580, 1628470]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,,,,1.03,Made,,,,,,4.0,T. Craig,1628470.0,1.0,,,,,,
169,PT10M04.00S,2022-03-10T01:16:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.46057818659659,46.07843137254902,1610612748,31,33,2022-03-10T01:16:47Z,1650000,-20.0,18.0,1,right,MISS D. Dedmon cutting Layup,[203473],1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,,2.69,Missed,,,,,,,,,,,,,,,
170,PT10M02.00S,2022-03-10T01:16:42.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,31,33,2022-03-10T01:16:47Z,1660000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,169.0,3.0,3.0,0.0,,,,,,,,,,,
171,PT09M54.00S,2022-03-10T01:16:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,11.383048620236531,47.30392156862745,1610612756,31,33,2022-03-10T01:17:05Z,1670000,13.0,55.0,1,left,MISS A. Holiday driving Layup - blocked,"[1628988, 1628997]",1610612756.0,PHX,driving,,,Holiday,A. Holiday,,,,,,,,5.61,Missed,,,,,,,,,,,,,,Martin,1628997.0
172,PT09M54.00S,2022-03-10T01:16:50.5Z,2,REGULAR,block,,[],1628997,,,1610612756,31,33,2022-03-10T01:16:53Z,1680000,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M51.00S,2022-03-10T01:16:53.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,31,33,2022-03-10T01:17:05Z,1690000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,
174,PT09M49.00S,2022-03-10T01:16:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,93.51182654402102,47.794117647058826,1610612748,31,33,2022-03-10T01:17:08Z,1700000,-11.0,8.0,1,right,MISS C. Martin running Layup,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,,1.39,Missed,,,,,,,,,,,,,,,
175,PT09M45.00S,2022-03-10T01:17:00.3Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,31,33,2022-03-10T01:17:08Z,1710000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,174.0,3.0,3.0,0.0,,,,,,,,,,,
176,PT09M39.00S,2022-03-10T01:17:06.2Z,2,REGULAR,3pt,Jump Shot,[],203109,33.98488830486202,46.568627450980394,1610612756,31,33,2022-03-10T01:17:11Z,1720000,17.0,267.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,26.76,Missed,,,,,,,,,,,,,,,
177,PT09M39.00S,2022-03-10T01:17:06.2Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,31,33,2022-03-10T01:17:11Z,1730000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,176.0,4.0,3.0,1.0,,,,,,,,,,,
178,PT09M28.00S,2022-03-10T01:17:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628988,6.1268068331143235,54.90196078431373,1610612756,31,33,2022-03-10T01:17:23Z,1740000,-25.0,5.0,1,left,MISS A. Holiday driving Layup - blocked,"[1628988, 203473]",1610612756.0,PHX,driving,,,Holiday,A. Holiday,,,,,,,,2.5,Missed,,,,,,,,,,,,,,Dedmon,203473.0
179,PT09M28.00S,2022-03-10T01:17:17.3Z,2,REGULAR,block,,[],203473,,,1610612756,31,33,2022-03-10T01:17:19Z,1750000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M24.00S,2022-03-10T01:17:21.3Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,31,33,2022-03-10T01:17:23Z,1760000,,,0,,J. McGee REBOUND (Off:2 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,178.0,5.0,3.0,2.0,,,,,,,,,,,
