actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
270,PT03M00.00S,2022-03-10T01:29:58.6Z,2,REGULAR,steal,,[],200782,,,1610612748,48,44,2022-03-10T01:30:00Z,2630000,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M52.00S,2022-03-10T01:30:07.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200782,93.38042049934296,60.049019607843135,1610612748,50,44,2022-03-10T01:30:21Z,2640000,50.0,10.0,1,right,P. Tucker floating Jump Shot (4 PTS) (D. Robinson 1 AST),"[200782, 1629130]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,5.11,Made,,,,,,4.0,D. Robinson,1629130.0,1.0,,,,,,
273,PT02M25.00S,2022-03-10T01:30:33.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,7.835085413929041,48.529411764705884,1610612756,50,46,2022-03-10T01:30:38Z,2660000,7.0,21.0,1,left,D. Ayton cutting DUNK (13 PTS) (M. Bridges 3 AST),"[1629028, 1628969]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,2.24,Made,,,,,,13.0,M. Bridges,1628969.0,3.0,,,,,,
275,PT02M12.00S,2022-03-10T01:30:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.72339027595268,51.71568627450981,1610612748,50,46,2022-03-10T01:30:54Z,2680000,9.0,16.0,1,right,MISS T. Herro cutting Layup - blocked,"[1629639, 1628969]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,,,,1.81,Missed,,,,,,,,,,,,,,Bridges,1628969.0
276,PT02M12.00S,2022-03-10T01:30:46.3Z,2,REGULAR,block,,[],1628969,,,1610612748,50,46,2022-03-10T01:30:48Z,2690000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M09.00S,2022-03-10T01:30:49.3Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,50,46,2022-03-10T01:30:54Z,2700000,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,275.0,2.0,1.0,1.0,,,,,,,,,,,
278,PT02M06.00S,2022-03-10T01:30:52.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,2.0532194480946124,96.81372549019608,1610612756,50,46,2022-03-10T01:31:01Z,2710000,-234.0,-33.0,1,left,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.64,Missed,,,,,,,,,,,,,,,
279,PT02M02.00S,2022-03-10T01:30:56.4Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,50,46,2022-03-10T01:31:01Z,2720000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,278.0,3.0,2.0,1.0,,,,,,,,,,,
280,PT01M52.00S,2022-03-10T01:31:06.8Z,2,REGULAR,3pt,Jump Shot,[],1629639,92.72339027595268,1.9607843137254901,1610612748,50,46,2022-03-10T01:34:39Z,2730000,-240.0,16.0,1,right,MISS T. Herro 24' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,24.07,Missed,,,,,,,,,,,,,,,
281,PT01M46.00S,2022-03-10T01:31:12.8Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,50,46,2022-03-10T01:31:13Z,2740000,,,0,,M. Bridges REBOUND (Off:1 Def:7),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,280.0,8.0,7.0,1.0,,,,,,,,,,,
282,PT01M36.00S,2022-03-10T01:31:23.4Z,2,REGULAR,foul,personal,['3freethrow'],1628389,,,1610612756,50,46,2022-03-10T01:31:57Z,2750000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Booker 3 FT),"[1628389, 1626164]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Booker,1626164.0,,
289,PT01M36.00S,2022-03-10T01:31:23.4Z,2,REGULAR,freethrow,1 of 3,[],1626164,,,1610612756,50,47,2022-03-10T01:38:29Z,2765000,,,0,,D. Booker Free Throw 1 of 3 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,,6.0,,,,,,,,,
290,PT01M36.00S,2022-03-10T01:31:23.4Z,2,REGULAR,freethrow,2 of 3,[],1626164,,,1610612756,50,48,2022-03-10T01:38:29Z,2767500,,,0,,D. Booker Free Throw 2 of 3 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
291,PT01M36.00S,2022-03-10T01:31:23.4Z,2,REGULAR,freethrow,3 of 3,[],1626164,,,1610612756,50,49,2022-03-10T01:38:29Z,2768750,,,0,,D. Booker Free Throw 3 of 3 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,,8.0,,,,,,,,,
284,PT01M36.00S,2022-03-10T01:31:46.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,50,49,2022-03-10T01:35:47Z,2770000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M36.00S,2022-03-10T01:34:15.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612748,50,49,2022-03-10T01:35:47Z,2790000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M36.00S,2022-03-10T01:34:15.9Z,2,REGULAR,substitution,in,[],200768,,,1610612748,50,49,2022-03-10T01:35:47Z,2800000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M36.00S,2022-03-10T01:34:15.9Z,2,REGULAR,substitution,in,[],1628470,,,1610612748,50,49,2022-03-10T01:35:47Z,2810000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M36.00S,2022-03-10T01:34:15.9Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,50,49,2022-03-10T01:36:24Z,2830000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M17.00S,2022-03-10T01:36:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,88.38699080157687,52.20588235294118,1610612748,52,49,2022-03-10T01:39:59Z,2850000,11.0,57.0,1,right,P. Tucker floating Jump Shot (6 PTS) (B. Adebayo 4 AST),"[200782, 1628389]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,5.78,Made,,,,,,6.0,B. Adebayo,1628389.0,4.0,,,,,,
294,PT01M03.00S,2022-03-10T01:36:19.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,14.4053876478318,58.82352941176471,1610612756,52,51,2022-03-10T01:36:32Z,2870000,-44.0,83.0,1,left,M. Bridges 9' driving floating Jump Shot (10 PTS) (D. Booker 5 AST),"[1628969, 1626164]",1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,,,,9.39,Made,,,,,,10.0,D. Booker,1626164.0,5.0,,,,,,
295,PT01M03.00S,2022-03-10T01:36:23.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200782,,,1610612756,52,51,2022-03-10T01:36:31Z,2880000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Bridges 1 FT),"[200782, 1628969]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,201246.0,,,,,2.0,0.0,Bridges,1628969.0,,
300,PT01M03.00S,2022-03-10T01:36:33.7Z,2,REGULAR,substitution,in,[],1629639,,,1610612756,52,51,2022-03-10T01:38:26Z,2910000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M03.00S,2022-03-10T01:36:33.7Z,2,REGULAR,substitution,out,[],1629216,,,1610612756,52,51,2022-03-10T01:38:26Z,2920000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M03.00S,2022-03-10T01:36:49.9Z,2,REGULAR,freethrow,1 of 1,[],1628969,,,1610612756,52,52,2022-03-10T01:36:49Z,2930000,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,,,,,,11.0,,,,,,,,,
303,PT00M49.20S,2022-03-10T01:37:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.10183968462549,47.549019607843135,1610612748,54,52,2022-03-10T01:37:20Z,2940000,-12.0,88.0,1,right,B. Adebayo 8' driving floating Jump Shot (8 PTS),[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,,,,8.84,Made,,,,,,8.0,,,,,,,,,
304,PT00M49.20S,2022-03-10T01:37:16.0Z,2,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612748,54,52,2022-03-10T01:37:21Z,2950000,,,0,,D. Ayton shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1629028, 1628389]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Adebayo,1628389.0,,
306,PT00M49.20S,2022-03-10T01:37:22.9Z,2,REGULAR,substitution,out,[],200782,,,1610612748,54,52,2022-03-10T01:38:26Z,2970000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M49.20S,2022-03-10T01:37:22.9Z,2,REGULAR,substitution,in,[],1629312,,,1610612748,54,52,2022-03-10T01:38:26Z,2980000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M49.20S,2022-03-10T01:37:32.8Z,2,REGULAR,substitution,out,[],1628470,,,1610612748,54,52,2022-03-10T01:38:26Z,2990000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M49.20S,2022-03-10T01:37:32.8Z,2,REGULAR,substitution,in,[],1626166,,,1610612748,54,52,2022-03-10T01:38:26Z,3000000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M49.20S,2022-03-10T01:37:55.1Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,55,52,2022-03-10T01:37:55Z,3010000,,,0,,B. Adebayo Free Throw 1 of 1 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,,,,,,9.0,,,,,,,,,
311,PT00M38.20S,2022-03-10T01:38:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629013,33.459264126149804,46.32352941176471,1610612756,55,55,2022-03-10T01:38:14Z,3020000,18.0,262.0,1,left,L. Shamet 26' 3PT  (5 PTS) (C. Payne 3 AST),"[1629013, 1626166]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,26.26,Made,,,,,,5.0,C. Payne,1626166.0,3.0,,,,,,
313,PT00M30.20S,2022-03-10T01:38:21.4Z,2,REGULAR,3pt,Jump Shot,[],200768,64.20827858081472,48.28431372549019,1610612748,55,55,2022-03-10T01:38:28Z,3040000,-9.0,284.0,1,right,MISS K. Lowry 28' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,,28.4,Missed,,,,,,,,,,,,,,,
314,PT00M25.70S,2022-03-10T01:38:25.9Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,55,55,2022-03-10T01:38:28Z,3050000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,313.0,1.0,1.0,0.0,,,,,,,,,,,
315,PT00M17.30S,2022-03-10T01:38:34.4Z,2,REGULAR,2pt,Jump Shot,[],1629028,6.258212877792378,74.75490196078431,1610612756,55,57,2022-03-10T01:38:40Z,3060000,-124.0,6.0,1,left,D. Ayton 12' turnaround fadeaway Jump Shot (15 PTS) (C. Payne 4 AST),"[1629028, 1626166]",1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,,,,12.4,Made,,,,,,15.0,C. Payne,1626166.0,4.0,,,,,,
317,PT00M02.10S,2022-03-10T01:38:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.85479632063075,52.69607843137255,1610612748,55,57,2022-03-10T01:39:14Z,3080000,13.0,15.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,2.0,Missed,,,,,,,,,,,,,,,
318,PT00M00.10S,2022-03-10T01:38:54.1Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,55,57,2022-03-10T01:39:14Z,3090000,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,317.0,3.0,2.0,1.0,,,,,,,,,,,
319,PT00M00.00S,2022-03-10T01:38:58.9Z,2,REGULAR,period,end,[],0,,,1610612756,55,57,2022-03-10T01:38:58Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612756,55,57,2022-03-10T01:54:11Z,3110000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,out,['startperiod'],1629312,,,1610612756,55,57,2022-03-10T01:54:11Z,3120000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612756,55,57,2022-03-10T01:54:11Z,3130000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,in,['startperiod'],1629216,,,1610612756,55,57,2022-03-10T01:54:11Z,3140000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612756,55,57,2022-03-10T01:54:11Z,3150000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-03-10T01:53:43.1Z,3,REGULAR,substitution,in,['startperiod'],203109,,,1610612756,55,57,2022-03-10T01:54:11Z,3160000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-03-10T01:54:32.5Z,3,REGULAR,period,start,[],0,,,1610612748,55,57,2022-03-10T01:54:32Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M47.00S,2022-03-10T01:54:45.0Z,3,REGULAR,turnover,lost ball,[],1629216,,,1610612748,55,57,2022-03-10T01:54:49Z,3180000,,,0,,G. Vincent lost ball TURNOVER (2 TO),"[1629216, 1626166]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,2.0,Payne,1626166.0,,,,,,,,,,,,,,,,,
328,PT11M47.00S,2022-03-10T01:54:45.0Z,3,REGULAR,steal,,[],1626166,,,1610612756,55,57,2022-03-10T01:54:47Z,3190000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M27.00S,2022-03-10T01:55:04.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,78.9257555847569,93.13725490196079,1610612756,55,57,2022-03-10T01:55:11Z,3200000,216.0,146.0,1,right,MISS D. Booker 26' fadeaway 3PT,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,,,,26.02,Missed,,,,,,,,,,,,,,,
330,PT11M23.00S,2022-03-10T01:55:08.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,55,57,2022-03-10T01:55:11Z,3210000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,,
331,PT11M14.00S,2022-03-10T01:55:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.1268068331143235,53.92156862745098,1610612748,55,57,2022-03-10T01:55:21Z,3220000,-20.0,5.0,1,left,MISS B. Adebayo cutting Layup - blocked,"[1628389, 1626164]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,2.03,Missed,,,,,,,,,,,,,,Booker,1626164.0
332,PT11M14.00S,2022-03-10T01:55:16.8Z,3,REGULAR,block,,[],1626164,,,1610612748,55,57,2022-03-10T01:55:18Z,3230000,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
333,PT11M11.00S,2022-03-10T01:55:19.8Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,55,57,2022-03-10T01:55:21Z,3240000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,331.0,2.0,2.0,0.0,,,,,,,,,,,
334,PT11M09.00S,2022-03-10T01:55:22.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628969,87.59855453350855,57.107843137254896,1610612756,55,59,2022-03-10T01:55:30Z,3250000,36.0,64.0,1,right,M. Bridges 7' running Layup (13 PTS) (C. Payne 5 AST),"[1628969, 1626166]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,,,,7.33,Made,,,,,,13.0,C. Payne,1626166.0,5.0,,,,,,
336,PT10M59.00S,2022-03-10T01:55:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,6.389618922470433,47.30392156862745,1610612748,57,59,2022-03-10T01:59:11Z,3270000,13.0,8.0,1,left,D. Robinson driving finger roll Layup (17 PTS) (K. Lowry 8 AST),"[1629130, 200768]",1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,,,,1.55,Made,,,,,,17.0,K. Lowry,200768.0,8.0,,,,,,
337,PT10M45.00S,2022-03-10T01:55:45.7Z,3,REGULAR,3pt,Jump Shot,[],1626166,78.79434954007884,91.17647058823529,1610612756,57,62,2022-03-10T01:56:02Z,3280000,206.0,147.0,1,right,C. Payne 25' 3PT step back (8 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,,,,25.29,Made,,,,,,8.0,,,,,,,,,
338,PT10M34.00S,2022-03-10T01:55:59.6Z,3,REGULAR,foul,personal,[],1626164,,,1610612748,57,62,2022-03-10T01:56:13Z,3290000,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1629130]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,2534.0,,,,,2.0,0.0,Robinson,1629130.0,,
340,PT10M29.00S,2022-03-10T01:56:24.4Z,3,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612748,57,62,2022-03-10T01:57:01Z,3310000,,,0,,C. Payne shooting personal FOUL (1 PF) (Tucker 2 FT),"[1626166, 200782]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,,,,201246.0,,,,,1.0,0.0,Tucker,200782.0,,
342,PT10M29.00S,2022-03-10T01:57:02.1Z,3,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,57,62,2022-03-10T01:57:02Z,3330000,,,0,,MISS P. Tucker Free Throw 1 of 2,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Missed,,,,,,,,,,,,,,,
343,PT10M29.00S,2022-03-10T01:57:02.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,57,62,2022-03-10T01:57:02Z,3340000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,342.0,,,,,,,,,,,,,,
344,PT10M29.00S,2022-03-10T01:57:15.4Z,3,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,58,62,2022-03-10T01:57:15Z,3350000,,,0,,P. Tucker Free Throw 2 of 2 (7 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Made,,,,,,7.0,,,,,,,,,
345,PT10M12.00S,2022-03-10T01:57:33.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,92.46057818659659,42.8921568627451,1610612756,58,64,2022-03-10T01:57:52Z,3360000,-36.0,18.0,1,right,D. Ayton turnaround Hook (17 PTS) (C. Payne 6 AST),"[1629028, 1626166]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,,,4.0,Made,,,,,,17.0,C. Payne,1626166.0,6.0,,,,,,
347,PT10M01.00S,2022-03-10T01:57:44.0Z,3,REGULAR,3pt,Jump Shot,[],1629216,25.57490144546649,83.82352941176471,1610612748,58,64,2022-03-10T01:57:58Z,3380000,-169.0,188.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,25.28,Missed,,,,,,,,,,,,,,,
348,PT10M01.00S,2022-03-10T01:57:44.0Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,58,64,2022-03-10T01:57:58Z,3390000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,347.0,3.0,3.0,0.0,,,,,,,,,,,
349,PT09M44.00S,2022-03-10T01:58:01.3Z,3,REGULAR,3pt,Jump Shot,[],1626166,73.14388961892247,84.06862745098039,1610612756,58,67,2022-03-10T02:00:44Z,3400000,170.0,200.0,1,right,C. Payne 26' 3PT step back (11 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,,,,26.26,Made,,,,,,11.0,,,,,,,,,
350,PT09M32.00S,2022-03-10T01:58:13.1Z,3,REGULAR,2pt,Jump Shot,[],1628389,22.552562417871222,50.0,1610612748,58,67,2022-03-10T01:58:28Z,3410000,0.0,159.0,1,left,MISS B. Adebayo 15' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,,,,15.95,Missed,,,,,,,,,,,,,,,
351,PT09M28.00S,2022-03-10T01:58:17.1Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,58,67,2022-03-10T01:58:28Z,3420000,,,0,,M. Bridges REBOUND (Off:1 Def:8),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,350.0,9.0,8.0,1.0,,,,,,,,,,,
352,PT09M24.00S,2022-03-10T01:58:23.8Z,3,REGULAR,turnover,bad pass,[],1626166,,,1610612756,58,67,2022-03-10T01:58:42Z,3430000,,,0,,C. Payne bad pass TURNOVER (3 TO),"[1626166, 200782]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,3.0,Tucker,200782.0,,,,,,,,,,,,,,,,,
353,PT09M24.00S,2022-03-10T01:58:23.8Z,3,REGULAR,steal,,[],200782,,,1610612748,58,67,2022-03-10T01:58:25Z,3440000,,,0,,P. Tucker STEAL (3 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M01.00S,2022-03-10T01:58:44.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,17.559132720105126,42.8921568627451,1610612748,58,67,2022-03-10T01:58:51Z,3450000,36.0,113.0,1,left,MISS B. Adebayo 11' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,,,,11.81,Missed,,,,,,,,,,,,,,,
355,PT08M57.00S,2022-03-10T01:58:48.9Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,58,67,2022-03-10T01:58:51Z,3460000,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,354.0,4.0,3.0,1.0,,,,,,,,,,,
356,PT08M52.00S,2022-03-10T01:58:53.5Z,3,REGULAR,2pt,Jump Shot,[],1626164,79.97700394218134,71.07843137254902,1610612756,58,69,2022-03-10T02:01:42Z,3470000,105.0,136.0,1,right,D. Booker 17' pullup Jump Shot (10 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,17.18,Made,,,,,,10.0,,,,,,,,,
357,PT08M51.00S,2022-03-10T01:58:59.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,58,69,2022-03-10T01:58:59Z,3480000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M37.00S,2022-03-10T02:02:39.7Z,3,REGULAR,foul,personal,[],1629028,,,1610612748,58,69,2022-03-10T02:02:55Z,3490000,,,0,,D. Ayton personal FOUL (2 PF),"[1629028, 1628389]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,2005.0,,,,,2.0,0.0,Adebayo,1628389.0,,
361,PT08M32.00S,2022-03-10T02:03:04.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,6.389618922470433,46.07843137254902,1610612748,60,69,2022-03-10T02:03:09Z,3510000,20.0,8.0,1,left,P. Tucker cutting Layup (9 PTS) (B. Adebayo 5 AST),"[200782, 1628389]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,,,,2.1,Made,,,,,,9.0,B. Adebayo,1628389.0,5.0,,,,,,
