actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
359,PT07M44.00S,2021-11-05T01:02:20.3Z,3,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,42,62,2021-11-05T01:03:07Z,3560000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (4 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,202007.0,,,,,4.0,,,,,,,,
360,PT07M31.00S,2021-11-05T01:02:35.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,72.35545335085413,18.38235294117647,1610612738,42,62,2021-11-05T01:03:07Z,3570000,-158.0,207.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,
361,PT07M28.00S,2021-11-05T01:02:38.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,42,62,2021-11-05T01:02:40Z,3580000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,360.0,2.0,1.0,1.0,,,,,,,,,,,,,,
362,PT07M15.00S,2021-11-05T01:02:51.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.90210249671485,41.66666666666667,1610612748,44,62,2021-11-05T01:02:55Z,3590000,42.0,106.0,1,left,B. Adebayo 11' turnaround Jump Shot (8 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,11.43,Made,,,,,,,,,,,,,8.0,,,,,
363,PT07M00.00S,2021-11-05T01:03:07.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,44,62,2021-11-05T01:03:10Z,3600000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,3.0,Butler,202710.0,,,,,,
364,PT07M00.00S,2021-11-05T01:03:07.2Z,3,REGULAR,steal,,[],202710,,,1610612748,44,62,2021-11-05T01:03:09Z,3610000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M56.00S,2021-11-05T01:03:15.7Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,44,62,2021-11-05T01:03:28Z,3620000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1628369, 1628389]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,
367,PT06M56.00S,2021-11-05T01:03:40.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628389,,,1610612748,45,62,2021-11-05T01:03:40Z,3640000,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
368,PT06M56.00S,2021-11-05T01:03:41.4Z,3,REGULAR,substitution,out,[],201143,,,1610612748,45,62,2021-11-05T01:03:45Z,3650000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M56.00S,2021-11-05T01:03:41.4Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,45,62,2021-11-05T01:03:45Z,3660000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M56.00S,2021-11-05T01:04:00.5Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628389,,,1610612748,46,62,2021-11-05T01:04:00Z,3670000,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
371,PT06M33.00S,2021-11-05T01:04:25.0Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,46,62,2021-11-05T01:04:28Z,3680000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,
372,PT06M33.00S,2021-11-05T01:04:25.0Z,3,REGULAR,steal,,[],1628389,,,1610612748,46,62,2021-11-05T01:04:26Z,3690000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M28.00S,2021-11-05T01:04:31.1Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,46,62,2021-11-05T01:04:34Z,3700000,,,0,,K. Lowry bad pass TURNOVER (5 TO),"[200768, 1629057]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,5.0,Williams III,1629057.0,,,,,,
374,PT06M28.00S,2021-11-05T01:04:31.1Z,3,REGULAR,steal,,[],1629057,,,1610612738,46,62,2021-11-05T01:04:33Z,3710000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M17.00S,2021-11-05T01:04:46.0Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,46,62,2021-11-05T01:04:54Z,3720000,,,0,,J. Tatum charge offensive FOUL (4 PF),"[1628369, 1628389]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,4.0,0.0,Adebayo,1628389.0,,,,,,,,,
377,PT06M17.00S,2021-11-05T01:04:46.0Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,46,62,2021-11-05T01:04:46Z,3740000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,
378,PT06M17.00S,2021-11-05T01:04:58.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612748,46,62,2021-11-05T01:05:02Z,3750000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M17.00S,2021-11-05T01:04:58.4Z,3,REGULAR,substitution,in,[],203471,,,1610612748,46,62,2021-11-05T01:05:02Z,3760000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M17.00S,2021-11-05T01:05:05.8Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612748,46,62,2021-11-05T01:12:31Z,3770000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,4.0,1.0,,,,,,,,,,,
381,PT06M17.00S,2021-11-05T01:05:22.8Z,3,REGULAR,freethrow,1 of 1,[],1629130,,,1610612748,47,62,2021-11-05T01:05:22Z,3780000,,,0,,D. Robinson technical Free Throw 1 of 1 (10 PTS),[1629130],1610612748.0,MIA,technical,,,Robinson,D. Robinson,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
382,PT05M58.00S,2021-11-05T01:05:52.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,15.062417871222076,2.450980392156863,1610612748,47,62,2021-11-05T01:05:57Z,3790000,238.0,89.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
383,PT05M55.00S,2021-11-05T01:05:55.7Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,47,62,2021-11-05T01:05:55Z,3800000,,,0,,J. Butler REBOUND (Off:2 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,382.0,3.0,1.0,2.0,,,,,,,,,,,,,,
384,PT05M52.00S,2021-11-05T01:05:58.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202710,21.895532194480946,90.19607843137256,1610612748,47,62,2021-11-05T01:06:30Z,3810000,-201.0,153.0,1,left,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
385,PT05M48.00S,2021-11-05T01:06:02.4Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,47,62,2021-11-05T01:06:30Z,3820000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,384.0,1.0,1.0,0.0,,,,,,,,,,,,,,
386,PT05M44.00S,2021-11-05T01:07:19.1Z,3,REGULAR,jumpball,recovered,[],1629684,,,1610612738,47,62,2021-11-05T01:07:19Z,3830000,,,0,,Jump Ball G. Williams vs. P. Tucker: Tip to G. Williams,"[1629684, 1629684, 200782]",1610612738.0,BOS,heldball,G. Williams,1629684.0,Williams,G. Williams,Williams,1629684.0,Tucker,200782.0,,,,,,,,,,,,,,,,,,,,
389,PT05M40.00S,2021-11-05T01:07:22.9Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,47,62,2021-11-05T01:07:29Z,3860000,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 200768]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,2.0,Lowry,200768.0,,,,,,
390,PT05M40.00S,2021-11-05T01:07:22.9Z,3,REGULAR,steal,,[],200768,,,1610612748,47,62,2021-11-05T01:07:26Z,3870000,,,0,,K. Lowry STEAL (3 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M34.00S,2021-11-05T01:07:30.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,32.40801576872536,44.6078431372549,1610612748,50,62,2021-11-05T01:07:37Z,3880000,27.0,252.0,1,left,K. Lowry 25' 3PT pullup (6 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,25.35,Made,,,,,,,,,,,,,6.0,,,,,
392,PT05M34.00S,2021-11-05T01:07:44.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,62,2021-11-05T01:07:44Z,3890000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M34.00S,2021-11-05T01:08:41.4Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,50,62,2021-11-05T01:10:17Z,3900000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M34.00S,2021-11-05T01:08:41.4Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,50,62,2021-11-05T01:10:17Z,3910000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M18.00S,2021-11-05T01:10:43.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,72.22404730617609,57.59803921568627,1610612738,50,62,2021-11-05T01:10:47Z,3920000,38.0,209.0,1,right,MISS J. Brown 21' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,21.2,Missed,,,,,,,,,,,,,,,,,,
396,PT05M15.00S,2021-11-05T01:10:46.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,62,2021-11-05T01:10:46Z,3930000,,,0,,R. Williams III REBOUND (Off:5 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,395.0,10.0,5.0,5.0,,,,,,,,,,,,,,
397,PT05M11.00S,2021-11-05T01:10:50.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,67.62483574244416,71.56862745098039,1610612738,50,62,2021-11-05T01:10:57Z,3940000,108.0,252.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,
398,PT05M05.00S,2021-11-05T01:10:56.1Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,50,62,2021-11-05T01:10:57Z,3950000,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,397.0,6.0,6.0,0.0,,,,,,,,,,,,,,
399,PT05M03.00S,2021-11-05T01:10:58.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200768,24.78646517739816,88.48039215686273,1610612748,50,62,2021-11-05T01:13:03Z,3960000,-192.0,180.0,1,left,MISS K. Lowry 26' running 3PT,[200768],1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
400,PT05M02.00S,2021-11-05T01:10:59.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,50,62,2021-11-05T01:11:18Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,
401,PT05M02.00S,2021-11-05T01:11:05.8Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,50,62,2021-11-05T01:11:18Z,3980000,,,0,,J. Brown loose ball personal FOUL (2 PF),"[1627759, 200782]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,1162.0,2.0,0.0,Tucker,200782.0,,,,,,,,,
403,PT05M02.00S,2021-11-05T01:11:14.4Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,50,62,2021-11-05T01:11:20Z,4000000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M02.00S,2021-11-05T01:11:14.4Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,50,62,2021-11-05T01:11:20Z,4010000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M50.00S,2021-11-05T01:11:42.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,13.354139290407357,45.34313725490196,1610612748,50,62,2021-11-05T01:12:14Z,4020000,23.0,73.0,1,left,MISS B. Adebayo 7' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,7.66,Missed,,,,,,,,,,,,,,,,,,
406,PT04M46.00S,2021-11-05T01:11:46.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,62,2021-11-05T01:11:56Z,4030000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,,,,,
407,PT04M36.00S,2021-11-05T01:11:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,90.3580814717477,42.8921568627451,1610612738,50,62,2021-11-05T01:12:07Z,4040000,-36.0,38.0,1,right,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,
408,PT04M35.00S,2021-11-05T01:11:58.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,62,2021-11-05T01:12:37Z,4050000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,407.0,5.0,5.0,0.0,,,,,,,,,,,,,,
413,PT04M35.00S,2021-11-05T01:12:03.0Z,3,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,50,62,2021-11-05T01:16:00Z,4055000,,,0,,B. Adebayo step out-of-bounds TURNOVER (5 TO),[1628389],1610612748.0,MIA,step,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,,,,,5.0,,,,,,,,
410,PT04M35.00S,2021-11-05T01:12:20.0Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,50,62,2021-11-05T01:12:51Z,4070000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M35.00S,2021-11-05T01:12:20.0Z,3,REGULAR,substitution,in,[],203473,,,1610612738,50,62,2021-11-05T01:12:51Z,4080000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M19.00S,2021-11-05T01:12:50.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629057,93.64323258869908,52.20588235294118,1610612738,50,62,2021-11-05T01:13:04Z,4090000,11.0,7.0,1,right,MISS R. Williams III Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.32,Missed,,,,,,,,,,,,,,,,,,
414,PT04M15.00S,2021-11-05T01:12:54.4Z,3,REGULAR,rebound,offensive,[],203471,,,1610612738,50,62,2021-11-05T01:12:54Z,4100000,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,412.0,1.0,0.0,1.0,,,,,,,,,,,,,,
415,PT04M12.00S,2021-11-05T01:12:57.7Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,75.77201051248358,71.56862745098039,1610612738,50,62,2021-11-05T01:15:51Z,4110000,108.0,175.0,1,right,MISS J. Brown 20' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,20.57,Missed,,,,,,,,,,,,,,,,,,
416,PT04M08.00S,2021-11-05T01:13:01.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,50,62,2021-11-05T01:15:51Z,4120000,,,0,,K. Lowry REBOUND (Off:0 Def:7),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,415.0,7.0,7.0,0.0,,,,,,,,,,,,,,
417,PT04M01.00S,2021-11-05T01:13:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,52.94117647058824,1610612748,52,62,2021-11-05T01:13:13Z,4130000,-15.0,16.0,1,left,J. Butler driving Layup (12 PTS) (K. Lowry 4 AST),"[202710, 200768]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.19,Made,,,,,,,,,,,,,12.0,K. Lowry,200768.0,4.0,,
419,PT03M56.00S,2021-11-05T01:13:23.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,52,62,2021-11-05T01:13:23Z,4150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M56.00S,2021-11-05T01:13:24.5Z,3,REGULAR,substitution,out,[],203935,,,1610612738,52,62,2021-11-05T01:13:39Z,4160000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M56.00S,2021-11-05T01:13:24.5Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,52,62,2021-11-05T01:13:39Z,4170000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M56.00S,2021-11-05T01:13:24.5Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,52,62,2021-11-05T01:13:39Z,4180000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M56.00S,2021-11-05T01:13:24.5Z,3,REGULAR,substitution,in,[],201143,,,1610612738,52,62,2021-11-05T01:13:39Z,4190000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M43.00S,2021-11-05T01:14:01.6Z,3,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612738,52,62,2021-11-05T01:14:11Z,4200000,,,0,,T. Herro shooting personal FOUL (2 PF) (Langford 2 FT),"[1629639, 1629641]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,203591.0,2.0,0.0,Langford,1629641.0,,,,,,,,,
426,PT03M43.00S,2021-11-05T01:14:18.9Z,3,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,52,63,2021-11-05T01:14:18Z,4220000,,,0,,R. Langford Free Throw 1 of 2 (6 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
427,PT03M43.00S,2021-11-05T01:14:36.3Z,3,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,52,64,2021-11-05T01:14:36Z,4230000,,,0,,R. Langford Free Throw 2 of 2 (7 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
428,PT03M26.00S,2021-11-05T01:14:56.1Z,3,REGULAR,3pt,Jump Shot,[],1629639,27.94021024967148,81.37254901960785,1610612748,52,64,2021-11-05T01:15:05Z,4240000,-157.0,210.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
429,PT03M26.00S,2021-11-05T01:14:56.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,52,64,2021-11-05T01:15:05Z,4250000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,
430,PT03M26.00S,2021-11-05T01:15:02.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,52,64,2021-11-05T01:15:02Z,4260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M22.00S,2021-11-05T01:15:18.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.521024967148489,47.549019607843135,1610612748,54,64,2021-11-05T01:15:23Z,4270000,12.0,9.0,1,left,J. Butler cutting Layup (14 PTS) (K. Lowry 5 AST),"[202710, 200768]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,1.51,Made,,,,,,,,,,,,,14.0,K. Lowry,200768.0,5.0,,
433,PT03M07.00S,2021-11-05T01:15:39.4Z,3,REGULAR,foul,personal,[],202710,,,1610612738,54,64,2021-11-05T01:15:53Z,4290000,,,0,,J. Butler personal FOUL (2 PF),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
435,PT03M01.00S,2021-11-05T01:16:09.8Z,3,REGULAR,turnover,traveling,[],203471,,,1610612738,54,64,2021-11-05T01:16:15Z,4310000,,,0,,D. Schroder traveling TURNOVER (3 TO),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,1162.0,,,,,3.0,,,,,,,,
436,PT02M49.00S,2021-11-05T01:16:31.3Z,3,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612748,54,64,2021-11-05T01:16:41Z,4320000,,,0,,R. Langford shooting personal FOUL (4 PF) (Butler 2 FT),"[1629641, 202710]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,203591.0,4.0,0.0,Butler,202710.0,,,,,,,,,
438,PT02M49.00S,2021-11-05T01:16:56.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,55,64,2021-11-05T01:16:56Z,4340000,,,0,,J. Butler Free Throw 1 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,15.0,,,,,
439,PT02M49.00S,2021-11-05T01:16:57.6Z,3,REGULAR,substitution,out,[],200768,,,1610612748,55,64,2021-11-05T01:17:09Z,4350000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M49.00S,2021-11-05T01:16:57.6Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,55,64,2021-11-05T01:17:09Z,4360000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M49.00S,2021-11-05T01:16:56.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,55,64,2021-11-05T01:17:35Z,4370000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
442,PT02M44.00S,2021-11-05T01:17:01.6Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,55,64,2021-11-05T01:17:35Z,4380000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,441.0,2.0,1.0,1.0,,,,,,,,,,,,,,
443,PT02M32.00S,2021-11-05T01:17:45.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,93.64323258869908,64.4607843137255,1610612738,55,64,2021-11-05T01:17:57Z,4390000,72.0,7.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.27,Missed,,,,,,,,,,,,,,,,,,
444,PT02M30.00S,2021-11-05T01:17:50.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,55,64,2021-11-05T01:17:50Z,4400000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,443.0,4.0,4.0,0.0,,,,,,,,,,,,,,
445,PT02M30.00S,2021-11-05T01:18:02.7Z,3,REGULAR,foul,technical,['1freethrow'],203935,,,1610612748,55,64,2021-11-05T01:18:18Z,4410000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,203591.0,1.0,1.0,,,,,,,,,,,
446,PT02M30.00S,2021-11-05T01:18:21.3Z,3,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,56,64,2021-11-05T01:18:21Z,4420000,,,0,,J. Butler technical Free Throw 1 of 1 (16 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,16.0,,,,,
447,PT02M19.00S,2021-11-05T01:18:45.1Z,3,REGULAR,3pt,Jump Shot,[],202710,11.383048620236531,2.941176470588235,1610612748,56,64,2021-11-05T01:20:25Z,4430000,235.0,55.0,1,left,MISS J. Butler 24' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,
