actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
90,PT03M42.00S,2021-11-04T23:55:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,18,14,2021-11-04T23:55:42Z,890000,0.0,0.0,1,left,R. Williams III tip Layup (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,,,,,,,,,2.0,,,,,
91,PT03M42.00S,2021-11-04T23:55:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,14,2021-11-04T23:55:45Z,900000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,out,[],200768,,,1610612748,18,14,2021-11-04T23:58:40Z,910000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,14,2021-11-04T23:58:40Z,920000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612748,18,14,2021-11-04T23:58:40Z,930000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,out,[],203935,,,1610612748,18,14,2021-11-04T23:58:40Z,940000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,in,[],203473,,,1610612748,18,14,2021-11-04T23:58:40Z,950000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,18,14,2021-11-04T23:58:40Z,960000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,in,[],1629641,,,1610612748,18,14,2021-11-04T23:58:40Z,970000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M42.00S,2021-11-04T23:58:14.0Z,1,REGULAR,substitution,in,[],203471,,,1610612748,18,14,2021-11-04T23:58:40Z,980000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M20.00S,2021-11-04T23:58:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,91.80354796320631,2.450980392156863,1610612748,18,14,2021-11-04T23:59:06Z,990000,-238.0,25.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
101,PT03M19.00S,2021-11-04T23:58:59.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,18,14,2021-11-04T23:59:06Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2021-11-04T23:59:06.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,18,14,2021-11-04T23:59:06Z,1010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M08.00S,2021-11-04T23:59:30.5Z,1,REGULAR,turnover,out-of-bounds,[],200782,,,1610612748,18,14,2021-11-05T00:02:33Z,1020000,,,0,,P. Tucker lost ball out-of-bounds TURNOVER (1 TO),[200782],1610612748.0,MIA,lost ball,,,Tucker,P. Tucker,,,,,,,,,,,202007.0,,,,,1.0,,,,,,,,
104,PT02M54.00S,2021-11-04T23:59:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,18,14,2021-11-05T00:00:12Z,1030000,,,0,,R. Williams III step out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,step,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,1.0,,,,,,,,
105,PT02M40.00S,2021-11-05T00:00:17.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,92.59198423127464,40.931372549019606,1610612748,18,14,2021-11-05T00:02:50Z,1040000,-45.0,17.0,1,right,MISS J. Butler driving floating Shot - blocked,"[202710, 1627759]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,4.84,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
106,PT02M40.00S,2021-11-05T00:00:17.4Z,1,REGULAR,block,,[],1627759,,,1610612748,18,14,2021-11-05T00:00:20Z,1050000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M35.00S,2021-11-05T00:00:22.4Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,18,14,2021-11-05T00:00:22Z,1060000,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,105.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT02M27.00S,2021-11-05T00:00:30.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202710,95.48291721419186,4.166666666666666,1610612748,18,14,2021-11-05T00:00:38Z,1070000,-229.0,-10.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
109,PT02M23.00S,2021-11-05T00:00:34.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,18,14,2021-11-05T00:04:23Z,1080000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,108.0,5.0,3.0,2.0,,,,,,,,,,,,,,
110,PT02M23.00S,2021-11-05T00:00:39.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,18,14,2021-11-05T00:00:39Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,out,[],200782,,,1610612738,18,14,2021-11-05T00:00:55Z,1100000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,18,14,2021-11-05T00:00:55Z,1110000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,18,14,2021-11-05T00:00:55Z,1120000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,in,[],202693,,,1610612738,18,14,2021-11-05T00:00:55Z,1130000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,in,[],201143,,,1610612738,18,14,2021-11-05T00:00:55Z,1140000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M23.00S,2021-11-05T00:00:42.2Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,18,14,2021-11-05T00:00:55Z,1150000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M12.00S,2021-11-05T00:01:09.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,24.52365308804205,11.27450980392157,1610612738,18,14,2021-11-05T00:01:15Z,1160000,194.0,178.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
118,PT02M09.00S,2021-11-05T00:01:12.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,18,14,2021-11-05T00:01:15Z,1170000,,,0,,D. Robinson REBOUND (Off:0 Def:4),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,117.0,4.0,4.0,0.0,,,,,,,,,,,,,,
119,PT01M57.00S,2021-11-05T00:01:24.0Z,1,REGULAR,2pt,Jump Shot,[],202710,95.0886990801577,69.36274509803921,1610612748,20,14,2021-11-05T00:01:28Z,1180000,97.0,-6.0,1,right,J. Butler 9' turnaround fadeaway Jump Shot (6 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,9.7,Made,,,,,,,,,,,,,6.0,,,,,
120,PT01M44.00S,2021-11-05T00:01:37.4Z,1,REGULAR,2pt,Jump Shot,[],203471,22.421156373193167,50.0,1610612738,20,14,2021-11-05T00:01:44Z,1190000,0.0,158.0,1,left,MISS D. Schroder 15' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,
121,PT01M39.00S,2021-11-05T00:01:42.4Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,14,2021-11-05T00:01:44Z,1200000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT01M32.00S,2021-11-05T00:01:49.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,72.09264126149803,11.029411764705882,1610612748,20,14,2021-11-05T00:02:04Z,1210000,-195.0,210.0,1,right,MISS D. Robinson 28' bank 3PT,[1629130],1610612748.0,MIA,bank,,,Robinson,D. Robinson,,,,,28.64,Missed,,,,,,,,,,,,,,,,,,
123,PT01M26.00S,2021-11-05T00:01:55.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,20,14,2021-11-05T00:01:56Z,1220000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,122.0,3.0,3.0,0.0,,,,,,,,,,,,,,
124,PT01M18.00S,2021-11-05T00:02:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,7.046649145860711,54.41176470588235,1610612738,20,16,2021-11-05T00:02:09Z,1230000,-22.0,14.0,1,left,A. Nesmith driving Layup (2 PTS) (D. Schroder 1 AST),"[1630174, 203471]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,2.6,Made,,,,,,,,,,,,,2.0,D. Schroder,203471.0,1.0,,
126,PT00M59.20S,2021-11-05T00:02:30.5Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612748,20,16,2021-11-05T00:02:38Z,1250000,,,0,,A. Horford shooting personal FOUL (2 PF) (Morris 2 FT),"[201143, 202693]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,203591.0,2.0,0.0,Morris,202693.0,,,,,,,,,
128,PT00M59.20S,2021-11-05T00:03:03.6Z,1,REGULAR,freethrow,1 of 2,[],202693,,,1610612748,21,16,2021-11-05T00:03:03Z,1270000,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
129,PT00M59.20S,2021-11-05T00:03:04.5Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,21,16,2021-11-05T00:03:14Z,1280000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M59.20S,2021-11-05T00:03:04.5Z,1,REGULAR,substitution,out,[],201143,,,1610612748,21,16,2021-11-05T00:03:14Z,1290000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M59.20S,2021-11-05T00:03:04.5Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,21,16,2021-11-05T00:03:14Z,1300000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M59.20S,2021-11-05T00:03:04.5Z,1,REGULAR,substitution,in,[],203953,,,1610612748,21,16,2021-11-05T00:03:14Z,1310000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M59.20S,2021-11-05T00:03:16.2Z,1,REGULAR,substitution,out,[],202710,,,1610612748,21,16,2021-11-05T00:03:25Z,1320000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M59.20S,2021-11-05T00:03:16.2Z,1,REGULAR,substitution,in,[],200768,,,1610612748,21,16,2021-11-05T00:03:25Z,1330000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M59.20S,2021-11-05T00:03:28.3Z,1,REGULAR,freethrow,2 of 2,[],202693,,,1610612748,22,16,2021-11-05T00:03:28Z,1340000,,,0,,M. Morris Free Throw 2 of 2 (2 PTS),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
136,PT00M49.60S,2021-11-05T00:03:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.652431011826544,45.83333333333333,1610612738,22,18,2021-11-05T00:03:45Z,1350000,21.0,10.0,1,left,D. Schroder driving finger roll Layup (2 PTS),[203471],1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,2.31,Made,,,,,,,,,,,,,2.0,,,,,
137,PT00M33.20S,2021-11-05T00:03:59.9Z,1,REGULAR,2pt,Jump Shot,[],1629639,77.21747700394218,49.754901960784316,1610612748,22,18,2021-11-05T00:04:05Z,1360000,-1.0,162.0,1,right,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,16.17,Missed,,,,,,,,,,,,,,,,,,
138,PT00M28.00S,2021-11-05T00:04:05.1Z,1,REGULAR,rebound,offensive,[],202693,,,1610612748,22,18,2021-11-05T00:07:27Z,1370000,,,0,,M. Morris REBOUND (Off:1 Def:0),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,,
139,PT00M25.90S,2021-11-05T00:04:08.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203473,88.64980289093299,55.392156862745104,1610612748,24,18,2021-11-05T00:04:31Z,1380000,27.0,54.0,1,right,D. Dedmon 6' Hook (2 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,6.06,Made,,,,,,,,,,,,,2.0,,,,,
141,PT00M03.50S,2021-11-05T00:04:33.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,19.398817345597898,94.36274509803921,1610612738,24,18,2021-11-05T00:04:39Z,1400000,-222.0,130.0,1,left,MISS A. Nesmith 25' fadeaway 3PT,[1630174],1610612738.0,BOS,fadeaway,,,Nesmith,A. Nesmith,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
142,PT00M03.50S,2021-11-05T00:04:33.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,18,2021-11-05T00:04:39Z,1410000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT00M00.10S,2021-11-05T00:04:40.7Z,1,REGULAR,3pt,Jump Shot,[],202693,58.16360052562418,71.81372549019608,1610612748,24,18,2021-11-05T00:05:36Z,1415000,109.0,341.0,1,right,MISS M. Morris 35' pullup 3PT,[202693],1610612748.0,MIA,pullup,,,Morris,M. Morris,,,,,35.78,Missed,,,,,,,,,,,,,,,,,,
145,PT00M00.10S,2021-11-05T00:04:40.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,24,18,2021-11-05T00:05:36Z,1417500,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2021-11-05T00:04:48.3Z,1,REGULAR,period,end,[],0,,,1610612748,24,18,2021-11-05T00:04:48Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-05T00:07:16.8Z,2,REGULAR,period,start,[],0,,,1610612738,24,18,2021-11-05T00:07:16Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M46.00S,2021-11-05T00:07:30.6Z,2,REGULAR,3pt,Jump Shot,[],1630174,22.421156373193167,88.48039215686273,1610612738,24,21,2021-11-05T00:07:35Z,1440000,-192.0,158.0,1,left,A. Nesmith 24' 3PT  (5 PTS) (D. Schroder 2 AST),"[1630174, 203471]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.92,Made,,,,,,,,,,,,,5.0,D. Schroder,203471.0,2.0,,
149,PT11M27.00S,2021-11-05T00:07:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202693,82.34231274638634,48.77450980392157,1610612748,26,21,2021-11-05T00:07:54Z,1460000,-6.0,113.0,1,right,M. Morris 11' pullup Jump Shot (4 PTS),[202693],1610612748.0,MIA,pullup,,,Morris,M. Morris,,,,,11.37,Made,,,,,,,,,,,,,4.0,,,,,
150,PT11M09.00S,2021-11-05T00:08:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.915243101182654,54.90196078431373,1610612738,26,21,2021-11-05T00:08:14Z,1470000,-25.0,13.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
151,PT11M05.00S,2021-11-05T00:08:10.0Z,2,REGULAR,rebound,defensive,[],202693,,,1610612748,26,21,2021-11-05T00:08:14Z,1480000,,,0,,M. Morris REBOUND (Off:1 Def:1),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,150.0,2.0,1.0,1.0,,,,,,,,,,,,,,
152,PT10M50.00S,2021-11-05T00:08:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.9060446780552,45.83333333333333,1610612748,28,21,2021-11-05T00:08:30Z,1490000,-21.0,5.0,1,right,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,2.13,Made,,,,,,,,,,,,,2.0,,,,,
153,PT10M38.00S,2021-11-05T00:08:38.2Z,2,REGULAR,turnover,lost ball,[],203953,,,1610612738,28,21,2021-11-05T00:08:43Z,1500000,,,0,,J. Parker lost ball TURNOVER (1 TO),"[203953, 1629639]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,1.0,Herro,1629639.0,,,,,,
154,PT10M38.00S,2021-11-05T00:08:38.2Z,2,REGULAR,steal,,[],1629639,,,1610612748,28,21,2021-11-05T00:08:42Z,1510000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M32.00S,2021-11-05T00:08:47.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,28,21,2021-11-05T00:08:47Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M32.00S,2021-11-05T00:08:55.2Z,2,REGULAR,substitution,out,[],203473,,,1610612748,28,21,2021-11-05T00:09:09Z,1530000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M32.00S,2021-11-05T00:08:55.2Z,2,REGULAR,substitution,out,[],203953,,,1610612748,28,21,2021-11-05T00:09:09Z,1540000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M32.00S,2021-11-05T00:08:55.2Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,28,21,2021-11-05T00:09:09Z,1550000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M32.00S,2021-11-05T00:08:55.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,28,21,2021-11-05T00:09:09Z,1560000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M31.00S,2021-11-05T00:09:20.7Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,28,21,2021-11-05T00:09:29Z,1570000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,202007.0,,,,,1.0,,,,,,,,
161,PT10M13.00S,2021-11-05T00:09:44.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,28,21,2021-11-05T00:09:44Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M13.00S,2021-11-05T00:09:46.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,28,21,2021-11-05T00:09:51Z,1590000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M13.00S,2021-11-05T00:09:46.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,28,21,2021-11-05T00:09:51Z,1600000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M06.00S,2021-11-05T00:10:05.5Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,28,21,2021-11-05T00:17:17Z,1610000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 200768]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,
165,PT10M06.00S,2021-11-05T00:10:05.5Z,2,REGULAR,steal,,[],200768,,,1610612748,28,21,2021-11-05T00:10:08Z,1620000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M01.00S,2021-11-05T00:10:10.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,77.34888304862024,8.088235294117647,1610612748,28,21,2021-11-05T00:17:49Z,1630000,-210.0,160.0,1,right,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
167,PT09M57.00S,2021-11-05T00:10:15.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,21,2021-11-05T00:10:15Z,1640000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,166.0,4.0,4.0,0.0,,,,,,,,,,,,,,
168,PT09M56.00S,2021-11-05T00:10:26.9Z,2,REGULAR,foul,personal,[],200768,,,1610612738,28,21,2021-11-05T00:10:46Z,1650000,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 203471]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,203591.0,2.0,0.0,Schroder,203471.0,,,,,,,,,
170,PT09M48.00S,2021-11-05T00:10:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.046649145860711,49.01960784313725,1610612738,28,23,2021-11-05T00:10:56Z,1670000,5.0,14.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.45,Made,,,,,,,,,,,,,4.0,J. Tatum,1628369.0,2.0,,
172,PT09M41.00S,2021-11-05T00:11:07.6Z,2,REGULAR,foul,personal,[],1629641,,,1610612748,28,23,2021-11-05T00:11:14Z,1690000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 200768]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,203591.0,1.0,0.0,Lowry,200768.0,,,,,,,,,
174,PT09M29.00S,2021-11-05T00:11:31.5Z,2,REGULAR,turnover,bad pass,[],202693,,,1610612748,28,23,2021-11-05T00:11:37Z,1710000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[202693, 1629057]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,,,,,,
175,PT09M29.00S,2021-11-05T00:11:31.5Z,2,REGULAR,steal,,[],1629057,,,1610612738,28,23,2021-11-05T00:15:08Z,1720000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M21.00S,2021-11-05T00:11:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,6.521024967148489,48.529411764705884,1610612738,28,23,2021-11-05T00:12:05Z,1730000,7.0,9.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
177,PT09M17.00S,2021-11-05T00:11:42.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,28,23,2021-11-05T00:12:00Z,1740000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,
