actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
357,PT11M04.00S,2021-12-09T01:59:48.4Z,3,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,47,53,2021-12-09T01:59:54Z,3470000,,,0,,B. Portis bad pass out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,bad pass,,,Portis,B. Portis,,,,,,,,,,,201640.0,1.0,,,,,,,,,,,,,
358,PT10M56.00S,2021-12-09T02:00:17.9Z,3,REGULAR,foul,personal,[],1626171,,,1610612748,47,53,2021-12-09T02:00:35Z,3480000,,,0,,B. Portis personal FOUL (2 PF),"[1626171, 1629130]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,203591.0,,,,,,,,2.0,0.0,Robinson,1629130.0,,,
360,PT10M56.00S,2021-12-09T02:00:47.4Z,3,REGULAR,foul,offensive,[],1628997,,,1610612748,47,53,2021-12-09T02:01:01Z,3500000,,,0,,C. Martin off-the-ball offensive FOUL (2 PF),"[1628997, 1626171]",1610612748.0,MIA,off-the-ball,,,Martin,C. Martin,,,,,,,,,,,203591.0,,,,,,,,2.0,0.0,Portis,1626171.0,,,
362,PT10M56.00S,2021-12-09T02:00:47.4Z,3,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,47,53,2021-12-09T02:00:47Z,3520000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,203591.0,1.0,,,,,,,,,,,,,
363,PT10M33.00S,2021-12-09T02:01:11.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628960,86.5473061760841,37.745098039215684,1610612749,47,55,2021-12-09T02:01:16Z,3530000,-61.0,74.0,1,right,G. Allen 9' floating Jump Shot (5 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,floating,,,Allen,G. Allen,,,,,9.61,Made,,,,,,,5.0,,,J. Holiday,201950.0,2.0,,,,,,,
365,PT10M22.00S,2021-12-09T02:01:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.703679369250986,45.09803921568628,1610612748,47,55,2021-12-09T02:01:28Z,3550000,25.0,20.0,1,left,MISS D. Robinson cutting Layup - blocked,"[1629130, 203507]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,3.16,Missed,,,,,,,,Antetokounmpo,203507.0,,,,,,,,,,
366,PT10M22.00S,2021-12-09T02:01:22.1Z,3,REGULAR,block,,[],203507,,,1610612748,47,55,2021-12-09T02:01:25Z,3560000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT10M18.00S,2021-12-09T02:01:26.1Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,47,55,2021-12-09T02:01:28Z,3570000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
368,PT10M15.00S,2021-12-09T02:01:29.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,91.5407358738502,2.696078431372549,1610612749,47,55,2021-12-09T02:01:34Z,3580000,-237.0,27.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
369,PT10M12.00S,2021-12-09T02:01:32.8Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,47,55,2021-12-09T02:01:34Z,3590000,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,368.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
370,PT10M05.00S,2021-12-09T02:01:39.5Z,3,REGULAR,3pt,Jump Shot,[],200768,28.86005256241787,13.480392156862745,1610612748,47,55,2021-12-09T02:10:14Z,3600000,183.0,219.0,1,left,MISS K. Lowry 28' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,28.5,Missed,,,,,,,,,,,,,,,,,,,
371,PT10M00.00S,2021-12-09T02:01:44.5Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,47,55,2021-12-09T02:01:50Z,3610000,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,370.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
372,PT09M54.00S,2021-12-09T02:01:51.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],200768,31.225361366622867,22.794117647058822,1610612748,47,55,2021-12-09T02:01:57Z,3620000,136.0,241.0,1,left,MISS K. Lowry 27' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,,
373,PT09M49.00S,2021-12-09T02:01:56.1Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,47,55,2021-12-09T02:01:57Z,3630000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,372.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
374,PT09M41.00S,2021-12-09T02:02:03.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,86.2023653088042,41.92708333333333,1610612749,47,55,2021-12-09T02:02:20Z,3640000,-40.0,77.0,1,right,MISS K. Middleton 8' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,8.71,Missed,,,,,,,,,,,,,,,,,,,
375,PT09M38.00S,2021-12-09T02:02:06.5Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,47,55,2021-12-09T02:02:20Z,3650000,,,0,,D. Dedmon REBOUND (Off:2 Def:7),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,374.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
376,PT09M36.00S,2021-12-09T02:02:14.5Z,3,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612748,47,55,2021-12-09T02:02:26Z,3660000,,,0,,B. Portis shooting personal FOUL (3 PF) (Martin 2 FT),"[1626171, 1628997]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Martin,1628997.0,,,
378,PT09M36.00S,2021-12-09T02:02:48.6Z,3,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,48,55,2021-12-09T02:02:48Z,3680000,,,0,,C. Martin Free Throw 1 of 2 (21 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,,,21.0,,,,,,,,,,,,
379,PT09M36.00S,2021-12-09T02:03:03.6Z,3,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,49,55,2021-12-09T02:03:03Z,3690000,,,0,,C. Martin Free Throw 2 of 2 (22 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,,,,,,,22.0,,,,,,,,,,,,
380,PT09M28.00S,2021-12-09T02:03:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.9060446780552,45.83333333333333,1610612749,49,57,2021-12-09T02:03:22Z,3700000,-21.0,5.0,1,right,G. Antetokounmpo Layup (11 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.13,Made,,,,,,,11.0,,,J. Holiday,201950.0,3.0,,,,,,,
382,PT09M28.00S,2021-12-09T02:03:24.5Z,3,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612749,49,57,2021-12-09T02:03:37Z,3720000,,,0,,C. Martin shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[1628997, 203507]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Antetokounmpo,203507.0,,,
384,PT09M28.00S,2021-12-09T02:03:31.3Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,49,57,2021-12-09T02:03:50Z,3740000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M28.00S,2021-12-09T02:03:31.3Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,49,57,2021-12-09T02:03:50Z,3750000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT09M28.00S,2021-12-09T02:03:58.1Z,3,REGULAR,substitution,out,[],203473,,,1610612749,49,57,2021-12-09T02:04:02Z,3760000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M28.00S,2021-12-09T02:03:58.1Z,3,REGULAR,substitution,in,[],1629644,,,1610612749,49,57,2021-12-09T02:04:02Z,3770000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT09M28.00S,2021-12-09T02:04:22.9Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,49,57,2021-12-09T02:04:26Z,3780000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
389,PT09M25.00S,2021-12-09T02:04:25.9Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,49,57,2021-12-09T02:04:26Z,3790000,,,0,,K. Okpala REBOUND (Off:0 Def:3),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,388.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
390,PT09M08.00S,2021-12-09T02:04:41.7Z,3,REGULAR,3pt,Jump Shot,[],200782,6.652431011826544,3.1862745098039214,1610612748,52,57,2021-12-09T02:04:50Z,3800000,234.0,10.0,1,left,P. Tucker 3PT  (5 PTS) (C. Martin 1 AST),"[200782, 1628997]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.43,Made,,,,,,,5.0,,,C. Martin,1628997.0,1.0,,,,,,,
392,PT08M51.00S,2021-12-09T02:04:58.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,92.90407358738501,37.15533088235294,1610612749,52,57,2021-12-09T02:05:15Z,3820000,-64.0,14.0,1,right,MISS K. Middleton 6' driving bank Shot,[203114],1610612749.0,MIL,driving bank,,,Middleton,K. Middleton,,,,,6.58,Missed,,,,,,,,,,,,,,,,,,,
393,PT08M46.00S,2021-12-09T02:05:03.3Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,52,57,2021-12-09T02:05:15Z,3830000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,392.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
394,PT08M38.00S,2021-12-09T02:05:11.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628997,6.652431011826544,49.754901960784316,1610612748,54,57,2021-12-09T02:05:22Z,3840000,1.0,10.0,1,left,C. Martin driving DUNK (24 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,1.01,Made,,,,,,,24.0,,,,,,,,,,,,
395,PT08M21.00S,2021-12-09T02:05:33.2Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612749,54,57,2021-12-09T02:05:40Z,3850000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Connaughton 2 FT),"[1629130, 1626192]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,203592.0,,,,,,,,2.0,0.0,Connaughton,1626192.0,,,
397,PT08M21.00S,2021-12-09T02:05:57.8Z,3,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,54,58,2021-12-09T02:06:14Z,3870000,,,0,,P. Connaughton Free Throw 1 of 2 (4 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
398,PT08M21.00S,2021-12-09T02:05:57.8Z,3,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,54,58,2021-12-09T02:06:14Z,3880000,,,0,,MISS P. Connaughton Free Throw 2 of 2,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
399,PT08M19.00S,2021-12-09T02:05:59.8Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,54,58,2021-12-09T02:06:14Z,3890000,,,0,,K. Okpala REBOUND (Off:0 Def:4),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,398.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
400,PT08M04.00S,2021-12-09T02:06:27.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],200782,11.432325886990801,50.78125,1610612748,56,58,2021-12-09T02:06:48Z,3900000,-4.0,55.0,1,left,P. Tucker turnaround Hook (7 PTS) (C. Martin 2 AST),"[200782, 1628997]",1610612748.0,MIA,turnaround,,,Tucker,P. Tucker,,,,,5.51,Made,,,,,,,7.0,,,C. Martin,1628997.0,2.0,,,,,,,
402,PT07M56.00S,2021-12-09T02:06:43.3Z,3,REGULAR,foul,offensive,[],203114,,,1610612749,56,58,2021-12-09T02:06:58Z,3920000,,,0,,K. Middleton off-the-ball offensive FOUL (2 PF),"[203114, 200768]",1610612749.0,MIL,off-the-ball,,,Middleton,K. Middleton,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Lowry,200768.0,,,
406,PT07M56.00S,2021-12-09T02:06:43.3Z,3,REGULAR,turnover,offensive foul,[],203114,,,1610612749,56,58,2021-12-09T02:06:43Z,3940000,,,0,,K. Middleton offensive foul TURNOVER (3 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,201640.0,3.0,,,,,,,,,,,,,
407,PT07M42.00S,2021-12-09T02:07:02.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,32.670827858081466,47.05882352941176,1610612748,56,58,2021-12-09T02:07:07Z,3950000,15.0,255.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
408,PT07M39.00S,2021-12-09T02:07:05.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,56,58,2021-12-09T02:07:07Z,3960000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
409,PT07M28.00S,2021-12-09T02:07:17.1Z,3,REGULAR,3pt,Jump Shot,[],1628960,92.46057818659659,2.696078431372549,1610612749,56,61,2021-12-09T02:07:24Z,3970000,-237.0,18.0,1,right,G. Allen 3PT  (8 PTS) (G. Antetokounmpo 2 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.72,Made,,,,,,,8.0,,,G. Antetokounmpo,203507.0,2.0,,,,,,,
411,PT07M10.00S,2021-12-09T02:07:34.1Z,3,REGULAR,3pt,Jump Shot,[],200768,30.042706964520367,22.794117647058822,1610612748,59,61,2021-12-09T02:07:39Z,3990000,136.0,230.0,1,left,K. Lowry 26' 3PT  (7 PTS) (P. Tucker 4 AST),"[200768, 200782]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,26.71,Made,,,,,,,7.0,,,P. Tucker,200782.0,4.0,,,,,,,
413,PT07M02.00S,2021-12-09T02:07:47.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,59,61,2021-12-09T02:07:47Z,4010000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M02.00S,2021-12-09T02:07:47.8Z,3,REGULAR,memo,,[],0,,,1610612749,59,61,2021-12-09T02:17:46Z,4020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami - Martin - Career High Points
415,PT07M02.00S,2021-12-09T02:07:49.0Z,3,REGULAR,substitution,out,[],200782,,,1610612749,59,61,2021-12-09T02:11:11Z,4030000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M02.00S,2021-12-09T02:07:49.0Z,3,REGULAR,substitution,out,[],203507,,,1610612749,59,61,2021-12-09T02:11:11Z,4040000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M02.00S,2021-12-09T02:07:49.0Z,3,REGULAR,substitution,in,[],1629639,,,1610612749,59,61,2021-12-09T02:11:11Z,4050000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M02.00S,2021-12-09T02:07:49.0Z,3,REGULAR,substitution,in,[],202326,,,1610612749,59,61,2021-12-09T02:11:11Z,4060000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M53.00S,2021-12-09T02:11:27.2Z,3,REGULAR,2pt,Jump Shot,[],201950,78.26872536136662,31.372549019607842,1610612749,59,61,2021-12-09T02:11:33Z,4070000,-93.0,152.0,1,right,MISS J. Holiday 17' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,17.81,Missed,,,,,,,,,,,,,,,,,,,
420,PT06M50.00S,2021-12-09T02:11:30.2Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,59,61,2021-12-09T02:11:33Z,4080000,,,0,,K. Okpala REBOUND (Off:0 Def:5),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,419.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
421,PT06M35.00S,2021-12-09T02:11:45.7Z,3,REGULAR,3pt,Jump Shot,[],200768,35.65620893561104,41.17647058823529,1610612748,59,61,2021-12-09T02:11:59Z,4090000,44.0,283.0,1,left,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,28.61,Missed,,,,,,,,,,,,,,,,,,,
422,PT06M31.00S,2021-12-09T02:11:49.7Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,59,61,2021-12-09T02:11:59Z,4100000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,421.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
423,PT06M26.00S,2021-12-09T02:11:53.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,72.09264126149803,12.5,1610612749,59,61,2021-12-09T02:12:02Z,4110000,-188.0,210.0,1,right,MISS G. Allen 28' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,28.14,Missed,,,,,,,,,,,,,,,,,,,
424,PT06M24.00S,2021-12-09T02:11:55.8Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,59,61,2021-12-09T02:12:02Z,4120000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,423.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
425,PT06M14.00S,2021-12-09T02:12:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200768,5.732588699080158,48.03921568627451,1610612748,61,61,2021-12-09T02:12:13Z,4130000,10.0,1.0,1,left,K. Lowry cutting Layup (9 PTS) (T. Herro 2 AST),"[200768, 1629639]",1610612748.0,MIA,cutting,,,Lowry,K. Lowry,,,,,0.99,Made,,,,,,,9.0,,,T. Herro,1629639.0,2.0,,,,,,,
427,PT06M00.00S,2021-12-09T02:12:20.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,88.64980289093299,50.73529411764706,1610612749,61,63,2021-12-09T02:12:35Z,4150000,4.0,54.0,1,right,J. Holiday driving Hook (13 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,5.43,Made,,,,,,,13.0,,,,,,,,,,,,
428,PT05M33.00S,2021-12-09T02:12:46.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629644,9.674770039421814,51.71568627450981,1610612748,63,63,2021-12-09T02:13:05Z,4160000,-9.0,38.0,1,left,K. Okpala driving floating Jump Shot (7 PTS),[1629644],1610612748.0,MIA,driving floating,,,Okpala,K. Okpala,,,,,3.94,Made,,,,,,,7.0,,,,,,,,,,,,
429,PT05M23.00S,2021-12-09T02:12:57.6Z,3,REGULAR,3pt,Jump Shot,[],201950,69.59592641261499,70.83333333333334,1610612749,63,66,2021-12-09T02:13:12Z,4170000,104.0,233.0,1,right,J. Holiday 25' 3PT  (16 PTS) (D. Cousins 2 AST),"[201950, 202326]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.55,Made,,,,,,,16.0,,,D. Cousins,202326.0,2.0,,,,,,,
431,PT05M07.00S,2021-12-09T02:13:21.3Z,3,REGULAR,foul,personal,[],202326,,,1610612748,63,66,2021-12-09T02:13:43Z,4190000,,,0,,D. Cousins personal FOUL (2 PF),"[202326, 1629644]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,203592.0,,,,,,,,2.0,0.0,Okpala,1629644.0,,,
433,PT05M07.00S,2021-12-09T02:13:37.4Z,3,REGULAR,substitution,out,[],1628960,,,1610612748,63,66,2021-12-09T02:13:40Z,4210000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M07.00S,2021-12-09T02:13:37.4Z,3,REGULAR,substitution,in,[],203918,,,1610612748,63,66,2021-12-09T02:13:40Z,4220000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M58.00S,2021-12-09T02:13:49.3Z,3,REGULAR,3pt,Jump Shot,[],200768,7.178055190538765,2.696078431372549,1610612748,66,66,2021-12-09T02:13:55Z,4230000,237.0,15.0,1,left,K. Lowry 3PT  (12 PTS) (T. Herro 3 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,23.7,Made,,,,,,,12.0,,,T. Herro,1629639.0,3.0,,,,,,,
437,PT04M45.00S,2021-12-09T02:14:01.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.9060446780552,47.05882352941176,1610612749,66,68,2021-12-09T02:14:07Z,4250000,-15.0,5.0,1,right,J. Holiday driving Layup (18 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.55,Made,,,,,,,18.0,,,,,,,,,,,,
438,PT04M25.00S,2021-12-09T02:14:21.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,6.389618922470433,4.166666666666666,1610612748,69,68,2021-12-09T02:14:29Z,4260000,229.0,8.0,1,left,D. Robinson 3PT  (6 PTS) (K. Lowry 10 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,22.93,Made,,,,,,,6.0,,,K. Lowry,200768.0,10.0,,,,,,,
440,PT04M03.00S,2021-12-09T02:14:44.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626192,89.43823915900131,50.49019607843137,1610612749,69,70,2021-12-09T02:14:59Z,4280000,2.0,47.0,1,right,P. Connaughton driving Hook (6 PTS),[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,4.69,Made,,,,,,,6.0,,,,,,,,,,,,
441,PT03M52.00S,2021-12-09T02:14:57.7Z,3,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,69,70,2021-12-09T02:15:07Z,4290000,,,0,,T. Herro step out-of-bounds TURNOVER (7 TO),[1629639],1610612748.0,MIA,step,,,Herro,T. Herro,,,,,,,,,,,203591.0,7.0,,,,,,,,,,,,,
442,PT03M52.00S,2021-12-09T02:15:06.2Z,3,REGULAR,substitution,out,[],203114,,,1610612749,69,70,2021-12-09T02:15:13Z,4300000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M52.00S,2021-12-09T02:15:06.2Z,3,REGULAR,substitution,in,[],1630606,,,1610612749,69,70,2021-12-09T02:15:13Z,4310000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M36.00S,2021-12-09T02:15:32.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,85.89027595269383,49.26470588235294,1610612749,69,72,2021-12-09T02:15:51Z,4320000,-4.0,80.0,1,right,J. Holiday 8' turnaround fadeaway Jump Shot (20 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,8.02,Made,,,,,,,20.0,,,,,,,,,,,,
445,PT03M36.00S,2021-12-09T02:15:41.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,69,72,2021-12-09T02:15:41Z,4330000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,69,72,2021-12-09T02:18:40Z,4340000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,out,[],1626192,,,1610612748,69,72,2021-12-09T02:18:40Z,4350000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,69,72,2021-12-09T02:18:40Z,4360000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M36.00S,2021-12-09T02:17:52.8Z,3,REGULAR,substitution,in,[],203507,,,1610612748,69,72,2021-12-09T02:18:40Z,4370000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
