actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
89,PT05M02.00S,2021-12-09T00:58:49.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201950,19.49737187910644,51.71568627450981,1610612749,19,14,2021-12-09T01:23:49Z,890000,-9.0,131.0,1,left,J. Holiday 13' pullup Jump Shot (6 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,13.11,Made,,,,,,,6.0,,,,,,,,,,,,
90,PT04M46.00S,2021-12-09T00:59:11.9Z,1,REGULAR,foul,offensive,[],1630209,,,1610612748,19,14,2021-12-09T01:24:05Z,900000,,,0,,O. Yurtseven charge offensive FOUL (1 PF),"[1630209, 203918]",1610612748.0,MIA,charge,,,Yurtseven,O. Yurtseven,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Hood,203918.0,,,
92,PT04M46.00S,2021-12-09T00:59:11.9Z,1,REGULAR,turnover,offensive foul,[],1630209,,,1610612748,19,14,2021-12-09T01:24:05Z,920000,,,0,,O. Yurtseven offensive foul TURNOVER (1 TO),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
93,PT04M46.00S,2021-12-09T00:59:23.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,19,14,2021-12-09T00:59:37Z,930000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2021-12-09T00:59:23.0Z,1,REGULAR,substitution,in,[],1630606,,,1610612749,19,14,2021-12-09T00:59:37Z,940000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2021-12-09T00:59:39.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,19,14,2021-12-09T01:24:31Z,950000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,,
97,PT04M28.00S,2021-12-09T00:59:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630606,17.000657030223394,95.34313725490196,1610612749,19,17,2021-12-09T01:24:52Z,960000,-227.0,107.0,1,left,J. Smart 25' 3PT step back (3 PTS) (D. Cousins 1 AST),"[1630606, 202326]",1610612749.0,MIL,step back,,,Smart,J. Smart,,,,,25.08,Made,,,,,,,3.0,,,D. Cousins,202326.0,1.0,,,,,,,
99,PT04M11.00S,2021-12-09T01:00:13.4Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,19,17,2021-12-09T01:25:15Z,980000,,,0,,K. Lowry step out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,step,,,Lowry,K. Lowry,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
100,PT03M53.00S,2021-12-09T01:00:36.0Z,1,REGULAR,turnover,bad pass,[],202326,,,1610612749,19,17,2021-12-09T01:25:34Z,990000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1629639]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,1.0,,,,,,,,,,,Herro,1629639.0,
101,PT03M53.00S,2021-12-09T01:00:36.0Z,1,REGULAR,steal,,[],1629639,,,1610612748,19,17,2021-12-09T01:00:40Z,1000000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M39.00S,2021-12-09T01:00:50.3Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,19,17,2021-12-09T01:25:48Z,1010000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 202326]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,1.0,,,,,,,,,,,Cousins,202326.0,
103,PT03M39.00S,2021-12-09T01:00:50.3Z,1,REGULAR,steal,,[],202326,,,1610612749,19,17,2021-12-09T01:00:53Z,1020000,,,0,,D. Cousins STEAL (1 STL),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M19.00S,2021-12-09T01:01:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202326,29.747043363994734,24.264705882352942,1610612749,19,17,2021-12-09T01:26:02Z,1030000,129.0,227.0,1,left,MISS D. Cousins 26' 3PT,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M17.00S,2021-12-09T01:01:11.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,19,17,2021-12-09T01:26:02Z,1040000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,
106,PT03M17.00S,2021-12-09T01:01:25.6Z,1,REGULAR,foul,personal,[],1630606,,,1610612748,19,17,2021-12-09T01:26:28Z,1050000,,,0,,J. Smart loose ball personal FOUL (1 PF),"[1630606, 200768]",1610612749.0,MIL,loose ball,,,Smart,J. Smart,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,
108,PT03M17.00S,2021-12-09T01:01:45.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,19,17,2021-12-09T01:01:45Z,1070000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612748,19,17,2021-12-09T01:04:35Z,1080000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,19,17,2021-12-09T01:04:35Z,1090000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,out,[],201950,,,1610612748,19,17,2021-12-09T01:04:35Z,1100000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,19,17,2021-12-09T01:04:35Z,1110000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,in,[],200782,,,1610612748,19,17,2021-12-09T01:04:35Z,1120000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2021-12-09T01:04:10.8Z,1,REGULAR,substitution,in,[],203507,,,1610612748,19,17,2021-12-09T01:04:35Z,1130000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M03.00S,2021-12-09T01:04:58.9Z,1,REGULAR,turnover,lost ball,[],1630209,,,1610612748,19,17,2021-12-09T01:05:30Z,1140000,,,0,,O. Yurtseven lost ball TURNOVER (2 TO),"[1630209, 203918]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,2.0,,,,,,,,,,,Hood,203918.0,
116,PT03M03.00S,2021-12-09T01:04:58.9Z,1,REGULAR,steal,,[],203918,,,1610612749,19,17,2021-12-09T01:24:48Z,1150000,,,0,,R. Hood STEAL (1 STL),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M00.00S,2021-12-09T01:05:07.8Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612749,19,17,2021-12-09T01:05:17Z,1160000,,,0,,O. Yurtseven shooting personal FOUL (2 PF) (Smart 2 FT),"[1630209, 1630606]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Smart,1630606.0,,,
119,PT03M00.00S,2021-12-09T01:05:24.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630606,,,1610612749,19,18,2021-12-09T01:05:24Z,1180000,,,0,,J. Smart Free Throw 1 of 2 (4 PTS),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
120,PT03M00.00S,2021-12-09T01:05:35.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630606,,,1610612749,19,19,2021-12-09T01:05:35Z,1190000,,,0,,J. Smart Free Throw 2 of 2 (5 PTS),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
121,PT02M41.00S,2021-12-09T01:05:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,93.38042049934296,57.107843137254896,1610612748,21,19,2021-12-09T01:13:24Z,1200000,36.0,10.0,1,right,O. Yurtseven cutting Layup (2 PTS) (K. Lowry 4 AST),"[1630209, 200768]",1610612748.0,MIA,cutting,,,Yurtseven,O. Yurtseven,,,,,3.68,Made,,,,,,,2.0,,,K. Lowry,200768.0,4.0,,,,,,,
123,PT02M24.00S,2021-12-09T01:06:12.4Z,1,REGULAR,2pt,Jump Shot,[],203507,22.026938239159,64.95098039215686,1610612749,21,19,2021-12-09T01:13:36Z,1220000,-75.0,155.0,1,left,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,17.17,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M24.00S,2021-12-09T01:06:12.4Z,1,REGULAR,rebound,offensive,[],203918,,,1610612749,21,19,2021-12-09T01:06:21Z,1230000,,,0,,R. Hood REBOUND (Off:1 Def:0),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
125,PT02M24.00S,2021-12-09T01:06:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203918,8.754927726675426,56.86274509803921,1610612749,21,21,2021-12-09T01:06:24Z,1240000,-34.0,30.0,1,left,R. Hood Jump Shot (2 PTS),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,4.54,Made,,,,,,,2.0,,,,,,,,,,,,
126,PT02M24.00S,2021-12-09T01:06:23.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629216,,,1610612749,21,21,2021-12-09T01:06:32Z,1250000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Hood 1 FT),"[1629216, 203918]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,203592.0,,,,,,,,1.0,0.0,Hood,203918.0,,,
128,PT02M24.00S,2021-12-09T01:06:42.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203918,,,1610612749,21,22,2021-12-09T01:06:42Z,1270000,,,0,,R. Hood Free Throw 1 of 1 (3 PTS),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
129,PT02M05.00S,2021-12-09T01:07:09.7Z,1,REGULAR,turnover,traveling,[],200768,,,1610612748,21,22,2021-12-09T01:07:18Z,1280000,,,0,,K. Lowry traveling TURNOVER (2 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,201640.0,2.0,,,,,,,,,,,,,
130,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,out,[],200768,,,1610612749,21,22,2021-12-09T01:07:36Z,1290000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,out,[],203918,,,1610612749,21,22,2021-12-09T01:07:36Z,1300000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,out,[],202326,,,1610612749,21,22,2021-12-09T01:07:36Z,1310000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,in,[],1629622,,,1610612749,21,22,2021-12-09T01:07:36Z,1320000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,21,22,2021-12-09T01:07:36Z,1330000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M05.00S,2021-12-09T01:07:14.4Z,1,REGULAR,substitution,in,[],202083,,,1610612749,21,22,2021-12-09T01:07:36Z,1340000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M48.00S,2021-12-09T01:07:56.2Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,21,22,2021-12-09T01:08:00Z,1350000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1629216]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2.0,,,,,,,,,,,Vincent,1629216.0,
137,PT01M48.00S,2021-12-09T01:07:56.2Z,1,REGULAR,steal,,[],1629216,,,1610612748,21,22,2021-12-09T01:25:00Z,1360000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M44.00S,2021-12-09T01:08:22.9Z,1,REGULAR,substitution,out,[],1630209,,,1610612748,21,22,2021-12-09T01:08:26Z,1370000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M44.00S,2021-12-09T01:08:22.9Z,1,REGULAR,substitution,in,[],1629644,,,1610612748,21,22,2021-12-09T01:08:26Z,1380000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M41.00S,2021-12-09T01:08:55.4Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612748,21,22,2021-12-09T01:08:55Z,1390000,,,0,,Jump Ball M. Strus vs. J. Smart: Tip to G. Vincent,"[1629216, 1629622, 1630606]",1610612748.0,MIA,heldball,G. Vincent,1629216.0,Vincent,G. Vincent,Strus,1629622.0,Smart,1630606.0,,,,,,,,,,,,,,,,,,,,,
143,PT01M30.00S,2021-12-09T01:09:06.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,91.01511169513797,0.9803921568627451,1610612748,21,22,2021-12-09T01:09:12Z,1420000,-245.0,32.0,1,right,MISS P. Tucker 24' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M24.00S,2021-12-09T01:09:12.2Z,1,REGULAR,rebound,defensive,[],1630606,,,1610612749,21,22,2021-12-09T01:09:12Z,1430000,,,0,,J. Smart REBOUND (Off:0 Def:1),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
145,PT01M18.00S,2021-12-09T01:09:18.3Z,1,REGULAR,2pt,Jump Shot,[],203507,6.1268068331143235,72.05882352941177,1610612749,21,22,2021-12-09T01:09:24Z,1440000,-110.0,5.0,1,left,MISS G. Antetokounmpo 11' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,11.04,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M13.00S,2021-12-09T01:09:23.3Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,21,22,2021-12-09T01:09:24Z,1450000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
147,PT01M09.00S,2021-12-09T01:09:26.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,69.99014454664915,17.401960784313726,1610612748,24,22,2021-12-09T01:09:39Z,1460000,-163.0,230.0,1,right,T. Herro 28' 3PT pullup (3 PTS) (G. Vincent 1 AST),"[1629639, 1629216]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,28.16,Made,,,,,,,3.0,,,G. Vincent,1629216.0,1.0,,,,,,,
148,PT01M01.00S,2021-12-09T01:09:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630606,35.167542706964525,48.03921568627451,1610612749,24,22,2021-12-09T01:18:48Z,1470000,10.0,278.0,1,left,MISS J. Smart 27' pullup 3PT,[1630606],1610612749.0,MIL,pullup,,,Smart,J. Smart,,,,,27.83,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M01.00S,2021-12-09T01:09:34.5Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,24,22,2021-12-09T01:09:42Z,1480000,,,0,,K. Okpala REBOUND (Off:0 Def:1),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
151,PT00M48.00S,2021-12-09T01:09:56.4Z,1,REGULAR,foul,offensive,['inpenalty'],200782,,,1610612748,24,22,2021-12-09T01:10:16Z,1490000,,,0,,P. Tucker off-the-ball offensive FOUL (1 PF),"[200782, 202083]",1610612748.0,MIA,off-the-ball,,,Tucker,P. Tucker,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Matthews,202083.0,,,
153,PT00M48.00S,2021-12-09T01:09:56.4Z,1,REGULAR,turnover,offensive foul,[],200782,,,1610612748,24,22,2021-12-09T01:09:56Z,1510000,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,203591.0,1.0,,,,,,,,,,,,,
154,PT00M48.00S,2021-12-09T01:10:20.1Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612749,24,22,2021-12-09T01:10:20Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M32.00S,2021-12-09T01:11:12.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630606,7.703679369250986,95.83333333333334,1610612749,24,22,2021-12-09T01:11:21Z,1530000,-229.0,20.0,1,left,MISS J. Smart 3PT - blocked,"[1630606, 1629216]",1610612749.0,MIL,,,,Smart,J. Smart,,,,,23.01,Missed,,,,,,,,Vincent,1629216.0,,,,,,,,,,
156,PT00M32.00S,2021-12-09T01:11:12.8Z,1,REGULAR,block,,[],1629216,,,1610612749,24,22,2021-12-09T01:11:17Z,1540000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M26.80S,2021-12-09T01:11:18.0Z,1,REGULAR,rebound,offensive,[],1630606,,,1610612749,24,22,2021-12-09T01:11:18Z,1550000,,,0,,J. Smart REBOUND (Off:1 Def:1),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
158,PT00M25.70S,2021-12-09T01:11:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202083,7.046649145860711,51.470588235294116,1610612749,24,24,2021-12-09T01:11:25Z,1560000,-7.0,14.0,1,left,W. Matthews driving Layup (2 PTS) (J. Smart 1 AST),"[202083, 1630606]",1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,1.56,Made,,,,,,,2.0,,,J. Smart,1630606.0,1.0,,,,,,,
159,PT00M04.80S,2021-12-09T01:11:43.7Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,24,24,2021-12-09T01:11:48Z,1570000,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1630606]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,2.0,,,,,,,,,,,Smart,1630606.0,
160,PT00M04.80S,2021-12-09T01:11:43.7Z,1,REGULAR,steal,,[],1630606,,,1610612749,24,24,2021-12-09T01:25:44Z,1580000,,,0,,J. Smart STEAL (1 STL),[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.70S,2021-12-09T01:11:55.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612749,24,24,2021-12-09T01:12:06Z,1590000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629216, 203507]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,
163,PT00M00.70S,2021-12-09T01:12:21.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,24,25,2021-12-09T01:12:21Z,1610000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
164,PT00M00.70S,2021-12-09T01:12:44.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203507,,,1610612749,24,26,2021-12-09T01:12:44Z,1620000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
165,PT00M00.00S,2021-12-09T01:12:54.9Z,1,REGULAR,period,end,[],0,,,1610612748,24,26,2021-12-09T01:12:54Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-09T01:13:18.7Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612748,24,26,2021-12-09T01:16:04Z,1640000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-09T01:13:18.7Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612748,24,26,2021-12-09T01:16:04Z,1650000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-09T01:16:23.6Z,2,REGULAR,period,start,[],0,,,1610612748,24,26,2021-12-09T01:16:23Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M49.00S,2021-12-09T01:16:38.3Z,2,REGULAR,foul,personal,['2freethrow'],202083,,,1610612748,24,26,2021-12-09T01:17:35Z,1670000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Herro 2 FT),"[202083, 1629639]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Herro,1629639.0,,,
171,PT11M49.00S,2021-12-09T01:17:02.0Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,25,26,2021-12-09T01:17:02Z,1690000,,,0,,T. Herro Free Throw 1 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
172,PT11M49.00S,2021-12-09T01:17:20.7Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,26,26,2021-12-09T01:17:20Z,1700000,,,0,,T. Herro Free Throw 2 of 2 (5 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
173,PT11M29.00S,2021-12-09T01:17:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630606,29.25427069645204,73.52941176470588,1610612749,26,26,2021-12-09T01:17:45Z,1710000,-118.0,222.0,1,left,MISS J. Smart 25' 3PT,[1630606],1610612749.0,MIL,,,,Smart,J. Smart,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M25.00S,2021-12-09T01:17:45.2Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,26,26,2021-12-09T01:17:45Z,1720000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,173.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
175,PT11M19.00S,2021-12-09T01:17:50.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629639,80.1084099868594,20.098039215686274,1610612748,28,26,2021-12-09T01:18:11Z,1730000,-150.0,134.0,1,right,T. Herro 20' Jump Shot (7 PTS) (G. Vincent 2 AST),"[1629639, 1629216]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,20.11,Made,,,,,,,7.0,,,G. Vincent,1629216.0,2.0,,,,,,,
177,PT11M07.00S,2021-12-09T01:18:02.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,9.149145860709593,2.696078431372549,1610612749,28,26,2021-12-09T01:18:13Z,1750000,237.0,34.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M07.00S,2021-12-09T01:18:02.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,28,26,2021-12-09T01:18:13Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
179,PT11M07.00S,2021-12-09T01:18:09.2Z,2,REGULAR,foul,personal,[],1626171,,,1610612748,28,26,2021-12-09T01:18:21Z,1770000,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 200782]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Tucker,200782.0,,,
