actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
532,PT11M03.00S,2022-02-27T03:01:09.8Z,4,REGULAR,3pt,Jump Shot,[],200768,68.15045992115637,33.33333333333333,1610612748,104,100,2022-02-27T03:01:20Z,5290000,-83.0,247.0,1,right,K. Lowry 26' 3PT  (8 PTS),[200768],1610612748.0,MIA,,,,,,,26.06,Made,Lowry,K. Lowry,,8.0,,,,,,,,,,,,,,,,,
533,PT10M50.00S,2022-02-27T03:01:22.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.258212877792378,55.392156862745104,1610612759,104,100,2022-02-27T03:01:44Z,5300000,-27.0,6.0,1,left,MISS T. Jones Layup,[1630200],1610612759.0,SAS,,,,,,,2.77,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
534,PT10M46.00S,2022-02-27T03:01:26.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,104,100,2022-02-27T03:01:38Z,5310000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,533.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
535,PT10M37.00S,2022-02-27T03:01:38.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,104,100,2022-02-27T03:01:38Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT10M30.00S,2022-02-27T03:01:58.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,86.81011826544021,53.92156862745098,1610612748,106,100,2022-02-27T03:02:17Z,5330000,20.0,71.0,1,right,B. Adebayo 7' driving floating Jump Shot (24 PTS) (K. Lowry 10 AST),"[1628389, 200768]",1610612748.0,MIA,driving floating,,,,,,7.41,Made,Adebayo,B. Adebayo,,24.0,K. Lowry,200768.0,10.0,,,,,,,,,,,,,,
538,PT10M20.00S,2022-02-27T03:02:10.0Z,4,REGULAR,turnover,lost ball,[],203926,,,1610612759,106,100,2022-02-27T03:02:26Z,5350000,,,0,,D. McDermott lost ball TURNOVER (1 TO),"[203926, 1628389]",1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,1.0,,,,,Adebayo,1628389.0,,,
539,PT10M20.00S,2022-02-27T03:02:10.0Z,4,REGULAR,steal,,[],1628389,,,1610612748,106,100,2022-02-27T03:02:12Z,5360000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
540,PT10M20.00S,2022-02-27T03:02:14.9Z,4,REGULAR,foul,personal,[],203926,,,1610612748,106,100,2022-02-27T03:02:31Z,5370000,,,0,,D. McDermott personal FOUL (2 PF),"[203926, 1628389]",1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,1626301.0,,2.0,0.0,Adebayo,1628389.0,,,,,
542,PT10M20.00S,2022-02-27T03:02:26.6Z,4,REGULAR,substitution,out,[],1629022,,,1610612748,106,100,2022-02-27T03:02:29Z,5390000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
543,PT10M20.00S,2022-02-27T03:02:26.6Z,4,REGULAR,substitution,in,[],1630563,,,1610612748,106,100,2022-02-27T03:02:29Z,5400000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
544,PT10M08.00S,2022-02-27T03:02:47.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628389,91.5407358738502,49.01960784313725,1610612748,108,100,2022-02-27T03:02:52Z,5410000,-5.0,27.0,1,right,B. Adebayo DUNK (26 PTS) (C. Martin 1 AST),"[1628389, 1628997]",1610612748.0,MIA,,,,,,,2.74,Made,Adebayo,B. Adebayo,,26.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,
546,PT10M08.00S,2022-02-27T03:02:52.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,108,100,2022-02-27T03:02:52Z,5430000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT10M08.00S,2022-02-27T03:05:23.5Z,4,REGULAR,substitution,out,[],203926,,,1610612759,108,100,2022-02-27T03:05:47Z,5440000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,
548,PT10M08.00S,2022-02-27T03:05:23.5Z,4,REGULAR,substitution,in,[],1629111,,,1610612759,108,100,2022-02-27T03:05:47Z,5450000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
549,PT09M52.00S,2022-02-27T03:06:06.2Z,4,REGULAR,2pt,Jump Shot,[],1630170,7.703679369250986,26.715686274509803,1610612759,108,100,2022-02-27T03:06:11Z,5460000,116.0,20.0,1,left,MISS D. Vassell 11' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,11.81,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
550,PT09M48.00S,2022-02-27T03:06:09.0Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,108,100,2022-02-27T03:06:09Z,5470000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,549.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
551,PT09M38.00S,2022-02-27T03:06:18.8Z,4,REGULAR,3pt,Jump Shot,[],1629639,94.95729303547962,4.6568627450980395,1610612748,111,100,2022-02-27T03:06:23Z,5480000,-227.0,-5.0,1,right,T. Herro 3PT  (22 PTS) (G. Vincent 2 AST),"[1629639, 1629216]",1610612748.0,MIA,,,,,,,22.68,Made,Herro,T. Herro,,22.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,
553,PT09M24.00S,2022-02-27T03:06:33.8Z,4,REGULAR,turnover,bad pass,[],1628966,,,1610612759,111,100,2022-02-27T03:06:38Z,5500000,,,0,,K. Bates-Diop bad pass TURNOVER (1 TO),"[1628966, 1628997]",1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,1.0,,,,,Martin,1628997.0,,,
554,PT09M24.00S,2022-02-27T03:06:33.8Z,4,REGULAR,steal,,[],1628997,,,1610612748,111,100,2022-02-27T03:06:36Z,5510000,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,
555,PT09M09.00S,2022-02-27T03:06:48.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,90.62089356110381,43.38235294117647,1610612748,113,100,2022-02-27T03:07:02Z,5520000,-33.0,36.0,1,right,B. Adebayo Layup (28 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,,,,4.87,Made,Adebayo,B. Adebayo,,28.0,T. Herro,1629639.0,3.0,,,,,,,,,,,,,,
557,PT08M56.00S,2022-02-27T03:07:01.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,8.360709592641262,57.59803921568627,1610612759,113,102,2022-02-27T03:08:12Z,5540000,-38.0,26.0,1,left,T. Jones driving Layup (15 PTS),[1630200],1610612759.0,SAS,driving,,,,,,4.61,Made,Jones,T. Jones,,15.0,,,,,,,,,,,,,,,,,
558,PT08M33.00S,2022-02-27T03:07:23.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,95.3515111695138,4.411764705882353,1610612748,116,102,2022-02-27T03:08:32Z,5550000,-228.0,-9.0,1,right,T. Herro 3PT step back (25 PTS),[1629639],1610612748.0,MIA,step back,,,,,,22.81,Made,Herro,T. Herro,,25.0,,,,,,,,,,,,,,,,,
559,PT08M27.00S,2022-02-27T03:07:30.3Z,4,REGULAR,3pt,Jump Shot,[],1629111,25.837713534822605,92.40196078431373,1610612759,116,102,2022-02-27T03:07:36Z,5560000,-212.0,190.0,1,left,MISS J. Landale 28' 3PT,[1629111],1610612759.0,SAS,,,,,,,28.49,Missed,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
560,PT08M23.00S,2022-02-27T03:07:34.3Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,116,102,2022-02-27T03:07:36Z,5570000,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,559.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
561,PT08M19.00S,2022-02-27T03:07:40.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628389,89.96386333771353,51.470588235294116,1610612748,118,102,2022-02-27T03:08:00Z,5580000,7.0,42.0,1,right,B. Adebayo driving Layup (30 PTS),[1628389],1610612748.0,MIA,driving,,,,,,4.24,Made,Adebayo,B. Adebayo,,30.0,,,,,,,,,,,,,,,,,
563,PT08M19.00S,2022-02-27T03:07:44.2Z,4,REGULAR,foul,personal,['1freethrow'],1630563,,,1610612748,118,102,2022-02-27T03:07:56Z,5600000,,,0,,J. Primo shooting personal FOUL (6 PF) (Adebayo 1 FT),"[1630563, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Primo,J. Primo,,,,,,,,,2003.0,,6.0,0.0,Adebayo,1628389.0,,,,,
565,PT08M19.00S,2022-02-27T03:08:02.9Z,4,REGULAR,substitution,out,[],1630563,,,1610612748,118,102,2022-02-27T03:08:10Z,5620000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
566,PT08M19.00S,2022-02-27T03:08:02.9Z,4,REGULAR,substitution,out,[],1630170,,,1610612748,118,102,2022-02-27T03:08:10Z,5630000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
567,PT08M19.00S,2022-02-27T03:08:02.9Z,4,REGULAR,substitution,in,[],1629022,,,1610612748,118,102,2022-02-27T03:08:10Z,5640000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
568,PT08M19.00S,2022-02-27T03:08:02.9Z,4,REGULAR,substitution,in,[],1626196,,,1610612748,118,102,2022-02-27T03:08:10Z,5650000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
569,PT08M19.00S,2022-02-27T03:08:23.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628389,,,1610612748,119,102,2022-02-27T03:08:23Z,5660000,,,0,,B. Adebayo Free Throw 1 of 1 (31 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,31.0,,,,,,,,,,,,,,,,,
570,PT08M10.00S,2022-02-27T03:08:40.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,8.09789750328515,47.30392156862745,1610612759,119,104,2022-02-27T03:08:47Z,5670000,13.0,24.0,1,left,L. Walker IV driving Layup (18 PTS),[1629022],1610612759.0,SAS,driving,,,,,,2.72,Made,Walker IV,L. Walker IV,,18.0,,,,,,,,,,,,,,,,,
571,PT08M10.00S,2022-02-27T03:08:44.5Z,4,REGULAR,foul,personal,['1freethrow'],1628389,,,1610612759,119,104,2022-02-27T03:08:56Z,5680000,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Walker IV 1 FT),"[1628389, 1629022]",1610612748.0,MIA,shooting,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,1198.0,,3.0,0.0,Walker IV,1629022.0,,,,,
573,PT08M10.00S,2022-02-27T03:09:18.8Z,4,REGULAR,freethrow,1 of 1,[],1629022,,,1610612759,119,105,2022-02-27T03:09:18Z,5700000,,,0,,L. Walker IV Free Throw 1 of 1 (19 PTS),[1629022],1610612759.0,SAS,,,,,,,,Made,Walker IV,L. Walker IV,,19.0,,,,,,,,,,,,,,,,,
574,PT07M58.00S,2022-02-27T03:09:35.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.06636005256242,45.34313725490196,1610612748,121,105,2022-02-27T03:09:47Z,5710000,-23.0,22.0,1,right,B. Adebayo cutting DUNK (33 PTS) (G. Vincent 3 AST),"[1628389, 1629216]",1610612748.0,MIA,cutting,,,,,,3.21,Made,Adebayo,B. Adebayo,,33.0,G. Vincent,1629216.0,3.0,,,,,,,,,,,,,,
576,PT07M44.00S,2022-02-27T03:09:48.6Z,4,REGULAR,2pt,Jump Shot,[],1629022,22.026938239159,28.431372549019606,1610612759,121,105,2022-02-27T03:09:55Z,5730000,108.0,155.0,1,left,MISS L. Walker IV 18' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,,,,18.85,Missed,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
577,PT07M41.00S,2022-02-27T03:09:51.6Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,121,105,2022-02-27T03:09:55Z,5740000,,,0,,C. Martin REBOUND (Off:0 Def:5),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,576.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
578,PT07M36.00S,2022-02-27T03:09:57.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628389,84.70762155059133,50.73529411764706,1610612748,121,105,2022-02-27T03:10:13Z,5750000,4.0,91.0,1,right,MISS B. Adebayo 9' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,,,,9.13,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
579,PT07M34.00S,2022-02-27T03:09:59.6Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,121,105,2022-02-27T03:10:13Z,5760000,,,0,,T. Jones REBOUND (Off:0 Def:6),[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,578.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
580,PT07M30.00S,2022-02-27T03:10:03.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630200,12.565703022339028,53.92156862745098,1610612759,121,107,2022-02-27T03:10:22Z,5770000,-20.0,66.0,1,left,T. Jones 6' driving floating Jump Shot (17 PTS),[1630200],1610612759.0,SAS,driving floating,,,,,,6.85,Made,Jones,T. Jones,,17.0,,,,,,,,,,,,,,,,,
581,PT07M12.00S,2022-02-27T03:10:20.6Z,4,REGULAR,3pt,Jump Shot,[],1628997,96.66557161629436,98.52941176470588,1610612748,121,107,2022-02-27T03:10:25Z,5780000,243.0,-21.0,1,right,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,,,,24.35,Missed,Martin,C. Martin,,,,,,,,,,,,,,,,,,,
582,PT07M09.00S,2022-02-27T03:10:23.6Z,4,REGULAR,rebound,defensive,[],1628966,,,1610612759,121,107,2022-02-27T03:10:25Z,5790000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:9),[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,581.0,,,,,9.0,9.0,0.0,,,,,,,,,,,
583,PT07M03.00S,2022-02-27T03:10:29.9Z,4,REGULAR,3pt,Jump Shot,[],1629022,7.5722733245729295,99.01960784313727,1610612759,121,110,2022-02-27T03:10:44Z,5800000,-245.0,19.0,1,left,L. Walker IV 24' 3PT  (22 PTS) (T. Jones 11 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,,,,24.58,Made,Walker IV,L. Walker IV,,22.0,T. Jones,1630200.0,11.0,,,,,,,,,,,,,,
585,PT07M03.00S,2022-02-27T03:10:35.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,121,110,2022-02-27T03:10:35Z,5820000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M03.00S,2022-02-27T03:12:53.7Z,4,REGULAR,memo,,[],0,,,1610612748,121,110,2022-02-27T03:12:53Z,5830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami - Adebayo - Season High Points
587,PT06M41.00S,2022-02-27T03:13:46.4Z,4,REGULAR,2pt,Jump Shot,[],200768,85.62746386333771,67.15686274509804,1610612748,123,110,2022-02-27T03:13:59Z,5840000,86.0,83.0,1,right,K. Lowry 11' turnaround fadeaway Jump Shot (10 PTS),[200768],1610612748.0,MIA,turnaround fadeaway,,,,,,11.91,Made,Lowry,K. Lowry,,10.0,,,,,,,,,,,,,,,,,
588,PT06M24.00S,2022-02-27T03:14:03.8Z,4,REGULAR,turnover,lost ball,[],1630200,,,1610612759,123,110,2022-02-27T03:14:08Z,5850000,,,0,,T. Jones lost ball TURNOVER (3 TO),"[1630200, 200768]",1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,3.0,,,,,Lowry,200768.0,,,
589,PT06M24.00S,2022-02-27T03:14:03.8Z,4,REGULAR,steal,,[],200768,,,1610612748,123,110,2022-02-27T03:14:06Z,5860000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,
590,PT06M20.00S,2022-02-27T03:14:08.6Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,71.04139290407359,82.1078431372549,1610612748,123,110,2022-02-27T03:15:20Z,5870000,161.0,220.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,,,,27.21,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
591,PT06M14.00S,2022-02-27T03:14:14.6Z,4,REGULAR,rebound,defensive,[],1629022,,,1610612759,123,110,2022-02-27T03:14:15Z,5880000,,,0,,L. Walker IV REBOUND (Off:0 Def:3),[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,590.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
592,PT06M11.00S,2022-02-27T03:14:16.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,33.196452036793694,31.127450980392158,1610612759,123,110,2022-02-27T03:14:23Z,5890000,94.0,260.0,1,left,MISS L. Walker IV 27' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,,,,27.61,Missed,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
593,PT06M06.00S,2022-02-27T03:14:22.3Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612759,123,110,2022-02-27T03:14:22Z,5900000,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,592.0,,,,,2.0,0.0,2.0,,,,,,,,,,,
594,PT06M06.00S,2022-02-27T03:14:22.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612759,123,110,2022-02-27T03:14:22Z,5910000,0.0,0.0,1,left,MISS J. Landale tip Layup,[1629111],1610612759.0,SAS,tip,,,,,,0.0,Missed,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
595,PT06M05.00S,2022-02-27T03:14:23.2Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,123,110,2022-02-27T03:14:23Z,5920000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,594.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
596,PT06M02.00S,2022-02-27T03:14:28.6Z,4,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,123,110,2022-02-27T03:14:34Z,5930000,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,,,,,,Herro,T. Herro,,,,,,,,,2003.0,2.0,,,,,,,,,
597,PT05M41.00S,2022-02-27T03:15:00.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629022,24.26084099868594,74.50980392156863,1610612759,123,110,2022-02-27T03:15:14Z,5940000,-123.0,176.0,1,left,MISS L. Walker IV 21' step back Shot,[1629022],1610612759.0,SAS,step back,,,,,,21.41,Missed,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
598,PT05M39.00S,2022-02-27T03:15:02.0Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,123,110,2022-02-27T03:15:14Z,5950000,,,0,,C. Martin REBOUND (Off:0 Def:6),[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,597.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
599,PT05M32.00S,2022-02-27T03:15:09.8Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612748,123,110,2022-02-27T03:15:16Z,5960000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1630200]",1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,2.0,,,,,Jones,1630200.0,,,
600,PT05M32.00S,2022-02-27T03:15:09.8Z,4,REGULAR,steal,,[],1630200,,,1610612759,123,110,2022-02-27T03:15:11Z,5970000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
601,PT05M28.00S,2022-02-27T03:15:13.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628966,9.806176084099869,49.50980392156863,1610612759,123,112,2022-02-27T03:15:38Z,5980000,2.0,40.0,1,left,K. Bates-Diop running finger roll Layup (14 PTS) (J. Richardson 3 AST),"[1628966, 1626196]",1610612759.0,SAS,running finger roll,,,,,,3.98,Made,Bates-Diop,K. Bates-Diop,,14.0,J. Richardson,1626196.0,3.0,,,,,,,,,,,,,,
602,PT05M12.00S,2022-02-27T03:15:32.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,123,112,2022-02-27T03:15:32Z,5990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,out,[],1628966,,,1610612748,123,112,2022-02-27T03:15:54Z,6000000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
605,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,out,[],1630200,,,1610612748,123,112,2022-02-27T03:15:54Z,6010000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
606,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,out,[],1629022,,,1610612748,123,112,2022-02-27T03:15:54Z,6020000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
607,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,in,[],1629719,,,1610612748,123,112,2022-02-27T03:15:54Z,6030000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
608,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,in,[],1630170,,,1610612748,123,112,2022-02-27T03:15:54Z,6040000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
609,PT05M12.00S,2022-02-27T03:15:33.6Z,4,REGULAR,substitution,in,[],1630580,,,1610612748,123,112,2022-02-27T03:15:54Z,6050000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,,,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,
610,PT05M09.00S,2022-02-27T03:15:59.2Z,4,REGULAR,3pt,Jump Shot,[],1629216,95.87713534822602,97.30392156862744,1610612748,123,112,2022-02-27T03:16:08Z,6060000,237.0,-14.0,1,right,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,,,,23.69,Missed,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,
611,PT05M07.00S,2022-02-27T03:16:01.2Z,4,REGULAR,rebound,defensive,[],1629719,,,1610612759,123,112,2022-02-27T03:16:08Z,6070000,,,0,,D. Cacok REBOUND (Off:1 Def:4),[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,610.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
612,PT05M07.00S,2022-02-27T03:16:06.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,123,112,2022-02-27T03:16:06Z,6080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M55.00S,2022-02-27T03:16:19.9Z,4,REGULAR,3pt,Jump Shot,[],1629111,32.013797634691194,37.5,1610612759,123,112,2022-02-27T03:16:24Z,6090000,62.0,248.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612759.0,SAS,,,,,,,25.61,Missed,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
614,PT04M51.00S,2022-02-27T03:16:23.9Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,123,112,2022-02-27T03:16:24Z,6100000,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,,,,,,Vincent,G. Vincent,613.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
615,PT04M47.00S,2022-02-27T03:16:29.5Z,4,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612748,123,112,2022-02-27T03:16:39Z,6110000,,,0,,J. Landale shooting personal FOUL (5 PF) (Adebayo 2 FT),"[1629111, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Landale,J. Landale,,,,,,,,,1626301.0,,5.0,0.0,Adebayo,1628389.0,,,,,
617,PT04M47.00S,2022-02-27T03:16:59.9Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,123,112,2022-02-27T03:16:59Z,6130000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
618,PT04M47.00S,2022-02-27T03:16:59.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,123,112,2022-02-27T03:16:59Z,6140000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,
619,PT04M47.00S,2022-02-27T03:17:18.9Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,124,112,2022-02-27T03:17:18Z,6150000,,,0,,B. Adebayo Free Throw 2 of 2 (34 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,34.0,,,,,,,,,,,,,,,,,
