actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
99,PT03M40.00S,2022-03-26T00:27:54.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,22,16,2022-03-26T00:27:57Z,980000,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,
100,PT03M40.00S,2022-03-26T00:27:56.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,92.9862023653088,51.71568627450981,1610612752,22,18,2022-03-26T00:28:08Z,990000,9.0,13.0,1,right,M. Robinson putback Layup (2 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,1.59,Made,2.0,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2022-03-26T00:28:03.0Z,1,REGULAR,foul,personal,['1freethrow'],203473,,,1610612752,22,18,2022-03-26T00:28:09Z,1000000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Robinson 1 FT),"[203473, 1629011]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,203592.0,,,,,,1.0,0.0,,,Robinson,1629011.0,,,
103,PT03M40.00S,2022-03-26T00:28:24.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,22,19,2022-03-26T00:28:24Z,1020000,,,0,,M. Robinson Free Throw 1 of 1 (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
104,PT03M23.00S,2022-03-26T00:28:42.1Z,1,REGULAR,3pt,Jump Shot,[],200782,3.7614980289093296,95.83333333333334,1610612748,22,19,2022-03-26T00:28:46Z,1030000,-229.0,-17.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M22.00S,2022-03-26T00:28:43.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,22,19,2022-03-26T00:28:46Z,1040000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,
106,PT03M05.00S,2022-03-26T00:29:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,88.64980289093299,3.1862745098039214,1610612752,22,19,2022-03-26T00:29:09Z,1050000,-234.0,54.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M02.00S,2022-03-26T00:29:04.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,22,19,2022-03-26T00:29:09Z,1060000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,106.0,2.0,0.0,2.0,,,,,,,,,
108,PT03M02.00S,2022-03-26T00:29:09.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,22,19,2022-03-26T00:29:09Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M02.00S,2022-03-26T00:29:11.2Z,1,REGULAR,substitution,out,[],200782,,,1610612752,22,19,2022-03-26T00:29:23Z,1080000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M02.00S,2022-03-26T00:29:11.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612752,22,19,2022-03-26T00:29:23Z,1090000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M00.00S,2022-03-26T00:29:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,93.11760840998686,96.07843137254902,1610612752,22,19,2022-03-26T00:29:51Z,1100000,230.0,12.0,1,right,MISS E. Fournier fadeaway 3PT,[203095],1610612752.0,NYK,fadeaway,,,Fournier,E. Fournier,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M56.00S,2022-03-26T00:29:35.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,22,19,2022-03-26T00:29:36Z,1110000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
113,PT02M51.00S,2022-03-26T00:29:41.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612748,22,19,2022-03-26T00:29:56Z,1120000,,,0,,T. Gibson shooting personal FOUL (2 PF) (Butler 2 FT),"[201959, 202710]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,1627963.0,,,,,,2.0,0.0,,,Butler,202710.0,,,
115,PT02M51.00S,2022-03-26T00:30:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,22,19,2022-03-26T00:30:00Z,1140000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M51.00S,2022-03-26T00:31:58.2Z,1,REGULAR,substitution,out,[],203095,,,1610612748,22,19,2022-03-26T00:32:28Z,1150000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M51.00S,2022-03-26T00:31:58.2Z,1,REGULAR,substitution,in,[],1629656,,,1610612748,22,19,2022-03-26T00:32:28Z,1160000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2022-03-26T00:33:00.9Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,23,19,2022-03-26T00:33:00Z,1170000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
119,PT02M51.00S,2022-03-26T00:33:14.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,24,19,2022-03-26T00:33:14Z,1180000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
120,PT02M37.00S,2022-03-26T00:33:29.9Z,1,REGULAR,3pt,Jump Shot,[],201959,95.87713534822602,4.6568627450980395,1610612752,24,22,2022-03-26T00:33:37Z,1190000,-227.0,-14.0,1,right,T. Gibson 3PT  (3 PTS) (Q. Grimes 1 AST),"[201959, 1629656]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,22.71,Made,3.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,,
122,PT02M19.00S,2022-03-26T00:33:50.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,24,22,2022-03-26T00:33:50Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M19.00S,2022-03-26T00:33:51.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,24,22,2022-03-26T00:33:57Z,1220000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2022-03-26T00:33:51.0Z,1,REGULAR,substitution,in,[],202693,,,1610612748,24,22,2022-03-26T00:33:57Z,1230000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M12.00S,2022-03-26T00:34:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.87976346911958,41.911764705882355,1610612748,26,22,2022-03-26T00:34:19Z,1240000,40.0,78.0,1,left,J. Butler 8' fadeaway Jump Shot (10 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,8.78,Made,10.0,,,,,,,,,,,,,,,,,,
126,PT01M49.00S,2022-03-26T00:34:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,66.96780551905388,31.127450980392158,1610612752,26,22,2022-03-26T00:34:40Z,1250000,-94.0,258.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,,
127,PT01M48.00S,2022-03-26T00:34:36.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,26,22,2022-03-26T00:34:40Z,1260000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,
128,PT01M48.00S,2022-03-26T00:34:40.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,26,22,2022-03-26T00:34:40Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M37.00S,2022-03-26T00:34:53.4Z,1,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,26,22,2022-03-26T00:35:20Z,1280000,,,0,,C. Martin lost ball out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,lost ball,,,Martin,C. Martin,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
130,PT01M26.00S,2022-03-26T00:35:11.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,69.72733245729303,67.40196078431373,1610612752,26,25,2022-03-26T00:38:33Z,1290000,87.0,232.0,1,right,I. Quickley 24' 3PT pullup (3 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,24.79,Made,3.0,,,,,,,,,,,,,,,,,,
131,PT01M06.00S,2022-03-26T00:35:31.8Z,1,REGULAR,3pt,Jump Shot,[],202693,7.178055190538765,96.32352941176471,1610612748,29,25,2022-03-26T00:35:35Z,1300000,-232.0,15.0,1,left,M. Morris 3PT  (3 PTS) (J. Butler 4 AST),"[202693, 202710]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,23.21,Made,3.0,J. Butler,202710.0,4.0,,,,,,,,,,,,,,,
133,PT00M50.00S,2022-03-26T00:35:47.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,89.70105124835742,3.6764705882352944,1610612752,29,25,2022-03-26T00:35:59Z,1320000,-232.0,44.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M50.00S,2022-03-26T00:35:47.5Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,29,25,2022-03-26T00:35:59Z,1330000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
135,PT00M28.90S,2022-03-26T00:36:09.7Z,1,REGULAR,3pt,Jump Shot,[],203473,14.931011826544022,4.6568627450980395,1610612748,32,25,2022-03-26T00:36:15Z,1340000,227.0,88.0,1,left,D. Dedmon 24' 3PT  (3 PTS) (J. Butler 5 AST),"[203473, 202710]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,24.31,Made,3.0,J. Butler,202710.0,5.0,,,,,,,,,,,,,,,
137,PT00M09.30S,2022-03-26T00:36:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,91.67214191852825,2.696078431372549,1610612752,32,25,2022-03-26T00:36:39Z,1360000,-237.0,26.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M03.30S,2022-03-26T00:36:38.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,32,25,2022-03-26T00:36:39Z,1370000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT00M00.60S,2022-03-26T00:36:42.0Z,1,REGULAR,3pt,Jump Shot,[],202710,37.27003942181341,51.225490196078425,1610612748,32,25,2022-03-26T00:39:04Z,1380000,-6.0,298.0,1,left,MISS J. Butler 29' running pullup 3PT,[202710],1610612748.0,MIA,running pullup,,,Butler,J. Butler,,,,,29.79,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M00.10S,2022-03-26T00:36:42.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,25,2022-03-26T00:37:12Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
141,PT00M00.00S,2022-03-26T00:36:53.3Z,1,REGULAR,period,end,[],0,,,1610612748,32,25,2022-03-26T00:36:53Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2022-03-26T00:37:19.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,32,25,2022-03-26T00:38:10Z,1410000,,,0,,,[],,,support,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,Support 3pt FG,,
143,PT12M00.00S,2022-03-26T00:38:56.0Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,32,25,2022-03-26T00:39:29Z,1420000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-03-26T00:38:56.0Z,2,REGULAR,substitution,out,['startperiod'],1629628,,,1610612748,32,25,2022-03-26T00:39:29Z,1430000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-03-26T00:38:56.0Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612748,32,25,2022-03-26T00:39:29Z,1440000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-26T00:38:56.0Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612748,32,25,2022-03-26T00:39:29Z,1450000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-26T00:39:28.3Z,2,REGULAR,period,start,[],0,,,1610612752,32,25,2022-03-26T00:39:29Z,1460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M49.00S,2022-03-26T00:39:39.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,68.01905387647832,68.87254901960785,1610612752,32,25,2022-03-26T00:39:45Z,1470000,94.0,248.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
149,PT11M43.00S,2022-03-26T00:39:45.3Z,2,REGULAR,rebound,defensive,[],202693,,,1610612748,32,25,2022-03-26T00:39:45Z,1480000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
150,PT11M28.00S,2022-03-26T00:39:59.6Z,2,REGULAR,turnover,bad pass,[],1628997,,,1610612748,32,25,2022-03-26T00:40:03Z,1490000,,,0,,C. Martin bad pass TURNOVER (2 TO),"[1628997, 1629011]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,2.0,,,,,,,Robinson,1629011.0,,,,,
151,PT11M28.00S,2022-03-26T00:39:59.6Z,2,REGULAR,steal,,[],1629011,,,1610612752,32,25,2022-03-26T00:40:01Z,1500000,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M20.00S,2022-03-26T00:40:08.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630540,76.69185282522996,47.794117647058826,1610612752,32,25,2022-03-26T00:40:16Z,1510000,-11.0,167.0,1,right,MISS M. McBride 16' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,,
153,PT11M14.00S,2022-03-26T00:40:14.3Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,25,2022-03-26T00:40:16Z,1520000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,
154,PT11M05.00S,2022-03-26T00:40:22.1Z,2,REGULAR,3pt,Jump Shot,[],202693,26.888961892247043,17.15686274509804,1610612748,35,25,2022-03-26T00:40:30Z,1530000,164.0,200.0,1,left,M. Morris 25' 3PT  (6 PTS) (M. Strus 1 AST),"[202693, 1629622]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,25.9,Made,6.0,M. Strus,1629622.0,1.0,,,,,,,,,,,,,,,
156,PT10M46.00S,2022-03-26T00:40:43.1Z,2,REGULAR,violation,kicked ball,[],1628997,,,1610612752,35,25,2022-03-26T00:40:49Z,1550000,,,0,,C. Martin kicked ball VIOLATION,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,1179.0,,,,,,,,,,,,,,
157,PT10M37.00S,2022-03-26T00:41:05.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,92.85479632063075,45.83333333333333,1610612752,35,27,2022-03-26T00:41:09Z,1560000,-21.0,15.0,1,right,M. Robinson DUNK (5 PTS) (M. McBride 1 AST),"[1629011, 1630540]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,2.55,Made,5.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,,
159,PT10M09.00S,2022-03-26T00:41:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202693,7.440867279894875,44.36274509803921,1610612748,37,27,2022-03-26T00:41:38Z,1580000,28.0,17.0,1,left,M. Morris driving Layup (8 PTS),[202693],1610612748.0,MIA,driving,,,Morris,M. Morris,,,,,3.31,Made,8.0,,,,,,,,,,,,,,,,,,
160,PT10M00.00S,2022-03-26T00:41:42.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.51182654402102,52.20588235294118,1610612752,37,29,2022-03-26T00:41:47Z,1590000,11.0,8.0,1,right,M. Robinson alley-oop DUNK (7 PTS) (I. Quickley 1 AST),"[1629011, 1630193]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,1.39,Made,7.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,,
162,PT09M44.00S,2022-03-26T00:42:00.6Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612748,37,29,2022-03-26T00:42:14Z,1610000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Martin 2 FT),"[1629656, 1628997]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,1179.0,,,,,,1.0,0.0,,,Martin,1628997.0,,,
164,PT09M44.00S,2022-03-26T00:42:42.8Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,37,29,2022-03-26T00:42:42Z,1630000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT09M44.00S,2022-03-26T00:42:42.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,37,29,2022-03-26T00:42:42Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,
166,PT09M44.00S,2022-03-26T00:43:02.8Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,38,29,2022-03-26T00:43:02Z,1650000,,,0,,C. Martin Free Throw 2 of 2 (1 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
167,PT09M30.00S,2022-03-26T00:43:18.1Z,2,REGULAR,3pt,Jump Shot,[],1629656,85.23324572930355,95.83333333333334,1610612752,38,29,2022-03-26T00:44:57Z,1660000,229.0,86.0,1,right,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,,
168,PT09M26.00S,2022-03-26T00:43:22.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,38,29,2022-03-26T00:43:24Z,1670000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,
169,PT09M22.00S,2022-03-26T00:43:26.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203473,34.11629434954008,41.17647058823529,1610612748,38,29,2022-03-26T00:45:58Z,1680000,44.0,268.0,1,left,MISS D. Dedmon 27' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M18.00S,2022-03-26T00:43:30.4Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,38,29,2022-03-26T00:45:58Z,1690000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,,,,,,,,
172,PT09M15.00S,2022-03-26T00:43:35.5Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612748,38,29,2022-03-26T00:43:49Z,1710000,,,0,,M. McBride shooting personal FOUL (1 PF) (Dedmon 2 FT),"[1630540, 203473]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,,,,,,,203592.0,,,,,,1.0,0.0,,,Dedmon,203473.0,,,
174,PT09M15.00S,2022-03-26T00:44:04.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203473,,,1610612748,39,29,2022-03-26T00:44:04Z,1730000,,,0,,D. Dedmon Free Throw 1 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
175,PT09M15.00S,2022-03-26T00:44:20.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203473,,,1610612748,40,29,2022-03-26T00:44:20Z,1740000,,,0,,D. Dedmon Free Throw 2 of 2 (5 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
176,PT09M03.00S,2022-03-26T00:44:41.2Z,2,REGULAR,foul,personal,[],1629622,,,1610612752,40,29,2022-03-26T00:45:02Z,1750000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 201959]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,,,Gibson,201959.0,,,
178,PT08M55.00S,2022-03-26T00:45:08.8Z,2,REGULAR,foul,offensive,[],1629656,,,1610612752,40,29,2022-03-26T00:45:27Z,1770000,,,0,,Q. Grimes charge offensive FOUL (2 PF),"[1629656, 203473]",1610612752.0,NYK,charge,,,Grimes,Q. Grimes,,,,,,,,,,,1179.0,,,,,,2.0,0.0,,,Dedmon,203473.0,,,
180,PT08M55.00S,2022-03-26T00:45:08.8Z,2,REGULAR,turnover,offensive foul,[],1629656,,,1610612752,40,29,2022-03-26T00:45:08Z,1790000,,,0,,Q. Grimes offensive foul TURNOVER (1 TO),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,1179.0,1.0,,,,,,,,,,,,,
181,PT08M38.00S,2022-03-26T00:45:36.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,5.469776609724048,54.166666666666664,1610612748,42,29,2022-03-26T00:45:42Z,1800000,-21.0,-1.0,1,left,C. Martin driving Layup (3 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,2.08,Made,3.0,,,,,,,,,,,,,,,,,,
182,PT08M32.00S,2022-03-26T00:45:49.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,42,29,2022-03-26T00:45:49Z,1810000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,out,[],203473,,,1610612752,42,29,2022-03-26T00:48:25Z,1820000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,42,29,2022-03-26T00:48:25Z,1830000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,42,29,2022-03-26T00:48:25Z,1840000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,in,[],1628389,,,1610612752,42,29,2022-03-26T00:48:25Z,1850000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,in,[],1630579,,,1610612752,42,29,2022-03-26T00:48:25Z,1860000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M32.00S,2022-03-26T00:48:00.2Z,2,REGULAR,substitution,in,[],203095,,,1610612752,42,29,2022-03-26T00:48:25Z,1870000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M17.00S,2022-03-26T00:48:51.9Z,2,REGULAR,2pt,Jump Shot,[],201959,87.20433639947439,30.14705882352941,1610612752,42,29,2022-03-26T00:49:08Z,1880000,-99.0,68.0,1,right,MISS T. Gibson 12' pullup Shot,[201959],1610612752.0,NYK,pullup,,,Gibson,T. Gibson,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,,
