actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
279,PT01M18.00S,2022-03-26T01:03:25.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,53,42,2022-03-26T01:03:37Z,2780000,,,0,,M. Robinson REBOUND (Off:4 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,278.0,4.0,0.0,4.0,,,,,,,,,
280,PT01M17.00S,2022-03-26T01:03:28.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612752,53,42,2022-03-26T01:03:39Z,2790000,,,0,,J. Butler personal FOUL (1 PF) (Barrett 2 FT),"[202710, 1629628]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,,,Barrett,1629628.0,,,
282,PT01M17.00S,2022-03-26T01:03:54.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,53,43,2022-03-26T01:03:54Z,2810000,,,0,,R. Barrett Free Throw 1 of 2 (6 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
283,PT01M17.00S,2022-03-26T01:03:54.5Z,2,REGULAR,substitution,out,[],1628389,,,1610612752,53,43,2022-03-26T01:04:00Z,2820000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M17.00S,2022-03-26T01:03:54.5Z,2,REGULAR,substitution,in,[],203473,,,1610612752,53,43,2022-03-26T01:04:00Z,2830000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M17.00S,2022-03-26T01:04:12.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,53,44,2022-03-26T01:04:13Z,2840000,,,0,,R. Barrett Free Throw 2 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
286,PT01M04.00S,2022-03-26T01:04:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.804204993429698,63.99356617647059,1610612748,53,44,2022-03-26T01:05:40Z,2850000,-70.0,30.0,1,left,MISS J. Butler 7' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,7.63,Missed,,,,,,,,,,,,,,,,,,,
288,PT01M03.00S,2022-03-26T01:04:28.7Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,53,44,2022-03-26T01:04:35Z,2870000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,286.0,4.0,2.0,2.0,,,,,,,,,
289,PT01M03.00S,2022-03-26T01:04:34.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,6.521024967148489,55.392156862745104,1610612748,55,44,2022-03-26T01:05:57Z,2880000,-27.0,9.0,1,left,J. Butler turnaround bank Jump Shot (14 PTS),[202710],1610612748.0,MIA,turnaround bank,,,Butler,J. Butler,,,,,2.84,Made,14.0,,,,,,,,,,,,,,,,,,
290,PT01M03.00S,2022-03-26T01:04:38.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629011,,,1610612748,55,44,2022-03-26T01:04:44Z,2890000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Butler 1 FT),"[1629011, 202710]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,1179.0,,,,,,1.0,0.0,,,Butler,202710.0,,,
292,PT01M03.00S,2022-03-26T01:04:59.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202710,,,1610612748,56,44,2022-03-26T01:04:59Z,2910000,,,0,,J. Butler Free Throw 1 of 1 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
293,PT00M39.10S,2022-03-26T01:05:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629628,68.28186596583443,74.75490196078431,1610612752,56,47,2022-03-26T01:07:11Z,2920000,124.0,246.0,1,right,R. Barrett 27' 3PT step back (10 PTS) (E. Fournier 3 AST),"[1629628, 203095]",1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,27.51,Made,10.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,,,,
295,PT00M32.10S,2022-03-26T01:05:37.5Z,2,REGULAR,3pt,Jump Shot,[],200768,33.722076215505915,64.2156862745098,1610612748,56,47,2022-03-26T01:07:58Z,2940000,-71.0,264.0,1,left,MISS K. Lowry 27' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M28.60S,2022-03-26T01:05:41.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,56,47,2022-03-26T01:05:48Z,2950000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,
297,PT00M28.60S,2022-03-26T01:05:48.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,56,47,2022-03-26T01:05:48Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M08.80S,2022-03-26T01:06:13.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612752,56,47,2022-03-26T01:06:25Z,2970000,,,0,,M. Strus shooting personal FOUL (3 PF) (Burks 2 FT),"[1629622, 202692]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,1627963.0,,,,,,3.0,0.0,,,Burks,202692.0,,,
300,PT00M08.80S,2022-03-26T01:06:38.9Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,56,48,2022-03-26T01:06:38Z,2990000,,,0,,A. Burks Free Throw 1 of 2 (8 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
301,PT00M08.80S,2022-03-26T01:06:39.4Z,2,REGULAR,substitution,out,[],1629628,,,1610612752,56,48,2022-03-26T01:06:46Z,3000000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M08.80S,2022-03-26T01:06:39.4Z,2,REGULAR,substitution,out,[],203095,,,1610612752,56,48,2022-03-26T01:06:46Z,3010000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M08.80S,2022-03-26T01:06:39.4Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,56,48,2022-03-26T01:06:46Z,3020000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M08.80S,2022-03-26T01:06:39.4Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,56,48,2022-03-26T01:06:46Z,3030000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M08.80S,2022-03-26T01:07:05.7Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,56,49,2022-03-26T01:07:05Z,3040000,,,0,,A. Burks Free Throw 2 of 2 (9 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
306,PT00M00.50S,2022-03-26T01:07:16.5Z,2,REGULAR,2pt,Jump Shot,[],202710,10.200394218134035,75.98039215686273,1610612748,58,49,2022-03-26T01:07:24Z,3050000,-130.0,43.0,1,left,J. Butler 13' turnaround fadeaway Jump Shot (17 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,13.7,Made,17.0,,,,,,,,,,,,,,,,,,
307,PT00M00.00S,2022-03-26T01:07:23.8Z,2,REGULAR,period,end,[],0,,,1610612752,58,49,2022-03-26T01:07:23Z,3060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M00.00S,2022-03-26T01:07:26.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612752,58,49,2022-03-26T01:07:33Z,3070000,,,0,,,[],,,support,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,End Period - Good Basket,,
309,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,out,['startperiod'],203473,,,1610612752,58,49,2022-03-26T01:23:14Z,3080000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,out,['startperiod'],1629622,,,1610612752,58,49,2022-03-26T01:23:14Z,3090000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,out,['startperiod'],1629011,,,1610612752,58,49,2022-03-26T01:23:14Z,3100000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,out,['startperiod'],1629656,,,1610612752,58,49,2022-03-26T01:23:14Z,3110000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,58,49,2022-03-26T01:23:14Z,3120000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612752,58,49,2022-03-26T01:23:14Z,3130000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612752,58,49,2022-03-26T01:23:14Z,3140000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,58,49,2022-03-26T01:23:14Z,3150000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612752,58,49,2022-03-26T01:23:14Z,3160000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2022-03-26T01:22:13.4Z,3,REGULAR,substitution,in,['startperiod'],1630579,,,1610612752,58,49,2022-03-26T01:23:14Z,3170000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-03-26T01:23:38.2Z,3,REGULAR,period,start,[],0,,,1610612752,58,49,2022-03-26T01:23:38Z,3180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M40.00S,2022-03-26T01:23:57.5Z,3,REGULAR,3pt,Jump Shot,[],203095,20.05584756898817,6.862745098039216,1610612752,58,49,2022-03-26T01:24:02Z,3190000,216.0,136.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
321,PT11M36.00S,2022-03-26T01:24:01.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,58,49,2022-03-26T01:24:02Z,3200000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,320.0,5.0,3.0,2.0,,,,,,,,,
322,PT11M18.00S,2022-03-26T01:24:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629130,65.95556833114323,54.381127450980394,1610612748,58,49,2022-03-26T01:24:36Z,3210000,22.0,268.0,1,right,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
323,PT11M15.00S,2022-03-26T01:24:21.7Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612752,58,49,2022-03-26T01:24:36Z,3220000,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,322.0,4.0,3.0,1.0,,,,,,,,,
324,PT11M11.00S,2022-03-26T01:24:25.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],202692,26.231931668856767,37.00980392156863,1610612752,58,49,2022-03-26T01:24:45Z,3230000,65.0,194.0,1,left,MISS A. Burks 20' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,,
325,PT11M08.00S,2022-03-26T01:24:28.5Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,58,49,2022-03-26T01:24:45Z,3240000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,324.0,2.0,2.0,0.0,,,,,,,,,
326,PT11M03.00S,2022-03-26T01:24:40.2Z,3,REGULAR,foul,personal,[],203095,,,1610612748,58,49,2022-03-26T01:24:54Z,3250000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1628389]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,1627963.0,,,,,,2.0,0.0,,,Adebayo,1628389.0,,,
328,PT10M57.00S,2022-03-26T01:25:03.6Z,3,REGULAR,foul,personal,[],203095,,,1610612748,58,49,2022-03-26T01:26:37Z,3270000,,,0,,E. Fournier personal FOUL (3 PF),"[203095, 1628389]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,1627963.0,,,,,,3.0,0.0,,,Adebayo,1628389.0,,,
330,PT10M47.00S,2022-03-26T01:25:37.2Z,3,REGULAR,foul,personal,['2freethrow'],202692,,,1610612748,58,49,2022-03-26T01:26:51Z,3290000,,,0,,A. Burks shooting personal FOUL (1 PF) (Lowry 2 FT),"[202692, 200768]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,,,Lowry,200768.0,,,
332,PT10M47.00S,2022-03-26T01:26:05.9Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,59,49,2022-03-26T01:26:06Z,3310000,,,0,,K. Lowry Free Throw 1 of 2 (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
333,PT10M47.00S,2022-03-26T01:26:16.6Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,60,49,2022-03-26T01:26:16Z,3320000,,,0,,K. Lowry Free Throw 2 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
334,PT10M37.00S,2022-03-26T01:26:27.8Z,3,REGULAR,3pt,Jump Shot,[],1630167,6.521024967148489,95.09803921568627,1610612752,60,52,2022-03-26T01:26:34Z,3330000,-225.0,9.0,1,left,O. Toppin 3PT  (5 PTS) (A. Burks 2 AST),"[1630167, 202692]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,22.57,Made,5.0,A. Burks,202692.0,2.0,,,,,,,,,,,,,,,
336,PT10M16.00S,2022-03-26T01:26:49.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,80.6340341655716,61.029411764705884,1610612748,62,52,2022-03-26T01:27:35Z,3350000,55.0,130.0,1,right,B. Adebayo 14' turnaround fadeaway Jump Shot (11 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,14.07,Made,11.0,,,,,,,,,,,,,,,,,,
337,PT10M16.00S,2022-03-26T01:26:56.4Z,3,REGULAR,foul,personal,['1freethrow'],1630579,,,1610612748,62,52,2022-03-26T01:27:03Z,3360000,,,0,,J. Sims shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1630579, 1628389]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,,,,,,,1627963.0,,,,,,1.0,1.0,,,Adebayo,1628389.0,,,
339,PT10M16.00S,2022-03-26T01:27:18.8Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612748,62,52,2022-03-26T01:27:35Z,3380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT10M16.00S,2022-03-26T01:27:33.2Z,3,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,63,52,2022-03-26T01:27:33Z,3390000,,,0,,B. Adebayo Free Throw 1 of 1 (12 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
341,PT10M02.00S,2022-03-26T01:27:51.4Z,3,REGULAR,foul,personal,[],1629130,,,1610612752,63,52,2022-03-26T01:28:09Z,3400000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 202692]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,1627963.0,,,,,,2.0,0.0,,,Burks,202692.0,,,
343,PT09M56.00S,2022-03-26T01:28:17.2Z,3,REGULAR,turnover,bad pass,[],1630579,,,1610612752,63,52,2022-03-26T01:28:36Z,3420000,,,0,,J. Sims bad pass TURNOVER (1 TO),"[1630579, 200782]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,1.0,,,,,,,Tucker,200782.0,,,,,
344,PT09M56.00S,2022-03-26T01:28:17.2Z,3,REGULAR,steal,,[],200782,,,1610612748,63,52,2022-03-26T01:28:19Z,3430000,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M41.00S,2022-03-26T01:28:32.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202710,92.59198423127464,24.019607843137255,1610612748,65,52,2022-03-26T01:28:39Z,3440000,-130.0,17.0,1,right,J. Butler 13' turnaround fadeaway Jump Shot (19 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,13.1,Made,19.0,,,,,,,,,,,,,,,,,,
346,PT09M23.00S,2022-03-26T01:28:50.1Z,3,REGULAR,3pt,Jump Shot,[],1630167,25.18068331143233,86.02941176470588,1610612752,65,55,2022-03-26T01:29:07Z,3450000,-180.0,184.0,1,left,O. Toppin 25' 3PT  (8 PTS) (A. Burks 3 AST),"[1630167, 202692]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.76,Made,8.0,A. Burks,202692.0,3.0,,,,,,,,,,,,,,,
348,PT09M09.00S,2022-03-26T01:29:05.1Z,3,REGULAR,turnover,lost ball,[],202710,,,1610612748,65,55,2022-03-26T01:29:22Z,3470000,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 202692]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,1.0,,,,,,,Burks,202692.0,,,,,
349,PT09M09.00S,2022-03-26T01:29:05.1Z,3,REGULAR,steal,,[],202692,,,1610612752,65,55,2022-03-26T01:29:07Z,3480000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M07.00S,2022-03-26T01:29:08.8Z,3,REGULAR,foul,personal,[],200768,,,1610612752,65,55,2022-03-26T01:29:31Z,3490000,,,0,,K. Lowry take personal FOUL (2 PF),"[200768, 203095]",1610612748.0,MIA,take,,,Lowry,K. Lowry,,,,,,,,,,,1179.0,,,,,,2.0,0.0,,,Fournier,203095.0,,,
352,PT09M07.00S,2022-03-26T01:29:18.0Z,3,REGULAR,substitution,out,[],1630579,,,1610612752,65,55,2022-03-26T01:29:22Z,3510000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT09M07.00S,2022-03-26T01:29:18.0Z,3,REGULAR,substitution,in,[],1629011,,,1610612752,65,55,2022-03-26T01:29:22Z,3520000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT08M48.00S,2022-03-26T01:29:52.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,6.783837056504599,55.14705882352941,1610612752,65,55,2022-03-26T01:29:55Z,3530000,-26.0,11.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,,
355,PT08M46.00S,2022-03-26T01:29:54.0Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,65,55,2022-03-26T01:29:55Z,3540000,,,0,,R. Barrett REBOUND (Off:3 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,354.0,6.0,3.0,3.0,,,,,,,,,
356,PT08M46.00S,2022-03-26T01:29:54.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629628,5.590000152587891,50.0,1610612752,65,55,2022-03-26T01:29:54Z,3550000,0.0,0.0,1,left,MISS R. Barrett tip Layup,[1629628],1610612752.0,NYK,tip,,,Barrett,R. Barrett,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M45.00S,2022-03-26T01:29:55.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,65,55,2022-03-26T01:29:55Z,3560000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,
358,PT08M41.00S,2022-03-26T01:30:01.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,93.24901445466492,45.34313725490196,1610612748,65,55,2022-03-26T01:33:08Z,3570000,-23.0,11.0,1,right,MISS P. Tucker driving reverse Layup,[200782],1610612748.0,MIA,driving reverse,,,Tucker,P. Tucker,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
360,PT08M40.00S,2022-03-26T01:30:02.6Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,65,55,2022-03-26T01:33:08Z,3590000,,,0,,J. Butler REBOUND (Off:3 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,358.0,6.0,3.0,3.0,,,,,,,,,
361,PT08M39.00S,2022-03-26T01:30:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.9060446780552,44.85294117647059,1610612748,67,55,2022-03-26T01:33:14Z,3600000,-26.0,5.0,1,right,J. Butler putback Layup (21 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,2.61,Made,21.0,,,,,,,,,,,,,,,,,,
362,PT08M38.00S,2022-03-26T01:30:13.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,67,55,2022-03-26T01:30:13Z,3610000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M27.00S,2022-03-26T01:33:18.5Z,3,REGULAR,turnover,traveling,[],1629011,,,1610612752,67,55,2022-03-26T01:33:37Z,3620000,,,0,,M. Robinson traveling TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,203592.0,1.0,,,,,,,,,,,,,
364,PT08M07.00S,2022-03-26T01:33:47.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",200782,84.31340341655716,44.6078431372549,1610612748,67,55,2022-03-26T01:33:57Z,3630000,-27.0,95.0,1,right,MISS P. Tucker 9' driving Hook,[200782],1610612748.0,MIA,driving,,,Tucker,P. Tucker,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,,
365,PT08M03.00S,2022-03-26T01:33:51.9Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612752,67,55,2022-03-26T01:33:57Z,3640000,,,0,,O. Toppin REBOUND (Off:1 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,364.0,5.0,4.0,1.0,,,,,,,,,
366,PT07M49.00S,2022-03-26T01:34:06.2Z,3,REGULAR,3pt,Jump Shot,[],1630167,5.075558475689881,3.431372549019608,1610612752,67,55,2022-03-26T01:34:11Z,3650000,233.0,-5.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M47.00S,2022-03-26T01:34:08.2Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,67,55,2022-03-26T01:34:11Z,3660000,,,0,,M. Robinson REBOUND (Off:5 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,366.0,5.0,0.0,5.0,,,,,,,,,
368,PT07M47.00S,2022-03-26T01:34:10.7Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612752,67,55,2022-03-26T01:34:20Z,3670000,,,0,,D. Robinson shooting personal FOUL (3 PF) (Robinson 2 FT),"[1629130, 1629011]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,203592.0,,,,,,3.0,0.0,,,Robinson,1629011.0,,,
370,PT07M47.00S,2022-03-26T01:34:36.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,67,55,2022-03-26T01:34:36Z,3690000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
371,PT07M47.00S,2022-03-26T01:34:36.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,67,55,2022-03-26T01:34:36Z,3700000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,
