actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
82,PT04M46.00S,2024-03-16T00:23:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612740,8,9,2024-03-16T00:23:20Z,810000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Ingram 2 FT),"[1626181, 1627742]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1148.0,1.0,0.0,Ingram,1627742.0,,,,,,,,
84,PT04M46.00S,2024-03-16T00:23:34.3Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,9,9,2024-03-16T00:23:34Z,830000,False,,,0,,B. Ingram Free Throw 1 of 2 (2 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
85,PT04M46.00S,2024-03-16T00:23:50.3Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,10,9,2024-03-16T00:23:50Z,840000,False,,,0,,B. Ingram Free Throw 2 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
86,PT04M31.00S,2024-03-16T00:24:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,94.56307490144546,53.18627450980392,1610612746,10,11,2024-03-16T00:24:11Z,850000,False,16.0,-1.0,1,right,K. Leonard driving Layup (7 PTS) (A. Coffey 1 AST),"[202695, 1629599]",1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,7.0,,,,,,,,,,,A. Coffey,1629599.0,1.0
87,PT04M21.00S,2024-03-16T00:24:15.4Z,1,REGULAR,3pt,Jump Shot,[],203468,28.991458607095925,20.098039215686274,1610612740,10,11,2024-03-16T00:24:19Z,860000,False,150.0,220.0,1,left,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
88,PT04M18.00S,2024-03-16T00:24:18.4Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,10,11,2024-03-16T00:24:19Z,870000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT04M07.00S,2024-03-16T00:24:30.7Z,1,REGULAR,2pt,Jump Shot,[],1626181,88.51839684625493,78.18627450980392,1610612746,10,11,2024-03-16T00:24:40Z,880000,False,141.0,55.0,1,right,MISS N. Powell 15' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,15.14,Missed,,,,,,,,,,,,,,,,,,
90,PT04M07.00S,2024-03-16T00:24:30.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,10,11,2024-03-16T00:24:40Z,890000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,
92,PT03M57.00S,2024-03-16T00:24:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.783837056504599,50.73529411764706,1610612740,12,11,2024-03-16T00:24:44Z,900000,False,-4.0,11.0,1,left,B. Ingram driving finger roll Layup (5 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,5.0,,,,,,,,,,,,,
93,PT03M43.00S,2024-03-16T00:24:53.4Z,1,REGULAR,2pt,Jump Shot,[],202331,73.66951379763469,37.00980392156863,1610612746,12,13,2024-03-16T00:24:59Z,910000,False,-65.0,195.0,1,right,P. George 20' pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,20.55,Made,,,,,4.0,,,,,,,,,,,,,
94,PT03M23.00S,2024-03-16T00:25:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,16.770696452036795,49.50980392156863,1610612740,12,13,2024-03-16T00:25:19Z,920000,False,2.0,105.0,1,left,MISS L. Nance Jr. 10' floating Shot,[1626204],1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
95,PT03M20.00S,2024-03-16T00:25:16.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,13,2024-03-16T00:25:19Z,930000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,94.0,4.0,4.0,0.0,,,,,,,,,,,,,,
96,PT03M10.00S,2024-03-16T00:25:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,94.69448094612353,45.83333333333333,1610612746,12,15,2024-03-16T00:25:30Z,940000,False,-21.0,-3.0,1,right,P. George driving Layup (6 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,6.0,,,,,,,,,,,,,
97,PT02M49.00S,2024-03-16T00:25:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.601182654402102,54.65686274509803,1610612740,14,15,2024-03-16T00:26:05Z,950000,False,-23.0,0.0,1,left,C. McCollum driving reverse Layup (7 PTS) (B. Ingram 3 AST),"[203468, 1627742]",1610612740.0,NOP,driving reverse,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.33,Made,,,,,7.0,,,,,,,,,,,B. Ingram,1627742.0,3.0
99,PT02M49.00S,2024-03-16T00:25:57.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,15,2024-03-16T00:25:57Z,970000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612746,14,15,2024-03-16T00:28:40Z,980000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,out,[],1630529,,,1610612746,14,15,2024-03-16T00:28:40Z,990000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,out,[],203468,,,1610612746,14,15,2024-03-16T00:28:40Z,1000000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,out,[],202331,,,1610612746,14,15,2024-03-16T00:28:40Z,1010000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,14,15,2024-03-16T00:28:40Z,1020000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612746,14,15,2024-03-16T00:28:40Z,1030000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,in,[],1629627,,,1610612746,14,15,2024-03-16T00:28:40Z,1040000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612746,14,15,2024-03-16T00:28:40Z,1050000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,in,[],200782,,,1610612746,14,15,2024-03-16T00:28:40Z,1060000,False,,,0,,SUB in: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M49.00S,2024-03-16T00:28:04.0Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,14,15,2024-03-16T00:28:40Z,1070000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M36.00S,2024-03-16T00:29:15.6Z,1,REGULAR,foul,personal,[],1630631,,,1610612746,14,15,2024-03-16T00:29:34Z,1080000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 202695]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left,,,,,,,,202056.0,1.0,0.0,Leonard,202695.0,,,,,,,,
112,PT02M29.00S,2024-03-16T00:29:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629599,69.59592641261499,70.34313725490196,1610612746,14,18,2024-03-16T00:29:38Z,1100000,False,102.0,233.0,1,right,A. Coffey 25' 3PT  (3 PTS) (K. Leonard 1 AST),"[1629599, 202695]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,3.0,,,,,,,,,,,K. Leonard,202695.0,1.0
114,PT02M10.00S,2024-03-16T00:29:51.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,23.866622864651774,87.5,1610612740,17,18,2024-03-16T00:29:58Z,1120000,False,-188.0,172.0,1,left,T. Murphy III 25' 3PT  (3 PTS) (Z. Williamson 1 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,3.0,,,,,,,,,,,Z. Williamson,1629627.0,1.0
116,PT01M50.00S,2024-03-16T00:30:16.8Z,1,REGULAR,foul,personal,[],1626204,,,1610612746,17,18,2024-03-16T00:30:28Z,1140000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 202695]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,2005.0,1.0,0.0,Leonard,202695.0,,,,,,,,
118,PT01M44.00S,2024-03-16T00:30:36.9Z,1,REGULAR,3pt,Jump Shot,[],1626181,66.5735873850197,44.85294117647059,1610612746,17,18,2024-03-16T00:30:57Z,1160000,False,-26.0,262.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
119,PT01M40.00S,2024-03-16T00:30:40.9Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,17,18,2024-03-16T00:30:41Z,1170000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT01M33.00S,2024-03-16T00:30:47.2Z,1,REGULAR,3pt,Jump Shot,[],1630631,26.49474375821288,16.176470588235293,1610612740,20,18,2024-03-16T00:30:51Z,1180000,False,169.0,197.0,1,left,J. Alvarado 25' 3PT  (3 PTS) (T. Murphy III 1 AST),"[1630631, 1630530]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.93,Made,,,,,3.0,,,,,,,,,,,T. Murphy III,1630530.0,1.0
122,PT01M17.00S,2024-03-16T00:31:03.6Z,1,REGULAR,3pt,Jump Shot,[],1626181,72.61826544021025,80.63725490196079,1610612746,20,18,2024-03-16T00:31:08Z,1200000,False,153.0,205.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
123,PT01M14.00S,2024-03-16T00:31:06.6Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,20,18,2024-03-16T00:31:08Z,1210000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT01M08.00S,2024-03-16T00:31:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,7.440867279894875,46.81372549019608,1610612740,20,18,2024-03-16T00:31:35Z,1220000,False,16.0,17.0,1,left,MISS Z. Williamson running Layup,[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
125,PT01M07.00S,2024-03-16T00:31:14.7Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,20,18,2024-03-16T00:31:14Z,1230000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT01M07.00S,2024-03-16T00:31:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,7.5722733245729295,48.28431372549019,1610612740,20,18,2024-03-16T00:34:18Z,1237500,False,9.0,19.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 200782]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,Tucker,200782.0,,,
141,PT01M07.00S,2024-03-16T00:31:14.8Z,1,REGULAR,block,,[],200782,,,1610612740,20,18,2024-03-16T00:34:18Z,1241250,False,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M06.00S,2024-03-16T00:31:15.8Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,20,18,2024-03-16T00:34:18Z,1243125,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT01M00.00S,2024-03-16T00:31:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,93.64323258869908,46.07843137254902,1610612746,20,20,2024-03-16T00:33:53Z,1260000,False,-20.0,7.0,1,right,A. Coffey running Layup (5 PTS),[1629599],1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,5.0,,,,,,,,,,,,,
129,PT00M43.00S,2024-03-16T00:31:46.3Z,1,REGULAR,foul,personal,[],200782,,,1610612740,20,20,2024-03-16T00:31:52Z,1270000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1629627]",1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,,,,202056.0,1.0,0.0,Williamson,1629627.0,,,,,,,,
131,PT00M31.20S,2024-03-16T00:32:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,3.630091984231275,95.83333333333334,1610612740,20,20,2024-03-16T00:32:23Z,1290000,False,-229.0,-18.0,1,left,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,22.99,Missed,,,,,,,,,,,,,,,,,,
132,PT00M31.20S,2024-03-16T00:32:18.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,20,20,2024-03-16T00:32:23Z,1300000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,131.0,3.0,3.0,0.0,,,,,,,,,,,,,,
133,PT00M12.20S,2024-03-16T00:32:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.41590013140605,57.35294117647059,1610612746,20,22,2024-03-16T00:32:42Z,1310000,False,37.0,75.0,1,right,K. Leonard 8' pullup Jump Shot (9 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,8.37,Made,,,,,9.0,,,,,,,,,,,,,
134,PT00M01.10S,2024-03-16T00:32:59.8Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,20,22,2024-03-16T00:33:06Z,1320000,False,,,0,,Z. Williamson lost ball TURNOVER (2 TO),"[1629627, 1626181]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Powell,1626181.0,,,,,
135,PT00M01.10S,2024-03-16T00:32:59.8Z,1,REGULAR,steal,,[],1626181,,,1610612746,20,22,2024-03-16T00:34:46Z,1330000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2024-03-16T00:33:12.9Z,1,REGULAR,period,end,[],0,,,1610612746,20,22,2024-03-16T00:33:12Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-03-16T00:35:16.3Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,20,22,2024-03-16T00:35:36Z,1350000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-03-16T00:35:16.3Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,20,22,2024-03-16T00:35:36Z,1360000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-03-16T00:35:48.3Z,2,REGULAR,period,start,[],0,,,1610612746,20,22,2024-03-16T00:35:48Z,1370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M41.00S,2024-03-16T00:36:06.9Z,2,REGULAR,3pt,Jump Shot,[],1629599,83.39356110381078,96.07843137254902,1610612746,20,22,2024-03-16T00:36:15Z,1380000,False,230.0,104.0,1,right,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
147,PT11M39.00S,2024-03-16T00:36:08.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,20,22,2024-03-16T00:37:29Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,146.0,,,,,,,,,,,,,,,,,
149,PT11M39.00S,2024-03-16T00:36:39.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,20,22,2024-03-16T00:37:29Z,1410000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M18.00S,2024-03-16T00:39:36.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,26.363337713534822,84.80392156862744,1610612740,20,22,2024-03-16T00:39:49Z,1430000,False,-174.0,195.0,1,left,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
152,PT11M15.00S,2024-03-16T00:39:39.5Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,20,22,2024-03-16T00:39:49Z,1440000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,
153,PT11M12.00S,2024-03-16T00:39:42.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,4.5499342969776615,4.411764705882353,1610612740,20,22,2024-03-16T00:39:51Z,1450000,False,228.0,-10.0,1,left,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
154,PT11M09.00S,2024-03-16T00:39:45.7Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,20,22,2024-03-16T00:39:51Z,1460000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT11M02.00S,2024-03-16T00:39:53.2Z,2,REGULAR,3pt,Jump Shot,[],1628464,76.95466491458606,11.27450980392157,1610612746,20,22,2024-03-16T00:39:58Z,1470000,False,-194.0,164.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
156,PT10M58.00S,2024-03-16T00:39:57.2Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,20,22,2024-03-16T00:39:58Z,1480000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT10M49.00S,2024-03-16T00:40:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630530,8.623521681997373,5.392156862745098,1610612740,23,22,2024-03-16T00:40:11Z,1490000,False,223.0,29.0,1,left,T. Murphy III 3PT  (6 PTS) (Z. Williamson 2 AST),"[1630530, 1629627]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,22.48,Made,,,,,6.0,,,,,,,,,,,Z. Williamson,1629627.0,2.0
159,PT10M32.00S,2024-03-16T00:40:22.3Z,2,REGULAR,2pt,Jump Shot,[],202331,93.77463863337714,69.36274509803921,1610612746,23,24,2024-03-16T00:40:27Z,1510000,False,97.0,6.0,1,right,P. George 9' driving floating Jump Shot (8 PTS),[202331],1610612746.0,LAC,driving floating,,,George,P. George,,,,,Mid-Range,8-16 Right,9.7,Made,,,,,8.0,,,,,,,,,,,,,
160,PT10M22.00S,2024-03-16T00:40:35.5Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612740,23,24,2024-03-16T00:40:45Z,1520000,False,,,0,,D. Theis shooting personal FOUL (1 PF) (Williamson 2 FT),"[1628464, 1629627]",1610612746.0,LAC,shooting,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2005.0,1.0,0.0,Williamson,1629627.0,,,,,,,,
162,PT10M22.00S,2024-03-16T00:40:58.0Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,24,24,2024-03-16T00:41:15Z,1540000,False,,,0,,Z. Williamson Free Throw 1 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
163,PT10M22.00S,2024-03-16T00:40:58.0Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,24,2024-03-16T00:41:15Z,1550000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT10M20.00S,2024-03-16T00:41:00.0Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,24,24,2024-03-16T00:41:15Z,1560000,False,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,,,,
165,PT10M08.00S,2024-03-16T00:41:24.7Z,2,REGULAR,2pt,Jump Shot,[],202331,82.21090670170827,71.32352941176471,1610612746,24,26,2024-03-16T00:41:29Z,1570000,False,107.0,115.0,1,right,P. George 15' pullup Jump Shot (10 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,8-16 Right,15.66,Made,,,,,10.0,,,,,,,,,,,,,
166,PT09M53.00S,2024-03-16T00:41:39.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,31.09395532194481,16.42156862745098,1610612740,24,26,2024-03-16T00:41:43Z,1580000,False,168.0,240.0,1,left,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,29.27,Missed,,,,,,,,,,,,,,,,,,
167,PT09M50.00S,2024-03-16T00:41:42.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612746,24,26,2024-03-16T00:41:43Z,1590000,False,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT09M49.00S,2024-03-16T00:41:56.1Z,2,REGULAR,turnover,traveling,[],1626181,,,1610612746,24,26,2024-03-16T00:42:07Z,1610000,False,,,0,,N. Powell traveling TURNOVER (1 TO),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,202056.0,,,,,1.0,,,,,,,
170,PT09M29.00S,2024-03-16T00:42:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,6.389618922470433,46.81372549019608,1610612740,26,26,2024-03-16T00:42:37Z,1620000,False,16.0,8.0,1,left,N. Marshall cutting Layup (2 PTS) (T. Murphy III 2 AST),"[1630230, 1630530]",1610612740.0,NOP,cutting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,T. Murphy III,1630530.0,2.0
