actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
338,PT01M23.00S,2024-02-15T02:04:46.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,67.62483574244416,74.50980392156863,1610612740,68,52,2024-02-15T02:04:53Z,3270000,False,123.0,252.0,1,right,MISS T. Murphy III 28' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,28.0,Missed,,,,,,,,,,,,,,,,,,
339,PT01M19.00S,2024-02-15T02:04:50.4Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,68,52,2024-02-15T02:04:53Z,3280000,False,,,0,,D. Avdija REBOUND (Off:1 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,338.0,6.0,5.0,1.0,,,,,,,,,,,,,,
340,PT01M10.00S,2024-02-15T02:04:58.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.703679369250986,49.754901960784316,1610612764,68,54,2024-02-15T02:05:03Z,3290000,False,1.0,20.0,1,left,M. Bagley III cutting Layup (11 PTS) (T. Jones 6 AST),"[1628963, 1626145]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,11.0,,,,,,,,,,,T. Jones,1626145.0,6.0
342,PT00M59.50S,2024-02-15T02:05:13.1Z,2,REGULAR,foul,personal,[],1630557,,,1610612740,68,54,2024-02-15T02:05:17Z,3310000,False,,,0,,C. Kispert personal FOUL (3 PF),"[1630557, 1627742]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right Center,,,,,,,,201245.0,3.0,0.0,Ingram,1627742.0,,,,,,,,
344,PT00M59.50S,2024-02-15T02:05:25.8Z,2,REGULAR,substitution,out,[],202685,,,1610612740,68,54,2024-02-15T02:05:33Z,3330000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M59.50S,2024-02-15T02:05:25.8Z,2,REGULAR,substitution,out,[],1630557,,,1610612740,68,54,2024-02-15T02:05:33Z,3340000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M59.50S,2024-02-15T02:05:25.8Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,68,54,2024-02-15T02:05:33Z,3350000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M59.50S,2024-02-15T02:05:25.8Z,2,REGULAR,substitution,in,[],1629013,,,1610612740,68,54,2024-02-15T02:05:33Z,3360000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M50.20S,2024-02-15T02:05:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.5473061760841,50.73529411764706,1610612740,68,54,2024-02-15T02:06:14Z,3370000,False,4.0,74.0,1,right,MISS B. Ingram 7' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
349,PT00M47.90S,2024-02-15T02:05:56.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,68,54,2024-02-15T02:05:56Z,3380000,False,,,0,,D. Avdija REBOUND (Off:1 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,348.0,7.0,6.0,1.0,,,,,,,,,,,,,,
350,PT00M32.50S,2024-02-15T02:06:11.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,5.469776609724048,96.56862745098039,1610612764,68,57,2024-02-15T02:06:17Z,3390000,False,-233.0,-1.0,1,left,D. Avdija 3PT  (14 PTS) (T. Jones 7 AST),"[1630166, 1626145]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,14.0,,,,,,,,,,,T. Jones,1626145.0,7.0
352,PT00M09.70S,2024-02-15T02:06:39.2Z,2,REGULAR,2pt,Jump Shot,[],203468,81.42247043363994,67.64705882352942,1610612740,68,57,2024-02-15T02:06:49Z,3410000,False,88.0,122.0,1,right,MISS C. McCollum 15' turnaround fadeaway Shot,[203468],1610612740.0,NOP,turnaround fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,15.06,Missed,,,,,,,,,,,,,,,,,,
353,PT00M06.30S,2024-02-15T02:06:42.6Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,68,57,2024-02-15T02:06:49Z,3420000,False,,,0,,M. Bagley III REBOUND (Off:5 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Right,,,352.0,7.0,2.0,5.0,,,,,,,,,,,,,,
354,PT00M00.10S,2024-02-15T02:06:48.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,25.57490144546649,20.588235294117645,1610612764,68,60,2024-02-15T02:07:00Z,3430000,False,147.0,188.0,1,left,J. Poole 3PT step back bank (8 PTS),[1629673],1610612764.0,WAS,step back bank,,,Poole,J. Poole,,,,,Above the Break 3,16-24 Right Center,23.86,Made,,,,,8.0,,,,,,,,,,,,,
356,PT00M00.00S,2024-02-15T02:07:54.1Z,2,REGULAR,period,end,[],0,,,1610612740,68,60,2024-02-15T02:07:54Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,68,60,2024-02-15T02:22:09Z,3460000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612740,68,60,2024-02-15T02:22:09Z,3470000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612740,68,60,2024-02-15T02:22:09Z,3480000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,68,60,2024-02-15T02:22:09Z,3490000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,68,60,2024-02-15T02:22:09Z,3500000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2024-02-15T02:21:36.9Z,3,REGULAR,substitution,in,['startperiod'],1641731,,,1610612740,68,60,2024-02-15T02:22:09Z,3510000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2024-02-15T02:22:00.3Z,3,REGULAR,period,start,[],0,,,1610612740,68,60,2024-02-15T02:22:10Z,3520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M41.00S,2024-02-15T02:22:19.3Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612740,68,60,2024-02-15T02:22:32Z,3530000,False,,,0,,J. Poole shooting personal FOUL (3 PF) (Ingram 2 FT),"[1629673, 1627742]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1630886.0,3.0,0.0,Ingram,1627742.0,,,,,,,,
366,PT11M41.00S,2024-02-15T02:22:45.1Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,69,60,2024-02-15T02:22:45Z,3550000,False,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
367,PT11M41.00S,2024-02-15T02:23:00.0Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,70,60,2024-02-15T02:23:00Z,3560000,False,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
368,PT11M33.00S,2024-02-15T02:23:14.2Z,3,REGULAR,foul,personal,[],1630529,,,1610612764,70,60,2024-02-15T02:23:21Z,3570000,False,,,0,,H. Jones personal FOUL (4 PF),"[1630529, 1629673]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,2530.0,4.0,0.0,Poole,1629673.0,,,,,,,,
370,PT11M27.00S,2024-02-15T02:23:32.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,94.03745072273325,49.26470588235294,1610612764,70,62,2024-02-15T02:23:37Z,3590000,False,-4.0,4.0,1,right,D. Avdija driving DUNK (16 PTS) (T. Jones 8 AST),"[1630166, 1626145]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,16.0,,,,,,,,,,,T. Jones,1626145.0,8.0
372,PT11M11.00S,2024-02-15T02:23:49.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,12.959921156373195,49.01960784313725,1610612740,70,62,2024-02-15T02:24:11Z,3610000,False,5.0,69.0,1,left,MISS H. Jones 6' driving floating Shot - blocked,"[1630529, 1628963]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,Bagley III,1628963.0,,,,,
373,PT11M11.00S,2024-02-15T02:23:49.0Z,3,REGULAR,block,,[],1628963,,,1610612740,70,62,2024-02-15T02:23:51Z,3620000,False,,,0,,M. Bagley III BLOCK (2 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT11M07.00S,2024-02-15T02:23:53.0Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612764,70,62,2024-02-15T02:23:54Z,3630000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,372.0,2.0,2.0,0.0,,,,,,,,,,,,,,
375,PT11M07.00S,2024-02-15T02:23:54.9Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612764,70,62,2024-02-15T02:24:03Z,3640000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1627742, 1628963]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,
377,PT11M07.00S,2024-02-15T02:24:23.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628963,,,1610612764,70,62,2024-02-15T02:24:23Z,3660000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
378,PT11M07.00S,2024-02-15T02:24:23.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,70,62,2024-02-15T02:24:23Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,,
379,PT11M07.00S,2024-02-15T02:24:42.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628963,,,1610612764,70,63,2024-02-15T02:24:42Z,3680000,False,,,0,,M. Bagley III Free Throw 2 of 2 (12 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
380,PT10M46.00S,2024-02-15T02:25:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.178055190538765,49.50980392156863,1610612740,72,63,2024-02-15T02:25:07Z,3690000,False,2.0,15.0,1,left,J. Valanciunas driving Layup (10 PTS) (C. McCollum 4 AST),"[202685, 203468]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,10.0,,,,,,,,,,,C. McCollum,203468.0,4.0
382,PT10M36.00S,2024-02-15T02:25:14.3Z,3,REGULAR,3pt,Jump Shot,[],1630166,71.04139290407359,21.813725490196077,1610612764,72,66,2024-02-15T02:25:18Z,3710000,False,-141.0,220.0,1,right,D. Avdija 26' 3PT  (19 PTS) (T. Jones 9 AST),"[1630166, 1626145]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,19.0,,,,,,,,,,,T. Jones,1626145.0,9.0
384,PT10M25.00S,2024-02-15T02:25:24.8Z,3,REGULAR,3pt,Jump Shot,[],1627742,31.61957950065703,34.55882352941176,1610612740,72,66,2024-02-15T02:25:30Z,3730000,False,77.0,245.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
385,PT10M20.00S,2024-02-15T02:25:29.8Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,72,66,2024-02-15T02:25:30Z,3740000,False,,,0,,M. Bagley III REBOUND (Off:5 Def:3),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,384.0,8.0,3.0,5.0,,,,,,,,,,,,,,
387,PT10M16.00S,2024-02-15T02:25:48.9Z,3,REGULAR,3pt,Jump Shot,[],1628963,95.22010512483574,95.58823529411765,1610612764,72,66,2024-02-15T02:25:55Z,3760000,False,228.0,-8.0,1,right,MISS M. Bagley III 3PT,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
388,PT10M10.00S,2024-02-15T02:25:54.9Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,72,66,2024-02-15T02:25:55Z,3770000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,,,387.0,5.0,3.0,2.0,,,,,,,,,,,,,,
389,PT10M00.00S,2024-02-15T02:26:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,9.280551905387648,50.0,1610612740,74,66,2024-02-15T04:07:20Z,3780000,False,0.0,35.0,1,left,Z. Williamson driving floating Jump Shot (22 PTS) (B. Ingram 4 AST),"[1629627, 1627742]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,22.0,,,,,,,,,,,B. Ingram,1627742.0,4.0
391,PT10M00.00S,2024-02-15T02:26:08.8Z,3,REGULAR,foul,personal,['1freethrow'],1641731,,,1610612740,74,66,2024-02-15T02:26:38Z,3800000,False,,,0,,B. Coulibaly shooting personal FOUL (4 PF) (Williamson 1 FT),"[1641731, 1629627]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,4.0,0.0,Williamson,1629627.0,,,,,,,,
393,PT10M00.00S,2024-02-15T02:26:26.8Z,3,REGULAR,substitution,out,[],1641731,,,1610612740,74,66,2024-02-15T02:26:33Z,3820000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT10M00.00S,2024-02-15T02:26:26.8Z,3,REGULAR,substitution,in,[],1630557,,,1610612740,74,66,2024-02-15T02:26:33Z,3830000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT10M00.00S,2024-02-15T02:26:43.1Z,3,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,74,66,2024-02-15T02:26:46Z,3840000,False,,,0,,MISS Z. Williamson Free Throw 1 of 1,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
396,PT09M57.00S,2024-02-15T02:26:46.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,74,66,2024-02-15T02:26:46Z,3850000,False,,,0,,D. Avdija REBOUND (Off:1 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,395.0,8.0,7.0,1.0,,,,,,,,,,,,,,
397,PT09M48.00S,2024-02-15T02:26:58.2Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612764,74,66,2024-02-15T02:27:24Z,3860000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629627, 1630166]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
399,PT09M48.00S,2024-02-15T02:27:25.4Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,74,67,2024-02-15T02:27:25Z,3880000,False,,,0,,D. Avdija Free Throw 1 of 2 (20 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
400,PT09M48.00S,2024-02-15T02:27:40.4Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,74,68,2024-02-15T02:27:40Z,3890000,False,,,0,,D. Avdija Free Throw 2 of 2 (21 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
401,PT09M32.00S,2024-02-15T02:28:07.3Z,3,REGULAR,turnover,5-second-back-to-the-basket,[],202685,,,1610612740,74,68,2024-02-15T02:28:18Z,3900000,False,,,0,,J. Valanciunas 5-second-back-to-the-basket TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,,,,,1.0,,,,,,,
402,PT09M15.00S,2024-02-15T02:28:30.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,92.85479632063075,96.07843137254902,1610612764,74,68,2024-02-15T02:28:44Z,3910000,False,230.0,15.0,1,right,MISS C. Kispert pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
403,PT09M11.00S,2024-02-15T02:28:34.4Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,74,68,2024-02-15T02:28:36Z,3920000,False,,,0,,D. Avdija REBOUND (Off:2 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,402.0,9.0,7.0,2.0,,,,,,,,,,,,,,
404,PT09M07.00S,2024-02-15T02:28:38.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626145,67.49342969776609,45.588235294117645,1610612764,74,71,2024-02-15T02:28:42Z,3930000,False,-22.0,253.0,1,right,T. Jones 25' 3PT  (6 PTS) (C. Kispert 5 AST),"[1626145, 1630557]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,6.0,,,,,,,,,,,C. Kispert,1630557.0,5.0
406,PT09M06.00S,2024-02-15T02:28:50.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,74,71,2024-02-15T02:28:50Z,3950000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT09M06.00S,2024-02-15T02:31:12.6Z,3,REGULAR,substitution,out,[],202685,,,1610612740,74,71,2024-02-15T02:31:24Z,3960000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT09M06.00S,2024-02-15T02:31:12.6Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,74,71,2024-02-15T02:31:24Z,3970000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M52.00S,2024-02-15T02:31:48.3Z,3,REGULAR,3pt,Jump Shot,[],1630529,9.280551905387648,2.450980392156863,1610612740,74,71,2024-02-15T02:31:54Z,3980000,False,238.0,35.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
410,PT08M48.00S,2024-02-15T02:31:52.3Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,74,71,2024-02-15T02:31:54Z,3990000,False,,,0,,M. Bagley III REBOUND (Off:5 Def:4),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,,,409.0,9.0,4.0,5.0,,,,,,,,,,,,,,
411,PT08M44.00S,2024-02-15T02:31:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.72339027595268,49.50980392156863,1610612764,74,73,2024-02-15T02:32:08Z,4000000,False,-2.0,16.0,1,right,D. Avdija running finger roll Layup (23 PTS) (T. Jones 10 AST),"[1630166, 1626145]",1610612764.0,WAS,running finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,23.0,,,,,,,,,,,T. Jones,1626145.0,10.0
413,PT08M34.00S,2024-02-15T02:32:07.7Z,3,REGULAR,turnover,bad pass,[],1626204,,,1610612740,74,73,2024-02-15T02:32:12Z,4020000,False,,,0,,L. Nance Jr. bad pass TURNOVER (1 TO),"[1626204, 1630557]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,Kispert,1630557.0,,,
414,PT08M34.00S,2024-02-15T02:32:07.7Z,3,REGULAR,steal,,[],1630557,,,1610612764,74,73,2024-02-15T02:32:09Z,4030000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
415,PT08M29.00S,2024-02-15T02:32:11.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,93.9060446780552,49.50980392156863,1610612764,74,75,2024-02-15T02:32:17Z,4040000,False,-2.0,5.0,1,right,C. Kispert running DUNK (14 PTS),[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,14.0,,,,,,,,,,,,,
416,PT08M17.00S,2024-02-15T02:32:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,18.873193166885677,54.41176470588235,1610612740,76,75,2024-02-15T02:32:30Z,4050000,False,-22.0,125.0,1,left,B. Ingram 12' pullup Jump Shot (8 PTS) (Z. Williamson 4 AST),"[1627742, 1629627]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.68,Made,,,,,8.0,,,,,,,,,,,Z. Williamson,1629627.0,4.0
418,PT08M07.00S,2024-02-15T02:32:37.4Z,3,REGULAR,foul,personal,[],1629627,,,1610612764,76,75,2024-02-15T02:32:45Z,4070000,False,,,0,,Z. Williamson personal FOUL (2 PF),"[1629627, 1630166]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,201245.0,2.0,0.0,Avdija,1630166.0,,,,,,,,
420,PT08M02.00S,2024-02-15T02:32:59.0Z,3,REGULAR,3pt,Jump Shot,[],1630166,66.83639947437582,45.588235294117645,1610612764,76,75,2024-02-15T02:33:03Z,4090000,False,-22.0,259.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
421,PT07M58.00S,2024-02-15T02:33:03.0Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,76,75,2024-02-15T02:33:03Z,4100000,False,,,0,,H. Jones REBOUND (Off:0 Def:5),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,420.0,5.0,5.0,0.0,,,,,,,,,,,,,,
422,PT07M49.00S,2024-02-15T02:33:11.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,6.258212877792378,50.0,1610612740,78,75,2024-02-15T02:33:16Z,4110000,False,0.0,6.0,1,left,H. Jones driving DUNK (4 PTS) (Z. Williamson 5 AST),"[1630529, 1629627]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,4.0,,,,,,,,,,,Z. Williamson,1629627.0,5.0
424,PT07M33.00S,2024-02-15T02:33:27.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,93.77463863337714,43.872549019607845,1610612764,78,75,2024-02-15T02:33:32Z,4130000,False,-31.0,6.0,1,right,MISS J. Poole driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
425,PT07M32.00S,2024-02-15T02:33:29.1Z,3,REGULAR,rebound,offensive,[],1629673,,,1610612764,78,75,2024-02-15T02:33:29Z,4140000,False,,,0,,J. Poole REBOUND (Off:2 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,424.0,4.0,2.0,2.0,,,,,,,,,,,,,,
