actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT04M55.00S,2023-11-23T01:23:37.5Z,1,REGULAR,turnover,lost ball,[],1628370,,,1610612758,15,21,2023-11-23T01:23:44Z,860000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1630529]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,
87,PT04M55.00S,2023-11-23T01:23:37.5Z,1,REGULAR,steal,,[],1630529,,,1610612740,15,21,2023-11-23T01:23:39Z,870000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M52.00S,2023-11-23T01:23:43.8Z,1,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612740,15,21,2023-11-23T01:23:51Z,880000,False,,,0,,C. Duarte shooting personal FOUL (2 PF) (Jones 2 FT),"[1630537, 1630529]",1610612758.0,SAC,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,1628954.0,2.0,0.0,Jones,1630529.0,,,,,,,,,,,,,,,
90,PT04M52.00S,2023-11-23T01:24:06.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630529,,,1610612740,16,21,2023-11-23T01:24:28Z,900000,False,,,0,,H. Jones Free Throw 1 of 2 (1 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
91,PT04M52.00S,2023-11-23T01:24:06.8Z,1,REGULAR,substitution,out,[],1630537,,,1610612740,16,21,2023-11-23T01:24:10Z,910000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M52.00S,2023-11-23T01:24:06.8Z,1,REGULAR,substitution,in,[],1628989,,,1610612740,16,21,2023-11-23T01:24:10Z,920000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M52.00S,2023-11-23T01:24:06.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630529,,,1610612740,16,21,2023-11-23T01:24:28Z,930000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
94,PT04M49.00S,2023-11-23T01:24:09.0Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,16,21,2023-11-23T01:24:28Z,940000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,
95,PT04M38.00S,2023-11-23T01:24:38.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,26.231931668856767,15.686274509803921,1610612758,16,21,2023-11-23T01:24:43Z,950000,False,172.0,194.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,25.91,Missed,,,,,,,,,,,,,
96,PT04M34.00S,2023-11-23T01:24:42.5Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,16,21,2023-11-23T01:24:43Z,960000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,
97,PT04M27.00S,2023-11-23T01:24:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.43166885676742,52.69607843137255,1610612740,18,21,2023-11-23T01:24:56Z,970000,False,13.0,0.0,1,right,Z. Williamson driving Layup (8 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,1.35,Made,8.0,,,,,,,,,,,,
98,PT04M27.00S,2023-11-23T01:24:54.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626168,,,1610612740,18,21,2023-11-23T01:25:19Z,980000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Williamson 1 FT),"[1626168, 1629627]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
100,PT04M27.00S,2023-11-23T01:25:01.1Z,1,REGULAR,substitution,out,[],202685,,,1610612740,18,21,2023-11-23T01:25:09Z,1000000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2023-11-23T01:25:01.1Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,18,21,2023-11-23T01:25:09Z,1010000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M27.00S,2023-11-23T01:25:15.2Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,18,21,2023-11-23T01:25:18Z,1020000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M27.00S,2023-11-23T01:25:15.2Z,1,REGULAR,substitution,in,[],203469,,,1610612740,18,21,2023-11-23T01:25:18Z,1030000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M27.00S,2023-11-23T01:25:24.0Z,1,REGULAR,freethrow,1 of 1,[],1629627,,,1610612740,19,21,2023-11-23T01:25:24Z,1040000,False,,,0,,Z. Williamson Free Throw 1 of 1 (9 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
105,PT04M08.00S,2023-11-23T01:25:44.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.995400788436268,50.49019607843137,1610612758,19,23,2023-11-23T01:25:49Z,1050000,False,-2.0,4.0,1,left,D. Sabonis cutting DUNK (8 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,0.46,Made,8.0,M. Monk,1628370.0,1.0,,,,,,,,,
107,PT03M54.00S,2023-11-23T01:25:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,94.30026281208936,54.90196078431373,1610612740,19,23,2023-11-23T01:26:04Z,1070000,False,25.0,1.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,2.45,Missed,,,,,,,,,,,,,
108,PT03M52.00S,2023-11-23T01:26:00.5Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,19,23,2023-11-23T01:26:04Z,1080000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,
109,PT03M49.00S,2023-11-23T01:26:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626168,6.258212877792378,54.166666666666664,1610612758,19,25,2023-11-23T01:26:14Z,1090000,False,-21.0,6.0,1,left,T. Lyles running reverse Layup (2 PTS) (M. Monk 2 AST),"[1626168, 1628370]",1610612758.0,SAC,running reverse,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,,2.17,Made,2.0,M. Monk,1628370.0,2.0,,,,,,,,,
111,PT03M37.00S,2023-11-23T01:26:15.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,76.69185282522996,88.48039215686273,1610612740,19,25,2023-11-23T01:26:19Z,1110000,False,192.0,167.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,,,,25.45,Missed,,,,,,,,,,,,,
112,PT03M34.00S,2023-11-23T01:26:17.8Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,19,25,2023-11-23T01:26:17Z,1120000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,111.0,2.0,1.0,1.0,,
113,PT03M32.00S,2023-11-23T01:26:20.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,96.13994743758212,97.30392156862744,1610612740,19,25,2023-11-23T01:26:25Z,1130000,False,237.0,-16.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,,,,,,23.71,Missed,,,,,,,,,,,,,
114,PT03M29.00S,2023-11-23T01:26:23.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,19,25,2023-11-23T01:26:25Z,1140000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,113.0,3.0,3.0,0.0,,
115,PT03M23.00S,2023-11-23T01:26:36.5Z,1,REGULAR,foul,personal,['2freethrow'],203469,,,1610612758,19,25,2023-11-23T01:26:44Z,1150000,False,,,0,,C. Zeller shooting personal FOUL (1 PF) (Sabonis 2 FT),"[203469, 1627734]",1610612740.0,NOP,shooting,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,
118,PT03M23.00S,2023-11-23T01:27:04.9Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,19,26,2023-11-23T01:27:04Z,1170000,False,,,0,,D. Sabonis Free Throw 1 of 2 (9 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
119,PT03M23.00S,2023-11-23T01:27:26.1Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,19,27,2023-11-23T01:27:26Z,1180000,False,,,0,,D. Sabonis Free Throw 2 of 2 (10 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
120,PT03M04.00S,2023-11-23T01:27:48.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612740,19,27,2023-11-23T01:27:58Z,1190000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Hawkins 2 FT),"[1628370, 1641722]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,1628954.0,1.0,0.0,Hawkins,1641722.0,,,,,,,,,,,,,,,
122,PT03M04.00S,2023-11-23T01:28:10.2Z,1,REGULAR,freethrow,1 of 2,[],1641722,,,1610612740,20,27,2023-11-23T01:28:10Z,1210000,False,,,0,,J. Hawkins Free Throw 1 of 2 (1 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
123,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,20,27,2023-11-23T01:28:26Z,1220000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612740,20,27,2023-11-23T01:28:26Z,1230000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612740,20,27,2023-11-23T01:28:26Z,1240000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,out,[],1630558,,,1610612740,20,27,2023-11-23T01:28:26Z,1250000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,20,27,2023-11-23T01:28:26Z,1260000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,in,[],201580,,,1610612740,20,27,2023-11-23T01:28:26Z,1270000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,in,[],1628368,,,1610612740,20,27,2023-11-23T01:28:26Z,1280000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M04.00S,2023-11-23T01:28:10.9Z,1,REGULAR,substitution,in,[],1628426,,,1610612740,20,27,2023-11-23T01:28:26Z,1290000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M04.00S,2023-11-23T01:28:35.4Z,1,REGULAR,freethrow,2 of 2,[],1641722,,,1610612740,21,27,2023-11-23T01:28:35Z,1300000,False,,,0,,J. Hawkins Free Throw 2 of 2 (2 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
132,PT02M50.00S,2023-11-23T01:28:52.7Z,1,REGULAR,turnover,out-of-bounds,[],1628426,,,1610612758,21,27,2023-11-23T01:29:01Z,1310000,False,,,0,,A. Vezenkov bad pass out-of-bounds TURNOVER (1 TO),[1628426],1610612758.0,SAC,bad pass,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Right Center,101283.0,,,,,,,,,,,1.0,,,,,,,,
133,PT02M50.00S,2023-11-23T01:29:00.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,21,27,2023-11-23T01:29:00Z,1320000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M42.00S,2023-11-23T01:32:02.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,89.83245729303549,50.49019607843137,1610612740,23,27,2023-11-23T01:32:08Z,1330000,False,2.0,43.0,1,right,J. Alvarado driving floating Jump Shot (2 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,4.32,Made,2.0,,,,,,,,,,,,
135,PT02M29.00S,2023-11-23T01:32:14.6Z,1,REGULAR,3pt,Jump Shot,[],1626168,9.017739816031538,4.6568627450980395,1610612758,23,27,2023-11-23T01:32:18Z,1340000,False,227.0,32.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,,,,,,22.9,Missed,,,,,,,,,,,,,
136,PT02M26.00S,2023-11-23T01:32:17.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,23,27,2023-11-23T01:32:18Z,1350000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,135.0,2.0,1.0,1.0,,
137,PT02M20.00S,2023-11-23T01:32:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630631,97.32260183968464,94.85294117647058,1610612740,26,27,2023-11-23T01:32:49Z,1360000,False,224.0,-27.0,1,right,J. Alvarado 3PT  (5 PTS) (N. Marshall 1 AST),"[1630631, 1630230]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,22.6,Made,5.0,N. Marshall,1630230.0,1.0,,,,,,,,,
139,PT02M07.00S,2023-11-23T01:32:36.7Z,1,REGULAR,3pt,Jump Shot,[],1628426,6.915243101182654,2.941176470588235,1610612758,26,27,2023-11-23T01:32:52Z,1380000,False,235.0,13.0,1,left,MISS A. Vezenkov 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Right Corner 3,24+ Right,,,,,,23.56,Missed,,,,,,,,,,,,,
140,PT02M07.00S,2023-11-23T01:32:36.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,26,27,2023-11-23T01:32:52Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,139.0,,,,,
141,PT02M06.00S,2023-11-23T01:32:44.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612740,26,27,2023-11-23T01:32:52Z,1400000,False,,,0,,T. Lyles loose ball personal FOUL (2 PF) (Daniels 2 FT),"[1626168, 1630700]",1610612758.0,SAC,loose ball,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,1628954.0,2.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
143,PT02M06.00S,2023-11-23T01:33:13.4Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612740,27,27,2023-11-23T01:33:13Z,1420000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
144,PT02M06.00S,2023-11-23T01:33:24.8Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612740,28,27,2023-11-23T01:33:24Z,1430000,False,,,0,,D. Daniels Free Throw 2 of 2 (2 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
145,PT01M43.00S,2023-11-23T01:33:54.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,10.33180026281209,3.1862745098039214,1610612758,28,27,2023-11-23T01:33:59Z,1440000,False,234.0,45.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,,23.83,Missed,,,,,,,,,,,,,
146,PT01M38.00S,2023-11-23T01:33:59.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,28,27,2023-11-23T01:33:59Z,1450000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,145.0,3.0,2.0,1.0,,
147,PT01M28.00S,2023-11-23T01:34:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,88.38699080157687,37.5,1610612740,30,27,2023-11-23T01:34:15Z,1460000,False,-62.0,57.0,1,right,D. Daniels 8' driving floating Jump Shot (4 PTS),[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.44,Made,4.0,,,,,,,,,,,,
148,PT01M24.00S,2023-11-23T01:34:12.8Z,1,REGULAR,turnover,bad pass,[],201580,,,1610612758,30,27,2023-11-23T01:34:45Z,1470000,False,,,0,,J. McGee bad pass TURNOVER (1 TO),"[201580, 1630230]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
149,PT01M24.00S,2023-11-23T01:34:12.8Z,1,REGULAR,steal,,[],1630230,,,1610612740,30,27,2023-11-23T01:34:15Z,1480000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT01M23.00S,2023-11-23T01:34:16.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630230,87.59855453350855,46.81372549019608,1610612740,32,27,2023-11-23T01:34:22Z,1490000,False,-16.0,64.0,1,right,N. Marshall 6' floating Jump Shot (2 PTS),[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.6,Made,2.0,,,,,,,,,,,,
151,PT01M23.00S,2023-11-23T01:34:58.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,32,27,2023-11-23T01:34:58Z,1500000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M23.00S,2023-11-23T01:35:26.4Z,1,REGULAR,substitution,out,[],201580,,,1610612758,32,27,2023-11-23T01:35:44Z,1510000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M23.00S,2023-11-23T01:35:26.4Z,1,REGULAR,substitution,in,[],203084,,,1610612758,32,27,2023-11-23T01:35:44Z,1520000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M09.00S,2023-11-23T01:36:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628426,6.915243101182654,55.392156862745104,1610612758,32,27,2023-11-23T01:37:26Z,1530000,False,-27.0,13.0,1,left,MISS A. Vezenkov driving floating bank Shot,[1628426],1610612758.0,SAC,driving floating bank,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,,,2.98,Missed,,,,,,,,,,,,,
155,PT01M08.00S,2023-11-23T01:36:01.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,27,2023-11-23T01:37:26Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,154.0,,,,,
157,PT01M07.00S,2023-11-23T01:36:31.0Z,1,REGULAR,foul,personal,[],1641722,,,1610612758,32,27,2023-11-23T01:36:50Z,1560000,False,,,0,,J. Hawkins personal FOUL (1 PF),"[1641722, 1626168]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,1628954.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,
159,PT01M00.00S,2023-11-23T01:36:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,22.946780551905388,88.72549019607843,1610612758,32,27,2023-11-23T01:36:56Z,1580000,False,-194.0,163.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,25.32,Missed,,,,,,,,,,,,,
160,PT00M57.30S,2023-11-23T01:36:54.1Z,1,REGULAR,rebound,defensive,[],203469,,,1610612740,32,27,2023-11-23T01:36:56Z,1590000,False,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,159.0,1.0,1.0,0.0,,
161,PT00M51.80S,2023-11-23T01:37:00.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,67.36202365308804,54.65686274509803,1610612740,32,27,2023-11-23T01:37:13Z,1600000,False,23.0,254.0,1,right,MISS J. Alvarado 25' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,25.54,Missed,,,,,,,,,,,,,
162,PT00M48.80S,2023-11-23T01:37:03.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,32,27,2023-11-23T01:37:13Z,1610000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,161.0,2.0,2.0,0.0,,
163,PT00M40.50S,2023-11-23T01:37:11.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,32.53942181340342,62.254901960784316,1610612758,32,30,2023-11-23T01:37:20Z,1620000,False,-61.0,253.0,1,left,D. Fox 26' 3PT step back (6 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,26.07,Made,6.0,,,,,,,,,,,,
164,PT00M22.40S,2023-11-23T01:37:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,87.33574244415243,50.0,1610612740,32,30,2023-11-23T01:37:48Z,1630000,False,0.0,67.0,1,right,MISS C. Zeller 6' floating Shot,[203469],1610612740.0,NOP,floating,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.65,Missed,,,,,,,,,,,,,
165,PT00M20.10S,2023-11-23T01:37:36.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,32,30,2023-11-23T01:37:48Z,1640000,False,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,
166,PT00M02.60S,2023-11-23T01:37:52.3Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,32,30,2023-11-23T01:37:58Z,1650000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1630631]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,,,,
167,PT00M02.60S,2023-11-23T01:37:52.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,32,30,2023-11-23T01:52:51Z,1660000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-11-23T01:39:30.5Z,1,REGULAR,period,end,[],0,,,1610612740,32,30,2023-11-23T01:39:30Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
