actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
81,PT04M28.00S,2024-04-06T00:23:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612759,17,12,2024-04-06T00:23:34Z,810000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Graham 2 FT),"[1630530, 1628984]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628487.0,,,,,2.0,0.0,Graham,1628984.0,,
83,PT04M28.00S,2024-04-06T00:23:38.1Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1628984,,,1610612759,17,13,2024-04-06T00:24:10Z,830000,False,,,0,,D. Graham Free Throw 1 of 2 (1 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
84,PT04M28.00S,2024-04-06T00:23:40.0Z,1,REGULAR,substitution,out,[],1630572,,,1610612759,17,13,2024-04-06T00:23:45Z,840000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M28.00S,2024-04-06T00:23:40.0Z,1,REGULAR,substitution,in,[],1631321,,,1610612759,17,13,2024-04-06T00:23:45Z,850000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2024-04-06T00:23:55.9Z,1,REGULAR,substitution,out,[],1630530,,,1610612759,17,13,2024-04-06T00:23:58Z,860000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2024-04-06T00:23:55.9Z,1,REGULAR,substitution,in,[],1630346,,,1610612759,17,13,2024-04-06T00:23:58Z,870000,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M28.00S,2024-04-06T00:23:38.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628984,,,1610612759,17,14,2024-04-06T00:24:10Z,880000,False,,,0,,D. Graham Free Throw 2 of 2 (2 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
92,PT04M12.00S,2024-04-06T00:24:24.7Z,1,REGULAR,substitution,out,[],1630700,,,1610612740,17,14,2024-04-06T00:24:28Z,900000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M12.00S,2024-04-06T00:24:24.7Z,1,REGULAR,substitution,in,[],203468,,,1610612740,17,14,2024-04-06T00:24:28Z,910000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M05.00S,2024-04-06T00:24:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,18.610381077529567,48.77450980392157,1610612740,19,14,2024-04-06T00:24:47Z,920000,False,6.0,122.0,1,left,C. McCollum 12' driving floating Jump Shot (5 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,,,,,5.0,,,,,J. Valanciunas,202685.0,2.0,,,,,,
96,PT03M47.00S,2024-04-06T00:25:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,72.48685939553219,20.833333333333336,1610612759,19,14,2024-04-06T00:25:05Z,940000,False,-146.0,206.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
97,PT03M44.00S,2024-04-06T00:25:03.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,19,14,2024-04-06T00:25:05Z,950000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,96.0,3.0,3.0,0.0,,,,,,,,,,,,,,
98,PT03M37.00S,2024-04-06T00:25:11.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,12.697109067017081,49.754901960784316,1610612740,21,14,2024-04-06T00:25:17Z,960000,False,1.0,67.0,1,left,J. Valanciunas 6' Hook (6 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,,,,6.0,,,,,C. McCollum,203468.0,1.0,,,,,,
100,PT03M37.00S,2024-04-06T00:25:21.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,21,14,2024-04-06T00:25:21Z,980000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M37.00S,2024-04-06T00:27:45.6Z,1,REGULAR,substitution,out,[],202685,,,1610612759,21,14,2024-04-06T00:28:04Z,990000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M37.00S,2024-04-06T00:27:45.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612759,21,14,2024-04-06T00:28:04Z,1000000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2024-04-06T00:28:18.3Z,1,REGULAR,3pt,Jump Shot,[],1631321,86.02168199737189,4.6568627450980395,1610612759,21,14,2024-04-06T00:28:24Z,1010000,False,-227.0,79.0,1,right,MISS S. Cissoko 24' 3PT,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,,
104,PT03M19.00S,2024-04-06T00:28:22.3Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,21,14,2024-04-06T00:28:24Z,1020000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M04.00S,2024-04-06T00:28:36.7Z,1,REGULAR,2pt,Jump Shot,[],203468,21.107095926412615,28.186274509803923,1610612740,21,14,2024-04-06T00:29:17Z,1030000,False,109.0,146.0,1,left,MISS C. McCollum 18' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,18.22,Missed,,,,,,,,,,,,,,,,,,
106,PT03M01.00S,2024-04-06T00:28:39.7Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,21,14,2024-04-06T00:28:47Z,1040000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,105.0,4.0,3.0,1.0,,,,,,,,,,,,,,
107,PT03M00.00S,2024-04-06T00:28:40.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,6.307490144546649,96.34650735294117,1610612740,21,14,2024-04-06T00:28:52Z,1050000,False,-232.0,7.0,1,left,MISS C. McCollum pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2024-04-06T00:28:43.5Z,1,REGULAR,rebound,offensive,[],1641722,,,1610612740,21,14,2024-04-06T00:28:52Z,1060000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,,
109,PT02M56.00S,2024-04-06T00:28:48.2Z,1,REGULAR,turnover,traveling,[],1630346,,,1610612740,21,14,2024-04-06T00:28:58Z,1070000,False,,,0,,M. Ryan traveling TURNOVER (1 TO),[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204059.0,1.0,,,,,,,,,
110,PT02M30.00S,2024-04-06T00:29:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,94.30026281208936,51.470588235294116,1610612759,21,14,2024-04-06T00:30:09Z,1080000,False,7.0,1.0,1,right,MISS Z. Collins driving reverse Layup,[1628380],1610612759.0,SAS,driving reverse,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
111,PT02M27.00S,2024-04-06T00:29:23.1Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,21,14,2024-04-06T00:30:09Z,1090000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
192,PT02M18.00S,2024-04-06T00:29:26.0Z,1,REGULAR,turnover,lost ball,[],1641722,,,1610612740,21,14,2024-04-06T00:43:34Z,1095000,False,,,0,,J. Hawkins lost ball TURNOVER (1 TO),"[1641722, 1628984]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,,,Graham,1628984.0
193,PT02M18.00S,2024-04-06T00:29:26.0Z,1,REGULAR,steal,,[],1628984,,,1610612759,21,14,2024-04-06T00:43:34Z,1097500,False,,,0,,D. Graham STEAL (2 STL),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M14.00S,2024-04-06T00:29:38.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628984,73.01248357424441,17.647058823529413,1610612759,21,14,2024-04-06T00:43:41Z,1120000,False,-162.0,201.0,1,right,MISS D. Graham 25' running pullup 3PT,[1628984],1610612759.0,SAS,running pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
115,PT02M12.00S,2024-04-06T00:29:40.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,21,14,2024-04-06T00:32:35Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,114.0,,,,,,,,,,,,,,,,,
117,PT01M59.00S,2024-04-06T00:30:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630230,30.042706964520367,24.019607843137255,1610612740,21,14,2024-04-06T00:30:22Z,1150000,False,130.0,230.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
118,PT01M56.00S,2024-04-06T00:30:10.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,21,14,2024-04-06T00:30:22Z,1160000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT01M49.00S,2024-04-06T00:30:17.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628380,68.15045992115637,36.27450980392157,1610612759,21,14,2024-04-06T00:33:07Z,1170000,False,-69.0,247.0,1,right,MISS Z. Collins 25' running 3PT,[1628380],1610612759.0,SAS,running,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
120,PT01M47.00S,2024-04-06T00:30:19.7Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,21,14,2024-04-06T00:30:24Z,1180000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:2),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,119.0,3.0,2.0,1.0,,,,,,,,,,,,,,
121,PT01M40.00S,2024-04-06T00:30:26.7Z,1,REGULAR,2pt,Jump Shot,[],203468,22.158344283837057,44.11764705882353,1610612740,23,14,2024-04-06T00:30:36Z,1190000,False,29.0,156.0,1,left,C. McCollum 15' driving floating Jump Shot (7 PTS) (N. Marshall 1 AST),"[203468, 1630230]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,15.85,Made,,,,,7.0,,,,,N. Marshall,1630230.0,1.0,,,,,,
123,PT01M28.00S,2024-04-06T00:30:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,94.30026281208936,46.32352941176471,1610612759,23,16,2024-04-06T00:30:47Z,1210000,False,-18.0,1.0,1,right,D. Graham driving Layup (4 PTS) (B. Wesley 2 AST),"[1628984, 1631104]",1610612759.0,SAS,driving,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,4.0,,,,,B. Wesley,1631104.0,2.0,,,,,,
125,PT01M18.00S,2024-04-06T00:30:48.2Z,1,REGULAR,turnover,lost ball,[],203468,,,1610612740,23,16,2024-04-06T00:30:56Z,1230000,False,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 1628984]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,,,,,,,,Graham,1628984.0
126,PT01M18.00S,2024-04-06T00:30:48.2Z,1,REGULAR,steal,,[],1628984,,,1610612759,23,16,2024-04-06T00:30:49Z,1240000,False,,,0,,D. Graham STEAL (3 STL),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
127,PT01M16.00S,2024-04-06T00:30:54.2Z,1,REGULAR,turnover,traveling,[],1631321,,,1610612759,23,16,2024-04-06T00:31:01Z,1250000,False,,,0,,S. Cissoko traveling TURNOVER (1 TO),[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204059.0,1.0,,,,,,,,,
128,PT01M16.00S,2024-04-06T00:31:03.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612740,23,16,2024-04-06T00:31:09Z,1260000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M16.00S,2024-04-06T00:31:03.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612740,23,16,2024-04-06T00:31:09Z,1270000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M06.00S,2024-04-06T00:31:25.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,32.14520367936925,52.69607843137255,1610612740,23,16,2024-04-06T00:35:09Z,1280000,False,-13.0,250.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
131,PT01M03.00S,2024-04-06T00:31:28.6Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,23,16,2024-04-06T00:31:32Z,1290000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
132,PT00M43.90S,2024-04-06T00:31:49.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,88.25558475689881,43.13725490196079,1610612759,23,18,2024-04-06T00:31:54Z,1300000,False,-34.0,58.0,1,right,T. Jones 6' driving floating Jump Shot (2 PTS) (D. Graham 1 AST),"[1630200, 1628984]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,2.0,,,,,D. Graham,1628984.0,1.0,,,,,,
133,PT00M32.30S,2024-04-06T00:32:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,11.777266754270697,42.8921568627451,1610612740,25,18,2024-04-06T00:32:09Z,1310000,False,36.0,58.0,1,left,C. McCollum 6' driving floating Jump Shot (9 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.82,Made,,,,,9.0,,,,,,,,,,,,,
134,PT00M12.30S,2024-04-06T00:32:28.1Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,25,18,2024-04-06T00:32:33Z,1320000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,204059.0,1.0,,,,,,,,,
137,PT00M04.30S,2024-04-06T00:32:59.2Z,1,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612740,25,18,2024-04-06T00:33:04Z,1350000,False,,,0,,S. Cissoko shooting personal FOUL (1 PF) (Marshall 2 FT),"[1631321, 1630230]",1610612759.0,SAS,shooting,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,,1.0,0.0,Marshall,1630230.0,,
139,PT00M04.30S,2024-04-06T00:33:16.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630230,,,1610612740,26,18,2024-04-06T00:33:16Z,1370000,False,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
140,PT00M04.30S,2024-04-06T00:33:17.5Z,1,REGULAR,substitution,out,[],203468,,,1610612740,26,18,2024-04-06T00:33:24Z,1380000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M04.30S,2024-04-06T00:33:17.5Z,1,REGULAR,substitution,out,[],1641722,,,1610612740,26,18,2024-04-06T00:33:24Z,1390000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M04.30S,2024-04-06T00:33:17.5Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,26,18,2024-04-06T00:33:24Z,1400000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M04.30S,2024-04-06T00:33:17.5Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,26,18,2024-04-06T00:33:24Z,1410000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M04.30S,2024-04-06T00:33:36.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630230,,,1610612740,27,18,2024-04-06T00:33:36Z,1420000,False,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
145,PT00M01.30S,2024-04-06T00:33:42.4Z,1,REGULAR,3pt,Jump Shot,[],1631104,71.43561103810775,23.03921568627451,1610612759,27,18,2024-04-06T00:36:40Z,1430000,False,-135.0,216.0,1,right,MISS B. Wesley 25' pullup 3PT,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2024-04-06T00:33:43.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,27,18,2024-04-06T00:36:40Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,145.0,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2024-04-06T00:33:58.0Z,1,REGULAR,period,end,[],0,,,1610612759,27,18,2024-04-06T00:33:58Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612759,27,18,2024-04-06T00:36:15Z,1460000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,out,['startperiod'],1630700,,,1610612759,27,18,2024-04-06T00:36:15Z,1470000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,out,['startperiod'],1631104,,,1610612759,27,18,2024-04-06T00:36:15Z,1480000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,out,['startperiod'],1631321,,,1610612759,27,18,2024-04-06T00:36:15Z,1490000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612759,27,18,2024-04-06T00:36:15Z,1500000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612759,27,18,2024-04-06T00:36:15Z,1510000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,27,18,2024-04-06T00:36:15Z,1520000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-04-06T00:35:46.3Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612759,27,18,2024-04-06T00:36:15Z,1530000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-04-06T00:36:26.7Z,2,REGULAR,period,start,[],0,,,1610612740,27,18,2024-04-06T00:36:26Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M44.00S,2024-04-06T00:36:42.4Z,2,REGULAR,2pt,Jump Shot,[],203468,23.340998685939553,60.5392156862745,1610612740,29,18,2024-04-06T00:36:47Z,1550000,False,-53.0,167.0,1,left,C. McCollum 17' pullup Jump Shot (11 PTS) (J. Valanciunas 3 AST),"[203468, 202685]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,17.5,Made,,,,,11.0,,,,,J. Valanciunas,202685.0,3.0,,,,,,
160,PT11M26.00S,2024-04-06T00:37:02.0Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,29,18,2024-04-06T00:37:11Z,1570000,False,,,0,,Z. Collins charge offensive FOUL (1 PF),"[1628380, 1630529]",1610612759.0,SAS,charge,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628487.0,,,,,1.0,0.0,Jones,1630529.0,,
162,PT11M26.00S,2024-04-06T00:37:02.0Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,29,18,2024-04-06T00:37:02Z,1590000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628487.0,1.0,,,,,,,,,
163,PT11M10.00S,2024-04-06T00:37:29.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,19.793035479632064,47.549019607843135,1610612740,31,18,2024-04-06T00:37:37Z,1600000,False,12.0,134.0,1,left,J. Valanciunas 13' bank Jump Shot (8 PTS) (C. McCollum 2 AST),"[202685, 203468]",1610612740.0,NOP,bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,13.42,Made,,,,,8.0,,,,,C. McCollum,203468.0,2.0,,,,,,
165,PT10M50.00S,2024-04-06T00:37:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,92.32917214191852,46.32352941176471,1610612759,31,18,2024-04-06T00:40:02Z,1620000,False,-18.0,20.0,1,right,MISS V. Wembanyama alley-oop Layup,[1641705],1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
166,PT10M48.00S,2024-04-06T00:37:51.6Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,31,18,2024-04-06T00:40:02Z,1630000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,165.0,3.0,1.0,2.0,,,,,,,,,,,,,,
167,PT10M47.00S,2024-04-06T00:37:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,93.38042049934296,44.6078431372549,1610612759,31,20,2024-04-06T00:39:11Z,1640000,False,-27.0,10.0,1,right,Z. Collins cutting Layup (5 PTS) (V. Wembanyama 2 AST),"[1628380, 1641705]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,5.0,,,,,V. Wembanyama,1641705.0,2.0,,,,,,
