actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
625,PT07M03.00S,2023-11-30T03:17:44.6Z,4,REGULAR,substitution,in,[],1630178,,,1610612740,113,93,2023-11-30T03:18:12Z,6140000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M03.00S,2023-11-30T03:18:13.7Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,114,93,2023-11-30T03:18:13Z,6150000,False,,,0,,Z. Williamson Free Throw 2 of 2 (31 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
627,PT06M45.00S,2023-11-30T03:18:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.77463863337714,46.32352941176471,1610612755,114,93,2023-11-30T03:19:55Z,6160000,False,-18.0,6.0,1,right,MISS M. Bamba cutting Layup - blocked,"[1628964, 1627742]",1610612755.0,PHI,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,Ingram,1627742.0
628,PT06M45.00S,2023-11-30T03:18:34.4Z,4,REGULAR,block,,[],1627742,,,1610612755,114,93,2023-11-30T03:18:36Z,6170000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT06M45.00S,2023-11-30T03:18:34.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,114,93,2023-11-30T03:18:41Z,6180000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,627.0,,,,,,,,,,,,,,,,
631,PT06M45.00S,2023-11-30T03:18:41.5Z,4,REGULAR,substitution,out,[],1629627,,,1610612755,114,93,2023-11-30T03:18:44Z,6200000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT06M45.00S,2023-11-30T03:18:41.5Z,4,REGULAR,substitution,in,[],1630529,,,1610612755,114,93,2023-11-30T03:18:44Z,6210000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT06M45.00S,2023-11-30T03:18:49.9Z,4,REGULAR,substitution,out,[],1630231,,,1610612755,114,93,2023-11-30T03:18:57Z,6220000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT06M45.00S,2023-11-30T03:18:49.9Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,114,93,2023-11-30T03:18:57Z,6230000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT06M45.00S,2023-11-30T03:19:03.0Z,4,REGULAR,violation,kicked ball,[],1630631,,,1610612755,114,93,2023-11-30T03:19:12Z,6240000,False,,,0,,J. Alvarado kicked ball VIOLATION,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,
636,PT06M43.00S,2023-11-30T03:19:21.0Z,4,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,114,93,2023-11-30T03:19:26Z,6250000,False,,,0,,D. Melton step out-of-bounds TURNOVER (4 TO),[1629001],1610612755.0,PHI,step,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,4.0,,,1626301.0,,,,,,,,,
637,PT06M26.00S,2023-11-30T03:19:41.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,17.0335085413929,63.970588235294116,1610612740,114,93,2023-11-30T03:19:49Z,6260000,False,-70.0,108.0,1,left,MISS J. Alvarado 12' floating Shot,[1630631],1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Left,12.83,Missed,,,,,,,,,,,,,,,,,,
638,PT06M24.00S,2023-11-30T03:19:43.2Z,4,REGULAR,rebound,offensive,[],1630631,,,1610612740,114,93,2023-11-30T03:19:43Z,6270000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Left,,,,637.0,1.0,0.0,1.0,,,,,,,,,,,,,
639,PT06M23.00S,2023-11-30T03:19:45.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630631,5.601182654402102,45.34313725490196,1610612740,116,93,2023-11-30T03:20:58Z,6280000,False,23.0,0.0,1,left,J. Alvarado putback Layup (5 PTS),[1630631],1610612740.0,NOP,putback,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.33,Made,5.0,,,,,,,,,,,,,,,,,
640,PT06M06.00S,2023-11-30T03:20:01.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.10183968462549,39.950980392156865,1610612755,116,95,2023-11-30T03:21:23Z,6290000,False,-50.0,88.0,1,right,T. Harris 10' pullup Jump Shot (12 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.09,Made,12.0,,,,,,,,,T. Maxey,1630178.0,1.0,,,,,,
641,PT05M45.00S,2023-11-30T03:20:25.8Z,4,REGULAR,violation,kicked ball,[],1630178,,,1610612740,116,95,2023-11-30T03:20:30Z,6300000,False,,,0,,T. Maxey kicked ball VIOLATION,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,
643,PT05M33.00S,2023-11-30T03:20:56.6Z,4,REGULAR,3pt,Jump Shot,[],202685,28.597240473061763,20.833333333333336,1610612740,116,95,2023-11-30T03:21:02Z,6310000,False,146.0,216.0,1,left,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
644,PT05M30.00S,2023-11-30T03:20:59.6Z,4,REGULAR,rebound,offensive,[],1630631,,,1610612740,116,95,2023-11-30T03:21:02Z,6320000,False,,,0,,J. Alvarado REBOUND (Off:2 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,643.0,2.0,0.0,2.0,,,,,,,,,,,,,
645,PT05M27.00S,2023-11-30T03:21:03.1Z,4,REGULAR,turnover,lost ball,[],1641722,,,1610612740,116,95,2023-11-30T03:21:07Z,6330000,False,,,0,,J. Hawkins lost ball TURNOVER (2 TO),"[1641722, 1630178]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right,,,,,,,,2.0,Maxey,1630178.0,,,,,,,,,,
646,PT05M27.00S,2023-11-30T03:21:03.1Z,4,REGULAR,steal,,[],1630178,,,1610612755,116,95,2023-11-30T03:46:06Z,6340000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
647,PT05M23.00S,2023-11-30T03:21:06.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629001,93.9060446780552,50.73529411764706,1610612755,116,97,2023-11-30T03:23:07Z,6350000,False,4.0,5.0,1,right,D. Melton running DUNK (17 PTS) (T. Maxey 2 AST),"[1629001, 1630178]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,0.61,Made,17.0,,,,,,,,,T. Maxey,1630178.0,2.0,,,,,,
649,PT05M04.00S,2023-11-30T03:21:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.863994743758213,55.14705882352941,1610612740,116,97,2023-11-30T03:21:31Z,6370000,False,-26.0,3.0,1,left,MISS H. Jones cutting Layup - blocked,"[1630529, 203496]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,Covington,203496.0
650,PT05M04.00S,2023-11-30T03:21:26.7Z,4,REGULAR,block,,[],203496,,,1610612740,116,97,2023-11-30T03:21:29Z,6380000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT05M04.00S,2023-11-30T03:21:26.7Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,116,97,2023-11-30T03:21:31Z,6390000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,649.0,2.0,1.0,1.0,,,,,,,,,,,,,
652,PT05M04.00S,2023-11-30T03:21:32.5Z,4,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,116,97,2023-11-30T03:21:46Z,6400000,False,,,0,,J. Alvarado step out-of-bounds TURNOVER (2 TO),[1630631],1610612740.0,NOP,step,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,,,2.0,,,1155.0,,,,,,,,,
653,PT05M04.00S,2023-11-30T03:21:40.2Z,4,REGULAR,substitution,out,[],202685,,,1610612755,116,97,2023-11-30T03:21:43Z,6410000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT05M04.00S,2023-11-30T03:21:40.2Z,4,REGULAR,substitution,in,[],203469,,,1610612755,116,97,2023-11-30T03:21:43Z,6420000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M51.00S,2023-11-30T03:22:03.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,93.38042049934296,4.411764705882353,1610612755,116,97,2023-11-30T03:22:09Z,6430000,False,-228.0,10.0,1,right,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
656,PT04M47.00S,2023-11-30T03:22:07.6Z,4,REGULAR,rebound,offensive,[],203496,,,1610612755,116,97,2023-11-30T03:22:07Z,6440000,False,,,0,,R. Covington REBOUND (Off:2 Def:4),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Left Corner 3,24+ Left,,,,655.0,6.0,4.0,2.0,,,,,,,,,,,,,
657,PT04M38.00S,2023-11-30T03:22:16.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203496,93.77463863337714,96.32352941176471,1610612755,116,100,2023-11-30T03:22:21Z,6450000,False,232.0,6.0,1,right,R. Covington 3PT  (12 PTS) (T. Harris 2 AST),"[203496, 202699]",1610612755.0,PHI,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,23.17,Made,12.0,,,,,,,,,T. Harris,202699.0,2.0,,,,,,
659,PT04M27.00S,2023-11-30T03:22:30.3Z,4,REGULAR,foul,offensive,[],1630529,,,1610612740,116,100,2023-11-30T03:25:24Z,6470000,False,,,0,,H. Jones offensive FOUL (2 PF),"[1630529, 1630178]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201246.0,,,,2.0,0.0,Maxey,1630178.0,,
661,PT04M27.00S,2023-11-30T03:22:30.3Z,4,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,116,100,2023-11-30T03:22:30Z,6490000,False,,,0,,H. Jones offensive foul TURNOVER (5 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,5.0,,,201246.0,,,,,,,,,
662,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,out,[],1641722,,,1610612755,116,100,2023-11-30T03:22:50Z,6500000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,out,[],1628964,,,1610612755,116,100,2023-11-30T03:22:50Z,6510000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,116,100,2023-11-30T03:22:50Z,6520000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,in,[],1630230,,,1610612755,116,100,2023-11-30T03:22:50Z,6530000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,116,100,2023-11-30T03:22:50Z,6540000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT04M27.00S,2023-11-30T03:22:37.0Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,116,100,2023-11-30T03:22:50Z,6550000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT04M11.00S,2023-11-30T03:23:07.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,94.03745072273325,53.92156862745098,1610612755,116,102,2023-11-30T03:23:12Z,6560000,False,20.0,4.0,1,right,T. Maxey driving Layup (29 PTS) (R. Covington 1 AST),"[1630178, 203496]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.99,Made,29.0,,,,,,,,,R. Covington,203496.0,1.0,,,,,,
670,PT03M58.00S,2023-11-30T03:23:20.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.389618922470433,45.09803921568628,1610612740,116,102,2023-11-30T03:23:25Z,6580000,False,25.0,8.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
671,PT03M55.00S,2023-11-30T03:23:23.3Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,116,102,2023-11-30T03:23:25Z,6590000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,670.0,4.0,4.0,0.0,,,,,,,,,,,,,
672,PT03M53.00S,2023-11-30T03:23:29.5Z,4,REGULAR,foul,personal,[],1630631,,,1610612755,116,102,2023-11-30T03:23:37Z,6600000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 202699]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1155.0,,,,1.0,0.0,Harris,202699.0,,
674,PT03M53.00S,2023-11-30T03:23:37.9Z,4,REGULAR,substitution,out,[],1630631,,,1610612755,116,102,2023-11-30T03:23:44Z,6620000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT03M53.00S,2023-11-30T03:23:37.9Z,4,REGULAR,substitution,out,[],1630230,,,1610612755,116,102,2023-11-30T03:23:44Z,6630000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT03M53.00S,2023-11-30T03:23:37.9Z,4,REGULAR,substitution,in,[],1629627,,,1610612755,116,102,2023-11-30T03:23:44Z,6640000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT03M53.00S,2023-11-30T03:23:37.9Z,4,REGULAR,substitution,in,[],203468,,,1610612755,116,102,2023-11-30T03:23:44Z,6650000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT03M37.00S,2023-11-30T03:24:08.5Z,4,REGULAR,2pt,Jump Shot,[],1630178,79.45137976346912,71.32352941176471,1610612755,116,104,2023-11-30T03:26:14Z,6660000,False,107.0,141.0,1,right,T. Maxey 17' pullup Jump Shot (31 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,17.65,Made,31.0,,,,,,,,,,,,,,,,,
679,PT03M19.00S,2023-11-30T03:24:24.7Z,4,REGULAR,3pt,Jump Shot,[],1627742,30.042706964520367,28.921568627450984,1610612740,116,104,2023-11-30T03:24:31Z,6670000,False,105.0,230.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
680,PT03M15.00S,2023-11-30T03:24:28.7Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,116,104,2023-11-30T03:24:31Z,6680000,False,,,0,,P. Reed REBOUND (Off:1 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,679.0,3.0,2.0,1.0,,,,,,,,,,,,,
681,PT03M08.00S,2023-11-30T03:24:39.9Z,4,REGULAR,foul,personal,[],203469,,,1610612755,116,104,2023-11-30T03:24:46Z,6690000,False,,,0,,C. Zeller personal FOUL (4 PF),"[203469, 1630178]",1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,,,,4.0,1.0,Maxey,1630178.0,,
683,PT03M08.00S,2023-11-30T03:24:46.9Z,4,REGULAR,substitution,out,[],203469,,,1610612755,116,104,2023-11-30T03:24:55Z,6710000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT03M08.00S,2023-11-30T03:24:46.9Z,4,REGULAR,substitution,out,[],1627788,,,1610612755,116,104,2023-11-30T03:24:55Z,6720000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT03M08.00S,2023-11-30T03:24:46.9Z,4,REGULAR,substitution,in,[],202685,,,1610612755,116,104,2023-11-30T03:24:55Z,6730000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT03M08.00S,2023-11-30T03:24:46.9Z,4,REGULAR,substitution,in,[],1629001,,,1610612755,116,104,2023-11-30T03:24:55Z,6740000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT03M02.00S,2023-11-30T03:25:12.7Z,4,REGULAR,turnover,lost ball,[],1630194,,,1610612755,116,104,2023-11-30T03:25:18Z,6750000,False,,,0,,P. Reed lost ball TURNOVER (3 TO),"[1630194, 1629627]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,Williamson,1629627.0,,,,,,,,,,
688,PT03M02.00S,2023-11-30T03:25:12.7Z,4,REGULAR,steal,,[],1629627,,,1610612740,116,104,2023-11-30T03:25:47Z,6760000,False,,,0,,Z. Williamson STEAL (3 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
689,PT02M48.00S,2023-11-30T03:25:26.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,18.873193166885677,35.049019607843135,1610612740,118,104,2023-11-30T03:28:20Z,6770000,False,75.0,125.0,1,left,C. McCollum 14' pullup Jump Shot (18 PTS) (B. Ingram 6 AST),"[203468, 1627742]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,14.56,Made,18.0,,,,,,,,,B. Ingram,1627742.0,6.0,,,,,,
691,PT02M31.00S,2023-11-30T03:25:47.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612755,118,104,2023-11-30T03:25:57Z,6790000,False,,,0,,J. Valanciunas shooting personal FOUL (4 PF) (Reed 2 FT),"[202685, 1630194]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,,4.0,0.0,Reed,1630194.0,,
693,PT02M31.00S,2023-11-30T03:26:13.1Z,4,REGULAR,freethrow,1 of 2,[],1630194,,,1610612755,118,105,2023-11-30T03:26:13Z,6810000,False,,,0,,P. Reed Free Throw 1 of 2 (6 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
694,PT02M31.00S,2023-11-30T03:26:34.3Z,4,REGULAR,freethrow,2 of 2,[],1630194,,,1610612755,118,106,2023-11-30T03:26:34Z,6820000,False,,,0,,P. Reed Free Throw 2 of 2 (7 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
695,PT02M20.00S,2023-11-30T03:26:49.3Z,4,REGULAR,turnover,bad pass,[],1629627,,,1610612740,118,106,2023-11-30T03:26:53Z,6830000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1630194]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,Reed,1630194.0,,,,,,,,,,
696,PT02M20.00S,2023-11-30T03:26:49.3Z,4,REGULAR,steal,,[],1630194,,,1610612755,118,106,2023-11-30T03:26:51Z,6840000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
697,PT02M17.00S,2023-11-30T03:26:54.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,94.56307490144546,52.69607843137255,1610612755,118,108,2023-11-30T03:36:39Z,6850000,False,13.0,-1.0,1,right,T. Maxey running Layup (33 PTS) (D. Melton 6 AST),"[1630178, 1629001]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.36,Made,33.0,,,,,,,,,D. Melton,1629001.0,6.0,,,,,,
698,PT02M16.00S,2023-11-30T03:27:03.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,118,108,2023-11-30T03:27:03Z,6860000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT02M04.00S,2023-11-30T03:28:36.2Z,4,REGULAR,3pt,Jump Shot,[],203468,26.757555847568987,83.33333333333334,1610612740,118,108,2023-11-30T03:28:41Z,6870000,False,-167.0,199.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
700,PT02M01.00S,2023-11-30T03:28:39.2Z,4,REGULAR,rebound,defensive,[],203496,,,1610612755,118,108,2023-11-30T03:28:41Z,6880000,False,,,0,,R. Covington REBOUND (Off:2 Def:5),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,699.0,7.0,5.0,2.0,,,,,,,,,,,,,
701,PT01M47.00S,2023-11-30T03:28:54.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,88.78120893561103,42.15686274509804,1610612755,118,110,2023-11-30T03:29:51Z,6890000,False,-39.0,53.0,1,right,P. Reed 6' turnaround Hook (9 PTS) (T. Maxey 3 AST),"[1630194, 1630178]",1610612755.0,PHI,turnaround,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,9.0,,,,,,,,,T. Maxey,1630178.0,3.0,,,,,,
703,PT01M28.00S,2023-11-30T03:29:16.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,11.645860709592641,57.107843137254896,1610612740,120,110,2023-11-30T03:29:21Z,6910000,False,-36.0,57.0,1,left,C. McCollum 6' floating Jump Shot (20 PTS) (H. Jones 6 AST),"[203468, 1630529]",1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,20.0,,,,,,,,,H. Jones,1630529.0,6.0,,,,,,
705,PT01M20.00S,2023-11-30T03:29:25.2Z,4,REGULAR,3pt,Jump Shot,[],1630178,65.65374507227332,48.03921568627451,1610612755,120,110,2023-11-30T03:30:22Z,6930000,False,-10.0,270.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
706,PT01M17.00S,2023-11-30T03:29:28.2Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,120,110,2023-11-30T03:29:29Z,6940000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,705.0,3.0,2.0,1.0,,,,,,,,,,,,,
707,PT01M14.00S,2023-11-30T03:29:36.7Z,4,REGULAR,foul,personal,[],1630194,,,1610612740,120,110,2023-11-30T03:29:44Z,6950000,False,,,0,,P. Reed personal FOUL (4 PF),"[1630194, 1630529]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201246.0,,,,4.0,0.0,Jones,1630529.0,,
