actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
190,PT10M08.00S,2022-11-26T01:13:58.1Z,2,REGULAR,substitution,in,[],1629011,,,1610612757,35,27,2022-11-26T01:14:17Z,1850000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M08.00S,2022-11-26T01:13:58.1Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,35,27,2022-11-26T01:14:17Z,1860000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M04.00S,2022-11-26T01:14:33.8Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612757,35,27,2022-11-26T01:14:40Z,1870000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Grant 2 FT),"[1630167, 203924]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,,,,,,,,1.0,0.0,Grant,203924.0,,
194,PT10M04.00S,2022-11-26T01:14:59.1Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,35,28,2022-11-26T01:14:59Z,1890000,False,,,0,,J. Grant Free Throw 1 of 2 (12 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
195,PT10M04.00S,2022-11-26T01:15:12.8Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,35,29,2022-11-26T01:15:12Z,1900000,False,,,0,,J. Grant Free Throw 2 of 2 (13 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
196,PT09M50.00S,2022-11-26T01:15:28.5Z,2,REGULAR,3pt,Jump Shot,[],1630167,91.67214191852825,95.58823529411765,1610612752,35,29,2022-11-26T01:15:34Z,1910000,False,228.0,26.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
197,PT09M48.00S,2022-11-26T01:15:30.5Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,35,29,2022-11-26T01:15:34Z,1920000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,
198,PT09M36.00S,2022-11-26T01:15:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,8.623521681997373,47.549019607843135,1610612757,35,29,2022-11-26T01:15:52Z,1930000,False,12.0,29.0,1,left,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,,
199,PT09M35.00S,2022-11-26T01:15:44.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,35,29,2022-11-26T01:16:00Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,198.0,,,,,,,,,,,,,,,,,
201,PT09M31.00S,2022-11-26T01:16:06.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,10.726018396846255,4.166666666666666,1610612757,35,32,2022-11-26T01:16:12Z,1960000,False,229.0,48.0,1,left,S. Sharpe 3PT step back (5 PTS) (A. Simons 1 AST),"[1631101, 1629014]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,23.42,Made,,,,,,,,,5.0,A. Simons,1629014.0,1.0,,,,,,
203,PT09M22.00S,2022-11-26T01:16:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.59855453350855,41.17647058823529,1610612752,37,32,2022-11-26T01:16:29Z,1980000,False,-44.0,64.0,1,right,J. Brunson 7' driving floating Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,,,,,,,,,7.0,,,,,,,,,
204,PT09M22.00S,2022-11-26T01:16:21.8Z,2,REGULAR,foul,personal,['1freethrow'],203924,,,1610612752,37,32,2022-11-26T01:16:33Z,1990000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Brunson 1 FT),"[203924, 1628973]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,,2.0,0.0,Brunson,1628973.0,,
206,PT09M22.00S,2022-11-26T01:16:46.6Z,2,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,38,32,2022-11-26T01:16:46Z,2010000,False,,,0,,J. Brunson Free Throw 1 of 1 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
207,PT09M11.00S,2022-11-26T01:16:58.7Z,2,REGULAR,2pt,Jump Shot,[],1629014,5.206964520367937,83.33333333333334,1610612757,38,32,2022-11-26T01:17:51Z,2020000,False,-167.0,-4.0,1,left,MISS A. Simons 16' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left,16.67,Missed,,,,,,,,,,,,,,,,,,
208,PT09M10.00S,2022-11-26T01:16:59.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,38,32,2022-11-26T01:17:03Z,2030000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Left,,,207.0,,,,,,,,,,,,,,,,,
210,PT08M58.00S,2022-11-26T01:17:22.0Z,2,REGULAR,3pt,Jump Shot,[],1630167,84.31340341655716,4.6568627450980395,1610612752,41,32,2022-11-26T01:17:26Z,2050000,False,-227.0,95.0,1,right,O. Toppin 24' 3PT  (3 PTS) (J. Brunson 2 AST),"[1630167, 1628973]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,24.58,Made,,,,,,,,,3.0,J. Brunson,1628973.0,2.0,,,,,,
212,PT08M33.00S,2022-11-26T01:17:49.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612757,41,32,2022-11-26T01:18:34Z,2070000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1629011, 1631101]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,2.0,0.0,Sharpe,1631101.0,,
217,PT08M33.00S,2022-11-26T01:18:12.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,41,32,2022-11-26T01:21:19Z,2085000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M33.00S,2022-11-26T01:18:12.9Z,2,REGULAR,substitution,out,[],203994,,,1610612757,41,32,2022-11-26T01:21:19Z,2087500,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M33.00S,2022-11-26T01:18:12.9Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,41,32,2022-11-26T01:21:19Z,2088750,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M33.00S,2022-11-26T01:18:12.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,41,32,2022-11-26T01:21:19Z,2089375,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M33.00S,2022-11-26T01:21:07.8Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,41,32,2022-11-26T01:21:30Z,2100000,False,,,0,,MISS S. Sharpe Free Throw 1 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
216,PT08M33.00S,2022-11-26T01:21:07.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,41,32,2022-11-26T01:21:30Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
221,PT08M33.00S,2022-11-26T01:21:07.8Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,41,32,2022-11-26T01:21:30Z,2120000,False,,,0,,MISS S. Sharpe Free Throw 2 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT08M31.00S,2022-11-26T01:21:09.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,41,32,2022-11-26T01:21:30Z,2130000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,221.0,2.0,1.0,1.0,,,,,,,,,,,,,,
223,PT08M11.00S,2022-11-26T01:21:44.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,92.59198423127464,48.77450980392157,1610612752,43,32,2022-11-26T01:21:49Z,2140000,False,-6.0,17.0,1,right,M. Robinson alley-oop DUNK (4 PTS) (I. Quickley 1 AST),"[1629011, 1630193]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,4.0,I. Quickley,1630193.0,1.0,,,,,,
225,PT07M57.00S,2022-11-26T01:22:01.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612757,43,32,2022-11-26T01:22:15Z,2160000,False,,,0,,R. Barrett personal FOUL (1 PF) (Grant 2 FT),"[1629628, 203924]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,,,,,,,1.0,0.0,Grant,203924.0,,
228,PT07M57.00S,2022-11-26T01:22:15.6Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,43,32,2022-11-26T01:22:41Z,2175000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M57.00S,2022-11-26T01:22:15.6Z,2,REGULAR,substitution,in,[],1626159,,,1610612757,43,32,2022-11-26T01:22:41Z,2177500,False,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M57.00S,2022-11-26T01:22:29.6Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,43,33,2022-11-26T01:22:52Z,2180000,False,,,0,,J. Grant Free Throw 1 of 2 (14 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
230,PT07M57.00S,2022-11-26T01:22:29.6Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,43,33,2022-11-26T01:22:52Z,2190000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
231,PT07M55.00S,2022-11-26T01:22:31.6Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,43,33,2022-11-26T01:22:52Z,2200000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,230.0,5.0,4.0,1.0,,,,,,,,,,,,,,
232,PT07M35.00S,2022-11-26T01:23:10.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.47371879106439,47.549019607843135,1610612752,45,33,2022-11-26T01:24:03Z,2210000,False,-12.0,112.0,1,right,J. Brunson 11' pullup Jump Shot (10 PTS) (R. Barrett 2 AST),"[1628973, 1629628]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.29,Made,,,,,,,,,10.0,R. Barrett,1629628.0,2.0,,,,,,
234,PT07M18.00S,2022-11-26T01:23:31.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612757,45,33,2022-11-26T01:23:36Z,2230000,False,,,0,,I. Quickley personal FOUL (2 PF) (Simons 2 FT),"[1630193, 1629014]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,200832.0,,,,,,,,2.0,0.0,Simons,1629014.0,,
237,PT07M18.00S,2022-11-26T01:23:43.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612757,45,33,2022-11-26T01:24:00Z,2245000,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M18.00S,2022-11-26T01:23:43.5Z,2,REGULAR,substitution,in,[],203944,,,1610612757,45,33,2022-11-26T01:24:00Z,2247500,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M18.00S,2022-11-26T01:23:55.6Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,45,34,2022-11-26T01:23:55Z,2250000,False,,,0,,A. Simons Free Throw 1 of 2 (6 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
239,PT07M18.00S,2022-11-26T01:24:17.9Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,45,35,2022-11-26T01:24:17Z,2260000,False,,,0,,A. Simons Free Throw 2 of 2 (7 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
240,PT07M01.00S,2022-11-26T01:24:36.3Z,2,REGULAR,3pt,Jump Shot,[],203944,79.97700394218134,7.598039215686274,1610612752,48,35,2022-11-26T01:24:40Z,2270000,False,-212.0,136.0,1,right,J. Randle 25' 3PT  (8 PTS) (I. Quickley 2 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.17,Made,,,,,,,,,8.0,I. Quickley,1630193.0,2.0,,,,,,
242,PT06M41.00S,2022-11-26T01:24:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,5.995400788436268,46.81372549019608,1610612757,48,37,2022-11-26T01:25:00Z,2290000,False,16.0,4.0,1,left,A. Simons driving Layup (9 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,,9.0,,,,,,,,,
243,PT06M25.00S,2022-11-26T01:25:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,84.05059132720105,52.94117647058824,1610612752,50,37,2022-11-26T01:25:35Z,2300000,False,15.0,97.0,1,right,J. Brunson 9' turnaround fadeaway Jump Shot (12 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.85,Made,,,,,,,,,12.0,,,,,,,,,
244,PT06M25.00S,2022-11-26T01:25:17.4Z,2,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612752,50,37,2022-11-26T01:25:26Z,2310000,False,,,0,,J. Hart shooting personal FOUL (3 PF) (Brunson 1 FT),"[1628404, 1628973]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,,,,3.0,0.0,Brunson,1628973.0,,
246,PT06M25.00S,2022-11-26T01:25:28.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,50,37,2022-11-26T01:25:28Z,2330000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M25.00S,2022-11-26T01:25:29.0Z,2,REGULAR,substitution,out,[],1629628,,,1610612752,50,37,2022-11-26T01:28:04Z,2340000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M25.00S,2022-11-26T01:25:29.0Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,50,37,2022-11-26T01:28:04Z,2350000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M25.00S,2022-11-26T01:28:25.1Z,2,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,51,37,2022-11-26T01:28:25Z,2360000,False,,,0,,J. Brunson Free Throw 1 of 1 (13 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
250,PT06M09.00S,2022-11-26T01:28:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.046649145860711,49.26470588235294,1610612757,51,39,2022-11-26T01:28:48Z,2370000,False,4.0,14.0,1,left,J. Grant driving finger roll Layup (16 PTS) (J. Winslow 2 AST),"[203924, 1626159]",1610612757.0,POR,driving finger roll,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,,,,16.0,J. Winslow,1626159.0,2.0,,,,,,
252,PT05M54.00S,2022-11-26T01:28:57.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.03745072273325,49.26470588235294,1610612752,53,39,2022-11-26T01:29:00Z,2390000,False,-4.0,4.0,1,right,M. Robinson DUNK (6 PTS) (J. Brunson 3 AST),"[1629011, 1628973]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,6.0,J. Brunson,1628973.0,3.0,,,,,,
254,PT05M40.00S,2022-11-26T01:29:16.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612757,53,39,2022-11-26T01:29:21Z,2410000,False,,,0,,J. Randle personal FOUL (2 PF) (Grant 2 FT),"[203944, 203924]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right,,,,,,,202056.0,,,,,,,,2.0,0.0,Grant,203924.0,,
257,PT05M40.00S,2022-11-26T01:29:30.1Z,2,REGULAR,substitution,out,[],1630570,,,1610612757,53,39,2022-11-26T01:29:49Z,2425000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M40.00S,2022-11-26T01:29:30.1Z,2,REGULAR,substitution,in,[],203994,,,1610612757,53,39,2022-11-26T01:29:49Z,2427500,False,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M40.00S,2022-11-26T01:29:44.0Z,2,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,53,40,2022-11-26T01:29:44Z,2430000,False,,,0,,J. Grant Free Throw 1 of 2 (17 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
259,PT05M40.00S,2022-11-26T01:30:06.0Z,2,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,53,41,2022-11-26T01:30:06Z,2440000,False,,,0,,J. Grant Free Throw 2 of 2 (18 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
260,PT05M20.00S,2022-11-26T01:30:26.8Z,2,REGULAR,3pt,Jump Shot,[],1630193,72.88107752956637,77.45098039215686,1610612752,53,41,2022-11-26T01:31:14Z,2450000,False,137.0,202.0,1,right,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.46,Missed,,,,,,,,,,,,,,,,,,
261,PT05M18.00S,2022-11-26T01:30:28.8Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,53,41,2022-11-26T01:30:38Z,2460000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,,
262,PT05M14.00S,2022-11-26T01:30:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612757,53,41,2022-11-26T01:30:56Z,2470000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Hart 2 FT),"[1628973, 1628404]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,,,,2.0,0.0,Hart,1628404.0,,
266,PT05M14.00S,2022-11-26T01:30:50.1Z,2,REGULAR,substitution,out,[],1630193,,,1610612757,53,41,2022-11-26T01:31:09Z,2485000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M14.00S,2022-11-26T01:30:50.1Z,2,REGULAR,substitution,in,[],1629628,,,1610612757,53,41,2022-11-26T01:31:09Z,2487500,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M14.00S,2022-11-26T01:31:04.3Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,53,41,2022-11-26T01:31:04Z,2490000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT05M14.00S,2022-11-26T01:31:04.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,53,41,2022-11-26T01:31:04Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,
268,PT05M14.00S,2022-11-26T01:31:22.6Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,53,42,2022-11-26T01:31:22Z,2510000,False,,,0,,J. Hart Free Throw 2 of 2 (2 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
269,PT04M55.00S,2022-11-26T01:31:43.1Z,2,REGULAR,2pt,Jump Shot,[],203944,77.61169513797634,58.57843137254902,1610612752,53,42,2022-11-26T01:31:52Z,2520000,False,43.0,158.0,1,right,MISS J. Randle 16' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,16.37,Missed,,,,,,,,,,,,,,,,,,
270,PT04M53.00S,2022-11-26T01:31:45.1Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612752,53,42,2022-11-26T01:31:52Z,2530000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:3),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,,,269.0,4.0,3.0,1.0,,,,,,,,,,,,,,
271,PT04M49.00S,2022-11-26T01:31:49.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,96.5341655716163,3.1862745098039214,1610612752,56,42,2022-11-26T01:31:54Z,2540000,False,-234.0,-20.0,1,right,J. Brunson 3PT  (16 PTS) (Q. Grimes 3 AST),"[1628973, 1629656]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,23.49,Made,,,,,,,,,16.0,Q. Grimes,1629656.0,3.0,,,,,,
273,PT04M30.00S,2022-11-26T01:32:07.7Z,2,REGULAR,2pt,Jump Shot,[],1629014,22.552562417871222,66.17647058823529,1610612757,56,44,2022-11-26T01:32:11Z,2560000,False,-81.0,159.0,1,left,A. Simons 17' step back Jump Shot (11 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,17.88,Made,,,,,,,,,11.0,,,,,,,,,
274,PT04M19.00S,2022-11-26T01:32:18.7Z,2,REGULAR,3pt,Jump Shot,[],203944,94.1688567674113,3.1862745098039214,1610612752,56,44,2022-11-26T01:32:23Z,2570000,False,-234.0,2.0,1,right,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
275,PT04M17.00S,2022-11-26T01:32:21.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,56,44,2022-11-26T01:32:21Z,2580000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,274.0,3.0,1.0,2.0,,,,,,,,,,,,,,
276,PT04M14.00S,2022-11-26T01:32:23.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,67.88764783180025,51.470588235294116,1610612752,56,44,2022-11-26T01:32:30Z,2590000,False,7.0,249.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,24.95,Missed,,,,,,,,,,,,,,,,,,
277,PT04M13.00S,2022-11-26T01:32:24.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,56,44,2022-11-26T01:32:42Z,2600000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,276.0,,,,,,,,,,,,,,,,,
278,PT04M12.00S,2022-11-26T01:32:43.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612757,56,44,2022-11-26T01:32:52Z,2610000,False,,,0,,M. Robinson loose ball personal FOUL (3 PF) (Nurkic 2 FT),"[1629011, 203994]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,,,,3.0,0.0,Nurkic,203994.0,,
281,PT04M12.00S,2022-11-26T01:32:54.8Z,2,REGULAR,substitution,out,[],1629011,,,1610612757,56,44,2022-11-26T01:33:11Z,2625000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M12.00S,2022-11-26T01:32:54.8Z,2,REGULAR,substitution,in,[],1628392,,,1610612757,56,44,2022-11-26T01:33:11Z,2627500,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
