actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M51.00S,2022-12-25T17:24:15.2Z,1,REGULAR,3pt,Jump Shot,[],202699,21.895532194480946,88.23529411764706,1610612755,25,16,2022-12-25T17:24:18Z,890000,False,-191.0,153.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
91,PT04M50.00S,2022-12-25T17:24:16.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,25,16,2022-12-25T17:24:18Z,900000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,90.0,,,,,,1.0,1.0,0.0,,,,,
92,PT04M41.00S,2022-12-25T17:24:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.7365308804205,35.53921568627451,1610612752,25,16,2022-12-25T17:24:31Z,910000,False,-72.0,110.0,1,right,MISS J. Brunson 13' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,13.15,Missed,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2022-12-25T17:24:30.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,25,16,2022-12-25T17:24:30Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,92.0,,,,,,,,,,,,,
95,PT04M39.00S,2022-12-25T17:24:31.7Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,25,16,2022-12-25T17:24:51Z,940000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2022-12-25T17:24:31.7Z,1,REGULAR,substitution,out,[],201935,,,1610612752,25,16,2022-12-25T17:24:51Z,950000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2022-12-25T17:24:31.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,25,16,2022-12-25T17:24:51Z,960000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2022-12-25T17:24:31.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612752,25,16,2022-12-25T17:24:51Z,970000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2022-12-25T17:25:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,72.48685939553219,21.07843137254902,1610612752,28,16,2022-12-25T17:25:14Z,980000,False,-145.0,206.0,1,right,J. Randle 25' 3PT  (9 PTS) (Q. Grimes 3 AST),"[203944, 1629656]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.18,Made,9.0,Q. Grimes,1629656.0,3.0,,,,,,,,,,,,,,
101,PT04M11.00S,2022-12-25T17:25:28.3Z,1,REGULAR,3pt,Jump Shot,[],203954,21.369908015768726,89.95098039215686,1610612755,28,16,2022-12-25T17:25:32Z,1000000,False,-200.0,148.0,1,left,MISS J. Embiid 24' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2022-12-25T17:25:31.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,28,16,2022-12-25T17:25:32Z,1010000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,101.0,,,,,,1.0,1.0,0.0,,,,,
103,PT03M56.00S,2022-12-25T17:25:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,67.09921156373193,66.91176470588235,1610612752,28,16,2022-12-25T17:25:47Z,1020000,False,85.0,257.0,1,right,MISS Q. Grimes 27' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
104,PT03M54.00S,2022-12-25T17:25:45.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,28,16,2022-12-25T17:25:47Z,1030000,False,,,0,,M. Robinson REBOUND (Off:2 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,103.0,,,,,,6.0,4.0,2.0,,,,,
105,PT03M53.00S,2022-12-25T17:25:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,92.46057818659659,54.90196078431373,1610612752,28,16,2022-12-25T17:25:53Z,1040000,False,25.0,18.0,1,right,MISS M. Robinson Layup,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2022-12-25T17:25:49.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,28,16,2022-12-25T17:25:53Z,1050000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,105.0,,,,,,,,,,,,,
108,PT03M53.00S,2022-12-25T17:25:57.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612755,28,16,2022-12-25T17:25:57Z,1070000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M37.00S,2022-12-25T17:29:33.5Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,28,16,2022-12-25T17:30:32Z,1080000,False,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 203944]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Randle,203944.0
110,PT03M37.00S,2022-12-25T17:29:33.5Z,1,REGULAR,steal,,[],203944,,,1610612752,28,16,2022-12-25T17:29:36Z,1090000,False,,,0,,J. Randle STEAL (2 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2022-12-25T17:29:37.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,94.03745072273325,50.0,1610612752,30,16,2022-12-25T17:29:47Z,1100000,False,0.0,4.0,1,right,I. Quickley running DUNK (2 PTS) (M. Robinson 3 AST),"[1630193, 1629011]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.35,Made,2.0,M. Robinson,1629011.0,3.0,,,,,,,,,,,,,,
113,PT03M19.00S,2022-12-25T17:29:50.6Z,1,REGULAR,3pt,Jump Shot,[],202699,5.863994743758213,4.6568627450980395,1610612755,30,16,2022-12-25T17:29:54Z,1120000,False,227.0,3.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2022-12-25T17:29:52.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,30,16,2022-12-25T17:29:54Z,1130000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,,,,,113.0,,,,,,2.0,2.0,0.0,,,,,
116,PT03M06.00S,2022-12-25T17:30:06.6Z,1,REGULAR,substitution,out,[],202699,,,1610612752,30,16,2022-12-25T17:30:17Z,1150000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2022-12-25T17:30:06.6Z,1,REGULAR,substitution,out,[],203954,,,1610612752,30,16,2022-12-25T17:30:17Z,1160000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M06.00S,2022-12-25T17:30:06.6Z,1,REGULAR,substitution,in,[],1627777,,,1610612752,30,16,2022-12-25T17:30:17Z,1170000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M06.00S,2022-12-25T17:30:06.6Z,1,REGULAR,substitution,in,[],1626149,,,1610612752,30,16,2022-12-25T17:30:17Z,1180000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M54.00S,2022-12-25T17:30:37.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,78.66294349540078,8.57843137254902,1610612752,30,16,2022-12-25T17:30:41Z,1190000,False,-207.0,148.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
121,PT02M52.00S,2022-12-25T17:30:40.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,30,16,2022-12-25T17:30:40Z,1200000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,120.0,,,,,,1.0,1.0,0.0,,,,,
122,PT02M39.00S,2022-12-25T17:30:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629001,35.56176084099869,34.55882352941176,1610612755,30,19,2022-12-25T17:30:57Z,1210000,False,77.0,282.0,1,left,D. Melton 29' 3PT pullup (6 PTS) (D. House Jr. 1 AST),"[1629001, 1627863]",1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,29.22,Made,6.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,,,,,
123,PT02M23.00S,2022-12-25T17:31:09.2Z,1,REGULAR,3pt,Jump Shot,[],203944,73.01248357424441,17.647058823529413,1610612752,30,19,2022-12-25T17:31:12Z,1220000,False,-162.0,201.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2022-12-25T17:31:11.2Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,30,19,2022-12-25T17:31:12Z,1230000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,123.0,,,,,,1.0,1.0,0.0,,,,,
125,PT02M10.00S,2022-12-25T17:31:25.3Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612755,30,19,2022-12-25T17:31:37Z,1240000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Harrell 2 FT),"[1629011, 1626149]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,2.0,0.0,Harrell,1626149.0,,,,,,,,
128,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,out,[],1629656,,,1610612755,30,19,2022-12-25T17:32:08Z,1255000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612755,30,19,2022-12-25T17:32:08Z,1257500,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,30,19,2022-12-25T17:32:08Z,1258750,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612755,30,19,2022-12-25T17:32:08Z,1259375,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,in,[],1629628,,,1610612755,30,19,2022-12-25T17:32:08Z,1259687,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M10.00S,2022-12-25T17:31:40.4Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,30,19,2022-12-25T17:32:08Z,1259843,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M10.00S,2022-12-25T17:31:55.5Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,30,20,2022-12-25T17:31:55Z,1260000,False,,,0,,M. Harrell Free Throw 1 of 2 (1 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M10.00S,2022-12-25T17:32:23.1Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,30,21,2022-12-25T17:32:23Z,1270000,False,,,0,,M. Harrell Free Throw 2 of 2 (2 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
135,PT02M09.00S,2022-12-25T17:32:29.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612752,30,21,2022-12-25T17:32:39Z,1280000,False,,,0,,D. House Jr. personal FOUL (1 PF) (Brunson 2 FT),"[1627863, 1628973]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,201245.0,1.0,0.0,Brunson,1628973.0,,,,,,,,
138,PT02M09.00S,2022-12-25T17:32:55.7Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,31,21,2022-12-25T17:33:16Z,1300000,False,,,0,,J. Brunson Free Throw 1 of 2 (10 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
139,PT02M09.00S,2022-12-25T17:32:55.7Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,31,21,2022-12-25T17:33:16Z,1310000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2022-12-25T17:32:57.7Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612755,31,21,2022-12-25T17:33:16Z,1320000,False,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,139.0,,,,,,1.0,1.0,0.0,,,,,
141,PT01M55.00S,2022-12-25T17:33:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,8.492115637319317,48.77450980392157,1610612755,31,21,2022-12-25T17:33:30Z,1330000,False,6.0,27.0,1,left,MISS S. Milton driving Layup,[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
142,PT01M51.00S,2022-12-25T17:33:30.5Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,31,21,2022-12-25T17:33:30Z,1340000,False,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,141.0,,,,,,1.0,0.0,1.0,,,,,
143,PT01M51.00S,2022-12-25T17:33:30.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629003,5.590000152587891,50.0,1610612755,31,23,2022-12-25T17:34:08Z,1350000,False,0.0,0.0,1,left,S. Milton tip Layup (2 PTS),[1629003],1610612755.0,PHI,tip,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
144,PT01M42.00S,2022-12-25T17:33:42.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612752,31,23,2022-12-25T17:33:49Z,1360000,False,,,0,,G. Niang personal FOUL (1 PF) (Randle 2 FT),"[1627777, 203944]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,1626300.0,1.0,0.0,Randle,203944.0,,,,,,,,
146,PT01M42.00S,2022-12-25T17:34:13.9Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,32,23,2022-12-25T17:34:13Z,1380000,False,,,0,,J. Randle Free Throw 1 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
147,PT01M42.00S,2022-12-25T17:34:33.7Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,33,23,2022-12-25T17:34:33Z,1390000,False,,,0,,J. Randle Free Throw 2 of 2 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
148,PT01M26.00S,2022-12-25T17:34:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,12.697109067017081,36.76470588235294,1610612755,33,23,2022-12-25T17:34:54Z,1400000,False,66.0,67.0,1,left,MISS S. Milton 9' driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Right,9.41,Missed,,,,,,,,,,,,,,,,,,
149,PT01M23.00S,2022-12-25T17:34:54.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,33,23,2022-12-25T17:34:54Z,1410000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,148.0,,,,,,2.0,2.0,0.0,,,,,
150,PT01M21.00S,2022-12-25T17:34:55.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,78.53153745072274,89.2156862745098,1610612752,33,23,2022-12-25T17:35:21Z,1420000,False,196.0,149.0,1,right,MISS J. Brunson 24' running 3PT,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,,
151,PT01M19.00S,2022-12-25T17:34:57.9Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,33,23,2022-12-25T17:35:05Z,1430000,False,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,150.0,,,,,,2.0,1.0,1.0,,,,,
152,PT01M12.00S,2022-12-25T17:35:05.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,29.38567674113009,73.2843137254902,1610612755,33,23,2022-12-25T17:35:09Z,1440000,False,-116.0,224.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
153,PT01M09.00S,2022-12-25T17:35:08.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,33,23,2022-12-25T17:35:09Z,1450000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,152.0,,,,,,3.0,3.0,0.0,,,,,
154,PT01M06.00S,2022-12-25T17:35:11.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203944,93.24901445466492,47.05882352941176,1610612752,35,23,2022-12-25T17:35:35Z,1460000,False,-15.0,11.0,1,right,J. Randle running Layup (13 PTS) (J. Brunson 4 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.84,Made,13.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
156,PT00M51.10S,2022-12-25T17:35:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,6.1268068331143235,51.71568627450981,1610612755,35,25,2022-12-25T17:35:51Z,1480000,False,-9.0,5.0,1,left,G. Niang driving Layup (2 PTS) (M. Thybulle 1 AST),"[1627777, 1629680]",1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,,
158,PT00M32.90S,2022-12-25T17:35:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,82.86793692509855,44.36274509803921,1610612752,37,25,2022-12-25T17:35:55Z,1500000,False,-28.0,109.0,1,right,I. Hartenstein 11' floating Jump Shot (2 PTS) (R. Barrett 1 AST),"[1628392, 1629628]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,11.21,Made,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
160,PT00M07.90S,2022-12-25T17:36:16.8Z,1,REGULAR,3pt,Jump Shot,[],1626149,31.225361366622867,33.57843137254902,1610612755,37,25,2022-12-25T17:36:22Z,1520000,False,82.0,241.0,1,left,MISS M. Harrell 25' 3PT,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
161,PT00M04.90S,2022-12-25T17:36:19.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,37,25,2022-12-25T17:36:19Z,1530000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,160.0,,,,,,2.0,2.0,0.0,,,,,
162,PT00M00.70S,2022-12-25T17:36:23.9Z,1,REGULAR,3pt,Jump Shot,[],203944,64.99671484888306,17.647058823529413,1610612752,37,25,2022-12-25T17:36:30Z,1540000,False,-162.0,277.0,1,right,MISS J. Randle 32' running pullup 3PT,[203944],1610612752.0,NYK,running pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,32.04,Missed,,,,,,,,,,,,,,,,,,
163,PT00M00.70S,2022-12-25T17:36:23.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,37,25,2022-12-25T17:36:30Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,162.0,,,,,,,,,,,,,
164,PT00M00.00S,2022-12-25T17:36:27.7Z,1,REGULAR,period,end,[],0,,,1610612752,37,25,2022-12-25T17:36:27Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,37,25,2022-12-25T17:39:29Z,1570000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,37,25,2022-12-25T17:39:29Z,1580000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,out,['startperiod'],1627863,,,1610612752,37,25,2022-12-25T17:39:29Z,1590000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612752,37,25,2022-12-25T17:39:29Z,1600000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,in,['startperiod'],1630579,,,1610612752,37,25,2022-12-25T17:39:29Z,1610000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-12-25T17:36:38.6Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612752,37,25,2022-12-25T17:39:29Z,1620000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-12-25T17:40:00.9Z,2,REGULAR,period,start,[],0,,,1610612755,37,25,2022-12-25T17:40:00Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M50.00S,2022-12-25T17:40:10.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,32.276609724047304,54.166666666666664,1610612755,37,25,2022-12-25T17:40:14Z,1640000,False,-21.0,251.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,25.18,Missed,,,,,,,,,,,,,,,,,,
173,PT11M46.00S,2022-12-25T17:40:14.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,37,25,2022-12-25T17:40:14Z,1650000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,172.0,,,,,,1.0,1.0,0.0,,,,,
175,PT11M25.00S,2022-12-25T17:40:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630193,74.85216819973719,85.04901960784314,1610612752,37,25,2022-12-25T17:40:53Z,1670000,False,175.0,184.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
