actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
82,PT05M21.00S,2022-12-01T00:55:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,93.38042049934296,53.92156862745098,1610612749,13,11,2022-12-01T00:58:07Z,770000,False,20.0,10.0,1,right,MISS P. Connaughton driving floating bank Shot,[1626192],1610612749.0,MIL,driving floating bank,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2022-12-01T00:55:02.6Z,1,REGULAR,rebound,defensive,[],201565,,,1610612752,13,11,2022-12-01T00:55:10Z,780000,False,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,
84,PT05M01.00S,2022-12-01T00:55:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.360709592641262,49.754901960784316,1610612752,13,11,2022-12-01T00:55:26Z,790000,False,1.0,26.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
85,PT04M59.00S,2022-12-01T00:55:23.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,11,2022-12-01T00:55:26Z,800000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,
86,PT04M56.00S,2022-12-01T00:55:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,94.56307490144546,55.14705882352941,1610612749,13,11,2022-12-01T00:58:48Z,810000,False,26.0,-1.0,1,right,MISS B. Portis driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2022-12-01T00:55:30.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,13,11,2022-12-01T00:55:36Z,820000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,86.0,,,,,,,,,,,,,,,
89,PT04M54.00S,2022-12-01T00:55:32.4Z,1,REGULAR,substitution,out,[],201565,,,1610612752,13,11,2022-12-01T00:55:47Z,840000,False,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M54.00S,2022-12-01T00:55:32.4Z,1,REGULAR,substitution,out,[],1628960,,,1610612752,13,11,2022-12-01T00:55:47Z,850000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M54.00S,2022-12-01T00:55:32.4Z,1,REGULAR,substitution,in,[],1628973,,,1610612752,13,11,2022-12-01T00:55:47Z,860000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M54.00S,2022-12-01T00:55:32.4Z,1,REGULAR,substitution,in,[],201588,,,1610612752,13,11,2022-12-01T00:55:47Z,870000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M34.00S,2022-12-01T00:56:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,14.931011826544022,45.34313725490196,1610612752,13,11,2022-12-01T00:56:16Z,880000,False,23.0,88.0,1,left,MISS I. Quickley 9' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,9.09,Missed,,,,,,,,,,,,,,,,,,
94,PT04M32.00S,2022-12-01T00:56:12.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,13,11,2022-12-01T00:56:16Z,890000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,
95,PT04M26.00S,2022-12-01T00:56:19.1Z,1,REGULAR,3pt,Jump Shot,[],201588,72.22404730617609,19.11764705882353,1610612749,13,11,2022-12-01T00:59:56Z,900000,False,-154.0,209.0,1,right,MISS G. Hill 25' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2022-12-01T00:56:21.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,11,2022-12-01T00:56:24Z,910000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,95.0,3.0,3.0,0.0,,,,,,,,,,,,
97,PT04M18.00S,2022-12-01T00:56:26.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,19.004599211563733,6.862745098039216,1610612752,16,11,2022-12-01T01:00:10Z,920000,False,216.0,126.0,1,left,Q. Grimes 24' 3PT running (3 PTS) (I. Quickley 1 AST),"[1629656, 1630193]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,24.99,Made,,,,,,,3.0,,,,,,,I. Quickley,1630193.0,1.0,,
99,PT03M57.00S,2022-12-01T00:56:47.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,95.0886990801577,94.85294117647058,1610612749,16,11,2022-12-01T00:56:53Z,940000,False,224.0,-6.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,
100,PT03M55.00S,2022-12-01T00:56:49.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,16,11,2022-12-01T00:56:53Z,950000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,
101,PT03M51.00S,2022-12-01T00:56:53.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626171,88.25558475689881,44.6078431372549,1610612749,16,11,2022-12-01T00:56:57Z,960000,False,-27.0,58.0,1,right,MISS B. Portis 6' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
102,PT03M49.00S,2022-12-01T00:56:55.3Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,16,11,2022-12-01T00:56:57Z,970000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,
103,PT03M43.00S,2022-12-01T00:57:02.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,78.9257555847569,90.44117647058823,1610612749,16,11,2022-12-01T00:57:08Z,980000,False,202.0,146.0,1,right,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,,
104,PT03M41.00S,2022-12-01T00:57:04.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,16,11,2022-12-01T00:57:08Z,990000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,103.0,5.0,4.0,1.0,,,,,,,,,,,,
105,PT03M26.00S,2022-12-01T00:57:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.485545335085414,44.85294117647059,1610612752,18,11,2022-12-01T01:01:04Z,1000000,False,26.0,74.0,1,left,J. Randle 7' fadeaway Jump Shot (7 PTS),[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,,,,,,,7.0,,,,,,,,,,,
106,PT03M26.00S,2022-12-01T00:57:25.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612749,18,11,2022-12-01T00:57:25Z,1010000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612749,18,11,2022-12-01T01:00:04Z,1020000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,18,11,2022-12-01T01:00:04Z,1030000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,out,[],203507,,,1610612749,18,11,2022-12-01T01:00:04Z,1040000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,in,[],1628392,,,1610612749,18,11,2022-12-01T01:00:04Z,1050000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,in,[],201572,,,1610612749,18,11,2022-12-01T01:00:04Z,1060000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M26.00S,2022-12-01T00:57:25.6Z,1,REGULAR,substitution,in,[],201950,,,1610612749,18,11,2022-12-01T01:00:04Z,1070000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2022-12-01T01:00:25.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,65.91655716162943,41.911764705882355,1610612749,18,11,2022-12-01T01:00:33Z,1080000,False,-40.0,268.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,,
114,PT03M13.00S,2022-12-01T01:00:27.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,18,11,2022-12-01T01:00:33Z,1090000,False,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,113.0,3.0,1.0,2.0,,,,,,,,,,,,
115,PT03M07.00S,2022-12-01T01:00:32.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,78.9257555847569,88.97058823529412,1610612749,18,14,2022-12-01T01:00:37Z,1100000,False,195.0,146.0,1,right,J. Holiday 24' 3PT  (5 PTS) (B. Portis 1 AST),"[201950, 1626171]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.33,Made,,,,,,,5.0,,,,,,,B. Portis,1626171.0,1.0,,
117,PT02M48.00S,2022-12-01T01:00:52.3Z,1,REGULAR,3pt,Jump Shot,[],203944,30.962549277266753,65.93137254901961,1610612752,18,14,2022-12-01T01:00:58Z,1120000,False,-80.0,239.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2022-12-01T01:00:54.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,18,14,2022-12-01T01:00:58Z,1130000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,
119,PT02M38.00S,2022-12-01T01:01:02.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,89.17542706964521,48.529411764705884,1610612749,18,16,2022-12-01T01:01:06Z,1140000,False,-7.0,49.0,1,right,B. Lopez Hook (2 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,,,,,,,2.0,,,,,,,J. Holiday,201950.0,1.0,,
121,PT02M22.00S,2022-12-01T01:01:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.485545335085414,49.26470588235294,1610612752,18,16,2022-12-01T01:01:27Z,1160000,False,4.0,74.0,1,left,MISS J. Randle 7' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2022-12-01T01:01:20.2Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,18,16,2022-12-01T01:01:27Z,1170000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,
123,PT02M11.00S,2022-12-01T01:01:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,93.11760840998686,51.9607843137255,1610612749,18,18,2022-12-01T01:01:43Z,1180000,False,10.0,12.0,1,right,P. Connaughton driving Layup (2 PTS) (G. Hill 1 AST),"[1626192, 201588]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,2.0,,,,,,,G. Hill,201588.0,1.0,,
125,PT02M11.00S,2022-12-01T01:01:34.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,18,18,2022-12-01T01:01:34Z,1200000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2022-12-01T01:01:34.4Z,1,REGULAR,substitution,out,[],203944,,,1610612752,18,18,2022-12-01T01:03:09Z,1210000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M11.00S,2022-12-01T01:01:34.4Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,18,18,2022-12-01T01:03:09Z,1220000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2022-12-01T01:01:34.4Z,1,REGULAR,substitution,in,[],1629629,,,1610612752,18,18,2022-12-01T01:03:09Z,1230000,False,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M11.00S,2022-12-01T01:01:34.4Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,18,18,2022-12-01T01:03:09Z,1240000,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M49.00S,2022-12-01T01:03:48.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,28.203022339027594,24.264705882352942,1610612752,18,18,2022-12-01T01:03:52Z,1260000,False,129.0,213.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
132,PT01M47.00S,2022-12-01T01:03:50.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,18,18,2022-12-01T01:03:52Z,1270000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,
133,PT01M40.00S,2022-12-01T01:03:58.3Z,1,REGULAR,2pt,Jump Shot,[],201950,92.06636005256242,20.833333333333336,1610612749,18,18,2022-12-01T01:04:22Z,1280000,False,-146.0,22.0,1,right,MISS J. Holiday 14' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,14.75,Missed,,,,,,,,,,,,,,,,,,
134,PT01M38.00S,2022-12-01T01:04:00.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,18,18,2022-12-01T01:04:05Z,1290000,False,,,0,,B. Portis REBOUND (Off:3 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,133.0,4.0,1.0,3.0,,,,,,,,,,,,
135,PT01M38.00S,2022-12-01T01:04:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,18,18,2022-12-01T01:04:10Z,1300000,False,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
136,PT01M36.00S,2022-12-01T01:04:04.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,18,18,2022-12-01T01:04:10Z,1310000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,
137,PT01M29.00S,2022-12-01T01:04:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.799605781865965,43.13725490196079,1610612752,18,18,2022-12-01T01:04:14Z,1320000,False,34.0,87.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.31,Missed,,,,,,,,,,,,,,,,,,
138,PT01M27.00S,2022-12-01T01:04:10.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,18,18,2022-12-01T01:04:14Z,1330000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,137.0,3.0,3.0,0.0,,,,,,,,,,,,
139,PT01M18.00S,2022-12-01T01:04:19.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,87.86136662286465,41.17647058823529,1610612749,18,20,2022-12-01T01:04:23Z,1340000,False,-44.0,62.0,1,right,B. Portis 7' Hook (4 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.58,Made,,,,,,,4.0,,,,,,,,,,,
140,PT01M02.00S,2022-12-01T01:04:36.4Z,1,REGULAR,2pt,Jump Shot,[],1630193,22.421156373193167,36.51960784313725,1610612752,20,20,2022-12-01T01:05:53Z,1350000,False,67.0,158.0,1,left,I. Quickley 17' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,17.21,Made,,,,,,,2.0,,,,,,,,,,,
141,PT00M46.20S,2022-12-01T01:04:51.7Z,1,REGULAR,3pt,Jump Shot,[],201572,67.09921156373193,39.705882352941174,1610612749,20,20,2022-12-01T01:04:58Z,1360000,False,-51.0,257.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
142,PT00M43.70S,2022-12-01T01:04:54.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,20,20,2022-12-01T01:04:58Z,1370000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,
143,PT00M35.50S,2022-12-01T01:05:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,31.750985545335087,61.274509803921575,1610612752,20,20,2022-12-01T01:06:15Z,1380000,False,-56.0,246.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
144,PT00M32.80S,2022-12-01T01:05:05.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,20,20,2022-12-01T01:05:07Z,1390000,False,,,0,,B. Portis REBOUND (Off:3 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,143.0,5.0,2.0,3.0,,,,,,,,,,,,
145,PT00M24.70S,2022-12-01T01:05:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,89.56964520367937,45.83333333333333,1610612749,20,22,2022-12-01T01:06:39Z,1400000,False,-21.0,46.0,1,right,J. Holiday driving floating Jump Shot (7 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,,,,,,,7.0,,,,,,,,,,,
146,PT00M03.70S,2022-12-01T01:05:37.1Z,1,REGULAR,2pt,Jump Shot,[],1628973,21.107095926412615,40.931372549019606,1610612752,20,22,2022-12-01T01:05:46Z,1410000,False,45.0,146.0,1,left,MISS J. Brunson 15' pullup Shot - blocked,"[1628973, 201950]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,15.28,Missed,Holiday,201950.0,,,,,,,,,,,,,,,,
147,PT00M03.70S,2022-12-01T01:05:37.1Z,1,REGULAR,block,,[],201950,,,1610612752,20,22,2022-12-01T01:05:39Z,1420000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
148,PT00M01.90S,2022-12-01T01:05:38.9Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,20,22,2022-12-01T01:05:46Z,1430000,False,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Center,,,,,146.0,1.0,0.0,1.0,,,,,,,,,,,,
149,PT00M01.00S,2022-12-01T01:05:42.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,5.338370565045992,4.411764705882353,1610612752,20,22,2022-12-01T01:05:50Z,1440000,False,228.0,-2.0,1,left,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
150,PT00M01.00S,2022-12-01T01:05:42.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,20,22,2022-12-01T01:05:50Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,,,149.0,,,,,,,,,,,,,,,
151,PT00M00.00S,2022-12-01T01:05:47.1Z,1,REGULAR,period,end,[],0,,,1610612752,20,22,2022-12-01T01:05:47Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-12-01T01:07:53.7Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612752,20,22,2022-12-01T01:08:21Z,1470000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-12-01T01:07:53.7Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612752,20,22,2022-12-01T01:08:21Z,1480000,False,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-01T01:07:53.7Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612752,20,22,2022-12-01T01:08:21Z,1490000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-12-01T01:07:53.7Z,2,REGULAR,substitution,in,['startperiod'],202083,,,1610612752,20,22,2022-12-01T01:08:21Z,1500000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-01T01:08:25.6Z,2,REGULAR,period,start,[],0,,,1610612749,20,22,2022-12-01T01:08:25Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2022-12-01T01:08:38.2Z,2,REGULAR,3pt,Jump Shot,[],201950,79.05716162943496,88.97058823529412,1610612749,20,22,2022-12-01T01:08:45Z,1520000,False,195.0,144.0,1,right,MISS J. Holiday 24' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,24.26,Missed,,,,,,,,,,,,,,,,,,
158,PT11M44.00S,2022-12-01T01:08:40.2Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,20,22,2022-12-01T01:08:45Z,1530000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,
159,PT11M33.00S,2022-12-01T01:08:53.5Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612752,20,22,2022-12-01T01:08:58Z,1540000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Reddish 2 FT),"[201572, 1629629]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627961.0,1.0,0.0,Reddish,1629629.0,,,,,,
