actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
257,PT04M49.00S,2023-02-01T01:20:41.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,41,38,2023-02-01T01:20:43Z,2460000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,,,,,256.0,2.0,1.0,1.0,,,,,,,,,,
258,PT04M40.00S,2023-02-01T01:20:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.30946123521682,53.18627450980392,1610612752,41,38,2023-02-01T01:20:54Z,2470000,False,-16.0,16.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
259,PT04M39.00S,2023-02-01T01:20:51.5Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,41,38,2023-02-01T01:20:51Z,2480000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,258.0,3.0,1.0,2.0,,,,,,,,,,
260,PT04M34.00S,2023-02-01T01:20:58.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612752,41,38,2023-02-01T01:21:06Z,2490000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[1628972, 1628392]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,Hartenstein,1628392.0,,
262,PT04M34.00S,2023-02-01T01:21:24.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,42,38,2023-02-01T01:21:24Z,2510000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (5 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
263,PT04M34.00S,2023-02-01T01:21:39.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,43,38,2023-02-01T01:21:39Z,2520000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (6 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
264,PT04M21.00S,2023-02-01T01:21:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.77463863337714,45.588235294117645,1610612747,43,40,2023-02-01T01:22:00Z,2530000,False,-22.0,6.0,1,right,R. Westbrook driving Layup (9 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.29,Made,9.0,,,,,,,,,,,,,,,,,
265,PT04M04.00S,2023-02-01T01:22:09.9Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,43,40,2023-02-01T01:22:16Z,2540000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 201566]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,
266,PT04M04.00S,2023-02-01T01:22:09.9Z,2,REGULAR,steal,,[],201566,,,1610612747,43,40,2023-02-01T01:22:12Z,2550000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
267,PT04M02.00S,2023-02-01T01:22:15.5Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612747,43,40,2023-02-01T01:22:27Z,2560000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629656, 201566]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,Westbrook,201566.0,,
269,PT04M02.00S,2023-02-01T01:22:44.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201566,,,1610612747,43,40,2023-02-01T01:23:06Z,2580000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
270,PT04M02.00S,2023-02-01T01:22:44.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,43,40,2023-02-01T01:23:06Z,2590000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,
271,PT04M02.00S,2023-02-01T01:22:44.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",201566,,,1610612747,43,41,2023-02-01T01:23:06Z,2600000,False,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
272,PT03M52.00S,2023-02-01T01:23:16.7Z,2,REGULAR,2pt,Jump Shot,[],1628973,21.107095926412615,27.941176470588236,1610612752,45,41,2023-02-01T01:23:20Z,2610000,False,110.0,146.0,1,left,J. Brunson 18' pullup Jump Shot (16 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,18.29,Made,16.0,,,,,,,,,,,,,,,,,
273,PT03M39.00S,2023-02-01T01:23:29.3Z,2,REGULAR,2pt,Jump Shot,[],203471,79.45137976346912,32.1078431372549,1610612747,45,43,2023-02-01T01:23:34Z,2620000,False,-89.0,141.0,1,right,D. Schroder 16' pullup Jump Shot (2 PTS),[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left Center,16.68,Made,2.0,,,,,,,,,,,,,,,,,
274,PT03M24.00S,2023-02-01T01:23:44.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,6.1268068331143235,63.725490196078425,1610612752,47,43,2023-02-01T01:23:48Z,2630000,False,-69.0,5.0,1,left,I. Quickley 6' driving floating Jump Shot (11 PTS) (J. Randle 2 AST),"[1630193, 203944]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,11.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
276,PT03M17.00S,2023-02-01T01:23:52.8Z,2,REGULAR,turnover,lost ball,[],203471,,,1610612747,47,43,2023-02-01T01:23:57Z,2650000,False,,,0,,D. Schroder lost ball TURNOVER (1 TO),"[203471, 1630193]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Quickley,1630193.0,,,,
277,PT03M17.00S,2023-02-01T01:23:52.8Z,2,REGULAR,steal,,[],1630193,,,1610612752,47,43,2023-02-01T01:23:54Z,2660000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
278,PT03M13.00S,2023-02-01T01:23:56.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,4.681340341655716,49.26470588235294,1610612752,49,43,2023-02-01T01:24:03Z,2670000,False,4.0,-8.0,1,left,I. Quickley running finger roll Layup (13 PTS),[1630193],1610612752.0,NYK,running finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.93,Made,13.0,,,,,,,,,,,,,,,,,
279,PT02M51.00S,2023-02-01T01:24:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,93.77463863337714,51.470588235294116,1610612747,49,43,2023-02-01T01:24:22Z,2680000,False,7.0,6.0,1,right,MISS D. Schroder driving Layup,[203471],1610612747.0,LAL,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
280,PT02M49.00S,2023-02-01T01:24:20.7Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,49,43,2023-02-01T01:24:22Z,2690000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,
281,PT02M29.00S,2023-02-01T01:24:40.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,9.149145860709593,51.9607843137255,1610612752,51,43,2023-02-01T01:24:47Z,2700000,False,-10.0,34.0,1,left,I. Hartenstein turnaround Hook (8 PTS) (Q. Grimes 1 AST),"[1628392, 1629656]",1610612752.0,NYK,turnaround,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.49,Made,8.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,
283,PT02M29.00S,2023-02-01T01:24:44.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612747,51,43,2023-02-01T01:24:44Z,2720000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M29.00S,2023-02-01T01:24:44.3Z,2,REGULAR,substitution,out,[],1628418,,,1610612747,51,43,2023-02-01T01:27:52Z,2730000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M29.00S,2023-02-01T01:24:44.3Z,2,REGULAR,substitution,out,[],1628972,,,1610612747,51,43,2023-02-01T01:27:52Z,2740000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M29.00S,2023-02-01T01:24:44.3Z,2,REGULAR,substitution,in,[],203076,,,1610612747,51,43,2023-02-01T01:27:52Z,2750000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M29.00S,2023-02-01T01:24:44.3Z,2,REGULAR,substitution,in,[],2544,,,1610612747,51,43,2023-02-01T01:27:52Z,2760000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M16.00S,2023-02-01T01:28:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,94.82588699080158,52.450980392156865,1610612747,51,45,2023-02-01T01:28:21Z,2770000,False,12.0,-4.0,1,right,L. James driving Layup (7 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.29,Made,7.0,,,,,,,,,,,,,,,,,
289,PT01M54.00S,2023-02-01T01:28:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628973,26.888961892247043,13.970588235294118,1610612752,51,45,2023-02-01T01:28:45Z,2780000,False,180.0,200.0,1,left,MISS J. Brunson 26' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.94,Missed,,,,,,,,,,,,,,,,,,
290,PT01M52.00S,2023-02-01T01:28:41.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,51,45,2023-02-01T01:28:45Z,2790000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,,
291,PT01M43.00S,2023-02-01T01:28:50.4Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,51,45,2023-02-01T01:28:54Z,2800000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628973]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,
292,PT01M43.00S,2023-02-01T01:28:50.4Z,2,REGULAR,steal,,[],1628973,,,1610612752,51,45,2023-02-01T01:28:51Z,2810000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
293,PT01M37.00S,2023-02-01T01:28:56.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629656,5.863994743758213,48.03921568627451,1610612752,51,45,2023-02-01T01:29:29Z,2820000,False,10.0,3.0,1,left,MISS Q. Grimes running Layup,[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
294,PT01M35.00S,2023-02-01T01:28:58.5Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,51,45,2023-02-01T01:29:02Z,2830000,False,,,0,,J. Randle REBOUND (Off:2 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,293.0,7.0,5.0,2.0,,,,,,,,,,
295,PT01M35.00S,2023-02-01T01:28:59.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203944,5.590000152587891,50.0,1610612752,51,45,2023-02-01T01:29:05Z,2840000,False,0.0,0.0,1,left,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
296,PT01M33.00S,2023-02-01T01:29:01.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,51,45,2023-02-01T01:29:05Z,2850000,False,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,295.0,6.0,6.0,0.0,,,,,,,,,,
297,PT01M27.00S,2023-02-01T01:29:06.7Z,2,REGULAR,2pt,Jump Shot,[],203076,80.23981603153744,17.401960784313726,1610612747,51,47,2023-02-01T01:30:12Z,2860000,False,-163.0,133.0,1,right,A. Davis 21' pullup Jump Shot (11 PTS),[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,21.05,Made,11.0,,,,,,,,,,,,,,,,,
298,PT01M09.00S,2023-02-01T01:29:24.3Z,2,REGULAR,3pt,Jump Shot,[],1629656,24.441524310118268,89.19270833333333,1610612752,51,47,2023-02-01T01:31:48Z,2870000,False,-196.0,177.0,1,left,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
299,PT01M07.00S,2023-02-01T01:29:26.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,51,47,2023-02-01T01:29:28Z,2880000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,,,,,298.0,4.0,1.0,3.0,,,,,,,,,,
300,PT01M07.00S,2023-02-01T01:29:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,7.5722733245729295,45.588235294117645,1610612752,51,47,2023-02-01T01:32:27Z,2890000,False,22.0,19.0,1,left,MISS I. Hartenstein putback Layup,[1628392],1610612752.0,NYK,putback,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
301,PT01M06.00S,2023-02-01T01:29:28.7Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,51,47,2023-02-01T01:30:01Z,2900000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,300.0,5.0,1.0,4.0,,,,,,,,,,
302,PT01M06.00S,2023-02-01T01:29:30.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,5.590000152587891,50.0,1610612752,51,47,2023-02-01T01:30:19Z,2910000,False,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
303,PT01M05.00S,2023-02-01T01:29:31.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,51,47,2023-02-01T01:30:19Z,2920000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,302.0,,,,,,,,,,,,,
305,PT00M47.10S,2023-02-01T01:30:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,85.23324572930355,53.431372549019606,1610612747,51,49,2023-02-01T01:33:09Z,2940000,False,17.0,86.0,1,right,L. James 8' driving floating Jump Shot (9 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,8.8,Made,9.0,,,,,,,,,,,,,,,,,
306,PT00M34.10S,2023-02-01T01:30:24.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,13.222733245729303,29.166666666666668,1610612752,51,49,2023-02-01T01:30:34Z,2950000,False,104.0,72.0,1,left,MISS J. Brunson 12' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,12.65,Missed,,,,,,,,,,,,,,,,,,
307,PT00M32.60S,2023-02-01T01:30:26.0Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,51,49,2023-02-01T01:30:34Z,2960000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,
309,PT00M26.40S,2023-02-01T01:30:37.1Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,51,49,2023-02-01T01:34:17Z,2980000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204059.0,,,2.0,,,,,,
310,PT00M03.30S,2023-02-01T01:31:08.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,6.258212877792378,48.529411764705884,1610612752,53,49,2023-02-01T01:31:11Z,2990000,False,7.0,6.0,1,left,I. Hartenstein Layup (10 PTS) (J. Randle 3 AST),"[1628392, 203944]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.97,Made,10.0,J. Randle,203944.0,3.0,,,,,,,,,,,,,,
312,PT00M00.00S,2023-02-01T01:31:14.2Z,2,REGULAR,3pt,Jump Shot,[],203471,53.6957950065703,13.725490196078432,1610612747,53,52,2023-02-01T01:31:26Z,3010000,False,-181.0,383.0,1,right,D. Schroder 42' 3PT bank (5 PTS) (L. James 5 AST),"[203471, 2544]",1610612747.0,LAL,bank,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,42.36,Made,5.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
315,PT00M00.00S,2023-02-01T01:32:08.6Z,2,REGULAR,period,end,[],0,,,1610612752,53,52,2023-02-01T01:32:08Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,out,['startperiod'],1630193,,,1610612752,53,52,2023-02-01T01:48:23Z,3050000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,out,['startperiod'],1628392,,,1610612752,53,52,2023-02-01T01:48:23Z,3060000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612752,53,52,2023-02-01T01:48:23Z,3070000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,53,52,2023-02-01T01:48:23Z,3080000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,in,['startperiod'],1630579,,,1610612752,53,52,2023-02-01T01:48:23Z,3090000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-02-01T01:47:53.3Z,3,REGULAR,substitution,in,['startperiod'],1628972,,,1610612752,53,52,2023-02-01T01:48:23Z,3100000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-02-01T01:48:24.6Z,3,REGULAR,period,start,[],0,,,1610612747,53,52,2023-02-01T01:48:24Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M48.00S,2023-02-01T01:48:36.4Z,3,REGULAR,3pt,Jump Shot,[],1629060,28.991458607095925,25.0,1610612747,53,52,2023-02-01T01:48:43Z,3120000,False,125.0,220.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
324,PT11M46.00S,2023-02-01T01:48:38.4Z,3,REGULAR,rebound,offensive,[],1628972,,,1610612747,53,52,2023-02-01T01:48:43Z,3130000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,323.0,3.0,2.0,1.0,,,,,,,,,,
325,PT11M44.00S,2023-02-01T01:48:40.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],2544,21.369908015768726,31.372549019607842,1610612747,53,52,2023-02-01T01:48:48Z,3140000,False,93.0,148.0,1,left,MISS L. James 17' Jump Shot,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,17.52,Missed,,,,,,,,,,,,,,,,,,
326,PT11M42.00S,2023-02-01T01:48:42.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,53,52,2023-02-01T01:49:02Z,3150000,False,,,0,,J. Randle REBOUND (Off:2 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,,,,325.0,8.0,6.0,2.0,,,,,,,,,,
327,PT11M34.00S,2023-02-01T01:48:49.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,96.27135348226018,93.87254901960785,1610612752,53,52,2023-02-01T01:49:43Z,3160000,False,219.0,-17.0,1,right,MISS R. Barrett running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.01,Missed,,,,,,,,,,,,,,,,,,
328,PT11M32.00S,2023-02-01T01:48:51.5Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,53,52,2023-02-01T01:49:00Z,3170000,False,,,0,,L. James REBOUND (Off:0 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,327.0,7.0,7.0,0.0,,,,,,,,,,
329,PT11M18.00S,2023-02-01T01:49:05.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629060,8.229303547963205,45.34313725490196,1610612747,53,52,2023-02-01T01:50:41Z,3180000,False,23.0,25.0,1,left,MISS R. Hachimura turnaround Hook - blocked,"[1629060, 1630579]",1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
330,PT11M18.00S,2023-02-01T01:49:05.6Z,3,REGULAR,block,,[],1630579,,,1610612747,53,52,2023-02-01T01:49:09Z,3190000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
331,PT11M16.00S,2023-02-01T01:49:07.6Z,3,REGULAR,rebound,offensive,[],1629060,,,1610612747,53,52,2023-02-01T01:49:14Z,3200000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,329.0,5.0,4.0,1.0,,,,,,,,,,
332,PT11M12.00S,2023-02-01T01:49:11.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628972,3.4986859395532193,96.81372549019608,1610612747,53,52,2023-02-01T01:49:19Z,3210000,False,-234.0,-20.0,1,left,MISS T. Brown Jr. step back 3PT,[1628972],1610612747.0,LAL,step back,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.49,Missed,,,,,,,,,,,,,,,,,,
333,PT11M10.00S,2023-02-01T01:49:13.7Z,3,REGULAR,rebound,offensive,[],1629060,,,1610612747,53,52,2023-02-01T01:49:19Z,3220000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,,332.0,6.0,4.0,2.0,,,,,,,,,,
334,PT11M05.00S,2023-02-01T01:49:18.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,4.28712220762155,96.56862745098039,1610612747,53,55,2023-02-01T01:49:22Z,3230000,False,-233.0,-12.0,1,left,R. Hachimura 3PT  (15 PTS) (D. Schroder 1 AST),"[1629060, 203471]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.31,Made,15.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
336,PT10M46.00S,2023-02-01T01:49:37.2Z,3,REGULAR,3pt,Jump Shot,[],203944,94.56307490144546,96.32352941176471,1610612752,53,55,2023-02-01T01:49:47Z,3250000,False,232.0,-1.0,1,right,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
