actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT05M18.00S,2023-02-01T00:47:50.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,5,11,2023-02-01T00:47:54Z,850000,False,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,
87,PT05M03.00S,2023-02-01T00:48:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,6.915243101182654,57.107843137254896,1610612752,5,11,2023-02-01T00:48:31Z,870000,False,-36.0,13.0,1,left,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2023-02-01T00:48:23.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,5,11,2023-02-01T00:49:15Z,880000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,
91,PT04M56.00S,2023-02-01T00:48:29.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,93.77463863337714,50.98039215686274,1610612747,5,13,2023-02-01T00:48:34Z,910000,False,5.0,6.0,1,right,L. James driving Layup (5 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,0.77,Made,5.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
93,PT04M37.00S,2023-02-01T00:48:48.7Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,5,13,2023-02-01T00:48:53Z,930000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 201566]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Westbrook,201566.0,,,,
94,PT04M37.00S,2023-02-01T00:48:48.7Z,1,REGULAR,steal,,[],201566,,,1610612747,5,13,2023-02-01T00:48:50Z,940000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
95,PT04M34.00S,2023-02-01T00:48:52.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,93.11760840998686,49.754901960784316,1610612747,5,15,2023-02-01T00:48:58Z,950000,False,-1.0,12.0,1,right,R. Hachimura running DUNK (7 PTS) (R. Westbrook 2 AST),"[1629060, 201566]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.23,Made,7.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
97,PT04M33.00S,2023-02-01T00:48:55.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,5,15,2023-02-01T00:48:55Z,970000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,5,15,2023-02-01T00:52:51Z,980000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,out,[],2544,,,1610612752,5,15,2023-02-01T00:52:51Z,990000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,out,[],203471,,,1610612752,5,15,2023-02-01T00:52:51Z,1000000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,5,15,2023-02-01T00:52:51Z,1010000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,in,[],1629022,,,1610612752,5,15,2023-02-01T00:52:51Z,1020000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M33.00S,2023-02-01T00:48:55.8Z,1,REGULAR,substitution,in,[],1628972,,,1610612752,5,15,2023-02-01T00:52:51Z,1030000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2023-02-01T00:53:30.7Z,1,REGULAR,3pt,Jump Shot,[],203944,5.863994743758213,3.6764705882352944,1610612752,8,15,2023-02-01T00:53:36Z,1040000,False,232.0,3.0,1,left,J. Randle 3PT  (4 PTS) (I. Quickley 1 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,23.16,Made,4.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
106,PT04M02.00S,2023-02-01T00:53:46.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,8,15,2023-02-01T00:53:53Z,1060000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629656]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Grimes,1629656.0,,,,
107,PT04M02.00S,2023-02-01T00:53:46.5Z,1,REGULAR,steal,,[],1629656,,,1610612752,8,15,2023-02-01T00:53:48Z,1070000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
108,PT03M49.00S,2023-02-01T00:53:58.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,15.719448094612352,4.901960784313726,1610612752,11,15,2023-02-01T00:55:24Z,1080000,False,225.0,95.0,1,left,I. Quickley 24' 3PT pullup (3 PTS) (I. Hartenstein 1 AST),"[1630193, 1628392]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.48,Made,3.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
110,PT03M34.00S,2023-02-01T00:54:14.2Z,1,REGULAR,2pt,Jump Shot,[],201566,75.90341655716163,29.411764705882355,1610612747,11,17,2023-02-01T00:54:18Z,1100000,False,-103.0,174.0,1,right,R. Westbrook 20' pullup Jump Shot (2 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,20.21,Made,2.0,,,,,,,,,,,,,,,,,
111,PT03M17.00S,2023-02-01T00:54:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,5.863994743758213,51.71568627450981,1610612752,13,17,2023-02-01T00:54:36Z,1110000,False,-9.0,3.0,1,left,I. Hartenstein Layup (2 PTS) (J. Randle 1 AST),"[1628392, 203944]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
113,PT03M06.00S,2023-02-01T00:54:42.7Z,1,REGULAR,turnover,bad pass,[],1629022,,,1610612747,13,17,2023-02-01T00:54:47Z,1130000,False,,,0,,L. Walker IV bad pass TURNOVER (1 TO),"[1629022, 1629656]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1.0,Grimes,1629656.0,,,,
114,PT03M06.00S,2023-02-01T00:54:42.7Z,1,REGULAR,steal,,[],1629656,,,1610612752,13,17,2023-02-01T00:54:44Z,1140000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M03.00S,2023-02-01T00:54:45.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,5.863994743758213,49.50980392156863,1610612752,15,17,2023-02-01T00:54:50Z,1150000,False,2.0,3.0,1,left,Q. Grimes running DUNK (2 PTS),[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.36,Made,2.0,,,,,,,,,,,,,,,,,
116,PT03M03.00S,2023-02-01T00:54:50.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612747,15,17,2023-02-01T00:54:50Z,1160000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,out,[],203944,,,1610612747,15,17,2023-02-01T00:56:27Z,1170000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,15,17,2023-02-01T00:56:27Z,1180000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,out,[],1628418,,,1610612747,15,17,2023-02-01T00:56:27Z,1190000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612747,15,17,2023-02-01T00:56:27Z,1200000,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,15,17,2023-02-01T00:56:27Z,1210000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M03.00S,2023-02-01T00:54:50.5Z,1,REGULAR,substitution,in,[],203076,,,1610612747,15,17,2023-02-01T00:56:27Z,1220000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2023-02-01T00:56:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.1688567674113,51.71568627450981,1610612747,15,19,2023-02-01T00:56:50Z,1230000,False,9.0,2.0,1,right,R. Westbrook driving Layup (4 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.89,Made,4.0,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2023-02-01T00:56:48.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630167,,,1610612747,15,19,2023-02-01T00:56:55Z,1240000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1630167, 201566]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,,,,Westbrook,201566.0,,
126,PT02M41.00S,2023-02-01T00:57:16.3Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,15,20,2023-02-01T00:57:16Z,1260000,False,,,0,,R. Westbrook Free Throw 1 of 1 (5 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
127,PT02M27.00S,2023-02-01T00:57:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,19.92444152431012,54.65686274509803,1610612752,17,20,2023-02-01T00:58:50Z,1270000,False,-23.0,135.0,1,left,J. Brunson 13' pullup Jump Shot (6 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.68,Made,6.0,,,,,,,,,,,,,,,,,
129,PT02M07.00S,2023-02-01T00:57:59.5Z,1,REGULAR,2pt,Jump Shot,[],203076,83.52496714848883,17.647058823529413,1610612747,17,22,2023-02-01T00:58:04Z,1290000,False,-162.0,102.0,1,right,A. Davis 19' Jump Shot (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,19.15,Made,5.0,,,,,,,,,,,,,,,,,
130,PT01M39.00S,2023-02-01T00:58:27.7Z,1,REGULAR,2pt,Jump Shot,[],1630193,22.28975032851511,28.431372549019606,1610612752,17,22,2023-02-01T00:58:31Z,1300000,False,108.0,157.0,1,left,MISS I. Quickley 19' Jump Shot,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,19.04,Missed,,,,,,,,,,,,,,,,,,
131,PT01M37.00S,2023-02-01T00:58:29.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,17,22,2023-02-01T00:58:31Z,1310000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,
132,PT01M31.00S,2023-02-01T00:58:35.6Z,1,REGULAR,3pt,Jump Shot,[],1631108,94.82588699080158,94.85294117647058,1610612747,17,25,2023-02-01T00:58:40Z,1320000,False,224.0,-4.0,1,right,M. Christie 3PT  (3 PTS) (T. Brown Jr. 2 AST),"[1631108, 1628972]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,22.43,Made,3.0,T. Brown Jr.,1628972.0,2.0,,,,,,,,,,,,,,
134,PT01M13.00S,2023-02-01T00:58:57.6Z,1,REGULAR,foul,personal,[],1631108,,,1610612752,17,25,2023-02-01T00:59:19Z,1340000,False,,,0,,M. Christie personal FOUL (1 PF),"[1631108, 1628973]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627963.0,1.0,0.0,,,,Brunson,1628973.0,,
136,PT01M13.00S,2023-02-01T00:58:57.7Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,17,25,2023-02-01T00:59:17Z,1360000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M13.00S,2023-02-01T00:58:57.7Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,17,25,2023-02-01T00:59:17Z,1370000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M02.00S,2023-02-01T00:59:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.783837056504599,57.107843137254896,1610612752,19,25,2023-02-01T01:00:22Z,1380000,False,-36.0,11.0,1,left,J. Brunson driving Layup (8 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.73,Made,8.0,,,,,,,,,,,,,,,,,
139,PT00M49.80S,2023-02-01T00:59:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.03745072273325,48.77450980392157,1610612747,19,27,2023-02-01T00:59:47Z,1390000,False,-6.0,4.0,1,right,R. Westbrook Layup (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.7,Made,7.0,,,,,,,,,,,,,,,,,
140,PT00M31.40S,2023-02-01T01:00:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.30946123521682,48.03921568627451,1610612752,19,27,2023-02-01T01:00:09Z,1400000,False,10.0,16.0,1,left,MISS J. Brunson Layup,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
141,PT00M30.00S,2023-02-01T01:00:04.9Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,19,27,2023-02-01T01:00:09Z,1410000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,
142,PT00M30.00S,2023-02-01T01:00:08.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628392,5.590000152587891,50.0,1610612752,21,27,2023-02-01T01:01:17Z,1420000,False,0.0,0.0,1,left,I. Hartenstein tip DUNK (4 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
143,PT00M17.90S,2023-02-01T01:00:20.2Z,1,REGULAR,2pt,Jump Shot,[],203076,90.88370565045992,27.450980392156865,1610612747,21,29,2023-02-01T01:01:32Z,1430000,False,-113.0,33.0,1,right,A. Davis 11' turnaround fadeaway Jump Shot (7 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,11.75,Made,7.0,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2023-02-01T01:00:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,41.17647058823529,1610612752,24,29,2023-02-01T01:00:46Z,1440000,False,44.0,246.0,1,left,J. Brunson 24' 3PT  (11 PTS) (I. Quickley 2 AST),"[1628973, 1630193]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,24.99,Made,11.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
147,PT00M00.00S,2023-02-01T01:01:18.6Z,1,REGULAR,period,end,[],0,,,1610612747,24,29,2023-02-01T01:01:18Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-02-01T01:03:57.2Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612747,24,29,2023-02-01T01:04:18Z,1480000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-02-01T01:03:57.2Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612747,24,29,2023-02-01T01:04:18Z,1490000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-02-01T01:03:57.2Z,2,REGULAR,substitution,in,['startperiod'],1630540,,,1610612747,24,29,2023-02-01T01:04:18Z,1500000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-02-01T01:03:57.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,24,29,2023-02-01T01:04:18Z,1510000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-02-01T01:04:20.2Z,2,REGULAR,period,start,[],0,,,1610612747,24,29,2023-02-01T01:04:20Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M47.00S,2023-02-01T01:04:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629022,92.59198423127464,95.09803921568627,1610612747,24,29,2023-02-01T01:04:38Z,1530000,False,225.0,17.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
154,PT11M45.00S,2023-02-01T01:04:34.5Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,24,29,2023-02-01T01:04:38Z,1540000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,
155,PT11M30.00S,2023-02-01T01:04:49.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,30.305519053876477,67.64705882352942,1610612752,24,29,2023-02-01T01:05:45Z,1550000,False,-88.0,232.0,1,left,MISS R. Barrett 24' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
156,PT11M28.00S,2023-02-01T01:04:51.1Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612747,24,29,2023-02-01T01:04:55Z,1560000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,
157,PT11M11.00S,2023-02-01T01:05:07.8Z,2,REGULAR,2pt,Jump Shot,[],201566,93.64323258869908,23.03921568627451,1610612747,24,29,2023-02-01T01:05:14Z,1570000,False,-135.0,7.0,1,right,MISS R. Westbrook 13' turnaround Shot,[201566],1610612747.0,LAL,turnaround,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,13.5,Missed,,,,,,,,,,,,,,,,,,
158,PT11M09.00S,2023-02-01T01:05:09.8Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,24,29,2023-02-01T01:05:14Z,1580000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,
159,PT11M04.00S,2023-02-01T01:05:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612752,24,29,2023-02-01T01:05:22Z,1590000,False,,,0,,M. Christie shooting personal FOUL (2 PF) (Quickley 2 FT),"[1631108, 1630193]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1162.0,2.0,0.0,,,,Quickley,1630193.0,,
161,PT11M04.00S,2023-02-01T01:05:49.0Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,25,29,2023-02-01T01:05:49Z,1610000,False,,,0,,I. Quickley Free Throw 1 of 2 (4 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
162,PT11M04.00S,2023-02-01T01:06:11.6Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,26,29,2023-02-01T01:06:11Z,1620000,False,,,0,,I. Quickley Free Throw 2 of 2 (5 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
163,PT10M52.00S,2023-02-01T01:06:25.7Z,2,REGULAR,3pt,Jump Shot,[],2544,70.51576872536137,27.941176470588236,1610612747,26,29,2023-02-01T01:06:31Z,1630000,False,-110.0,225.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
164,PT10M51.00S,2023-02-01T01:06:26.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,26,29,2023-02-01T01:06:31Z,1640000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,163.0,,,,,,,,,,,,,
166,PT10M38.00S,2023-02-01T01:06:43.8Z,2,REGULAR,3pt,Jump Shot,[],1630193,30.436925098554536,77.45098039215686,1610612752,29,29,2023-02-01T01:06:56Z,1660000,False,-137.0,234.0,1,left,I. Quickley 27' 3PT pullup (8 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,27.1,Made,8.0,,,,,,,,,,,,,,,,,
167,PT10M25.00S,2023-02-01T01:07:02.9Z,2,REGULAR,foul,technical,['1freethrow'],1630193,,,1610612747,29,29,2023-02-01T01:07:18Z,1670000,False,,,0,,I. Quickley defensive-3-second technical FOUL (1 Tech),[1630193],1610612752.0,NYK,defensive-3-second,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,1627963.0,0.0,1.0,,,,,,,
168,PT10M25.00S,2023-02-01T01:07:19.6Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,29,29,2023-02-01T01:07:19Z,1680000,False,,,0,,MISS L. James technical Free Throw 1 of 1,[2544],1610612747.0,LAL,technical,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT10M25.00S,2023-02-01T01:07:19.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,29,29,2023-02-01T01:07:19Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,
175,PT10M14.00S,2023-02-01T01:07:31.5Z,2,REGULAR,2pt,Jump Shot,[],203076,79.188567674113,56.61764705882353,1610612747,29,29,2023-02-01T01:10:26Z,1695000,False,33.0,143.0,1,right,MISS A. Davis 14' step back Shot - blocked,"[203076, 1630540]",1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,14.69,Missed,,,,,,,,,,,,,,,,,McBride,1630540.0
176,PT10M14.00S,2023-02-01T01:07:31.5Z,2,REGULAR,block,,[],1630540,,,1610612747,29,29,2023-02-01T01:08:33Z,1697500,False,,,0,,M. McBride BLOCK (1 BLK),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M13.00S,2023-02-01T01:07:32.5Z,2,REGULAR,rebound,offensive,[],201566,,,1610612747,29,29,2023-02-01T01:10:26Z,1698750,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,,
