actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
87,PT05M31.00S,2022-10-24T23:56:24.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612752,15,14,2022-10-24T23:56:35Z,860000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Robinson 2 FT),"[1628964, 1629011]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Robinson,1629011.0,,
89,PT05M31.00S,2022-10-24T23:56:53.2Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,16,14,2022-10-24T23:56:53Z,880000,,,0,,M. Robinson Free Throw 1 of 2 (4 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
90,PT05M31.00S,2022-10-24T23:57:11.2Z,1,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,16,14,2022-10-24T23:57:11Z,890000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M29.00S,2022-10-24T23:57:12.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,16,14,2022-10-24T23:57:12Z,900000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,90.0,2.0,1.0,1.0,,,,,,,,,,,,,,
92,PT05M20.00S,2022-10-24T23:57:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,11.383048620236531,35.294117647058826,1610612753,16,16,2022-10-24T23:57:50Z,910000,74.0,55.0,1,left,C. Anthony 9' driving floating bank Jump Shot (2 PTS),[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,9.15,Made,,,,,,,,,2.0,,,,,,,,,
93,PT05M07.00S,2022-10-24T23:57:33.6Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,16,16,2022-10-24T23:57:38Z,920000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1628964]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,Bamba,1628964.0
94,PT05M07.00S,2022-10-24T23:57:33.6Z,1,REGULAR,steal,,[],1628964,,,1610612753,16,16,2022-10-24T23:57:35Z,930000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
95,PT05M01.00S,2022-10-24T23:57:39.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,13.354139290407357,68.38235294117648,1610612753,16,18,2022-10-24T23:58:58Z,940000,-92.0,73.0,1,left,C. Anthony 11' pullup Jump Shot (4 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,11.74,Made,,,,,,,,,4.0,,,,,,,,,
96,PT04M47.00S,2022-10-24T23:57:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,89.56964520367937,49.01960784313725,1610612752,16,18,2022-10-24T23:59:56Z,950000,-5.0,46.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,,,,,,,,,,,,,,,,,
97,PT04M45.00S,2022-10-24T23:57:55.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,16,18,2022-10-24T23:57:59Z,960000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,3.0,2.0,1.0,,,,,,,,,,,,,,
98,PT04M38.00S,2022-10-24T23:58:02.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,31.882391590013142,51.470588235294116,1610612753,16,18,2022-10-24T23:58:08Z,970000,-7.0,247.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
99,PT04M36.00S,2022-10-24T23:58:04.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,18,2022-10-24T23:58:08Z,980000,,,0,,J. Randle REBOUND (Off:3 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,98.0,5.0,2.0,3.0,,,,,,,,,,,,,,
100,PT04M32.00S,2022-10-24T23:58:12.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612752,16,18,2022-10-24T23:58:19Z,990000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630175, 1628973]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202049.0,,,,,,,,1.0,0.0,Brunson,1628973.0,,
103,PT04M32.00S,2022-10-24T23:58:24.8Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,16,18,2022-10-24T23:58:45Z,1005000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M32.00S,2022-10-24T23:58:24.8Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,16,18,2022-10-24T23:58:45Z,1007500,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M32.00S,2022-10-24T23:58:37.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,17,18,2022-10-24T23:58:37Z,1010000,,,0,,J. Brunson Free Throw 1 of 2 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
105,PT04M32.00S,2022-10-24T23:59:00.2Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,18,18,2022-10-24T23:59:00Z,1020000,,,0,,J. Brunson Free Throw 2 of 2 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
106,PT04M23.00S,2022-10-24T23:59:17.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,11.908672798948752,29.65686274509804,1610612753,18,20,2022-10-24T23:59:31Z,1030000,102.0,59.0,1,left,C. Anthony 11' pullup bank Jump Shot (6 PTS),[1630175],1610612753.0,ORL,pullup bank,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,11.78,Made,,,,,,,,,6.0,,,,,,,,,
107,PT04M01.00S,2022-10-24T23:59:40.6Z,1,REGULAR,3pt,Jump Shot,[],203095,77.08607095926413,11.27450980392157,1610612752,18,20,2022-10-24T23:59:48Z,1040000,-194.0,163.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
108,PT03M59.00S,2022-10-24T23:59:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,18,20,2022-10-24T23:59:48Z,1050000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,107.0,,,,,,,,,,,,,,,,,
109,PT03M59.00S,2022-10-24T23:59:47.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612752,18,20,2022-10-25T00:00:01Z,1060000,,,0,,M. Bamba loose ball personal FOUL (2 PF) (Hartenstein 2 FT),"[1628964, 1628392]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,2.0,0.0,Hartenstein,1628392.0,,
112,PT03M59.00S,2022-10-24T23:59:58.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,18,20,2022-10-25T00:00:20Z,1075000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2022-10-24T23:59:58.6Z,1,REGULAR,substitution,out,[],203082,,,1610612752,18,20,2022-10-25T00:00:20Z,1077500,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M59.00S,2022-10-24T23:59:58.6Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,18,20,2022-10-25T00:00:20Z,1078750,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M59.00S,2022-10-24T23:59:58.6Z,1,REGULAR,substitution,in,[],1629643,,,1610612752,18,20,2022-10-25T00:00:20Z,1079375,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M59.00S,2022-10-25T00:00:09.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,19,20,2022-10-25T00:00:09Z,1080000,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
116,PT03M59.00S,2022-10-25T00:00:26.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,20,20,2022-10-25T00:00:26Z,1090000,,,0,,I. Hartenstein Free Throw 2 of 2 (2 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
117,PT03M47.00S,2022-10-25T00:00:40.3Z,1,REGULAR,2pt,Jump Shot,[],1630175,26.888961892247043,39.950980392156865,1610612753,20,20,2022-10-25T00:00:49Z,1100000,50.0,200.0,1,left,MISS C. Anthony 20' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Center,20.65,Missed,,,,,,,,,,,,,,,,,,
118,PT03M45.00S,2022-10-25T00:00:42.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,20,20,2022-10-25T00:00:49Z,1110000,,,0,,J. Randle REBOUND (Off:3 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,117.0,6.0,3.0,3.0,,,,,,,,,,,,,,
119,PT03M36.00S,2022-10-25T00:00:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,90.3580814717477,60.29411764705882,1610612752,20,20,2022-10-25T00:00:59Z,1120000,51.0,38.0,1,right,MISS J. Randle 6' bank Shot,[203944],1610612752.0,NYK,bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2022-10-25T00:00:52.9Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,20,20,2022-10-25T00:00:59Z,1130000,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M23.00S,2022-10-25T00:01:03.1Z,1,REGULAR,3pt,Jump Shot,[],1629643,22.158344283837057,88.72549019607843,1610612753,20,20,2022-10-25T00:01:08Z,1140000,-194.0,156.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2022-10-25T00:01:05.1Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,20,20,2022-10-25T00:01:08Z,1150000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT03M18.00S,2022-10-25T00:01:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612752,20,20,2022-10-25T00:01:25Z,1160000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629643, 203095]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Fournier,203095.0,,
125,PT03M18.00S,2022-10-25T00:01:41.1Z,1,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,21,20,2022-10-25T00:01:41Z,1180000,,,0,,E. Fournier Free Throw 1 of 2 (1 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
126,PT03M18.00S,2022-10-25T00:01:57.5Z,1,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,22,20,2022-10-25T00:01:57Z,1190000,,,0,,E. Fournier Free Throw 2 of 2 (2 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
127,PT03M07.00S,2022-10-25T00:02:12.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,12.302890932982917,33.82352941176471,1610612753,22,20,2022-10-25T00:02:21Z,1200000,81.0,63.0,1,left,MISS C. Anthony 10' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,10.26,Missed,,,,,,,,,,,,,,,,,,
128,PT03M06.00S,2022-10-25T00:02:13.0Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,22,20,2022-10-25T00:02:21Z,1210000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,
129,PT03M05.00S,2022-10-25T00:02:16.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612753,22,20,2022-10-25T00:02:28Z,1220000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630193, 1630175]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,1.0,0.0,Anthony,1630175.0,,
132,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,out,[],203944,,,1610612753,22,20,2022-10-25T00:03:03Z,1235000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,out,[],203095,,,1610612753,22,20,2022-10-25T00:03:03Z,1237500,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,22,20,2022-10-25T00:03:03Z,1238750,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,in,[],1629629,,,1610612753,22,20,2022-10-25T00:03:03Z,1239375,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612753,22,20,2022-10-25T00:03:03Z,1239687,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M05.00S,2022-10-25T00:02:31.9Z,1,REGULAR,substitution,in,[],1631094,,,1610612753,22,20,2022-10-25T00:03:03Z,1239843,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M05.00S,2022-10-25T00:02:47.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630175,,,1610612753,22,21,2022-10-25T00:02:47Z,1240000,,,0,,C. Anthony Free Throw 1 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
138,PT03M05.00S,2022-10-25T00:03:19.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630175,,,1610612753,22,22,2022-10-25T00:03:19Z,1250000,,,0,,C. Anthony Free Throw 2 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
139,PT02M49.00S,2022-10-25T00:03:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,81.8166885676741,44.11764705882353,1610612752,22,22,2022-10-25T00:03:44Z,1260000,-29.0,118.0,1,right,MISS R. Barrett 12' fadeaway Shot,[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,12.2,Missed,,,,,,,,,,,,,,,,,,
140,PT02M48.00S,2022-10-25T00:03:37.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612752,22,22,2022-10-25T00:04:02Z,1270000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,,
141,PT02M48.00S,2022-10-25T00:03:40.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612752,22,22,2022-10-25T00:04:06Z,1280000,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
142,PT02M47.00S,2022-10-25T00:03:41.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,22,22,2022-10-25T00:04:06Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,141.0,,,,,,,,,,,,,,,,,
143,PT02M47.00S,2022-10-25T00:03:48.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612752,22,22,2022-10-25T00:13:20Z,1300000,,,0,,C. Okeke personal FOUL (2 PF) (Hartenstein 2 FT),"[1629643, 1628392]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,2.0,0.0,Hartenstein,1628392.0,,
145,PT02M47.00S,2022-10-25T00:04:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,22,22,2022-10-25T00:04:02Z,1320000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M47.00S,2022-10-25T00:05:55.5Z,1,REGULAR,substitution,out,[],1630175,,,1610612752,22,22,2022-10-25T00:06:28Z,1330000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M47.00S,2022-10-25T00:05:55.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612752,22,22,2022-10-25T00:06:28Z,1340000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M47.00S,2022-10-25T00:06:43.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,22,22,2022-10-25T00:06:43Z,1350000,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT02M47.00S,2022-10-25T00:06:43.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,22,22,2022-10-25T00:06:43Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
150,PT02M47.00S,2022-10-25T00:06:56.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,23,22,2022-10-25T00:06:56Z,1370000,,,0,,I. Hartenstein Free Throw 2 of 2 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
151,PT02M33.00S,2022-10-25T00:07:17.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612753,23,22,2022-10-25T00:07:24Z,1380000,,,0,,R. Barrett personal FOUL (1 PF) (Banchero 2 FT),"[1629628, 1631094]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,,,1.0,0.0,Banchero,1631094.0,,
153,PT02M33.00S,2022-10-25T00:07:40.7Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,23,23,2022-10-25T00:07:40Z,1400000,,,0,,P. Banchero Free Throw 1 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
154,PT02M33.00S,2022-10-25T00:08:02.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,23,24,2022-10-25T00:08:02Z,1410000,,,0,,P. Banchero Free Throw 2 of 2 (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
155,PT02M28.00S,2022-10-25T00:08:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629629,94.82588699080158,48.77450980392157,1610612752,25,24,2022-10-25T00:08:17Z,1420000,-6.0,-4.0,1,right,C. Reddish cutting Layup (2 PTS) (I. Quickley 1 AST),"[1629629, 1630193]",1610612752.0,NYK,cutting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,
157,PT02M11.00S,2022-10-25T00:08:25.6Z,1,REGULAR,turnover,bad pass,[],1629643,,,1610612753,25,24,2022-10-25T00:08:28Z,1440000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 1630193]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,Quickley,1630193.0
158,PT02M11.00S,2022-10-25T00:08:25.6Z,1,REGULAR,steal,,[],1630193,,,1610612752,25,24,2022-10-25T00:08:27Z,1450000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
159,PT02M05.00S,2022-10-25T00:08:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629629,92.9862023653088,46.32352941176471,1610612752,27,24,2022-10-25T00:08:34Z,1460000,-18.0,13.0,1,right,C. Reddish driving Layup (4 PTS) (I. Quickley 2 AST),"[1629629, 1630193]",1610612752.0,NYK,driving,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,,4.0,I. Quickley,1630193.0,2.0,,,,,,
161,PT01M52.00S,2022-10-25T00:08:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629643,29.517082785808146,71.32352941176471,1610612753,27,24,2022-10-25T00:08:52Z,1480000,-107.0,225.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
162,PT01M50.00S,2022-10-25T00:08:47.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,27,24,2022-10-25T00:08:52Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,161.0,,,,,,,,,,,,,,,,,
163,PT01M50.00S,2022-10-25T00:08:51.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612753,27,24,2022-10-25T00:09:02Z,1500000,,,0,,I. Quickley loose ball personal FOUL (2 PF) (Houstan 2 FT),"[1630193, 1631216]",1610612752.0,NYK,loose ball,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,,,,,,,,2.0,0.0,Houstan,1631216.0,,
165,PT01M50.00S,2022-10-25T00:09:13.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631216,,,1610612753,27,25,2022-10-25T00:09:13Z,1520000,,,0,,C. Houstan Free Throw 1 of 2 (1 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
166,PT01M50.00S,2022-10-25T00:09:30.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631216,,,1610612753,27,26,2022-10-25T00:09:30Z,1530000,,,0,,C. Houstan Free Throw 2 of 2 (2 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
167,PT01M31.00S,2022-10-25T00:09:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629629,81.42247043363994,91.91176470588235,1610612752,30,26,2022-10-25T00:09:56Z,1540000,210.0,122.0,1,right,C. Reddish 24' 3PT  (7 PTS) (I. Quickley 3 AST),"[1629629, 1630193]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,24.26,Made,,,,,,,,,7.0,I. Quickley,1630193.0,3.0,,,,,,
169,PT01M17.00S,2022-10-25T00:10:06.0Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,30,26,2022-10-25T00:10:09Z,1560000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1628392]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,,,Hartenstein,1628392.0
