actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
338,PT01M19.00S,2022-10-25T00:39:38.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,24.392247043363994,14.215686274509803,1610612753,63,55,2022-10-25T00:39:43Z,3190000,179.0,177.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
339,PT01M17.00S,2022-10-25T00:39:40.2Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,63,55,2022-10-25T00:39:43Z,3200000,,,0,,J. Randle REBOUND (Off:4 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,338.0,9.0,5.0,4.0,,,,,,,,,,,,,,
340,PT01M05.00S,2022-10-25T00:39:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,94.03745072273325,60.78431372549019,1610612752,63,55,2022-10-25T00:42:28Z,3210000,54.0,4.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
341,PT01M03.00S,2022-10-25T00:39:55.3Z,2,REGULAR,rebound,offensive,[],1630193,,,1610612752,63,55,2022-10-25T00:39:58Z,3220000,,,0,,I. Quickley REBOUND (Off:1 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,340.0,5.0,4.0,1.0,,,,,,,,,,,,,,
342,PT00M55.10S,2022-10-25T00:40:03.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,91.93495400788436,4.6568627450980395,1610612752,63,55,2022-10-25T00:40:11Z,3230000,-227.0,23.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
343,PT00M53.60S,2022-10-25T00:40:05.0Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,63,55,2022-10-25T00:40:11Z,3240000,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,342.0,3.0,0.0,3.0,,,,,,,,,,,,,,
344,PT00M52.60S,2022-10-25T00:40:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,90.22667542706965,47.549019607843135,1610612752,65,55,2022-10-25T00:43:23Z,3250000,-12.0,39.0,1,right,M. Robinson putback Layup (10 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,,,10.0,,,,,,,,,
345,PT00M52.60S,2022-10-25T00:40:12.5Z,2,REGULAR,foul,personal,['1freethrow'],1629626,,,1610612752,65,55,2022-10-25T00:40:24Z,3260000,,,0,,B. Bol shooting personal FOUL (2 PF) (Robinson 1 FT),"[1629626, 1629011]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,2.0,0.0,Robinson,1629011.0,,
347,PT00M52.60S,2022-10-25T00:40:41.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,65,55,2022-10-25T00:40:41Z,3280000,,,0,,MISS M. Robinson Free Throw 1 of 1,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT00M50.60S,2022-10-25T00:40:43.3Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,65,55,2022-10-25T00:40:43Z,3290000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,347.0,6.0,3.0,3.0,,,,,,,,,,,,,,
349,PT00M35.30S,2022-10-25T00:40:59.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,10.068988173455978,44.36274509803921,1610612753,65,57,2022-10-25T00:41:03Z,3300000,28.0,42.0,1,left,P. Banchero driving Hook (14 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,,,,,14.0,,,,,,,,,
350,PT00M26.60S,2022-10-25T00:41:10.6Z,2,REGULAR,3pt,Jump Shot,[],1630193,80.89684625492772,92.64705882352942,1610612752,65,57,2022-10-25T00:41:20Z,3310000,213.0,127.0,1,right,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
351,PT00M24.70S,2022-10-25T00:41:12.5Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,65,57,2022-10-25T00:41:20Z,3320000,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,350.0,3.0,2.0,1.0,,,,,,,,,,,,,,
352,PT00M06.70S,2022-10-25T00:41:33.1Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203095,,,1610612753,65,57,2022-10-25T00:41:39Z,3330000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Banchero 3 FT),"[203095, 1631094]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Right Center,,,,,,,202049.0,,,,,,,,1.0,0.0,Banchero,1631094.0,,
357,PT00M06.70S,2022-10-25T00:41:47.3Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,65,57,2022-10-25T00:42:26Z,3345000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M06.70S,2022-10-25T00:41:47.3Z,2,REGULAR,substitution,in,[],1630181,,,1610612753,65,57,2022-10-25T00:42:26Z,3347500,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M06.70S,2022-10-25T00:42:01.5Z,2,REGULAR,freethrow,1 of 3,[],1631094,,,1610612753,65,58,2022-10-25T00:42:01Z,3350000,,,0,,P. Banchero Free Throw 1 of 3 (15 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
355,PT00M06.70S,2022-10-25T00:42:21.7Z,2,REGULAR,freethrow,2 of 3,[],1631094,,,1610612753,65,58,2022-10-25T00:42:21Z,3360000,,,0,,MISS P. Banchero Free Throw 2 of 3,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
356,PT00M06.70S,2022-10-25T00:42:21.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,65,58,2022-10-25T00:42:21Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,
359,PT00M06.70S,2022-10-25T00:42:47.4Z,2,REGULAR,freethrow,3 of 3,[],1631094,,,1610612753,65,59,2022-10-25T00:42:47Z,3380000,,,0,,P. Banchero Free Throw 3 of 3 (16 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
360,PT00M01.00S,2022-10-25T00:42:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,88.25558475689881,45.83333333333333,1610612752,65,59,2022-10-25T00:43:03Z,3390000,-21.0,58.0,1,right,MISS R. Barrett 6' turnaround Shot - blocked,"[1629628, 1629626]",1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,Bol,1629626.0,,,,,,,,,,
361,PT00M01.00S,2022-10-25T00:42:56.2Z,2,REGULAR,block,,[],1629626,,,1610612752,65,59,2022-10-25T00:42:59Z,3400000,,,0,,B. Bol BLOCK (2 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT00M01.00S,2022-10-25T00:42:56.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,65,59,2022-10-25T00:43:31Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,360.0,,,,,,,,,,,,,,,,,
363,PT00M00.00S,2022-10-25T00:43:01.1Z,2,REGULAR,period,end,[],0,,,1610612752,65,59,2022-10-25T00:43:31Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1630193,,,1610612752,65,59,2022-10-25T00:58:27Z,3430000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1629626,,,1610612752,65,59,2022-10-25T00:58:27Z,3440000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612752,65,59,2022-10-25T00:58:27Z,3450000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],1628973,,,1610612752,65,59,2022-10-25T00:58:27Z,3460000,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],1630175,,,1610612752,65,59,2022-10-25T00:58:27Z,3470000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-10-25T00:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],203082,,,1610612752,65,59,2022-10-25T00:58:27Z,3480000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-10-25T00:58:18.5Z,3,REGULAR,period,start,[],0,,,1610612753,65,59,2022-10-25T00:58:27Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT11M45.00S,2022-10-25T00:58:33.1Z,3,REGULAR,2pt,Jump Shot,[],1628976,92.59198423127464,25.49019607843137,1610612753,65,59,2022-10-25T00:58:42Z,3500000,-123.0,17.0,1,right,MISS W. Carter Jr. 12' step back Shot,[1628976],1610612753.0,ORL,step back,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,12.37,Missed,,,,,,,,,,,,,,,,,,
372,PT11M43.00S,2022-10-25T00:58:35.1Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,65,59,2022-10-25T00:58:42Z,3510000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,371.0,3.0,3.0,0.0,,,,,,,,,,,,,,
373,PT11M27.00S,2022-10-25T00:58:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.748357424441524,47.30392156862745,1610612752,65,59,2022-10-25T00:58:55Z,3520000,13.0,77.0,1,left,MISS J. Brunson 7' turnaround Shot,[1628973],1610612752.0,NYK,turnaround,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
374,PT11M25.00S,2022-10-25T00:58:52.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,65,59,2022-10-25T00:58:55Z,3530000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,373.0,7.0,4.0,3.0,,,,,,,,,,,,,,
375,PT11M11.00S,2022-10-25T00:59:07.2Z,3,REGULAR,3pt,Jump Shot,[],1630532,75.50919842312747,88.72549019607843,1610612753,65,59,2022-10-25T00:59:12Z,3540000,194.0,178.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
376,PT11M09.00S,2022-10-25T00:59:09.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,65,59,2022-10-25T00:59:12Z,3550000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,375.0,,,,,,,,,,,,,,,,,
378,PT10M59.00S,2022-10-25T00:59:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,17.16491458607096,51.9607843137255,1610612752,67,59,2022-10-25T00:59:34Z,3570000,-10.0,109.0,1,left,J. Randle 10' floating Jump Shot (16 PTS) (J. Brunson 4 AST),"[203944, 1628973]",1610612752.0,NYK,floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,10.93,Made,,,,,,,,,16.0,J. Brunson,1628973.0,4.0,,,,,,
380,PT10M41.00S,2022-10-25T00:59:48.0Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612753,67,59,2022-10-25T00:59:56Z,3590000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Wagner 2 FT),"[203095, 1630532]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,2.0,0.0,Wagner,1630532.0,,
382,PT10M41.00S,2022-10-25T01:00:14.7Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,67,59,2022-10-25T01:00:14Z,3610000,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
383,PT10M41.00S,2022-10-25T01:00:14.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,67,59,2022-10-25T01:00:14Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,
384,PT10M41.00S,2022-10-25T01:00:33.2Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,67,60,2022-10-25T01:00:33Z,3630000,,,0,,F. Wagner Free Throw 2 of 2 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
385,PT10M26.00S,2022-10-25T01:00:50.0Z,3,REGULAR,3pt,Jump Shot,[],203944,31.09395532194481,35.78431372549019,1610612752,67,60,2022-10-25T01:00:59Z,3640000,71.0,240.0,1,left,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
386,PT10M24.00S,2022-10-25T01:00:52.0Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,67,60,2022-10-25T01:00:59Z,3650000,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,385.0,4.0,3.0,1.0,,,,,,,,,,,,,,
387,PT10M16.00S,2022-10-25T01:01:02.3Z,3,REGULAR,foul,personal,[],203944,,,1610612753,67,60,2022-10-25T01:01:07Z,3660000,,,0,,J. Randle personal FOUL (2 PF),"[203944, 1631094]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,202035.0,,,,,,,,2.0,0.0,Banchero,1631094.0,,
389,PT10M09.00S,2022-10-25T01:01:29.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,83.65637319316689,49.26470588235294,1610612753,67,60,2022-10-25T01:01:41Z,3680000,-4.0,101.0,1,right,MISS F. Wagner 10' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,,,,,,,,,,,,,,,,,,
390,PT10M07.00S,2022-10-25T01:01:31.9Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,67,60,2022-10-25T01:01:41Z,3690000,,,0,,F. Wagner REBOUND (Off:2 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,389.0,5.0,3.0,2.0,,,,,,,,,,,,,,
392,PT09M56.00S,2022-10-25T01:02:04.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630532,81.8166885676741,39.705882352941174,1610612753,67,62,2022-10-25T01:02:09Z,3710000,-51.0,118.0,1,right,F. Wagner 12' step back Jump Shot (8 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,12.91,Made,,,,,,,,,8.0,,,,,,,,,
393,PT09M34.00S,2022-10-25T01:02:27.5Z,3,REGULAR,3pt,Jump Shot,[],203944,24.917871222076215,16.176470588235293,1610612752,67,62,2022-10-25T01:02:33Z,3720000,169.0,182.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
394,PT09M32.00S,2022-10-25T01:02:29.5Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,67,62,2022-10-25T01:02:33Z,3730000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,393.0,8.0,5.0,3.0,,,,,,,,,,,,,,
395,PT09M22.00S,2022-10-25T01:02:38.5Z,3,REGULAR,3pt,Jump Shot,[],1628976,67.23061760840999,47.794117647058826,1610612753,67,65,2022-10-25T01:02:43Z,3740000,-11.0,256.0,1,right,W. Carter Jr. 25' 3PT  (10 PTS) (C. Anthony 4 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,25.57,Made,,,,,,,,,10.0,C. Anthony,1630175.0,4.0,,,,,,
397,PT09M09.00S,2022-10-25T01:02:55.3Z,3,REGULAR,foul,personal,[],1630175,,,1610612752,67,65,2022-10-25T01:03:07Z,3760000,,,0,,C. Anthony personal FOUL (3 PF),"[1630175, 1628973]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,3.0,0.0,Brunson,1628973.0,,
399,PT09M07.00S,2022-10-25T01:03:19.8Z,3,REGULAR,turnover,traveling,[],1629628,,,1610612752,67,65,2022-10-25T01:03:24Z,3780000,,,0,,R. Barrett traveling TURNOVER (3 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,3.0,,,,,,,,,,,,
400,PT08M53.00S,2022-10-25T01:03:46.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,94.30026281208936,51.9607843137255,1610612753,67,67,2022-10-25T01:03:53Z,3790000,10.0,1.0,1,right,C. Anthony driving Layup (12 PTS) (P. Banchero 2 AST),"[1630175, 1631094]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,,,12.0,P. Banchero,1631094.0,2.0,,,,,,
402,PT08M36.00S,2022-10-25T01:04:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.95335085413929,54.90196078431373,1610612752,69,67,2022-10-25T01:04:08Z,3810000,-25.0,116.0,1,left,J. Brunson 11' pullup Jump Shot (11 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.89,Made,,,,,,,,,11.0,,,,,,,,,
403,PT08M21.00S,2022-10-25T01:04:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630175,74.72076215505913,11.27450980392157,1610612753,69,67,2022-10-25T01:04:25Z,3820000,-194.0,185.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
404,PT08M19.00S,2022-10-25T01:04:21.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,69,67,2022-10-25T01:04:25Z,3830000,,,0,,J. Randle REBOUND (Off:4 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,403.0,10.0,6.0,4.0,,,,,,,,,,,,,,
405,PT08M13.00S,2022-10-25T01:04:36.3Z,3,REGULAR,foul,offensive,[],1628973,,,1610612752,69,67,2022-10-25T01:04:47Z,3840000,,,0,,J. Brunson offensive FOUL (4 PF),"[1628973, 1628976]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,202049.0,,,,,,,,4.0,0.0,Carter Jr.,1628976.0,,
407,PT08M13.00S,2022-10-25T01:04:36.3Z,3,REGULAR,turnover,offensive foul,[],1628973,,,1610612752,69,67,2022-10-25T01:04:36Z,3860000,,,0,,J. Brunson offensive foul TURNOVER (2 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,202049.0,2.0,,,,,,,,,,,,
408,PT08M00.00S,2022-10-25T01:05:11.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203082,94.43166885676742,5.147058823529411,1610612753,69,70,2022-10-25T01:05:16Z,3870000,-224.0,0.0,1,right,T. Ross 3PT  (6 PTS) (W. Carter Jr. 1 AST),"[203082, 1628976]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,22.43,Made,,,,,,,,,6.0,W. Carter Jr.,1628976.0,1.0,,,,,,
410,PT07M46.00S,2022-10-25T01:05:25.6Z,3,REGULAR,2pt,Jump Shot,[],1628973,10.200394218134035,32.1078431372549,1610612752,71,70,2022-10-25T01:05:30Z,3890000,89.0,43.0,1,left,J. Brunson 9' pullup Jump Shot (13 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,9.95,Made,,,,,,,,,13.0,,,,,,,,,
411,PT07M32.00S,2022-10-25T01:05:38.8Z,3,REGULAR,3pt,Jump Shot,[],1628976,80.23981603153744,93.62745098039215,1610612753,71,73,2022-10-25T01:05:43Z,3900000,218.0,133.0,1,right,W. Carter Jr. 25' 3PT  (13 PTS) (F. Wagner 3 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.56,Made,,,,,,,,,13.0,F. Wagner,1630532.0,3.0,,,,,,
413,PT07M17.00S,2022-10-25T01:05:54.2Z,3,REGULAR,3pt,Jump Shot,[],1628973,28.07161629434954,19.607843137254903,1610612752,74,73,2022-10-25T01:06:43Z,3920000,152.0,211.0,1,left,J. Brunson 26' 3PT pullup (16 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.04,Made,,,,,,,,,16.0,,,,,,,,,
414,PT07M02.00S,2022-10-25T01:06:14.1Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,74,73,2022-10-25T01:06:20Z,3930000,,,0,,W. Carter Jr. offensive FOUL (2 PF),"[1628976, 203944]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,1162.0,,,,,,,,2.0,0.0,Randle,203944.0,,
416,PT07M02.00S,2022-10-25T01:06:14.1Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,74,73,2022-10-25T01:06:14Z,3950000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
417,PT06M42.00S,2022-10-25T01:06:43.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,14.799605781865965,51.470588235294116,1610612752,76,73,2022-10-25T01:06:47Z,3960000,-7.0,87.0,1,left,J. Randle 8' turnaround Jump Shot (18 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,8.69,Made,,,,,,,,,18.0,,,,,,,,,
418,PT06M21.00S,2022-10-25T01:07:08.1Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612753,76,73,2022-10-25T01:07:14Z,3970000,,,0,,J. Randle shooting personal FOUL (3 PF) (Banchero 2 FT),"[203944, 1631094]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1162.0,,,,,,,,3.0,0.0,Banchero,1631094.0,,
420,PT06M21.00S,2022-10-25T01:07:16.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,76,73,2022-10-25T01:07:16Z,3990000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M21.00S,2022-10-25T01:07:16.5Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,76,73,2022-10-25T01:10:15Z,4000000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M21.00S,2022-10-25T01:07:16.5Z,3,REGULAR,substitution,in,[],1631216,,,1610612753,76,73,2022-10-25T01:10:15Z,4010000,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
