actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT04M57.00S,2022-11-14T01:27:17.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,76.2976346911958,47.549019607843135,1610612743,12,20,2022-11-14T01:27:22Z,830000,False,-12.0,170.0,1,right,M. Porter Jr. 17' pullup Jump Shot (12 PTS) (B. Brown 1 AST),"[1629008, 1628971]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,17.07,Made,12.0,,,,,,,,,,B. Brown,1628971.0,1.0,,
86,PT04M37.00S,2022-11-14T01:27:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,10.85742444152431,48.03921568627451,1610612741,12,20,2022-11-14T01:27:43Z,840000,False,10.0,50.0,1,left,MISS A. Dosunmu driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,5.06,Missed,,,,,,,,,,,,,,,
87,PT04M34.00S,2022-11-14T01:27:40.6Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,12,20,2022-11-14T01:27:40Z,850000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,
88,PT04M23.00S,2022-11-14T01:27:51.1Z,1,REGULAR,3pt,Jump Shot,[],1628971,95.87713534822602,94.36274509803921,1610612743,12,23,2022-11-14T01:27:58Z,860000,False,222.0,-14.0,1,right,B. Brown 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[1628971, 203484]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,22.22,Made,3.0,,,,,,,,,,K. Caldwell-Pope,203484.0,1.0,,
90,PT04M09.00S,2022-11-14T01:28:05.5Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,12,23,2022-11-14T01:28:09Z,880000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 203484]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,1.0,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,,,
91,PT04M09.00S,2022-11-14T01:28:05.5Z,1,REGULAR,steal,,[],203484,,,1610612743,12,23,2022-11-14T01:28:07Z,890000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,out,[],202696,,,1610612743,12,23,2022-11-14T01:28:25Z,910000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,out,[],201942,,,1610612743,12,23,2022-11-14T01:28:25Z,920000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612743,12,23,2022-11-14T01:28:25Z,930000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,in,[],203083,,,1610612743,12,23,2022-11-14T01:28:25Z,940000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,in,[],201609,,,1610612743,12,23,2022-11-14T01:28:25Z,950000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M06.00S,2022-11-14T01:28:14.0Z,1,REGULAR,substitution,in,[],203897,,,1610612743,12,23,2022-11-14T01:28:25Z,960000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2022-11-14T01:28:48.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,68.01905387647832,35.78431372549019,1610612743,12,23,2022-11-14T01:28:52Z,970000,False,-71.0,248.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,25.81,Missed,,,,,,,,,,,,,,,
100,PT03M51.00S,2022-11-14T01:28:50.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,12,23,2022-11-14T01:28:52Z,980000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT03M47.00S,2022-11-14T01:28:59.0Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612741,12,23,2022-11-14T01:29:04Z,990000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,
102,PT03M47.00S,2022-11-14T01:29:08.5Z,1,REGULAR,substitution,out,[],203484,,,1610612741,12,23,2022-11-14T01:29:13Z,1000000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M47.00S,2022-11-14T01:29:08.5Z,1,REGULAR,substitution,out,[],203932,,,1610612741,12,23,2022-11-14T01:29:13Z,1010000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M47.00S,2022-11-14T01:29:08.5Z,1,REGULAR,substitution,in,[],1631128,,,1610612741,12,23,2022-11-14T01:29:13Z,1020000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M47.00S,2022-11-14T01:29:08.5Z,1,REGULAR,substitution,in,[],201145,,,1610612741,12,23,2022-11-14T01:29:13Z,1030000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2022-11-14T01:29:29.1Z,1,REGULAR,turnover,traveling,[],1629750,,,1610612741,12,23,2022-11-14T01:29:34Z,1040000,False,,,0,,J. Green traveling TURNOVER (1 TO),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2022-11-14T01:29:41.1Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,12,23,2022-11-14T01:35:54Z,1050000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1627936]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,1.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2022-11-14T01:29:41.1Z,1,REGULAR,steal,,[],1627936,,,1610612741,12,23,2022-11-14T01:29:43Z,1060000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
109,PT03M27.00S,2022-11-14T01:29:52.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203897,16.507884362680684,95.09803921568627,1610612741,15,23,2022-11-14T01:29:56Z,1070000,False,-225.0,103.0,1,left,Z. LaVine 24' 3PT  (4 PTS) (G. Dragic 1 AST),"[203897, 201609]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,24.78,Made,4.0,,,,,,,,,,G. Dragic,201609.0,1.0,,
111,PT03M13.00S,2022-11-14T01:30:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,49.50980392156863,1610612743,15,25,2022-11-14T01:30:13Z,1090000,False,-2.0,17.0,1,right,N. Jokic driving Layup (4 PTS) (B. Brown 2 AST),"[203999, 1628971]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,1.73,Made,4.0,,,,,,,,,,B. Brown,1628971.0,2.0,,
113,PT02M57.00S,2022-11-14T01:30:22.5Z,1,REGULAR,3pt,Jump Shot,[],203897,31.61957950065703,27.941176470588236,1610612741,15,25,2022-11-14T01:30:27Z,1110000,False,110.0,245.0,1,left,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,26.84,Missed,,,,,,,,,,,,,,,
114,PT02M55.00S,2022-11-14T01:30:24.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,25,2022-11-14T01:30:27Z,1120000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,113.0,3.0,3.0,0.0,,,,,,,,,,
115,PT02M47.00S,2022-11-14T01:30:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,94.03745072273325,50.0,1610612743,15,27,2022-11-14T01:30:37Z,1130000,False,0.0,4.0,1,right,B. Brown Layup (5 PTS) (N. Jokic 5 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,0.35,Made,5.0,,,,,,,,,,N. Jokic,203999.0,5.0,,
117,PT02M37.00S,2022-11-14T01:30:42.9Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,15,27,2022-11-14T01:30:58Z,1150000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1629008]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,1.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,
118,PT02M37.00S,2022-11-14T01:30:42.9Z,1,REGULAR,steal,,[],1629008,,,1610612743,15,27,2022-11-14T01:30:44Z,1160000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2022-11-14T01:30:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,93.11760840998686,49.754901960784316,1610612743,15,29,2022-11-14T01:31:40Z,1170000,False,-1.0,12.0,1,right,J. Green running Layup (2 PTS) (M. Porter Jr. 1 AST),"[201145, 1629008]",1610612743.0,DEN,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.23,Made,2.0,,,,,,,,,,M. Porter Jr.,1629008.0,1.0,,
122,PT02M32.00S,2022-11-14T01:30:54.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,15,29,2022-11-14T01:30:54Z,1190000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,15,29,2022-11-14T01:32:37Z,1200000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612741,15,29,2022-11-14T01:32:37Z,1210000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,out,[],203999,,,1610612741,15,29,2022-11-14T01:32:37Z,1220000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,15,29,2022-11-14T01:32:37Z,1230000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,in,[],1627750,,,1610612741,15,29,2022-11-14T01:32:37Z,1240000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M32.00S,2022-11-14T01:32:13.6Z,1,REGULAR,substitution,in,[],201599,,,1610612741,15,29,2022-11-14T01:32:37Z,1250000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M19.00S,2022-11-14T01:32:38.4Z,1,REGULAR,2pt,Jump Shot,[],201609,23.340998685939553,68.87254901960785,1610612741,15,29,2022-11-14T01:32:41Z,1260000,False,-94.0,167.0,1,left,MISS G. Dragic 19' pullup Shot,[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Left Center,,,,19.17,Missed,,,,,,,,,,,,,,,
130,PT02M17.00S,2022-11-14T01:32:40.4Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,15,29,2022-11-14T01:32:41Z,1270000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,
131,PT02M09.00S,2022-11-14T01:32:47.4Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612743,15,29,2022-11-14T01:32:55Z,1280000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 201609]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,1.0,Dragic,201609.0,,,,,,,,,,,,,,,,,
132,PT02M09.00S,2022-11-14T01:32:47.4Z,1,REGULAR,steal,,[],201609,,,1610612741,15,29,2022-11-14T01:32:49Z,1290000,False,,,0,,G. Dragic STEAL (1 STL),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT02M08.00S,2022-11-14T01:32:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,7.835085413929041,50.0,1610612741,15,29,2022-11-14T01:33:00Z,1310000,False,0.0,21.0,1,left,MISS D. Jones Jr. running Layup - blocked,"[1627884, 201145]",1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,2.11,Missed,,,,,,,,,,,,,,Green,201145.0
135,PT02M08.00S,2022-11-14T01:32:53.0Z,1,REGULAR,block,,[],201145,,,1610612741,15,29,2022-11-14T01:32:56Z,1320000,False,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT02M08.00S,2022-11-14T01:32:53.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,15,29,2022-11-14T01:33:00Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,134.0,,,,,,,,,,,,,
138,PT02M01.00S,2022-11-14T01:33:16.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203897,21.369908015768726,25.98039215686275,1610612741,17,29,2022-11-14T01:33:20Z,1350000,False,120.0,148.0,1,left,Z. LaVine 19' pullup Jump Shot (6 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,,,,19.09,Made,6.0,,,,,,,,,,,,,,
139,PT01M36.00S,2022-11-14T01:33:41.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,68.01905387647832,32.35294117647059,1610612743,17,32,2022-11-14T01:33:46Z,1360000,False,-88.0,248.0,1,right,J. Murray 26' 3PT  (5 PTS) (J. Green 1 AST),"[1627750, 201145]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,26.33,Made,5.0,,,,,,,,,,J. Green,201145.0,1.0,,
141,PT01M26.00S,2022-11-14T01:33:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,7.046649145860711,49.50980392156863,1610612741,19,32,2022-11-14T01:37:37Z,1380000,False,2.0,14.0,1,left,A. Drummond cutting Layup (2 PTS) (G. Dragic 2 AST),"[203083, 201609]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.39,Made,2.0,,,,,,,,,,G. Dragic,201609.0,2.0,,
143,PT01M26.00S,2022-11-14T01:33:57.2Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612741,19,32,2022-11-14T01:34:15Z,1400000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Drummond 1 FT),"[1627750, 203083]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628159.0,1.0,0.0,Drummond,203083.0,,,,,
145,PT01M26.00S,2022-11-14T01:34:16.2Z,1,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,20,32,2022-11-14T01:34:16Z,1420000,False,,,0,,A. Drummond Free Throw 1 of 1 (3 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
146,PT01M08.00S,2022-11-14T01:34:33.6Z,1,REGULAR,3pt,Jump Shot,[],1628971,70.90998685939553,25.98039215686275,1610612743,20,32,2022-11-14T01:34:40Z,1430000,False,-120.0,221.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,25.14,Missed,,,,,,,,,,,,,,,
147,PT01M03.00S,2022-11-14T01:34:38.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,20,32,2022-11-14T01:34:40Z,1440000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT00M47.30S,2022-11-14T01:34:55.3Z,1,REGULAR,2pt,Jump Shot,[],201609,9.280551905387648,27.450980392156865,1610612741,20,32,2022-11-14T01:38:53Z,1450000,False,113.0,35.0,1,left,MISS G. Dragic 11' fadeaway Shot,[201609],1610612741.0,CHI,fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Right,,,,11.79,Missed,,,,,,,,,,,,,,,
149,PT00M45.50S,2022-11-14T01:34:57.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,20,32,2022-11-14T01:34:59Z,1460000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,148.0,3.0,3.0,0.0,,,,,,,,,,
150,PT00M37.70S,2022-11-14T01:35:04.9Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,20,32,2022-11-14T01:35:09Z,1470000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1627936]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,1.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,
151,PT00M37.70S,2022-11-14T01:35:04.9Z,1,REGULAR,steal,,[],1627936,,,1610612741,20,32,2022-11-14T01:35:06Z,1480000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
152,PT00M34.30S,2022-11-14T01:35:08.4Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,20,32,2022-11-14T01:45:17Z,1490000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1631128]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,2.0,Braun,1631128.0,,,,,,,,,,,,,,,,,
153,PT00M34.30S,2022-11-14T01:35:08.4Z,1,REGULAR,steal,,[],1631128,,,1610612743,20,32,2022-11-14T01:35:10Z,1500000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
154,PT00M16.10S,2022-11-14T01:35:26.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,84.97043363994744,56.61764705882353,1610612743,20,32,2022-11-14T01:35:31Z,1510000,False,33.0,89.0,1,right,MISS J. Murray 9' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,9.48,Missed,,,,,,,,,,,,,,,
155,PT00M14.50S,2022-11-14T01:35:28.2Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,20,32,2022-11-14T01:35:28Z,1520000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,,
156,PT00M12.80S,2022-11-14T01:35:29.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201145,78.13731931668858,92.64705882352942,1610612743,20,32,2022-11-14T01:35:41Z,1530000,False,213.0,153.0,1,right,MISS J. Green 26' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,26.24,Missed,,,,,,,,,,,,,,,
157,PT00M12.80S,2022-11-14T01:35:29.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,20,32,2022-11-14T01:35:41Z,1540000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,156.0,,,,,,,,,,,,,
163,PT00M00.00S,2022-11-14T01:35:48.7Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,20,32,2022-11-14T01:37:23Z,1555000,False,,,0,,Z. LaVine lost ball TURNOVER (3 TO),"[203897, 1627750]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,3.0,Murray,1627750.0,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-11-14T01:35:48.7Z,1,REGULAR,steal,,[],1627750,,,1610612743,20,32,2022-11-14T01:37:23Z,1557500,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-11-14T01:36:02.3Z,1,REGULAR,period,end,[],0,,,1610612743,20,32,2022-11-14T01:36:02Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-14T01:38:46.3Z,2,REGULAR,period,start,[],0,,,1610612743,20,32,2022-11-14T01:38:46Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M42.00S,2022-11-14T01:39:03.0Z,2,REGULAR,2pt,Jump Shot,[],1627750,76.69185282522996,59.80392156862745,1610612743,20,34,2022-11-14T01:39:06Z,1610000,False,49.0,167.0,1,right,J. Murray 17' pullup Jump Shot (7 PTS) (D. Jordan 1 AST),"[1627750, 201599]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,,,,17.37,Made,7.0,,,,,,,,,,D. Jordan,201599.0,1.0,,
168,PT11M24.00S,2022-11-14T01:39:21.3Z,2,REGULAR,3pt,Jump Shot,[],203897,26.231931668856767,13.23529411764706,1610612741,20,34,2022-11-14T01:39:25Z,1630000,False,184.0,194.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,26.73,Missed,,,,,,,,,,,,,,,
169,PT11M22.00S,2022-11-14T01:39:23.3Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,20,34,2022-11-14T01:39:25Z,1640000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,
170,PT11M07.00S,2022-11-14T01:39:40.8Z,2,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,20,34,2022-11-14T01:39:47Z,1650000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (2 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,2.0,,,,,,,,,,2005.0,,,,,,,,,
171,PT10M59.00S,2022-11-14T01:39:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201609,5.601182654402102,47.549019607843135,1610612741,22,34,2022-11-14T01:39:56Z,1660000,False,12.0,0.0,1,left,G. Dragic driving Layup (2 PTS),[201609],1610612741.0,CHI,driving,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,,,,1.23,Made,2.0,,,,,,,,,,,,,,
172,PT10M31.00S,2022-11-14T01:40:21.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,70.38436268068331,74.50980392156863,1610612743,22,34,2022-11-14T01:40:25Z,1670000,False,123.0,226.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.7,Missed,,,,,,,,,,,,,,,
173,PT10M29.00S,2022-11-14T01:40:23.9Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,22,34,2022-11-14T01:40:25Z,1680000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,
