actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
82,PT05M00.00S,2023-03-05T20:57:01.0Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,20,15,2023-03-05T21:07:16Z,820000,False,,,0,,Jump Ball A. Nembhard vs. Z. LaVine: Tip to T. Haliburton,"[1630169, 1629614, 203897]",1610612754.0,IND,heldball,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Nembhard,1629614.0,LaVine,203897.0,,,,,,,,,,,,,,,,,,,,,,
88,PT04M49.00S,2023-03-05T20:57:03.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631097,93.64323258869908,50.245098039215684,1610612754,20,15,2023-03-05T21:05:24Z,880000,False,1.0,7.0,1,right,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,0.74,Missed,,,,,,,,,,,,,,,
89,PT04M41.00S,2023-03-05T20:57:11.2Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,20,15,2023-03-05T20:59:41Z,890000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,88.0,1.0,0.0,1.0,,,,,,,,,
90,PT04M41.00S,2023-03-05T20:57:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,94.40999984741211,50.0,1610612754,20,17,2023-03-05T21:05:24Z,900000,False,0.0,0.0,1,right,I. Jackson tip Layup (2 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,,2.0,,,,,,,
92,PT04M33.00S,2023-03-05T20:57:19.0Z,1,REGULAR,2pt,Jump Shot,[],1630172,21.107095926412615,41.66666666666667,1610612741,22,17,2023-03-05T21:02:25Z,910000,False,42.0,146.0,1,left,P. Williams 15' pullup Jump Shot (2 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Center,,,,15.17,Made,,,,,,,,2.0,,,,,N. Vucevic,202696.0,1.0
94,PT04M24.00S,2023-03-05T20:57:28.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,71.30420499342969,21.813725490196077,1610612754,22,20,2023-03-05T21:03:59Z,930000,False,-141.0,217.0,1,right,T. Haliburton 25' 3PT pullup (13 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,25.89,Made,,,,,,,,13.0,,,,,,,
95,PT04M08.00S,2023-03-05T20:57:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,4.5499342969776615,50.49019607843137,1610612741,24,20,2023-03-05T20:57:53Z,940000,False,-2.0,-10.0,1,left,N. Vucevic driving finger roll Layup (6 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,driving finger roll,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,1.0,Made,,,,,,,,6.0,,,,,Z. LaVine,203897.0,2.0
98,PT03M55.00S,2023-03-05T20:58:03.8Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,24,20,2023-03-05T20:58:09Z,970000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M55.00S,2023-03-05T20:58:03.8Z,1,REGULAR,substitution,in,[],1627741,,,1610612754,24,20,2023-03-05T20:58:09Z,980000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M49.00S,2023-03-05T20:58:21.7Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,24,20,2023-03-05T20:58:27Z,990000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 202696]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,2.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2023-03-05T20:58:21.7Z,1,REGULAR,steal,,[],202696,,,1610612741,24,20,2023-03-05T20:58:23Z,1000000,False,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
102,PT03M45.00S,2023-03-05T20:58:27.6Z,1,REGULAR,foul,personal,[],1627741,,,1610612741,24,20,2023-03-05T20:58:38Z,1010000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1629632]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,1146.0,,1.0,0.0,White,1629632.0,,,
104,PT03M45.00S,2023-03-05T20:58:33.6Z,1,REGULAR,substitution,out,[],201976,,,1610612741,24,20,2023-03-05T20:58:38Z,1030000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M45.00S,2023-03-05T20:58:33.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,24,20,2023-03-05T20:58:38Z,1040000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M35.00S,2023-03-05T20:58:53.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203897,13.091327201051248,47.30392156862745,1610612741,26,20,2023-03-05T21:04:59Z,1050000,False,13.0,71.0,1,left,Z. LaVine 7' fadeaway Jump Shot (8 PTS),[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,7.19,Made,,,,,,,,8.0,,,,,,,
107,PT03M12.00S,2023-03-05T20:59:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,96.5341655716163,94.36274509803921,1610612754,26,23,2023-03-05T21:05:24Z,1060000,False,222.0,-20.0,1,right,T. Haliburton 3PT step back (16 PTS) (B. Hield 1 AST),"[1630169, 1627741]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,,22.27,Made,,,,,,,,16.0,,,,,B. Hield,1627741.0,1.0
109,PT02M54.00S,2023-03-05T20:59:34.8Z,1,REGULAR,3pt,Jump Shot,[],203897,32.933639947437584,47.05882352941176,1610612741,29,23,2023-03-05T21:06:13Z,1080000,False,15.0,257.0,1,left,Z. LaVine 25' 3PT pullup (11 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,25.75,Made,,,,,,,,11.0,,,,,N. Vucevic,202696.0,2.0
111,PT02M29.00S,2023-03-05T21:00:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,91.01511169513797,45.83333333333333,1610612754,29,23,2023-03-05T21:09:54Z,1100000,False,-21.0,32.0,1,right,MISS B. Mathurin turnaround fadeaway Shot,[1631097],1610612754.0,IND,turnaround fadeaway,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,3.82,Missed,,,,,,,,,,,,,,,
112,PT02M26.00S,2023-03-05T21:00:03.2Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,29,23,2023-03-05T21:13:20Z,1110000,False,,,0,,I. Jackson REBOUND (Off:2 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,111.0,2.0,0.0,2.0,,,,,,,,,
113,PT02M26.00S,2023-03-05T21:00:03.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630543,94.40999984741211,50.0,1610612754,29,23,2023-03-05T21:13:25Z,1120000,False,0.0,0.0,1,right,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
114,PT02M25.00S,2023-03-05T21:00:04.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,29,23,2023-03-05T21:13:25Z,1130000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,113.0,3.0,3.0,0.0,,,,,,,,,
115,PT02M17.00S,2023-03-05T21:00:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630172,6.652431011826544,5.637254901960785,1610612741,29,23,2023-03-05T21:00:16Z,1140000,False,222.0,10.0,1,left,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,22.2,Missed,,,,,,,,,,,,,,,
116,PT02M15.00S,2023-03-05T21:00:13.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,29,23,2023-03-05T21:00:16Z,1150000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,
117,PT02M11.00S,2023-03-05T21:00:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,93.38042049934296,51.225490196078425,1610612754,29,25,2023-03-05T21:00:25Z,1160000,False,6.0,10.0,1,right,B. Mathurin driving Layup (2 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,1.15,Made,,,,,,,,2.0,,,,,T. Haliburton,1630169.0,2.0
119,PT01M55.00S,2023-03-05T21:00:36.5Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612741,29,25,2023-03-05T21:01:05Z,1180000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (LaVine 2 FT),"[1630543, 203897]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,1.0,0.0,LaVine,203897.0,,,
121,PT01M55.00S,2023-03-05T21:01:11.1Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,30,25,2023-03-05T21:01:11Z,1200000,False,,,0,,Z. LaVine Free Throw 1 of 2 (12 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,12.0,,,,,,,
122,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,out,[],202696,,,1610612741,30,25,2023-03-05T21:01:28Z,1210000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,out,[],1630169,,,1610612741,30,25,2023-03-05T21:01:28Z,1220000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612741,30,25,2023-03-05T21:01:28Z,1230000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,in,[],203083,,,1610612741,30,25,2023-03-05T21:01:28Z,1240000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,in,[],204456,,,1610612741,30,25,2023-03-05T21:01:28Z,1250000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M55.00S,2023-03-05T21:01:11.8Z,1,REGULAR,substitution,in,[],1629670,,,1610612741,30,25,2023-03-05T21:01:28Z,1260000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M55.00S,2023-03-05T21:02:07.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,30,25,2023-03-05T21:02:16Z,1270000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,
129,PT01M55.00S,2023-03-05T21:02:27.4Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,31,25,2023-03-05T21:02:27Z,1280000,False,,,0,,Z. LaVine Free Throw 2 of 2 (13 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,13.0,,,,,,,
130,PT01M40.00S,2023-03-05T21:02:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.85479632063075,50.49019607843137,1610612754,31,25,2023-03-05T21:02:46Z,1290000,False,2.0,15.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,,
131,PT01M37.00S,2023-03-05T21:02:43.0Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,31,25,2023-03-05T21:02:43Z,1300000,False,,,0,,I. Jackson REBOUND (Off:3 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,130.0,3.0,0.0,3.0,,,,,,,,,
132,PT01M37.00S,2023-03-05T21:02:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,94.40999984741211,50.0,1610612754,31,25,2023-03-05T21:02:43Z,1310000,False,0.0,0.0,1,right,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
133,PT01M36.00S,2023-03-05T21:02:43.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,31,25,2023-03-05T21:02:43Z,1320000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,
134,PT01M35.00S,2023-03-05T21:02:46.5Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,31,25,2023-03-05T21:02:50Z,1330000,False,,,0,,Z. LaVine lost ball TURNOVER (1 TO),"[203897, 1629670]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,1.0,Nwora,1629670.0,,,,,,,,,,,,,,,,,
135,PT01M35.00S,2023-03-05T21:02:46.5Z,1,REGULAR,steal,,[],1629670,,,1610612754,31,25,2023-03-05T21:22:46Z,1340000,False,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT01M31.00S,2023-03-05T21:02:49.9Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,31,25,2023-03-05T21:02:54Z,1350000,False,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1629632]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,1.0,White,1629632.0,,,,,,,,,,,,,,,,,
137,PT01M31.00S,2023-03-05T21:02:49.9Z,1,REGULAR,steal,,[],1629632,,,1610612741,31,25,2023-03-05T21:02:51Z,1360000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
138,PT01M29.00S,2023-03-05T21:03:00.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612741,31,25,2023-03-05T21:03:13Z,1370000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (LaVine 2 FT),"[204456, 203897]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627541.0,,1.0,0.0,LaVine,203897.0,,,
140,PT01M29.00S,2023-03-05T21:03:18.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,32,25,2023-03-05T21:03:18Z,1390000,False,,,0,,Z. LaVine Free Throw 1 of 2 (14 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,14.0,,,,,,,
141,PT01M29.00S,2023-03-05T21:03:37.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,33,25,2023-03-05T21:03:37Z,1400000,False,,,0,,Z. LaVine Free Throw 2 of 2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,,15.0,,,,,,,
142,PT01M10.00S,2023-03-05T21:03:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,85.89027595269383,48.77450980392157,1610612754,33,25,2023-03-05T21:16:02Z,1410000,False,-6.0,80.0,1,right,MISS J. Nwora 8' driving floating Shot,[1629670],1610612754.0,IND,driving floating,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,8.03,Missed,,,,,,,,,,,,,,,
143,PT01M08.00S,2023-03-05T21:03:59.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,33,25,2023-03-05T21:03:59Z,1420000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,
144,PT01M00.00S,2023-03-05T21:04:10.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.075558475689881,51.225490196078425,1610612741,35,25,2023-03-05T21:04:20Z,1430000,False,-6.0,-5.0,1,left,A. Drummond cutting DUNK (2 PTS) (Z. LaVine 3 AST),"[203083, 203897]",1610612741.0,CHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,,,,,,,2.0,,,,,Z. LaVine,203897.0,3.0
146,PT00M47.50S,2023-03-05T21:04:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,93.51182654402102,46.32352941176471,1610612754,35,25,2023-03-05T21:04:34Z,1450000,False,-18.0,8.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,2.03,Missed,,,,,,,,,,,,,,,
147,PT00M46.10S,2023-03-05T21:04:29.3Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,35,25,2023-03-05T21:04:34Z,1460000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,,
148,PT00M46.10S,2023-03-05T21:04:31.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631097,94.40999984741211,50.0,1610612754,35,27,2023-03-05T21:16:53Z,1470000,False,0.0,0.0,1,right,B. Mathurin putback Layup (4 PTS),[1631097],1610612754.0,IND,putback,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,4.0,,,,,,,
149,PT00M35.90S,2023-03-05T21:04:41.2Z,1,REGULAR,2pt,Jump Shot,[],1629632,16.507884362680684,29.166666666666668,1610612741,35,27,2023-03-05T21:04:46Z,1480000,False,104.0,103.0,1,left,MISS C. White 14' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,14.63,Missed,,,,,,,,,,,,,,,
150,PT00M34.30S,2023-03-05T21:04:42.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,35,27,2023-03-05T21:04:46Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,149.0,,,,,,,,,,,,
152,PT00M34.30S,2023-03-05T21:04:48.2Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,35,27,2023-03-05T21:05:03Z,1510000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M34.30S,2023-03-05T21:04:48.2Z,1,REGULAR,substitution,out,[],1629670,,,1610612741,35,27,2023-03-05T21:05:03Z,1520000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M34.30S,2023-03-05T21:04:48.2Z,1,REGULAR,substitution,in,[],201942,,,1610612741,35,27,2023-03-05T21:05:03Z,1530000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M34.30S,2023-03-05T21:04:48.2Z,1,REGULAR,substitution,in,[],1629052,,,1610612741,35,27,2023-03-05T21:05:03Z,1540000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M30.80S,2023-03-05T21:05:16.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,7.440867279894875,96.81372549019608,1610612741,35,27,2023-03-05T21:06:07Z,1550000,False,-234.0,17.0,1,left,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,23.47,Missed,,,,,,,,,,,,,,,
157,PT00M28.60S,2023-03-05T21:05:18.4Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,35,27,2023-03-05T21:05:18Z,1560000,False,,,0,,I. Jackson REBOUND (Off:3 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,156.0,4.0,1.0,3.0,,,,,,,,,
162,PT00M13.00S,2023-03-05T21:05:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,89.70105124835742,54.166666666666664,1610612754,35,27,2023-03-05T21:18:41Z,1580000,False,21.0,44.0,1,right,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,4.89,Missed,,,,,,,,,,,,,,,
163,PT00M12.40S,2023-03-05T21:05:34.5Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,35,27,2023-03-05T21:06:11Z,1590000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,162.0,1.0,0.0,1.0,,,,,,,,,
165,PT00M03.30S,2023-03-05T21:06:04.3Z,1,REGULAR,foul,personal,[],1629632,,,1610612754,35,27,2023-03-05T21:06:12Z,1610000,False,,,0,,C. White take personal FOUL (1 PF),"[1629632, 1630537]",1610612741.0,CHI,take,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1626301.0,,1.0,0.0,Duarte,1630537.0,,,
167,PT00M00.00S,2023-03-05T21:06:31.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630537,72.35545335085413,22.058823529411764,1610612754,35,30,2023-03-05T21:20:08Z,1630000,False,-140.0,207.0,1,right,C. Duarte 25' 3PT pullup (3 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,25.01,Made,,,,,,,,3.0,,,,,,,
168,PT00M00.00S,2023-03-05T21:06:34.7Z,1,REGULAR,period,end,[],0,,,1610612741,35,30,2023-03-05T21:06:34Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-03-05T21:09:05.8Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,35,30,2023-03-05T21:09:20Z,1650000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-03-05T21:09:05.8Z,2,REGULAR,substitution,in,['startperiod'],1630245,,,1610612741,35,30,2023-03-05T21:09:20Z,1660000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-03-05T21:09:14.2Z,2,REGULAR,period,start,[],0,,,1610612741,35,30,2023-03-05T21:09:20Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M43.00S,2023-03-05T21:09:30.7Z,2,REGULAR,2pt,Jump Shot,[],201942,5.601182654402102,70.34313725490196,1610612741,37,30,2023-03-05T21:09:34Z,1680000,False,-102.0,0.0,1,left,D. DeRozan 10' turnaround fadeaway Jump Shot (7 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,10.17,Made,,,,,,,,7.0,,,,,,,
173,PT11M22.00S,2023-03-05T21:09:51.0Z,2,REGULAR,3pt,Jump Shot,[],1629052,69.85873850197109,71.07843137254902,1610612754,37,30,2023-03-05T21:09:57Z,1690000,False,105.0,231.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,25.37,Missed,,,,,,,,,,,,,,,
174,PT11M18.00S,2023-03-05T21:09:55.0Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,37,30,2023-03-05T21:09:57Z,1700000,False,,,0,,T. McConnell REBOUND (Off:2 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,173.0,2.0,0.0,2.0,,,,,,,,,
