actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
593,PT07M03.00S,2022-11-03T02:01:52.4Z,4,REGULAR,2pt,Jump Shot,[],201942,87.46714848883047,27.450980392156865,1610612741,96,80,2022-11-03T02:06:08Z,5860000,-113.0,65.0,1,right,MISS D. DeRozan 13' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,13.03,Missed,,,,,,,,,,,,,,,,
594,PT07M01.00S,2022-11-03T02:01:54.4Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,96,80,2022-11-03T02:21:44Z,5870000,,,0,,P. Williams REBOUND (Off:1 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,593.0,5.0,4.0,1.0,,,,,,
595,PT06M59.00S,2022-11-03T02:01:55.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630172,94.40999984741211,50.0,1610612741,96,80,2022-11-03T02:29:51Z,5880000,0.0,0.0,1,right,MISS P. Williams putback DUNK - blocked,"[1630172, 1629023]",1610612741.0,CHI,putback,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,Washington,1629023.0,,,,,,,,,,
596,PT06M59.00S,2022-11-03T02:01:55.9Z,4,REGULAR,block,,[],1629023,,,1610612741,96,80,2022-11-03T02:04:39Z,5890000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
597,PT06M59.00S,2022-11-03T02:01:55.9Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,96,80,2022-11-03T02:07:20Z,5900000,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,595.0,11.0,9.0,2.0,,,,,,
598,PT06M53.00S,2022-11-03T02:02:02.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,91.67214191852825,50.49019607843137,1610612741,96,80,2022-11-03T02:02:16Z,5910000,2.0,26.0,1,right,MISS N. Vucevic Layup - blocked,"[202696, 1626162]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,2.59,Missed,,,,,Oubre Jr.,1626162.0,,,,,,,,,,
599,PT06M53.00S,2022-11-03T02:02:02.6Z,4,REGULAR,block,,[],1626162,,,1610612741,96,80,2022-11-03T02:07:41Z,5920000,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
600,PT06M53.00S,2022-11-03T02:02:02.6Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,96,80,2022-11-03T02:07:41Z,5930000,,,0,,P. Washington REBOUND (Off:2 Def:5),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,598.0,7.0,5.0,2.0,,,,,,
601,PT06M42.00S,2022-11-03T02:02:13.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,30.699737187910642,32.1078431372549,1610612766,96,80,2022-11-03T02:22:25Z,5940000,89.0,236.0,1,left,MISS K. Oubre Jr. 25' running pullup 3PT,[1626162],1610612766.0,CHA,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,25.25,Missed,,,,,,,,,,,,,,,,
602,PT06M40.00S,2022-11-03T02:02:15.0Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,96,80,2022-11-03T02:08:21Z,5950000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,601.0,4.0,4.0,0.0,,,,,,
603,PT06M33.00S,2022-11-03T02:02:22.9Z,4,REGULAR,turnover,bad pass,[],201942,,,1610612741,96,80,2022-11-03T02:03:29Z,5960000,,,0,,D. DeRozan bad pass TURNOVER (3 TO),"[201942, 1628372]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,3.0,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0
604,PT06M33.00S,2022-11-03T02:02:22.9Z,4,REGULAR,steal,,[],1628372,,,1610612766,96,80,2022-11-03T02:02:24Z,5970000,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
605,PT06M33.00S,2022-11-03T02:02:31.8Z,4,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612766,96,80,2022-11-03T02:03:08Z,5980000,,,0,,D. Smith Jr. step out-of-bounds TURNOVER (1 TO),[1628372],1610612766.0,CHA,step,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,,
606,PT06M33.00S,2022-11-03T02:02:46.3Z,4,REGULAR,substitution,out,[],203897,,,1610612741,96,80,2022-11-03T02:02:51Z,5990000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M33.00S,2022-11-03T02:02:46.3Z,4,REGULAR,substitution,in,[],1629750,,,1610612741,96,80,2022-11-03T02:02:51Z,6000000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M15.00S,2022-11-03T02:03:13.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630245,78.0059132720105,53.92156862745098,1610612741,98,80,2022-11-03T02:09:51Z,6010000,20.0,154.0,1,right,A. Dosunmu 15' driving floating Jump Shot (4 PTS) (J. Green 1 AST),"[1630245, 1629750]",1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Center,,,15.54,Made,4.0,J. Green,1629750.0,1.0,,,,,,,,,,,,
611,PT06M03.00S,2022-11-03T02:03:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203486,3.7614980289093296,40.19607843137255,1610612766,98,80,2022-11-03T02:03:47Z,6040000,49.0,-17.0,1,left,MISS M. Plumlee Layup - blocked,"[203486, 1629750]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,5.19,Missed,,,,,Green,1629750.0,,,,,,,,,,
612,PT06M03.00S,2022-11-03T02:03:19.0Z,4,REGULAR,block,,[],1629750,,,1610612766,98,80,2022-11-03T02:03:24Z,6050000,,,0,,J. Green BLOCK (2 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
613,PT06M03.00S,2022-11-03T02:03:19.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,98,80,2022-11-03T02:03:47Z,6060000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,611.0,,,,,,,,,
614,PT05M48.00S,2022-11-03T02:03:41.3Z,4,REGULAR,turnover,bad pass,[],202696,,,1610612741,98,80,2022-11-03T02:04:11Z,6070000,,,0,,N. Vucevic bad pass TURNOVER (4 TO),"[202696, 1626162]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,4.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
615,PT05M48.00S,2022-11-03T02:03:41.3Z,4,REGULAR,steal,,[],1626162,,,1610612766,98,80,2022-11-03T02:03:43Z,6080000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT05M39.00S,2022-11-03T02:03:49.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,12.828515111695138,49.01960784313725,1610612766,98,80,2022-11-03T02:10:55Z,6090000,5.0,68.0,1,left,MISS K. Oubre Jr. 6' fadeaway Shot,[1626162],1610612766.0,CHA,fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.83,Missed,,,,,,,,,,,,,,,,
617,PT05M37.00S,2022-11-03T02:03:51.6Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612766,98,80,2022-11-03T02:16:37Z,6100000,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,616.0,5.0,3.0,2.0,,,,,,
695,PT05M36.00S,2022-11-03T02:03:52.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629667,6.258212877792378,48.77450980392157,1610612766,98,80,2022-11-03T02:17:43Z,6105000,6.0,6.0,1,left,MISS J. McDaniels tip Layup,[1629667],1610612766.0,CHA,tip,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.88,Missed,,,,,,,,,,,,,,,,
696,PT05M36.00S,2022-11-03T02:03:52.0Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,98,80,2022-11-03T02:17:43Z,6107500,,,0,,D. DeRozan REBOUND (Off:1 Def:6),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,695.0,7.0,6.0,1.0,,,,,,
618,PT05M35.00S,2022-11-03T02:03:54.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629750,93.9060446780552,49.754901960784316,1610612741,100,80,2022-11-03T02:12:22Z,6110000,-1.0,5.0,1,right,J. Green running DUNK (17 PTS) (P. Williams 1 AST),"[1629750, 1630172]",1610612741.0,CHI,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,0.49,Made,17.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,
620,PT05M35.00S,2022-11-03T02:04:02.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,100,80,2022-11-03T02:04:03Z,6130000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,out,[],1628372,,,1610612766,100,80,2022-11-03T02:06:49Z,6140000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,out,[],1626162,,,1610612766,100,80,2022-11-03T02:06:49Z,6150000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,out,[],203486,,,1610612766,100,80,2022-11-03T02:06:49Z,6160000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,100,80,2022-11-03T02:06:49Z,6170000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,in,[],1630547,,,1610612766,100,80,2022-11-03T02:06:49Z,6180000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,in,[],1630550,,,1610612766,100,80,2022-11-03T02:06:49Z,6190000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,in,[],1630177,,,1610612766,100,80,2022-11-03T02:06:49Z,6200000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M35.00S,2022-11-03T02:06:41.5Z,4,REGULAR,substitution,in,[],1630539,,,1610612766,100,80,2022-11-03T02:06:49Z,6210000,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M19.00S,2022-11-03T02:07:08.7Z,4,REGULAR,2pt,Jump Shot,[],1630550,20.45006570302234,68.87254901960785,1610612766,100,80,2022-11-03T02:07:14Z,6220000,-94.0,140.0,1,left,MISS J. Thor 16' turnaround Shot,[1630550],1610612766.0,CHA,turnaround,,,Thor,J. Thor,,,,,Mid-Range,16-24 Left Center,,,16.86,Missed,,,,,,,,,,,,,,,,
632,PT05M18.00S,2022-11-03T02:07:09.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,100,80,2022-11-03T02:07:14Z,6230000,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,631.0,12.0,10.0,2.0,,,,,,
633,PT05M04.00S,2022-11-03T02:07:26.1Z,4,REGULAR,turnover,traveling,[],1629750,,,1610612741,100,80,2022-11-03T02:07:32Z,6240000,,,0,,J. Green traveling TURNOVER (2 TO),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,101283.0,2.0,,,,,,,,,,,,,,,,,,
634,PT04M48.00S,2022-11-03T02:07:54.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630547,32.802233902759525,38.970588235294116,1610612766,100,80,2022-11-03T02:08:00Z,6250000,55.0,256.0,1,left,MISS J. Bouknight 26' pullup 3PT,[1630547],1610612766.0,CHA,pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,,,26.17,Missed,,,,,,,,,,,,,,,,
635,PT04M47.00S,2022-11-03T02:07:55.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,100,80,2022-11-03T02:08:00Z,6260000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,634.0,,,,,,,,,
637,PT04M29.00S,2022-11-03T02:08:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,89.17542706964521,47.549019607843135,1610612741,100,80,2022-11-03T02:08:25Z,6280000,-12.0,49.0,1,right,MISS D. DeRozan Layup,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,5.08,Missed,,,,,,,,,,,,,,,,
638,PT04M26.00S,2022-11-03T02:08:20.8Z,4,REGULAR,rebound,offensive,[],201942,,,1610612741,100,80,2022-11-03T02:08:20Z,6290000,,,0,,D. DeRozan REBOUND (Off:2 Def:6),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,637.0,8.0,6.0,2.0,,,,,,
639,PT04M26.00S,2022-11-03T02:08:20.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,94.40999984741211,50.0,1610612741,100,80,2022-11-03T02:08:20Z,6300000,0.0,0.0,1,right,MISS D. DeRozan tip Layup,[201942],1610612741.0,CHI,tip,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
640,PT04M25.00S,2022-11-03T02:08:21.6Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,100,80,2022-11-03T02:08:21Z,6310000,,,0,,J. Bouknight REBOUND (Off:0 Def:3),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,,,,,639.0,3.0,3.0,0.0,,,,,,
642,PT04M17.00S,2022-11-03T02:08:42.7Z,4,REGULAR,2pt,Jump Shot,[],1630550,13.091327201051248,32.59803921568628,1610612766,100,82,2022-11-03T02:14:03Z,6330000,87.0,71.0,1,left,J. Thor 11' driving floating Jump Shot (2 PTS),[1630550],1610612766.0,CHA,driving floating,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,11.2,Made,2.0,,,,,,,,,,,,,,,
643,PT04M04.00S,2022-11-03T02:08:56.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,87.33574244415243,51.470588235294116,1610612741,100,82,2022-11-03T02:09:00Z,6340000,7.0,67.0,1,right,MISS N. Vucevic 6' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,6.69,Missed,,,,,,,,,,,,,,,,
644,PT04M02.00S,2022-11-03T02:08:58.2Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612766,100,82,2022-11-03T02:09:00Z,6350000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,643.0,1.0,1.0,0.0,,,,,,
645,PT03M51.00S,2022-11-03T02:09:09.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,7.046649145860711,47.794117647058826,1610612766,100,82,2022-11-03T02:09:16Z,6360000,11.0,14.0,1,left,MISS J. McDaniels Layup,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,1.76,Missed,,,,,,,,,,,,,,,,
646,PT03M47.00S,2022-11-03T02:09:13.2Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612766,100,82,2022-11-03T02:09:16Z,6370000,,,0,,J. McDaniels REBOUND (Off:3 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,645.0,6.0,3.0,3.0,,,,,,
647,PT03M47.00S,2022-11-03T02:09:12.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,5.590000152587891,50.0,1610612766,100,84,2022-11-03T02:09:12Z,6380000,0.0,0.0,1,left,J. McDaniels putback Layup (11 PTS),[1629667],1610612766.0,CHA,putback,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,0.0,Made,11.0,,,,,,,,,,,,,,,
648,PT03M34.00S,2022-11-03T02:09:25.8Z,4,REGULAR,turnover,lost ball,[],201942,,,1610612741,100,84,2022-11-03T02:09:41Z,6390000,,,0,,D. DeRozan lost ball TURNOVER (4 TO),"[201942, 1630550]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,4.0,,,,,,,,,,,,,,,,,Thor,1630550.0
649,PT03M34.00S,2022-11-03T02:09:25.8Z,4,REGULAR,steal,,[],1630550,,,1610612766,100,84,2022-11-03T02:09:29Z,6400000,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
652,PT03M34.00S,2022-11-03T02:09:53.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201942,,,1610612766,100,84,2022-11-03T02:10:06Z,6430000,,,0,,D. DeRozan transition take personal FOUL (2 PF) (Thor 1 FT),"[201942, 1630550]",1610612741.0,CHI,transition take,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,,,,,,,,2.0,0.0,Thor,1630550.0,,
654,PT03M34.00S,2022-11-03T02:10:07.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630550,,,1610612766,100,84,2022-11-03T02:10:07Z,6450000,,,0,,MISS J. Thor transition take Free Throw 1 of 1,[1630550],1610612766.0,CHA,transition take,,,Thor,J. Thor,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
655,PT03M34.00S,2022-11-03T02:10:07.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,100,84,2022-11-03T02:20:16Z,6460000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,654.0,,,,,,,,,
656,PT03M34.00S,2022-11-03T02:10:12.0Z,4,REGULAR,substitution,out,[],1630172,,,1610612766,100,84,2022-11-03T02:20:16Z,6470000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT03M34.00S,2022-11-03T02:10:12.0Z,4,REGULAR,substitution,in,[],1627936,,,1610612766,100,84,2022-11-03T02:20:16Z,6480000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M24.00S,2022-11-03T02:10:26.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630550,6.783837056504599,49.50980392156863,1610612766,100,86,2022-11-03T02:20:16Z,6490000,2.0,11.0,1,left,J. Thor driving Layup (4 PTS) (T. Maledon 3 AST),"[1630550, 1630177]",1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,1.16,Made,4.0,T. Maledon,1630177.0,3.0,,,,,,,,,,,,
660,PT03M07.00S,2022-11-03T02:10:43.4Z,4,REGULAR,turnover,traveling,[],201942,,,1610612741,100,86,2022-11-03T02:10:52Z,6510000,,,0,,D. DeRozan traveling TURNOVER (5 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,101283.0,5.0,,,,,,,,,,,,,,,,,,
661,PT03M07.00S,2022-11-03T02:10:49.7Z,4,REGULAR,substitution,out,[],201942,,,1610612766,100,86,2022-11-03T02:10:53Z,6520000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M07.00S,2022-11-03T02:10:49.7Z,4,REGULAR,substitution,in,[],1630172,,,1610612766,100,86,2022-11-03T02:10:53Z,6530000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M48.00S,2022-11-03T02:11:17.6Z,4,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,100,86,2022-11-03T02:11:26Z,6540000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (2 TO),[1629667],1610612766.0,CHA,bad pass,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,101283.0,2.0,,,,,,,,,,,,,,,,,,
664,PT02M48.00S,2022-11-03T02:11:23.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,100,86,2022-11-03T02:11:34Z,6550000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT02M37.00S,2022-11-03T02:13:16.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,93.24901445466492,57.107843137254896,1610612741,100,86,2022-11-03T02:13:26Z,6560000,36.0,11.0,1,right,MISS N. Vucevic Layup - blocked,"[202696, 1630550]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,3.72,Missed,,,,,Thor,1630550.0,,,,,,,,,,
666,PT02M37.00S,2022-11-03T02:13:16.2Z,4,REGULAR,block,,[],1630550,,,1610612741,100,86,2022-11-03T02:13:18Z,6570000,,,0,,J. Thor BLOCK (1 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
667,PT02M37.00S,2022-11-03T02:13:16.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,100,86,2022-11-03T02:13:26Z,6580000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,665.0,,,,,,,,,
669,PT02M29.00S,2022-11-03T02:13:40.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630245,85.75886990801577,53.18627450980392,1610612741,102,86,2022-11-03T02:18:05Z,6600000,16.0,81.0,1,right,A. Dosunmu 8' driving floating Jump Shot (6 PTS),[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,8.29,Made,6.0,,,,,,,,,,,,,,,
670,PT02M09.00S,2022-11-03T02:13:59.7Z,4,REGULAR,3pt,Jump Shot,[],1630539,10.200394218134035,3.6764705882352944,1610612766,102,86,2022-11-03T02:14:12Z,6610000,232.0,43.0,1,left,MISS K. Jones 3PT,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Right Corner 3,24+ Right,,,23.56,Missed,,,,,,,,,,,,,,,,
671,PT02M05.00S,2022-11-03T02:14:03.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,102,86,2022-11-03T02:14:03Z,6620000,,,0,,N. Vucevic REBOUND (Off:2 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,,,,,670.0,13.0,11.0,2.0,,,,,,
672,PT01M58.00S,2022-11-03T02:14:12.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.38042049934296,51.9607843137255,1610612741,104,86,2022-11-03T02:18:50Z,6630000,10.0,10.0,1,right,A. Dosunmu driving Layup (8 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,1.38,Made,8.0,,,,,,,,,,,,,,,
674,PT01M51.00S,2022-11-03T02:14:23.6Z,4,REGULAR,substitution,out,[],1630245,,,1610612766,104,86,2022-11-03T02:14:31Z,6650000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M51.00S,2022-11-03T02:14:23.6Z,4,REGULAR,substitution,in,[],1631207,,,1610612766,104,86,2022-11-03T02:14:31Z,6660000,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
