actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M04.00S,2022-10-23T00:30:41.0Z,1,REGULAR,3pt,Jump Shot,[],201567,64.07687253613666,37.00980392156863,1610612739,17,20,2022-10-23T00:30:47Z,870000,-65.0,285.0,1,right,K. Love 29' 3PT  (6 PTS) (C. LeVert 2 AST),"[201567, 1627747]",1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,29.25,Made,,,,,,,6.0,C. LeVert,1627747.0,2.0,,,,,,,,
89,PT03M50.00S,2022-10-23T00:30:54.1Z,1,REGULAR,2pt,Jump Shot,[],202696,10.463206307490145,78.18627450980392,1610612741,17,20,2022-10-23T00:30:59Z,890000,-141.0,46.0,1,left,MISS N. Vucevic 14' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,14.82,Missed,,,,,,,,,,,,,,,,,,
90,PT03M45.00S,2022-10-23T00:30:58.7Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,17,20,2022-10-23T00:30:58Z,900000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,
91,PT03M45.00S,2022-10-23T00:30:58.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629750,5.590000152587891,50.0,1610612741,19,20,2022-10-23T00:30:58Z,910000,0.0,0.0,1,left,J. Green putback DUNK (2 PTS),[1629750],1610612741.0,CHI,putback,,,Green,J. Green,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
92,PT03M31.00S,2022-10-23T00:31:13.0Z,1,REGULAR,3pt,Jump Shot,[],201567,69.99014454664915,23.284313725490197,1610612739,19,23,2022-10-23T00:31:36Z,920000,-134.0,230.0,1,right,K. Love 26' 3PT pullup (9 PTS),[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,26.56,Made,,,,,,,9.0,,,,,,,,,,,
93,PT03M17.00S,2022-10-23T00:31:27.0Z,1,REGULAR,3pt,Jump Shot,[],202696,29.911300919842315,73.0392156862745,1610612741,19,23,2022-10-23T00:31:33Z,930000,-115.0,229.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
94,PT03M15.00S,2022-10-23T00:31:29.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,23,2022-10-23T00:31:33Z,940000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,
95,PT03M02.00S,2022-10-23T00:31:41.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,88.51839684625493,50.98039215686274,1610612739,19,25,2022-10-23T00:31:49Z,950000,5.0,55.0,1,right,R. Lopez turnaround Hook (2 PTS),[201577],1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,,,2.0,,,,,,,,,,,
97,PT02M52.00S,2022-10-23T00:31:51.8Z,1,REGULAR,2pt,Jump Shot,[],203897,27.677398160315374,64.4607843137255,1610612741,21,25,2022-10-23T00:31:58Z,970000,-72.0,208.0,1,left,Z. LaVine 21' pullup Jump Shot (8 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,21.99,Made,,,,,,,8.0,,,,,,,,,,,
98,PT02M30.00S,2022-10-23T00:32:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,90.22667542706965,49.50980392156863,1610612739,21,25,2022-10-23T00:32:20Z,980000,-2.0,39.0,1,right,MISS C. LeVert reverse Layup - blocked,"[1627747, 202696]",1610612739.0,CLE,reverse,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.95,Missed,Vucevic,202696.0,,,,,,,,,,,,,,,,
99,PT02M30.00S,2022-10-23T00:32:13.5Z,1,REGULAR,block,,[],202696,,,1610612739,21,25,2022-10-23T00:32:15Z,990000,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT02M28.00S,2022-10-23T00:32:15.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,21,25,2022-10-23T00:32:20Z,1000000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,
101,PT02M21.00S,2022-10-23T00:32:22.8Z,1,REGULAR,3pt,Jump Shot,[],203897,29.6484888304862,72.05882352941177,1610612741,21,25,2022-10-23T00:32:28Z,1010000,-110.0,226.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
102,PT02M19.00S,2022-10-23T00:32:24.8Z,1,REGULAR,rebound,offensive,[],1629632,,,1610612741,21,25,2022-10-23T00:43:58Z,1020000,,,0,,C. White REBOUND (Off:1 Def:0),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,
103,PT02M14.00S,2022-10-23T00:32:31.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,5.075558475689881,52.94117647058824,1610612741,23,25,2022-10-23T00:32:36Z,1030000,-15.0,-5.0,1,left,C. White cutting Layup (2 PTS) (J. Green 1 AST),"[1629632, 1629750]",1610612741.0,CHI,cutting,,,White,C. White,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,2.0,J. Green,1629750.0,1.0,,,,,,,,
105,PT01M58.00S,2022-10-23T00:32:46.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,89.43823915900131,50.98039215686274,1610612739,23,27,2022-10-23T00:32:53Z,1050000,5.0,47.0,1,right,R. Lopez turnaround Hook (4 PTS) (R. Neto 1 AST),"[201577, 203526]",1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,,,4.0,R. Neto,203526.0,1.0,,,,,,,,
107,PT01M33.00S,2022-10-23T00:33:11.2Z,1,REGULAR,2pt,Jump Shot,[],202696,24.26084099868594,60.78431372549019,1610612741,23,27,2022-10-23T00:33:15Z,1070000,-54.0,176.0,1,left,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,18.37,Missed,,,,,,,,,,,,,,,,,,
108,PT01M31.00S,2022-10-23T00:33:13.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,23,27,2022-10-23T00:33:15Z,1080000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Center,,,,,107.0,3.0,3.0,0.0,,,,,,,,,,,,
109,PT01M26.00S,2022-10-23T00:33:32.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,23,27,2022-10-23T00:33:32Z,1090000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,out,[],203897,,,1610612739,23,27,2022-10-23T00:36:03Z,1100000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,out,[],202696,,,1610612739,23,27,2022-10-23T00:36:03Z,1110000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,out,[],201942,,,1610612739,23,27,2022-10-23T00:36:03Z,1120000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,in,[],203083,,,1610612739,23,27,2022-10-23T00:36:03Z,1130000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,in,[],201609,,,1610612739,23,27,2022-10-23T00:36:03Z,1140000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M26.00S,2022-10-23T00:35:47.0Z,1,REGULAR,substitution,in,[],1627936,,,1610612739,23,27,2022-10-23T00:36:03Z,1150000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M17.00S,2022-10-23T00:36:32.2Z,1,REGULAR,2pt,Jump Shot,[],201567,84.83902759526939,33.57843137254902,1610612739,23,27,2022-10-23T00:36:39Z,1160000,-82.0,90.0,1,right,MISS K. Love 12' Jump Shot - blocked,"[201567, 1629750]",1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,12.18,Missed,Green,1629750.0,,,,,,,,,,,,,,,,
128,PT01M17.00S,2022-10-23T00:36:32.2Z,1,REGULAR,block,,[],1629750,,,1610612739,23,27,2022-10-23T00:38:07Z,1165000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
117,PT01M14.00S,2022-10-23T00:36:35.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,23,27,2022-10-23T00:36:39Z,1170000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
118,PT01M08.00S,2022-10-23T00:36:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629750,27.283180026281208,16.176470588235293,1610612741,23,27,2022-10-23T00:36:51Z,1180000,169.0,204.0,1,left,MISS J. Green 26' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
119,PT01M04.00S,2022-10-23T00:36:45.0Z,1,REGULAR,rebound,defensive,[],203526,,,1610612739,23,27,2022-10-23T00:36:51Z,1190000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Right Center,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,
120,PT00M59.90S,2022-10-23T00:36:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,87.20433639947439,44.85294117647059,1610612739,23,29,2022-10-23T00:37:03Z,1200000,-26.0,68.0,1,right,R. Neto 7' floating Jump Shot (2 PTS),[203526],1610612739.0,CLE,floating,,,Neto,R. Neto,,,,,In The Paint (Non-RA),0-8 Center,7.25,Made,,,,,,,2.0,,,,,,,,,,,
121,PT00M49.20S,2022-10-23T00:37:03.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,29.517082785808146,33.088235294117645,1610612741,23,29,2022-10-23T00:37:08Z,1210000,85.0,225.0,1,left,MISS C. White 24' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.04,Missed,,,,,,,,,,,,,,,,,,
122,PT00M46.90S,2022-10-23T00:37:05.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,23,29,2022-10-23T00:37:08Z,1220000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,121.0,4.0,4.0,0.0,,,,,,,,,,,,
123,PT00M41.30S,2022-10-23T00:37:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,93.77463863337714,54.166666666666664,1610612739,23,31,2022-10-23T00:37:22Z,1230000,21.0,6.0,1,right,C. Osman Layup (2 PTS) (K. Love 1 AST),"[1626224, 201567]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,2.0,K. Love,201567.0,1.0,,,,,,,,
125,PT00M28.40S,2022-10-23T00:37:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,16.113666228646515,54.166666666666664,1610612741,25,31,2022-10-23T00:43:25Z,1250000,-21.0,99.0,1,left,G. Dragic 10' floating Jump Shot (2 PTS),[201609],1610612741.0,CHI,floating,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,,,,,,,2.0,,,,,,,,,,,
126,PT00M08.00S,2022-10-23T00:37:50.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,71.96123521681997,24.264705882352942,1610612739,25,34,2022-10-23T00:37:56Z,1260000,-129.0,211.0,1,right,C. LeVert 24' 3PT step back (3 PTS),[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,24.72,Made,,,,,,,3.0,,,,,,,,,,,
127,PT00M04.40S,2022-10-23T00:38:05.5Z,1,REGULAR,foul,offensive,[],203083,,,1610612741,25,34,2022-10-23T00:38:27Z,1270000,,,0,,A. Drummond off-the-ball offensive FOUL (1 PF),"[203083, 203526]",1610612741.0,CHI,off-the-ball,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Neto,203526.0
130,PT00M04.40S,2022-10-23T00:38:05.5Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612741,25,34,2022-10-23T00:38:05Z,1290000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628953.0,1.0,,,,,,
131,PT00M04.40S,2022-10-23T00:38:23.4Z,1,REGULAR,substitution,out,[],201609,,,1610612739,25,34,2022-10-23T00:38:31Z,1300000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M04.40S,2022-10-23T00:38:23.4Z,1,REGULAR,substitution,out,[],201577,,,1610612739,25,34,2022-10-23T00:38:31Z,1310000,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M04.40S,2022-10-23T00:38:23.4Z,1,REGULAR,substitution,in,[],1630245,,,1610612739,25,34,2022-10-23T00:38:31Z,1320000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M04.40S,2022-10-23T00:38:23.4Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,25,34,2022-10-23T00:38:31Z,1330000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2022-10-23T00:38:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,89.04402102496715,54.41176470588235,1610612739,25,34,2022-10-23T00:38:55Z,1340000,22.0,50.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2022-10-23T00:38:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,25,34,2022-10-23T00:38:55Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,135.0,,,,,,,,,,,,,,,
137,PT00M00.00S,2022-10-23T00:38:52.7Z,1,REGULAR,period,end,[],0,,,1610612739,25,34,2022-10-23T00:38:52Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612739,25,34,2022-10-23T00:41:27Z,1370000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,out,['startperiod'],1630245,,,1610612739,25,34,2022-10-23T00:41:27Z,1380000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,25,34,2022-10-23T00:41:27Z,1390000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612739,25,34,2022-10-23T00:41:27Z,1400000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,in,['startperiod'],201609,,,1610612739,25,34,2022-10-23T00:41:27Z,1410000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612739,25,34,2022-10-23T00:41:27Z,1420000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,in,['startperiod'],1630596,,,1610612739,25,34,2022-10-23T00:41:27Z,1430000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-10-23T00:41:01.2Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,25,34,2022-10-23T00:41:27Z,1440000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-10-23T00:41:30.0Z,2,REGULAR,period,start,[],0,,,1610612741,25,34,2022-10-23T00:41:30Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M46.00S,2022-10-23T00:41:43.5Z,2,REGULAR,3pt,Jump Shot,[],1627884,4.5499342969776615,96.07843137254902,1610612741,28,34,2022-10-23T00:41:50Z,1460000,-230.0,-10.0,1,left,D. Jones Jr. 3PT  (3 PTS) (G. Dragic 1 AST),"[1627884, 201609]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.06,Made,,,,,,,3.0,G. Dragic,201609.0,1.0,,,,,,,,
149,PT11M29.00S,2022-10-23T00:41:59.3Z,2,REGULAR,3pt,Jump Shot,[],1628378,66.83639947437582,33.33333333333333,1610612739,28,37,2022-10-23T00:42:05Z,1480000,-83.0,259.0,1,right,D. Mitchell 27' 3PT pullup (12 PTS) (K. Love 2 AST),"[1628378, 201567]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,27.23,Made,,,,,,,12.0,K. Love,201567.0,2.0,,,,,,,,
151,PT11M18.00S,2022-10-23T00:42:10.4Z,2,REGULAR,turnover,bad pass,[],201609,,,1610612741,28,37,2022-10-23T00:42:16Z,1500000,,,0,,G. Dragic bad pass TURNOVER (1 TO),"[201609, 1628378]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,
152,PT11M18.00S,2022-10-23T00:42:10.4Z,2,REGULAR,steal,,[],1628378,,,1610612739,28,37,2022-10-23T00:42:12Z,1510000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
153,PT11M15.00S,2022-10-23T00:42:13.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,94.30026281208936,50.245098039215684,1610612739,28,39,2022-10-23T00:42:21Z,1520000,1.0,1.0,1,right,I. Okoro running DUNK (2 PTS) (D. Mitchell 1 AST),"[1630171, 1628378]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,
155,PT10M53.00S,2022-10-23T00:42:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,15.982260183968464,38.970588235294116,1610612741,28,39,2022-10-23T00:42:41Z,1540000,55.0,98.0,1,left,MISS G. Dragic 11' Jump Shot,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,11.22,Missed,,,,,,,,,,,,,,,,,,
156,PT10M52.00S,2022-10-23T00:42:37.1Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,28,39,2022-10-23T00:42:41Z,1550000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,
157,PT10M48.00S,2022-10-23T00:42:48.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630596,94.1688567674113,50.49019607843137,1610612739,28,41,2022-10-23T00:42:56Z,1560000,2.0,2.0,1,right,E. Mobley running DUNK (7 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,,7.0,D. Mitchell,1628378.0,2.0,,,,,,,,
159,PT10M48.00S,2022-10-23T00:42:54.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,28,41,2022-10-23T00:42:54Z,1580000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M32.00S,2022-10-23T00:45:59.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,8.492115637319317,53.67647058823529,1610612741,30,41,2022-10-23T00:46:03Z,1590000,-18.0,27.0,1,left,A. Drummond Hook (2 PTS) (G. Dragic 2 AST),"[203083, 201609]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.29,Made,,,,,,,2.0,G. Dragic,201609.0,2.0,,,,,,,,
162,PT10M15.00S,2022-10-23T00:46:23.1Z,2,REGULAR,foul,technical,['1freethrow'],1629632,,,1610612739,30,41,2022-10-23T00:46:30Z,1610000,,,0,,C. White defensive-3-second technical FOUL (1 Tech),[1629632],1610612741.0,CHI,defensive-3-second,,,White,C. White,,,,,,,,,,,,,,,,,,,202058.0,,,,0.0,1.0,,
163,PT10M15.00S,2022-10-23T00:46:45.0Z,2,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,30,42,2022-10-23T00:46:45Z,1620000,,,0,,D. Mitchell technical Free Throw 1 of 1 (13 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
164,PT10M04.00S,2022-10-23T00:47:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,87.07293035479631,50.98039215686274,1610612739,30,44,2022-10-23T00:47:15Z,1630000,5.0,69.0,1,right,E. Mobley 6' pullup Jump Shot (9 PTS) (C. Osman 1 AST),"[1630596, 1626224]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,,,,,,,9.0,C. Osman,1626224.0,1.0,,,,,,,,
166,PT09M52.00S,2022-10-23T00:47:23.1Z,2,REGULAR,turnover,lost ball,[],203083,,,1610612741,30,44,2022-10-23T00:47:27Z,1650000,,,0,,A. Drummond lost ball TURNOVER (2 TO),"[203083, 1630596]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,Mobley,1630596.0,,,,
167,PT09M52.00S,2022-10-23T00:47:23.1Z,2,REGULAR,steal,,[],1630596,,,1610612739,30,44,2022-10-23T00:47:24Z,1660000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
168,PT09M47.00S,2022-10-23T00:47:28.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626224,71.69842312746385,76.7156862745098,1610612739,30,47,2022-10-23T00:47:47Z,1670000,134.0,214.0,1,right,C. Osman 25' 3PT pullup (5 PTS) (K. Love 3 AST),"[1626224, 201567]",1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,,,5.0,K. Love,201567.0,3.0,,,,,,,,
170,PT09M21.00S,2022-10-23T00:47:54.4Z,2,REGULAR,2pt,Hook,[],203083,7.835085413929041,66.91176470588235,1610612741,30,47,2022-10-23T00:47:58Z,1690000,-85.0,21.0,1,left,MISS A. Drummond 8' turnaround Hook,[203083],1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,8.72,Missed,,,,,,,,,,,,,,,,,,
