actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
353,PT08M50.00S,2022-10-23T01:32:50.8Z,3,REGULAR,foul,personal,['1freethrow'],202696,,,1610612739,61,79,2022-10-23T01:33:03Z,3480000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Mobley 1 FT),"[202696, 1630596]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,,,,2.0,0.0,Mobley,1630596.0
355,PT08M50.00S,2022-10-23T01:33:14.3Z,3,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,61,80,2022-10-23T01:33:14Z,3500000,,,0,,E. Mobley Free Throw 1 of 1 (16 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
356,PT08M25.00S,2022-10-23T01:33:41.2Z,3,REGULAR,3pt,Jump Shot,[],203897,95.74572930354796,96.32352941176471,1610612741,61,80,2022-10-23T01:33:46Z,3510000,232.0,-13.0,1,right,MISS Z. LaVine 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
357,PT08M23.00S,2022-10-23T01:33:43.2Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,61,80,2022-10-23T01:33:46Z,3520000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,,,
358,PT08M18.00S,2022-10-23T01:33:48.9Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612739,61,80,2022-10-23T01:33:52Z,3530000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 201942]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,DeRozan,201942.0,,,,
359,PT08M18.00S,2022-10-23T01:33:48.9Z,3,REGULAR,steal,,[],201942,,,1610612741,61,80,2022-10-23T01:33:50Z,3540000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
360,PT08M05.00S,2022-10-23T01:34:01.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,92.19776609724047,42.40196078431372,1610612741,61,80,2022-10-23T01:34:07Z,3550000,-38.0,21.0,1,right,MISS N. Vucevic Layup - blocked,"[202696, 1628386]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,4.33,Missed,Allen,1628386.0,,,,,,,,,,,,,,,,
361,PT08M05.00S,2022-10-23T01:34:01.5Z,3,REGULAR,block,,[],1628386,,,1610612741,61,80,2022-10-23T01:34:05Z,3560000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT08M01.00S,2022-10-23T01:34:05.5Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,61,80,2022-10-23T01:34:07Z,3570000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,360.0,2.0,2.0,0.0,,,,,,,,,,,,
364,PT07M59.00S,2022-10-23T01:34:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.732588699080158,51.225490196078425,1610612739,61,80,2022-10-23T01:34:14Z,3590000,-6.0,1.0,1,left,MISS I. Okoro Layup - blocked,"[1630171, 1629750]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.63,Missed,Green,1629750.0,,,,,,,,,,,,,,,,
365,PT07M59.00S,2022-10-23T01:34:07.0Z,3,REGULAR,block,,[],1629750,,,1610612739,61,80,2022-10-23T01:34:11Z,3600000,,,0,,J. Green BLOCK (2 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT07M56.00S,2022-10-23T01:34:10.0Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,61,80,2022-10-23T01:34:14Z,3610000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,364.0,2.0,2.0,0.0,,,,,,,,,,,,
368,PT07M56.00S,2022-10-23T01:34:35.5Z,3,REGULAR,substitution,out,[],203897,,,1610612741,61,80,2022-10-23T01:34:47Z,3630000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M56.00S,2022-10-23T01:34:35.5Z,3,REGULAR,substitution,in,[],1627936,,,1610612741,61,80,2022-10-23T01:34:47Z,3640000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M52.00S,2022-10-23T01:34:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,94.03745072273325,46.568627450980394,1610612741,63,80,2022-10-23T01:35:02Z,3650000,-17.0,4.0,1,right,A. Dosunmu Layup (5 PTS) (A. Caruso 1 AST),"[1630245, 1627936]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,5.0,A. Caruso,1627936.0,1.0,,,,,,,,
372,PT07M30.00S,2022-10-23T01:35:19.7Z,3,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,63,80,2022-10-23T01:35:30Z,3670000,,,0,,I. Okoro step out-of-bounds TURNOVER (2 TO),[1630171],1610612739.0,CLE,step,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628480.0,2.0,,,,,,
373,PT07M14.00S,2022-10-23T01:35:43.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202696,96.7969776609724,95.58823529411765,1610612741,66,80,2022-10-23T01:35:50Z,3680000,228.0,-22.0,1,right,N. Vucevic 3PT  (13 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,22.9,Made,,,,,,,13.0,D. DeRozan,201942.0,1.0,,,,,,,,
375,PT06M48.00S,2022-10-23T01:36:09.6Z,3,REGULAR,2pt,Jump Shot,[],1628378,16.63929040735874,19.362745098039216,1610612739,66,80,2022-10-23T01:36:14Z,3700000,153.0,104.0,1,left,MISS D. Mitchell 18' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,18.51,Missed,,,,,,,,,,,,,,,,,,
376,PT06M45.00S,2022-10-23T01:36:12.5Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,66,80,2022-10-23T01:36:12Z,3710000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right,,,,,375.0,3.0,2.0,1.0,,,,,,,,,,,,
377,PT06M40.00S,2022-10-23T01:36:17.4Z,3,REGULAR,turnover,bad pass,[],1630596,,,1610612739,66,80,2022-10-23T01:36:21Z,3720000,,,0,,E. Mobley bad pass TURNOVER (3 TO),"[1630596, 201942]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,DeRozan,201942.0,,,,
378,PT06M40.00S,2022-10-23T01:36:17.4Z,3,REGULAR,steal,,[],201942,,,1610612741,66,80,2022-10-23T02:49:34Z,3730000,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
379,PT06M33.00S,2022-10-23T01:36:24.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202696,68.01905387647832,25.98039215686275,1610612741,69,80,2022-10-23T01:36:29Z,3740000,-120.0,248.0,1,right,N. Vucevic 27' 3PT  (16 PTS) (J. Green 2 AST),"[202696, 1629750]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,27.56,Made,,,,,,,16.0,J. Green,1629750.0,2.0,,,,,,,,
381,PT06M32.00S,2022-10-23T01:36:30.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,69,80,2022-10-23T01:36:30Z,3760000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M32.00S,2022-10-23T01:38:59.6Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,69,80,2022-10-23T01:39:18Z,3770000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M32.00S,2022-10-23T01:38:59.6Z,3,REGULAR,substitution,in,[],1626224,,,1610612739,69,80,2022-10-23T01:39:18Z,3780000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M05.00S,2022-10-23T01:39:50.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,24.655059132720105,87.5,1610612739,69,80,2022-10-23T01:39:58Z,3790000,-188.0,179.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
385,PT06M03.00S,2022-10-23T01:39:52.9Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,69,80,2022-10-23T01:39:58Z,3800000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,384.0,2.0,2.0,0.0,,,,,,,,,,,,
386,PT06M02.00S,2022-10-23T01:40:08.4Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,69,80,2022-10-23T01:40:20Z,3810000,,,0,,A. Caruso bad pass TURNOVER (1 TO),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,,
387,PT05M42.00S,2022-10-23T01:40:31.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,18.347568988173457,44.36274509803921,1610612739,69,80,2022-10-23T01:40:36Z,3820000,28.0,120.0,1,left,MISS C. LeVert 12' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,12.33,Missed,,,,,,,,,,,,,,,,,,
388,PT05M39.00S,2022-10-23T01:40:34.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,69,80,2022-10-23T01:40:36Z,3830000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,387.0,3.0,3.0,0.0,,,,,,,,,,,,
389,PT05M34.00S,2022-10-23T01:40:41.3Z,3,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612741,69,80,2022-10-23T01:40:53Z,3840000,,,0,,C. LeVert shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1627747, 201942]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,DeRozan,201942.0
391,PT05M34.00S,2022-10-23T01:41:03.8Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,70,80,2022-10-23T01:41:03Z,3860000,,,0,,D. DeRozan Free Throw 1 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
392,PT05M34.00S,2022-10-23T01:41:04.7Z,3,REGULAR,substitution,out,[],1630596,,,1610612741,70,80,2022-10-23T01:41:12Z,3870000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M34.00S,2022-10-23T01:41:04.7Z,3,REGULAR,substitution,in,[],201567,,,1610612741,70,80,2022-10-23T01:41:12Z,3880000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M34.00S,2022-10-23T01:41:27.2Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,71,80,2022-10-23T01:41:27Z,3890000,,,0,,D. DeRozan Free Throw 2 of 2 (11 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
395,PT05M12.00S,2022-10-23T01:41:48.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,30.042706964520367,31.372549019607842,1610612739,71,80,2022-10-23T01:41:53Z,3900000,93.0,230.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
396,PT05M10.00S,2022-10-23T01:41:50.5Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,71,80,2022-10-23T01:41:53Z,3910000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,395.0,3.0,2.0,1.0,,,,,,,,,,,,
398,PT05M02.00S,2022-10-23T01:42:06.2Z,3,REGULAR,foul,personal,[],1626224,,,1610612741,71,80,2022-10-23T01:42:14Z,3930000,,,0,,C. Osman personal FOUL (4 PF),"[1626224, 202696]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,,,,4.0,0.0,Vucevic,202696.0
400,PT04M50.00S,2022-10-23T01:42:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.11760840998686,55.88235294117647,1610612741,71,80,2022-10-23T01:42:44Z,3950000,29.0,12.0,1,right,MISS J. Green cutting Layup,[1629750],1610612741.0,CHI,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
401,PT04M49.00S,2022-10-23T01:42:36.6Z,3,REGULAR,rebound,offensive,[],1630245,,,1610612741,71,80,2022-10-23T01:42:36Z,3960000,,,0,,A. Dosunmu REBOUND (Off:1 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,400.0,4.0,3.0,1.0,,,,,,,,,,,,
402,PT04M45.00S,2022-10-23T01:42:40.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,67.09921156373193,66.42156862745098,1610612741,71,80,2022-10-23T01:42:47Z,3970000,82.0,257.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
403,PT04M44.00S,2022-10-23T01:42:41.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,71,80,2022-10-23T01:42:47Z,3980000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,402.0,,,,,,,,,,,,,,,
405,PT04M31.00S,2022-10-23T01:43:07.9Z,3,REGULAR,foul,personal,[],202696,,,1610612739,71,80,2022-10-23T01:43:19Z,4000000,,,0,,N. Vucevic personal FOUL (3 PF),"[202696, 1628386]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628953.0,,,,3.0,0.0,Allen,1628386.0
407,PT04M19.00S,2022-10-23T01:43:38.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,15.719448094612352,47.794117647058826,1610612739,71,82,2022-10-23T01:43:54Z,4020000,11.0,95.0,1,left,D. Mitchell 9' Jump Shot (22 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,9.59,Made,,,,,,,22.0,,,,,,,,,,,
408,PT04M19.00S,2022-10-23T01:43:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630245,,,1610612739,71,82,2022-10-23T01:44:42Z,4030000,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Mitchell 1 FT),"[1630245, 1628378]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202058.0,,,,3.0,0.0,Mitchell,1628378.0
410,PT04M19.00S,2022-10-23T01:43:58.9Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202696,,,1610612739,71,82,2022-10-23T01:44:39Z,4050000,,,0,,N. Vucevic technical FOUL (1 Tech),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,1628480.0,,,,3.0,1.0,,
411,PT04M19.00S,2022-10-23T01:44:14.8Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,71,83,2022-10-23T01:44:39Z,4060000,,,0,,D. Mitchell technical Free Throw 1 of 1 (23 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
412,PT04M19.00S,2022-10-23T01:44:43.2Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,71,84,2022-10-23T01:44:43Z,4070000,,,0,,D. Mitchell Free Throw 1 of 1 (24 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
413,PT04M05.00S,2022-10-23T01:44:58.0Z,3,REGULAR,foul,personal,['3freethrow'],1626224,,,1610612741,71,84,2022-10-23T01:45:18Z,4080000,,,0,,C. Osman shooting personal FOUL (5 PF) (Green 3 FT),"[1626224, 1629750]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,202058.0,,,,5.0,0.0,Green,1629750.0
415,PT04M05.00S,2022-10-23T01:45:41.6Z,3,REGULAR,freethrow,1 of 3,[],1629750,,,1610612741,72,84,2022-10-23T01:45:41Z,4100000,,,0,,J. Green Free Throw 1 of 3 (3 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
416,PT04M05.00S,2022-10-23T01:46:01.5Z,3,REGULAR,freethrow,2 of 3,[],1629750,,,1610612741,72,84,2022-10-23T01:46:01Z,4110000,,,0,,MISS J. Green Free Throw 2 of 3,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
417,PT04M05.00S,2022-10-23T01:46:01.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,72,84,2022-10-23T01:46:01Z,4120000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,
418,PT04M05.00S,2022-10-23T01:46:02.9Z,3,REGULAR,substitution,out,[],1626224,,,1610612741,72,84,2022-10-23T01:46:06Z,4130000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M05.00S,2022-10-23T01:46:02.9Z,3,REGULAR,substitution,in,[],1630171,,,1610612741,72,84,2022-10-23T01:46:06Z,4140000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M05.00S,2022-10-23T01:46:22.9Z,3,REGULAR,freethrow,3 of 3,[],1629750,,,1610612741,73,84,2022-10-23T01:46:22Z,4150000,,,0,,J. Green Free Throw 3 of 3 (4 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
421,PT03M44.00S,2022-10-23T01:46:45.1Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612739,73,84,2022-10-23T01:46:51Z,4160000,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1629750]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,3.0,Green,1629750.0,,,,
422,PT03M44.00S,2022-10-23T01:46:45.1Z,3,REGULAR,steal,,[],1629750,,,1610612741,73,84,2022-10-23T01:46:47Z,4170000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
423,PT03M40.00S,2022-10-23T01:46:48.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629750,94.03745072273325,50.98039215686274,1610612741,75,84,2022-10-23T01:46:59Z,4180000,5.0,4.0,1,right,J. Green running DUNK (6 PTS),[1629750],1610612741.0,CHI,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,6.0,,,,,,,,,,,
424,PT03M17.00S,2022-10-23T01:47:11.6Z,3,REGULAR,2pt,Jump Shot,[],1628386,21.23850197109067,49.50980392156863,1610612739,75,84,2022-10-23T01:47:27Z,4190000,2.0,147.0,1,left,MISS J. Allen 14' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
425,PT03M14.00S,2022-10-23T01:47:14.6Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,75,84,2022-10-23T01:47:27Z,4200000,,,0,,J. Allen REBOUND (Off:3 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,,,,,424.0,6.0,3.0,3.0,,,,,,,,,,,,
426,PT03M12.00S,2022-10-23T01:47:19.7Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,75,84,2022-10-23T02:15:35Z,4210000,,,0,,D. Mitchell lost ball TURNOVER (4 TO),"[1628378, 201942]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,4.0,DeRozan,201942.0,,,,
427,PT03M12.00S,2022-10-23T01:47:19.7Z,3,REGULAR,steal,,[],201942,,,1610612741,75,84,2022-10-23T02:28:46Z,4220000,,,0,,D. DeRozan STEAL (3 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
428,PT03M04.00S,2022-10-23T01:47:25.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,93.38042049934296,51.71568627450981,1610612741,75,84,2022-10-23T01:47:41Z,4230000,9.0,10.0,1,right,MISS A. Dosunmu Layup - blocked,"[1630245, 1627747]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.3,Missed,LeVert,1627747.0,,,,,,,,,,,,,,,,
429,PT03M04.00S,2022-10-23T01:47:25.5Z,3,REGULAR,block,,[],1627747,,,1610612741,75,84,2022-10-23T01:47:27Z,4240000,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT03M01.00S,2022-10-23T01:47:28.5Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,75,84,2022-10-23T01:47:41Z,4250000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,428.0,3.0,3.0,0.0,,,,,,,,,,,,
431,PT03M00.00S,2022-10-23T01:47:29.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201567,24.26084099868594,87.00980392156863,1610612739,75,87,2022-10-23T01:47:48Z,4260000,-185.0,176.0,1,left,K. Love 25' 3PT  (12 PTS) (C. LeVert 5 AST),"[201567, 1627747]",1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,,,12.0,C. LeVert,1627747.0,5.0,,,,,,,,
433,PT02M58.00S,2022-10-23T01:47:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,75,87,2022-10-23T01:47:35Z,4280000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M58.00S,2022-10-23T01:49:05.1Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,75,87,2022-10-23T01:49:18Z,4290000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M58.00S,2022-10-23T01:49:05.1Z,3,REGULAR,substitution,out,[],1628386,,,1610612741,75,87,2022-10-23T01:49:18Z,4300000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M58.00S,2022-10-23T01:49:05.1Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,75,87,2022-10-23T01:49:18Z,4310000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M58.00S,2022-10-23T01:49:05.1Z,3,REGULAR,substitution,in,[],201577,,,1610612741,75,87,2022-10-23T01:49:18Z,4320000,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M45.00S,2022-10-23T01:49:31.3Z,3,REGULAR,2pt,Jump Shot,[],201942,76.2976346911958,50.49019607843137,1610612741,75,87,2022-10-23T01:49:36Z,4330000,2.0,170.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.03,Missed,,,,,,,,,,,,,,,,,,
