actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
612,PT05M38.00S,2022-10-25T02:07:08.6Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,109,88,2022-10-25T02:07:08Z,5920000,,,0,,N. Vucevic REBOUND (Off:10 Def:13),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,611.0,23.0,13.0,10.0,,,,,,,,,,
613,PT05M31.00S,2022-10-25T02:07:14.7Z,4,REGULAR,turnover,bad pass,[],1630245,,,1610612741,109,88,2022-10-25T02:07:21Z,5930000,,,0,,A. Dosunmu bad pass TURNOVER (2 TO),"[1630245, 203935]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,,Smart,203935.0
614,PT05M31.00S,2022-10-25T02:07:14.7Z,4,REGULAR,steal,,[],203935,,,1610612738,109,88,2022-10-25T02:07:20Z,5940000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
615,PT05M30.00S,2022-10-25T02:07:24.1Z,4,REGULAR,foul,personal,[],202696,,,1610612738,109,88,2022-10-25T02:07:42Z,5950000,,,0,,N. Vucevic personal FOUL (3 PF),"[202696, 203935]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,3.0,0.0,Smart,203935.0,,,,
617,PT05M30.00S,2022-10-25T02:07:31.0Z,4,REGULAR,substitution,out,[],1627884,,,1610612738,109,88,2022-10-25T02:07:36Z,5970000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M30.00S,2022-10-25T02:07:31.0Z,4,REGULAR,substitution,in,[],203897,,,1610612738,109,88,2022-10-25T02:07:36Z,5980000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M27.00S,2022-10-25T02:08:01.6Z,4,REGULAR,foul,personal,[],1629750,,,1610612738,109,88,2022-10-25T02:08:24Z,5990000,,,0,,J. Green personal FOUL (2 PF),"[1629750, 1628369]",1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627541.0,,2.0,0.0,Tatum,1628369.0,,,,
621,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,109,88,2022-10-25T02:08:45Z,6010000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,109,88,2022-10-25T02:08:45Z,6020000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,out,[],1627763,,,1610612738,109,88,2022-10-25T02:08:45Z,6030000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,109,88,2022-10-25T02:08:45Z,6040000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,out,[],201143,,,1610612738,109,88,2022-10-25T02:08:45Z,6050000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,109,88,2022-10-25T02:08:45Z,6060000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,109,88,2022-10-25T02:08:45Z,6070000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,in,[],1628382,,,1610612738,109,88,2022-10-25T02:08:45Z,6080000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,109,88,2022-10-25T02:08:45Z,6090000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M27.00S,2022-10-25T02:08:09.6Z,4,REGULAR,substitution,in,[],201933,,,1610612738,109,88,2022-10-25T02:08:45Z,6100000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M09.00S,2022-10-25T02:08:49.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,32.53942181340342,47.05882352941176,1610612738,109,88,2022-10-25T02:17:09Z,6110000,15.0,253.0,1,left,MISS P. Pritchard 25' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
632,PT05M05.00S,2022-10-25T02:08:53.2Z,4,REGULAR,rebound,offensive,[],201933,,,1610612738,109,88,2022-10-25T02:08:53Z,6120000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,,,,,,,631.0,1.0,0.0,1.0,,,,,,,,,,
633,PT05M05.00S,2022-10-25T02:08:53.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201933,5.590000152587891,50.0,1610612738,109,88,2022-10-25T02:08:53Z,6130000,0.0,0.0,1,left,MISS B. Griffin tip Layup,[201933],1610612738.0,BOS,tip,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
634,PT05M04.00S,2022-10-25T02:08:53.7Z,4,REGULAR,rebound,offensive,[],1630573,,,1610612738,109,88,2022-10-25T02:08:53Z,6140000,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,633.0,1.0,0.0,1.0,,,,,,,,,,
635,PT05M02.00S,2022-10-25T02:08:56.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628436,5.338370565045992,50.0,1610612738,109,90,2022-10-25T02:09:09Z,6150000,0.0,-2.0,1,left,L. Kornet DUNK (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.23,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
637,PT04M47.00S,2022-10-25T02:09:11.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.26215505913272,60.5392156862745,1610612741,109,90,2022-10-25T02:17:55Z,6170000,53.0,105.0,1,right,MISS D. DeRozan 11' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,,,,,,,,,,,,,,,,,,
638,PT04M45.00S,2022-10-25T02:09:13.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,109,90,2022-10-25T02:09:40Z,6180000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,637.0,1.0,1.0,0.0,,,,,,,,,,
639,PT04M34.00S,2022-10-25T02:09:24.7Z,4,REGULAR,3pt,Jump Shot,[],1628382,26.757555847568987,80.88235294117648,1610612738,109,93,2022-10-25T02:09:46Z,6190000,-154.0,199.0,1,left,J. Jackson 25' 3PT  (3 PTS) (B. Griffin 1 AST),"[1628382, 201933]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,25.19,Made,3.0,B. Griffin,201933.0,1.0,,,,,,,,,,,,,,
641,PT04M05.00S,2022-10-25T02:09:52.7Z,4,REGULAR,2pt,Jump Shot,[],202696,85.89027595269383,16.911764705882355,1610612741,111,93,2022-10-25T02:18:32Z,6210000,-165.0,80.0,1,right,N. Vucevic 18' turnaround fadeaway Jump Shot (18 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,18.38,Made,18.0,,,,,,,,,,,,,,,,,
643,PT03M45.00S,2022-10-25T02:10:13.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,28.33442838370565,14.705882352941178,1610612738,111,96,2022-10-25T02:18:47Z,6220000,176.0,214.0,1,left,P. Pritchard 27' 3PT pullup (3 PTS) (S. Hauser 1 AST),"[1630202, 1630573]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,27.72,Made,3.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,,
645,PT03M30.00S,2022-10-25T02:10:28.4Z,4,REGULAR,3pt,Jump Shot,[],202696,67.36202365308804,46.07843137254902,1610612741,111,96,2022-10-25T02:10:32Z,6240000,-20.0,254.0,1,right,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
646,PT03M28.00S,2022-10-25T02:10:30.4Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,111,96,2022-10-25T02:10:32Z,6250000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,645.0,1.0,1.0,0.0,,,,,,,,,,
647,PT03M24.00S,2022-10-25T02:10:34.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,16.113666228646515,3.6764705882352944,1610612738,111,96,2022-10-25T02:19:07Z,6260000,232.0,99.0,1,left,MISS S. Hauser 25' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
648,PT03M19.00S,2022-10-25T02:10:39.5Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,111,96,2022-10-25T02:10:44Z,6270000,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,647.0,2.0,1.0,1.0,,,,,,,,,,
649,PT03M19.00S,2022-10-25T02:10:39.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,111,96,2022-10-25T02:19:22Z,6280000,0.0,0.0,1,left,MISS L. Kornet tip DUNK,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
650,PT03M18.00S,2022-10-25T02:10:40.1Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,111,96,2022-10-25T02:19:22Z,6290000,,,0,,A. Dosunmu REBOUND (Off:0 Def:5),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,649.0,5.0,5.0,0.0,,,,,,,,,,
651,PT03M15.00S,2022-10-25T02:10:43.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203897,78.13731931668858,92.64705882352942,1610612741,114,96,2022-10-25T02:19:54Z,6300000,213.0,153.0,1,right,Z. LaVine 26' 3PT running pullup (19 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.24,Made,19.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,,
653,PT03M00.00S,2022-10-25T02:10:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,9.674770039421814,44.11764705882353,1610612738,114,96,2022-10-25T02:14:04Z,6320000,29.0,38.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
654,PT03M00.00S,2022-10-25T02:10:58.9Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612741,114,96,2022-10-25T02:14:04Z,6330000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,653.0,2.0,2.0,0.0,,,,,,,,,,
655,PT03M00.00S,2022-10-25T02:11:03.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,114,96,2022-10-25T02:11:03Z,6340000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT03M00.00S,2022-10-25T02:13:36.7Z,4,REGULAR,substitution,out,[],203897,,,1610612741,114,96,2022-10-25T02:13:46Z,6350000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT03M00.00S,2022-10-25T02:13:36.7Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,114,96,2022-10-25T02:13:46Z,6360000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M45.00S,2022-10-25T02:14:10.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.31340341655716,51.225490196078425,1610612741,116,96,2022-10-25T02:14:15Z,6370000,6.0,95.0,1,right,D. DeRozan 9' pullup Jump Shot (25 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,9.52,Made,25.0,,,,,,,,,,,,,,,,,
659,PT02M29.00S,2022-10-25T02:14:27.8Z,4,REGULAR,3pt,Jump Shot,[],1628382,30.305519053876477,67.64705882352942,1610612738,116,99,2022-10-25T02:14:34Z,6380000,-88.0,232.0,1,left,J. Jackson 24' 3PT  (6 PTS) (P. Pritchard 2 AST),"[1628382, 1630202]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Left Center,24.86,Made,6.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,
661,PT02M12.00S,2022-10-25T02:14:44.4Z,4,REGULAR,2pt,Jump Shot,[],202696,72.09264126149803,36.27450980392157,1610612741,116,99,2022-10-25T02:14:49Z,6400000,-69.0,210.0,1,right,MISS N. Vucevic 22' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,22.07,Missed,,,,,,,,,,,,,,,,,,
662,PT02M10.00S,2022-10-25T02:14:46.4Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,116,99,2022-10-25T02:14:49Z,6410000,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,661.0,2.0,1.0,1.0,,,,,,,,,,
664,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,out,[],202696,,,1610612738,116,99,2022-10-25T02:15:05Z,6430000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,out,[],201942,,,1610612738,116,99,2022-10-25T02:15:05Z,6440000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,116,99,2022-10-25T02:15:05Z,6450000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,in,[],1630172,,,1610612738,116,99,2022-10-25T02:15:05Z,6460000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,in,[],1631207,,,1610612738,116,99,2022-10-25T02:15:05Z,6470000,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M06.00S,2022-10-25T02:14:58.2Z,4,REGULAR,substitution,in,[],1628396,,,1610612738,116,99,2022-10-25T02:15:05Z,6480000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT02M00.00S,2022-10-25T02:15:27.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612738,116,99,2022-10-25T02:15:33Z,6490000,,,0,,C. White shooting personal FOUL (1 PF) (Hauser 2 FT),"[1629632, 1630573]",1610612741.0,CHI,shooting,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627541.0,,1.0,0.0,Hauser,1630573.0,,,,
672,PT02M00.00S,2022-10-25T02:15:47.3Z,4,REGULAR,freethrow,1 of 2,[],1630573,,,1610612738,116,99,2022-10-25T02:15:47Z,6510000,,,0,,MISS S. Hauser Free Throw 1 of 2,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
673,PT02M00.00S,2022-10-25T02:15:47.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,116,99,2022-10-25T02:15:47Z,6520000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,672.0,,,,,,,,,,,,,
674,PT02M00.00S,2022-10-25T02:15:57.3Z,4,REGULAR,freethrow,2 of 2,[],1630573,,,1610612738,116,100,2022-10-25T02:15:57Z,6530000,,,0,,S. Hauser Free Throw 2 of 2 (4 PTS),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
675,PT01M49.00S,2022-10-25T02:16:11.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,84.44480946123521,59.31372549019608,1610612741,118,100,2022-10-25T02:21:57Z,6540000,47.0,94.0,1,right,A. Dosunmu 10' pullup Jump Shot (22 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,10.46,Made,22.0,,,,,,,,,,,,,,,,,
676,PT01M39.00S,2022-10-25T02:16:22.5Z,4,REGULAR,2pt,Jump Shot,[],1628382,25.837713534822605,53.92156862745098,1610612738,118,100,2022-10-25T02:22:23Z,6550000,-20.0,190.0,1,left,MISS J. Jackson 19' pullup Shot,[1628382],1610612738.0,BOS,pullup,,,Jackson,J. Jackson,,,,,Mid-Range,16-24 Center,19.14,Missed,,,,,,,,,,,,,,,,,,
677,PT01M35.00S,2022-10-25T02:16:26.5Z,4,REGULAR,rebound,defensive,[],1628396,,,1610612741,118,100,2022-10-25T02:16:26Z,6560000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Center,,,,,,,676.0,1.0,1.0,0.0,,,,,,,,,,
678,PT01M30.00S,2022-10-25T02:16:32.8Z,4,REGULAR,2pt,Jump Shot,[],1630172,78.0059132720105,27.696078431372552,1610612741,120,100,2022-10-25T02:16:37Z,6570000,-112.0,154.0,1,right,P. Williams 19' pullup Jump Shot (4 PTS) (C. White 4 AST),"[1630172, 1629632]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,19.03,Made,4.0,C. White,1629632.0,4.0,,,,,,,,,,,,,,
680,PT01M18.00S,2022-10-25T02:16:45.7Z,4,REGULAR,2pt,Jump Shot,[],1630202,27.020367936925098,53.18627450980392,1610612738,120,100,2022-10-25T02:22:50Z,6590000,-16.0,201.0,1,left,MISS P. Pritchard 20' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,20.21,Missed,,,,,,,,,,,,,,,,,,
681,PT01M16.00S,2022-10-25T02:16:47.7Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,120,100,2022-10-25T02:16:50Z,6600000,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,,,,,,680.0,3.0,2.0,1.0,,,,,,,,,,
682,PT01M12.00S,2022-10-25T02:16:52.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,78.0059132720105,10.784313725490197,1610612741,120,100,2022-10-25T02:23:19Z,6610000,-196.0,154.0,1,right,MISS C. White 24' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
683,PT01M10.00S,2022-10-25T02:16:54.3Z,4,REGULAR,rebound,defensive,[],201933,,,1610612738,120,100,2022-10-25T02:16:57Z,6620000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,,,,,,,682.0,2.0,1.0,1.0,,,,,,,,,,
684,PT01M03.00S,2022-10-25T02:17:01.6Z,4,REGULAR,3pt,Jump Shot,[],1630573,23.73521681997372,10.049019607843137,1610612738,120,100,2022-10-25T02:17:07Z,6630000,200.0,171.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
685,PT00M59.20S,2022-10-25T02:17:05.4Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,120,100,2022-10-25T02:17:07Z,6640000,,,0,,A. Dosunmu REBOUND (Off:0 Def:6),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,,684.0,6.0,6.0,0.0,,,,,,,,,,
686,PT00M51.80S,2022-10-25T02:17:12.5Z,4,REGULAR,3pt,Jump Shot,[],1631207,72.22404730617609,22.30392156862745,1610612741,120,100,2022-10-25T02:17:21Z,6650000,-138.0,209.0,1,right,MISS D. Terry 25' 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
687,PT00M48.60S,2022-10-25T02:17:15.7Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,120,100,2022-10-25T02:17:22Z,6660000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,,,,686.0,3.0,2.0,1.0,,,,,,,,,,
688,PT00M40.70S,2022-10-25T02:17:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201933,5.075558475689881,51.470588235294116,1610612738,120,100,2022-10-25T02:17:30Z,6670000,-7.0,-5.0,1,left,MISS B. Griffin driving Layup,[201933],1610612738.0,BOS,driving,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
689,PT00M40.70S,2022-10-25T02:17:25.3Z,4,REGULAR,rebound,offensive,[],201933,,,1610612738,120,100,2022-10-25T02:17:30Z,6680000,,,0,,B. Griffin REBOUND (Off:2 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,688.0,3.0,1.0,2.0,,,,,,,,,,
698,PT00M40.70S,2022-10-25T02:17:26.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,6.389618922470433,49.754901960784316,1610612738,120,100,2022-10-25T02:25:30Z,6685000,1.0,8.0,1,left,MISS B. Griffin tip Layup,[201933],1610612738.0,BOS,tip,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
699,PT00M40.70S,2022-10-25T02:17:26.8Z,4,REGULAR,rebound,offensive,[],201933,,,1610612738,120,100,2022-10-25T02:25:30Z,6687500,,,0,,B. Griffin REBOUND (Off:3 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,698.0,4.0,1.0,3.0,,,,,,,,,,
690,PT00M40.70S,2022-10-25T02:17:28.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,5.590000152587891,50.0,1610612738,120,102,2022-10-25T02:25:30Z,6690000,0.0,0.0,1,left,B. Griffin putback Layup (2 PTS),[201933],1610612738.0,BOS,putback,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
691,PT00M16.70S,2022-10-25T02:17:58.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,120,102,2022-10-25T02:18:07Z,6700000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1830.0,,,,,,,,,
692,PT00M16.70S,2022-10-25T02:18:02.1Z,4,REGULAR,substitution,out,[],1630245,,,1610612738,120,102,2022-10-25T02:18:11Z,6710000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
