actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT04M07.00S,2023-02-25T01:27:17.9Z,1,REGULAR,substitution,out,[],201976,,,1610612751,22,13,2023-02-25T01:27:32Z,840000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M07.00S,2023-02-25T01:27:17.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,22,13,2023-02-25T01:27:32Z,850000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M07.00S,2023-02-25T01:27:17.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612751,22,13,2023-02-25T01:27:32Z,860000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M07.00S,2023-02-25T01:27:17.9Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,22,13,2023-02-25T01:27:32Z,870000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2023-02-25T01:27:35.1Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,22,14,2023-02-25T01:27:35Z,880000,False,,,0,,M. Bridges Free Throw 2 of 2 (4 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
89,PT03M43.00S,2023-02-25T01:28:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.222733245729303,57.35294117647059,1610612741,22,14,2023-02-25T01:28:07Z,890000,False,-37.0,72.0,1,left,MISS N. Vucevic 8' turnaround Shot,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,8.07,Missed,,,,,,,,,,,,,,,
90,PT03M42.00S,2023-02-25T01:28:01.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,22,14,2023-02-25T01:28:07Z,900000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,89.0,3.0,3.0,0.0,,,,,,,,,,,
91,PT03M34.00S,2023-02-25T01:28:10.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,91.80354796320631,5.392156862745098,1610612751,22,14,2023-02-25T01:28:26Z,910000,False,-223.0,25.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,22.43,Missed,,,,,,,,,,,,,,,
92,PT03M30.00S,2023-02-25T01:28:14.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,22,14,2023-02-25T01:28:26Z,920000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,
93,PT03M14.00S,2023-02-25T01:28:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.521024967148489,47.30392156862745,1610612741,24,14,2023-02-25T01:28:36Z,930000,False,13.0,9.0,1,left,N. Vucevic cutting Layup (6 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,1.61,Made,,,,,6.0,,A. Dosunmu,1630245.0,1.0,,,,,,
95,PT02M55.00S,2023-02-25T01:28:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,86.28449408672799,59.31372549019608,1610612751,24,14,2023-02-25T01:28:55Z,950000,False,47.0,76.0,1,right,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,8.95,Missed,,,,,,,,,,,,,,,
96,PT02M52.00S,2023-02-25T01:28:52.3Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,24,14,2023-02-25T01:28:55Z,960000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,
97,PT02M44.00S,2023-02-25T01:29:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.521024967148489,46.07843137254902,1610612741,26,14,2023-02-25T01:29:38Z,970000,False,20.0,9.0,1,left,Z. LaVine driving Layup (10 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,2.15,Made,,,,,10.0,,N. Vucevic,202696.0,1.0,,,,,,
99,PT02M43.00S,2023-02-25T01:29:04.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,26,14,2023-02-25T01:29:04Z,990000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M43.00S,2023-02-25T01:31:31.0Z,1,REGULAR,substitution,out,[],203897,,,1610612751,26,14,2023-02-25T01:32:02Z,1000000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M43.00S,2023-02-25T01:31:31.0Z,1,REGULAR,substitution,out,[],202696,,,1610612751,26,14,2023-02-25T01:32:02Z,1010000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M43.00S,2023-02-25T01:31:31.0Z,1,REGULAR,substitution,in,[],203083,,,1610612751,26,14,2023-02-25T01:32:02Z,1020000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M43.00S,2023-02-25T01:31:31.0Z,1,REGULAR,substitution,in,[],201942,,,1610612751,26,14,2023-02-25T01:32:02Z,1030000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M27.00S,2023-02-25T01:32:24.1Z,1,REGULAR,2pt,Jump Shot,[],1628969,92.85479632063075,78.18627450980392,1610612751,26,14,2023-02-25T01:32:45Z,1040000,False,141.0,15.0,1,right,MISS M. Bridges 14' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,14.17,Missed,,,,,,,,,,,,,,,
105,PT02M23.00S,2023-02-25T01:32:28.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,26,14,2023-02-25T01:32:41Z,1050000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,
106,PT02M12.00S,2023-02-25T01:32:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.1268068331143235,48.28431372549019,1610612741,28,14,2023-02-25T01:32:46Z,1060000,False,9.0,5.0,1,left,D. DeRozan driving Layup (7 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,1.0,Made,,,,,7.0,,,,,,,,,,
107,PT02M05.00S,2023-02-25T01:32:50.3Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,28,14,2023-02-25T01:33:10Z,1070000,False,,,0,,D. Sharpe off-the-ball offensive FOUL (1 PF),"[1630549, 1630172]",1610612751.0,BKN,off-the-ball,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Center,,,,,,,,,,,2003.0,,,,1.0,0.0,Williams,1630172.0,,
109,PT02M05.00S,2023-02-25T01:32:50.3Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,28,14,2023-02-25T01:32:50Z,1090000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Center,1.0,,,,,,,,,,2003.0,,,,,,,,,
110,PT02M05.00S,2023-02-25T01:32:58.6Z,1,REGULAR,substitution,out,[],1627827,,,1610612741,28,14,2023-02-25T01:33:07Z,1100000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M05.00S,2023-02-25T01:32:58.6Z,1,REGULAR,substitution,in,[],1626220,,,1610612741,28,14,2023-02-25T01:33:07Z,1110000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M57.00S,2023-02-25T01:33:18.7Z,1,REGULAR,foul,offensive,[],203083,,,1610612741,28,14,2023-02-25T01:33:28Z,1120000,False,,,0,,A. Drummond off-the-ball offensive FOUL (1 PF),"[203083, 1626220]",1610612741.0,CHI,off-the-ball,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1193.0,,,,1.0,0.0,O'Neale,1626220.0,,
114,PT01M57.00S,2023-02-25T01:33:18.7Z,1,REGULAR,turnover,offensive foul,[],203083,,,1610612741,28,14,2023-02-25T01:33:18Z,1140000,False,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,1193.0,,,,,,,,,
115,PT01M42.00S,2023-02-25T01:33:40.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,69.46452036793693,15.931372549019606,1610612751,28,14,2023-02-25T01:34:19Z,1150000,False,-170.0,235.0,1,right,MISS C. Thomas 28' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,28.98,Missed,,,,,,,,,,,,,,,
116,PT01M38.00S,2023-02-25T01:33:44.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,28,14,2023-02-25T01:34:02Z,1160000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,115.0,1.0,0.0,1.0,,,,,,,,,,,
117,PT01M37.00S,2023-02-25T01:33:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612751,28,14,2023-02-25T01:33:58Z,1170000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Thomas 2 FT),"[1630172, 1630560]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,1.0,0.0,Thomas,1630560.0,,
119,PT01M37.00S,2023-02-25T01:34:15.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630560,,,1610612751,28,15,2023-02-25T01:34:15Z,1190000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
120,PT01M37.00S,2023-02-25T01:34:21.3Z,1,REGULAR,substitution,out,[],203915,,,1610612751,28,15,2023-02-25T01:34:25Z,1200000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M37.00S,2023-02-25T01:34:21.3Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,28,15,2023-02-25T01:34:25Z,1210000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M37.00S,2023-02-25T01:34:37.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630560,,,1610612751,28,16,2023-02-25T01:34:37Z,1220000,False,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
123,PT01M22.00S,2023-02-25T01:34:54.9Z,1,REGULAR,2pt,Jump Shot,[],201942,21.369908015768726,56.127450980392155,1610612741,28,16,2023-02-25T01:35:15Z,1230000,False,-31.0,148.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,15.15,Missed,,,,,,,,,,,,,,,
124,PT01M19.00S,2023-02-25T01:34:57.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,28,16,2023-02-25T01:35:15Z,1240000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,,,
125,PT01M19.00S,2023-02-25T01:34:57.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612741,28,16,2023-02-25T01:34:57Z,1250000,False,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
126,PT01M18.00S,2023-02-25T01:34:58.5Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,28,16,2023-02-25T01:34:58Z,1260000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,
127,PT01M11.00S,2023-02-25T01:35:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,93.9060446780552,50.49019607843137,1610612751,28,18,2023-02-25T01:35:16Z,1270000,False,2.0,5.0,1,right,D. Sharpe alley-oop DUNK (2 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,2.0,,C. Thomas,1630560.0,1.0,,,,,,
129,PT01M07.00S,2023-02-25T01:35:13.0Z,1,REGULAR,foul,personal,[],1626220,,,1610612741,28,18,2023-02-25T01:35:24Z,1290000,False,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 201942]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2003.0,,,,1.0,0.0,DeRozan,201942.0,,
131,PT01M07.00S,2023-02-25T01:35:30.3Z,1,REGULAR,substitution,out,[],1629661,,,1610612741,28,18,2023-02-25T01:35:33Z,1310000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M07.00S,2023-02-25T01:35:30.3Z,1,REGULAR,substitution,in,[],203925,,,1610612741,28,18,2023-02-25T01:35:33Z,1320000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M59.80S,2023-02-25T01:35:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,3.4986859395532193,96.07843137254902,1610612741,28,18,2023-02-25T01:35:52Z,1330000,False,-230.0,-20.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,,,,23.12,Missed,,,,,,,,,,,,,,,
134,PT00M57.20S,2023-02-25T01:35:49.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,28,18,2023-02-25T01:35:52Z,1340000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,
135,PT00M48.10S,2023-02-25T01:35:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,87.99277266754271,60.049019607843135,1610612751,28,18,2023-02-25T01:37:30Z,1350000,False,50.0,60.0,1,right,MISS M. Bridges 7' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,7.85,Missed,,,,,,,,,,,,,,,
136,PT00M45.70S,2023-02-25T01:36:01.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,28,18,2023-02-25T01:36:02Z,1360000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,135.0,2.0,2.0,0.0,,,,,,,,,,,
137,PT00M38.00S,2023-02-25T01:36:09.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,5.995400788436268,41.17647058823529,1610612741,28,18,2023-02-25T01:36:18Z,1370000,False,44.0,4.0,1,left,MISS A. Drummond turnaround Hook,[203083],1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Missed,,,,,,,,,,,,,,,
138,PT00M38.00S,2023-02-25T01:36:09.2Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,28,18,2023-02-25T01:40:52Z,1380000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,
139,PT00M38.00S,2023-02-25T01:36:17.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612741,28,18,2023-02-25T01:40:49Z,1390000,False,,,0,,D. Sharpe personal FOUL (2 PF) (Williams 2 FT),"[1630549, 1630172]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,,,,2.0,0.0,Williams,1630172.0,,
141,PT00M38.00S,2023-02-25T01:36:41.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630172,,,1610612741,29,18,2023-02-25T01:36:41Z,1410000,False,,,0,,P. Williams Free Throw 1 of 2 (4 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
142,PT00M38.00S,2023-02-25T01:36:41.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630172,,,1610612741,29,18,2023-02-25T01:37:13Z,1420000,False,,,0,,MISS P. Williams Free Throw 2 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
143,PT00M36.00S,2023-02-25T01:36:43.6Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,29,18,2023-02-25T01:37:13Z,1430000,False,,,0,,A. Drummond REBOUND (Off:2 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,142.0,2.0,0.0,2.0,,,,,,,,,,,
144,PT00M33.20S,2023-02-25T01:36:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,6.258212877792378,47.549019607843135,1610612741,29,18,2023-02-25T01:40:39Z,1440000,False,12.0,6.0,1,left,MISS A. Drummond putback Layup,[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.38,Missed,,,,,,,,,,,,,,,
145,PT00M31.50S,2023-02-25T01:36:58.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,29,18,2023-02-25T01:37:27Z,1450000,False,,,0,,A. Drummond REBOUND (Off:3 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,144.0,3.0,0.0,3.0,,,,,,,,,,,
146,PT00M31.50S,2023-02-25T01:37:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612741,29,18,2023-02-25T01:41:59Z,1460000,False,0.0,0.0,1,left,MISS A. Drummond putback Layup - blocked,"[203083, 1630549]",1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,Sharpe,1630549.0
147,PT00M31.50S,2023-02-25T01:37:02.7Z,1,REGULAR,block,,[],1630549,,,1610612741,29,18,2023-02-25T01:37:10Z,1470000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT00M30.40S,2023-02-25T01:37:03.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,29,18,2023-02-25T01:41:59Z,1480000,False,,,0,,A. Drummond REBOUND (Off:4 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,146.0,4.0,0.0,4.0,,,,,,,,,,,
149,PT00M30.40S,2023-02-25T01:37:13.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203083,5.590000152587891,50.0,1610612741,31,18,2023-02-25T01:42:10Z,1490000,False,0.0,0.0,1,left,A. Drummond putback DUNK (2 PTS),[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,2.0,,,,,,,,,,
150,PT00M17.40S,2023-02-25T01:37:17.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,71.56701708278581,74.75490196078431,1610612751,31,18,2023-02-25T01:42:35Z,1500000,False,124.0,215.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,24.79,Missed,,,,,,,,,,,,,,,
151,PT00M14.20S,2023-02-25T01:37:21.0Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,31,18,2023-02-25T01:42:35Z,1510000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,150.0,2.0,1.0,1.0,,,,,,,,,,,
152,PT00M01.60S,2023-02-25T01:37:35.5Z,1,REGULAR,2pt,Jump Shot,[],201942,26.231931668856767,59.80392156862745,1610612741,33,18,2023-02-25T01:43:11Z,1520000,False,-49.0,194.0,1,left,D. DeRozan 20' pullup Jump Shot (9 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,20.02,Made,,,,,9.0,,,,,,,,,,
153,PT00M00.00S,2023-02-25T01:37:40.9Z,1,REGULAR,period,end,[],0,,,1610612751,33,18,2023-02-25T01:37:40Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-02-25T01:39:52.7Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,33,18,2023-02-25T01:40:21Z,1550000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-02-25T01:39:52.7Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,33,18,2023-02-25T01:40:21Z,1560000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-02-25T01:39:52.7Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,33,18,2023-02-25T01:40:21Z,1570000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-02-25T01:39:52.7Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612751,33,18,2023-02-25T01:42:46Z,1575000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-02-25T01:40:30.5Z,2,REGULAR,period,start,[],0,,,1610612741,33,18,2023-02-25T01:40:30Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2023-02-25T01:40:52.4Z,2,REGULAR,foul,personal,[],203925,,,1610612741,33,18,2023-02-25T01:40:59Z,1590000,False,,,0,,J. Harris personal FOUL (1 PF),"[203925, 201942]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,1.0,0.0,DeRozan,201942.0,,
161,PT11M37.00S,2023-02-25T01:41:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,6.389618922470433,52.20588235294118,1610612741,33,18,2023-02-25T01:41:17Z,1610000,False,-11.0,8.0,1,left,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,1.34,Missed,,,,,,,,,,,,,,,
162,PT11M35.00S,2023-02-25T01:41:12.7Z,2,REGULAR,rebound,offensive,[],1630172,,,1610612741,33,18,2023-02-25T01:46:00Z,1620000,False,,,0,,P. Williams REBOUND (Off:2 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,161.0,3.0,1.0,2.0,,,,,,,,,,,
163,PT11M35.00S,2023-02-25T01:41:14.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630172,5.590000152587891,50.0,1610612741,33,18,2023-02-25T01:46:09Z,1630000,False,0.0,0.0,1,left,MISS P. Williams tip Layup,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
164,PT11M34.00S,2023-02-25T01:41:15.5Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,33,18,2023-02-25T01:46:09Z,1640000,False,,,0,,A. Drummond REBOUND (Off:5 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,163.0,5.0,0.0,5.0,,,,,,,,,,,
