actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
91,PT05M39.00S,2025-03-22T02:30:21.5Z,1,REGULAR,substitution,out,[],1630703,,,1610612743,19,19,2025-03-22T02:30:30Z,880000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M39.00S,2025-03-22T02:30:21.5Z,1,REGULAR,substitution,in,[],1630625,,,1610612743,19,19,2025-03-22T02:30:30Z,890000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M20.00S,2025-03-22T02:30:52.9Z,1,REGULAR,turnover,lost ball,[],1627750,,,1610612743,19,19,2025-03-22T02:30:58Z,900000,False,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1641739]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,1.0,Camara,1641739.0,,,,,,,,,,,,,,
94,PT05M20.00S,2025-03-22T02:30:52.9Z,1,REGULAR,steal,,[],1641739,,,1610612757,19,19,2025-03-22T02:30:55Z,910000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
95,PT05M20.00S,2025-03-22T02:30:55.8Z,1,REGULAR,turnover,out-of-bounds,[],1641739,,,1610612757,19,19,2025-03-22T02:31:03Z,920000,False,,,0,,T. Camara bad pass out-of-bounds TURNOVER (1 TO),[1641739],1610612757.0,POR,bad pass,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,1.0,,,202058.0,,,,,,,,,,,,,
97,PT05M01.00S,2025-03-22T02:31:39.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203932,15.193823915900131,26.47058823529412,1610612743,19,21,2025-03-22T02:31:44Z,930000,False,118.0,90.0,1,left,A. Gordon 14' turnaround fadeaway Jump Shot (9 PTS),[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,14.83,Made,9.0,,,,,,,,,,,,,,,,,
99,PT04M37.00S,2025-03-22T02:32:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,84.57621550591328,41.17647058823529,1610612757,21,21,2025-03-22T02:32:30Z,950000,False,-44.0,92.0,1,right,S. Sharpe 10' fadeaway Jump Shot (2 PTS) (D. Avdija 1 AST),"[1631101, 1630166]",1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,2.0,,,,,,,,,D. Avdija,1630166.0,1.0,,,,,,
101,PT04M17.00S,2025-03-22T02:32:43.4Z,1,REGULAR,2pt,Jump Shot,[],1627750,21.895532194480946,46.568627450980394,1610612743,21,23,2025-03-22T02:34:29Z,970000,False,17.0,153.0,1,left,J. Murray 15' driving floating Jump Shot (4 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,15.43,Made,4.0,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2025-03-22T02:32:54.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630166,92.59198423127464,51.470588235294116,1610612757,23,23,2025-03-22T02:32:58Z,980000,False,7.0,17.0,1,right,D. Avdija driving DUNK (8 PTS) (D. Banton 1 AST),"[1630166, 1630625]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.86,Made,8.0,,,,,,,,,D. Banton,1630625.0,1.0,,,,,,
104,PT04M02.00S,2025-03-22T02:32:59.0Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,23,23,2025-03-22T02:33:57Z,1000000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1631101]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,2.0,Sharpe,1631101.0,,,,,,,,,,,,,,
105,PT04M02.00S,2025-03-22T02:32:59.0Z,1,REGULAR,steal,,[],1631101,,,1610612757,23,23,2025-03-22T02:33:01Z,1010000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M59.00S,2025-03-22T02:33:02.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641871,66.96780551905388,46.81372549019608,1610612757,23,23,2025-03-22T02:33:06Z,1020000,False,-16.0,258.0,1,right,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
107,PT03M56.00S,2025-03-22T02:33:05.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,23,23,2025-03-22T02:33:06Z,1030000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,
108,PT03M51.00S,2025-03-22T02:33:10.0Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,23,23,2025-03-22T02:37:12Z,1040000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1630166]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Avdija,1630166.0,,,,,,,,,,,,,,
109,PT03M51.00S,2025-03-22T02:33:10.0Z,1,REGULAR,steal,,[],1630166,,,1610612757,23,23,2025-03-22T02:33:11Z,1050000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M44.00S,2025-03-22T02:33:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,67.36202365308804,40.68627450980392,1610612757,23,23,2025-03-22T02:33:25Z,1060000,False,-47.0,254.0,1,right,MISS D. Banton 25' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2025-03-22T02:33:20.9Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,23,23,2025-03-22T02:33:20Z,1070000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,110.0,1.0,0.0,1.0,,
112,PT03M38.00S,2025-03-22T02:33:23.2Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,23,23,2025-03-22T02:33:27Z,1080000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 201566]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,1.0,Westbrook,201566.0,,,,,,,,,,,,,,
113,PT03M38.00S,2025-03-22T02:33:23.2Z,1,REGULAR,steal,,[],201566,,,1610612743,23,23,2025-03-22T02:33:25Z,1090000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
114,PT03M21.00S,2025-03-22T02:33:42.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641871,,,1610612743,23,23,2025-03-22T02:33:51Z,1100000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1641871, 201566]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Mid-Range,8-16 Left,,,,,,,202007.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
116,PT03M21.00S,2025-03-22T02:34:11.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201566,,,1610612743,23,24,2025-03-22T02:34:11Z,1120000,False,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612743,23,24,2025-03-22T02:34:22Z,1130000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,23,24,2025-03-22T02:34:22Z,1140000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,out,[],203932,,,1610612743,23,24,2025-03-22T02:34:22Z,1150000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,in,[],1629680,,,1610612743,23,24,2025-03-22T02:34:22Z,1160000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,23,24,2025-03-22T02:34:22Z,1170000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2025-03-22T02:34:13.4Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,23,24,2025-03-22T02:34:22Z,1180000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M21.00S,2025-03-22T02:34:44.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201566,,,1610612743,23,25,2025-03-22T02:34:44Z,1190000,False,,,0,,R. Westbrook Free Throw 2 of 2 (6 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2025-03-22T02:34:56.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,72.22404730617609,78.18627450980392,1610612757,23,25,2025-03-22T02:35:01Z,1200000,False,141.0,209.0,1,right,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2025-03-22T02:34:59.0Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,23,25,2025-03-22T02:35:01Z,1210000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,124.0,1.0,1.0,0.0,,
126,PT02M56.00S,2025-03-22T02:35:15.2Z,1,REGULAR,foul,offensive,[],201566,,,1610612743,23,25,2025-03-22T02:35:25Z,1220000,False,,,0,,R. Westbrook offensive FOUL (1 PF),"[201566, 1631101]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627534.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,,
128,PT02M56.00S,2025-03-22T02:35:15.2Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612743,23,25,2025-03-22T02:35:15Z,1240000,False,,,0,,R. Westbrook offensive foul TURNOVER (2 TO),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,,,1627534.0,,,,,,,,,,,,,
129,PT02M56.00S,2025-03-22T02:35:25.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,23,25,2025-03-22T02:35:34Z,1250000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M56.00S,2025-03-22T02:35:25.4Z,1,REGULAR,substitution,out,[],201566,,,1610612757,23,25,2025-03-22T02:35:34Z,1260000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M56.00S,2025-03-22T02:35:25.4Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,23,25,2025-03-22T02:35:34Z,1270000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M56.00S,2025-03-22T02:35:25.4Z,1,REGULAR,substitution,in,[],1629618,,,1610612757,23,25,2025-03-22T02:35:34Z,1280000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M46.00S,2025-03-22T02:35:47.1Z,1,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612757,23,25,2025-03-22T02:35:55Z,1290000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Camara 2 FT),"[1631212, 1641739]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
135,PT02M46.00S,2025-03-22T02:36:12.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641739,,,1610612757,24,25,2025-03-22T02:36:12Z,1310000,False,,,0,,T. Camara Free Throw 1 of 2 (5 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
136,PT02M46.00S,2025-03-22T02:36:28.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641739,,,1610612757,25,25,2025-03-22T02:36:28Z,1320000,False,,,0,,T. Camara Free Throw 2 of 2 (6 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2025-03-22T02:36:50.9Z,1,REGULAR,2pt,Jump Shot,[],1627750,10.33180026281209,74.26470588235294,1610612743,25,27,2025-03-22T02:36:55Z,1330000,False,-121.0,45.0,1,left,J. Murray 12' pullup Jump Shot (6 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,12.92,Made,6.0,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2025-03-22T02:37:12.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,90.09526938239159,4.411764705882353,1610612757,25,27,2025-03-22T02:37:21Z,1350000,False,-228.0,41.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
140,PT01M58.00S,2025-03-22T02:37:17.7Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,25,27,2025-03-22T02:37:21Z,1360000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,
141,PT01M55.00S,2025-03-22T02:37:25.8Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612743,25,27,2025-03-22T02:44:18Z,1370000,False,,,0,,M. Porter Jr. bad pass TURNOVER (2 TO),"[1629008, 1641871]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.0,Reath,1641871.0,,,,,,,,,,,,,,
142,PT01M55.00S,2025-03-22T02:37:25.8Z,1,REGULAR,steal,,[],1641871,,,1610612757,25,27,2025-03-22T02:38:36Z,1380000,False,,,0,,D. Reath STEAL (1 STL),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2025-03-22T02:37:40.9Z,1,REGULAR,substitution,out,[],1627750,,,1610612757,25,27,2025-03-22T02:37:47Z,1400000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2025-03-22T02:37:40.9Z,1,REGULAR,substitution,in,[],1642461,,,1610612757,25,27,2025-03-22T02:37:47Z,1410000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M26.00S,2025-03-22T02:38:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,65.39093298291722,56.127450980392155,1610612757,25,27,2025-03-22T02:38:18Z,1420000,False,31.0,273.0,1,right,MISS D. Banton 27' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,,
147,PT01M24.00S,2025-03-22T02:38:16.9Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,25,27,2025-03-22T02:38:16Z,1430000,False,,,0,,D. Reath REBOUND (Off:1 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,146.0,2.0,1.0,1.0,,
148,PT01M23.00S,2025-03-22T02:38:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641871,92.9862023653088,52.94117647058824,1610612757,27,27,2025-03-22T02:38:22Z,1440000,False,15.0,13.0,1,right,D. Reath putback Layup (2 PTS),[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.99,Made,2.0,,,,,,,,,,,,,,,,,
149,PT01M06.00S,2025-03-22T02:38:34.8Z,1,REGULAR,3pt,Jump Shot,[],1629618,32.933639947437584,54.166666666666664,1610612743,27,30,2025-03-22T02:38:40Z,1450000,False,-21.0,257.0,1,left,J. Pickett 25' 3PT pullup (3 PTS),[1629618],1610612743.0,DEN,pullup,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,25.79,Made,3.0,,,,,,,,,,,,,,,,,
150,PT00M48.40S,2025-03-22T02:38:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,80.1084099868594,39.46078431372549,1610612757,29,30,2025-03-22T02:45:03Z,1460000,False,-53.0,134.0,1,right,T. Camara 14' driving floating Jump Shot (8 PTS) (D. Banton 2 AST),"[1641739, 1630625]",1610612757.0,POR,driving floating,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,14.45,Made,8.0,,,,,,,,,D. Banton,1630625.0,2.0,,,,,,
152,PT00M48.40S,2025-03-22T02:39:00.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642461,,,1610612757,29,30,2025-03-22T02:39:05Z,1480000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Camara 1 FT),"[1642461, 1641739]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202007.0,1.0,0.0,Camara,1641739.0,,,,,,,,,
154,PT00M48.40S,2025-03-22T02:39:21.8Z,1,REGULAR,freethrow,1 of 1,[],1641739,,,1610612757,30,30,2025-03-22T02:39:21Z,1500000,False,,,0,,T. Camara Free Throw 1 of 1 (9 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
155,PT00M28.00S,2025-03-22T02:39:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.35676741130092,31.61764705882353,1610612743,30,30,2025-03-22T02:39:49Z,1510000,False,92.0,242.0,1,left,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
156,PT00M24.80S,2025-03-22T02:39:48.1Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,30,30,2025-03-22T02:39:49Z,1520000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,155.0,1.0,1.0,0.0,,
157,PT00M04.50S,2025-03-22T02:40:08.2Z,1,REGULAR,2pt,Jump Shot,[],1630625,88.25558475689881,16.176470588235293,1610612757,30,30,2025-03-22T02:46:27Z,1530000,False,-169.0,58.0,1,right,MISS D. Banton 17' step back Shot,[1630625],1610612757.0,POR,step back,,,Banton,D. Banton,,,,,Mid-Range,16-24 Left,17.87,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.40S,2025-03-22T02:40:11.3Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,30,30,2025-03-22T02:40:15Z,1540000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,
159,PT00M00.00S,2025-03-22T02:40:32.8Z,1,REGULAR,period,end,[],0,,,1610612743,30,30,2025-03-22T02:40:32Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612743,30,30,2025-03-22T02:42:48Z,1560000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612743,30,30,2025-03-22T02:42:48Z,1570000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,out,['startperiod'],1642461,,,1610612743,30,30,2025-03-22T02:42:48Z,1580000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,in,['startperiod'],1630703,,,1610612743,30,30,2025-03-22T02:42:48Z,1590000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,in,['startperiod'],1630166,,,1610612743,30,30,2025-03-22T02:42:48Z,1600000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-03-22T02:41:54.8Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612743,30,30,2025-03-22T02:42:48Z,1610000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-03-22T02:42:57.6Z,2,REGULAR,period,start,[],0,,,1610612757,30,30,2025-03-22T02:42:57Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M54.00S,2025-03-22T02:43:02.3Z,2,REGULAR,turnover,lost ball,[],1630703,,,1610612757,30,30,2025-03-22T02:43:06Z,1630000,False,,,0,,S. Henderson lost ball TURNOVER (2 TO),"[1630703, 1630192]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,2.0,Nnaji,1630192.0,,,,,,,,,,,,,,
168,PT11M54.00S,2025-03-22T02:43:02.3Z,2,REGULAR,steal,,[],1630192,,,1610612743,30,30,2025-03-22T02:43:04Z,1640000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
169,PT11M50.00S,2025-03-22T02:43:06.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1629618,28.203022339027594,38.23529411764706,1610612743,30,30,2025-03-22T02:43:13Z,1650000,False,59.0,213.0,1,left,MISS J. Pickett 22' running pullup Shot,[1629618],1610612743.0,DEN,running pullup,,,Pickett,J. Pickett,,,,,Mid-Range,16-24 Center,22.06,Missed,,,,,,,,,,,,,,,,,,
170,PT11M47.00S,2025-03-22T02:43:09.5Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,30,30,2025-03-22T02:43:09Z,1660000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,
171,PT11M37.00S,2025-03-22T02:43:22.1Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612743,30,30,2025-03-22T02:43:27Z,1670000,False,,,0,,R. Westbrook lost ball out-of-bounds TURNOVER (3 TO),[201566],1610612743.0,DEN,lost ball,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,3.0,,,202007.0,,,,,,,,,,,,,
172,PT11M22.00S,2025-03-22T02:43:41.5Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,30,30,2025-03-22T02:43:44Z,1680000,False,,,0,,S. Henderson bad pass TURNOVER (3 TO),"[1630703, 1630192]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,3.0,Nnaji,1630192.0,,,,,,,,,,,,,,
173,PT11M22.00S,2025-03-22T02:43:41.5Z,2,REGULAR,steal,,[],1630192,,,1610612743,30,30,2025-03-22T02:43:43Z,1690000,False,,,0,,Z. Nnaji STEAL (2 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
