actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT06M55.00S,2025-02-21T03:24:11.0Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,8,10,2025-02-21T03:24:11Z,860000,False,,,0,,A. Reaves Free Throw 1 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
89,PT06M55.00S,2025-02-21T03:24:24.8Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,8,11,2025-02-21T03:24:24Z,870000,False,,,0,,A. Reaves Free Throw 2 of 2 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
90,PT06M37.00S,2025-02-21T03:24:43.7Z,1,REGULAR,2pt,Jump Shot,[],1630703,92.59198423127464,8.57843137254902,1610612757,8,11,2025-02-21T03:24:47Z,880000,False,-207.0,17.0,1,right,MISS S. Henderson 20' Jump Shot,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left,20.78,Missed,,,,,,,,,,,,,,,,,,
91,PT06M35.00S,2025-02-21T03:24:45.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612747,8,11,2025-02-21T03:24:45Z,890000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,
92,PT06M17.00S,2025-02-21T03:25:03.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,6.652431011826544,94.6078431372549,1610612747,8,11,2025-02-21T03:25:07Z,900000,False,-223.0,10.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,22.32,Missed,,,,,,,,,,,,,,,,,,
93,PT06M14.00S,2025-02-21T03:25:06.3Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,8,11,2025-02-21T03:25:06Z,910000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Left Corner 3,24+ Left,,,,,92.0,3.0,2.0,1.0,,,,,,,,,,,,
94,PT06M05.00S,2025-02-21T03:25:18.4Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612747,8,11,2025-02-21T03:25:30Z,920000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Reaves 2 FT),"[1629057, 1630559]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,202035.0,1.0,0.0,Reaves,1630559.0,,,,,,,
96,PT06M05.00S,2025-02-21T03:25:44.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630559,,,1610612747,8,12,2025-02-21T03:25:44Z,940000,False,,,0,,A. Reaves Free Throw 1 of 2 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
97,PT06M05.00S,2025-02-21T03:25:45.4Z,1,REGULAR,substitution,out,[],2544,,,1610612747,8,12,2025-02-21T03:25:47Z,950000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT06M05.00S,2025-02-21T03:25:45.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612747,8,12,2025-02-21T03:25:47Z,960000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M05.00S,2025-02-21T03:26:06.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630559,,,1610612747,8,13,2025-02-21T03:26:06Z,970000,False,,,0,,A. Reaves Free Throw 2 of 2 (7 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
100,PT05M56.00S,2025-02-21T03:26:17.3Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,8,13,2025-02-21T03:26:23Z,980000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1630559]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Reaves,1630559.0,,,
101,PT05M56.00S,2025-02-21T03:26:17.3Z,1,REGULAR,steal,,[],1630559,,,1610612747,8,13,2025-02-21T03:26:18Z,990000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
102,PT05M51.00S,2025-02-21T03:26:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,6.1268068331143235,46.81372549019608,1610612747,8,15,2025-02-21T03:26:28Z,1000000,False,16.0,5.0,1,left,A. Reaves running Layup (9 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,,,9.0,,,,,,
103,PT05M33.00S,2025-02-21T03:26:41.8Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,8,15,2025-02-21T03:26:46Z,1010000,False,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (2 TO),[1631101],1610612757.0,POR,lost ball,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,202053.0,,,,,,2.0,,,,,
104,PT05M18.00S,2025-02-21T03:27:01.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,7.440867279894875,49.26470588235294,1610612747,8,15,2025-02-21T03:27:06Z,1020000,False,4.0,17.0,1,left,MISS J. Hayes alley-oop DUNK,[1629637],1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
105,PT05M16.00S,2025-02-21T03:27:02.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,8,15,2025-02-21T03:27:02Z,1030000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,
106,PT05M14.00S,2025-02-21T03:27:05.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631101,92.72339027595268,50.0,1610612757,8,15,2025-02-21T03:27:13Z,1040000,False,0.0,16.0,1,right,MISS S. Sharpe running alley-oop DUNK,[1631101],1610612757.0,POR,running alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
107,PT05M11.00S,2025-02-21T03:27:08.8Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612747,8,15,2025-02-21T03:27:13Z,1050000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,
108,PT05M09.00S,2025-02-21T03:27:10.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,5.338370565045992,51.71568627450981,1610612747,8,17,2025-02-21T03:27:21Z,1060000,False,-9.0,-2.0,1,left,J. Hayes running DUNK (4 PTS) (G. Vincent 1 AST),"[1629637, 1629216]",1610612747.0,LAL,running,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,,4.0,,,,G. Vincent,1629216.0,1.0
110,PT05M08.00S,2025-02-21T03:27:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,8,17,2025-02-21T03:27:15Z,1080000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,8,17,2025-02-21T03:29:50Z,1090000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,out,[],203924,,,1610612757,8,17,2025-02-21T03:29:50Z,1100000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612757,8,17,2025-02-21T03:29:50Z,1110000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,in,[],1641739,,,1610612757,8,17,2025-02-21T03:29:50Z,1120000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,8,17,2025-02-21T03:29:50Z,1130000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT05M08.00S,2025-02-21T03:27:37.9Z,1,REGULAR,substitution,in,[],1630692,,,1610612757,8,17,2025-02-21T03:29:50Z,1140000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M50.00S,2025-02-21T03:30:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,85.23324572930355,39.950980392156865,1610612757,8,17,2025-02-21T03:30:31Z,1150000,False,-50.0,86.0,1,right,MISS S. Sharpe 9' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,9.98,Missed,,,,,,,,,,,,,,,,,,
118,PT04M48.00S,2025-02-21T03:30:26.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,8,17,2025-02-21T03:30:31Z,1160000,False,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,117.0,4.0,3.0,1.0,,,,,,,,,,,,
119,PT04M36.00S,2025-02-21T03:30:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,10.988830486202366,46.32352941176471,1610612747,8,17,2025-02-21T03:30:43Z,1170000,False,18.0,51.0,1,left,MISS A. Reaves driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
120,PT04M35.00S,2025-02-21T03:30:39.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,8,17,2025-02-21T03:30:43Z,1180000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,
121,PT04M32.00S,2025-02-21T03:30:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631101,93.11760840998686,45.83333333333333,1610612757,10,17,2025-02-21T03:30:52Z,1190000,False,-21.0,12.0,1,right,S. Sharpe running Layup (2 PTS) (A. Simons 3 AST),"[1631101, 1629014]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,,,,,,2.0,,,,A. Simons,1629014.0,3.0
123,PT04M19.00S,2025-02-21T03:30:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,28.07161629434954,83.08823529411765,1610612747,10,17,2025-02-21T03:31:00Z,1210000,False,-165.0,211.0,1,left,MISS G. Vincent 26' pullup 3PT,[1629216],1610612747.0,LAL,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
124,PT04M17.00S,2025-02-21T03:30:57.4Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,10,17,2025-02-21T03:31:00Z,1220000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,
125,PT04M11.00S,2025-02-21T03:31:03.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630703,71.30420499342969,21.568627450980394,1610612757,10,17,2025-02-21T03:36:13Z,1230000,False,-142.0,217.0,1,right,MISS S. Henderson 25' step back 3PT,[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
126,PT04M09.00S,2025-02-21T03:31:05.3Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612747,10,17,2025-02-21T03:31:11Z,1240000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,
127,PT03M50.00S,2025-02-21T03:31:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630692,31.09395532194481,67.40196078431373,1610612747,10,17,2025-02-21T03:31:31Z,1250000,False,-87.0,240.0,1,left,MISS J. Goodwin 25' step back 3PT,[1630692],1610612747.0,LAL,step back,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
128,PT03M45.00S,2025-02-21T03:31:29.9Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,10,17,2025-02-21T03:31:31Z,1260000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,127.0,3.0,1.0,2.0,,,,,,,,,,,,
129,PT03M45.00S,2025-02-21T03:31:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,5.590000152587891,50.0,1610612747,10,19,2025-02-21T03:31:30Z,1270000,False,0.0,0.0,1,left,R. Hachimura putback Layup (2 PTS),[1629060],1610612747.0,LAL,putback,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,2.0,,,,,,
130,PT03M29.00S,2025-02-21T03:31:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630703,68.9388961892247,67.8921568627451,1610612757,10,19,2025-02-21T03:36:57Z,1280000,False,89.0,239.0,1,right,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
131,PT03M27.00S,2025-02-21T03:31:47.8Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,10,19,2025-02-21T03:31:50Z,1290000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,130.0,3.0,2.0,1.0,,,,,,,,,,,,
132,PT03M22.00S,2025-02-21T03:31:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,91.27792378449409,94.36274509803921,1610612757,13,19,2025-02-21T03:31:56Z,1300000,False,222.0,29.0,1,right,S. Sharpe 3PT  (5 PTS) (S. Henderson 1 AST),"[1631101, 1630703]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.38,Made,,,,,,,,,,,,5.0,,,,S. Henderson,1630703.0,1.0
134,PT03M02.00S,2025-02-21T03:32:18.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612747,13,19,2025-02-21T03:32:18Z,1320000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M02.00S,2025-02-21T03:33:11.4Z,1,REGULAR,substitution,out,[],1629637,,,1610612747,13,19,2025-02-21T03:33:54Z,1330000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M02.00S,2025-02-21T03:33:11.4Z,1,REGULAR,substitution,in,[],1641998,,,1610612747,13,19,2025-02-21T03:33:54Z,1340000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M58.00S,2025-02-21T03:34:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630559,15.193823915900131,95.34313725490196,1610612747,13,19,2025-02-21T03:34:06Z,1350000,False,-227.0,90.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left,24.4,Missed,,,,,,,,,,,,,,,,,,
138,PT02M55.00S,2025-02-21T03:34:04.7Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,13,19,2025-02-21T03:34:06Z,1360000,False,,,0,,T. Camara REBOUND (Off:1 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left,,,,,137.0,4.0,3.0,1.0,,,,,,,,,,,,
139,PT02M46.00S,2025-02-21T03:34:15.3Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,13,19,2025-02-21T03:34:23Z,1370000,False,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (3 TO),[1631101],1610612757.0,POR,lost ball,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,202035.0,,,,,,3.0,,,,,
140,PT02M33.00S,2025-02-21T03:34:31.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641998,4.812746386333772,50.98039215686274,1610612747,13,21,2025-02-21T03:34:38Z,1380000,False,-5.0,-7.0,1,left,T. Jemison III cutting DUNK (2 PTS) (A. Reaves 1 AST),"[1641998, 1630559]",1610612747.0,LAL,cutting,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,,2.0,,,,A. Reaves,1630559.0,1.0
142,PT02M16.00S,2025-02-21T03:34:48.7Z,1,REGULAR,2pt,Jump Shot,[],1629014,91.40932982917214,88.97058823529412,1610612757,13,21,2025-02-21T03:34:53Z,1400000,False,195.0,28.0,1,right,MISS A. Simons 19' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right,19.69,Missed,,,,,,,,,,,,,,,,,,
143,PT02M14.00S,2025-02-21T03:34:50.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,13,21,2025-02-21T03:34:53Z,1410000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,,,,,142.0,4.0,2.0,2.0,,,,,,,,,,,,
144,PT01M51.00S,2025-02-21T03:35:13.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,10.463206307490145,39.950980392156865,1610612747,13,23,2025-02-21T03:35:19Z,1420000,False,50.0,46.0,1,left,T. Jemison III 6' Hook (4 PTS) (A. Reaves 2 AST),"[1641998, 1630559]",1610612747.0,LAL,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,,,,,,,,,,,,4.0,,,,A. Reaves,1630559.0,2.0
146,PT01M41.00S,2025-02-21T03:35:23.7Z,1,REGULAR,3pt,Jump Shot,[],1630703,68.80749014454665,31.372549019607842,1610612757,13,23,2025-02-21T03:39:54Z,1440000,False,-93.0,241.0,1,right,MISS S. Henderson 25' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
147,PT01M39.00S,2025-02-21T03:35:25.7Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612747,13,23,2025-02-21T03:35:27Z,1450000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:2),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,
148,PT01M24.00S,2025-02-21T03:35:40.7Z,1,REGULAR,3pt,Jump Shot,[],1630559,29.122864651773984,80.63725490196079,1610612747,13,26,2025-02-21T03:35:46Z,1460000,False,-153.0,221.0,1,left,A. Reaves 26' 3PT step back (12 PTS),[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.92,Made,,,,,,,,,,,,12.0,,,,,,
149,PT01M04.00S,2025-02-21T03:36:01.0Z,1,REGULAR,3pt,Jump Shot,[],1631101,91.67214191852825,95.34313725490196,1610612757,13,26,2025-02-21T03:36:05Z,1470000,False,227.0,26.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
150,PT01M01.00S,2025-02-21T03:36:04.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,13,26,2025-02-21T03:36:05Z,1480000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,149.0,5.0,3.0,2.0,,,,,,,,,,,,
151,PT00M39.30S,2025-02-21T03:36:28.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,13,26,2025-02-21T03:38:18Z,1490000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,202053.0,,,,,,,,,,,
152,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,out,[],1629216,,,1610612757,13,26,2025-02-21T03:38:18Z,1500000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,out,[],1630559,,,1610612757,13,26,2025-02-21T03:38:18Z,1510000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612757,13,26,2025-02-21T03:38:18Z,1520000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,in,[],1642261,,,1610612757,13,26,2025-02-21T03:38:18Z,1530000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,in,[],2544,,,1610612757,13,26,2025-02-21T03:38:18Z,1540000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M39.30S,2025-02-21T03:36:31.9Z,1,REGULAR,substitution,in,[],1627827,,,1610612757,13,26,2025-02-21T03:38:18Z,1550000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M29.30S,2025-02-21T03:37:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629057,94.56307490144546,51.470588235294116,1610612757,15,26,2025-02-21T03:37:15Z,1560000,False,7.0,-1.0,1,right,R. Williams III Layup (2 PTS) (T. Camara 1 AST),"[1629057, 1641739]",1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,,,,,2.0,,,,T. Camara,1641739.0,1.0
160,PT00M24.40S,2025-02-21T03:37:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,6.652431011826544,56.127450980392155,1610612747,15,26,2025-02-21T03:41:24Z,1580000,False,-31.0,10.0,1,left,MISS L. James driving floating Shot - blocked,"[2544, 1629057]",1610612747.0,LAL,driving floating,,,James,L. James,,,,,Restricted Area,0-8 Center,3.22,Missed,Williams III,1629057.0,,,,,,,,,,,,,,,,
161,PT00M24.40S,2025-02-21T03:37:11.3Z,1,REGULAR,block,,[],1629057,,,1610612747,15,26,2025-02-21T03:37:16Z,1590000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT00M24.40S,2025-02-21T03:37:11.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,15,26,2025-02-21T03:37:26Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,160.0,,,,,,,,,,,,,,,
164,PT00M12.40S,2025-02-21T03:37:38.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627827,17.69053876478318,42.8921568627451,1610612747,15,28,2025-02-21T03:41:52Z,1620000,False,36.0,114.0,1,left,D. Finney-Smith 11' turnaround fadeaway Jump Shot (2 PTS) (D. Knecht 1 AST),"[1627827, 1642261]",1610612747.0,LAL,turnaround fadeaway,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,11.92,Made,,,,,,,,,,,,2.0,,,,D. Knecht,1642261.0,1.0
166,PT00M00.00S,2025-02-21T03:38:01.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,65.78515111695138,20.833333333333336,1610612757,15,28,2025-02-21T03:38:05Z,1640000,False,-146.0,269.0,1,right,MISS A. Simons 30' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,30.61,Missed,,,,,,,,,,,,,,,,,,
