actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
88,PT04M21.00S,2025-01-31T03:29:58.0Z,1,REGULAR,turnover,bad pass,[],1641739,,,1610612757,15,20,2025-01-31T03:30:02Z,870000,False,,,0,,T. Camara bad pass TURNOVER (2 TO),"[1641739, 1630175]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,,,,Anthony,1630175.0
89,PT04M21.00S,2025-01-31T03:29:58.0Z,1,REGULAR,steal,,[],1630175,,,1610612753,15,20,2025-01-31T03:29:59Z,880000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2025-01-31T03:30:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,5.732588699080158,48.03921568627451,1610612753,15,22,2025-01-31T03:30:11Z,890000,False,10.0,1.0,1,left,C. Anthony running Layup (2 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.99,Made,2.0,,,,,,,,,,,,,,,,,
91,PT04M01.00S,2025-01-31T03:30:17.4Z,1,REGULAR,2pt,Jump Shot,[],1629028,93.9060446780552,67.64705882352942,1610612757,17,22,2025-01-31T03:30:21Z,900000,False,88.0,5.0,1,right,D. Ayton 8' Jump Shot (10 PTS) (S. Henderson 3 AST),"[1629028, 1630703]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,8.83,Made,10.0,,,,,,,S. Henderson,1630703.0,3.0,,,,,,,,
93,PT03M47.00S,2025-01-31T03:30:31.9Z,1,REGULAR,3pt,Jump Shot,[],1628976,29.122864651773984,24.509803921568626,1610612753,17,22,2025-01-31T03:30:37Z,920000,False,127.0,221.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
94,PT03M43.00S,2025-01-31T03:30:36.7Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,17,22,2025-01-31T03:30:36Z,930000,False,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,
95,PT03M40.00S,2025-01-31T03:30:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,7.30946123521682,48.529411764705884,1610612753,17,24,2025-01-31T03:30:44Z,940000,False,7.0,16.0,1,left,P. Banchero cutting Layup (8 PTS) (C. Anthony 1 AST),"[1631094, 1630175]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.78,Made,8.0,,,,,,,C. Anthony,1630175.0,1.0,,,,,,,,
97,PT03M27.00S,2025-01-31T03:30:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630703,81.553876478318,92.15686274509804,1610612757,17,24,2025-01-31T03:30:56Z,960000,False,211.0,121.0,1,right,MISS S. Henderson 24' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,24.3,Missed,,,,,,,,,,,,,,,,,,
98,PT03M24.00S,2025-01-31T03:30:54.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,17,24,2025-01-31T03:31:55Z,970000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT03M18.00S,2025-01-31T03:31:01.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,6.783837056504599,56.372549019607845,1610612753,17,24,2025-01-31T03:37:32Z,980000,False,-32.0,11.0,1,left,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
100,PT03M16.00S,2025-01-31T03:31:03.1Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,17,24,2025-01-31T03:31:04Z,990000,False,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,
101,PT03M15.00S,2025-01-31T03:31:06.1Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612757,17,24,2025-01-31T03:31:17Z,1000000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Banton 2 FT),"[203914, 1630625]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200834.0,1.0,0.0,Banton,1630625.0,,
103,PT03M15.00S,2025-01-31T03:31:34.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630625,,,1610612757,18,24,2025-01-31T03:31:34Z,1020000,False,,,0,,D. Banton Free Throw 1 of 2 (3 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
104,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,out,[],1630703,,,1610612757,18,24,2025-01-31T03:31:46Z,1030000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,18,24,2025-01-31T03:31:46Z,1040000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,out,[],1631094,,,1610612757,18,24,2025-01-31T03:31:46Z,1050000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,18,24,2025-01-31T03:31:46Z,1060000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,in,[],1642270,,,1610612757,18,24,2025-01-31T03:31:46Z,1070000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2025-01-31T03:31:34.8Z,1,REGULAR,substitution,in,[],1628371,,,1610612757,18,24,2025-01-31T03:31:46Z,1080000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2025-01-31T03:31:57.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630625,,,1610612757,19,24,2025-01-31T03:31:57Z,1090000,False,,,0,,D. Banton Free Throw 2 of 2 (4 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2025-01-31T03:32:14.4Z,1,REGULAR,3pt,Jump Shot,[],203914,8.886333771353483,4.166666666666666,1610612753,19,24,2025-01-31T03:32:18Z,1100000,False,229.0,31.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,23.13,Missed,,,,,,,,,,,,,,,,,,
112,PT02M56.00S,2025-01-31T03:32:17.4Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,19,24,2025-01-31T03:32:18Z,1110000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,
113,PT02M54.00S,2025-01-31T03:32:19.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,22.683968462549277,88.48039215686273,1610612753,19,27,2025-01-31T03:32:23Z,1120000,False,-192.0,161.0,1,left,C. Anthony 25' 3PT  (5 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.07,Made,5.0,,,,,,,,,,,,,,,,,
114,PT02M42.00S,2025-01-31T03:32:31.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,67.49342969776609,22.794117647058822,1610612757,19,27,2025-01-31T03:32:41Z,1130000,False,-136.0,253.0,1,right,MISS S. Sharpe 28' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,28.73,Missed,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2025-01-31T03:32:34.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,27,2025-01-31T03:32:41Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,114.0,,,,,,,,,,,,,,
116,PT02M39.00S,2025-01-31T03:32:38.4Z,1,REGULAR,foul,personal,[],1630175,,,1610612757,19,27,2025-01-31T03:32:46Z,1150000,False,,,0,,C. Anthony loose ball personal FOUL (1 PF),"[1630175, 1631101]",1610612753.0,ORL,loose ball,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Sharpe,1631101.0,,
118,PT02M39.00S,2025-01-31T03:32:55.7Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,19,27,2025-01-31T03:33:02Z,1170000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2025-01-31T03:32:55.7Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,19,27,2025-01-31T03:33:02Z,1180000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M28.00S,2025-01-31T03:33:21.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630625,65.39093298291722,70.83333333333334,1610612757,19,27,2025-01-31T03:33:26Z,1190000,False,104.0,273.0,1,right,MISS D. Banton 29' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,29.2,Missed,,,,,,,,,,,,,,,,,,
121,PT02M25.00S,2025-01-31T03:33:24.1Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,19,27,2025-01-31T03:33:26Z,1200000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,
122,PT02M12.00S,2025-01-31T03:33:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612753,19,27,2025-01-31T03:33:49Z,1210000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1642270, 1628976]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Carter Jr.,1628976.0,,
124,PT02M12.00S,2025-01-31T03:34:07.8Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,19,28,2025-01-31T03:34:07Z,1230000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
125,PT02M12.00S,2025-01-31T03:34:08.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612753,19,28,2025-01-31T03:34:12Z,1240000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M12.00S,2025-01-31T03:34:08.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612753,19,28,2025-01-31T03:34:12Z,1250000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M12.00S,2025-01-31T03:34:29.2Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,19,29,2025-01-31T03:34:29Z,1260000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
128,PT01M58.00S,2025-01-31T03:34:45.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.99014454664915,72.05882352941177,1610612757,22,29,2025-01-31T03:34:50Z,1270000,False,110.0,230.0,1,right,A. Simons 25' 3PT pullup (3 PTS) (D. Clingan 1 AST),"[1629014, 1642270]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.47,Made,3.0,,,,,,,D. Clingan,1642270.0,1.0,,,,,,,,
130,PT01M42.00S,2025-01-31T03:35:01.0Z,1,REGULAR,2pt,Jump Shot,[],1630175,16.376478318002626,69.85294117647058,1610612753,22,31,2025-01-31T03:35:06Z,1290000,False,-99.0,101.0,1,left,C. Anthony 14' pullup Jump Shot (7 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,14.19,Made,7.0,,,,,,,,,,,,,,,,,
131,PT01M35.00S,2025-01-31T03:35:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612757,22,31,2025-01-31T03:35:25Z,1300000,False,,,0,,C. Anthony shooting personal FOUL (2 PF) (Banton 2 FT),"[1630175, 1630625]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1627526.0,2.0,0.0,Banton,1630625.0,,
133,PT01M35.00S,2025-01-31T03:35:35.6Z,1,REGULAR,freethrow,1 of 2,[],1630625,,,1610612757,22,31,2025-01-31T03:35:35Z,1320000,False,,,0,,MISS D. Banton Free Throw 1 of 2,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT01M35.00S,2025-01-31T03:35:35.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,22,31,2025-01-31T03:35:35Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,
135,PT01M35.00S,2025-01-31T03:35:51.4Z,1,REGULAR,freethrow,2 of 2,[],1630625,,,1610612757,23,31,2025-01-31T03:35:51Z,1340000,False,,,0,,D. Banton Free Throw 2 of 2 (5 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
136,PT01M22.00S,2025-01-31T03:36:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630175,33.065045992115635,27.696078431372552,1610612753,23,31,2025-01-31T03:36:14Z,1350000,False,112.0,258.0,1,left,MISS C. Anthony 28' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,28.13,Missed,,,,,,,,,,,,,,,,,,
137,PT01M20.00S,2025-01-31T03:36:08.5Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,23,31,2025-01-31T03:36:14Z,1360000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,
138,PT01M20.00S,2025-01-31T03:36:13.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628371,5.590000152587891,50.0,1610612753,23,33,2025-01-31T03:36:21Z,1370000,False,0.0,0.0,1,left,J. Isaac tip DUNK (2 PTS),[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
139,PT01M06.00S,2025-01-31T03:36:33.7Z,1,REGULAR,3pt,Jump Shot,[],1630625,90.3580814717477,95.34313725490196,1610612757,26,33,2025-01-31T03:36:38Z,1380000,False,227.0,38.0,1,right,D. Banton 3PT  (8 PTS) (D. Avdija 2 AST),"[1630625, 1630166]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,22.99,Made,8.0,,,,,,,D. Avdija,1630166.0,2.0,,,,,,,,
141,PT00M52.10S,2025-01-31T03:36:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,5.601182654402102,54.65686274509803,1610612753,26,35,2025-01-31T03:41:58Z,1400000,False,-23.0,0.0,1,left,W. Carter Jr. driving Layup (6 PTS) (T. da Silva 1 AST),"[1628976, 1641783]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.33,Made,6.0,,,,,,,T. da Silva,1641783.0,1.0,,,,,,,,
143,PT00M35.90S,2025-01-31T03:37:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.11760840998686,52.450980392156865,1610612757,26,35,2025-01-31T03:37:10Z,1420000,False,12.0,12.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
144,PT00M33.20S,2025-01-31T03:37:09.0Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,26,35,2025-01-31T03:37:09Z,1430000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,
145,PT00M33.20S,2025-01-31T03:37:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,94.40999984741211,50.0,1610612757,26,35,2025-01-31T03:37:09Z,1440000,False,0.0,0.0,1,right,MISS D. Clingan tip Layup,[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
146,PT00M32.40S,2025-01-31T03:37:09.9Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,26,35,2025-01-31T03:37:09Z,1450000,False,,,0,,J. Isaac REBOUND (Off:1 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,,,,145.0,3.0,2.0,1.0,,,,,,,,,,,
147,PT00M14.50S,2025-01-31T03:37:27.8Z,1,REGULAR,3pt,Jump Shot,[],1630175,11.251642575558476,4.6568627450980395,1610612753,26,35,2025-01-31T03:37:32Z,1460000,False,227.0,53.0,1,left,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
148,PT00M10.50S,2025-01-31T03:37:31.8Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,26,35,2025-01-31T03:37:32Z,1470000,False,,,0,,J. Isaac REBOUND (Off:2 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,,,,,,147.0,4.0,2.0,2.0,,,,,,,,,,,
149,PT00M10.50S,2025-01-31T03:37:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,5.590000152587891,50.0,1610612753,26,35,2025-01-31T03:37:31Z,1480000,False,0.0,0.0,1,left,MISS J. Isaac tip Layup,[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
150,PT00M09.90S,2025-01-31T03:37:32.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,26,35,2025-01-31T03:37:32Z,1490000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,
151,PT00M08.50S,2025-01-31T03:37:35.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641783,,,1610612757,26,35,2025-01-31T03:37:49Z,1500000,False,,,0,,T. da Silva shooting personal FOUL (1 PF) (Avdija 2 FT),"[1641783, 1630166]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200834.0,1.0,0.0,Avdija,1630166.0,,
153,PT00M08.50S,2025-01-31T03:38:03.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612757,27,35,2025-01-31T03:38:03Z,1520000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
154,PT00M08.50S,2025-01-31T03:38:04.2Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,27,35,2025-01-31T03:38:08Z,1530000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M08.50S,2025-01-31T03:38:04.2Z,1,REGULAR,substitution,in,[],1641739,,,1610612757,27,35,2025-01-31T03:38:08Z,1540000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M08.50S,2025-01-31T03:38:22.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612757,28,35,2025-01-31T03:38:22Z,1550000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
157,PT00M01.50S,2025-01-31T03:38:32.3Z,1,REGULAR,2pt,Jump Shot,[],1630175,21.369908015768726,33.57843137254902,1610612753,28,35,2025-01-31T03:46:47Z,1560000,False,82.0,148.0,1,left,MISS C. Anthony 16' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,16.96,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.50S,2025-01-31T03:38:32.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,35,2025-01-31T03:38:37Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,157.0,,,,,,,,,,,,,,
159,PT00M00.00S,2025-01-31T03:38:37.2Z,1,REGULAR,period,end,[],0,,,1610612753,28,35,2025-01-31T03:38:37Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,out,['startperiod'],1630625,,,1610612753,28,35,2025-01-31T03:41:09Z,1590000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,out,['startperiod'],1631200,,,1610612753,28,35,2025-01-31T03:41:09Z,1600000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612753,28,35,2025-01-31T03:41:09Z,1610000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,28,35,2025-01-31T03:41:09Z,1620000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,in,['startperiod'],1642270,,,1610612753,28,35,2025-01-31T03:41:09Z,1630000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,in,['startperiod'],1631133,,,1610612753,28,35,2025-01-31T03:41:09Z,1640000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,in,['startperiod'],1631101,,,1610612753,28,35,2025-01-31T03:41:09Z,1650000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-01-31T03:40:44.3Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,28,35,2025-01-31T03:41:09Z,1660000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-01-31T03:41:18.0Z,2,REGULAR,period,start,[],0,,,1610612757,28,35,2025-01-31T03:41:18Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M38.00S,2025-01-31T03:41:38.4Z,2,REGULAR,turnover,bad pass,[],1631133,,,1610612757,28,35,2025-01-31T03:41:43Z,1680000,False,,,0,,J. Walker bad pass TURNOVER (1 TO),"[1631133, 1641783]",1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,da Silva,1641783.0
170,PT11M38.00S,2025-01-31T03:41:38.4Z,2,REGULAR,steal,,[],1641783,,,1610612753,28,35,2025-01-31T03:41:40Z,1690000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
