actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT04M28.00S,2024-10-27T22:26:17.8Z,1,REGULAR,3pt,Jump Shot,[],1641722,76.69185282522996,88.48039215686273,1610612740,19,17,2024-10-27T22:26:22Z,850000,False,192.0,167.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
87,PT04M26.00S,2024-10-27T22:26:19.8Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,19,17,2024-10-27T22:26:22Z,860000,False,,,0,,S. Henderson REBOUND (Off:0 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,86.0,,,,,2.0,2.0,0.0,,,,,,,,,,
88,PT04M20.00S,2024-10-27T22:26:26.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630703,8.886333771353483,48.28431372549019,1610612757,19,17,2024-10-27T23:14:43Z,870000,False,9.0,31.0,1,left,MISS S. Henderson running Layup - blocked,"[1630703, 1628464]",1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,
89,PT04M20.00S,2024-10-27T22:26:26.2Z,1,REGULAR,block,,[],1628464,,,1610612757,19,17,2024-10-27T22:26:28Z,880000,False,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2024-10-27T22:26:29.2Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,19,17,2024-10-27T22:33:32Z,890000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:2),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,88.0,,,,,2.0,2.0,0.0,,,,,,,,,,
93,PT04M06.00S,2024-10-27T22:26:40.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,91.5407358738502,94.85294117647058,1610612740,19,17,2024-10-27T22:26:46Z,920000,False,224.0,27.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,22.59,Missed,,,,,,,,,,,,,,,,,,
94,PT04M04.00S,2024-10-27T22:26:42.3Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,19,17,2024-10-27T22:26:46Z,930000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,93.0,,,,,2.0,2.0,0.0,,,,,,,,,,
95,PT03M55.00S,2024-10-27T22:26:51.3Z,1,REGULAR,3pt,Jump Shot,[],1641739,6.521024967148489,3.9215686274509802,1610612757,19,17,2024-10-27T22:26:55Z,940000,False,230.0,9.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
96,PT03M53.00S,2024-10-27T22:26:54.0Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,19,17,2024-10-27T22:26:54Z,950000,False,,,0,,D. Ayton REBOUND (Off:2 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,95.0,,,,,4.0,2.0,2.0,,,,,,,,,,
97,PT03M53.00S,2024-10-27T22:26:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,5.590000152587891,50.0,1610612757,21,17,2024-10-27T22:26:54Z,960000,False,0.0,0.0,1,left,D. Ayton tip Layup (6 PTS),[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,,6.0,,,,,,,,,,,,,,,,
98,PT03M40.00S,2024-10-27T22:27:06.6Z,1,REGULAR,3pt,Jump Shot,[],203468,65.25952693823915,60.049019607843135,1610612740,21,17,2024-10-27T22:27:11Z,970000,False,50.0,274.0,1,right,MISS C. McCollum 27' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.87,Missed,,,,,,,,,,,,,,,,,,
99,PT03M39.00S,2024-10-27T22:27:07.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,21,17,2024-10-27T22:27:11Z,980000,False,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,98.0,,,,,5.0,3.0,2.0,,,,,,,,,,
100,PT03M27.00S,2024-10-27T22:27:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629028,32.276609724047304,52.69607843137255,1610612757,24,17,2024-10-27T22:27:23Z,990000,False,-13.0,251.0,1,left,D. Ayton 25' 3PT  (9 PTS) (S. Henderson 2 AST),"[1629028, 1630703]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,25.13,Made,,9.0,S. Henderson,1630703.0,2.0,,,,,,,,,,,,,
102,PT03M27.00S,2024-10-27T22:27:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,24,17,2024-10-27T22:27:23Z,1010000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,out,[],1629014,,,1610612740,24,17,2024-10-27T22:30:13Z,1020000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,24,17,2024-10-27T22:30:13Z,1030000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,out,[],203468,,,1610612740,24,17,2024-10-27T22:30:13Z,1040000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,24,17,2024-10-27T22:30:13Z,1050000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,24,17,2024-10-27T22:30:13Z,1060000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,in,[],1631200,,,1610612740,24,17,2024-10-27T22:30:13Z,1070000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,24,17,2024-10-27T22:30:13Z,1080000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,24,17,2024-10-27T22:30:13Z,1090000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,in,[],1629750,,,1610612740,24,17,2024-10-27T22:30:13Z,1100000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2024-10-27T22:28:14.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,24,17,2024-10-27T22:30:13Z,1110000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2024-10-27T22:30:35.4Z,1,REGULAR,2pt,Jump Shot,[],1641722,75.77201051248358,59.55882352941176,1610612740,24,19,2024-10-27T22:30:41Z,1120000,False,48.0,175.0,1,right,J. Hawkins 18' pullup Jump Shot (2 PTS) (Y. Missi 1 AST),"[1641722, 1642274]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,18.16,Made,,2.0,Y. Missi,1642274.0,1.0,,,,,,,,,,,,,
118,PT02M52.00S,2024-10-27T22:30:50.3Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612757,24,19,2024-10-27T22:30:54Z,1140000,False,,,0,,D. Ayton lost ball TURNOVER (2 TO),"[1629028, 1642274]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Missi,1642274.0
119,PT02M52.00S,2024-10-27T22:30:50.3Z,1,REGULAR,steal,,[],1642274,,,1610612740,24,19,2024-10-27T22:40:10Z,1150000,False,,,0,,Y. Missi STEAL (1 STL),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
120,PT02M46.00S,2024-10-27T22:30:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1630703,,,1610612740,24,19,2024-10-27T22:31:04Z,1160000,False,,,0,,S. Henderson shooting personal FOUL (1 PF) (Hawkins 2 FT),"[1630703, 1641722]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Hawkins,1641722.0,,,,,
122,PT02M46.00S,2024-10-27T22:31:18.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641722,,,1610612740,24,20,2024-10-27T22:31:18Z,1180000,False,,,0,,J. Hawkins Free Throw 1 of 2 (3 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
123,PT02M46.00S,2024-10-27T22:31:19.4Z,1,REGULAR,substitution,out,[],1629028,,,1610612740,24,20,2024-10-27T22:31:27Z,1190000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2024-10-27T22:31:19.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612740,24,20,2024-10-27T22:31:27Z,1200000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M46.00S,2024-10-27T22:31:19.4Z,1,REGULAR,substitution,in,[],1631133,,,1610612740,24,20,2024-10-27T22:31:27Z,1210000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M46.00S,2024-10-27T22:31:19.4Z,1,REGULAR,substitution,in,[],1642270,,,1610612740,24,20,2024-10-27T22:31:27Z,1220000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M46.00S,2024-10-27T22:31:40.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641722,,,1610612740,24,21,2024-10-27T22:31:40Z,1230000,False,,,0,,J. Hawkins Free Throw 2 of 2 (4 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
129,PT02M35.00S,2024-10-27T22:32:09.8Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612757,24,21,2024-10-27T22:32:24Z,1250000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Murray 2 FT),"[1642274, 1631200]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Murray,1631200.0,,,,,
131,PT02M35.00S,2024-10-27T22:32:33.2Z,1,REGULAR,freethrow,1 of 2,[],1631200,,,1610612757,24,21,2024-10-27T22:32:54Z,1270000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
132,PT02M35.00S,2024-10-27T22:32:33.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,24,21,2024-10-27T22:32:54Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,
133,PT02M35.00S,2024-10-27T22:32:33.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,24,21,2024-10-27T22:32:37Z,1290000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M35.00S,2024-10-27T22:32:33.8Z,1,REGULAR,substitution,in,[],203924,,,1610612757,24,21,2024-10-27T22:32:37Z,1300000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2024-10-27T22:32:33.2Z,1,REGULAR,freethrow,2 of 2,[],1631200,,,1610612757,24,21,2024-10-27T22:32:54Z,1310000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
136,PT02M32.00S,2024-10-27T22:32:36.2Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,24,21,2024-10-27T22:32:54Z,1320000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,135.0,,,,,2.0,1.0,1.0,,,,,,,,,,
137,PT02M25.00S,2024-10-27T22:33:01.3Z,1,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612740,24,21,2024-10-27T22:33:13Z,1330000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631133, 1629627]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Williamson,1629627.0,,,,,
139,PT02M25.00S,2024-10-27T22:33:25.3Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,24,22,2024-10-27T22:33:25Z,1350000,False,,,0,,Z. Williamson Free Throw 1 of 2 (1 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
140,PT02M25.00S,2024-10-27T22:33:46.1Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,23,2024-10-27T22:33:46Z,1360000,False,,,0,,Z. Williamson Free Throw 2 of 2 (2 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
141,PT02M07.00S,2024-10-27T22:34:05.9Z,1,REGULAR,3pt,Jump Shot,[],1631200,7.5722733245729295,4.166666666666666,1610612757,24,23,2024-10-27T22:34:13Z,1370000,False,229.0,19.0,1,left,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,,,,,,,,,,
142,PT02M06.00S,2024-10-27T22:34:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,23,2024-10-27T22:34:13Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,141.0,,,,,,,,,,,,,,,,,
144,PT02M06.00S,2024-10-27T22:34:14.5Z,1,REGULAR,foul,personal,[],1630631,,,1610612757,24,23,2024-10-27T22:34:22Z,1400000,False,,,0,,J. Alvarado loose ball personal FOUL (1 PF),"[1630631, 1642270]",1610612740.0,NOP,loose ball,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Clingan,1642270.0,,,,,
146,PT02M02.00S,2024-10-27T22:34:38.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630703,34.773324572930356,75.0,1610612757,24,23,2024-10-27T22:34:46Z,1420000,False,-125.0,274.0,1,left,MISS S. Henderson 30' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,30.15,Missed,,,,,,,,,,,,,,,,,,
147,PT02M01.00S,2024-10-27T22:34:39.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,24,23,2024-10-27T22:34:46Z,1430000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,146.0,,,,,,,,,,,,,,,,,
149,PT01M46.00S,2024-10-27T22:35:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,85.49605781865965,50.73529411764706,1610612740,24,23,2024-10-27T22:35:19Z,1450000,False,4.0,84.0,1,right,MISS J. Hawkins 8' driving Layup - blocked,"[1641722, 1631133]",1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,8.39,Missed,,,,,,,,,,,,,,Walker,1631133.0,,,
150,PT01M46.00S,2024-10-27T22:35:06.6Z,1,REGULAR,block,,[],1631133,,,1610612740,24,23,2024-10-27T22:35:10Z,1460000,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M46.00S,2024-10-27T22:35:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,24,23,2024-10-27T22:35:19Z,1470000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,149.0,,,,,,,,,,,,,,,,,
153,PT01M22.00S,2024-10-27T22:35:34.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,9.017739816031538,45.588235294117645,1610612757,26,23,2024-10-27T22:35:39Z,1490000,False,22.0,32.0,1,left,J. Walker pullup Jump Shot (2 PTS),[1631133],1610612757.0,POR,pullup,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.91,Made,,2.0,,,,,,,,,,,,,,,,
154,PT01M13.00S,2024-10-27T22:35:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.22667542706965,44.36274509803921,1610612740,26,23,2024-10-27T22:35:49Z,1500000,False,-28.0,39.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1642270]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,Clingan,1642270.0,,,
155,PT01M13.00S,2024-10-27T22:35:44.1Z,1,REGULAR,block,,[],1642270,,,1610612740,26,23,2024-10-27T22:35:46Z,1510000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT01M10.00S,2024-10-27T22:35:47.1Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612757,26,23,2024-10-27T22:35:49Z,1520000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,154.0,,,,,1.0,1.0,0.0,,,,,,,,,,
157,PT01M05.00S,2024-10-27T22:35:51.7Z,1,REGULAR,3pt,Jump Shot,[],203924,20.45006570302234,9.313725490196079,1610612757,26,23,2024-10-28T01:01:57Z,1530000,False,203.0,140.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
158,PT00M57.90S,2024-10-27T22:35:58.8Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,26,23,2024-10-27T22:36:00Z,1540000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,,,157.0,,,,,3.0,3.0,0.0,,,,,,,,,,
159,PT00M57.20S,2024-10-27T22:36:00.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641722,93.24901445466492,53.431372549019606,1610612740,26,23,2024-10-27T22:36:16Z,1550000,False,17.0,11.0,1,right,MISS J. Hawkins running Layup - blocked,"[1641722, 203924]",1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,Grant,203924.0,,,
160,PT00M57.20S,2024-10-27T22:36:00.6Z,1,REGULAR,block,,[],203924,,,1610612740,26,23,2024-10-27T22:36:02Z,1560000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M57.20S,2024-10-27T22:36:00.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,26,23,2024-10-27T22:36:16Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,159.0,,,,,,,,,,,,,,,,,
163,PT00M56.50S,2024-10-27T22:36:24.6Z,1,REGULAR,turnover,out-of-bounds,[],1641722,,,1610612740,26,23,2024-10-27T22:36:31Z,1590000,False,,,0,,J. Hawkins bad pass out-of-bounds TURNOVER (1 TO),[1641722],1610612740.0,NOP,bad pass,,,Hawkins,J. Hawkins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,101284.0,,,,,,,1.0,,
164,PT00M31.10S,2024-10-27T22:36:58.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630703,6.389618922470433,48.03921568627451,1610612757,26,23,2024-10-27T22:37:44Z,1600000,False,10.0,8.0,1,left,MISS S. Henderson driving floating bank Shot,[1630703],1610612757.0,POR,driving floating bank,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
165,PT00M29.40S,2024-10-27T22:36:59.7Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,26,23,2024-10-27T22:36:59Z,1610000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,164.0,,,,,1.0,0.0,1.0,,,,,,,,,,
166,PT00M27.90S,2024-10-27T22:37:01.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642270,5.995400788436268,48.529411764705884,1610612757,26,23,2024-10-27T22:37:37Z,1620000,False,7.0,4.0,1,left,MISS D. Clingan DUNK - blocked,"[1642270, 1642274]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.84,Missed,,,,,,,,,,,,,,Missi,1642274.0,,,
167,PT00M27.90S,2024-10-27T22:37:01.2Z,1,REGULAR,block,,[],1642274,,,1610612757,26,23,2024-10-27T22:37:03Z,1630000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT00M27.90S,2024-10-27T22:37:01.2Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,26,23,2024-10-27T22:37:07Z,1640000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,166.0,,,,,2.0,1.0,1.0,,,,,,,,,,
170,PT00M16.90S,2024-10-27T22:37:59.5Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,26,23,2024-10-27T22:38:07Z,1660000,False,,,0,,J. Grant lost ball out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,lost ball,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,,,,,,,1.0,,
171,PT00M03.50S,2024-10-27T22:38:16.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629627,90.22667542706965,47.794117647058826,1610612740,26,23,2024-10-27T22:38:22Z,1670000,False,-11.0,39.0,1,right,MISS Z. Williamson driving Hook,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
172,PT00M02.60S,2024-10-27T22:38:19.2Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,26,23,2024-10-27T22:38:19Z,1680000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,171.0,,,,,1.0,0.0,1.0,,,,,,,,,,
173,PT00M02.60S,2024-10-27T22:38:19.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642274,94.40999984741211,50.0,1610612740,26,23,2024-10-27T22:38:29Z,1690000,False,0.0,0.0,1,right,MISS Y. Missi tip DUNK,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
174,PT00M02.60S,2024-10-27T22:38:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,26,23,2024-10-27T22:38:29Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,173.0,,,,,,,,,,,,,,,,,
