actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT04M19.00S,2022-03-05T03:33:18.8Z,1,REGULAR,2pt,Jump Shot,[],203944,7.440867279894875,29.166666666666668,1610612752,20,14,2022-03-05T03:33:21Z,890000,104.0,17.0,1,left,MISS J. Randle 10' floating Shot,[203944],1610612752.0,NYK,floating,,,Randle,J. Randle,,,,,,,,10.56,Missed,,,,,,,,,,,,,,,,
91,PT04M17.00S,2022-03-05T03:33:20.8Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612756,20,14,2022-03-05T03:33:21Z,900000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,
92,PT04M10.00S,2022-03-05T03:33:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,80.6340341655716,36.51960784313725,1610612756,20,14,2022-03-05T03:33:30Z,910000,-67.0,130.0,1,right,MISS D. Ayton 14' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,14.6,Missed,,,,,,,,,,,,,,,,
93,PT04M08.00S,2022-03-05T03:33:29.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,20,14,2022-03-05T03:33:30Z,920000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,
94,PT04M06.00S,2022-03-05T03:33:37.0Z,1,REGULAR,foul,personal,[],1628988,,,1610612752,20,14,2022-03-05T03:33:49Z,930000,,,0,,A. Holiday take personal FOUL (1 PF),"[1628988, 1630193]",1610612756.0,PHX,take,,,Holiday,A. Holiday,,,,,,,,,,,203592.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,
96,PT04M06.00S,2022-03-05T03:33:51.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612752,20,14,2022-03-05T03:33:58Z,950000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M06.00S,2022-03-05T03:33:51.9Z,1,REGULAR,substitution,in,[],1628470,,,1610612752,20,14,2022-03-05T03:33:58Z,960000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2022-03-05T03:34:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,30.831143232588698,27.450980392156865,1610612752,20,17,2022-03-05T03:34:20Z,970000,113.0,237.0,1,left,I. Quickley 26' 3PT pullup (3 PTS) (J. Randle 1 AST),"[1630193, 203944]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,,,,26.27,Made,3.0,,,,,,,,,,J. Randle,203944.0,1.0,,,
100,PT03M45.00S,2022-03-05T03:34:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,84.05059132720105,52.69607843137255,1610612756,20,17,2022-03-05T03:34:32Z,990000,13.0,97.0,1,right,MISS A. Holiday 9' turnaround fadeaway Shot - blocked,"[1628988, 1629011]",1610612756.0,PHX,turnaround fadeaway,,,Holiday,A. Holiday,,,,,,,,9.83,Missed,,,,,,,,,,,,,,Robinson,1629011.0,
101,PT03M45.00S,2022-03-05T03:34:29.4Z,1,REGULAR,block,,[],1629011,,,1610612756,20,17,2022-03-05T03:34:31Z,1000000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M42.00S,2022-03-05T03:34:32.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,20,17,2022-03-05T03:34:32Z,1010000,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,100.0,5.0,3.0,2.0,,,,,,
103,PT03M39.00S,2022-03-05T03:34:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203944,5.206964520367937,49.26470588235294,1610612752,20,19,2022-03-05T03:34:38Z,1020000,4.0,-4.0,1,left,J. Randle running DUNK (12 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,,,,0.52,Made,12.0,,,,,,,,,,E. Fournier,203095.0,2.0,,,
105,PT03M23.00S,2022-03-05T03:34:50.1Z,1,REGULAR,2pt,Jump Shot,[],1628988,81.553876478318,67.64705882352942,1610612756,20,19,2022-03-05T03:34:53Z,1040000,88.0,121.0,1,right,MISS A. Holiday 14' pullup Shot,[1628988],1610612756.0,PHX,pullup,,,Holiday,A. Holiday,,,,,,,,14.97,Missed,,,,,,,,,,,,,,,,
106,PT03M22.00S,2022-03-05T03:34:51.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,20,19,2022-03-05T03:34:53Z,1050000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,105.0,5.0,5.0,0.0,,,,,,
107,PT03M16.00S,2022-03-05T03:35:01.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612752,20,19,2022-03-05T03:35:11Z,1060000,,,0,,M. Bridges personal FOUL (1 PF) (Randle 2 FT),"[1628969, 203944]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,204058.0,1.0,0.0,Randle,203944.0,,,,,,,,,,
109,PT03M16.00S,2022-03-05T03:35:34.4Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,20,20,2022-03-05T03:35:34Z,1080000,,,0,,J. Randle Free Throw 1 of 2 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
110,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612752,20,20,2022-03-05T03:35:42Z,1090000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,out,[],203109,,,1610612752,20,20,2022-03-05T03:35:42Z,1100000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,20,20,2022-03-05T03:35:42Z,1110000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,in,[],201580,,,1610612752,20,20,2022-03-05T03:35:42Z,1120000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,20,20,2022-03-05T03:35:42Z,1130000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2022-03-05T03:35:35.2Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,20,20,2022-03-05T03:35:42Z,1140000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2022-03-05T03:36:03.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,20,21,2022-03-05T03:36:03Z,1150000,,,0,,J. Randle Free Throw 2 of 2 (14 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
117,PT02M52.00S,2022-03-05T03:36:28.4Z,1,REGULAR,2pt,Jump Shot,[],1628969,90.75229960578186,68.38235294117648,1610612756,20,21,2022-03-05T03:36:32Z,1160000,92.0,34.0,1,right,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,,,,9.81,Missed,,,,,,,,,,,,,,,,
118,PT02M51.00S,2022-03-05T03:36:29.4Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,20,21,2022-03-05T03:36:32Z,1170000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,
119,PT02M34.00S,2022-03-05T03:36:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,5.863994743758213,46.81372549019608,1610612752,20,21,2022-03-05T03:36:51Z,1180000,16.0,3.0,1,left,MISS J. Sims reverse Layup - blocked,"[1630579, 201580]",1610612752.0,NYK,reverse,,,Sims,J. Sims,,,,,,,,1.61,Missed,,,,,,,,,,,,,,McGee,201580.0,
120,PT02M34.00S,2022-03-05T03:36:47.4Z,1,REGULAR,block,,[],201580,,,1610612752,20,21,2022-03-05T03:36:49Z,1190000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M31.00S,2022-03-05T03:36:50.4Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,20,21,2022-03-05T03:36:51Z,1200000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,
122,PT02M27.00S,2022-03-05T03:36:55.5Z,1,REGULAR,foul,personal,[],203095,,,1610612756,20,21,2022-03-05T03:37:00Z,1210000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 1629013]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,2714.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,
124,PT02M27.00S,2022-03-05T03:37:12.3Z,1,REGULAR,substitution,out,[],202692,,,1610612756,20,21,2022-03-05T03:37:18Z,1230000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M27.00S,2022-03-05T03:37:12.3Z,1,REGULAR,substitution,in,[],1629629,,,1610612756,20,21,2022-03-05T03:37:18Z,1240000,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M19.00S,2022-03-05T03:37:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,92.85479632063075,54.65686274509803,1610612756,20,21,2022-03-05T03:37:32Z,1250000,23.0,15.0,1,right,MISS L. Shamet driving finger roll Layup - blocked,"[1629013, 1630579]",1610612756.0,PHX,driving finger roll,,,Shamet,L. Shamet,,,,,,,,2.75,Missed,,,,,,,,,,,,,,Sims,1630579.0,
127,PT02M19.00S,2022-03-05T03:37:28.5Z,1,REGULAR,block,,[],1630579,,,1610612756,20,21,2022-03-05T03:37:30Z,1260000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M19.00S,2022-03-05T03:37:28.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,21,2022-03-05T03:37:32Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,
129,PT02M19.00S,2022-03-05T03:37:32.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,20,21,2022-03-05T03:37:32Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2022-03-05T03:37:52.8Z,1,REGULAR,foul,personal,[],203095,,,1610612756,20,21,2022-03-05T03:38:06Z,1290000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 201580]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,203592.0,2.0,0.0,McGee,201580.0,,,,,,,,,,
132,PT02M14.00S,2022-03-05T03:38:21.3Z,1,REGULAR,substitution,out,[],203095,,,1610612756,20,21,2022-03-05T03:38:26Z,1310000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M14.00S,2022-03-05T03:38:21.3Z,1,REGULAR,substitution,in,[],1629628,,,1610612756,20,21,2022-03-05T03:38:26Z,1320000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M06.00S,2022-03-05T03:38:38.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628470,67.49342969776609,66.42156862745098,1610612756,20,21,2022-03-05T03:38:43Z,1330000,82.0,253.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,26.61,Missed,,,,,,,,,,,,,,,,
135,PT02M03.00S,2022-03-05T03:38:41.1Z,1,REGULAR,rebound,offensive,[],1628988,,,1610612756,20,21,2022-03-05T03:38:43Z,1340000,,,0,,A. Holiday REBOUND (Off:1 Def:1),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,134.0,2.0,1.0,1.0,,,,,,
136,PT02M02.00S,2022-03-05T03:38:42.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,69.33311432325887,28.186274509803923,1610612756,23,21,2022-03-05T03:38:46Z,1350000,-109.0,236.0,1,right,A. Holiday 25' 3PT  (3 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,25.98,Made,3.0,,,,,,,,,,,,,,,
137,PT01M51.00S,2022-03-05T03:38:57.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612752,23,21,2022-03-05T03:39:01Z,1360000,,,0,,A. Holiday personal FOUL (2 PF) (Barrett 2 FT),"[1628988, 1629628]",1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,2714.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,
139,PT01M51.00S,2022-03-05T03:39:17.2Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,23,21,2022-03-05T03:39:17Z,1380000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Missed,,,,,,,,,,,,,,,,
140,PT01M51.00S,2022-03-05T03:39:17.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,23,21,2022-03-05T03:39:17Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,
141,PT01M51.00S,2022-03-05T03:39:19.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,23,21,2022-03-05T03:39:25Z,1400000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M51.00S,2022-03-05T03:39:19.0Z,1,REGULAR,substitution,in,[],1630688,,,1610612752,23,21,2022-03-05T03:39:25Z,1410000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2022-03-05T03:39:39.4Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,23,22,2022-03-05T03:39:39Z,1420000,,,0,,R. Barrett Free Throw 2 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
144,PT01M39.00S,2022-03-05T03:39:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,92.46057818659659,44.85294117647059,1610612756,23,22,2022-03-05T03:40:02Z,1430000,-26.0,18.0,1,right,MISS T. Craig driving Layup,[1628470],1610612756.0,PHX,driving,,,Craig,T. Craig,,,,,,,,3.16,Missed,,,,,,,,,,,,,,,,
145,PT01M39.00S,2022-03-05T03:39:53.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,23,22,2022-03-05T03:40:02Z,1440000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,
146,PT01M39.00S,2022-03-05T03:40:01.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612752,23,22,2022-03-05T03:40:13Z,1450000,,,0,,J. McGee loose ball personal FOUL (1 PF) (Sims 2 FT),"[201580, 1630579]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,203592.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,
148,PT01M39.00S,2022-03-05T03:40:32.0Z,1,REGULAR,freethrow,1 of 2,[],1630579,,,1610612752,23,22,2022-03-05T03:40:32Z,1470000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,Missed,,,,,,,,,,,,,,,,
149,PT01M39.00S,2022-03-05T03:40:32.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,23,22,2022-03-05T03:40:32Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,
150,PT01M39.00S,2022-03-05T03:40:32.0Z,1,REGULAR,freethrow,2 of 2,[],1630579,,,1610612752,23,22,2022-03-05T03:40:50Z,1490000,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,Missed,,,,,,,,,,,,,,,,
151,PT01M37.00S,2022-03-05T03:40:34.0Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,23,22,2022-03-05T03:40:50Z,1500000,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,
152,PT01M36.00S,2022-03-05T03:40:49.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629628,14.799605781865965,47.794117647058826,1610612752,23,22,2022-03-05T03:40:58Z,1510000,11.0,87.0,1,left,MISS R. Barrett 8' Hook,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,8.73,Missed,,,,,,,,,,,,,,,,
153,PT01M35.00S,2022-03-05T03:40:50.7Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,23,22,2022-03-05T03:40:53Z,1520000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,
154,PT01M14.00S,2022-03-05T03:41:12.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201580,93.64323258869908,54.65686274509803,1610612756,23,22,2022-03-05T03:41:15Z,1530000,23.0,7.0,1,right,MISS J. McGee turnaround Hook,[201580],1610612756.0,PHX,turnaround,,,McGee,J. McGee,,,,,,,,2.44,Missed,,,,,,,,,,,,,,,,
155,PT01M12.00S,2022-03-05T03:41:14.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,23,22,2022-03-05T03:41:15Z,1540000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,
156,PT00M58.00S,2022-03-05T03:41:32.4Z,1,REGULAR,turnover,out-of-bounds,[],1629629,,,1610612752,23,22,2022-03-05T03:41:36Z,1550000,,,0,,C. Reddish step out-of-bounds TURNOVER (1 TO),[1629629],1610612752.0,NYK,step,,,Reddish,C. Reddish,,,,,1.0,,,,,,204058.0,,,,,,,,,,,,,,
157,PT00M58.00S,2022-03-05T03:41:39.1Z,1,REGULAR,substitution,out,[],203944,,,1610612756,23,22,2022-03-05T03:41:44Z,1560000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M58.00S,2022-03-05T03:41:39.1Z,1,REGULAR,substitution,in,[],1630540,,,1610612756,23,22,2022-03-05T03:41:44Z,1570000,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M50.90S,2022-03-05T03:42:01.7Z,1,REGULAR,foul,personal,[],1630579,,,1610612756,23,22,2022-03-05T03:42:42Z,1580000,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 201580]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,2714.0,1.0,0.0,McGee,201580.0,,,,,,,,,,
161,PT00M39.10S,2022-03-05T03:42:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,85.10183968462549,96.32352941176471,1610612756,23,22,2022-03-05T03:42:38Z,1600000,232.0,88.0,1,right,MISS T. Craig 24' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,24.76,Missed,,,,,,,,,,,,,,,,
162,PT00M34.90S,2022-03-05T03:42:37.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,23,22,2022-03-05T03:42:38Z,1610000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,
163,PT00M22.90S,2022-03-05T03:42:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.113666228646515,59.80392156862745,1610612752,23,22,2022-03-05T03:42:52Z,1620000,-49.0,99.0,1,left,MISS R. Barrett 11' turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,,,,11.05,Missed,,,,,,,,,,,,,,,,
164,PT00M21.00S,2022-03-05T03:42:51.7Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,23,22,2022-03-05T03:42:51Z,1630000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,
165,PT00M05.40S,2022-03-05T03:43:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,88.78120893561103,41.17647058823529,1610612756,25,22,2022-03-05T03:43:12Z,1640000,-44.0,53.0,1,right,A. Holiday 6' driving bank Jump Shot (5 PTS),[1628988],1610612756.0,PHX,driving bank,,,Holiday,A. Holiday,,,,,,,,6.89,Made,5.0,,,,,,,,,,,,,,,
166,PT00M05.40S,2022-03-05T03:43:11.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630540,,,1610612756,25,22,2022-03-05T03:43:19Z,1650000,,,0,,M. McBride shooting personal FOUL (1 PF) (Holiday 1 FT),"[1630540, 1628988]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,,,,,,,204058.0,1.0,0.0,Holiday,1628988.0,,,,,,,,,,
168,PT00M05.40S,2022-03-05T03:43:22.7Z,1,REGULAR,substitution,out,[],201580,,,1610612756,25,22,2022-03-05T03:43:29Z,1670000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M05.40S,2022-03-05T03:43:22.7Z,1,REGULAR,substitution,in,[],203109,,,1610612756,25,22,2022-03-05T03:43:29Z,1680000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M05.40S,2022-03-05T03:43:48.4Z,1,REGULAR,freethrow,1 of 1,[],1628988,,,1610612756,26,22,2022-03-05T03:43:48Z,1690000,,,0,,A. Holiday Free Throw 1 of 1 (6 PTS),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
171,PT00M00.70S,2022-03-05T03:43:58.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612752,26,22,2022-03-05T03:44:10Z,1700000,,,0,,T. Craig shooting personal FOUL (1 PF) (Barrett 2 FT),"[1628470, 1629628]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,,,,,,,204058.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,
173,PT00M00.70S,2022-03-05T03:44:22.4Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,26,23,2022-03-05T03:44:22Z,1720000,,,0,,R. Barrett Free Throw 1 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
174,PT00M00.70S,2022-03-05T03:44:33.8Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,26,24,2022-03-05T03:44:33Z,1730000,,,0,,R. Barrett Free Throw 2 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
175,PT00M00.10S,2022-03-05T03:44:38.9Z,1,REGULAR,3pt,Jump Shot,[],203109,6.521024967148489,48.77450980392157,1610612756,26,24,2022-03-05T03:45:33Z,1740000,-6.0,826.0,1,right,MISS J. Crowder 82' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,82.62,Missed,,,,,,,,,,,,,,,,
176,PT00M00.10S,2022-03-05T03:44:38.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,24,2022-03-05T03:45:33Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,
177,PT00M00.00S,2022-03-05T03:44:46.3Z,1,REGULAR,period,end,[],0,,,1610612756,26,24,2022-03-05T03:44:46Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-05T03:47:19.2Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612756,26,24,2022-03-05T03:47:45Z,1770000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
