actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT04M37.00S,2022-01-29T02:24:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612756,25,20,2022-01-29T02:24:54Z,890000,,,0,,T. Prince shooting personal FOUL (1 PF) (Booker 2 FT),"[1627752, 1626164]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,203591.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,,
93,PT04M37.00S,2022-01-29T02:25:19.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,26,20,2022-01-29T02:25:19Z,910000,,,0,,D. Booker Free Throw 1 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
94,PT04M37.00S,2022-01-29T02:25:20.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,26,20,2022-01-29T02:25:25Z,920000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M37.00S,2022-01-29T02:25:20.1Z,1,REGULAR,substitution,in,[],1630688,,,1610612756,26,20,2022-01-29T02:25:25Z,930000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M37.00S,2022-01-29T02:25:38.6Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,27,20,2022-01-29T02:25:38Z,940000,,,0,,D. Booker Free Throw 2 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
97,PT04M27.00S,2022-01-29T02:25:49.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,33.327858081471746,60.049019607843135,1610612750,27,20,2022-01-29T02:25:53Z,950000,-50.0,261.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Missed,,26.56,,,,,,,,,,,,,
98,PT04M24.00S,2022-01-29T02:25:52.4Z,1,REGULAR,rebound,defensive,[],1630688,,,1610612756,27,20,2022-01-29T02:25:53Z,960000,,,0,,I. Wainright REBOUND (Off:0 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,
99,PT04M18.00S,2022-01-29T02:26:01.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,27,20,2022-01-29T02:26:01Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M18.00S,2022-01-29T02:26:04.2Z,1,REGULAR,substitution,out,[],101108,,,1610612756,27,20,2022-01-29T02:26:22Z,980000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2022-01-29T02:26:04.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,27,20,2022-01-29T02:26:22Z,990000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2022-01-29T02:26:04.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,27,20,2022-01-29T02:26:22Z,1000000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2022-01-29T02:26:04.2Z,1,REGULAR,substitution,in,[],203901,,,1610612756,27,20,2022-01-29T02:26:22Z,1010000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2022-01-29T02:26:39.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,90.88370565045992,64.2156862745098,1610612756,29,20,2022-01-29T02:26:43Z,1020000,71.0,33.0,1,right,B. Biyombo 7' turnaround Hook (5 PTS),[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,,,,,,Made,5.0,7.85,,,,,,,,,,,,,
105,PT03M55.00S,2022-01-29T02:26:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,11.514454664914586,37.254901960784316,1610612750,29,20,2022-01-29T02:26:56Z,1030000,64.0,56.0,1,left,MISS K. Towns 8' driving bank Shot,[1626157],1610612750.0,MIN,driving bank,,,Towns,K. Towns,,,,,,,,,,Missed,,8.46,,,,,,,,,,,,,
106,PT03M52.00S,2022-01-29T02:26:52.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,29,20,2022-01-29T02:26:56Z,1040000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,
108,PT03M51.00S,2022-01-29T02:26:54.1Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,29,20,2022-01-29T02:27:20Z,1060000,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1629162]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,,,
109,PT03M51.00S,2022-01-29T02:26:54.1Z,1,REGULAR,steal,,[],1629162,,,1610612750,29,20,2022-01-29T02:26:56Z,1070000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M47.00S,2022-01-29T02:26:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629162,9.149145860709593,45.09803921568628,1610612750,29,22,2022-01-29T02:27:02Z,1080000,25.0,34.0,1,left,J. McLaughlin driving reverse Layup (2 PTS),[1629162],1610612750.0,MIN,driving reverse,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,2.0,4.15,,,,,,,,,,,,,
111,PT03M28.00S,2022-01-29T02:27:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629013,88.12417871222075,96.07843137254902,1610612756,29,22,2022-01-29T02:27:23Z,1090000,230.0,59.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,23.79,,,,,,,,,,,,,
112,PT03M22.00S,2022-01-29T02:27:23.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,29,22,2022-01-29T02:27:23Z,1100000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,
113,PT03M18.00S,2022-01-29T02:27:26.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,29.25427069645204,21.568627450980394,1610612750,29,25,2022-01-29T02:29:41Z,1110000,142.0,222.0,1,left,M. Beasley 26' 3PT running pullup (3 PTS),[1627736],1610612750.0,MIN,running pullup,,,Beasley,M. Beasley,,,,,,,,,,Made,3.0,26.41,,,,,,,,,,,,,
115,PT03M04.00S,2022-01-29T02:27:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629013,89.17542706964521,2.941176470588235,1610612756,32,25,2022-01-29T02:27:46Z,1130000,-235.0,49.0,1,right,L. Shamet 24' 3PT step back (3 PTS) (D. Booker 2 AST),"[1629013, 1626164]",1610612756.0,PHX,step back,,,Shamet,L. Shamet,,,,,,,,,,Made,3.0,24.04,D. Booker,1626164.0,2.0,,,,,,,,,,
117,PT02M42.00S,2022-01-29T02:28:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.835085413929041,38.23529411764706,1610612750,32,25,2022-01-29T02:28:15Z,1150000,59.0,21.0,1,left,MISS K. Towns 6' Layup,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,6.25,,,,,,,,,,,,,
118,PT02M42.00S,2022-01-29T02:28:02.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,32,25,2022-01-29T02:28:15Z,1160000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,117.0,2.0,1.0,1.0,,,,,,
120,PT02M42.00S,2022-01-29T02:28:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612750,32,25,2022-01-29T02:31:08Z,1180000,,,0,,I. Wainright shooting personal FOUL (1 PF) (Towns 2 FT),"[1630688, 1626157]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,203591.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
119,PT02M42.00S,2022-01-29T02:28:25.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,32,25,2022-01-29T02:31:52Z,1200000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2022-01-29T02:31:10.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,32,26,2022-01-29T02:31:10Z,1210000,,,0,,K. Towns Free Throw 1 of 2 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
123,PT02M42.00S,2022-01-29T02:31:10.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,32,26,2022-01-29T02:31:34Z,1220000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
124,PT02M38.00S,2022-01-29T02:31:14.1Z,1,REGULAR,rebound,defensive,[],1630688,,,1610612756,32,26,2022-01-29T02:31:34Z,1230000,,,0,,I. Wainright REBOUND (Off:0 Def:2),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,
125,PT02M23.00S,2022-01-29T02:31:46.2Z,1,REGULAR,3pt,Jump Shot,[],1629013,74.98357424441524,85.29411764705883,1610612756,32,26,2022-01-29T02:31:53Z,1240000,176.0,183.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,25.4,,,,,,,,,,,,,
126,PT02M23.00S,2022-01-29T02:31:46.2Z,1,REGULAR,rebound,offensive,[],1630688,,,1610612756,32,26,2022-01-29T02:31:53Z,1250000,,,0,,I. Wainright REBOUND (Off:1 Def:2),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,125.0,3.0,2.0,1.0,,,,,,
127,PT02M17.00S,2022-01-29T02:31:54.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202687,90.48948751642575,49.754901960784316,1610612756,34,26,2022-01-29T02:32:03Z,1260000,-1.0,37.0,1,right,B. Biyombo DUNK (7 PTS) (L. Shamet 1 AST),"[202687, 1629013]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,Made,7.0,3.69,L. Shamet,1629013.0,1.0,,,,,,,,,,
129,PT02M17.00S,2022-01-29T02:32:00.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626157,,,1610612756,34,26,2022-01-29T02:32:08Z,1280000,,,0,,K. Towns shooting personal FOUL (1 PF) (Biyombo 1 FT),"[1626157, 202687]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,202027.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,,,,
131,PT02M17.00S,2022-01-29T02:32:09.3Z,1,REGULAR,substitution,out,[],1626157,,,1610612756,34,26,2022-01-29T02:32:11Z,1300000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M17.00S,2022-01-29T02:32:09.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612756,34,26,2022-01-29T02:32:11Z,1310000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2022-01-29T02:32:35.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202687,,,1610612756,34,26,2022-01-29T02:32:39Z,1320000,,,0,,MISS B. Biyombo Free Throw 1 of 1,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
134,PT02M11.00S,2022-01-29T02:32:41.4Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,34,26,2022-01-29T02:32:39Z,1330000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT02M05.00S,2022-01-29T02:32:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,11.383048620236531,46.81372549019608,1610612750,34,26,2022-01-29T02:32:49Z,1340000,16.0,55.0,1,left,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,5.68,,,,,,,,,,,,,
136,PT02M03.00S,2022-01-29T02:32:47.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,34,26,2022-01-29T02:32:49Z,1350000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,135.0,3.0,2.0,1.0,,,,,,
137,PT01M44.00S,2022-01-29T02:33:07.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,74.58935611038108,65.68627450980392,1610612756,34,26,2022-01-29T02:33:13Z,1360000,78.0,186.0,1,right,MISS D. Booker 20' pullup Shot - blocked,"[1626164, 1629006]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,Missed,,20.22,,,,,,,,,,,Okogie,1629006.0,
138,PT01M44.00S,2022-01-29T02:33:07.5Z,1,REGULAR,block,,[],1629006,,,1610612756,34,26,2022-01-29T02:33:10Z,1370000,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2022-01-29T02:33:11.5Z,1,REGULAR,rebound,offensive,[],203901,,,1610612756,34,26,2022-01-29T02:33:13Z,1380000,,,0,,E. Payton REBOUND (Off:1 Def:0),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,137.0,1.0,0.0,1.0,,,,,,
140,PT01M40.00S,2022-01-29T02:33:12.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630688,70.64717477003943,24.509803921568626,1610612756,34,26,2022-01-29T02:34:38Z,1390000,-127.0,223.0,1,right,MISS I. Wainright 25' 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,Missed,,25.72,,,,,,,,,,,,,
141,PT01M40.00S,2022-01-29T02:33:12.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,34,26,2022-01-29T02:33:15Z,1400000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,
142,PT01M34.00S,2022-01-29T02:33:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627752,9.937582128777924,46.81372549019608,1610612750,34,28,2022-01-29T02:33:46Z,1410000,16.0,41.0,1,left,T. Prince reverse Layup (2 PTS),[1627752],1610612750.0,MIN,reverse,,,Prince,T. Prince,,,,,,,,,,Made,2.0,4.39,,,,,,,,,,,,,
145,PT01M34.00S,2022-01-29T02:33:24.7Z,1,REGULAR,violation,defensive goaltending,[],202687,,,1610612750,34,28,2022-01-29T02:33:46Z,1415000,,,0,,B. Biyombo defensive goaltending VIOLATION,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M34.00S,2022-01-29T02:33:30.6Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612750,34,28,2022-01-29T02:34:07Z,1420000,,,0,,D. Booker shooting personal FOUL (1 PF) (Prince 1 FT),"[1626164, 1627752]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,203591.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
146,PT01M34.00S,2022-01-29T02:33:42.4Z,1,REGULAR,substitution,out,[],1630688,,,1610612750,34,28,2022-01-29T02:33:55Z,1440000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M34.00S,2022-01-29T02:33:42.4Z,1,REGULAR,substitution,out,[],202687,,,1610612750,34,28,2022-01-29T02:33:55Z,1450000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M34.00S,2022-01-29T02:33:42.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612750,34,28,2022-01-29T02:33:55Z,1460000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M34.00S,2022-01-29T02:33:42.4Z,1,REGULAR,substitution,in,[],1629661,,,1610612750,34,28,2022-01-29T02:33:55Z,1470000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M34.00S,2022-01-29T02:34:07.7Z,1,REGULAR,freethrow,1 of 1,[],1627752,,,1610612750,34,28,2022-01-29T02:34:09Z,1480000,,,0,,MISS T. Prince Free Throw 1 of 1,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Missed,,,,,,,,,,,,,,,
151,PT01M31.00S,2022-01-29T02:34:10.7Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,34,28,2022-01-29T02:34:09Z,1490000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,
152,PT01M15.00S,2022-01-29T02:34:24.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,78.40013140604468,89.4607843137255,1610612756,34,28,2022-01-29T02:34:30Z,1500000,197.0,151.0,1,right,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Missed,,24.81,,,,,,,,,,,,,
153,PT01M14.00S,2022-01-29T02:34:25.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,34,28,2022-01-29T02:34:30Z,1510000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,
154,PT01M14.00S,2022-01-29T02:34:33.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,34,28,2022-01-29T02:34:33Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M50.90S,2022-01-29T02:35:04.6Z,1,REGULAR,2pt,Jump Shot,[],1627736,20.367936925098554,53.209252450980394,1610612750,34,30,2022-01-29T02:42:47Z,1530000,-16.0,139.0,1,left,M. Beasley 13' Jump Shot (5 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,5.0,13.99,,,,,,,,,,,,,
156,PT00M39.50S,2022-01-29T02:35:35.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,90.3580814717477,1.715686274509804,1610612756,37,30,2022-01-29T02:35:45Z,1540000,-241.0,38.0,1,right,D. Booker 24' 3PT  (14 PTS) (L. Shamet 2 AST),"[1626164, 1629013]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,14.0,24.44,L. Shamet,1629013.0,2.0,,,,,,,,,,
159,PT00M34.10S,2022-01-29T02:35:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612750,37,30,2022-01-29T02:35:58Z,1570000,,,0,,J. Smith shooting personal FOUL (1 PF) (Prince 2 FT),"[1630188, 1627752]",1610612756.0,PHX,shooting,,,Smith,J. Smith,,,,,202053.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
162,PT00M34.10S,2022-01-29T02:36:28.6Z,1,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,37,31,2022-01-29T02:36:28Z,1590000,,,0,,T. Prince Free Throw 1 of 2 (3 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
163,PT00M34.10S,2022-01-29T02:36:32.4Z,1,REGULAR,substitution,out,[],203901,,,1610612750,37,31,2022-01-29T02:36:35Z,1600000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M34.10S,2022-01-29T02:36:32.4Z,1,REGULAR,substitution,in,[],101108,,,1610612750,37,31,2022-01-29T02:36:35Z,1610000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M34.10S,2022-01-29T02:36:49.9Z,1,REGULAR,freethrow,2 of 2,[],1627752,,,1610612750,37,32,2022-01-29T02:36:49Z,1620000,,,0,,T. Prince Free Throw 2 of 2 (4 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
166,PT00M24.80S,2022-01-29T02:37:06.3Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629675,,,1610612756,37,32,2022-01-29T02:37:26Z,1630000,,,0,,N. Reid shooting personal FOUL (1 PF) (Shamet 3 FT),"[1629675, 1629013]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,202027.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,,
168,PT00M24.80S,2022-01-29T02:37:36.6Z,1,REGULAR,freethrow,1 of 3,[],1629013,,,1610612756,38,32,2022-01-29T02:37:36Z,1650000,,,0,,L. Shamet Free Throw 1 of 3 (4 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
169,PT00M24.80S,2022-01-29T02:37:51.3Z,1,REGULAR,freethrow,2 of 3,[],1629013,,,1610612756,39,32,2022-01-29T02:37:51Z,1660000,,,0,,L. Shamet Free Throw 2 of 3 (5 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
170,PT00M24.80S,2022-01-29T02:37:52.1Z,1,REGULAR,substitution,out,[],1629675,,,1610612756,39,32,2022-01-29T02:37:58Z,1670000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M24.80S,2022-01-29T02:37:52.1Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,39,32,2022-01-29T02:37:58Z,1680000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M24.80S,2022-01-29T02:37:52.1Z,1,REGULAR,substitution,in,[],1630162,,,1610612756,39,32,2022-01-29T02:37:58Z,1690000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M24.80S,2022-01-29T02:37:52.1Z,1,REGULAR,substitution,in,[],1626157,,,1610612756,39,32,2022-01-29T02:37:58Z,1700000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M24.80S,2022-01-29T02:38:18.5Z,1,REGULAR,freethrow,3 of 3,[],1629013,,,1610612756,40,32,2022-01-29T02:38:18Z,1710000,,,0,,L. Shamet Free Throw 3 of 3 (6 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
175,PT00M04.50S,2022-01-29T02:38:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629162,5.075558475689881,4.166666666666666,1610612750,40,32,2022-01-29T02:38:48Z,1720000,229.0,-5.0,1,left,MISS J. McLaughlin 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,22.93,,,,,,,,,,,,,
176,PT00M02.70S,2022-01-29T02:38:45.2Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,40,32,2022-01-29T02:38:45Z,1730000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,
179,PT00M00.00S,2022-01-29T02:38:54.1Z,1,REGULAR,period,end,[],0,,,1610612756,40,32,2022-01-29T02:38:54Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,40,32,2022-01-29T02:41:23Z,1770000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612756,40,32,2022-01-29T02:41:23Z,1780000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612756,40,32,2022-01-29T02:41:23Z,1790000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-01-29T02:40:59.6Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612756,40,32,2022-01-29T02:41:23Z,1800000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
