actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT03M47.00S,2022-01-25T02:23:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,86.94152431011827,50.49019607843137,1610612762,20,12,2022-01-25T02:31:49Z,820000,2.0,70.0,1,right,MISS E. Paschall 7' Layup - blocked,"[1629672, 1626164]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,7.02,Missed,,,,,,,,,,,,,Booker,1626164.0,,,,
85,PT03M47.00S,2022-01-25T02:23:43.2Z,1,REGULAR,block,,[],1626164,,,1610612762,20,12,2022-01-25T02:49:43Z,830000,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M44.00S,2022-01-25T02:23:46.2Z,1,REGULAR,rebound,offensive,[],1629672,,,1610612762,20,12,2022-01-25T02:33:59Z,840000,,,0,,E. Paschall REBOUND (Off:1 Def:0),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,
146,PT03M41.00S,2022-01-25T02:23:49.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,67.59198423127464,38.48039215686274,1610612762,20,12,2022-01-25T02:33:16Z,845000,-58.0,252.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
147,PT03M40.00S,2022-01-25T02:23:50.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,20,12,2022-01-25T02:33:16Z,847500,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,
89,PT03M30.00S,2022-01-25T02:24:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,9.937582128777924,51.470588235294116,1610612756,22,12,2022-01-25T02:37:16Z,870000,-7.0,41.0,1,left,B. Biyombo Layup (2 PTS) (D. Booker 2 AST),"[202687, 1626164]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,4.16,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
91,PT03M19.00S,2022-01-25T02:24:17.1Z,1,REGULAR,foul,personal,[],202687,,,1610612762,22,12,2022-01-25T02:24:32Z,890000,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 1629672]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,201640.0,,,,,,,,,,1.0,0.0,Paschall,1629672.0
95,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,out,[],1629661,,,1610612762,22,12,2022-01-25T02:24:53Z,930000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612762,22,12,2022-01-25T02:24:53Z,940000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,out,[],203903,,,1610612762,22,12,2022-01-25T02:24:53Z,950000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,22,12,2022-01-25T02:24:53Z,960000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,in,[],1630688,,,1610612762,22,12,2022-01-25T02:24:53Z,990000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612762,22,12,2022-01-25T02:24:53Z,1000000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,in,[],1630215,,,1610612762,22,12,2022-01-25T02:24:53Z,1030000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M19.00S,2022-01-25T02:24:27.2Z,1,REGULAR,substitution,in,[],1630190,,,1610612762,22,12,2022-01-25T02:24:53Z,1040000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2022-01-25T02:25:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1630688,,,1610612762,22,12,2022-01-25T02:25:47Z,1050000,,,0,,I. Wainright shooting personal FOUL (1 PF) (House Jr. 2 FT),"[1630688, 1627863]",1610612756.0,PHX,shooting,,,Wainright,I. Wainright,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,House Jr.,1627863.0
115,PT03M09.00S,2022-01-25T02:25:36.5Z,1,REGULAR,freethrow,1 of 2,[],1627863,,,1610612762,22,12,2022-01-25T02:25:36Z,1070000,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT03M09.00S,2022-01-25T02:25:36.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,22,12,2022-01-25T02:25:36Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,
117,PT03M09.00S,2022-01-25T02:25:37.8Z,1,REGULAR,substitution,out,[],200752,,,1610612762,22,12,2022-01-25T02:25:42Z,1090000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M09.00S,2022-01-25T02:25:37.8Z,1,REGULAR,substitution,in,[],202355,,,1610612762,22,12,2022-01-25T02:25:42Z,1100000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2022-01-25T02:25:54.6Z,1,REGULAR,freethrow,2 of 2,[],1627863,,,1610612762,22,13,2022-01-25T02:25:54Z,1110000,,,0,,D. House Jr. Free Throw 2 of 2 (1 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2022-01-25T02:26:12.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,26.62614980289093,51.225490196078425,1610612756,24,13,2022-01-25T02:26:16Z,1120000,-6.0,198.0,1,left,D. Booker 19' pullup Jump Shot (10 PTS) (B. Biyombo 1 AST),"[1626164, 202687]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,19.79,Made,10.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
122,PT02M41.00S,2022-01-25T02:26:23.6Z,1,REGULAR,3pt,Jump Shot,[],1630215,74.06373193166885,11.519607843137255,1610612762,24,16,2022-01-25T02:26:34Z,1140000,-192.0,191.0,1,right,J. Butler 27' 3PT step back (3 PTS),[1630215],1610612762.0,UTA,step back,,,Butler,J. Butler,,,,,27.13,Made,3.0,,,,,,,,,,,,,,,,,
123,PT02M31.00S,2022-01-25T02:26:33.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,22.158344283837057,33.57843137254902,1610612756,26,16,2022-01-25T02:26:40Z,1150000,82.0,156.0,1,left,D. Booker 17' step back Jump Shot (12 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,17.61,Made,12.0,,,,,,,,,,,,,,,,,
124,PT02M24.00S,2022-01-25T02:26:43.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,26,16,2022-01-25T02:26:43Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M24.00S,2022-01-25T02:26:49.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,26,16,2022-01-25T02:26:49Z,1170000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M07.00S,2022-01-25T02:29:59.7Z,1,REGULAR,3pt,Jump Shot,[],1630190,72.09264126149803,82.59803921568627,1610612762,26,16,2022-01-25T02:30:04Z,1180000,163.0,210.0,1,right,MISS E. Hughes 26' 3PT,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
127,PT02M03.00S,2022-01-25T02:30:03.7Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,26,16,2022-01-25T02:30:04Z,1190000,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,,,,,,
128,PT01M42.00S,2022-01-25T02:30:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.478975032851512,38.970588235294116,1610612756,28,16,2022-01-25T02:30:32Z,1200000,55.0,121.0,1,left,D. Booker 13' fadeaway Jump Shot (14 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,13.31,Made,14.0,,,,,,,,,,,,,,,,,
129,PT01M26.00S,2022-01-25T02:30:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629672,66.5735873850197,45.588235294117645,1610612762,28,19,2022-01-25T02:30:45Z,1210000,-22.0,262.0,1,right,E. Paschall 26' 3PT  (6 PTS) (E. Hughes 1 AST),"[1629672, 1630190]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,26.26,Made,6.0,E. Hughes,1630190.0,1.0,,,,,,,,,,,,,,
131,PT01M12.00S,2022-01-25T02:30:53.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,34.247700394218136,63.48039215686274,1610612756,31,19,2022-01-25T02:30:58Z,1230000,-67.0,269.0,1,left,D. Booker 27' 3PT  (17 PTS) (E. Payton 1 AST),"[1626164, 203901]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,27.77,Made,17.0,E. Payton,203901.0,1.0,,,,,,,,,,,,,,
133,PT00M45.30S,2022-01-25T02:31:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,94.43166885676742,49.50980392156863,1610612762,31,21,2022-01-25T02:31:41Z,1250000,-2.0,0.0,1,right,D. House Jr. reverse Layup (3 PTS) (H. Whiteside 1 AST),"[1627863, 202355]",1610612762.0,UTA,reverse,,,House Jr.,D. House Jr.,,,,,0.25,Made,3.0,H. Whiteside,202355.0,1.0,,,,,,,,,,,,,,
136,PT00M32.40S,2022-01-25T02:31:38.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,34.11629434954008,55.88235294117647,1610612756,31,21,2022-01-25T02:31:49Z,1270000,-29.0,268.0,1,left,MISS D. Booker 26' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
137,PT00M32.40S,2022-01-25T02:31:38.9Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,31,21,2022-01-25T02:31:49Z,1280000,,,0,,H. Whiteside REBOUND (Off:0 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,
138,PT00M22.50S,2022-01-25T02:31:48.8Z,1,REGULAR,2pt,Jump Shot,[],1630190,82.86793692509855,30.392156862745097,1610612762,31,21,2022-01-25T02:31:56Z,1290000,-98.0,109.0,1,right,MISS E. Hughes 14' turnaround Shot,[1630190],1610612762.0,UTA,turnaround,,,Hughes,E. Hughes,,,,,14.62,Missed,,,,,,,,,,,,,,,,,,
139,PT00M19.90S,2022-01-25T02:31:51.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,31,21,2022-01-25T02:31:51Z,1300000,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,138.0,4.0,3.0,1.0,,,,,,,,,
140,PT00M02.70S,2022-01-25T02:32:08.6Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,31,21,2022-01-25T02:32:12Z,1310000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1630190]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,1.0,Hughes,1630190.0,,,,,,
141,PT00M02.70S,2022-01-25T02:32:08.6Z,1,REGULAR,steal,,[],1630190,,,1610612762,31,21,2022-01-25T02:32:10Z,1320000,,,0,,E. Hughes STEAL (1 STL),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M00.50S,2022-01-25T02:32:14.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629672,48.833771353482256,49.26470588235294,1610612762,31,21,2022-01-25T02:33:08Z,1330000,-4.0,428.0,1,right,MISS E. Paschall 42' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,42.85,Missed,,,,,,,,,,,,,,,,,,
143,PT00M00.10S,2022-01-25T02:32:14.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,31,21,2022-01-25T02:33:08Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,
144,PT00M00.00S,2022-01-25T02:32:18.9Z,1,REGULAR,period,end,[],0,,,1610612762,31,21,2022-01-25T02:32:18Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612762,31,21,2022-01-25T02:34:51Z,1360000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,out,['startperiod'],1630688,,,1610612762,31,21,2022-01-25T02:34:51Z,1370000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,out,['startperiod'],1627863,,,1610612762,31,21,2022-01-25T02:34:51Z,1380000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,out,['startperiod'],202355,,,1610612762,31,21,2022-01-25T02:34:51Z,1390000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612762,31,21,2022-01-25T02:34:51Z,1400000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612762,31,21,2022-01-25T02:34:51Z,1410000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,in,['startperiod'],200752,,,1610612762,31,21,2022-01-25T02:34:51Z,1420000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-25T02:34:30.9Z,2,REGULAR,substitution,in,['startperiod'],1630235,,,1610612762,31,21,2022-01-25T02:34:51Z,1430000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-25T02:35:00.5Z,2,REGULAR,period,start,[],0,,,1610612762,31,21,2022-01-25T02:35:00Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2022-01-25T02:35:13.7Z,2,REGULAR,3pt,Jump Shot,[],1630215,71.69842312746385,79.90196078431373,1610612762,31,24,2022-01-25T02:35:20Z,1450000,150.0,214.0,1,right,J. Butler 26' 3PT pullup (6 PTS),[1630215],1610612762.0,UTA,pullup,,,Butler,J. Butler,,,,,26.06,Made,6.0,,,,,,,,,,,,,,,,,
158,PT11M24.00S,2022-01-25T02:35:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202687,7.30946123521682,50.245098039215684,1610612756,33,24,2022-01-25T02:35:45Z,1460000,-1.0,16.0,1,left,B. Biyombo cutting Layup (4 PTS) (L. Shamet 1 AST),"[202687, 1629013]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,1.62,Made,4.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,,,,
160,PT11M14.00S,2022-01-25T02:35:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200752,94.82588699080158,45.34313725490196,1610612762,33,26,2022-01-25T02:35:51Z,1480000,-23.0,-4.0,1,right,R. Gay driving Layup (2 PTS) (J. Butler 1 AST),"[200752, 1630215]",1610612762.0,UTA,driving,,,Gay,R. Gay,,,,,2.36,Made,2.0,J. Butler,1630215.0,1.0,,,,,,,,,,,,,,
191,PT11M07.00S,2022-01-25T02:35:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,8.14717477003942,51.49356617647059,1610612756,33,26,2022-01-25T02:40:32Z,1495000,-7.0,24.0,1,left,MISS E. Payton floating Shot,[203901],1610612756.0,PHX,floating,,,Payton,E. Payton,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,
192,PT11M06.00S,2022-01-25T02:35:51.3Z,2,REGULAR,rebound,offensive,[],203901,,,1610612756,33,26,2022-01-25T02:40:32Z,1497500,,,0,,E. Payton REBOUND (Off:1 Def:0),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,191.0,1.0,0.0,1.0,,,,,,,,,
162,PT11M04.00S,2022-01-25T02:35:55.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203901,7.35873850197109,49.19194240196079,1610612756,35,26,2022-01-25T02:40:25Z,1500000,4.0,17.0,1,left,E. Payton tip Layup (2 PTS),[203901],1610612756.0,PHX,tip,,,Payton,E. Payton,,,,,1.72,Made,2.0,,,,,,,,,,,,,,,,,
164,PT10M50.00S,2022-01-25T02:36:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.51182654402102,52.20588235294118,1610612762,35,28,2022-01-25T02:36:15Z,1520000,11.0,8.0,1,right,J. Butler Layup (8 PTS),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,1.39,Made,8.0,,,,,,,,,,,,,,,,,
165,PT10M37.00S,2022-01-25T02:36:22.7Z,2,REGULAR,3pt,Jump Shot,[],203901,25.706307490144546,86.51960784313727,1610612756,35,28,2022-01-25T02:37:00Z,1530000,-183.0,189.0,1,left,MISS E. Payton 26' 3PT,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
166,PT10M36.00S,2022-01-25T02:36:23.7Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,35,28,2022-01-25T02:40:53Z,1540000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,
167,PT10M35.00S,2022-01-25T02:36:30.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,12.040078843626807,54.41176470588235,1610612756,35,28,2022-01-25T02:43:09Z,1550000,-22.0,61.0,1,left,MISS B. Biyombo 6' tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,6.46,Missed,,,,,,,,,,,,,,,,,,
168,PT10M34.00S,2022-01-25T02:36:31.3Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,35,28,2022-01-25T02:41:31Z,1560000,,,0,,B. Biyombo REBOUND (Off:2 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,167.0,3.0,1.0,2.0,,,,,,,,,
169,PT10M31.00S,2022-01-25T02:36:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,8.754927726675426,52.20588235294118,1610612756,37,28,2022-01-25T02:41:24Z,1570000,-11.0,30.0,1,left,B. Biyombo tip Layup (6 PTS),[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,3.18,Made,6.0,,,,,,,,,,,,,,,,,
170,PT10M12.00S,2022-01-25T02:36:50.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,37,28,2022-01-25T02:36:50Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M03.00S,2022-01-25T02:37:13.3Z,2,REGULAR,2pt,Jump Shot,[],1630215,74.45795006570303,67.64705882352942,1610612762,37,28,2022-01-25T02:37:18Z,1590000,88.0,188.0,1,right,MISS J. Butler 20' step back Shot,[1630215],1610612762.0,UTA,step back,,,Butler,J. Butler,,,,,20.73,Missed,,,,,,,,,,,,,,,,,,
172,PT10M00.00S,2022-01-25T02:37:16.3Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,37,28,2022-01-25T02:37:18Z,1600000,,,0,,B. Biyombo REBOUND (Off:2 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,171.0,4.0,2.0,2.0,,,,,,,,,
173,PT09M50.00S,2022-01-25T02:37:26.3Z,2,REGULAR,2pt,Hook,[],202687,11.645860709592641,32.84313725490196,1610612756,39,28,2022-01-25T02:37:31Z,1610000,86.0,57.0,1,left,B. Biyombo 10' turnaround Hook (8 PTS) (C. Paul 6 AST),"[202687, 101108]",1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,10.3,Made,8.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,
175,PT09M34.00S,2022-01-25T02:37:43.0Z,2,REGULAR,turnover,lost ball,[],200752,,,1610612762,39,28,2022-01-25T02:37:48Z,1630000,,,0,,R. Gay lost ball TURNOVER (2 TO),"[200752, 203901]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,2.0,Payton,203901.0,,,,,,
176,PT09M34.00S,2022-01-25T02:37:43.0Z,2,REGULAR,steal,,[],203901,,,1610612756,39,28,2022-01-25T03:08:48Z,1640000,,,0,,E. Payton STEAL (1 STL),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M28.00S,2022-01-25T02:37:49.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629013,4.28712220762155,95.34313725490196,1610612756,39,28,2022-01-25T02:37:57Z,1650000,-227.0,-12.0,1,left,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,
178,PT09M24.00S,2022-01-25T02:37:53.3Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612762,39,28,2022-01-25T02:37:57Z,1660000,,,0,,E. Hughes REBOUND (Off:0 Def:1),[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,
179,PT09M16.00S,2022-01-25T02:38:00.8Z,2,REGULAR,3pt,Jump Shot,[],1630235,93.38042049934296,2.696078431372549,1610612762,39,28,2022-01-25T02:38:05Z,1670000,-237.0,10.0,1,right,MISS T. Forrest 3PT,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,
180,PT09M12.00S,2022-01-25T02:38:04.8Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,39,28,2022-01-25T02:38:05Z,1680000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,
181,PT09M06.00S,2022-01-25T02:38:10.0Z,2,REGULAR,3pt,Jump Shot,[],101108,27.283180026281208,85.7843137254902,1610612756,39,28,2022-01-25T02:38:18Z,1690000,-179.0,204.0,1,left,MISS C. Paul 27' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
182,PT09M04.00S,2022-01-25T02:38:13.0Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,39,28,2022-01-25T02:38:13Z,1700000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,
183,PT08M59.00S,2022-01-25T02:38:18.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630235,94.56307490144546,50.73529411764706,1610612762,39,30,2022-01-25T02:47:23Z,1710000,4.0,-1.0,1,right,T. Forrest running Layup (9 PTS),[1630235],1610612762.0,UTA,running,,,Forrest,T. Forrest,,,,,0.4,Made,9.0,,,,,,,,,,,,,,,,,
184,PT08M37.00S,2022-01-25T02:38:39.5Z,2,REGULAR,3pt,Jump Shot,[],101108,29.517082785808146,79.16666666666666,1610612756,42,30,2022-01-25T02:38:55Z,1720000,-146.0,225.0,1,left,C. Paul 26' 3PT  (3 PTS) (E. Payton 2 AST),"[101108, 203901]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,26.81,Made,3.0,E. Payton,203901.0,2.0,,,,,,,,,,,,,,
186,PT08M20.00S,2022-01-25T02:38:55.9Z,2,REGULAR,3pt,Jump Shot,[],1630190,92.46057818659659,97.30392156862744,1610612762,42,33,2022-01-25T02:39:02Z,1740000,237.0,18.0,1,right,E. Hughes 3PT  (3 PTS) (J. Butler 2 AST),"[1630190, 1630215]",1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,23.72,Made,3.0,J. Butler,1630215.0,2.0,,,,,,,,,,,,,,
