actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
94,PT03M51.00S,2021-11-20T03:30:54.7Z,1,REGULAR,foul,offensive,[],1628373,,,1610612742,18,17,2021-11-20T03:31:11Z,910000,,,0,,F. Ntilikina offensive FOUL (1 PF),"[1628373, 1626166]",1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,201246.0,1.0,0.0,Payne,1626166.0,,,
96,PT03M51.00S,2021-11-20T03:30:54.7Z,1,REGULAR,turnover,offensive foul,[],1628373,,,1610612742,18,17,2021-11-20T03:30:54Z,930000,,,0,,F. Ntilikina offensive foul TURNOVER (1 TO),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,1.0,,,201246.0,,,,,,,
98,PT03M38.00S,2021-11-20T03:31:22.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,88.25558475689881,56.86274509803921,1610612756,18,17,2021-11-20T03:31:26Z,940000,34.0,58.0,1,right,MISS D. Booker 6' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,,,,Booker,D. Booker,6.73,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M36.00S,2021-11-20T03:31:24.9Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,18,17,2021-11-20T03:31:26Z,950000,,,0,,F. Ntilikina REBOUND (Off:0 Def:2),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
100,PT03M35.00S,2021-11-20T03:31:27.8Z,1,REGULAR,foul,personal,[],1626164,,,1610612742,18,17,2021-11-20T03:31:33Z,960000,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1628373]",1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,,,,201246.0,2.0,0.0,Ntilikina,1628373.0,,,
102,PT03M29.00S,2021-11-20T03:31:51.8Z,1,REGULAR,foul,personal,['2freethrow'],201580,,,1610612742,18,17,2021-11-20T03:32:01Z,980000,,,0,,J. McGee shooting personal FOUL (1 PF) (Cauley-Stein 2 FT),"[201580, 1626161]",1610612756.0,PHX,shooting,,,,,,McGee,J. McGee,,,,,,,,,,,,,,1628172.0,1.0,0.0,Cauley-Stein,1626161.0,,,
104,PT03M29.00S,2021-11-20T03:32:22.5Z,1,REGULAR,freethrow,1 of 2,[],1626161,,,1610612742,18,17,2021-11-20T03:32:22Z,1000000,,,0,,MISS W. Cauley-Stein Free Throw 1 of 2,[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2021-11-20T03:32:22.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,18,17,2021-11-20T03:32:22Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,
106,PT03M29.00S,2021-11-20T03:32:36.3Z,1,REGULAR,freethrow,2 of 2,[],1626161,,,1610612742,18,18,2021-11-20T03:32:36Z,1020000,,,0,,W. Cauley-Stein Free Throw 2 of 2 (1 PTS),[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,Made,,,,,1.0,,,,,,,,,,,,,,
107,PT03M09.00S,2021-11-20T03:32:56.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,71.56701708278581,82.59803921568627,1610612756,18,18,2021-11-20T03:33:01Z,1030000,163.0,215.0,1,right,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,26.96,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M05.00S,2021-11-20T03:33:00.8Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,18,18,2021-11-20T03:33:01Z,1040000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT02M59.00S,2021-11-20T03:33:07.1Z,1,REGULAR,turnover,bad pass,[],1627827,,,1610612742,18,18,2021-11-20T03:33:12Z,1050000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 201580]",1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1.0,McGee,201580.0,,,,,,,,
110,PT02M59.00S,2021-11-20T03:33:07.1Z,1,REGULAR,steal,,[],201580,,,1610612756,18,18,2021-11-20T03:33:09Z,1060000,,,0,,J. McGee STEAL (1 STL),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
111,PT02M54.00S,2021-11-20T03:33:11.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,75.24638633377135,87.25490196078431,1610612756,18,18,2021-11-20T03:33:16Z,1070000,186.0,180.0,1,right,MISS L. Shamet 25' running 3PT,[1629013],1610612756.0,PHX,running,,,,,,Shamet,L. Shamet,25.92,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2021-11-20T03:33:14.9Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,18,18,2021-11-20T03:33:14Z,1080000,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
113,PT02M41.00S,2021-11-20T03:33:24.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626164,86.81011826544021,69.85294117647058,1610612756,18,18,2021-11-20T03:33:27Z,1090000,99.0,71.0,1,right,MISS D. Booker 12' Jump Shot,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,12.24,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M39.00S,2021-11-20T03:33:26.2Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,18,18,2021-11-20T03:33:27Z,1100000,,,0,,F. Ntilikina REBOUND (Off:0 Def:3),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
115,PT02M27.00S,2021-11-20T03:33:38.3Z,1,REGULAR,3pt,Jump Shot,[],203501,18.347568988173457,95.34313725490196,1610612742,18,18,2021-11-20T03:33:44Z,1110000,-227.0,120.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,25.65,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M24.00S,2021-11-20T03:33:41.3Z,1,REGULAR,rebound,offensive,[],1626161,,,1610612742,18,18,2021-11-20T03:33:44Z,1120000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:1),[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,,115.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
117,PT02M21.00S,2021-11-20T03:33:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203493,18.2161629434954,55.63725490196079,1610612742,18,20,2021-11-20T03:33:58Z,1130000,-28.0,119.0,1,left,R. Bullock 12' driving Layup (2 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,driving,,,,,,Bullock,R. Bullock,12.2,Made,,,,,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
118,PT02M19.00S,2021-11-20T03:33:52.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,18,20,2021-11-20T03:33:53Z,1140000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M19.00S,2021-11-20T03:34:06.1Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,18,20,2021-11-20T03:37:13Z,1150000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,
121,PT02M19.00S,2021-11-20T03:34:06.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612756,18,20,2021-11-20T03:37:13Z,1160000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,
122,PT02M19.00S,2021-11-20T03:34:06.1Z,1,REGULAR,substitution,in,[],1627846,,,1610612756,18,20,2021-11-20T03:37:13Z,1170000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,
123,PT02M19.00S,2021-11-20T03:34:06.1Z,1,REGULAR,substitution,in,[],1628425,,,1610612756,18,20,2021-11-20T03:37:13Z,1180000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,
124,PT02M05.00S,2021-11-20T03:37:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,67.88764783180025,75.24509803921569,1610612756,21,20,2021-11-20T03:37:33Z,1190000,126.0,249.0,1,right,C. Johnson 27' 3PT  (3 PTS) (J. McGee 1 AST),"[1629661, 201580]",1610612756.0,PHX,,,,,,,Johnson,C. Johnson,27.95,Made,,,,,3.0,J. McGee,201580.0,1.0,,,,,,,,,,,
126,PT01M43.00S,2021-11-20T03:37:48.9Z,1,REGULAR,3pt,Jump Shot,[],1628373,18.74178712220762,4.411764705882353,1610612742,21,20,2021-11-20T03:37:53Z,1210000,228.0,124.0,1,left,MISS F. Ntilikina 25' 3PT,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,25.93,Missed,,,,,,,,,,,,,,,,,,,
127,PT01M40.00S,2021-11-20T03:37:51.9Z,1,REGULAR,rebound,defensive,[],1627846,,,1610612756,21,20,2021-11-20T03:37:53Z,1220000,,,0,,A. Nader REBOUND (Off:0 Def:1),[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
128,PT01M31.00S,2021-11-20T03:38:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,94.03745072273325,47.30392156862745,1610612756,23,20,2021-11-20T03:38:04Z,1230000,-13.0,4.0,1,right,J. McGee alley-oop Layup (2 PTS) (C. Payne 1 AST),"[201580, 1626166]",1610612756.0,PHX,alley-oop,,,,,,McGee,J. McGee,1.39,Made,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,,
130,PT01M19.00S,2021-11-20T03:38:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1627846,,,1610612742,23,20,2021-11-20T03:38:30Z,1250000,,,0,,A. Nader shooting personal FOUL (1 PF) (Ntilikina 2 FT),"[1627846, 1628373]",1610612756.0,PHX,shooting,,,,,,Nader,A. Nader,,,,,,,,,,,,,,201246.0,1.0,0.0,Ntilikina,1628373.0,,,
132,PT01M19.00S,2021-11-20T03:38:44.1Z,1,REGULAR,freethrow,1 of 2,[],1628373,,,1610612742,23,21,2021-11-20T03:38:44Z,1270000,,,0,,F. Ntilikina Free Throw 1 of 2 (1 PTS),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,Made,,,,,1.0,,,,,,,,,,,,,,
133,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,out,[],203501,,,1610612742,23,21,2021-11-20T03:38:51Z,1280000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
134,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,out,[],203493,,,1610612742,23,21,2021-11-20T03:38:51Z,1290000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
135,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,out,[],1626161,,,1610612742,23,21,2021-11-20T03:38:51Z,1300000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,
136,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,in,[],204001,,,1610612742,23,21,2021-11-20T03:38:51Z,1310000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
137,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,in,[],203504,,,1610612742,23,21,2021-11-20T03:38:51Z,1320000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,
138,PT01M19.00S,2021-11-20T03:38:45.0Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,23,21,2021-11-20T03:38:51Z,1330000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,
139,PT01M19.00S,2021-11-20T03:39:08.6Z,1,REGULAR,freethrow,2 of 2,[],1628373,,,1610612742,23,22,2021-11-20T03:39:08Z,1340000,,,0,,F. Ntilikina Free Throw 2 of 2 (2 PTS),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,Made,,,,,2.0,,,,,,,,,,,,,,
140,PT01M05.00S,2021-11-20T03:39:24.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,94.56307490144546,45.588235294117645,1610612756,25,22,2021-11-20T03:39:29Z,1350000,-22.0,-1.0,1,right,J. McGee alley-oop DUNK (4 PTS) (L. Shamet 1 AST),"[201580, 1629013]",1610612756.0,PHX,alley-oop,,,,,,McGee,J. McGee,2.21,Made,,,,,4.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,
142,PT00M39.40S,2021-11-20T03:39:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,18.873193166885677,57.84313725490197,1610612742,25,22,2021-11-20T03:39:55Z,1370000,-39.0,125.0,1,left,MISS F. Ntilikina 13' Jump Shot,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,13.09,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M36.30S,2021-11-20T03:39:53.6Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,25,22,2021-11-20T03:39:53Z,1380000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT00M25.40S,2021-11-20T03:40:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.64980289093299,45.588235294117645,1610612756,25,22,2021-11-20T03:40:10Z,1390000,-22.0,54.0,1,right,MISS C. Payne driving floating bank Shot,[1626166],1610612756.0,PHX,driving floating bank,,,,,,Payne,C. Payne,5.85,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M23.00S,2021-11-20T03:40:07.6Z,1,REGULAR,rebound,offensive,[],1626166,,,1610612756,25,22,2021-11-20T03:40:10Z,1400000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
146,PT00M23.00S,2021-11-20T03:40:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626166,94.40999984741211,50.0,1610612756,27,22,2021-11-20T03:40:10Z,1410000,0.0,0.0,1,right,C. Payne putback Layup (2 PTS),[1626166],1610612756.0,PHX,putback,,,,,,Payne,C. Payne,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
147,PT00M03.90S,2021-11-20T03:40:29.3Z,1,REGULAR,2pt,Jump Shot,[],204001,4.5499342969776615,71.81372549019608,1610612742,27,24,2021-11-20T03:40:33Z,1420000,-109.0,-10.0,1,left,K. Porzingis 10' turnaround Jump Shot (10 PTS) (F. Ntilikina 1 AST),"[204001, 1628373]",1610612742.0,DAL,turnaround,,,,,,Porzingis,K. Porzingis,10.95,Made,,,,,10.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,
149,PT00M00.50S,2021-11-20T03:40:35.7Z,1,REGULAR,foul,personal,[],1628373,,,1610612756,27,24,2021-11-20T03:40:49Z,1440000,,,0,,F. Ntilikina take personal FOUL (2 PF),"[1628373, 1626166]",1610612742.0,DAL,take,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,201246.0,2.0,0.0,Payne,1626166.0,,,
151,PT00M00.00S,2021-11-20T03:41:01.7Z,1,REGULAR,period,end,[],0,,,1610612756,27,24,2021-11-20T03:41:01Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-11-20T03:42:58.9Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612756,27,24,2021-11-20T03:44:14Z,1470000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-11-20T03:42:58.9Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612756,27,24,2021-11-20T03:44:14Z,1480000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-20T03:44:38.6Z,2,REGULAR,period,start,[],0,,,1610612742,27,24,2021-11-20T03:44:38Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2021-11-20T03:44:57.6Z,2,REGULAR,foul,personal,[],1627846,,,1610612742,27,24,2021-11-20T03:45:13Z,1510000,,,0,,A. Nader personal FOUL (2 PF),"[1627846, 204001]",1610612756.0,PHX,,,,,,,Nader,A. Nader,,,,,,,,,,,,,,1662.0,2.0,0.0,Porzingis,204001.0,,,
158,PT11M29.00S,2021-11-20T03:45:25.8Z,2,REGULAR,2pt,Jump Shot,[],1628973,22.158344283837057,65.93137254901961,1610612742,27,26,2021-11-20T03:45:31Z,1530000,-80.0,156.0,1,left,J. Brunson 17' pullup Jump Shot (6 PTS),[1628973],1610612742.0,DAL,pullup,,,,,,Brunson,J. Brunson,17.5,Made,,,,,6.0,,,,,,,,,,,,,,
159,PT11M03.00S,2021-11-20T03:45:52.6Z,2,REGULAR,turnover,lost ball,[],1626166,,,1610612756,27,26,2021-11-20T03:45:58Z,1540000,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 203504]",1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,1.0,Burke,203504.0,,,,,,,,
160,PT11M03.00S,2021-11-20T03:45:52.6Z,2,REGULAR,steal,,[],203504,,,1610612742,27,26,2021-11-20T03:45:55Z,1550000,,,0,,T. Burke STEAL (1 STL),[203504],1610612742.0,DAL,,,,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,
161,PT10M59.00S,2021-11-20T03:45:56.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203493,6.1268068331143235,49.754901960784316,1610612742,27,28,2021-11-20T03:46:56Z,1560000,1.0,5.0,1,left,R. Bullock running finger roll Layup (4 PTS) (T. Burke 1 AST),"[203493, 203504]",1610612742.0,DAL,running finger roll,,,,,,Bullock,R. Bullock,0.52,Made,,,,,4.0,T. Burke,203504.0,1.0,,,,,,,,,,,
163,PT10M40.00S,2021-11-20T03:46:15.6Z,2,REGULAR,2pt,Jump Shot,[],201580,77.4802890932983,44.6078431372549,1610612756,29,28,2021-11-20T03:46:25Z,1580000,-27.0,159.0,1,right,J. McGee 16' Jump Shot (6 PTS),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,16.15,Made,,,,,6.0,,,,,,,,,,,,,,
164,PT10M26.00S,2021-11-20T03:46:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,11.12023653088042,50.49019607843137,1610612742,29,28,2021-11-20T03:54:15Z,1590000,-2.0,52.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1626166]",1610612742.0,DAL,driving,,,,,,Brunson,J. Brunson,5.21,Missed,,,,,,,,,,,,,,,,,Payne,1626166.0,
165,PT10M26.00S,2021-11-20T03:46:30.8Z,2,REGULAR,block,,[],1626166,,,1610612742,29,28,2021-11-20T03:50:34Z,1600000,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
166,PT10M24.00S,2021-11-20T03:46:32.8Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,29,28,2021-11-20T03:54:15Z,1610000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,,,,Shamet,L. Shamet,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
167,PT10M22.00S,2021-11-20T03:46:38.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629013,93.11760840998686,45.83333333333333,1610612756,29,28,2021-11-20T03:54:37Z,1620000,-21.0,12.0,1,right,MISS L. Shamet running Layup,[1629013],1610612756.0,PHX,running,,,,,,Shamet,L. Shamet,2.41,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M20.00S,2021-11-20T03:46:40.0Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,29,28,2021-11-20T03:54:37Z,1630000,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
206,PT10M18.00S,2021-11-20T03:46:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,93.08475689881735,51.22549019607843,1610612756,29,28,2021-11-20T03:53:41Z,1635000,6.0,13.0,1,right,MISS J. McGee Layup,[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,1.39,Missed,,,,,,,,,,,,,,,,,,,
207,PT10M17.00S,2021-11-20T03:46:41.2Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,29,28,2021-11-20T03:53:41Z,1637500,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
171,PT10M09.00S,2021-11-20T03:46:49.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203504,29.6484888304862,26.715686274509803,1610612742,29,28,2021-11-20T03:53:49Z,1660000,116.0,226.0,1,left,MISS T. Burke 25' running 3PT,[203504],1610612742.0,DAL,running,,,,,,Burke,T. Burke,25.44,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M09.00S,2021-11-20T03:46:52.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,29,28,2021-11-20T03:46:52Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
173,PT10M09.00S,2021-11-20T03:46:55.3Z,2,REGULAR,substitution,out,[],1627846,,,1610612742,29,28,2021-11-20T03:46:58Z,1680000,,,0,,SUB out: A. Nader,[1627846],1610612756.0,PHX,,,,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,
174,PT10M09.00S,2021-11-20T03:46:55.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612742,29,28,2021-11-20T03:46:58Z,1690000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
175,PT10M07.00S,2021-11-20T03:47:10.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,29,28,2021-11-20T03:47:10Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M07.00S,2021-11-20T03:47:18.0Z,2,REGULAR,substitution,out,[],1626166,,,1610612742,29,28,2021-11-20T03:47:22Z,1710000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
177,PT10M07.00S,2021-11-20T03:47:18.0Z,2,REGULAR,substitution,in,[],101108,,,1610612742,29,28,2021-11-20T03:47:22Z,1720000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
178,PT09M58.00S,2021-11-20T03:47:42.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204001,6.915243101182654,51.470588235294116,1610612742,29,30,2021-11-20T03:53:49Z,1730000,-7.0,13.0,1,left,K. Porzingis driving bank Jump Shot (12 PTS),[204001],1610612742.0,DAL,driving bank,,,,,,Porzingis,K. Porzingis,1.45,Made,,,,,12.0,,,,,,,,,,,,,,
179,PT09M45.00S,2021-11-20T03:47:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,89.83245729303549,48.529411764705884,1610612756,29,30,2021-11-20T03:48:00Z,1740000,-7.0,43.0,1,right,MISS J. McGee cutting Layup - blocked,"[201580, 204001]",1610612756.0,PHX,cutting,,,,,,McGee,J. McGee,4.37,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
180,PT09M45.00S,2021-11-20T03:47:56.2Z,2,REGULAR,block,,[],204001,,,1610612756,29,30,2021-11-20T03:48:00Z,1750000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
181,PT09M41.00S,2021-11-20T03:48:00.2Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,29,30,2021-11-20T03:48:00Z,1760000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
182,PT09M40.00S,2021-11-20T03:48:01.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203493,23.99802890932983,10.049019607843137,1610612742,29,30,2021-11-20T03:48:06Z,1770000,200.0,173.0,1,left,MISS R. Bullock 26' running 3PT,[203493],1610612742.0,DAL,running,,,,,,Bullock,R. Bullock,26.44,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M37.00S,2021-11-20T03:48:04.8Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,29,30,2021-11-20T03:48:06Z,1780000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
