actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
366,PT07M30.00S,2021-11-20T04:36:08.4Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612742,64,62,2021-11-20T04:36:15Z,3550000,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1629028]",1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,2.0,Ayton,1629028.0,,,,,,,,
367,PT07M30.00S,2021-11-20T04:36:08.4Z,3,REGULAR,steal,,[],1629028,,,1610612756,64,62,2021-11-20T04:36:11Z,3560000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
368,PT07M17.00S,2021-11-20T04:36:24.7Z,3,REGULAR,foul,personal,[],204001,,,1610612756,64,62,2021-11-20T04:36:32Z,3570000,,,0,,K. Porzingis personal FOUL (2 PF),"[204001, 1626164]",1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,201246.0,2.0,0.0,Booker,1626164.0,,,
370,PT07M17.00S,2021-11-20T04:36:32.2Z,3,REGULAR,substitution,out,[],204001,,,1610612756,64,62,2021-11-20T04:36:40Z,3590000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,
371,PT07M17.00S,2021-11-20T04:36:32.2Z,3,REGULAR,substitution,in,[],203493,,,1610612756,64,62,2021-11-20T04:36:40Z,3600000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
372,PT07M06.00S,2021-11-20T04:37:00.2Z,3,REGULAR,turnover,lost ball,[],1626164,,,1610612756,64,62,2021-11-20T04:37:03Z,3610000,,,0,,D. Booker lost ball TURNOVER (2 TO),"[1626164, 203501]",1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,2.0,Hardaway Jr.,203501.0,,,,,,,,
373,PT07M06.00S,2021-11-20T04:37:00.2Z,3,REGULAR,steal,,[],203501,,,1610612742,64,62,2021-11-20T04:37:02Z,3620000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
374,PT06M58.00S,2021-11-20T04:37:08.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,65.1281208935611,37.00980392156863,1610612742,64,65,2021-11-20T04:37:12Z,3630000,-65.0,275.0,1,right,D. Finney-Smith 28' 3PT  (6 PTS) (T. Hardaway Jr. 1 AST),"[1627827, 203501]",1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,28.29,Made,,,,,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,
376,PT06M45.00S,2021-11-20T04:37:20.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.915243101182654,51.470588235294116,1610612756,64,65,2021-11-20T04:37:26Z,3650000,-7.0,13.0,1,left,MISS D. Ayton alley-oop DUNK,[1629028],1610612756.0,PHX,alley-oop,,,,,,Ayton,D. Ayton,1.45,Missed,,,,,,,,,,,,,,,,,,,
377,PT06M42.00S,2021-11-20T04:37:23.9Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,64,65,2021-11-20T04:37:26Z,3660000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,376.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
378,PT06M41.00S,2021-11-20T04:37:27.9Z,3,REGULAR,foul,personal,[],1628969,,,1610612742,64,65,2021-11-20T04:37:50Z,3670000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 203501]",1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,1628172.0,1.0,0.0,Hardaway Jr.,203501.0,,,
380,PT06M41.00S,2021-11-20T04:37:45.4Z,3,REGULAR,substitution,out,[],1628973,,,1610612742,64,65,2021-11-20T04:37:49Z,3690000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,
381,PT06M41.00S,2021-11-20T04:37:45.4Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,64,65,2021-11-20T04:37:49Z,3700000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
382,PT06M29.00S,2021-11-20T04:38:12.1Z,3,REGULAR,3pt,Jump Shot,[],1628373,69.46452036793693,26.47058823529412,1610612742,64,65,2021-11-20T04:38:16Z,3710000,-118.0,235.0,1,right,MISS F. Ntilikina 26' 3PT,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,26.23,Missed,,,,,,,,,,,,,,,,,,,
383,PT06M25.00S,2021-11-20T04:38:16.1Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,64,65,2021-11-20T04:38:16Z,3720000,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,382.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
384,PT06M24.00S,2021-11-20T04:38:17.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,70.25295663600527,77.94117647058823,1610612742,64,65,2021-11-20T04:38:21Z,3730000,140.0,227.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,26.66,Missed,,,,,,,,,,,,,,,,,,,
385,PT06M21.00S,2021-11-20T04:38:20.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,64,65,2021-11-20T04:38:21Z,3740000,,,0,,D. Ayton REBOUND (Off:1 Def:10),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,384.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
386,PT06M08.00S,2021-11-20T04:38:32.0Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612756,64,65,2021-11-20T04:38:35Z,3750000,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1628373]",1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,2.0,Ntilikina,1628373.0,,,,,,,,
387,PT06M08.00S,2021-11-20T04:38:32.0Z,3,REGULAR,steal,,[],1628373,,,1610612742,64,65,2021-11-20T04:38:34Z,3760000,,,0,,F. Ntilikina STEAL (2 STL),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
388,PT06M05.00S,2021-11-20T04:38:37.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203501,92.9862023653088,50.73529411764706,1610612742,64,67,2021-11-20T04:42:08Z,3770000,4.0,13.0,1,right,T. Hardaway Jr. running Layup (15 PTS) (F. Ntilikina 3 AST),"[203501, 1628373]",1610612742.0,DAL,running,,,,,,Hardaway Jr.,T. Hardaway Jr.,1.39,Made,,,,,15.0,F. Ntilikina,1628373.0,3.0,,,,,,,,,,,
390,PT06M05.00S,2021-11-20T04:38:42.3Z,3,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612742,64,67,2021-11-20T04:38:54Z,3790000,,,0,,M. Bridges shooting personal FOUL (2 PF) (Hardaway Jr. 1 FT),"[1628969, 203501]",1610612756.0,PHX,shooting,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,1662.0,2.0,0.0,Hardaway Jr.,203501.0,,,
392,PT06M05.00S,2021-11-20T04:39:09.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203501,,,1610612742,64,68,2021-11-20T04:39:09Z,3810000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (16 PTS),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,Made,,,,,16.0,,,,,,,,,,,,,,
393,PT05M51.00S,2021-11-20T04:39:25.8Z,3,REGULAR,2pt,Jump Shot,[],1626164,19.398817345597898,27.696078431372552,1610612756,64,68,2021-11-20T04:46:25Z,3820000,112.0,130.0,1,left,MISS D. Booker 17' Jump Shot,[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,17.11,Missed,,,,,,,,,,,,,,,,,,,
394,PT05M49.00S,2021-11-20T04:39:27.8Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,64,68,2021-11-20T04:39:29Z,3830000,,,0,,D. Ayton REBOUND (Off:2 Def:10),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,393.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
395,PT05M47.00S,2021-11-20T04:39:31.0Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612756,64,68,2021-11-20T04:44:02Z,3840000,,,0,,D. Powell shooting personal FOUL (1 PF) (Booker 2 FT),"[203939, 1626164]",1610612742.0,DAL,shooting,,,,,,Powell,D. Powell,,,,,,,,,,,,,,1662.0,1.0,0.0,Booker,1626164.0,,,
398,PT05M47.00S,2021-11-20T04:39:59.8Z,3,REGULAR,substitution,out,[],203939,,,1610612756,64,68,2021-11-20T04:40:04Z,3855000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,
399,PT05M47.00S,2021-11-20T04:39:59.8Z,3,REGULAR,substitution,in,[],1626161,,,1610612756,64,68,2021-11-20T04:40:04Z,3857500,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,
397,PT05M47.00S,2021-11-20T04:39:59.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626164,,,1610612756,65,68,2021-11-20T04:45:32Z,3860000,,,0,,D. Booker Free Throw 1 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,Made,,,,,12.0,,,,,,,,,,,,,,
400,PT05M47.00S,2021-11-20T04:39:59.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626164,,,1610612756,66,68,2021-11-20T04:45:32Z,3890000,,,0,,D. Booker Free Throw 2 of 2 (13 PTS),[1626164],1610612756.0,PHX,,,,,,,Booker,D. Booker,,Made,,,,,13.0,,,,,,,,,,,,,,
401,PT05M34.00S,2021-11-20T04:40:38.6Z,3,REGULAR,2pt,Jump Shot,[],203501,71.00648817345598,51.635263480392155,1610612742,66,70,2021-11-20T04:41:59Z,3900000,8.0,220.0,1,right,T. Hardaway Jr. 22' Jump Shot (18 PTS),[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,22.02,Made,,,,,18.0,,,,,,,,,,,,,,
415,PT05M34.00S,2021-11-20T04:40:47.3Z,3,REGULAR,instantreplay,request,[],0,,,1610612756,66,70,2021-11-20T04:43:13Z,3905000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,Changed to 2-pt FG
402,PT05M16.00S,2021-11-20T04:40:56.0Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,66,70,2021-11-20T04:41:00Z,3910000,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 1628373]",1610612756.0,PHX,,,,,,,Booker,D. Booker,,,,,,,,,,,3.0,Ntilikina,1628373.0,,,,,,,,
403,PT05M16.00S,2021-11-20T04:40:56.0Z,3,REGULAR,steal,,[],1628373,,,1610612742,66,70,2021-11-20T04:40:58Z,3920000,,,0,,F. Ntilikina STEAL (3 STL),[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
404,PT05M10.00S,2021-11-20T04:41:02.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,64.47109067017082,50.0,1610612742,66,70,2021-11-20T04:41:07Z,3930000,0.0,281.0,1,right,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,28.15,Missed,,,,,,,,,,,,,,,,,,,
405,PT05M06.00S,2021-11-20T04:41:06.4Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,66,70,2021-11-20T04:41:07Z,3940000,,,0,,D. Ayton REBOUND (Off:2 Def:11),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,404.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
406,PT04M56.00S,2021-11-20T04:41:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.521024967148489,50.245098039215684,1610612756,68,70,2021-11-20T04:41:19Z,3950000,-1.0,9.0,1,left,D. Ayton cutting Layup (4 PTS) (C. Paul 8 AST),"[1629028, 101108]",1610612756.0,PHX,cutting,,,,,,Ayton,D. Ayton,0.89,Made,,,,,4.0,C. Paul,101108.0,8.0,,,,,,,,,,,
408,PT04M45.00S,2021-11-20T04:41:26.0Z,3,REGULAR,3pt,Jump Shot,[],203493,67.7562417871222,24.019607843137255,1610612742,68,70,2021-11-20T04:41:30Z,3970000,-130.0,251.0,1,right,MISS R. Bullock 28' 3PT,[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,28.23,Missed,,,,,,,,,,,,,,,,,,,
409,PT04M42.00S,2021-11-20T04:41:29.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,68,70,2021-11-20T04:41:30Z,3980000,,,0,,D. Ayton REBOUND (Off:2 Def:12),[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,408.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
410,PT04M33.00S,2021-11-20T04:41:38.7Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612756,68,70,2021-11-20T04:41:43Z,3990000,,,0,,C. Paul bad pass TURNOVER (3 TO),"[101108, 203493]",1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,3.0,Bullock,203493.0,,,,,,,,
411,PT04M33.00S,2021-11-20T04:41:38.7Z,3,REGULAR,steal,,[],203493,,,1610612742,68,70,2021-11-20T04:41:40Z,4000000,,,0,,R. Bullock STEAL (2 STL),[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,
412,PT04M27.00S,2021-11-20T04:41:44.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627827,75.64060446780552,88.97058823529412,1610612742,68,73,2021-11-20T04:41:49Z,4010000,195.0,176.0,1,right,D. Finney-Smith 26' 3PT running (9 PTS) (F. Ntilikina 4 AST),"[1627827, 1628373]",1610612742.0,DAL,running,,,,,,Finney-Smith,D. Finney-Smith,26.29,Made,,,,,9.0,F. Ntilikina,1628373.0,4.0,,,,,,,,,,,
414,PT04M26.00S,2021-11-20T04:41:52.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,68,73,2021-11-20T04:41:52Z,4030000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,out,[],101108,,,1610612756,68,73,2021-11-20T04:45:07Z,4040000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
417,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,out,[],1629028,,,1610612756,68,73,2021-11-20T04:45:07Z,4050000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,
418,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,out,[],203109,,,1610612756,68,73,2021-11-20T04:45:07Z,4060000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,
419,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,out,[],203501,,,1610612756,68,73,2021-11-20T04:45:07Z,4070000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
420,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,in,[],1626166,,,1610612756,68,73,2021-11-20T04:45:07Z,4080000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,
421,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,in,[],1629661,,,1610612756,68,73,2021-11-20T04:45:07Z,4090000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
422,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,in,[],201580,,,1610612756,68,73,2021-11-20T04:45:07Z,4100000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
423,PT04M26.00S,2021-11-20T04:41:53.7Z,3,REGULAR,substitution,in,[],1628425,,,1610612756,68,73,2021-11-20T04:45:07Z,4110000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,
424,PT04M07.00S,2021-11-20T04:45:34.3Z,3,REGULAR,foul,personal,['2freethrow'],1626161,,,1610612756,68,73,2021-11-20T04:45:50Z,4120000,,,0,,W. Cauley-Stein shooting personal FOUL (1 PF) (Johnson 2 FT),"[1626161, 1629661]",1610612742.0,DAL,shooting,,,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,201246.0,1.0,0.0,Johnson,1629661.0,,,
426,PT04M07.00S,2021-11-20T04:46:03.1Z,3,REGULAR,freethrow,1 of 2,[],1629661,,,1610612756,68,73,2021-11-20T04:46:19Z,4140000,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,Missed,,,,,,,,,,,,,,,,,,,
427,PT04M07.00S,2021-11-20T04:46:03.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,68,73,2021-11-20T04:46:19Z,4150000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,426.0,,,,,,,,,,,,,,,,,,
428,PT04M07.00S,2021-11-20T04:46:03.1Z,3,REGULAR,freethrow,2 of 2,[],1629661,,,1610612756,68,73,2021-11-20T04:46:19Z,4160000,,,0,,MISS C. Johnson Free Throw 2 of 2,[1629661],1610612756.0,PHX,,,,,,,Johnson,C. Johnson,,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M03.00S,2021-11-20T04:46:07.1Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,68,73,2021-11-20T04:46:19Z,4170000,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,,,,Bullock,R. Bullock,,,428.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
430,PT03M51.00S,2021-11-20T04:46:30.4Z,3,REGULAR,turnover,bad pass,[],1628373,,,1610612742,68,73,2021-11-20T04:46:33Z,4180000,,,0,,F. Ntilikina bad pass TURNOVER (2 TO),"[1628373, 1628969]",1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,2.0,Bridges,1628969.0,,,,,,,,
431,PT03M51.00S,2021-11-20T04:46:30.4Z,3,REGULAR,steal,,[],1628969,,,1610612756,68,73,2021-11-20T04:46:32Z,4190000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
432,PT03M45.00S,2021-11-20T04:46:35.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629661,5.863994743758213,2.941176470588235,1610612756,71,73,2021-11-20T04:46:40Z,4200000,235.0,3.0,1,left,C. Johnson 3PT running (8 PTS) (M. Bridges 2 AST),"[1629661, 1628969]",1610612756.0,PHX,running,,,,,,Johnson,C. Johnson,23.53,Made,,,,,8.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,
434,PT03M28.00S,2021-11-20T04:46:52.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626161,81.68528252299606,45.09803921568628,1610612742,71,75,2021-11-20T04:46:56Z,4220000,-25.0,120.0,1,right,W. Cauley-Stein 12' pullup Jump Shot (3 PTS),[1626161],1610612742.0,DAL,pullup,,,,,,Cauley-Stein,W. Cauley-Stein,12.22,Made,,,,,3.0,,,,,,,,,,,,,,
435,PT03M15.00S,2021-11-20T04:47:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,9.280551905387648,40.931372549019606,1610612756,71,75,2021-11-20T04:49:53Z,4230000,45.0,35.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,,,,Booker,D. Booker,5.71,Missed,,,,,,,,,,,,,,,,,,,
436,PT03M14.00S,2021-11-20T04:47:07.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,71,75,2021-11-20T04:49:53Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,435.0,,,,,,,,,,,,,,,,,,
437,PT03M14.00S,2021-11-20T04:47:12.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,71,75,2021-11-20T04:47:12Z,4250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,71,75,2021-11-20T04:47:34Z,4260000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
439,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,out,[],1627827,,,1610612756,71,75,2021-11-20T04:47:34Z,4270000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,
440,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,out,[],1628373,,,1610612756,71,75,2021-11-20T04:47:34Z,4280000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,
441,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,in,[],1629013,,,1610612756,71,75,2021-11-20T04:47:34Z,4290000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,
442,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,in,[],203504,,,1610612756,71,75,2021-11-20T04:47:34Z,4300000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,
443,PT03M14.00S,2021-11-20T04:47:13.7Z,3,REGULAR,substitution,in,[],1628973,,,1610612756,71,75,2021-11-20T04:47:34Z,4310000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,
444,PT03M07.00S,2021-11-20T04:47:42.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629661,18.084756898817346,54.65686274509803,1610612756,71,75,2021-11-20T04:47:47Z,4320000,-23.0,117.0,1,left,MISS C. Johnson 11' turnaround fadeaway Shot,[1629661],1610612756.0,PHX,turnaround fadeaway,,,,,,Johnson,C. Johnson,11.98,Missed,,,,,,,,,,,,,,,,,,,
445,PT03M03.00S,2021-11-20T04:47:46.3Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,71,75,2021-11-20T04:47:47Z,4330000,,,0,,J. McGee REBOUND (Off:2 Def:2),[201580],1610612756.0,PHX,,,,,,,McGee,J. McGee,,,444.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
446,PT03M03.00S,2021-11-20T04:47:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,7.966491458607096,49.50980392156863,1610612756,73,75,2021-11-20T04:47:52Z,4340000,2.0,22.0,1,left,J. McGee putback Layup (10 PTS),[201580],1610612756.0,PHX,putback,,,,,,McGee,J. McGee,2.25,Made,,,,,10.0,,,,,,,,,,,,,,
447,PT02M49.00S,2021-11-20T04:47:59.9Z,3,REGULAR,2pt,Jump Shot,[],203504,75.90341655716163,27.696078431372552,1610612742,73,75,2021-11-20T04:48:04Z,4350000,-112.0,174.0,1,right,MISS T. Burke 20' pullup Shot,[203504],1610612742.0,DAL,pullup,,,,,,Burke,T. Burke,20.67,Missed,,,,,,,,,,,,,,,,,,,
448,PT02M47.00S,2021-11-20T04:48:01.9Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,73,75,2021-11-20T04:48:04Z,4360000,,,0,,C. Payne REBOUND (Off:1 Def:2),[1626166],1610612756.0,PHX,,,,,,,Payne,C. Payne,,,447.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
449,PT02M39.00S,2021-11-20T04:48:10.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,7.835085413929041,46.07843137254902,1610612756,75,75,2021-11-20T04:48:13Z,4370000,20.0,21.0,1,left,J. McGee alley-oop DUNK (12 PTS) (C. Payne 2 AST),"[201580, 1626166]",1610612756.0,PHX,alley-oop,,,,,,McGee,J. McGee,2.88,Made,,,,,12.0,C. Payne,1626166.0,2.0,,,,,,,,,,,
451,PT02M23.00S,2021-11-20T04:48:25.9Z,3,REGULAR,3pt,Jump Shot,[],1626161,65.25952693823915,49.01960784313725,1610612742,75,78,2021-11-20T04:48:31Z,4390000,-5.0,274.0,1,right,W. Cauley-Stein 27' 3PT  (6 PTS) (J. Brunson 8 AST),"[1626161, 1628973]",1610612742.0,DAL,,,,,,,Cauley-Stein,W. Cauley-Stein,27.41,Made,,,,,6.0,J. Brunson,1628973.0,8.0,,,,,,,,,,,
453,PT02M15.00S,2021-11-20T04:48:35.9Z,3,REGULAR,foul,personal,[],1628973,,,1610612756,75,78,2021-11-20T04:48:43Z,4410000,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1626164]",1610612742.0,DAL,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,1662.0,2.0,0.0,Booker,1626164.0,,,
