actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT05M14.00S,2021-12-20T01:24:57.1Z,1,REGULAR,substitution,out,[],203109,,,1610612766,24,9,2021-12-20T01:25:24Z,880000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2021-12-20T01:24:57.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,24,9,2021-12-20T01:25:24Z,890000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M14.00S,2021-12-20T01:24:57.1Z,1,REGULAR,substitution,in,[],1626166,,,1610612766,24,9,2021-12-20T01:25:24Z,900000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M14.00S,2021-12-20T01:24:57.1Z,1,REGULAR,substitution,in,[],1629661,,,1610612766,24,9,2021-12-20T01:25:24Z,910000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M14.00S,2021-12-20T01:24:57.1Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,24,9,2021-12-20T01:25:24Z,920000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M03.00S,2021-12-20T01:25:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,20.97568988173456,46.81372549019608,1610612766,24,9,2021-12-20T01:30:47Z,930000,16.0,145.0,1,left,MISS L. Ball 14' driving floating Shot - blocked,"[1630163, 1629028]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,14.56,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0,
97,PT05M03.00S,2021-12-20T01:25:45.9Z,1,REGULAR,block,,[],1629028,,,1610612766,24,9,2021-12-20T01:25:48Z,940000,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M00.00S,2021-12-20T01:25:48.9Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,24,9,2021-12-20T01:25:50Z,950000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
99,PT04M50.00S,2021-12-20T01:25:58.9Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,24,9,2021-12-20T01:26:01Z,960000,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1626162]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,1.0,,,,,,,,,Oubre Jr.,1626162.0,,,
100,PT04M50.00S,2021-12-20T01:25:58.9Z,1,REGULAR,steal,,[],1626162,,,1610612766,24,9,2021-12-20T01:26:00Z,970000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M46.00S,2021-12-20T01:26:03.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,32.933639947437584,65.44117647058823,1610612766,24,9,2021-12-20T01:26:09Z,980000,-77.0,257.0,1,left,MISS K. Oubre Jr. 26' running pullup 3PT,[1626162],1610612766.0,CHA,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M41.00S,2021-12-20T01:26:08.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,24,9,2021-12-20T01:26:09Z,990000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,
103,PT04M25.00S,2021-12-20T01:26:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,87.07293035479631,39.705882352941174,1610612756,24,9,2021-12-20T01:26:27Z,1000000,-51.0,69.0,1,right,MISS C. Johnson 8' driving floating Shot,[1629661],1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,8.61,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M23.00S,2021-12-20T01:26:25.5Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,24,9,2021-12-20T01:26:25Z,1010000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,103.0,6.0,5.0,1.0,,,,,,,,,
105,PT04M23.00S,2021-12-20T01:26:26.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,90.22667542706965,54.166666666666664,1610612756,26,9,2021-12-20T01:26:30Z,1020000,21.0,39.0,1,right,D. Ayton turnaround Hook (9 PTS),[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,4.46,Made,9.0,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2021-12-20T01:26:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,9.017739816031538,46.32352941176471,1610612766,26,9,2021-12-20T01:26:43Z,1030000,18.0,32.0,1,left,MISS G. Hayward Layup - blocked,"[202330, 1626166]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,3.72,Missed,,,,,,,,,,,,,,,,,Payne,1626166.0,
107,PT04M09.00S,2021-12-20T01:26:40.1Z,1,REGULAR,block,,[],1626166,,,1610612766,26,9,2021-12-20T01:26:42Z,1040000,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M06.00S,2021-12-20T01:26:43.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,26,9,2021-12-20T01:34:41Z,1050000,,,0,,D. Ayton REBOUND (Off:1 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,106.0,7.0,6.0,1.0,,,,,,,,,
109,PT04M03.00S,2021-12-20T01:26:45.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,69.85873850197109,19.362745098039216,1610612756,26,9,2021-12-20T01:26:51Z,1060000,-153.0,231.0,1,right,MISS C. Johnson 27' running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2021-12-20T01:26:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,9,2021-12-20T01:26:50Z,1070000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,
111,PT04M01.00S,2021-12-20T01:26:51.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,26,9,2021-12-20T01:26:51Z,1080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M01.00S,2021-12-20T01:26:54.4Z,1,REGULAR,substitution,out,[],1630163,,,1610612756,26,9,2021-12-20T01:27:01Z,1090000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M01.00S,2021-12-20T01:26:54.4Z,1,REGULAR,substitution,in,[],202397,,,1610612756,26,9,2021-12-20T01:27:01Z,1100000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M53.00S,2021-12-20T01:27:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,77.7431011826544,87.99019607843137,1610612756,29,9,2021-12-20T01:27:22Z,1110000,190.0,157.0,1,right,C. Payne 24' 3PT step back (3 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,24.63,Made,3.0,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2021-12-20T01:27:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,28.728646517739815,77.69607843137256,1610612766,29,9,2021-12-20T01:27:40Z,1120000,-138.0,218.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2021-12-20T01:27:38.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,29,9,2021-12-20T01:27:40Z,1130000,,,0,,D. Ayton REBOUND (Off:1 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,115.0,8.0,7.0,1.0,,,,,,,,,
117,PT03M27.00S,2021-12-20T01:27:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.31340341655716,58.333333333333336,1610612756,29,9,2021-12-20T01:27:48Z,1140000,42.0,95.0,1,right,MISS D. Booker 10' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2021-12-20T01:27:47.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,9,2021-12-20T01:27:48Z,1150000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,
119,PT03M19.00S,2021-12-20T01:27:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,12.828515111695138,50.49019607843137,1610612766,29,9,2021-12-20T01:27:58Z,1160000,-2.0,68.0,1,left,MISS M. Bridges 6' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
120,PT03M17.00S,2021-12-20T01:27:55.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,29,9,2021-12-20T01:27:58Z,1170000,,,0,,D. Ayton REBOUND (Off:1 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,119.0,9.0,8.0,1.0,,,,,,,,,
121,PT03M13.00S,2021-12-20T01:28:00.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,75.90341655716163,13.725490196078432,1610612756,29,9,2021-12-20T01:28:04Z,1180000,-181.0,174.0,1,right,MISS D. Booker 25' running 3PT,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
122,PT03M10.00S,2021-12-20T01:28:03.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,29,9,2021-12-20T01:28:04Z,1190000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,
123,PT03M01.00S,2021-12-20T01:28:14.3Z,1,REGULAR,foul,personal,[],1626164,,,1610612766,29,9,2021-12-20T01:28:20Z,1200000,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1629023]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,1662.0,,,,,,1.0,0.0,Washington,1629023.0,,,,,
125,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,out,[],1626164,,,1610612766,29,9,2021-12-20T01:28:36Z,1220000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612766,29,9,2021-12-20T01:28:36Z,1230000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,out,[],202330,,,1610612766,29,9,2021-12-20T01:28:36Z,1240000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,in,[],201580,,,1610612766,29,9,2021-12-20T01:28:36Z,1250000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,in,[],1629013,,,1610612766,29,9,2021-12-20T01:28:36Z,1260000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2021-12-20T01:28:21.2Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,29,9,2021-12-20T01:28:36Z,1270000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M52.00S,2021-12-20T01:28:50.8Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,29,9,2021-12-20T01:28:59Z,1280000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
135,PT02M45.00S,2021-12-20T01:29:00.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626166,93.77463863337714,50.49019607843137,1610612756,29,9,2021-12-20T01:36:32Z,1295000,2.0,6.0,1,right,MISS C. Payne driving bank Shot,[1626166],1610612756.0,PHX,driving bank,,,Payne,C. Payne,,,,,0.65,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M43.00S,2021-12-20T01:29:02.9Z,1,REGULAR,rebound,offensive,[],201580,,,1610612756,29,9,2021-12-20T01:36:32Z,1297500,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,
133,PT02M43.00S,2021-12-20T01:29:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201580,93.24901445466492,46.568627450980394,1610612756,31,9,2021-12-20T01:36:41Z,1300000,-17.0,11.0,1,right,J. McGee tip Layup (2 PTS),[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,2.04,Made,2.0,,,,,,,,,,,,,,,,,,
134,PT02M27.00S,2021-12-20T01:29:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.30946123521682,52.20588235294118,1610612766,31,11,2021-12-20T01:29:28Z,1310000,-11.0,16.0,1,left,P. Washington driving reverse Layup (2 PTS),[1629023],1610612766.0,CHA,driving reverse,,,Washington,P. Washington,,,,,1.96,Made,2.0,,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2021-12-20T01:29:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,84.1819973718791,52.94117647058824,1610612756,31,11,2021-12-20T01:29:49Z,1320000,15.0,96.0,1,right,MISS J. McGee 9' turnaround Shot,[201580],1610612756.0,PHX,turnaround,,,McGee,J. McGee,,,,,9.73,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M05.00S,2021-12-20T01:29:45.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,31,11,2021-12-20T01:29:45Z,1330000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,
139,PT01M55.00S,2021-12-20T01:29:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,9.937582128777924,48.28431372549019,1610612766,31,13,2021-12-20T01:38:12Z,1340000,9.0,41.0,1,left,K. Oubre Jr. cutting DUNK (2 PTS) (J. McDaniels 1 AST),"[1626162, 1629667]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,4.18,Made,2.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
141,PT01M54.00S,2021-12-20T01:30:01.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,31,13,2021-12-20T01:30:01Z,1360000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M54.00S,2021-12-20T01:31:00.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,31,13,2021-12-20T01:31:28Z,1370000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M54.00S,2021-12-20T01:31:00.1Z,1,REGULAR,substitution,in,[],203901,,,1610612756,31,13,2021-12-20T01:31:28Z,1380000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M40.00S,2021-12-20T01:31:57.6Z,1,REGULAR,turnover,traveling,[],203901,,,1610612756,31,13,2021-12-20T01:32:01Z,1390000,,,0,,E. Payton traveling TURNOVER (1 TO),[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
145,PT01M24.00S,2021-12-20T01:32:22.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,14.536793692509855,73.77450980392157,1610612766,31,13,2021-12-20T01:32:24Z,1400000,-119.0,84.0,1,left,MISS K. Oubre Jr. 14' step back Shot,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,14.56,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M22.00S,2021-12-20T01:32:24.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,31,13,2021-12-20T01:32:24Z,1410000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,
147,PT01M12.00S,2021-12-20T01:32:37.7Z,1,REGULAR,foul,offensive,[],201580,,,1610612756,31,13,2021-12-20T01:32:44Z,1420000,,,0,,J. McGee offensive FOUL (1 PF),"[201580, 1629667]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,1662.0,,,,,,1.0,0.0,McDaniels,1629667.0,,,,,
149,PT01M12.00S,2021-12-20T01:32:37.7Z,1,REGULAR,turnover,offensive foul,[],201580,,,1610612756,31,13,2021-12-20T01:32:44Z,1440000,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
150,PT00M57.50S,2021-12-20T01:33:09.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,31,13,2021-12-20T01:33:09Z,1450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M55.60S,2021-12-20T01:33:26.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,31.61957950065703,33.088235294117645,1610612766,31,13,2021-12-20T01:33:31Z,1460000,85.0,245.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M51.20S,2021-12-20T01:33:30.5Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,31,13,2021-12-20T01:33:31Z,1470000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,151.0,1.0,0.0,1.0,,,,,,,,,
153,PT00M50.70S,2021-12-20T01:33:30.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629667,8.360709592641262,49.26470588235294,1610612766,31,13,2021-12-20T01:33:34Z,1480000,4.0,26.0,1,left,MISS J. McDaniels tip DUNK,[1629667],1610612766.0,CHA,tip,,,McDaniels,J. McDaniels,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M49.20S,2021-12-20T01:33:32.5Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,31,13,2021-12-20T01:33:32Z,1490000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,
155,PT00M45.70S,2021-12-20T01:33:39.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,31,13,2021-12-20T01:33:39Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M42.00S,2021-12-20T01:33:57.6Z,1,REGULAR,3pt,Jump Shot,[],1629013,87.99277266754271,95.83333333333334,1610612756,34,13,2021-12-20T01:34:01Z,1510000,229.0,60.0,1,right,L. Shamet 3PT  (3 PTS) (C. Johnson 1 AST),"[1629013, 1629661]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,23.7,Made,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,,
158,PT00M27.30S,2021-12-20T01:34:18.6Z,1,REGULAR,foul,personal,['2freethrow'],203901,,,1610612766,34,13,2021-12-20T01:38:37Z,1530000,,,0,,E. Payton shooting personal FOUL (1 PF) (McDaniels 2 FT),"[203901, 1629667]",1610612756.0,PHX,shooting,,,Payton,E. Payton,,,,,,,,,,,1662.0,,,,,,1.0,0.0,McDaniels,1629667.0,,,,,
160,PT00M27.30S,2021-12-20T01:34:44.3Z,1,REGULAR,freethrow,1 of 2,[],1629667,,,1610612766,34,14,2021-12-20T01:34:44Z,1550000,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
161,PT00M27.30S,2021-12-20T01:34:54.7Z,1,REGULAR,freethrow,2 of 2,[],1629667,,,1610612766,34,15,2021-12-20T01:34:54Z,1560000,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
162,PT00M10.30S,2021-12-20T01:35:13.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,66.5735873850197,45.34313725490196,1610612756,37,15,2021-12-20T01:35:16Z,1570000,-23.0,262.0,1,right,C. Johnson 26' 3PT  (3 PTS) (C. Payne 1 AST),"[1629661, 1626166]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,26.27,Made,3.0,C. Payne,1626166.0,1.0,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-12-20T01:35:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,13.485545335085414,45.588235294117645,1610612766,37,15,2021-12-20T01:35:44Z,1590000,22.0,74.0,1,left,MISS I. Smith 7' driving floating Shot,[202397],1610612766.0,CHA,driving floating,,,Smith,I. Smith,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-12-20T01:35:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,37,15,2021-12-20T01:35:44Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,
166,PT00M00.00S,2021-12-20T01:35:34.4Z,1,REGULAR,period,end,[],0,,,1610612766,37,15,2021-12-20T01:35:34Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-20T01:37:36.2Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,37,15,2021-12-20T01:37:56Z,1620000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-20T01:37:36.2Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,37,15,2021-12-20T01:37:56Z,1630000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-20T01:37:36.2Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,37,15,2021-12-20T01:37:56Z,1640000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-20T01:37:36.2Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612766,37,15,2021-12-20T01:37:56Z,1650000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-20T01:38:10.8Z,2,REGULAR,period,start,[],0,,,1610612766,37,15,2021-12-20T01:38:10Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M42.00S,2021-12-20T01:38:30.2Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612766,37,15,2021-12-20T01:38:40Z,1670000,,,0,,J. McGee shooting personal FOUL (2 PF) (Plumlee 2 FT),"[201580, 203486]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,1662.0,,,,,,2.0,0.0,Plumlee,203486.0,,,,,
174,PT11M42.00S,2021-12-20T01:38:55.1Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,37,16,2021-12-20T01:38:55Z,1690000,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
175,PT11M42.00S,2021-12-20T01:39:10.1Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,37,17,2021-12-20T01:39:10Z,1700000,,,0,,M. Plumlee Free Throw 2 of 2 (2 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
176,PT11M27.00S,2021-12-20T01:39:26.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,83.39356110381078,41.42156862745098,1610612756,39,17,2021-12-20T01:39:29Z,1710000,-43.0,104.0,1,right,C. Payne 11' step back Jump Shot (5 PTS),[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,11.21,Made,5.0,,,,,,,,,,,,,,,,,,
