actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT04M51.00S,2023-03-09T01:00:10.0Z,1,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612740,14,20,2023-03-09T01:00:20Z,890000,False,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,,,,,,1628953.0,0.0,1.0,Doncic,L. Doncic,,,,,,,,,,,,,,,,,
90,PT04M51.00S,2023-03-09T01:00:28.1Z,1,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,15,20,2023-03-09T01:00:28Z,900000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (3 PTS),[1630530],1610612740.0,NOP,technical,,,,,,,,,,,Murphy III,T. Murphy III,,,,Made,,,,,3.0,,,,,,,,
91,PT04M38.00S,2023-03-09T01:01:02.5Z,1,REGULAR,2pt,Jump Shot,[],203468,78.40013140604468,65.68627450980392,1610612740,15,20,2023-03-09T01:01:07Z,910000,False,78.0,151.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,,,,McCollum,C. McCollum,,,16.97,Missed,,,,,,,,,,,,,
92,PT04M36.00S,2023-03-09T01:01:04.5Z,1,REGULAR,rebound,defensive,[],203200,,,1610612742,15,20,2023-03-09T01:01:07Z,920000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,,,Holiday,J. Holiday,,,,,91.0,1.0,1.0,0.0,,,,,,,,,
93,PT04M22.00S,2023-03-09T01:01:19.0Z,1,REGULAR,2pt,Jump Shot,[],1629029,3.7614980289093296,68.38235294117648,1610612742,15,20,2023-03-09T01:04:24Z,930000,False,-92.0,-17.0,1,left,MISS L. Doncic 9' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,,,,Mid-Range,8-16 Left,,,,Doncic,L. Doncic,,,9.35,Missed,,,,,,,,,,,,,
94,PT04M20.00S,2023-03-09T01:01:21.0Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,15,20,2023-03-09T01:01:23Z,940000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Left,,,,Murphy III,T. Murphy III,,,,,93.0,2.0,2.0,0.0,,,,,,,,,
95,PT04M15.00S,2023-03-09T01:01:26.2Z,1,REGULAR,2pt,Jump Shot,[],1630529,89.48751642575559,92.67003676470588,1610612740,17,20,2023-03-09T01:07:00Z,950000,False,213.0,46.0,1,right,H. Jones 21' Jump Shot (4 PTS) (C. McCollum 3 AST),"[1630529, 203468]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,,,,Jones,H. Jones,,,21.84,Made,,,,,4.0,C. McCollum,203468.0,3.0,,,,,
97,PT03M56.00S,2023-03-09T01:01:44.2Z,1,REGULAR,3pt,Jump Shot,[],202693,25.04927726675427,86.27450980392157,1610612742,17,20,2023-03-09T01:01:49Z,970000,False,-181.0,183.0,1,left,MISS M. Morris 25' 3PT,[202693],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Morris,M. Morris,,,25.77,Missed,,,,,,,,,,,,,
98,PT03M53.00S,2023-03-09T01:01:47.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,17,20,2023-03-09T01:01:49Z,980000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Ingram,B. Ingram,,,,,97.0,1.0,1.0,0.0,,,,,,,,,
99,PT03M48.00S,2023-03-09T01:01:53.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630530,93.9060446780552,50.98039215686274,1610612740,19,20,2023-03-09T01:04:56Z,990000,False,5.0,5.0,1,right,T. Murphy III running DUNK (5 PTS) (B. Ingram 2 AST),"[1630530, 1627742]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,,,,Murphy III,T. Murphy III,,,0.69,Made,,,,,5.0,B. Ingram,1627742.0,2.0,,,,,
101,PT03M48.00S,2023-03-09T01:02:01.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,19,20,2023-03-09T01:02:01Z,1010000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M48.00S,2023-03-09T01:03:52.6Z,1,REGULAR,substitution,out,[],203468,,,1610612742,19,20,2023-03-09T01:05:01Z,1020000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
103,PT03M48.00S,2023-03-09T01:03:52.6Z,1,REGULAR,substitution,in,[],1630700,,,1610612742,19,20,2023-03-09T01:05:01Z,1030000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,
104,PT03M35.00S,2023-03-09T01:05:36.8Z,1,REGULAR,turnover,bad pass,[],202693,,,1610612742,19,20,2023-03-09T01:05:40Z,1040000,False,,,0,,M. Morris bad pass TURNOVER (1 TO),"[202693, 1630529]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Morris,M. Morris,,,,,,,,,,,,,1.0,Jones,1630529.0,,
105,PT03M35.00S,2023-03-09T01:05:36.8Z,1,REGULAR,steal,,[],1630529,,,1610612740,19,20,2023-03-09T01:05:39Z,1050000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,
106,PT03M27.00S,2023-03-09T01:05:44.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627742,81.42247043363994,50.245098039215684,1610612740,19,20,2023-03-09T01:07:04Z,1060000,False,1.0,122.0,1,right,MISS B. Ingram 12' running pullup Shot,[1627742],1610612740.0,NOP,running pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ingram,B. Ingram,,,12.21,Missed,,,,,,,,,,,,,
107,PT03M25.00S,2023-03-09T01:05:46.7Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,19,20,2023-03-09T01:05:46Z,1070000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Morris,M. Morris,,,,,106.0,1.0,1.0,0.0,,,,,,,,,
108,PT03M13.00S,2023-03-09T01:05:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.783837056504599,35.049019607843135,1610612742,19,20,2023-03-09T01:07:28Z,1080000,False,75.0,11.0,1,left,MISS L. Doncic 7' driving Layup,[1629029],1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Doncic,L. Doncic,,,7.56,Missed,,,,,,,,,,,,,
109,PT03M11.00S,2023-03-09T01:06:00.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,19,20,2023-03-09T01:06:00Z,1090000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Daniels,D. Daniels,,,,,108.0,1.0,1.0,0.0,,,,,,,,,
110,PT03M07.00S,2023-03-09T01:06:05.5Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,19,20,2023-03-09T02:06:38Z,1100000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1628373]",1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Ingram,B. Ingram,,,,,,,,,,,,,1.0,Ntilikina,1628373.0,,
111,PT03M07.00S,2023-03-09T01:06:05.5Z,1,REGULAR,steal,,[],1628373,,,1610612742,19,20,2023-03-09T01:06:08Z,1110000,False,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,
112,PT02M50.00S,2023-03-09T01:06:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,6.1268068331143235,45.83333333333333,1610612742,19,20,2023-03-09T01:06:41Z,1120000,False,21.0,5.0,1,left,MISS J. Green driving Layup - blocked,"[1630182, 1630530]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,2.14,Missed,,,,,,,,,,,,Murphy III,1630530.0
128,PT02M50.00S,2023-03-09T01:06:22.3Z,1,REGULAR,block,,[],1630530,,,1610612742,19,20,2023-03-09T01:08:21Z,1125000,False,,,0,,T. Murphy III BLOCK (2 BLK),[1630530],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
113,PT02M47.00S,2023-03-09T01:06:25.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,19,20,2023-03-09T01:08:21Z,1130000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Ingram,B. Ingram,,,,,112.0,2.0,2.0,0.0,,,,,,,,,
114,PT02M41.00S,2023-03-09T01:06:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.80354796320631,50.73529411764706,1610612740,21,20,2023-03-09T01:06:43Z,1140000,False,4.0,25.0,1,right,B. Ingram driving Layup (8 PTS),[1627742],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Ingram,B. Ingram,,,2.48,Made,,,,,8.0,,,,,,,,
115,PT02M31.00S,2023-03-09T01:06:40.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,7.440867279894875,2.696078431372549,1610612742,21,20,2023-03-09T01:06:47Z,1150000,False,237.0,17.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Green,J. Green,,,23.71,Missed,,,,,,,,,,,,,
116,PT02M30.00S,2023-03-09T01:06:41.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,21,20,2023-03-09T01:06:47Z,1160000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,115.0,,,,,,,,,,,,
118,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,out,[],1626195,,,1610612740,21,20,2023-03-09T01:07:17Z,1180000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,,,,,,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,
119,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,21,20,2023-03-09T01:07:17Z,1190000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
120,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,out,[],1630182,,,1610612740,21,20,2023-03-09T01:07:17Z,1200000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,
121,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,in,[],1626196,,,1610612740,21,20,2023-03-09T01:07:17Z,1210000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,
122,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,21,20,2023-03-09T01:07:17Z,1220000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
123,PT02M30.00S,2023-03-09T01:06:47.8Z,1,REGULAR,substitution,in,[],203501,,,1610612740,21,20,2023-03-09T01:07:17Z,1230000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
124,PT02M10.00S,2023-03-09T01:07:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,94.03745072273325,3.431372549019608,1610612740,21,20,2023-03-09T01:07:52Z,1240000,False,-233.0,4.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Marshall,N. Marshall,,,23.28,Missed,,,,,,,,,,,,,
125,PT02M07.00S,2023-03-09T01:07:47.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,21,20,2023-03-09T01:07:52Z,1250000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,124.0,1.0,1.0,0.0,,,,,,,,,
126,PT02M02.00S,2023-03-09T01:07:58.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612742,21,20,2023-03-09T01:08:04Z,1260000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630700, 1629029]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1162.0,1.0,0.0,Daniels,D. Daniels,Doncic,1629029.0,,,,,,,,,,,,,,,
129,PT02M02.00S,2023-03-09T01:08:22.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,21,21,2023-03-09T01:09:11Z,1280000,False,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,Made,,,,,7.0,,,,,,,,
130,PT02M02.00S,2023-03-09T01:08:25.5Z,1,REGULAR,substitution,out,[],202693,,,1610612742,21,21,2023-03-09T01:08:31Z,1290000,False,,,0,,SUB out: M. Morris,[202693],1610612742.0,DAL,,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,
131,PT02M02.00S,2023-03-09T01:08:25.5Z,1,REGULAR,substitution,in,[],1626174,,,1610612742,21,21,2023-03-09T01:08:31Z,1300000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
132,PT02M02.00S,2023-03-09T01:08:22.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,21,21,2023-03-09T01:09:11Z,1310000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,Missed,,,,,,,,,,,,,
133,PT02M00.00S,2023-03-09T01:08:24.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,21,21,2023-03-09T01:09:11Z,1320000,False,,,0,,H. Jones REBOUND (Off:2 Def:1),[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,132.0,3.0,1.0,2.0,,,,,,,,,
134,PT01M44.00S,2023-03-09T01:09:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.77463863337714,45.34313725490196,1610612740,21,21,2023-03-09T01:09:15Z,1330000,False,-23.0,6.0,1,right,MISS H. Jones cutting Layup,[1630529],1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,,,,Jones,H. Jones,,,2.41,Missed,,,,,,,,,,,,,
135,PT01M41.00S,2023-03-09T01:09:11.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,21,21,2023-03-09T01:09:11Z,1340000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,134.0,1.0,1.0,0.0,,,,,,,,,
136,PT01M33.00S,2023-03-09T01:09:20.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.6484888304862,26.225490196078432,1610612742,21,24,2023-03-09T01:09:25Z,1350000,False,119.0,226.0,1,left,L. Doncic 25' 3PT step back (10 PTS),[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Right Center,,,,Doncic,L. Doncic,,,25.55,Made,,,,,10.0,,,,,,,,
137,PT01M13.00S,2023-03-09T01:09:40.5Z,1,REGULAR,3pt,Jump Shot,[],1630230,92.9862023653088,4.411764705882353,1610612740,21,24,2023-03-09T01:09:44Z,1360000,False,-228.0,13.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Marshall,N. Marshall,,,22.83,Missed,,,,,,,,,,,,,
138,PT01M10.00S,2023-03-09T01:09:43.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,21,24,2023-03-09T01:09:44Z,1370000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Doncic,L. Doncic,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT01M02.00S,2023-03-09T01:09:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,19.136005256241788,92.8921568627451,1610612742,21,24,2023-03-09T01:11:51Z,1380000,False,-214.0,127.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,,,,Doncic,L. Doncic,,,24.95,Missed,,,,,,,,,,,,,
140,PT01M00.00S,2023-03-09T01:09:53.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,21,24,2023-03-09T01:09:56Z,1390000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,Daniels,D. Daniels,,,,,139.0,2.0,2.0,0.0,,,,,,,,,
141,PT00M57.60S,2023-03-09T01:10:03.3Z,1,REGULAR,foul,personal,[],203501,,,1610612740,21,24,2023-03-09T01:10:16Z,1400000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1627742]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,1162.0,1.0,0.0,Hardaway Jr.,T. Hardaway Jr.,Ingram,1627742.0,,,,,,,,,,,,,,,
143,PT00M57.60S,2023-03-09T01:10:08.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,21,24,2023-03-09T01:10:14Z,1420000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,
144,PT00M57.60S,2023-03-09T01:10:08.8Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,21,24,2023-03-09T01:10:14Z,1430000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
145,PT00M45.50S,2023-03-09T01:10:42.2Z,1,REGULAR,3pt,Jump Shot,[],1630700,93.38042049934296,96.56862745098039,1610612740,24,24,2023-03-09T01:10:49Z,1440000,False,233.0,10.0,1,right,D. Daniels 3PT  (3 PTS) (B. Ingram 3 AST),"[1630700, 1627742]",1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Daniels,D. Daniels,,,23.3,Made,,,,,3.0,B. Ingram,1627742.0,3.0,,,,,
147,PT00M29.00S,2023-03-09T01:11:00.9Z,1,REGULAR,3pt,Jump Shot,[],203200,3.4986859395532193,1.9607843137254901,1610612742,24,24,2023-03-09T01:11:14Z,1460000,False,240.0,-20.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Holiday,J. Holiday,,,24.1,Missed,,,,,,,,,,,,,
148,PT00M22.30S,2023-03-09T01:11:07.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,24,24,2023-03-09T01:11:14Z,1470000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Ingram,B. Ingram,,,,,147.0,3.0,3.0,0.0,,,,,,,,,
149,PT00M02.10S,2023-03-09T01:11:27.7Z,1,REGULAR,2pt,Hook,[],1630700,79.45137976346912,59.80392156862745,1610612740,24,24,2023-03-09T01:11:34Z,1480000,False,49.0,141.0,1,right,MISS D. Daniels 14' turnaround Hook,[1630700],1610612740.0,NOP,turnaround,,,,,,Mid-Range,8-16 Center,,,,Daniels,D. Daniels,,,14.9,Missed,,,,,,,,,,,,,
150,PT00M02.10S,2023-03-09T01:11:27.7Z,1,REGULAR,rebound,defensive,[],203200,,,1610612742,24,24,2023-03-09T01:11:34Z,1490000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Center,,,,Holiday,J. Holiday,,,,,149.0,2.0,2.0,0.0,,,,,,,,,
158,PT00M00.20S,2023-03-09T01:11:36.2Z,1,REGULAR,3pt,Jump Shot,[],203501,57.11235216819974,81.61764705882352,1610612742,24,24,2023-03-09T01:16:06Z,1505000,False,-158.0,484.0,1,left,MISS T. Hardaway Jr. 50' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,50.95,Missed,,,,,,,,,,,,,
159,PT00M00.10S,2023-03-09T01:11:36.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,24,24,2023-03-09T01:15:08Z,1512500,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,158.0,,,,,,,,,,,,
153,PT00M00.00S,2023-03-09T01:11:44.8Z,1,REGULAR,period,end,[],0,,,1610612742,24,24,2023-03-09T01:11:44Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-03-09T01:14:32.9Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612742,24,24,2023-03-09T01:14:46Z,1530000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-03-09T01:14:32.9Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,24,24,2023-03-09T01:14:46Z,1540000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-03-09T01:14:32.9Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612742,24,24,2023-03-09T01:14:46Z,1550000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-03-09T01:14:32.9Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,24,24,2023-03-09T01:14:46Z,1560000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-09T01:15:09.0Z,2,REGULAR,period,start,[],0,,,1610612740,24,24,2023-03-09T01:15:09Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M51.00S,2023-03-09T01:15:21.3Z,2,REGULAR,foul,personal,[],1628373,,,1610612740,24,24,2023-03-09T01:16:08Z,1580000,False,,,0,,F. Ntilikina personal FOUL (1 PF),"[1628373, 203468]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,1627541.0,1.0,0.0,Ntilikina,F. Ntilikina,McCollum,203468.0,,,,,,,,,,,,,,,
163,PT11M44.00S,2023-03-09T01:15:39.8Z,2,REGULAR,2pt,Jump Shot,[],203468,73.80091984231275,53.431372549019606,1610612740,24,24,2023-03-09T01:16:57Z,1600000,False,17.0,194.0,1,right,MISS C. McCollum 19' step back Shot,[203468],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Center,,,,McCollum,C. McCollum,,,19.46,Missed,,,,,,,,,,,,,
164,PT11M41.00S,2023-03-09T01:15:43.8Z,2,REGULAR,rebound,offensive,[],1626196,,,1610612740,24,24,2023-03-09T01:15:43Z,1610000,False,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Richardson,J. Richardson,,,,,163.0,1.0,0.0,1.0,,,,,,,,,
165,PT11M31.00S,2023-03-09T01:15:53.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,73.01248357424441,83.57843137254902,1610612740,27,24,2023-03-09T01:17:09Z,1620000,False,168.0,201.0,1,right,C. McCollum 26' 3PT pullup (5 PTS) (D. Daniels 1 AST),"[203468, 1630700]",1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,,,,McCollum,C. McCollum,,,26.21,Made,,,,,5.0,D. Daniels,1630700.0,1.0,,,,,
167,PT11M17.00S,2023-03-09T01:16:07.3Z,2,REGULAR,3pt,Jump Shot,[],203501,32.802233902759525,41.17647058823529,1610612742,27,24,2023-03-09T01:16:19Z,1640000,False,44.0,256.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Hardaway Jr.,T. Hardaway Jr.,,,25.96,Missed,,,,,,,,,,,,,
168,PT11M17.00S,2023-03-09T01:16:07.3Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,27,24,2023-03-09T01:16:19Z,1650000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Hayes,J. Hayes,,,,,167.0,1.0,1.0,0.0,,,,,,,,,
169,PT11M03.00S,2023-03-09T01:16:21.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.77463863337714,50.0,1610612740,29,24,2023-03-09T01:16:36Z,1660000,False,0.0,6.0,1,right,J. Hayes alley-oop DUNK (2 PTS) (D. Daniels 2 AST),"[1629637, 1630700]",1610612740.0,NOP,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,0.6,Made,,,,,2.0,D. Daniels,1630700.0,2.0,,,,,
171,PT10M41.00S,2023-03-09T01:16:42.7Z,2,REGULAR,3pt,Jump Shot,[],203200,24.392247043363994,87.74509803921569,1610612742,29,24,2023-03-09T01:17:03Z,1680000,False,-189.0,177.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,25.86,Missed,,,,,,,,,,,,,
