actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
88,PT04M56.00S,2022-12-29T01:24:37.3Z,1,REGULAR,rebound,defensive,[],203085,,,1610612750,16,14,2022-12-29T01:24:38Z,880000,False,,,0,,A. Rivers REBOUND (Off:0 Def:2),[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Mid-Range,16-24 Center,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT04M45.00S,2022-12-29T01:24:48.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,82.9993429697766,31.61764705882353,1610612750,16,16,2022-12-29T01:24:53Z,890000,False,-92.0,107.0,1,right,D. Russell 14' turnaround fadeaway Jump Shot (2 PTS),[1626156],1610612750.0,MIN,turnaround fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,14.13,Made,,,,,,,,,2.0,,,,,,,,,
90,PT04M24.00S,2022-12-29T01:25:12.9Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612740,16,16,2022-12-29T01:25:27Z,900000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (Marshall 2 FT),"[1630162, 1630230]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,,,,,2.0,0.0,Marshall,1630230.0,,,,,
92,PT04M24.00S,2022-12-29T01:25:44.9Z,1,REGULAR,foul,technical,['1freethrow'],1630162,,,1610612740,16,16,2022-12-29T01:26:01Z,920000,False,,,0,,A. Edwards technical FOUL (1 Tech),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,201246.0,,,,,2.0,1.0,,,,,,,
93,PT04M24.00S,2022-12-29T01:26:11.8Z,1,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,17,16,2022-12-29T01:26:11Z,930000,False,,,0,,C. McCollum technical Free Throw 1 of 1 (1 PTS),[203468],1610612740.0,NOP,technical,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
94,PT04M24.00S,2022-12-29T01:26:41.4Z,1,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,18,16,2022-12-29T01:26:41Z,940000,False,,,0,,N. Marshall Free Throw 1 of 2 (3 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
95,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,out,[],202685,,,1610612740,18,16,2022-12-29T01:26:54Z,950000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,out,[],1630162,,,1610612740,18,16,2022-12-29T01:26:54Z,960000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,out,[],203085,,,1610612740,18,16,2022-12-29T01:26:54Z,970000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,18,16,2022-12-29T01:26:54Z,980000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,in,[],1630183,,,1610612740,18,16,2022-12-29T01:26:54Z,990000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M24.00S,2022-12-29T01:26:42.1Z,1,REGULAR,substitution,in,[],1627854,,,1610612740,18,16,2022-12-29T01:26:54Z,1000000,False,,,0,,SUB in: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M24.00S,2022-12-29T01:27:04.3Z,1,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,19,16,2022-12-29T01:27:04Z,1010000,False,,,0,,N. Marshall Free Throw 2 of 2 (4 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
102,PT04M07.00S,2022-12-29T01:27:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,93.11760840998686,46.32352941176471,1610612750,19,18,2022-12-29T01:27:28Z,1020000,False,-18.0,12.0,1,right,D. Russell driving Layup (4 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,4.0,,,,,,,,,
103,PT04M03.00S,2022-12-29T01:27:36.4Z,1,REGULAR,foul,personal,[],1630183,,,1610612740,19,18,2022-12-29T01:27:53Z,1030000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1629627]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,1627961.0,,,,,1.0,0.0,Williamson,1629627.0,,,,,
105,PT04M03.00S,2022-12-29T01:27:42.7Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,19,18,2022-12-29T01:27:46Z,1050000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M03.00S,2022-12-29T01:27:42.7Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,19,18,2022-12-29T01:27:46Z,1060000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2022-12-29T01:28:03.5Z,1,REGULAR,3pt,Jump Shot,[],203468,26.10052562417871,78.92156862745098,1610612740,22,18,2022-12-29T01:28:08Z,1070000,False,-145.0,193.0,1,left,C. McCollum 24' 3PT pullup (4 PTS) (L. Nance Jr. 1 AST),"[203468, 1626204]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.1,Made,,,,,,,,,4.0,,,,,L. Nance Jr.,1626204.0,1.0,,
109,PT03M45.00S,2022-12-29T01:28:19.4Z,1,REGULAR,foul,personal,[],1628984,,,1610612750,22,18,2022-12-29T01:28:25Z,1090000,False,,,0,,D. Graham personal FOUL (1 PF),"[1628984, 1626156]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,203591.0,,,,,1.0,0.0,Russell,1626156.0,,,,,
111,PT03M34.00S,2022-12-29T01:28:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629675,65.91655716162943,53.431372549019606,1610612750,22,21,2022-12-29T01:28:51Z,1110000,False,17.0,268.0,1,right,N. Reid 26' 3PT  (5 PTS) (D. Russell 3 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.85,Made,,,,,,,,,5.0,,,,,D. Russell,1626156.0,3.0,,
113,PT03M20.00S,2022-12-29T01:29:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,4.812746386333772,53.67647058823529,1610612740,22,21,2022-12-29T04:47:11Z,1130000,False,-18.0,-7.0,1,left,MISS L. Nance Jr. alley-oop Layup,[1626204],1610612740.0,NOP,alley-oop,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
114,PT03M19.00S,2022-12-29T01:29:02.4Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,22,21,2022-12-29T01:29:09Z,1140000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M19.00S,2022-12-29T01:29:06.8Z,1,REGULAR,foul,personal,[],1626204,,,1610612750,22,21,2022-12-29T01:29:19Z,1150000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1629675]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,1.0,0.0,Reid,1629675.0,,,,,
117,PT03M05.00S,2022-12-29T01:29:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629669,68.28186596583443,63.725490196078425,1610612750,22,21,2022-12-29T01:29:49Z,1170000,False,69.0,246.0,1,right,MISS J. Nowell 25' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
118,PT03M02.00S,2022-12-29T01:29:35.6Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,22,21,2022-12-29T01:29:49Z,1180000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M58.00S,2022-12-29T01:29:50.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612740,22,21,2022-12-29T01:30:27Z,1190000,False,,,0,,J. Nowell shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629669, 1629627]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203591.0,,,,,1.0,0.0,Williamson,1629627.0,,,,,
121,PT02M58.00S,2022-12-29T01:30:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,22,21,2022-12-29T01:30:05Z,1210000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M58.00S,2022-12-29T01:32:04.7Z,1,REGULAR,substitution,out,[],203468,,,1610612740,22,21,2022-12-29T01:32:37Z,1220000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M58.00S,2022-12-29T01:32:04.7Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,22,21,2022-12-29T01:32:37Z,1230000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2022-12-29T01:32:51.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629627,,,1610612740,22,21,2022-12-29T01:32:51Z,1240000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2022-12-29T01:32:51.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,22,21,2022-12-29T01:32:51Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,
126,PT02M58.00S,2022-12-29T01:33:05.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629627,,,1610612740,23,21,2022-12-29T01:33:05Z,1260000,False,,,0,,Z. Williamson Free Throw 2 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
127,PT02M45.00S,2022-12-29T01:33:19.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,69.46452036793693,29.901960784313726,1610612750,23,21,2022-12-29T01:33:23Z,1270000,False,-100.0,235.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
128,PT02M41.00S,2022-12-29T01:33:23.5Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,23,21,2022-12-29T01:33:23Z,1280000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,127.0,2.0,0.0,2.0,,,,,,,,,,,,,,
129,PT02M39.00S,2022-12-29T01:33:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,92.32917214191852,43.627450980392155,1610612750,23,23,2022-12-29T01:34:51Z,1290000,False,-32.0,20.0,1,right,J. McDaniels putback Layup (6 PTS),[1630183],1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,6.0,,,,,,,,,
130,PT02M24.00S,2022-12-29T01:33:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,4.681340341655716,53.67647058823529,1610612740,23,23,2022-12-29T01:33:44Z,1300000,False,-18.0,-8.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
131,PT02M21.00S,2022-12-29T01:33:43.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,23,23,2022-12-29T01:33:44Z,1310000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
132,PT02M17.00S,2022-12-29T01:33:46.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629675,94.1688567674113,51.470588235294116,1610612750,23,25,2022-12-29T01:33:53Z,1320000,False,7.0,2.0,1,right,N. Reid driving Layup (7 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,7.0,,,,,,,,,
133,PT02M11.00S,2022-12-29T01:33:59.5Z,1,REGULAR,foul,offensive,[],1630631,,,1610612740,23,25,2022-12-29T01:34:27Z,1330000,False,,,0,,J. Alvarado off-the-ball offensive FOUL (1 PF),"[1630631, 1630183]",1610612740.0,NOP,off-the-ball,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,203591.0,,,,,1.0,0.0,McDaniels,1630183.0,,,,,
135,PT02M11.00S,2022-12-29T01:33:59.5Z,1,REGULAR,turnover,offensive foul,[],1630631,,,1610612740,23,25,2022-12-29T01:33:59Z,1350000,False,,,0,,J. Alvarado offensive foul TURNOVER (1 TO),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,203591.0,1.0,,,,,,,,,,,,
136,PT01M47.00S,2022-12-29T01:34:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,91.01511169513797,51.225490196078425,1610612750,23,27,2022-12-29T01:34:37Z,1360000,False,6.0,32.0,1,right,N. Reid Layup (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.26,Made,,,,,,,,,9.0,,,,,,,,,
137,PT01M21.00S,2022-12-29T01:34:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,12.040078843626807,46.568627450980394,1610612740,23,27,2022-12-29T01:35:03Z,1370000,False,17.0,61.0,1,left,MISS D. Daniels 6' driving floating Shot,[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
138,PT01M19.00S,2022-12-29T01:35:01.8Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,23,27,2022-12-29T01:35:03Z,1380000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M12.00S,2022-12-29T01:35:09.1Z,1,REGULAR,2pt,Jump Shot,[],1626156,79.97700394218134,68.87254901960785,1610612750,23,27,2022-12-29T01:35:13Z,1390000,False,94.0,136.0,1,right,MISS D. Russell 16' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,16.53,Missed,,,,,,,,,,,,,,,,,,
140,PT01M08.00S,2022-12-29T01:35:13.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,23,27,2022-12-29T01:35:13Z,1400000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Right Center,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT01M02.00S,2022-12-29T01:35:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.30946123521682,46.07843137254902,1610612740,23,27,2022-12-29T01:35:32Z,1410000,False,20.0,16.0,1,left,MISS Z. Williamson driving Layup - blocked,"[1629627, 1630183]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
142,PT01M02.00S,2022-12-29T01:35:24.4Z,1,REGULAR,block,,[],1630183,,,1610612740,23,27,2022-12-29T01:35:27Z,1420000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT01M02.00S,2022-12-29T01:35:24.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,23,27,2022-12-29T01:35:32Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,141.0,,,,,,,,,,,,,,,,,
145,PT00M58.60S,2022-12-29T01:35:38.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,28.991458607095925,24.264705882352942,1610612740,23,27,2022-12-29T01:35:42Z,1450000,False,129.0,220.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
146,PT00M56.10S,2022-12-29T01:35:40.9Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,23,27,2022-12-29T01:35:42Z,1460000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,145.0,3.0,1.0,2.0,,,,,,,,,,,,,,
147,PT00M47.70S,2022-12-29T01:35:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,87.72996057818659,49.754901960784316,1610612750,23,27,2022-12-29T01:35:58Z,1470000,False,-1.0,63.0,1,right,MISS J. Nowell 6' driving Layup,[1629669],1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
148,PT00M46.00S,2022-12-29T01:35:51.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,23,27,2022-12-29T01:35:58Z,1480000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT00M26.90S,2022-12-29T01:36:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,16.507884362680684,49.26470588235294,1610612740,23,27,2022-12-29T01:36:34Z,1500000,False,4.0,103.0,1,left,MISS J. Alvarado 10' floating Shot,[1630631],1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
151,PT00M25.00S,2022-12-29T01:36:24.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,23,27,2022-12-29T01:36:34Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M25.00S,2022-12-29T01:36:34.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612750,23,27,2022-12-29T01:37:00Z,1520000,False,,,0,,L. Nance Jr. loose ball personal FOUL (2 PF) (Reid 2 FT),"[1626204, 1629675]",1610612740.0,NOP,loose ball,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,,,,,,,201246.0,,,,,2.0,0.0,Reid,1629675.0,,,,,
154,PT00M25.00S,2022-12-29T01:37:07.8Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,23,28,2022-12-29T01:37:07Z,1540000,False,,,0,,N. Reid Free Throw 1 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
155,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612750,23,28,2022-12-29T01:37:21Z,1550000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,out,[],1626204,,,1610612750,23,28,2022-12-29T01:37:21Z,1560000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,23,28,2022-12-29T01:37:21Z,1570000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,in,[],1630530,,,1610612750,23,28,2022-12-29T01:37:21Z,1580000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,in,[],1629637,,,1610612750,23,28,2022-12-29T01:37:21Z,1590000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M25.00S,2022-12-29T01:37:08.8Z,1,REGULAR,substitution,in,[],203085,,,1610612750,23,28,2022-12-29T01:37:21Z,1600000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M25.00S,2022-12-29T01:37:07.8Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,23,28,2022-12-29T01:37:37Z,1610000,False,,,0,,MISS N. Reid Free Throw 2 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT00M23.50S,2022-12-29T01:37:09.3Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,23,28,2022-12-29T01:37:37Z,1620000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,161.0,3.0,3.0,0.0,,,,,,,,,,,,,,
163,PT00M03.70S,2022-12-29T01:37:56.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612740,23,28,2022-12-29T01:38:04Z,1630000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629675, 1629627]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,1.0,0.0,Williamson,1629627.0,,,,,
165,PT00M03.70S,2022-12-29T01:38:23.2Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,23,28,2022-12-29T01:38:23Z,1650000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M03.70S,2022-12-29T01:38:23.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,23,28,2022-12-29T01:38:23Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M03.70S,2022-12-29T01:38:25.8Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,23,28,2022-12-29T01:38:32Z,1670000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M03.70S,2022-12-29T01:38:25.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,23,28,2022-12-29T01:38:32Z,1680000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.70S,2022-12-29T01:38:41.1Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,24,28,2022-12-29T01:38:41Z,1690000,False,,,0,,Z. Williamson Free Throw 2 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
170,PT00M00.00S,2022-12-29T01:38:50.3Z,1,REGULAR,turnover,lost ball,[],1629675,,,1610612750,24,28,2022-12-29T01:38:59Z,1700000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1630631]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Alvarado,1630631.0,,,,,,,,,,
171,PT00M00.00S,2022-12-29T01:38:50.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,24,28,2022-12-29T01:38:52Z,1710000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-12-29T01:38:54.0Z,1,REGULAR,period,end,[],0,,,1610612740,24,28,2022-12-29T01:38:54Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
