actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M20.00S,2022-10-25T23:48:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.27792378449409,50.49019607843137,1610612740,31,18,2022-10-25T23:48:29Z,900000,2.0,29.0,1,right,C. McCollum driving Layup (4 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.96,Made,4.0,,,,,,,,,,,,,,,,,
92,PT04M09.00S,2022-10-25T23:48:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,16.63929040735874,94.11764705882352,1610612742,31,21,2022-10-25T23:49:32Z,910000,-221.0,104.0,1,left,L. Doncic 24' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,24.38,Made,12.0,,,,,,,,,,,,,,,,,
93,PT03M59.00S,2022-10-25T23:48:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.77463863337714,53.92156862745098,1610612740,33,21,2022-10-25T23:48:45Z,920000,20.0,6.0,1,right,T. Murphy III driving reverse Layup (7 PTS),[1630530],1610612740.0,NOP,driving reverse,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.05,Made,7.0,,,,,,,,,,,,,,,,,
94,PT03M51.00S,2022-10-25T23:48:49.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,30.305519053876477,26.96078431372549,1610612742,33,21,2022-10-25T23:48:53Z,930000,115.0,232.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
95,PT03M49.00S,2022-10-25T23:48:51.3Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,33,21,2022-10-25T23:48:53Z,940000,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,
96,PT03M32.00S,2022-10-25T23:49:09.2Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,33,21,2022-10-25T23:49:19Z,950000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1629029]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0
97,PT03M32.00S,2022-10-25T23:49:09.2Z,1,REGULAR,steal,,[],1629029,,,1610612742,33,21,2022-10-25T23:49:10Z,960000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
98,PT03M28.00S,2022-10-25T23:49:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629029,5.732588699080158,45.588235294117645,1610612742,33,23,2022-10-25T23:49:25Z,970000,22.0,1.0,1,left,L. Doncic running Layup (14 PTS),[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.21,Made,14.0,,,,,,,,,,,,,,,,,
99,PT03M17.00S,2022-10-25T23:49:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.99277266754271,44.85294117647059,1610612740,33,23,2022-10-25T23:49:31Z,980000,-26.0,60.0,1,right,MISS C. McCollum 6' floating Shot - blocked,"[203468, 1628467]",1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,Kleber,1628467.0,,,
100,PT03M17.00S,2022-10-25T23:49:24.2Z,1,REGULAR,block,,[],1628467,,,1610612740,33,23,2022-10-25T23:49:27Z,990000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT03M12.00S,2022-10-25T23:49:29.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,33,23,2022-10-25T23:49:31Z,1000000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,
102,PT03M08.00S,2022-10-25T23:49:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627827,6.258212877792378,52.69607843137255,1610612742,33,25,2022-10-25T23:49:37Z,1010000,-13.0,6.0,1,left,D. Finney-Smith cutting Layup (4 PTS) (L. Doncic 3 AST),"[1627827, 1629029]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.49,Made,4.0,,,,,,,,,,L. Doncic,1629029.0,3.0,,,,,
104,PT03M02.00S,2022-10-25T23:49:45.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,33,25,2022-10-25T23:49:45Z,1030000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M02.00S,2022-10-25T23:52:12.9Z,1,REGULAR,substitution,out,[],203468,,,1610612740,33,25,2022-10-25T23:52:26Z,1040000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M02.00S,2022-10-25T23:52:12.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612740,33,25,2022-10-25T23:52:26Z,1050000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M02.00S,2022-10-25T23:52:12.9Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,33,25,2022-10-25T23:52:26Z,1060000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M02.00S,2022-10-25T23:52:12.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612740,33,25,2022-10-25T23:52:26Z,1070000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M50.00S,2022-10-25T23:53:15.7Z,1,REGULAR,2pt,Jump Shot,[],1626204,92.19776609724047,71.32352941176471,1610612740,35,25,2022-10-25T23:53:23Z,1080000,107.0,21.0,1,right,L. Nance Jr. 10' turnaround fadeaway Jump Shot (2 PTS),[1626204],1610612740.0,NOP,turnaround fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,10.86,Made,2.0,,,,,,,,,,,,,,,,,
111,PT02M31.00S,2022-10-25T23:53:33.6Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,35,25,2022-10-25T23:53:41Z,1090000,,,0,,L. Doncic lost ball TURNOVER (1 TO),"[1629029, 1630700]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Daniels,1630700.0
112,PT02M31.00S,2022-10-25T23:53:33.6Z,1,REGULAR,steal,,[],1630700,,,1610612740,35,25,2022-10-25T23:53:35Z,1100000,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M30.00S,2022-10-25T23:53:45.7Z,1,REGULAR,foul,personal,[],203493,,,1610612740,35,25,2022-10-25T23:53:52Z,1120000,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1630700]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Center,,,,1198.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,
116,PT02M30.00S,2022-10-25T23:53:53.2Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,35,25,2022-10-25T23:54:08Z,1140000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M30.00S,2022-10-25T23:53:53.2Z,1,REGULAR,substitution,out,[],203493,,,1610612740,35,25,2022-10-25T23:54:08Z,1150000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M30.00S,2022-10-25T23:53:53.2Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,35,25,2022-10-25T23:54:08Z,1160000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M30.00S,2022-10-25T23:53:53.2Z,1,REGULAR,substitution,in,[],1630267,,,1610612740,35,25,2022-10-25T23:54:08Z,1170000,,,0,,SUB in: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M23.00S,2022-10-25T23:54:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626204,92.85479632063075,45.34313725490196,1610612740,37,25,2022-10-25T23:54:26Z,1180000,-23.0,15.0,1,right,L. Nance Jr. cutting Layup (4 PTS) (D. Graham 1 AST),"[1626204, 1628984]",1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.75,Made,4.0,,,,,,,,,,D. Graham,1628984.0,1.0,,,,,
122,PT02M00.00S,2022-10-25T23:54:45.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.863994743758213,49.01960784313725,1610612742,37,27,2022-10-25T23:55:23Z,1200000,5.0,3.0,1,left,C. Wood DUNK (2 PTS) (L. Doncic 4 AST),"[1626174, 1629029]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.55,Made,2.0,,,,,,,,,,L. Doncic,1629029.0,4.0,,,,,
124,PT01M47.00S,2022-10-25T23:54:58.3Z,1,REGULAR,3pt,Jump Shot,[],1628984,72.48685939553219,82.1078431372549,1610612740,40,27,2022-10-25T23:55:03Z,1220000,161.0,206.0,1,right,D. Graham 26' 3PT pullup (3 PTS) (J. Hayes 1 AST),"[1628984, 1629637]",1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.12,Made,3.0,,,,,,,,,,J. Hayes,1629637.0,1.0,,,,,
126,PT01M27.00S,2022-10-25T23:55:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,5.863994743758213,53.67647058823529,1610612742,40,29,2022-10-25T23:56:06Z,1240000,-18.0,3.0,1,left,C. Wood Layup (4 PTS) (L. Doncic 5 AST),"[1626174, 1629029]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,1.86,Made,4.0,,,,,,,,,,L. Doncic,1629029.0,5.0,,,,,
128,PT01M13.00S,2022-10-25T23:55:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,89.56964520367937,46.568627450980394,1610612740,40,29,2022-10-25T23:55:40Z,1260000,-17.0,46.0,1,right,MISS L. Nance Jr. driving Layup - blocked,"[1626204, 1629029]",1610612740.0,NOP,driving,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,Doncic,1629029.0,,,
129,PT01M13.00S,2022-10-25T23:55:32.8Z,1,REGULAR,block,,[],1629029,,,1610612740,40,29,2022-10-25T23:55:35Z,1270000,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M09.00S,2022-10-25T23:55:36.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,40,29,2022-10-25T23:55:40Z,1280000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
131,PT01M05.00S,2022-10-25T23:55:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,8.623521681997373,48.03921568627451,1610612742,40,31,2022-10-25T23:57:12Z,1290000,10.0,29.0,1,left,C. Wood driving Layup (6 PTS) (L. Doncic 6 AST),"[1626174, 1629029]",1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,3.02,Made,6.0,,,,,,,,,,L. Doncic,1629029.0,6.0,,,,,
133,PT00M53.10S,2022-10-25T23:55:53.2Z,1,REGULAR,3pt,Jump Shot,[],1630631,67.7562417871222,32.84313725490196,1610612740,40,31,2022-10-25T23:55:58Z,1310000,-86.0,251.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
134,PT00M50.20S,2022-10-25T23:55:56.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,40,31,2022-10-25T23:55:58Z,1320000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,
135,PT00M45.90S,2022-10-25T23:56:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,30.831143232588698,30.14705882352941,1610612742,40,31,2022-10-25T23:58:37Z,1330000,99.0,237.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
136,PT00M42.40S,2022-10-25T23:56:04.0Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,40,31,2022-10-25T23:56:06Z,1340000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,
137,PT00M35.70S,2022-10-25T23:56:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,72.09264126149803,82.1078431372549,1610612740,40,31,2022-10-25T23:56:15Z,1350000,161.0,210.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,,,,,,,,,,,,,,,,,
138,PT00M32.40S,2022-10-25T23:56:13.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,40,31,2022-10-25T23:56:15Z,1360000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,137.0,3.0,3.0,0.0,,,,,,,,
141,PT00M10.20S,2022-10-25T23:56:44.3Z,1,REGULAR,turnover,offensive goaltending,[],1626174,,,1610612742,40,31,2022-10-25T23:56:53Z,1390000,,,0,,C. Wood offensive goaltending TURNOVER (1 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,,,,,,,,1.0,,
142,PT00M10.20S,2022-10-25T23:56:52.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612740,40,31,2022-10-25T23:57:00Z,1400000,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M10.20S,2022-10-25T23:56:52.8Z,1,REGULAR,substitution,out,[],1629029,,,1610612740,40,31,2022-10-25T23:57:00Z,1410000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M10.20S,2022-10-25T23:56:52.8Z,1,REGULAR,substitution,in,[],203468,,,1610612740,40,31,2022-10-25T23:57:00Z,1420000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M10.20S,2022-10-25T23:56:52.8Z,1,REGULAR,substitution,in,[],1627827,,,1610612740,40,31,2022-10-25T23:57:00Z,1430000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-10-25T23:57:25.1Z,1,REGULAR,period,end,[],0,,,1610612740,40,31,2022-10-25T23:57:25Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-10-25T23:59:57.4Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612740,40,31,2022-10-26T00:00:36Z,1450000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-10-25T23:59:57.4Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612740,40,31,2022-10-26T00:00:36Z,1460000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-10-25T23:59:57.4Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612740,40,31,2022-10-26T00:00:36Z,1470000,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-10-25T23:59:57.4Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612740,40,31,2022-10-26T00:00:36Z,1480000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-26T00:00:59.0Z,2,REGULAR,period,start,[],0,,,1610612740,40,31,2022-10-26T00:00:59Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M47.00S,2022-10-26T00:01:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,92.46057818659659,46.568627450980394,1610612740,42,31,2022-10-26T00:01:16Z,1500000,-17.0,18.0,1,right,J. Alvarado cutting Layup (11 PTS) (D. Daniels 1 AST),"[1630631, 1630700]",1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.52,Made,11.0,,,,,,,,,,D. Daniels,1630700.0,1.0,,,,,
154,PT11M26.00S,2022-10-26T00:01:31.1Z,2,REGULAR,3pt,Jump Shot,[],203915,31.488173455978973,35.53921568627451,1610612742,42,31,2022-10-26T00:01:36Z,1520000,72.0,243.0,1,left,MISS S. Dinwiddie 25' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
155,PT11M23.00S,2022-10-26T00:01:34.1Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,42,31,2022-10-26T00:01:36Z,1530000,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT11M12.00S,2022-10-26T00:01:45.6Z,2,REGULAR,3pt,Jump Shot,[],1626204,75.90341655716163,11.27450980392157,1610612740,45,31,2022-10-26T00:01:49Z,1540000,-194.0,174.0,1,right,L. Nance Jr. 26' 3PT  (7 PTS) (D. Daniels 2 AST),"[1626204, 1630700]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,26.03,Made,7.0,,,,,,,,,,D. Daniels,1630700.0,2.0,,,,,
158,PT10M50.00S,2022-10-26T00:02:07.4Z,2,REGULAR,2pt,Jump Shot,[],1626174,26.49474375821288,37.745098039215684,1610612742,45,31,2022-10-26T00:02:15Z,1560000,61.0,197.0,1,left,MISS C. Wood 20' step back Shot,[1626174],1610612742.0,DAL,step back,,,Wood,C. Wood,,,,,Mid-Range,16-24 Center,20.59,Missed,,,,,,,,,,,,,,,,,,
159,PT10M47.00S,2022-10-26T00:02:10.4Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,45,31,2022-10-26T00:02:15Z,1570000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,16-24 Center,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,
160,PT10M41.00S,2022-10-26T00:02:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630631,94.30026281208936,51.470588235294116,1610612740,47,31,2022-10-26T00:02:22Z,1580000,7.0,1.0,1,right,J. Alvarado running Layup (13 PTS),[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,0.75,Made,13.0,,,,,,,,,,,,,,,,,
161,PT10M26.00S,2022-10-26T00:02:37.2Z,2,REGULAR,violation,kicked ball,[],1626204,,,1610612742,47,31,2022-10-26T00:02:42Z,1590000,,,0,,L. Nance Jr. kicked ball VIOLATION,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,
162,PT10M17.00S,2022-10-26T00:03:01.1Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612742,47,31,2022-10-26T00:03:07Z,1600000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Kleber 2 FT),"[1629637, 1628467]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,,,
164,PT10M17.00S,2022-10-26T00:03:23.3Z,2,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,47,32,2022-10-26T00:03:23Z,1620000,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
165,PT10M17.00S,2022-10-26T00:03:35.9Z,2,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,47,33,2022-10-26T00:03:35Z,1630000,,,0,,M. Kleber Free Throw 2 of 2 (2 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
166,PT10M04.00S,2022-10-26T00:03:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630631,90.48948751642575,96.07843137254902,1610612740,47,33,2022-10-26T00:03:55Z,1640000,230.0,37.0,1,right,MISS J. Alvarado step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
167,PT10M01.00S,2022-10-26T00:03:53.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,47,33,2022-10-26T00:03:55Z,1650000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,
168,PT09M41.00S,2022-10-26T00:04:12.9Z,2,REGULAR,3pt,Jump Shot,[],1626174,7.30946123521682,3.1862745098039214,1610612742,47,36,2022-10-26T00:04:18Z,1660000,234.0,16.0,1,left,C. Wood 3PT  (9 PTS) (S. Dinwiddie 1 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,23.47,Made,9.0,,,,,,,,,,S. Dinwiddie,203915.0,1.0,,,,,
170,PT09M22.00S,2022-10-26T00:04:31.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,78.9257555847569,92.8921568627451,1610612740,50,36,2022-10-26T00:04:38Z,1680000,214.0,146.0,1,right,D. Graham 25' 3PT  (6 PTS) (J. Alvarado 1 AST),"[1628984, 1630631]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.92,Made,6.0,,,,,,,,,,J. Alvarado,1630631.0,1.0,,,,,
172,PT09M08.00S,2022-10-26T00:04:50.8Z,2,REGULAR,foul,personal,[],1630631,,,1610612742,50,36,2022-10-26T00:04:57Z,1700000,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1626174]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,101283.0,1.0,0.0,Wood,1626174.0,,,,,,,,,,,,
174,PT08M57.00S,2022-10-26T00:05:21.9Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612742,50,36,2022-10-26T00:05:28Z,1720000,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1626204, 203915]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Center,,,,1198.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,
176,PT08M57.00S,2022-10-26T00:05:54.8Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,50,36,2022-10-26T00:05:54Z,1740000,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT08M57.00S,2022-10-26T00:05:54.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,50,36,2022-10-26T00:05:54Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,
178,PT08M57.00S,2022-10-26T00:06:12.6Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,50,37,2022-10-26T00:06:12Z,1760000,,,0,,S. Dinwiddie Free Throw 2 of 2 (4 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
