actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
95,PT05M18.00S,2026-02-25T01:25:01.5Z,1,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612766,16,15,2026-02-25T01:26:23Z,845000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612766.0,CHA,bad pass,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,1627541.0,,,,,,,,,
87,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,out,[],1627824,,,1610612741,16,15,2026-02-25T01:26:23Z,850000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,16,15,2026-02-25T01:26:23Z,860000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,out,[],1631217,,,1610612741,16,15,2026-02-25T01:26:23Z,870000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,in,[],1630208,,,1610612741,16,15,2026-02-25T01:26:23Z,880000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,16,15,2026-02-25T01:26:23Z,890000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M18.00S,2026-02-25T01:25:02.6Z,1,REGULAR,substitution,in,[],1641750,,,1610612741,16,15,2026-02-25T01:26:23Z,900000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M18.00S,2026-02-25T01:25:23.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,15,2026-02-25T01:26:23Z,910000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M05.00S,2026-02-25T01:28:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641824,94.03745072273325,55.88235294117647,1610612741,18,15,2026-02-25T01:28:35Z,930000,False,29.0,4.0,1,right,M. Buzelis driving finger roll Layup (5 PTS),[1641824],1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.96,Made,5.0,,,,,,,,,,,,,,,,,
97,PT04M53.00S,2026-02-25T01:28:36.7Z,1,REGULAR,2pt,Jump Shot,[],1629632,24.26084099868594,74.01960784313727,1610612766,18,17,2026-02-25T01:28:40Z,940000,False,-120.0,176.0,1,left,C. White 21' pullup Jump Shot (2 PTS),[1629632],1610612766.0,CHA,pullup,,,White,C. White,,,,,Mid-Range,16-24 Left Center,21.27,Made,2.0,,,,,,,,,,,,,,,,,
98,PT04M35.00S,2026-02-25T01:28:55.8Z,1,REGULAR,3pt,Jump Shot,[],1641824,67.09921156373193,47.794117647058826,1610612741,21,17,2026-02-25T01:29:03Z,950000,False,-11.0,257.0,1,right,M. Buzelis 25' 3PT step back (8 PTS),[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,25.7,Made,8.0,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2026-02-25T01:29:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612766,21,17,2026-02-25T01:29:19Z,960000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Knueppel 2 FT),"[1630208, 1642851]",1610612741.0,CHI,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Knueppel,1642851.0,,,,,
101,PT04M20.00S,2026-02-25T01:29:45.0Z,1,REGULAR,freethrow,1 of 2,[],1642851,,,1610612766,21,18,2026-02-25T01:29:45Z,980000,False,,,0,,K. Knueppel Free Throw 1 of 2 (1 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
102,PT04M20.00S,2026-02-25T01:29:56.9Z,1,REGULAR,freethrow,2 of 2,[],1642851,,,1610612766,21,19,2026-02-25T01:29:56Z,990000,False,,,0,,K. Knueppel Free Throw 2 of 2 (2 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2026-02-25T01:30:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630171,68.67608409986859,29.411764705882355,1610612741,24,19,2026-02-25T01:30:13Z,1000000,False,-103.0,242.0,1,right,I. Okoro 26' 3PT  (5 PTS) (T. Jones 1 AST),"[1630171, 1630200]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,26.29,Made,5.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
105,PT03M57.00S,2026-02-25T01:30:20.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,3.630091984231275,97.05882352941177,1610612766,24,22,2026-02-25T01:30:25Z,1020000,False,-235.0,-18.0,1,left,G. Williams 3PT  (3 PTS) (C. White 1 AST),"[1629684, 1629632]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.6,Made,3.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
107,PT03M32.00S,2026-02-25T01:30:46.7Z,1,REGULAR,2pt,Jump Shot,[],1641824,76.47831800262811,42.505361519607845,1610612741,26,22,2026-02-25T01:30:54Z,1040000,False,-37.0,169.0,1,right,M. Buzelis 17' step back Jump Shot (10 PTS),[1641824],1610612741.0,CHI,step back,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,17.27,Made,10.0,,,,,,,,,,,,,,,,,
108,PT03M09.00S,2026-02-25T01:31:08.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,5.601182654402102,3.1862745098039214,1610612766,26,25,2026-02-25T01:31:14Z,1050000,False,234.0,0.0,1,left,G. Williams 3PT  (6 PTS) (C. White 2 AST),"[1629684, 1629632]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,23.41,Made,6.0,C. White,1629632.0,2.0,,,,,,,,,,,,,,
110,PT03M00.00S,2026-02-25T01:31:21.5Z,1,REGULAR,foul,personal,[],1642851,,,1610612741,26,25,2026-02-25T01:31:39Z,1070000,False,,,0,,K. Knueppel personal FOUL (1 PF),"[1642851, 1642265]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201639.0,1.0,0.0,Dillingham,1642265.0,,,,,
112,PT03M00.00S,2026-02-25T01:31:31.1Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,26,25,2026-02-25T01:31:37Z,1090000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M00.00S,2026-02-25T01:31:31.1Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,26,25,2026-02-25T01:31:37Z,1100000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M00.00S,2026-02-25T01:31:31.1Z,1,REGULAR,substitution,in,[],1629012,,,1610612741,26,25,2026-02-25T01:31:37Z,1110000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2026-02-25T01:31:31.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,26,25,2026-02-25T01:31:37Z,1120000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2026-02-25T01:32:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,93.9060446780552,57.35294117647059,1610612741,26,25,2026-02-25T01:32:06Z,1130000,False,37.0,5.0,1,right,MISS N. Richards driving Layup - blocked,"[1630208, 1641750]",1610612741.0,CHI,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,,,,,,,,,Kalkbrenner,1641750.0
117,PT02M46.00S,2026-02-25T01:32:00.6Z,1,REGULAR,block,,[],1641750,,,1610612741,26,25,2026-02-25T01:32:35Z,1140000,False,,,0,,R. Kalkbrenner BLOCK (1 BLK),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2026-02-25T01:32:00.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,26,25,2026-02-25T01:32:06Z,1150000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,116.0,,,,,,,,,,
120,PT02M26.00S,2026-02-25T01:32:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630182,5.469776609724048,3.9215686274509802,1610612766,26,25,2026-02-25T01:32:33Z,1170000,False,230.0,-1.0,1,left,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2026-02-25T01:32:31.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612741,26,25,2026-02-25T01:32:33Z,1180000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,,,,,120.0,,,,,,1.0,1.0,0.0,,
122,PT02M12.00S,2026-02-25T01:32:42.0Z,1,REGULAR,2pt,Jump Shot,[],1642265,71.92633048620236,35.692401960784316,1610612741,26,25,2026-02-25T01:34:10Z,1190000,False,-72.0,211.0,1,right,MISS R. Dillingham 22' step back Shot,[1642265],1610612741.0,CHI,step back,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Left Center,22.32,Missed,,,,,,,,,,,,,,,,,,
123,PT02M10.00S,2026-02-25T01:32:44.0Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,26,25,2026-02-25T01:32:47Z,1200000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,122.0,,,,,,1.0,1.0,0.0,,
124,PT02M06.00S,2026-02-25T01:32:48.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,25.18068331143233,12.745098039215685,1610612766,26,28,2026-02-25T01:33:00Z,1210000,False,186.0,184.0,1,left,K. Knueppel 26' 3PT running (5 PTS) (G. Williams 1 AST),"[1642851, 1629684]",1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,26.2,Made,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
126,PT01M55.00S,2026-02-25T01:32:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,87.72996057818659,52.450980392156865,1610612741,26,28,2026-02-25T01:33:03Z,1230000,False,12.0,63.0,1,right,MISS T. Jones 6' driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,,
127,PT01M53.00S,2026-02-25T01:33:01.6Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612766,26,28,2026-02-25T01:33:03Z,1240000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,126.0,,,,,,2.0,2.0,0.0,,
128,PT01M48.00S,2026-02-25T01:33:06.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,35.8245729303548,43.872549019607845,1610612766,26,28,2026-02-25T01:35:03Z,1250000,False,31.0,284.0,1,left,MISS C. White 28' 3PT,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Center,28.59,Missed,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2026-02-25T01:33:06.8Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612741,26,28,2026-02-25T01:33:29Z,1260000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,,,,,,,,,,128.0,,,,,,1.0,1.0,0.0,,
130,PT01M39.00S,2026-02-25T01:33:16.9Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612741,26,28,2026-02-25T01:33:27Z,1270000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Jones 2 FT),"[1629684, 1630200]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1626300.0,1.0,0.0,Jones,1630200.0,,,,,
132,PT01M39.00S,2026-02-25T01:33:47.7Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,26,28,2026-02-25T01:33:47Z,1290000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2026-02-25T01:33:47.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,26,28,2026-02-25T01:33:47Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,
134,PT01M39.00S,2026-02-25T01:33:48.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,26,28,2026-02-25T01:33:55Z,1310000,False,,,0,,SUB out: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M39.00S,2026-02-25T01:33:48.8Z,1,REGULAR,substitution,out,[],1642851,,,1610612741,26,28,2026-02-25T01:33:55Z,1320000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M39.00S,2026-02-25T01:33:48.8Z,1,REGULAR,substitution,in,[],1642883,,,1610612741,26,28,2026-02-25T01:33:55Z,1330000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M39.00S,2026-02-25T01:33:48.8Z,1,REGULAR,substitution,in,[],1641706,,,1610612741,26,28,2026-02-25T01:33:55Z,1340000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2026-02-25T01:34:08.6Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,27,28,2026-02-25T01:34:08Z,1350000,False,,,0,,T. Jones Free Throw 2 of 2 (1 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
139,PT01M31.00S,2026-02-25T01:34:22.1Z,1,REGULAR,foul,offensive,[],1641706,,,1610612766,27,28,2026-02-25T01:34:28Z,1360000,False,,,0,,B. Miller off-the-ball offensive FOUL (1 PF),"[1641706, 1629012]",1610612766.0,CHA,off-the-ball,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,201639.0,1.0,0.0,Sexton,1629012.0,,,,,
141,PT01M31.00S,2026-02-25T01:34:22.1Z,1,REGULAR,turnover,offensive foul,[],1641706,,,1610612766,27,28,2026-02-25T01:34:22Z,1380000,False,,,0,,B. Miller offensive foul TURNOVER (3 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,,,,,,,3.0,,,,201639.0,,,,,,,,,
142,PT01M20.00S,2026-02-25T01:34:48.9Z,1,REGULAR,foul,offensive,[],1629012,,,1610612741,27,28,2026-02-25T01:34:54Z,1390000,False,,,0,,C. Sexton charge offensive FOUL (1 PF),"[1629012, 1630182]",1610612741.0,CHI,charge,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,Green,1630182.0,,,,,
144,PT01M20.00S,2026-02-25T01:34:48.9Z,1,REGULAR,turnover,offensive foul,[],1629012,,,1610612741,27,28,2026-02-25T01:34:48Z,1410000,False,,,0,,C. Sexton offensive foul TURNOVER (1 TO),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,201639.0,,,,,,,,,
145,PT01M07.00S,2026-02-25T01:35:16.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,14.14257555847569,49.754901960784316,1610612766,27,28,2026-02-25T01:35:19Z,1420000,False,1.0,80.0,1,left,MISS B. Miller 8' turnaround fadeaway Shot,[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,8.04,Missed,,,,,,,,,,,,,,,,,,
146,PT01M05.00S,2026-02-25T01:35:17.9Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,27,28,2026-02-25T01:35:17Z,1430000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,145.0,,,,,,2.0,1.0,1.0,,
147,PT01M04.00S,2026-02-25T01:35:18.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,30.17411300919842,21.568627450980394,1610612766,27,28,2026-02-25T01:35:25Z,1440000,False,142.0,231.0,1,left,MISS G. Williams 27' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,27.13,Missed,,,,,,,,,,,,,,,,,,
148,PT01M00.00S,2026-02-25T01:35:22.9Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612741,27,28,2026-02-25T01:35:25Z,1450000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,147.0,,,,,,2.0,2.0,0.0,,
149,PT00M55.90S,2026-02-25T01:35:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642265,94.03745072273325,54.41176470588235,1610612741,29,28,2026-02-25T01:35:43Z,1460000,False,22.0,4.0,1,right,R. Dillingham running Layup (2 PTS),[1642265],1610612741.0,CHI,running,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,,,,,,,,,,,,,,,,,
150,PT00M38.10S,2026-02-25T01:35:51.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,27.151773981603156,16.911764705882355,1610612766,29,31,2026-02-25T01:37:01Z,1470000,False,165.0,203.0,1,left,B. Miller 26' 3PT pullup (8 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.16,Made,8.0,,,,,,,,,,,,,,,,,
151,PT00M20.10S,2026-02-25T01:36:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.30026281208936,48.77450980392157,1610612741,31,31,2026-02-25T01:37:30Z,1480000,False,-6.0,1.0,1,right,T. Jones driving reverse Layup (3 PTS),[1630200],1610612741.0,CHI,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.62,Made,3.0,,,,,,,,,,,,,,,,,
152,PT00M03.30S,2026-02-25T01:36:36.7Z,1,REGULAR,foul,personal,[],1630200,,,1610612766,31,31,2026-02-25T01:36:45Z,1490000,False,,,0,,T. Jones take personal FOUL (1 PF),"[1630200, 1641706]",1610612741.0,CHI,take,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627541.0,1.0,0.0,Miller,1641706.0,,,,,
154,PT00M03.30S,2026-02-25T01:36:45.2Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,31,31,2026-02-25T01:36:50Z,1510000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M03.30S,2026-02-25T01:36:45.2Z,1,REGULAR,substitution,in,[],1642851,,,1610612766,31,31,2026-02-25T01:36:50Z,1520000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M03.30S,2026-02-25T01:36:51.6Z,1,REGULAR,substitution,out,[],1642265,,,1610612766,31,31,2026-02-25T01:36:56Z,1530000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M03.30S,2026-02-25T01:36:51.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612766,31,31,2026-02-25T01:36:56Z,1540000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2026-02-25T01:37:16.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,32.40801576872536,62.745098039215684,1610612766,31,31,2026-02-25T01:37:22Z,1550000,False,-64.0,252.0,1,left,MISS K. Knueppel 26' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-02-25T01:37:18.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,31,31,2026-02-25T01:37:18Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,158.0,,,,,,,,,,
160,PT00M00.00S,2026-02-25T01:37:19.6Z,1,REGULAR,period,end,[],0,,,1610612766,31,31,2026-02-25T01:37:19Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612766,31,31,2026-02-25T01:39:53Z,1580000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612766,31,31,2026-02-25T01:39:53Z,1590000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1642851,,,1610612766,31,31,2026-02-25T01:39:53Z,1600000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,out,['startperiod'],1641750,,,1610612766,31,31,2026-02-25T01:39:53Z,1610000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1642265,,,1610612766,31,31,2026-02-25T01:39:53Z,1620000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,31,31,2026-02-25T01:39:53Z,1630000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1631217,,,1610612766,31,31,2026-02-25T01:39:53Z,1640000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-02-25T01:39:34.7Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612766,31,31,2026-02-25T01:39:53Z,1650000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612766.0,CHA,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-02-25T01:39:58.5Z,2,REGULAR,period,start,[],0,,,1610612741,31,31,2026-02-25T01:39:58Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M44.00S,2026-02-25T01:40:17.8Z,2,REGULAR,turnover,out-of-bounds,[],1642265,,,1610612741,31,31,2026-02-25T01:40:34Z,1670000,False,,,0,,R. Dillingham bad pass out-of-bounds TURNOVER (1 TO),[1642265],1610612741.0,CHI,bad pass,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,1626300.0,,,,,,,,,
171,PT11M38.00S,2026-02-25T01:40:43.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,32.14520367936925,37.254901960784316,1610612766,31,31,2026-02-25T01:41:14Z,1680000,False,64.0,250.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.77,Missed,,,,,,,,,,,,,,,,,,
172,PT11M33.00S,2026-02-25T01:40:48.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612741,31,31,2026-02-25T01:40:48Z,1690000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,,171.0,,,,,,2.0,2.0,0.0,,
