actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
466,PT07M23.00S,2026-01-01T01:35:32.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642847,,,1610612741,76,73,2026-01-01T01:35:38Z,4530000,False,,,0,,J. Fears personal FOUL (2 PF) (Okoro 2 FT),"[1642847, 1630171]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,202026.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,0.0,Okoro,1630171.0
468,PT07M23.00S,2026-01-01T01:35:59.2Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,77,73,2026-01-01T01:35:59Z,4550000,False,,,0,,I. Okoro Free Throw 1 of 2 (19 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,
469,PT07M23.00S,2026-01-01T01:36:13.4Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,78,73,2026-01-01T01:36:13Z,4560000,False,,,0,,I. Okoro Free Throw 2 of 2 (20 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,
470,PT07M13.00S,2026-01-01T01:36:27.4Z,3,REGULAR,foul,offensive,['inpenalty'],1629627,,,1610612740,78,73,2026-01-01T01:36:35Z,4570000,False,,,0,,Z. Williamson charge offensive FOUL (4 PF),"[1629627, 1630188]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Smith,1630188.0
472,PT07M13.00S,2026-01-01T01:36:27.4Z,3,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,78,73,2026-01-01T01:36:27Z,4590000,False,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,,,,
473,PT07M13.00S,2026-01-01T01:36:36.3Z,3,REGULAR,substitution,out,[],1642847,,,1610612741,78,73,2026-01-01T01:36:45Z,4600000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT07M13.00S,2026-01-01T01:36:36.3Z,3,REGULAR,substitution,out,[],1629627,,,1610612741,78,73,2026-01-01T01:36:45Z,4610000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT07M13.00S,2026-01-01T01:36:36.3Z,3,REGULAR,substitution,in,[],1626172,,,1610612741,78,73,2026-01-01T01:36:45Z,4620000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT07M13.00S,2026-01-01T01:36:36.3Z,3,REGULAR,substitution,in,[],1629673,,,1610612741,78,73,2026-01-01T01:36:45Z,4630000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT06M59.00S,2026-01-01T01:37:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,92.06636005256242,48.529411764705884,1610612741,78,73,2026-01-01T01:37:14Z,4640000,False,-7.0,22.0,1,right,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1642852]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,Queen,1642852.0,,,,,,,
478,PT06M59.00S,2026-01-01T01:37:06.6Z,3,REGULAR,block,,[],1642852,,,1610612741,78,73,2026-01-01T01:37:09Z,4650000,False,,,0,,D. Queen BLOCK (4 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
479,PT06M59.00S,2026-01-01T01:37:06.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,78,73,2026-01-01T01:37:14Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,477.0,,,,,,,,,,,,
481,PT06M54.00S,2026-01-01T01:37:22.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630172,70.51576872536137,75.49019607843137,1610612741,81,73,2026-01-01T01:37:25Z,4680000,False,127.0,225.0,1,right,P. Williams 25' 3PT  (5 PTS) (J. Smith 1 AST),"[1630172, 1630188]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,Above the Break 3,24+ Right Center,25.84,Made,5.0,J. Smith,1630188.0,1.0,,,,,,,,,,,,,
483,PT06M31.00S,2026-01-01T01:37:44.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.338370565045992,55.392156862745104,1610612740,81,73,2026-01-01T01:39:11Z,4700000,False,-27.0,-2.0,1,left,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,
484,PT06M29.00S,2026-01-01T01:37:46.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,81,73,2026-01-01T01:37:46Z,4710000,False,,,0,,J. Smith REBOUND (Off:0 Def:7),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,,,,,,,483.0,7.0,7.0,0.0,,,,,,,,,
485,PT06M21.00S,2026-01-01T01:37:54.9Z,3,REGULAR,3pt,Jump Shot,[],1630245,76.2976346911958,12.254901960784313,1610612741,81,73,2026-01-01T01:37:59Z,4720000,False,-189.0,170.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,
486,PT06M18.00S,2026-01-01T01:37:58.2Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612741,81,73,2026-01-01T01:37:58Z,4730000,False,,,0,,J. Smith REBOUND (Off:1 Def:7),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Left Center,,,,,,,485.0,8.0,7.0,1.0,,,,,,,,,
487,PT06M18.00S,2026-01-01T01:37:58.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612741,81,73,2026-01-01T01:37:58Z,4740000,False,0.0,0.0,1,right,MISS J. Smith tip Layup,[1630188],1610612741.0,CHI,tip,,,Smith,J. Smith,,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,
488,PT06M17.00S,2026-01-01T01:37:59.1Z,3,REGULAR,rebound,defensive,[],1642852,,,1610612740,81,73,2026-01-01T01:37:59Z,4750000,False,,,0,,D. Queen REBOUND (Off:1 Def:6),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,Mid-Range,8-16 Left,,,,,,,487.0,7.0,6.0,1.0,,,,,,,,,
489,PT06M09.00S,2026-01-01T01:38:06.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,6.652431011826544,51.470588235294116,1610612740,81,75,2026-01-01T01:38:11Z,4760000,False,-7.0,10.0,1,left,D. Queen driving floating bank Jump Shot (7 PTS),[1642852],1610612740.0,NOP,driving floating bank,,,Queen,D. Queen,,,,,,Restricted Area,0-8 Center,1.24,Made,7.0,,,,,,,,,,,,,,,,
490,PT06M02.00S,2026-01-01T01:38:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612741,81,75,2026-01-01T01:38:26Z,4770000,False,,,0,,D. Queen shooting personal FOUL (4 PF) (Smith 2 FT),"[1642852, 1630188]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,202026.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Smith,1630188.0
492,PT06M02.00S,2026-01-01T01:38:43.6Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,82,75,2026-01-01T01:38:43Z,4790000,False,,,0,,J. Smith Free Throw 1 of 2 (10 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
493,PT06M02.00S,2026-01-01T01:38:45.7Z,3,REGULAR,substitution,out,[],1630171,,,1610612741,82,75,2026-01-01T01:38:53Z,4800000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT06M02.00S,2026-01-01T01:38:45.7Z,3,REGULAR,substitution,out,[],1642852,,,1610612741,82,75,2026-01-01T01:38:53Z,4810000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT06M02.00S,2026-01-01T01:38:45.7Z,3,REGULAR,substitution,in,[],1631207,,,1610612741,82,75,2026-01-01T01:38:53Z,4820000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT06M02.00S,2026-01-01T01:38:45.7Z,3,REGULAR,substitution,in,[],1642274,,,1610612741,82,75,2026-01-01T01:38:53Z,4830000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT06M02.00S,2026-01-01T01:39:06.3Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,83,75,2026-01-01T01:39:06Z,4840000,False,,,0,,J. Smith Free Throw 2 of 2 (11 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
498,PT05M47.00S,2026-01-01T01:39:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.601182654402102,52.20588235294118,1610612740,83,77,2026-01-01T01:39:29Z,4850000,False,-11.0,0.0,1,left,K. Looney Layup (2 PTS),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,,,,,,,,,,,,,,,,
500,PT05M32.00S,2026-01-01T01:39:38.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.24901445466492,53.431372549019606,1610612741,85,77,2026-01-01T01:39:45Z,4870000,False,17.0,11.0,1,right,A. Dosunmu driving finger roll Layup (7 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,2.04,Made,7.0,,,,,,,,,,,,,,,,
501,PT05M27.00S,2026-01-01T01:39:43.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,26.888961892247043,18.872549019607842,1610612740,85,77,2026-01-01T01:42:58Z,4880000,False,156.0,200.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,
502,PT05M24.00S,2026-01-01T01:39:46.3Z,3,REGULAR,rebound,defensive,[],1631207,,,1610612741,85,77,2026-01-01T01:39:50Z,4890000,False,,,0,,D. Terry REBOUND (Off:1 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,Above the Break 3,24+ Right Center,,,,,,,501.0,2.0,1.0,1.0,,,,,,,,,
503,PT05M18.00S,2026-01-01T01:39:51.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,92.9862023653088,50.49019607843137,1610612741,85,77,2026-01-01T01:44:25Z,4900000,False,2.0,13.0,1,right,MISS A. Dosunmu running Layup,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,
505,PT05M16.00S,2026-01-01T01:39:53.7Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612740,85,77,2026-01-01T01:40:02Z,4920000,False,,,0,,K. Looney REBOUND (Off:3 Def:6),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,,,,,503.0,9.0,6.0,3.0,,,,,,,,,
506,PT05M10.00S,2026-01-01T01:40:03.0Z,3,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612740,85,77,2026-01-01T01:40:24Z,4930000,False,,,0,,K. Huerter shooting personal FOUL (2 PF) (Poole 2 FT),"[1628989, 1629673]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,2003.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Poole,1629673.0
508,PT05M10.00S,2026-01-01T01:40:29.1Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,85,78,2026-01-01T01:40:29Z,4950000,False,,,0,,J. Poole Free Throw 1 of 2 (13 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
509,PT05M10.00S,2026-01-01T01:40:29.7Z,3,REGULAR,substitution,out,[],1630180,,,1610612740,85,78,2026-01-01T01:40:32Z,4960000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT05M10.00S,2026-01-01T01:40:29.7Z,3,REGULAR,substitution,in,[],1642877,,,1610612740,85,78,2026-01-01T01:40:32Z,4970000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT05M10.00S,2026-01-01T01:40:49.8Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,85,79,2026-01-01T01:40:49Z,4980000,False,,,0,,J. Poole Free Throw 2 of 2 (14 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
512,PT04M48.00S,2026-01-01T01:41:37.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.11760840998686,51.71568627450981,1610612741,87,79,2026-01-01T01:41:43Z,4990000,False,9.0,12.0,1,right,J. Smith driving finger roll Layup (13 PTS) (A. Dosunmu 3 AST),"[1630188, 1630245]",1610612741.0,CHI,driving finger roll,,,Smith,J. Smith,,,,,,Restricted Area,0-8 Center,1.49,Made,13.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,
514,PT04M48.00S,2026-01-01T01:41:40.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630530,,,1610612741,87,79,2026-01-01T01:41:47Z,5010000,False,,,0,,T. Murphy III shooting personal FOUL (3 PF) (Smith 1 FT),"[1630530, 1630188]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,2003.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Smith,1630188.0
516,PT04M48.00S,2026-01-01T01:42:04.9Z,3,REGULAR,freethrow,1 of 1,[],1630188,,,1610612741,88,79,2026-01-01T01:42:04Z,5030000,False,,,0,,J. Smith Free Throw 1 of 1 (14 PTS),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
517,PT04M34.00S,2026-01-01T01:42:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.046649145860711,48.28431372549019,1610612740,88,79,2026-01-01T01:50:37Z,5040000,False,9.0,14.0,1,left,MISS K. Looney driving finger roll Layup,[1626172],1610612740.0,NOP,driving finger roll,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,
518,PT04M33.00S,2026-01-01T01:42:21.9Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612740,88,79,2026-01-01T01:50:37Z,5050000,False,,,0,,K. Looney REBOUND (Off:4 Def:6),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,,,,,517.0,10.0,6.0,4.0,,,,,,,,,
519,PT04M30.00S,2026-01-01T01:42:26.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,22.28975032851511,90.68627450980392,1610612740,88,82,2026-01-01T01:42:29Z,5060000,False,-203.0,157.0,1,left,J. Poole 25' 3PT  (17 PTS) (K. Looney 3 AST),"[1629673, 1626172]",1610612740.0,NOP,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,25.69,Made,17.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,
521,PT04M04.00S,2026-01-01T01:42:51.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,70.38436268068331,22.54901960784314,1610612741,88,82,2026-01-01T01:52:06Z,5080000,False,-137.0,226.0,1,right,MISS K. Huerter 26' pullup 3PT,[1628989],1610612741.0,CHI,pullup,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,
522,PT04M02.00S,2026-01-01T01:42:53.3Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,88,82,2026-01-01T01:42:54Z,5090000,False,,,0,,Y. Missi REBOUND (Off:1 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,,,,,521.0,4.0,3.0,1.0,,,,,,,,,
523,PT03M49.00S,2026-01-01T01:43:05.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,30.305519053876477,73.2843137254902,1610612740,88,85,2026-01-01T01:43:09Z,5100000,False,-116.0,232.0,1,left,J. Poole 25' 3PT step back (20 PTS),[1629673],1610612740.0,NOP,step back,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,25.99,Made,20.0,,,,,,,,,,,,,,,,
524,PT03M33.00S,2026-01-01T01:43:22.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,94.95729303547962,95.09803921568627,1610612741,91,85,2026-01-01T01:43:25Z,5110000,False,225.0,-5.0,1,right,K. Huerter 3PT  (8 PTS) (P. Williams 1 AST),"[1628989, 1630172]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Right Corner 3,24+ Right,22.56,Made,8.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,
526,PT03M18.00S,2026-01-01T01:43:37.5Z,3,REGULAR,3pt,Jump Shot,[],1629673,25.18068331143233,14.460784313725492,1610612740,91,85,2026-01-01T01:43:44Z,5130000,False,178.0,184.0,1,left,MISS J. Poole 25' pullup 3PT,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,
527,PT03M13.00S,2026-01-01T01:43:42.5Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,91,85,2026-01-01T01:43:44Z,5140000,False,,,0,,J. Smith REBOUND (Off:1 Def:8),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,Above the Break 3,24+ Right Center,,,,,,,526.0,9.0,8.0,1.0,,,,,,,,,
528,PT03M07.00S,2026-01-01T01:43:52.8Z,3,REGULAR,3pt,Jump Shot,[],1631207,94.69448094612353,95.09803921568627,1610612741,91,85,2026-01-01T01:53:18Z,5150000,False,225.0,-3.0,1,right,MISS D. Terry 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,
529,PT03M04.00S,2026-01-01T01:43:55.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,91,85,2026-01-01T01:53:18Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,528.0,,,,,,,,,,,,
531,PT03M03.00S,2026-01-01T01:43:57.5Z,3,REGULAR,substitution,out,[],1630188,,,1610612741,91,85,2026-01-01T01:44:05Z,5180000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT03M03.00S,2026-01-01T01:43:57.5Z,3,REGULAR,substitution,out,[],1630530,,,1610612741,91,85,2026-01-01T01:44:05Z,5190000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT03M03.00S,2026-01-01T01:43:57.5Z,3,REGULAR,substitution,in,[],202696,,,1610612741,91,85,2026-01-01T01:44:05Z,5200000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT03M03.00S,2026-01-01T01:43:57.5Z,3,REGULAR,substitution,in,[],1641722,,,1610612741,91,85,2026-01-01T01:44:05Z,5210000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT02M54.00S,2026-01-01T01:44:23.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,93.38042049934296,61.76470588235294,1610612741,91,85,2026-01-01T01:44:30Z,5220000,False,59.0,10.0,1,right,MISS N. Vučević turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,
536,PT02M52.00S,2026-01-01T01:44:25.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612740,91,85,2026-01-01T01:44:30Z,5230000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,535.0,2.0,2.0,0.0,,,,,,,,,
537,PT02M48.00S,2026-01-01T01:44:28.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,6.915243101182654,56.372549019607845,1610612740,91,87,2026-01-01T01:54:11Z,5240000,False,-32.0,13.0,1,left,J. Poole running finger roll Layup (22 PTS),[1629673],1610612740.0,NOP,running finger roll,,,Poole,J. Poole,,,,,,Restricted Area,0-8 Center,3.43,Made,22.0,,,,,,,,,,,,,,,,
538,PT02M41.00S,2026-01-01T01:44:35.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.85479632063075,49.01960784313725,1610612741,91,87,2026-01-01T01:44:43Z,5250000,False,-5.0,15.0,1,right,MISS D. Terry driving Layup,[1631207],1610612741.0,CHI,driving,,,Terry,D. Terry,,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,
539,PT02M41.00S,2026-01-01T01:44:35.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,91,87,2026-01-01T01:44:43Z,5260000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,538.0,,,,,,,,,,,,
540,PT02M41.00S,2026-01-01T01:44:42.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631207,,,1610612740,91,87,2026-01-01T01:47:39Z,5270000,False,,,0,,D. Terry loose ball personal FOUL (1 PF) (Missi 2 FT),"[1631207, 1642274]",1610612741.0,CHI,loose ball,,,Terry,D. Terry,,,,,202026.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Missi,1642274.0
542,PT02M41.00S,2026-01-01T01:44:53.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,91,87,2026-01-01T01:44:53Z,5290000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT02M41.00S,2026-01-01T01:48:03.0Z,3,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,91,88,2026-01-01T01:48:03Z,5300000,False,,,0,,Y. Missi Free Throw 1 of 2 (3 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
544,PT02M41.00S,2026-01-01T01:48:03.0Z,3,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,91,88,2026-01-01T01:48:23Z,5310000,False,,,0,,MISS Y. Missi Free Throw 2 of 2,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
545,PT02M39.00S,2026-01-01T01:48:05.0Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,91,88,2026-01-01T01:48:23Z,5320000,False,,,0,,P. Williams REBOUND (Off:1 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,544.0,2.0,1.0,1.0,,,,,,,,,
546,PT02M21.00S,2026-01-01T01:48:39.8Z,3,REGULAR,3pt,Jump Shot,[],1628989,70.12155059132719,27.450980392156865,1610612741,91,88,2026-01-01T01:48:44Z,5330000,False,-113.0,228.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,
547,PT02M17.00S,2026-01-01T01:48:43.8Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,91,88,2026-01-01T01:48:44Z,5340000,False,,,0,,Y. Missi REBOUND (Off:1 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,,,,,546.0,5.0,4.0,1.0,,,,,,,,,
548,PT01M54.00S,2026-01-01T01:49:06.6Z,3,REGULAR,3pt,Jump Shot,[],1626172,33.722076215505915,37.00980392156863,1610612740,91,88,2026-01-01T02:02:26Z,5350000,False,65.0,264.0,1,left,MISS K. Looney 27' pullup 3PT,[1626172],1610612740.0,NOP,pullup,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Center,27.24,Missed,,,,,,,,,,,,,,,,,
549,PT01M51.00S,2026-01-01T01:49:09.6Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,91,88,2026-01-01T01:49:10Z,5360000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Center,,,,,,,548.0,3.0,2.0,1.0,,,,,,,,,
550,PT01M43.00S,2026-01-01T01:49:18.4Z,3,REGULAR,3pt,Jump Shot,[],1631207,72.88107752956637,17.892156862745097,1610612741,91,88,2026-01-01T01:49:22Z,5370000,False,-161.0,202.0,1,right,MISS D. Terry 25' 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,
