actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT05M09.00S,2026-04-05T19:52:33.1Z,1,REGULAR,foul,personal,[],1628960,,,1610612741,19,14,2026-04-05T19:52:39Z,820000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1642265]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,2882.0,,,,,,,2.0,0.0,Dillingham,1642265.0,,,,,,
87,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612741,19,14,2026-04-05T19:52:51Z,840000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612741,19,14,2026-04-05T19:52:51Z,850000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,out,[],1631109,,,1610612741,19,14,2026-04-05T19:52:51Z,860000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,in,[],1642345,,,1610612741,19,14,2026-04-05T19:52:51Z,870000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,in,[],1631221,,,1610612741,19,14,2026-04-05T19:52:51Z,880000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M09.00S,2026-04-05T19:52:42.1Z,1,REGULAR,substitution,in,[],1626220,,,1610612741,19,14,2026-04-05T19:52:51Z,890000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M58.00S,2026-04-05T19:53:11.4Z,1,REGULAR,turnover,lost ball,[],1631159,,,1610612741,19,14,2026-04-05T19:53:18Z,900000,False,,,0,,L. Miller lost ball TURNOVER (1 TO),"[1631159, 1628960]",1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,16-24 Center,1.0,Allen,1628960.0,,,,,,,,,,,,,,,,,
94,PT04M58.00S,2026-04-05T19:53:11.4Z,1,REGULAR,steal,,[],1628960,,,1610612756,19,14,2026-04-05T19:53:13Z,910000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M50.00S,2026-04-05T19:53:19.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,76.5604467805519,51.71568627450981,1610612756,19,16,2026-04-05T19:53:24Z,920000,False,9.0,168.0,1,right,D. Booker 16' pullup Jump Shot (4 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,16.8,Made,,,,,,,,,4.0,,,,,
96,PT04M29.00S,2026-04-05T19:53:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.440867279894875,43.872549019607845,1610612741,19,16,2026-04-05T19:53:44Z,930000,False,31.0,17.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,3.52,Missed,,,,,,,,,,,,,,
97,PT04M27.00S,2026-04-05T19:53:42.2Z,1,REGULAR,rebound,offensive,[],1631159,,,1610612741,19,16,2026-04-05T19:53:42Z,940000,False,,,0,,L. Miller REBOUND (Off:1 Def:1),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,
98,PT04M23.00S,2026-04-05T19:53:46.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642265,27.677398160315374,13.970588235294118,1610612741,19,16,2026-04-05T19:53:52Z,950000,False,180.0,208.0,1,left,MISS R. Dillingham 27' pullup 3PT,[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,,,27.49,Missed,,,,,,,,,,,,,,
99,PT04M22.00S,2026-04-05T19:53:47.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,19,16,2026-04-05T19:53:52Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,98.0,,,,,,,,,,,,,
100,PT04M22.00S,2026-04-05T19:53:52.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,19,16,2026-04-05T19:54:02Z,970000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,,,,,,,,,,
101,PT04M22.00S,2026-04-05T19:53:55.0Z,1,REGULAR,substitution,out,[],1631159,,,1610612756,19,16,2026-04-05T19:53:58Z,980000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2026-04-05T19:53:55.0Z,1,REGULAR,substitution,in,[],1630172,,,1610612756,19,16,2026-04-05T19:53:58Z,990000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M08.00S,2026-04-05T19:54:20.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,88.12417871222075,65.19607843137256,1610612756,19,18,2026-04-05T19:54:26Z,1000000,False,76.0,59.0,1,right,D. Booker 9' pullup bank Jump Shot (6 PTS),[1626164],1610612756.0,PHX,pullup bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.63,Made,,,,,,,,,6.0,,,,,
104,PT03M54.00S,2026-04-05T19:54:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612741,19,18,2026-04-05T19:54:49Z,1010000,False,,,0,,G. Allen shooting personal FOUL (3 PF) (Sexton 2 FT),"[1628960, 1629012]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,3.0,0.0,Sexton,1629012.0,,,,,,
106,PT03M54.00S,2026-04-05T19:55:09.7Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612741,19,18,2026-04-05T19:55:09Z,1030000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
107,PT03M54.00S,2026-04-05T19:55:09.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,19,18,2026-04-05T19:55:09Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,
108,PT03M54.00S,2026-04-05T19:55:13.5Z,1,REGULAR,substitution,out,[],1642265,,,1610612741,19,18,2026-04-05T19:55:24Z,1050000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M54.00S,2026-04-05T19:55:13.5Z,1,REGULAR,substitution,out,[],1628960,,,1610612741,19,18,2026-04-05T19:55:24Z,1060000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M54.00S,2026-04-05T19:55:13.5Z,1,REGULAR,substitution,in,[],1642530,,,1610612741,19,18,2026-04-05T19:55:24Z,1070000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M54.00S,2026-04-05T19:55:13.5Z,1,REGULAR,substitution,in,[],1630692,,,1610612741,19,18,2026-04-05T19:55:24Z,1080000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M54.00S,2026-04-05T19:55:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612741,20,18,2026-04-05T19:55:38Z,1090000,False,,,0,,C. Sexton Free Throw 2 of 2 (4 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,Made,,,,,,,,,4.0,,,,,
113,PT03M38.00S,2026-04-05T19:56:01.6Z,1,REGULAR,foul,personal,[],1629012,,,1610612756,20,18,2026-04-05T19:56:10Z,1100000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1631221]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,1.0,0.0,Gillespie,1631221.0,,,,,,
115,PT03M38.00S,2026-04-05T19:56:15.4Z,1,REGULAR,substitution,out,[],1629012,,,1610612756,20,18,2026-04-05T19:56:19Z,1120000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M38.00S,2026-04-05T19:56:15.4Z,1,REGULAR,substitution,in,[],1630200,,,1610612756,20,18,2026-04-05T19:56:19Z,1130000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2026-04-05T19:56:22.9Z,1,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612756,20,18,2026-04-05T19:56:29Z,1140000,False,,,0,,R. O'Neale bad pass out-of-bounds TURNOVER (1 TO),[1626220],1610612756.0,PHX,bad pass,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,1.0,,,2882.0,,,,,,,,,,,,,,,,
118,PT03M30.00S,2026-04-05T19:56:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642530,6.1268068331143235,3.431372549019608,1610612741,23,18,2026-04-05T19:56:41Z,1150000,False,233.0,5.0,1,left,Y. Kawamura 3PT  (3 PTS) (T. Jones 4 AST),"[1642530, 1630200]",1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Right Corner 3,24+ Right,,,,,23.29,Made,,,,,,,,,3.0,T. Jones,1630200.0,4.0,,
120,PT03M09.00S,2026-04-05T19:56:57.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,94.1688567674113,3.6764705882352944,1610612756,23,18,2026-04-05T19:57:00Z,1170000,False,-232.0,2.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,23.16,Missed,,,,,,,,,,,,,,
121,PT03M06.00S,2026-04-05T19:57:00.1Z,1,REGULAR,rebound,defensive,[],1642530,,,1610612741,23,18,2026-04-05T19:57:00Z,1180000,False,,,0,,Y. Kawamura REBOUND (Off:0 Def:1),[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Left Corner 3,24+ Left,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,
122,PT03M04.00S,2026-04-05T19:57:04.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612741,23,18,2026-04-05T19:57:24Z,1190000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Jones 2 FT),"[1626220, 1630200]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,1.0,0.0,Jones,1630200.0,,,,,,
124,PT03M04.00S,2026-04-05T19:57:32.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612741,24,18,2026-04-05T19:57:32Z,1210000,False,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,,,,,,,,,3.0,,,,,
125,PT03M04.00S,2026-04-05T19:57:47.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612741,25,18,2026-04-05T19:57:47Z,1220000,False,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,,,,,,,,,4.0,,,,,
126,PT02M50.00S,2026-04-05T19:58:03.0Z,1,REGULAR,3pt,Jump Shot,[],1631221,70.25295663600527,26.47058823529412,1610612756,25,21,2026-04-05T19:58:08Z,1230000,False,-118.0,227.0,1,right,C. Gillespie 25' 3PT  (3 PTS) (D. Booker 3 AST),"[1631221, 1626164]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,25.57,Made,,,,,,,,,3.0,D. Booker,1626164.0,3.0,,
128,PT02M22.00S,2026-04-05T19:58:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642950,7.30946123521682,48.77450980392157,1610612741,25,21,2026-04-05T20:00:55Z,1250000,False,6.0,16.0,1,left,MISS L. Olbrich driving reverse Layup - blocked,"[1642950, 1642345]",1610612741.0,CHI,driving reverse,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,,,,,1.73,Missed,,,,,,,,,,,,,Ighodaro,1642345.0
129,PT02M22.00S,2026-04-05T19:58:32.0Z,1,REGULAR,block,,[],1642345,,,1610612741,25,21,2026-04-05T19:58:34Z,1260000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M19.00S,2026-04-05T19:58:35.0Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,25,21,2026-04-05T19:58:37Z,1270000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
131,PT02M10.00S,2026-04-05T19:58:44.0Z,1,REGULAR,3pt,Jump Shot,[],1631221,67.62483574244416,23.284313725490197,1610612756,25,24,2026-04-05T19:58:48Z,1280000,False,-134.0,252.0,1,right,C. Gillespie 28' 3PT pullup (6 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,28.5,Made,,,,,,,,,6.0,,,,,
132,PT01M57.00S,2026-04-05T19:59:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,25,24,2026-04-05T19:59:03Z,1290000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2026-04-05T20:01:27.9Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,25,24,2026-04-05T20:01:44Z,1300000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M57.00S,2026-04-05T20:01:27.9Z,1,REGULAR,substitution,out,[],1626164,,,1610612741,25,24,2026-04-05T20:01:44Z,1310000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M57.00S,2026-04-05T20:01:27.9Z,1,REGULAR,substitution,in,[],1631159,,,1610612741,25,24,2026-04-05T20:01:44Z,1320000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M57.00S,2026-04-05T20:01:27.9Z,1,REGULAR,substitution,in,[],1630224,,,1610612741,25,24,2026-04-05T20:01:44Z,1330000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2026-04-05T20:02:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,32.276609724047304,47.549019607843135,1610612741,25,24,2026-04-05T20:02:12Z,1340000,False,12.0,251.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,25.12,Missed,,,,,,,,,,,,,,
138,PT01M52.00S,2026-04-05T20:02:03.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,25,24,2026-04-05T20:02:12Z,1350000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,137.0,,,,,,,,,,,,,
139,PT01M52.00S,2026-04-05T20:02:09.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642345,,,1610612741,25,24,2026-04-05T20:02:18Z,1360000,False,,,0,,O. Ighodaro loose ball personal FOUL (1 PF) (Olbrich 2 FT),"[1642345, 1642950]",1610612756.0,PHX,loose ball,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,1.0,0.0,Olbrich,1642950.0,,,,,,
141,PT01M52.00S,2026-04-05T20:02:27.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642950,,,1610612741,25,24,2026-04-05T20:02:41Z,1380000,False,,,0,,MISS L. Olbrich Free Throw 1 of 2,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
143,PT01M52.00S,2026-04-05T20:02:27.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,25,24,2026-04-05T20:02:41Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,
144,PT01M52.00S,2026-04-05T20:02:42.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642950,,,1610612741,26,24,2026-04-05T20:02:42Z,1410000,False,,,0,,L. Olbrich Free Throw 2 of 2 (1 PTS),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,Made,,,,,,,,,1.0,,,,,
145,PT01M38.00S,2026-04-05T20:02:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.9862023653088,46.81372549019608,1610612756,26,24,2026-04-05T20:03:09Z,1420000,False,-16.0,13.0,1,right,MISS J. Green driving finger roll Layup,[1630224],1610612756.0,PHX,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,2.08,Missed,,,,,,,,,,,,,,
146,PT01M37.00S,2026-04-05T20:02:58.3Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,26,24,2026-04-05T20:04:05Z,1430000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,145.0,4.0,3.0,1.0,,,,,,,,,,
147,PT01M36.00S,2026-04-05T20:03:08.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630692,94.40999984741211,50.0,1610612756,26,26,2026-04-05T20:04:11Z,1440000,False,0.0,0.0,1,right,J. Goodwin tip Layup (5 PTS),[1630692],1610612756.0,PHX,tip,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,,,,,,,,,5.0,,,,,
149,PT01M22.00S,2026-04-05T20:03:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,5.995400788436268,49.01960784313725,1610612741,26,26,2026-04-05T20:04:59Z,1460000,False,5.0,4.0,1,left,MISS L. Miller cutting Layup,[1631159],1610612741.0,CHI,cutting,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,0.63,Missed,,,,,,,,,,,,,,
150,PT01M21.00S,2026-04-05T20:03:22.2Z,1,REGULAR,rebound,offensive,[],1631159,,,1610612741,26,26,2026-04-05T20:04:59Z,1470000,False,,,0,,L. Miller REBOUND (Off:2 Def:1),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,,,149.0,3.0,1.0,2.0,,,,,,,,,,
151,PT01M19.00S,2026-04-05T20:03:24.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631159,5.590000152587891,50.0,1610612741,28,26,2026-04-05T20:05:08Z,1480000,False,0.0,0.0,1,left,L. Miller tip Layup (10 PTS),[1631159],1610612741.0,CHI,tip,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,,,,,,,,,10.0,,,,,
152,PT00M56.10S,2026-04-05T20:03:40.4Z,1,REGULAR,2pt,Jump Shot,[],1630224,77.61169513797634,31.61764705882353,1610612756,28,28,2026-04-05T20:04:41Z,1490000,False,-92.0,158.0,1,right,J. Green 18' step back Jump Shot (7 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,18.28,Made,,,,,,,,,7.0,,,,,
153,PT00M51.70S,2026-04-05T20:03:48.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631159,5.995400788436268,47.794117647058826,1610612741,30,28,2026-04-05T20:05:50Z,1500000,False,11.0,4.0,1,left,L. Miller driving DUNK (12 PTS) (T. Jones 5 AST),"[1631159, 1630200]",1610612741.0,CHI,driving,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,,,1.17,Made,,,,,,,,,12.0,T. Jones,1630200.0,5.0,,
155,PT00M32.70S,2026-04-05T20:04:09.6Z,1,REGULAR,2pt,Jump Shot,[],1631221,76.82325886990802,30.88235294117647,1610612756,30,28,2026-04-05T20:04:13Z,1520000,False,-96.0,165.0,1,right,MISS C. Gillespie 19' pullup Shot,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Left Center,,,,,19.1,Missed,,,,,,,,,,,,,,
156,PT00M30.20S,2026-04-05T20:04:12.0Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,30,28,2026-04-05T20:04:12Z,1530000,False,,,0,,L. Miller REBOUND (Off:2 Def:2),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,,155.0,4.0,2.0,2.0,,,,,,,,,,
157,PT00M17.60S,2026-04-05T20:04:26.7Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612741,30,28,2026-04-05T20:04:32Z,1540000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612741.0,CHI,bad pass,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.0,,,101283.0,,,,,,,,,,,,,,,,
158,PT00M17.60S,2026-04-05T20:04:32.6Z,1,REGULAR,substitution,out,[],1630692,,,1610612756,30,28,2026-04-05T20:04:38Z,1550000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M17.60S,2026-04-05T20:04:32.6Z,1,REGULAR,substitution,in,[],1626164,,,1610612756,30,28,2026-04-05T20:04:38Z,1560000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M17.60S,2026-04-05T20:04:43.1Z,1,REGULAR,substitution,out,[],1642530,,,1610612756,30,28,2026-04-05T20:04:47Z,1570000,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M17.60S,2026-04-05T20:04:43.1Z,1,REGULAR,substitution,in,[],1630171,,,1610612756,30,28,2026-04-05T20:04:47Z,1580000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M08.00S,2026-04-05T20:05:01.0Z,1,REGULAR,foul,personal,[],1630200,,,1610612756,30,28,2026-04-05T20:06:06Z,1590000,False,,,0,,T. Jones take personal FOUL (1 PF),"[1630200, 1630224]",1610612741.0,CHI,take,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,2882.0,,,,,,,1.0,0.0,Green,1630224.0,,,,,,
164,PT00M02.40S,2026-04-05T20:05:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,93.77463863337714,48.28431372549019,1610612756,30,30,2026-04-05T20:05:30Z,1610000,False,-9.0,6.0,1,right,J. Green driving Layup (9 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,1.05,Made,,,,,,,,,9.0,,,,,
165,PT00M00.10S,2026-04-05T20:05:31.1Z,1,REGULAR,heave,,[],0,,,1610612741,30,30,2026-04-05T20:07:22Z,1620000,False,,,0,,CHI Heave,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,56.46,,,,,,,,,,,,,,,
166,PT00M00.10S,2026-04-05T20:05:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,30,30,2026-04-05T20:05:51Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,165.0,,,,,,,,,,,,,
167,PT00M00.00S,2026-04-05T20:05:35.6Z,1,REGULAR,period,end,[],0,,,1610612741,30,30,2026-04-05T20:05:35Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,out,['startperiod'],1642950,,,1610612741,30,30,2026-04-05T20:08:02Z,1650000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-04-05T20:07:43.7Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612741,30,30,2026-04-05T20:08:02Z,1660000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
