actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
77,PT06M26.00S,2025-12-04T01:19:43.1Z,1,REGULAR,3pt,Jump Shot,[],202696,33.065045992115635,46.07843137254902,1610612741,13,10,2025-12-04T01:19:48Z,740000,False,20.0,258.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
78,PT06M22.00S,2025-12-04T01:19:47.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,13,10,2025-12-04T01:19:48Z,750000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT06M13.00S,2025-12-04T01:19:56.2Z,1,REGULAR,3pt,Jump Shot,[],1641730,94.43166885676742,94.85294117647058,1610612751,13,10,2025-12-04T01:20:00Z,760000,False,224.0,0.0,1,right,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2025-12-04T01:19:59.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,10,2025-12-04T01:26:14Z,770000,False,,,0,,N. Vučević REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Right Corner 3,24+ Right,,,80.0,5.0,3.0,2.0,,,,,,,,,,,,,,
82,PT06M05.00S,2025-12-04T01:20:10.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,10,2025-12-04T01:20:10Z,780000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2025-12-04T01:23:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.732588699080158,52.20588235294118,1610612741,15,10,2025-12-04T01:23:31Z,790000,False,-11.0,1.0,1,left,N. Vučević Layup (4 PTS) (M. Buzelis 1 AST),"[202696, 1641824]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,4.0,,,,M. Buzelis,1641824.0,1.0,,,,
85,PT05M36.00S,2025-12-04T01:23:38.7Z,1,REGULAR,3pt,Jump Shot,[],1629008,71.30420499342969,20.833333333333336,1610612751,15,13,2025-12-04T01:23:42Z,810000,False,-146.0,217.0,1,right,M. Porter Jr. 26' 3PT  (9 PTS) (N. Claxton 2 AST),"[1629008, 1629651]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.16,Made,,,,,,,,9.0,,,,N. Claxton,1629651.0,2.0,,,,
88,PT05M14.00S,2025-12-04T01:24:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,5.995400788436268,48.03921568627451,1610612741,15,13,2025-12-04T01:24:05Z,840000,False,10.0,4.0,1,left,MISS J. Phillips cutting Layup,[1641763],1610612741.0,CHI,cutting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.05,Missed,,,,,,,,,,,,,,,,,,
89,PT05M12.00S,2025-12-04T01:24:03.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,15,13,2025-12-04T01:24:03Z,850000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,88.0,4.0,3.0,1.0,,,,,,,,,,,,,,
90,PT05M09.00S,2025-12-04T01:24:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,92.46057818659659,52.69607843137255,1610612751,15,15,2025-12-04T01:24:13Z,860000,False,13.0,18.0,1,right,M. Porter Jr. running Layup (11 PTS),[1629008],1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,,11.0,,,,,,,,,,
91,PT05M09.00S,2025-12-04T01:24:11.2Z,1,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612751,15,15,2025-12-04T01:24:43Z,870000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1641824, 1629008]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Porter Jr.,1629008.0
93,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,out,[],1630245,,,1610612751,15,15,2025-12-04T01:24:37Z,890000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,out,[],1641824,,,1610612751,15,15,2025-12-04T01:24:37Z,900000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,out,[],1641763,,,1610612751,15,15,2025-12-04T01:24:37Z,910000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,out,[],1642856,,,1610612751,15,15,2025-12-04T01:24:37Z,920000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,in,[],1630581,,,1610612751,15,15,2025-12-04T01:24:37Z,930000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,in,[],1630172,,,1610612751,15,15,2025-12-04T01:24:37Z,940000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,in,[],1631207,,,1610612751,15,15,2025-12-04T01:24:37Z,950000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M09.00S,2025-12-04T01:24:20.2Z,1,REGULAR,substitution,in,[],1642879,,,1610612751,15,15,2025-12-04T01:24:37Z,960000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M09.00S,2025-12-04T01:24:46.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629008,,,1610612751,15,16,2025-12-04T01:24:46Z,970000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (12 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
102,PT04M44.00S,2025-12-04T01:25:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631207,6.1268068331143235,63.23529411764706,1610612741,15,16,2025-12-04T02:12:37Z,980000,False,-66.0,5.0,1,left,MISS D. Terry 6' floating Shot,[1631207],1610612741.0,CHI,floating,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
103,PT04M44.00S,2025-12-04T01:25:16.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,15,16,2025-12-04T02:12:37Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,102.0,,,,,,,,,,,,,,,,,
104,PT04M44.00S,2025-12-04T01:25:22.7Z,1,REGULAR,foul,personal,[],1629008,,,1610612741,15,16,2025-12-04T01:25:33Z,1000000,False,,,0,,M. Porter Jr. loose ball personal FOUL (1 PF),"[1629008, 202696]",1610612751.0,BKN,loose ball,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1201.0,,,,,,1.0,0.0,Vučević,202696.0
106,PT04M44.00S,2025-12-04T01:25:32.8Z,1,REGULAR,substitution,out,[],1631213,,,1610612741,15,16,2025-12-04T01:25:36Z,1020000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M44.00S,2025-12-04T01:25:32.8Z,1,REGULAR,substitution,in,[],1630533,,,1610612741,15,16,2025-12-04T01:25:36Z,1030000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M34.00S,2025-12-04T01:25:54.3Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,15,16,2025-12-04T01:25:57Z,1040000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629651]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Claxton,1629651.0,,,,,,,,,,,
109,PT04M34.00S,2025-12-04T01:25:54.3Z,1,REGULAR,steal,,[],1629651,,,1610612751,15,16,2025-12-04T01:25:56Z,1050000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
110,PT04M26.00S,2025-12-04T01:26:02.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630533,91.80354796320631,55.63725490196079,1610612751,15,16,2025-12-04T01:27:27Z,1060000,False,28.0,25.0,1,right,MISS Z. Williams turnaround Shot,[1630533],1610612751.0,BKN,turnaround,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
111,PT04M25.00S,2025-12-04T01:26:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,15,16,2025-12-04T01:26:06Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,110.0,,,,,,,,,,,,,,,,,
113,PT04M20.00S,2025-12-04T01:26:23.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,94.56307490144546,87.99019607843137,1610612751,15,16,2025-12-04T01:26:27Z,1090000,False,190.0,-1.0,1,right,MISS M. Porter Jr. 19' Jump Shot,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right,19.0,Missed,,,,,,,,,,,,,,,,,,
114,PT04M18.00S,2025-12-04T01:26:25.5Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,15,16,2025-12-04T01:26:27Z,1100000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT04M12.00S,2025-12-04T01:26:31.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,30.042706964520367,26.47058823529412,1610612741,18,16,2025-12-04T01:28:07Z,1110000,False,118.0,230.0,1,left,P. Williams 25' 3PT running (3 PTS) (J. Giddey 2 AST),"[1630172, 1630581]",1610612741.0,CHI,running,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,,,,3.0,,,,J. Giddey,1630581.0,2.0,,,,
117,PT03M58.00S,2025-12-04T01:26:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.85479632063075,50.98039215686274,1610612751,18,18,2025-12-04T01:26:50Z,1130000,False,5.0,15.0,1,right,M. Porter Jr. driving Layup (14 PTS) (N. Claxton 3 AST),"[1629008, 1629651]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,14.0,,,,N. Claxton,1629651.0,3.0,,,,
119,PT03M55.00S,2025-12-04T01:26:55.8Z,1,REGULAR,substitution,out,[],202696,,,1610612741,18,18,2025-12-04T01:27:03Z,1150000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M55.00S,2025-12-04T01:26:55.8Z,1,REGULAR,substitution,out,[],1641730,,,1610612741,18,18,2025-12-04T01:27:03Z,1160000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M55.00S,2025-12-04T01:26:55.8Z,1,REGULAR,substitution,in,[],1642950,,,1610612741,18,18,2025-12-04T01:27:03Z,1170000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M55.00S,2025-12-04T01:26:55.8Z,1,REGULAR,substitution,in,[],1642874,,,1610612741,18,18,2025-12-04T01:27:03Z,1180000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M43.00S,2025-12-04T01:27:23.3Z,1,REGULAR,3pt,Jump Shot,[],1628975,21.23850197109067,92.15686274509804,1610612741,18,18,2025-12-04T01:28:56Z,1190000,False,-211.0,147.0,1,left,MISS J. Carter 25' step back 3PT - blocked,"[1628975, 1630533]",1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,Williams,1630533.0,,,,,,,
125,PT03M43.00S,2025-12-04T01:27:23.3Z,1,REGULAR,block,,[],1630533,,,1610612741,18,18,2025-12-04T01:27:25Z,1200000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
126,PT03M43.00S,2025-12-04T01:27:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,18,18,2025-12-04T01:27:28Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,124.0,,,,,,,,,,,,,,,,,
128,PT03M43.00S,2025-12-04T01:27:34.0Z,1,REGULAR,substitution,out,[],1629651,,,1610612741,18,18,2025-12-04T01:27:36Z,1230000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M43.00S,2025-12-04T01:27:34.0Z,1,REGULAR,substitution,in,[],1630549,,,1610612741,18,18,2025-12-04T01:27:36Z,1240000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M34.00S,2025-12-04T01:27:49.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,33.98488830486202,48.529411764705884,1610612741,18,18,2025-12-04T01:27:54Z,1250000,False,7.0,267.0,1,left,MISS J. Carter 26' pullup 3PT,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
131,PT03M30.00S,2025-12-04T01:27:53.2Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,18,18,2025-12-04T01:27:54Z,1260000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,130.0,5.0,4.0,1.0,,,,,,,,,,,,,,
132,PT03M24.00S,2025-12-04T01:27:58.7Z,1,REGULAR,3pt,Jump Shot,[],1629008,70.51576872536137,23.03921568627451,1610612751,18,18,2025-12-04T01:28:03Z,1270000,False,-135.0,225.0,1,right,MISS M. Porter Jr. 26' step back 3PT,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
133,PT03M21.00S,2025-12-04T01:28:01.7Z,1,REGULAR,rebound,defensive,[],1631207,,,1610612741,18,18,2025-12-04T01:28:03Z,1280000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT03M13.00S,2025-12-04T01:28:09.7Z,1,REGULAR,3pt,Jump Shot,[],1628975,4.02431011826544,95.83333333333334,1610612741,18,18,2025-12-04T01:30:14Z,1290000,False,-229.0,-15.0,1,left,MISS J. Carter pullup 3PT - blocked,"[1628975, 1642879]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,Saraf,1642879.0,,,,,,,
135,PT03M13.00S,2025-12-04T01:28:09.7Z,1,REGULAR,block,,[],1642879,,,1610612741,18,18,2025-12-04T01:28:13Z,1300000,False,,,0,,B. Saraf BLOCK (1 BLK),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
136,PT03M08.00S,2025-12-04T01:28:14.7Z,1,REGULAR,rebound,offensive,[],1631207,,,1610612741,18,18,2025-12-04T01:30:58Z,1310000,False,,,0,,D. Terry REBOUND (Off:1 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Left Corner 3,24+ Left,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
137,PT03M05.00S,2025-12-04T01:28:19.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612741,18,18,2025-12-04T01:28:27Z,1320000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Carter 2 FT),"[1629008, 1628975]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2003.0,,,,,,2.0,0.0,Carter,1628975.0
139,PT03M05.00S,2025-12-04T01:28:44.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628975,,,1610612741,19,18,2025-12-04T01:28:44Z,1340000,False,,,0,,J. Carter Free Throw 1 of 2 (1 PTS),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
140,PT03M05.00S,2025-12-04T01:28:45.8Z,1,REGULAR,substitution,out,[],1629008,,,1610612741,19,18,2025-12-04T01:28:54Z,1350000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M05.00S,2025-12-04T01:28:45.8Z,1,REGULAR,substitution,in,[],1642962,,,1610612741,19,18,2025-12-04T01:28:54Z,1360000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M05.00S,2025-12-04T01:28:58.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628975,,,1610612741,20,18,2025-12-04T01:28:58Z,1370000,False,,,0,,J. Carter Free Throw 2 of 2 (2 PTS),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
143,PT02M46.00S,2025-12-04T01:29:18.1Z,1,REGULAR,3pt,Jump Shot,[],1630533,64.60249671484888,40.931372549019606,1610612751,20,21,2025-12-04T01:29:22Z,1380000,False,-45.0,280.0,1,right,Z. Williams 28' 3PT  (3 PTS) (D. Wolf 1 AST),"[1630533, 1642874]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,28.38,Made,,,,,,,,3.0,,,,D. Wolf,1642874.0,1.0,,,,
145,PT02M28.00S,2025-12-04T01:29:35.8Z,1,REGULAR,3pt,Jump Shot,[],1642950,3.1044678055190538,97.79411764705883,1610612741,20,21,2025-12-04T01:29:39Z,1400000,False,-239.0,-23.0,1,left,MISS L. Olbrich 24' 3PT,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Left Corner 3,24+ Left,24.01,Missed,,,,,,,,,,,,,,,,,,
146,PT02M26.00S,2025-12-04T01:29:37.8Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,20,21,2025-12-04T01:29:39Z,1410000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT02M15.00S,2025-12-04T01:29:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1642950,,,1610612751,20,21,2025-12-04T01:30:31Z,1420000,False,,,0,,L. Olbrich shooting personal FOUL (1 PF) (Saraf 2 FT),"[1642950, 1642879]",1610612741.0,CHI,shooting,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1201.0,,,,,,1.0,0.0,Saraf,1642879.0
149,PT02M15.00S,2025-12-04T01:30:05.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,21,2025-12-04T01:30:05Z,1440000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M15.00S,2025-12-04T01:33:07.7Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,20,21,2025-12-04T01:33:07Z,1450000,False,,,0,,MISS B. Saraf Free Throw 1 of 2,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT02M15.00S,2025-12-04T01:33:07.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,20,21,2025-12-04T01:33:07Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT02M15.00S,2025-12-04T01:33:25.1Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,20,22,2025-12-04T01:33:25Z,1470000,False,,,0,,B. Saraf Free Throw 2 of 2 (1 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
153,PT02M01.00S,2025-12-04T01:33:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,10.463206307490145,50.98039215686274,1610612741,20,22,2025-12-04T01:33:44Z,1480000,False,-5.0,46.0,1,left,MISS P. Williams turnaround Shot,[1630172],1610612741.0,CHI,turnaround,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
154,PT01M59.00S,2025-12-04T01:33:42.5Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,20,22,2025-12-04T01:33:44Z,1490000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT01M41.00S,2025-12-04T01:34:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1642950,,,1610612751,20,22,2025-12-04T01:34:14Z,1500000,False,,,0,,L. Olbrich shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1642950, 1630549]",1610612741.0,CHI,shooting,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,2.0,0.0,Sharpe,1630549.0
157,PT01M41.00S,2025-12-04T01:34:32.5Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,20,23,2025-12-04T01:34:32Z,1520000,False,,,0,,D. Sharpe Free Throw 1 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
158,PT01M41.00S,2025-12-04T01:34:48.3Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,20,24,2025-12-04T01:34:48Z,1530000,False,,,0,,D. Sharpe Free Throw 2 of 2 (2 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
159,PT01M33.00S,2025-12-04T01:34:57.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,27.54599211563732,21.813725490196077,1610612741,20,24,2025-12-04T01:35:03Z,1540000,False,141.0,206.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
160,PT01M28.00S,2025-12-04T01:35:02.1Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,20,24,2025-12-04T01:35:03Z,1550000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT01M22.00S,2025-12-04T01:35:08.4Z,1,REGULAR,turnover,lost ball,[],1630533,,,1610612751,20,24,2025-12-04T01:35:12Z,1560000,False,,,0,,Z. Williams lost ball TURNOVER (1 TO),"[1630533, 1630172]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,,
162,PT01M22.00S,2025-12-04T01:35:08.4Z,1,REGULAR,steal,,[],1630172,,,1610612741,20,24,2025-12-04T01:35:10Z,1570000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
163,PT01M16.00S,2025-12-04T01:35:13.9Z,1,REGULAR,turnover,bad pass,[],1630172,,,1610612741,20,24,2025-12-04T01:35:19Z,1580000,False,,,0,,P. Williams bad pass TURNOVER (1 TO),"[1630172, 1630549]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Sharpe,1630549.0,,,,,,,,,,,
