actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT04M26.00S,2026-02-23T01:25:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.178055190538765,49.26470588235294,1610612741,16,17,2026-02-23T01:25:22Z,840000,False,4.0,15.0,1,left,I. Okoro driving Layup (2 PTS) (P. Williams 1 AST),"[1630171, 1630172]",1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,1.54,Made,2.0,,,,,,,,,P. Williams,1630172.0,1.0,,,,
86,PT04M26.00S,2026-02-23T01:25:17.3Z,1,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612741,16,17,2026-02-23T01:25:35Z,850000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Okoro 1 FT),"[1626157, 1630171]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2530.0,,,,,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,
88,PT04M26.00S,2026-02-23T01:25:25.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612741,16,17,2026-02-23T01:26:49Z,870000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2026-02-23T01:25:25.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612741,16,17,2026-02-23T01:26:49Z,880000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M26.00S,2026-02-23T01:25:25.5Z,1,REGULAR,substitution,in,[],1629013,,,1610612741,16,17,2026-02-23T01:26:49Z,890000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M26.00S,2026-02-23T01:25:25.5Z,1,REGULAR,substitution,in,[],1630574,,,1610612741,16,17,2026-02-23T01:26:49Z,900000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M26.00S,2026-02-23T01:25:41.6Z,1,REGULAR,substitution,out,[],1627824,,,1610612741,16,17,2026-02-23T01:26:49Z,910000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M26.00S,2026-02-23T01:25:41.6Z,1,REGULAR,substitution,in,[],1642265,,,1610612741,16,17,2026-02-23T01:26:49Z,920000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M26.00S,2026-02-23T01:26:05.0Z,1,REGULAR,freethrow,1 of 1,[],1630171,,,1610612741,17,17,2026-02-23T01:26:05Z,930000,False,,,0,,I. Okoro Free Throw 1 of 1 (3 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
95,PT04M14.00S,2026-02-23T01:26:23.5Z,1,REGULAR,foul,personal,[],1630171,,,1610612752,17,17,2026-02-23T01:26:49Z,940000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1628973]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,
97,PT04M05.00S,2026-02-23T01:26:45.7Z,1,REGULAR,2pt,Jump Shot,[],1628404,77.61169513797634,51.71568627450981,1610612752,17,17,2026-02-23T01:26:51Z,960000,False,9.0,158.0,1,right,MISS J. Hart 15' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,15.82,Missed,,,,,,,,,,,,,,,,
98,PT04M02.00S,2026-02-23T01:26:48.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612741,17,17,2026-02-23T01:26:51Z,970000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Center,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,,,
99,PT03M54.00S,2026-02-23T01:26:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,3.892904073587385,94.85294117647058,1610612741,17,17,2026-02-23T01:27:01Z,980000,False,-224.0,-16.0,1,left,MISS I. Okoro 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,22.49,Missed,,,,,,,,,,,,,,,,
100,PT03M50.00S,2026-02-23T01:27:00.5Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612741,17,17,2026-02-23T01:27:00Z,990000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Left Corner 3,24+ Left,,,,,,,,,,99.0,3.0,1.0,2.0,,,,,,,
101,PT03M50.00S,2026-02-23T01:27:00.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612741,19,17,2026-02-23T01:27:00Z,1000000,False,0.0,0.0,1,left,N. Richards putback DUNK (4 PTS),[1630208],1610612741.0,CHI,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,0.0,Made,4.0,,,,,,,,,,,,,,,
102,PT03M29.00S,2026-02-23T01:27:22.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,86.81011826544021,25.0,1610612752,19,17,2026-02-23T01:30:19Z,1010000,False,-125.0,71.0,1,right,MISS J. Brunson 14' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,14.4,Missed,,,,,,,,,,,,,,,,
103,PT03M27.00S,2026-02-23T01:27:24.5Z,1,REGULAR,rebound,defensive,[],1642265,,,1610612741,19,17,2026-02-23T01:27:26Z,1020000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Left,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,
104,PT03M16.00S,2026-02-23T01:27:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1630574,,,1610612741,19,17,2026-02-23T01:27:43Z,1030000,False,,,0,,A. Hukporti shooting personal FOUL (1 PF) (Richards 2 FT),"[1630574, 1630208]",1610612752.0,NYK,shooting,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,202027.0,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,,,
112,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,out,[],1628404,,,1610612741,19,17,2026-02-23T01:30:49Z,1045000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612741,19,17,2026-02-23T01:30:49Z,1047500,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,in,[],1631110,,,1610612741,19,17,2026-02-23T01:30:49Z,1048750,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612741,19,17,2026-02-23T01:30:49Z,1049375,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,19,17,2026-02-23T01:31:44Z,1049843,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT03M16.00S,2026-02-23T01:27:52.0Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,19,17,2026-02-23T01:38:21Z,1049960,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M16.00S,2026-02-23T01:28:07.0Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612741,19,17,2026-02-23T01:28:07Z,1050000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
107,PT03M16.00S,2026-02-23T01:28:07.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,19,17,2026-02-23T01:28:07Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,
108,PT03M16.00S,2026-02-23T01:28:37.5Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612741,20,17,2026-02-23T01:28:37Z,1070000,False,,,0,,N. Richards Free Throw 2 of 2 (5 PTS),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
109,PT02M54.00S,2026-02-23T01:29:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612752,20,17,2026-02-23T01:32:21Z,1080000,False,,,0,,R. Dillingham shooting personal FOUL (1 PF) (Brunson 2 FT),"[1642265, 1628973]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2530.0,,,,,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,
111,PT02M54.00S,2026-02-23T01:29:25.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,17,2026-02-23T01:29:25Z,1100000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M54.00S,2026-02-23T01:32:22.4Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,20,18,2026-02-23T01:32:22Z,1110000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
121,PT02M54.00S,2026-02-23T01:32:38.5Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,20,19,2026-02-23T01:32:38Z,1120000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
122,PT02M42.00S,2026-02-23T01:32:55.1Z,1,REGULAR,foul,personal,[],1630631,,,1610612741,20,19,2026-02-23T01:36:49Z,1130000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1642265]",1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,1.0,0.0,Dillingham,1642265.0,,,,,,,,,,,
124,PT02M27.00S,2026-02-23T01:33:23.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,9.017739816031538,59.55882352941176,1610612741,20,19,2026-02-23T01:33:26Z,1150000,False,-48.0,32.0,1,left,MISS T. Jones driving floating bank Shot,[1630200],1610612741.0,CHI,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,5.77,Missed,,,,,,,,,,,,,,,,
125,PT02M26.00S,2026-02-23T01:33:24.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612752,20,19,2026-02-23T01:33:26Z,1160000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,
126,PT02M12.00S,2026-02-23T01:33:38.7Z,1,REGULAR,turnover,lost ball,[],1629013,,,1610612752,20,19,2026-02-23T01:33:43Z,1170000,False,,,0,,L. Shamet lost ball TURNOVER (1 TO),"[1629013, 1630200]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,Jones,1630200.0,,
127,PT02M12.00S,2026-02-23T01:33:38.7Z,1,REGULAR,steal,,[],1630200,,,1610612741,20,19,2026-02-23T01:33:40Z,1180000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
128,PT02M08.00S,2026-02-23T01:33:43.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,5.732588699080158,49.50980392156863,1610612741,22,19,2026-02-23T01:34:28Z,1190000,False,2.0,1.0,1,left,T. Jones running reverse Layup (2 PTS) (R. Dillingham 1 AST),"[1630200, 1642265]",1610612741.0,CHI,running reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,0.29,Made,2.0,,,,,,,,,R. Dillingham,1642265.0,1.0,,,,
130,PT01M55.00S,2026-02-23T01:33:55.1Z,1,REGULAR,2pt,Jump Shot,[],1628973,94.82588699080158,81.61764705882352,1610612752,22,21,2026-02-23T01:34:00Z,1210000,False,158.0,-4.0,1,right,J. Brunson 15' pullup Jump Shot (4 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,15.81,Made,4.0,,,,,,,,,,,,,,,
131,PT01M40.00S,2026-02-23T01:34:11.0Z,1,REGULAR,3pt,Jump Shot,[],1642265,33.722076215505915,54.166666666666664,1610612741,25,21,2026-02-23T01:34:13Z,1220000,False,-21.0,264.0,1,left,R. Dillingham 26' 3PT  (3 PTS) (T. Jones 2 AST),"[1642265, 1630200]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,,,26.53,Made,3.0,,,,,,,,,T. Jones,1630200.0,2.0,,,,
133,PT01M20.00S,2026-02-23T01:34:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,87.72996057818659,47.794117647058826,1610612752,25,23,2026-02-23T01:34:34Z,1240000,False,-11.0,63.0,1,right,J. Alvarado 6' driving floating Jump Shot (2 PTS) (J. Sochan 1 AST),"[1630631, 1631110]",1610612752.0,NYK,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,6.38,Made,2.0,,,,,,,,,J. Sochan,1631110.0,1.0,,,,
135,PT01M07.00S,2026-02-23T01:34:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,9.017739816031538,49.754901960784316,1610612741,25,23,2026-02-23T04:00:46Z,1260000,False,1.0,32.0,1,left,MISS N. Richards cutting Layup,[1630208],1610612741.0,CHI,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,3.23,Missed,,,,,,,,,,,,,,,,
136,PT01M06.00S,2026-02-23T01:34:43.7Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612752,25,23,2026-02-23T01:34:46Z,1270000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,
137,PT00M57.60S,2026-02-23T01:34:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.6340341655716,36.27450980392157,1610612752,25,23,2026-02-23T01:35:04Z,1280000,False,-69.0,130.0,1,right,MISS J. Brunson 14' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,14.65,Missed,,,,,,,,,,,,,,,,
138,PT00M52.80S,2026-02-23T01:34:58.6Z,1,REGULAR,rebound,offensive,[],1630574,,,1610612752,25,23,2026-02-23T01:34:58Z,1290000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:0),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,137.0,1.0,0.0,1.0,,,,,,,
139,PT00M48.00S,2026-02-23T01:35:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,93.9060446780552,51.9607843137255,1610612752,25,25,2026-02-23T01:36:36Z,1300000,False,10.0,5.0,1,right,J. Sochan driving Layup (2 PTS),[1631110],1610612752.0,NYK,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.09,Made,2.0,,,,,,,,,,,,,,,
140,PT00M37.10S,2026-02-23T01:35:29.8Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612741,25,25,2026-02-23T01:35:34Z,1310000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1630574]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Hukporti,1630574.0,,
141,PT00M37.10S,2026-02-23T01:35:29.8Z,1,REGULAR,steal,,[],1630574,,,1610612752,25,25,2026-02-23T01:36:13Z,1320000,False,,,0,,A. Hukporti STEAL (1 STL),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M30.20S,2026-02-23T01:35:36.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,69.99014454664915,67.40196078431373,1610612752,25,25,2026-02-23T01:35:43Z,1330000,False,87.0,230.0,1,right,MISS L. Shamet 24' 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,24.55,Missed,,,,,,,,,,,,,,,,
143,PT00M27.20S,2026-02-23T01:35:39.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,25,25,2026-02-23T01:35:43Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,142.0,,,,,,,,,,
145,PT00M05.40S,2026-02-23T01:36:14.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,10.5946123521682,46.32352941176471,1610612741,27,25,2026-02-23T01:38:04Z,1360000,False,18.0,47.0,1,left,N. Richards Hook (7 PTS) (P. Williams 2 AST),"[1630208, 1630172]",1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,5.06,Made,7.0,,,,,,,,,P. Williams,1630172.0,2.0,,,,
147,PT00M05.40S,2026-02-23T01:36:24.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631110,,,1610612741,27,25,2026-02-23T01:37:09Z,1380000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Richards 1 FT),"[1631110, 1630208]",1610612752.0,NYK,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,,,
149,PT00M05.40S,2026-02-23T01:36:31.5Z,1,REGULAR,substitution,out,[],1630574,,,1610612741,27,25,2026-02-23T01:36:54Z,1400000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M05.40S,2026-02-23T01:36:31.5Z,1,REGULAR,substitution,out,[],1631110,,,1610612741,27,25,2026-02-23T01:36:54Z,1410000,False,,,0,,SUB out: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M05.40S,2026-02-23T01:36:31.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612741,27,25,2026-02-23T01:36:54Z,1420000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M05.40S,2026-02-23T01:36:31.5Z,1,REGULAR,substitution,in,[],1626157,,,1610612741,27,25,2026-02-23T01:36:54Z,1430000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M05.40S,2026-02-23T01:37:11.0Z,1,REGULAR,freethrow,1 of 1,[],1630208,,,1610612741,27,25,2026-02-23T01:37:10Z,1440000,False,,,0,,MISS N. Richards Free Throw 1 of 1,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
154,PT00M01.30S,2026-02-23T01:37:12.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,27,25,2026-02-23T01:37:12Z,1450000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,
155,PT00M00.00S,2026-02-23T01:37:14.1Z,1,REGULAR,heave,,[],0,,,1610612752,27,25,2026-02-23T01:38:41Z,1460000,False,,,0,,NYK Heave,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,51.84,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2026-02-23T01:37:14.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,27,25,2026-02-23T01:38:41Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,155.0,,,,,,,,,,
157,PT00M00.00S,2026-02-23T01:37:20.4Z,1,REGULAR,period,end,[],0,,,1610612752,27,25,2026-02-23T01:37:20Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,out,['startperiod'],1630208,,,1610612752,27,25,2026-02-23T01:40:14Z,1490000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,out,['startperiod'],1641824,,,1610612752,27,25,2026-02-23T01:40:14Z,1500000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,27,25,2026-02-23T01:40:14Z,1510000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612752,27,25,2026-02-23T01:40:14Z,1520000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,in,['startperiod'],1630188,,,1610612752,27,25,2026-02-23T01:40:14Z,1530000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612752,27,25,2026-02-23T01:40:14Z,1540000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612752,27,25,2026-02-23T01:40:14Z,1550000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-23T01:39:09.0Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612752,27,25,2026-02-23T01:40:14Z,1560000,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-02-23T01:40:02.9Z,2,REGULAR,period,start,[],0,,,1610612752,27,25,2026-02-23T01:40:14Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M44.00S,2026-02-23T01:40:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,84.83902759526939,53.92156862745098,1610612752,27,25,2026-02-23T01:41:01Z,1580000,False,20.0,90.0,1,right,MISS K. Towns 9' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,9.21,Missed,,,,,,,,,,,,,,,,
169,PT11M41.00S,2026-02-23T01:40:20.5Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,27,25,2026-02-23T01:40:20Z,1590000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:4),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,168.0,5.0,4.0,1.0,,,,,,,
170,PT11M38.00S,2026-02-23T01:40:24.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,5.469776609724048,53.18627450980392,1610612741,29,25,2026-02-23T01:40:49Z,1600000,False,-16.0,-1.0,1,left,T. Jones running Layup (4 PTS),[1630200],1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,1.59,Made,4.0,,,,,,,,,,,,,,,
171,PT11M26.00S,2026-02-23T01:40:35.7Z,2,REGULAR,2pt,Jump Shot,[],1626157,77.87450722733246,29.65686274509804,1610612752,29,25,2026-02-23T01:41:57Z,1610000,False,-102.0,155.0,1,right,MISS K. Towns 18' driving floating bank Shot,[1626157],1610612752.0,NYK,driving floating bank,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,18.58,Missed,,,,,,,,,,,,,,,,
