actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT06M02.00S,2024-11-21T01:22:22.6Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,12,12,2024-11-21T01:22:22Z,830000,False,,,0,,J. Embiid Free Throw 2 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
84,PT05M52.00S,2024-11-21T01:22:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,12,12,2024-11-21T01:22:39Z,840000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,1628171.0,,,,,,,,,,,,
85,PT05M28.00S,2024-11-21T01:23:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,88.91261498028909,3.6764705882352944,1610612755,12,12,2024-11-21T01:23:07Z,850000,False,-232.0,52.0,1,right,MISS P. George step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,23.73,Missed,,,,,,,,,,,,,,,
86,PT05M26.00S,2024-11-21T01:23:05.4Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,12,12,2024-11-21T01:23:07Z,860000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,,,85.0,,,,,,,,,,1.0,1.0,0.0,,
87,PT05M21.00S,2024-11-21T01:23:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,7.046649145860711,53.18627450980392,1610612763,12,12,2024-11-21T01:23:17Z,870000,False,-16.0,14.0,1,left,MISS S. Aldama running finger roll Layup,[1630583],1610612763.0,MEM,running finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,,
88,PT05M17.00S,2024-11-21T01:23:14.3Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,12,12,2024-11-21T01:23:14Z,880000,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,87.0,,,,,,,,,,2.0,1.0,1.0,,
89,PT05M17.00S,2024-11-21T01:23:14.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,5.590000152587891,50.0,1610612763,12,12,2024-11-21T01:27:26Z,890000,False,0.0,0.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
91,PT05M13.00S,2024-11-21T01:23:18.3Z,1,REGULAR,rebound,defensive,[],1642272,,,1610612755,12,12,2024-11-21T01:27:26Z,910000,False,,,0,,J. McCain REBOUND (Off:0 Def:1),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,89.0,,,,,,,,,,1.0,1.0,0.0,,
92,PT05M09.00S,2024-11-21T01:23:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,92.32917214191852,53.67647058823529,1610612755,12,14,2024-11-21T01:28:47Z,920000,False,18.0,20.0,1,right,J. McCain driving Layup (4 PTS),[1642272],1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,2.69,Made,,4.0,,,,,,,,,,,,,
93,PT04M59.00S,2024-11-21T01:23:32.3Z,1,REGULAR,3pt,Jump Shot,[],1642377,6.783837056504599,95.83333333333334,1610612763,15,14,2024-11-21T01:23:39Z,930000,False,-229.0,11.0,1,left,J. Wells 3PT  (6 PTS) (S. Aldama 1 AST),"[1642377, 1630583]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,22.95,Made,,6.0,,,,,,S. Aldama,1630583.0,1.0,,,,,
95,PT04M44.00S,2024-11-21T01:23:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.67214191852825,45.09803921568628,1610612755,15,16,2024-11-21T01:39:32Z,950000,False,-25.0,26.0,1,right,J. Embiid finger roll Layup (8 PTS) (P. George 1 AST),"[203954, 202331]",1610612755.0,PHI,finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,3.56,Made,,8.0,,,,,,P. George,202331.0,1.0,,,,,
97,PT04M30.00S,2024-11-21T01:24:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,54.41176470588235,1610612763,17,16,2024-11-21T01:24:05Z,970000,False,-22.0,16.0,1,left,J. Jackson Jr. driving finger roll Layup (5 PTS) (S. Aldama 2 AST),"[1628991, 1630583]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,2.74,Made,,5.0,,,,,,S. Aldama,1630583.0,2.0,,,,,
102,PT04M05.00S,2024-11-21T01:24:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.86793692509855,61.76470588235294,1610612755,17,18,2024-11-21T01:46:48Z,1020000,False,59.0,109.0,1,right,J. Embiid 12' turnaround fadeaway Jump Shot (10 PTS),[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,12.34,Made,,10.0,,,,,,,,,,,,,
103,PT03M58.00S,2024-11-21T01:24:33.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.750985545335087,66.42156862745098,1610612763,17,18,2024-11-21T01:39:44Z,1030000,False,-82.0,246.0,1,left,MISS J. Jackson Jr. 25' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.93,Missed,,,,,,,,,,,,,,,
104,PT03M55.00S,2024-11-21T01:24:36.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612755,17,18,2024-11-21T01:24:37Z,1040000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,103.0,,,,,,,,,,1.0,1.0,0.0,,
105,PT03M48.00S,2024-11-21T01:24:43.6Z,1,REGULAR,3pt,Jump Shot,[],203954,75.50919842312747,11.27450980392157,1610612755,17,18,2024-11-21T01:24:47Z,1050000,False,-194.0,178.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,26.28,Missed,,,,,,,,,,,,,,,
106,PT03M45.00S,2024-11-21T01:24:46.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,17,18,2024-11-21T01:24:47Z,1060000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,105.0,,,,,,,,,,1.0,1.0,0.0,,
107,PT03M40.00S,2024-11-21T01:24:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642377,6.783837056504599,52.450980392156865,1610612763,19,18,2024-11-21T01:24:56Z,1070000,False,-12.0,11.0,1,left,J. Wells running finger roll Layup (8 PTS) (D. Bane 1 AST),"[1642377, 1630217]",1610612763.0,MEM,running finger roll,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,1.67,Made,,8.0,,,,,,D. Bane,1630217.0,1.0,,,,,
109,PT03M20.00S,2024-11-21T01:25:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,92.06636005256242,45.34313725490196,1610612755,19,18,2024-11-21T01:25:15Z,1090000,False,-23.0,22.0,1,right,MISS J. McCain driving floating bank Shot,[1642272],1610612755.0,PHI,driving floating bank,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,3.21,Missed,,,,,,,,,,,,,,,
110,PT03M18.00S,2024-11-21T01:25:12.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,19,18,2024-11-21T01:25:15Z,1100000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,109.0,,,,,,,,,,2.0,2.0,0.0,,
111,PT03M18.00S,2024-11-21T01:25:16.2Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,19,18,2024-11-21T01:25:21Z,1110000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right,2.0,,,,,,,202037.0,,,,,,,,,,,,
112,PT03M18.00S,2024-11-21T01:25:19.6Z,1,REGULAR,substitution,out,[],1642377,,,1610612755,19,18,2024-11-21T01:25:31Z,1120000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2024-11-21T01:25:19.6Z,1,REGULAR,substitution,out,[],1628991,,,1610612755,19,18,2024-11-21T01:25:31Z,1130000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2024-11-21T01:25:19.6Z,1,REGULAR,substitution,in,[],1631222,,,1610612755,19,18,2024-11-21T01:25:31Z,1140000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M18.00S,2024-11-21T01:25:19.6Z,1,REGULAR,substitution,in,[],1630643,,,1610612755,19,18,2024-11-21T01:25:31Z,1150000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2024-11-21T01:25:34.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,18,2024-11-21T01:25:34Z,1160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M18.00S,2024-11-21T01:26:46.8Z,1,REGULAR,substitution,out,[],202331,,,1610612755,19,18,2024-11-21T01:28:10Z,1170000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M18.00S,2024-11-21T01:26:46.8Z,1,REGULAR,substitution,out,[],203954,,,1610612755,19,18,2024-11-21T01:28:10Z,1180000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M18.00S,2024-11-21T01:26:46.8Z,1,REGULAR,substitution,in,[],203083,,,1610612755,19,18,2024-11-21T01:28:10Z,1190000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M18.00S,2024-11-21T01:26:46.8Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,19,18,2024-11-21T01:28:10Z,1200000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2024-11-21T01:28:57.4Z,1,REGULAR,foul,personal,['3freethrow'],1630217,,,1610612755,19,18,2024-11-21T01:29:19Z,1210000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (McCain 3 FT),"[1630217, 1642272]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,202037.0,1.0,0.0,McCain,1642272.0,,,,,,,,
123,PT02M55.00S,2024-11-21T01:29:25.9Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1642272,,,1610612755,19,19,2024-11-21T01:29:25Z,1230000,False,,,0,,J. McCain Free Throw 1 of 3 (5 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
124,PT02M55.00S,2024-11-21T01:29:40.6Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1642272,,,1610612755,19,20,2024-11-21T01:29:40Z,1240000,False,,,0,,J. McCain Free Throw 2 of 3 (6 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
125,PT02M55.00S,2024-11-21T01:29:56.1Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1642272,,,1610612755,19,21,2024-11-21T01:29:56Z,1250000,False,,,0,,J. McCain Free Throw 3 of 3 (7 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
126,PT02M45.00S,2024-11-21T01:30:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,33.459264126149804,57.59803921568627,1610612763,19,21,2024-11-21T01:30:12Z,1260000,False,-38.0,262.0,1,left,MISS J. Huff 26' 3PT,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,26.47,Missed,,,,,,,,,,,,,,,
127,PT02M40.00S,2024-11-21T01:30:12.5Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,19,21,2024-11-21T01:30:12Z,1270000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,126.0,,,,,,,,,,1.0,1.0,0.0,,
128,PT02M34.00S,2024-11-21T01:30:17.6Z,1,REGULAR,3pt,Jump Shot,[],1642272,79.97700394218134,6.862745098039216,1610612755,19,24,2024-11-21T01:30:22Z,1280000,False,-216.0,136.0,1,right,J. McCain 25' 3PT step back (10 PTS),[1642272],1610612755.0,PHI,step back,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,,25.48,Made,,10.0,,,,,,,,,,,,,
129,PT02M22.00S,2024-11-21T01:30:30.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,11.645860709592641,49.50980392156863,1610612763,21,24,2024-11-21T01:30:34Z,1290000,False,2.0,57.0,1,left,S. Aldama driving Hook (2 PTS) (J. LaRavia 1 AST),"[1630583, 1631222]",1610612763.0,MEM,driving,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.71,Made,,2.0,,,,,,J. LaRavia,1631222.0,1.0,,,,,
131,PT02M11.00S,2024-11-21T01:30:41.3Z,1,REGULAR,3pt,Jump Shot,[],1642272,64.60249671484888,49.26470588235294,1610612755,21,24,2024-11-21T01:40:01Z,1310000,False,-4.0,280.0,1,right,MISS J. McCain 28' pullup 3PT,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,28.02,Missed,,,,,,,,,,,,,,,
132,PT02M08.00S,2024-11-21T01:30:43.2Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612763,21,24,2024-11-21T01:30:43Z,1320000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,,,131.0,,,,,,,,,,1.0,1.0,0.0,,
133,PT02M03.00S,2024-11-21T01:30:49.1Z,1,REGULAR,turnover,lost ball,[],1631222,,,1610612763,21,24,2024-11-21T01:30:52Z,1330000,False,,,0,,J. LaRavia lost ball TURNOVER (1 TO),"[1631222, 202704]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,1.0,Jackson,202704.0,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2024-11-21T01:30:49.1Z,1,REGULAR,steal,,[],202704,,,1610612755,21,24,2024-11-21T02:09:11Z,1340000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
135,PT01M56.00S,2024-11-21T01:30:55.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,89.04402102496715,3.6764705882352944,1610612755,21,24,2024-11-21T01:31:01Z,1350000,False,-232.0,50.0,1,right,MISS K. Oubre Jr. running 3PT,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,,23.7,Missed,,,,,,,,,,,,,,,
136,PT01M53.00S,2024-11-21T01:30:58.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,21,24,2024-11-21T01:31:01Z,1360000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,,,,,,135.0,,,,,,,,,,3.0,3.0,0.0,,
137,PT01M45.00S,2024-11-21T01:31:07.6Z,1,REGULAR,2pt,Jump Shot,[],1630583,7.884362680683312,32.299325980392155,1610612763,23,24,2024-11-21T01:32:49Z,1370000,False,89.0,22.0,1,left,S. Aldama 9' driving floating Jump Shot (4 PTS) (L. Kennard 1 AST),"[1630583, 1628379]",1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,,,9.11,Made,,4.0,,,,,,L. Kennard,1628379.0,1.0,,,,,
139,PT01M23.00S,2024-11-21T01:31:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,92.19776609724047,46.07843137254902,1610612755,23,26,2024-11-21T01:31:33Z,1390000,False,-20.0,21.0,1,right,A. Drummond cutting Layup (2 PTS) (J. McCain 1 AST),"[203083, 1642272]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,2.86,Made,,2.0,,,,,,J. McCain,1642272.0,1.0,,,,,
141,PT01M15.00S,2024-11-21T01:31:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,9.937582128777924,48.28431372549019,1610612763,25,26,2024-11-21T01:31:52Z,1410000,False,9.0,41.0,1,left,D. Bane driving floating Jump Shot (2 PTS) (J. LaRavia 2 AST),"[1630217, 1631222]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,4.18,Made,,2.0,,,,,,J. LaRavia,1631222.0,2.0,,,,,
143,PT00M54.40S,2024-11-21T01:31:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.19776609724047,41.66666666666667,1610612755,25,28,2024-11-21T01:32:03Z,1430000,False,-42.0,21.0,1,right,R. Jackson driving Layup (2 PTS),[202704],1610612755.0,PHI,driving,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.66,Made,,2.0,,,,,,,,,,,,,
144,PT00M34.80S,2024-11-21T01:32:24.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,30.831143232588698,65.19607843137256,1610612763,28,28,2024-11-21T01:32:30Z,1440000,False,-76.0,237.0,1,left,L. Kennard 24' 3PT pullup (3 PTS) (D. Bane 2 AST),"[1628379, 1630217]",1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,,24.92,Made,,3.0,,,,,,D. Bane,1630217.0,2.0,,,,,
146,PT00M23.60S,2024-11-21T01:32:41.3Z,1,REGULAR,3pt,Jump Shot,[],1627824,73.80091984231275,13.970588235294118,1610612755,28,31,2024-11-21T01:32:45Z,1460000,False,-180.0,194.0,1,right,G. Yabusele 26' 3PT  (3 PTS) (J. McCain 2 AST),"[1627824, 1642272]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,26.46,Made,,3.0,,,,,,J. McCain,1642272.0,2.0,,,,,
148,PT00M07.00S,2024-11-21T01:33:04.5Z,1,REGULAR,foul,personal,[],202704,,,1610612763,28,31,2024-11-21T01:33:27Z,1480000,False,,,0,,R. Jackson take personal FOUL (1 PF),"[202704, 1628379]",1610612755.0,PHI,take,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,1162.0,1.0,0.0,Kennard,1628379.0,,,,,,,,
150,PT00M07.00S,2024-11-21T01:33:20.2Z,1,REGULAR,substitution,out,[],1642272,,,1610612763,28,31,2024-11-21T01:33:26Z,1500000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M07.00S,2024-11-21T01:33:20.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612763,28,31,2024-11-21T01:33:26Z,1510000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M03.40S,2024-11-21T01:33:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,34.641918528252305,25.49019607843137,1610612763,31,31,2024-11-21T01:33:45Z,1520000,False,123.0,273.0,1,left,D. Bane 29' 3PT  (5 PTS) (J. Huff 1 AST),"[1630217, 1630643]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,29.93,Made,,5.0,,,,,,J. Huff,1630643.0,1.0,,,,,
154,PT00M00.00S,2024-11-21T01:34:02.8Z,1,REGULAR,period,end,[],0,,,1610612755,31,31,2024-11-21T01:34:02Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612755,31,31,2024-11-21T01:36:27Z,1550000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,out,['startperiod'],1630217,,,1610612755,31,31,2024-11-21T01:36:27Z,1560000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612755,31,31,2024-11-21T01:36:27Z,1570000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,in,['startperiod'],1630590,,,1610612755,31,31,2024-11-21T01:36:27Z,1580000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,in,['startperiod'],1642285,,,1610612755,31,31,2024-11-21T01:36:27Z,1590000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-21T01:34:06.2Z,2,REGULAR,substitution,in,['startperiod'],202331,,,1610612755,31,31,2024-11-21T01:36:27Z,1600000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-21T01:36:34.3Z,2,REGULAR,period,start,[],0,,,1610612755,31,31,2024-11-21T01:36:34Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M46.00S,2024-11-21T01:36:48.9Z,2,REGULAR,foul,offensive,[],202331,,,1610612755,31,31,2024-11-21T01:36:55Z,1620000,False,,,0,,P. George offensive FOUL (1 PF),"[202331, 1631222]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,202037.0,1.0,0.0,LaRavia,1631222.0,,,,,,,,
164,PT11M46.00S,2024-11-21T01:36:48.9Z,2,REGULAR,turnover,offensive foul,[],202331,,,1610612755,31,31,2024-11-21T01:36:48Z,1640000,False,,,0,,P. George offensive foul TURNOVER (1 TO),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,1.0,,,,,,,202037.0,,,,,,,,,,,,
165,PT11M37.00S,2024-11-21T01:37:07.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,9.806176084099869,97.05882352941177,1610612763,34,31,2024-11-21T01:37:12Z,1650000,False,-235.0,40.0,1,left,L. Kennard 3PT  (6 PTS) (C. Spencer 1 AST),"[1628379, 1642285]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,,,,23.86,Made,,6.0,,,,,,C. Spencer,1642285.0,1.0,,,,,
167,PT11M27.00S,2024-11-21T01:37:21.0Z,2,REGULAR,foul,personal,[],1631222,,,1610612755,34,31,2024-11-21T01:37:25Z,1670000,False,,,0,,J. LaRavia personal FOUL (1 PF),"[1631222, 202331]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Right Center,,,,,,,,202037.0,1.0,0.0,George,202331.0,,,,,,,,
169,PT11M15.00S,2024-11-21T01:37:48.4Z,2,REGULAR,3pt,Jump Shot,[],1627824,73.40670170827858,85.5392156862745,1610612755,34,31,2024-11-21T01:37:53Z,1690000,False,178.0,197.0,1,right,MISS G. Yabusele 26' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,26.57,Missed,,,,,,,,,,,,,,,
170,PT11M12.00S,2024-11-21T01:37:51.4Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,34,31,2024-11-21T01:37:53Z,1700000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,,,169.0,,,,,,,,,,1.0,0.0,1.0,,
171,PT11M10.00S,2024-11-21T01:37:53.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,93.51182654402102,51.470588235294116,1610612755,34,33,2024-11-21T01:37:57Z,1710000,False,7.0,8.0,1,right,A. Drummond DUNK (4 PTS) (G. Yabusele 1 AST),"[203083, 1627824]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,4.0,,,,,,G. Yabusele,1627824.0,1.0,,,,,
