actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
343,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,in,['startperiod'],1629634,,,1610612755,63,53,2024-11-21T02:16:12Z,3430000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,63,53,2024-11-21T02:16:12Z,3440000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2024-11-21T02:12:18.5Z,3,REGULAR,substitution,in,['startperiod'],1642272,,,1610612755,63,53,2024-11-21T02:16:12Z,3450000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-11-21T02:16:26.6Z,3,REGULAR,period,start,[],0,,,1610612755,63,53,2024-11-21T02:16:26Z,3460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M37.00S,2024-11-21T02:16:49.3Z,3,REGULAR,2pt,Jump Shot,[],203954,7.835085413929041,70.83333333333334,1610612755,63,53,2024-11-21T02:16:54Z,3470000,False,-104.0,21.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,10.63,Missed,,,,,,,,,,,,,,,
348,PT11M33.00S,2024-11-21T02:16:53.3Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,63,53,2024-11-21T02:16:54Z,3480000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:3),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Left,,,,,,347.0,,,,,,,,,,3.0,3.0,0.0,,
349,PT11M29.00S,2024-11-21T02:16:57.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,83.13074901445466,48.77450980392157,1610612763,63,53,2024-11-21T02:17:04Z,3490000,False,-6.0,106.0,1,right,MISS D. Bane 10' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,10.63,Missed,,,,,,,,,,,,,,,
350,PT11M24.00S,2024-11-21T02:17:02.2Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,63,53,2024-11-21T02:17:04Z,3500000,False,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,349.0,,,,,,,,,,4.0,3.0,1.0,,
351,PT11M21.00S,2024-11-21T02:17:09.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,63,53,2024-11-21T02:17:09Z,3510000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M21.00S,2024-11-21T02:19:29.3Z,3,REGULAR,substitution,out,[],202331,,,1610612755,63,53,2024-11-21T02:19:53Z,3520000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M21.00S,2024-11-21T02:19:29.3Z,3,REGULAR,substitution,in,[],1627824,,,1610612755,63,53,2024-11-21T02:19:53Z,3530000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M08.00S,2024-11-21T02:20:20.7Z,3,REGULAR,turnover,lost ball,[],1628997,,,1610612755,63,53,2024-11-21T02:20:25Z,3540000,False,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628997, 1628991]",1610612755.0,PHI,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,
355,PT11M08.00S,2024-11-21T02:20:20.7Z,3,REGULAR,steal,,[],1628991,,,1610612763,63,53,2024-11-21T02:20:22Z,3550000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT11M04.00S,2024-11-21T02:20:24.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630590,77.87450722733246,10.784313725490197,1610612763,63,53,2024-11-21T02:20:32Z,3560000,False,-196.0,155.0,1,right,MISS S. Pippen Jr. 25' running 3PT - blocked,"[1630590, 1628997]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.03,Missed,,,,,,,,,,,,,,Martin,1628997.0
357,PT11M04.00S,2024-11-21T02:20:24.9Z,3,REGULAR,block,,[],1628997,,,1610612763,63,53,2024-11-21T02:20:27Z,3570000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
358,PT10M59.00S,2024-11-21T02:20:29.9Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,63,53,2024-11-21T02:20:32Z,3580000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,356.0,,,,,,,,,,2.0,2.0,0.0,,
359,PT10M41.00S,2024-11-21T02:20:53.8Z,3,REGULAR,foul,personal,[],1628991,,,1610612755,63,53,2024-11-21T02:20:58Z,3590000,False,,,0,,J. Jackson Jr. personal FOUL (2 PF),"[1628991, 203954]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,2.0,0.0,Embiid,203954.0,,,,,,,,
361,PT10M25.00S,2024-11-21T02:21:33.1Z,3,REGULAR,turnover,lost ball,[],1642272,,,1610612755,63,53,2024-11-21T02:21:36Z,3610000,False,,,0,,J. McCain lost ball TURNOVER (2 TO),"[1642272, 1642377]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,8-16 Left,2.0,Wells,1642377.0,,,,,,,,,,,,,,,,,
362,PT10M25.00S,2024-11-21T02:21:33.1Z,3,REGULAR,steal,,[],1642377,,,1610612763,63,53,2024-11-21T02:21:34Z,3620000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
363,PT10M12.00S,2024-11-21T02:21:46.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,88.78120893561103,3.431372549019608,1610612763,63,53,2024-11-21T02:21:50Z,3630000,False,-233.0,53.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,23.88,Missed,,,,,,,,,,,,,,,
364,PT10M09.00S,2024-11-21T02:21:49.0Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,53,2024-11-21T02:21:50Z,3640000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,363.0,,,,,,,,,,6.0,5.0,1.0,,
365,PT10M02.00S,2024-11-21T02:21:56.2Z,3,REGULAR,3pt,Jump Shot,[],203954,32.933639947437584,54.166666666666664,1610612755,63,53,2024-11-21T02:21:59Z,3650000,False,-21.0,257.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,25.79,Missed,,,,,,,,,,,,,,,
366,PT10M00.00S,2024-11-21T02:21:58.2Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,63,53,2024-11-21T02:21:59Z,3660000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:4),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,365.0,,,,,,,,,,4.0,4.0,0.0,,
367,PT09M45.00S,2024-11-21T02:22:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,90.62089356110381,53.431372549019606,1610612763,63,53,2024-11-21T02:22:17Z,3670000,False,17.0,36.0,1,right,MISS S. Pippen Jr. cutting finger roll Layup,[1630590],1610612763.0,MEM,cutting finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,3.96,Missed,,,,,,,,,,,,,,,
368,PT09M43.00S,2024-11-21T02:22:15.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,53,2024-11-21T02:22:17Z,3680000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,367.0,,,,,,,,,,7.0,6.0,1.0,,
369,PT09M35.00S,2024-11-21T02:22:22.9Z,3,REGULAR,3pt,Jump Shot,[],1627824,27.414586070959263,18.872549019607842,1610612755,63,56,2024-11-21T02:22:26Z,3690000,False,156.0,205.0,1,left,G. Yabusele 25' 3PT  (11 PTS) (J. Embiid 1 AST),"[1627824, 203954]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,25.75,Made,,11.0,,,,,,J. Embiid,203954.0,1.0,,,,,
371,PT09M18.00S,2024-11-21T02:22:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,92.19776609724047,54.65686274509803,1610612763,65,56,2024-11-21T02:22:45Z,3710000,False,23.0,21.0,1,right,J. Wells reverse Layup (10 PTS),[1642377],1610612763.0,MEM,reverse,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,3.12,Made,,10.0,,,,,,,,,,,,,
372,PT09M04.00S,2024-11-21T02:22:54.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,31.882391590013142,19.362745098039216,1610612755,65,56,2024-11-21T02:22:58Z,3720000,False,153.0,247.0,1,left,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,29.08,Missed,,,,,,,,,,,,,,,
373,PT09M00.00S,2024-11-21T02:22:58.2Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,65,56,2024-11-21T02:22:58Z,3730000,False,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,372.0,,,,,,,,,,5.0,5.0,0.0,,
374,PT08M45.00S,2024-11-21T02:23:13.9Z,3,REGULAR,3pt,Jump Shot,[],1629634,91.67214191852825,3.431372549019608,1610612763,65,56,2024-11-21T02:23:17Z,3740000,False,-233.0,26.0,1,right,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
375,PT08M43.00S,2024-11-21T02:23:15.9Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612755,65,56,2024-11-21T02:23:17Z,3750000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,374.0,,,,,,,,,,2.0,2.0,0.0,,
376,PT08M38.00S,2024-11-21T02:23:20.7Z,3,REGULAR,3pt,Jump Shot,[],1627824,31.882391590013142,31.127450980392158,1610612755,65,59,2024-11-21T02:23:28Z,3760000,False,94.0,247.0,1,left,G. Yabusele 26' 3PT  (14 PTS) (C. Martin 4 AST),"[1627824, 1628997]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,,,,26.46,Made,,14.0,,,,,,C. Martin,1628997.0,4.0,,,,,
378,PT08M18.00S,2024-11-21T02:23:41.4Z,3,REGULAR,2pt,Jump Shot,[],1630217,86.15308804204993,23.03921568627451,1610612763,65,59,2024-11-21T02:23:45Z,3780000,False,-135.0,78.0,1,right,MISS D. Bane 15' pullup Shot - blocked,"[1630217, 1627824]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,15.56,Missed,,,,,,,,,,,,,,Yabusele,1627824.0
379,PT08M18.00S,2024-11-21T02:23:41.4Z,3,REGULAR,block,,[],1627824,,,1610612763,65,59,2024-11-21T02:23:43Z,3790000,False,,,0,,G. Yabusele BLOCK (1 BLK),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
380,PT08M18.00S,2024-11-21T02:23:41.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,65,59,2024-11-21T02:23:45Z,3800000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,,378.0,,,,,,,,,,,,,,
382,PT08M18.00S,2024-11-21T02:23:45.5Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,65,59,2024-11-21T02:23:49Z,3820000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M18.00S,2024-11-21T02:23:45.5Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,65,59,2024-11-21T02:23:49Z,3830000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT08M10.00S,2024-11-21T02:24:17.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,65,59,2024-11-21T02:24:24Z,3840000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,202037.0,,,,,,,,,,,,
385,PT07M56.00S,2024-11-21T02:24:43.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,19.793035479632064,54.166666666666664,1610612755,65,61,2024-11-21T02:24:48Z,3850000,False,-21.0,134.0,1,left,J. Embiid 13' Jump Shot (17 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,13.52,Made,,17.0,,,,,,T. Maxey,1630178.0,1.0,,,,,
387,PT07M44.00S,2024-11-21T02:24:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,89.30683311432325,62.745098039215684,1610612763,65,61,2024-11-21T02:25:00Z,3870000,False,64.0,48.0,1,right,MISS D. Bane 7' driving floating bank Shot - blocked,"[1630217, 1628997]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,7.98,Missed,,,,,,,,,,,,,,Martin,1628997.0
388,PT07M44.00S,2024-11-21T02:24:55.9Z,3,REGULAR,block,,[],1628997,,,1610612763,65,61,2024-11-21T02:24:58Z,3880000,False,,,0,,C. Martin BLOCK (2 BLK),[1628997],1610612755.0,PHI,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
389,PT07M44.00S,2024-11-21T02:24:55.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,65,61,2024-11-21T02:25:00Z,3890000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,387.0,,,,,,,,,,,,,,
391,PT07M44.00S,2024-11-21T02:25:00.6Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,65,61,2024-11-21T02:25:06Z,3910000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M44.00S,2024-11-21T02:25:00.6Z,3,REGULAR,substitution,in,[],1628379,,,1610612763,65,61,2024-11-21T02:25:06Z,3920000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M38.00S,2024-11-21T02:25:27.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630590,80.3712220762155,92.64705882352942,1610612763,68,61,2024-11-21T02:25:31Z,3930000,False,213.0,132.0,1,right,S. Pippen Jr. 25' 3PT  (8 PTS) (L. Kennard 2 AST),"[1630590, 1628379]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.08,Made,,8.0,,,,,,L. Kennard,1628379.0,2.0,,,,,
395,PT07M24.00S,2024-11-21T02:25:40.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,32.53942181340342,34.31372549019608,1610612755,68,61,2024-11-21T02:25:45Z,3950000,False,78.0,253.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,26.53,Missed,,,,,,,,,,,,,,,
396,PT07M20.00S,2024-11-21T02:25:44.8Z,3,REGULAR,rebound,offensive,[],1642272,,,1610612755,68,61,2024-11-21T02:25:44Z,3960000,False,,,0,,J. McCain REBOUND (Off:1 Def:1),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,,,395.0,,,,,,,,,,2.0,1.0,1.0,,
397,PT07M13.00S,2024-11-21T02:25:54.8Z,3,REGULAR,foul,personal,[],1629634,,,1610612755,68,61,2024-11-21T02:26:06Z,3970000,False,,,0,,B. Clarke personal FOUL (2 PF),"[1629634, 203954]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628171.0,2.0,0.0,Embiid,203954.0,,,,,,,,
399,PT07M12.00S,2024-11-21T02:26:26.8Z,3,REGULAR,turnover,out-of-bounds,[],1642272,,,1610612755,68,61,2024-11-21T02:26:31Z,3990000,False,,,0,,J. McCain lost ball out-of-bounds TURNOVER (3 TO),[1642272],1610612755.0,PHI,lost ball,,,McCain,J. McCain,,,,,Mid-Range,8-16 Right,3.0,,,,,,,1162.0,,,,,,,,,,,,
400,PT06M56.00S,2024-11-21T02:26:46.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642377,72.88107752956637,83.08823529411765,1610612763,68,61,2024-11-21T02:26:51Z,4000000,False,165.0,202.0,1,right,MISS J. Wells 26' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,,26.14,Missed,,,,,,,,,,,,,,,
401,PT06M53.00S,2024-11-21T02:26:49.4Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,68,61,2024-11-21T02:26:51Z,4010000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,400.0,,,,,,,,,,3.0,3.0,0.0,,
402,PT06M44.00S,2024-11-21T02:26:59.2Z,3,REGULAR,3pt,Jump Shot,[],1627824,8.492115637319317,4.166666666666666,1610612755,68,64,2024-11-21T02:27:03Z,4020000,False,229.0,27.0,1,left,G. Yabusele 3PT  (17 PTS) (T. Maxey 2 AST),"[1627824, 1630178]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,,,,23.08,Made,,17.0,,,,,,T. Maxey,1630178.0,2.0,,,,,
404,PT06M29.00S,2024-11-21T02:27:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,89.96386333771353,43.38235294117647,1610612763,68,64,2024-11-21T02:27:21Z,4040000,False,-33.0,42.0,1,right,MISS S. Aldama floating Shot,[1630583],1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.33,Missed,,,,,,,,,,,,,,,
405,PT06M29.00S,2024-11-21T02:27:13.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,68,64,2024-11-21T02:27:21Z,4050000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,404.0,,,,,,,,,,,,,,
406,PT06M29.00S,2024-11-21T02:27:18.2Z,3,REGULAR,foul,personal,[],1629634,,,1610612755,68,64,2024-11-21T02:27:27Z,4060000,False,,,0,,B. Clarke loose ball personal FOUL (3 PF),"[1629634, 203954]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202037.0,3.0,0.0,Embiid,203954.0,,,,,,,,
408,PT06M29.00S,2024-11-21T02:27:26.8Z,3,REGULAR,substitution,out,[],1630590,,,1610612755,68,64,2024-11-21T02:27:37Z,4080000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M29.00S,2024-11-21T02:27:26.8Z,3,REGULAR,substitution,out,[],1629634,,,1610612755,68,64,2024-11-21T02:27:37Z,4090000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M29.00S,2024-11-21T02:27:26.8Z,3,REGULAR,substitution,in,[],1630217,,,1610612755,68,64,2024-11-21T02:27:37Z,4100000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M29.00S,2024-11-21T02:27:26.8Z,3,REGULAR,substitution,in,[],1628991,,,1610612755,68,64,2024-11-21T02:27:37Z,4110000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M15.00S,2024-11-21T02:27:54.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.835085413929041,39.950980392156865,1610612755,68,64,2024-11-21T02:27:59Z,4120000,False,50.0,21.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1628991]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0
413,PT06M15.00S,2024-11-21T02:27:54.9Z,3,REGULAR,block,,[],1628991,,,1610612755,68,64,2024-11-21T02:27:56Z,4130000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT06M13.00S,2024-11-21T02:27:56.9Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,68,64,2024-11-21T02:27:59Z,4140000,False,,,0,,D. Bane REBOUND (Off:0 Def:6),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,412.0,,,,,,,,,,6.0,6.0,0.0,,
415,PT06M10.00S,2024-11-21T02:28:00.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,74.19513797634691,12.990196078431374,1610612763,68,64,2024-11-21T02:28:06Z,4150000,False,-185.0,190.0,1,right,MISS S. Aldama 26' running 3PT,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,26.53,Missed,,,,,,,,,,,,,,,
416,PT06M06.00S,2024-11-21T02:28:04.2Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,68,64,2024-11-21T02:28:52Z,4160000,False,,,0,,G. Yabusele REBOUND (Off:3 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,415.0,,,,,,,,,,4.0,1.0,3.0,,
417,PT06M06.00S,2024-11-21T02:28:07.6Z,3,REGULAR,turnover,traveling,[],1630178,,,1610612755,68,64,2024-11-21T02:28:12Z,4170000,False,,,0,,T. Maxey traveling TURNOVER (1 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,202037.0,,,,,,,,,,,,
418,PT05M54.00S,2024-11-21T02:28:27.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,82.86793692509855,47.549019607843135,1610612763,68,64,2024-11-21T02:28:33Z,4180000,False,-12.0,109.0,1,right,MISS J. Jackson Jr. 10' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.92,Missed,,,,,,,,,,,,,,,
419,PT05M49.00S,2024-11-21T02:28:32.9Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,68,64,2024-11-21T02:28:33Z,4190000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,418.0,,,,,,,,,,3.0,1.0,2.0,,
420,PT05M49.00S,2024-11-21T02:28:32.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628991,94.40999984741211,50.0,1610612763,70,64,2024-11-21T02:28:32Z,4200000,False,0.0,0.0,1,right,J. Jackson Jr. putback Layup (12 PTS),[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,12.0,,,,,,,,,,,,,
421,PT05M31.00S,2024-11-21T02:28:50.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.703679369250986,49.754901960784316,1610612755,70,64,2024-11-21T02:28:57Z,4210000,False,1.0,20.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
422,PT05M31.00S,2024-11-21T02:28:50.6Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,70,64,2024-11-21T02:28:57Z,4220000,False,,,0,,D. Bane REBOUND (Off:0 Def:7),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,421.0,,,,,,,,,,7.0,7.0,0.0,,
