actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
188,PT00M00.00S,2024-10-31T00:42:26.1Z,1,REGULAR,3pt,Jump Shot,[],1630590,55.00985545335085,30.637254901960787,1610612763,29,34,2024-10-31T00:42:35Z,1870000,False,97.0,465.0,1,left,MISS S. Pippen Jr. 47' driving floating 3PT,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,driving floating,Above the Break 3,24+ Center,47.46,Missed,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M00.00S,2024-10-31T00:42:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,29,34,2024-10-31T00:42:29Z,1880000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,Above the Break 3,24+ Center,,,188.0,,,,,,,,,,,,,,,,,,,,,,
190,PT00M00.00S,2024-10-31T00:42:32.0Z,1,REGULAR,period,end,[],0,,,1610612763,29,34,2024-10-31T00:42:32Z,1890000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-10-31T00:44:20.8Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,29,34,2024-10-31T00:45:01Z,1900000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-10-31T00:44:20.8Z,2,REGULAR,substitution,out,['startperiod'],1630590,,,1610612763,29,34,2024-10-31T00:45:01Z,1910000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-10-31T00:44:20.8Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612763,29,34,2024-10-31T00:45:01Z,1920000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-10-31T00:44:20.8Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,29,34,2024-10-31T00:45:01Z,1930000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-10-31T00:45:11.9Z,2,REGULAR,period,start,[],0,,,1610612751,29,34,2024-10-31T00:45:11Z,1940000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M40.00S,2024-10-31T00:45:31.3Z,2,REGULAR,3pt,Jump Shot,[],1641730,84.83902759526939,95.09803921568627,1610612751,29,34,2024-10-31T00:45:43Z,1950000,False,225.0,90.0,1,right,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,Above the Break 3,24+ Right,24.28,Missed,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M38.00S,2024-10-31T00:45:33.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,29,34,2024-10-31T00:45:43Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Above the Break 3,24+ Right,,,196.0,,,,,,,,,,,,,,,,,,,,,,
198,PT11M38.00S,2024-10-31T00:45:38.6Z,2,REGULAR,foul,personal,[],1628991,,,1610612751,29,34,2024-10-31T00:45:49Z,1970000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1630533]",1610612763.0,MEM,1626302.0,Jackson Jr.,J. Jackson Jr.,loose ball,Mid-Range,16-24 Right,,,,,,,,,,,,,,1.0,0.0,Williams,1630533.0,,,,,,,,
200,PT11M36.00S,2024-10-31T00:45:57.2Z,2,REGULAR,turnover,bad pass,[],1630592,,,1610612751,29,34,2024-10-31T00:46:02Z,1990000,False,,,0,,J. Wilson bad pass TURNOVER (1 TO),"[1630592, 1628991]",1610612751.0,BKN,,Wilson,J. Wilson,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,
201,PT11M36.00S,2024-10-31T00:45:57.2Z,2,REGULAR,steal,,[],1628991,,,1610612763,29,34,2024-10-31T00:54:15Z,2000000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT11M33.00S,2024-10-31T00:45:59.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629630,6.521024967148489,50.49019607843137,1610612763,29,34,2024-10-31T00:47:07Z,2010000,False,-2.0,9.0,1,left,MISS J. Morant running reverse DUNK,[1629630],1610612763.0,MEM,,Morant,J. Morant,running reverse,Restricted Area,0-8 Center,0.91,Missed,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M27.00S,2024-10-31T00:46:05.6Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,29,34,2024-10-31T00:47:07Z,2020000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,Restricted Area,0-8 Center,,,202.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
204,PT11M26.00S,2024-10-31T00:46:06.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,79.58278580814718,92.15686274509804,1610612751,29,34,2024-10-31T00:46:10Z,2030000,False,211.0,139.0,1,right,MISS J. Wilson 25' running 3PT,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,running,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,,,,,,
205,PT11M23.00S,2024-10-31T00:46:10.0Z,2,REGULAR,rebound,offensive,[],1630592,,,1610612751,29,34,2024-10-31T00:46:10Z,2040000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Above the Break 3,24+ Right Center,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
206,PT11M13.00S,2024-10-31T00:46:19.4Z,2,REGULAR,turnover,lost ball,[],203471,,,1610612751,29,34,2024-10-31T00:46:22Z,2050000,False,,,0,,D. Schröder lost ball TURNOVER (2 TO),"[203471, 1629634]",1610612751.0,BKN,,Schröder,D. Schröder,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2.0,Clarke,1629634.0,,,,,,,,,,,,
207,PT11M13.00S,2024-10-31T00:46:19.4Z,2,REGULAR,steal,,[],1629634,,,1610612763,29,34,2024-10-31T00:46:21Z,2060000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT11M10.00S,2024-10-31T00:46:23.6Z,2,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612763,29,34,2024-10-31T00:46:35Z,2070000,False,,,0,,N. Clowney shooting personal FOUL (3 PF) (Wells 2 FT),"[1641730, 1642377]",1610612751.0,BKN,1626302.0,Clowney,N. Clowney,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,0.0,Wells,1642377.0,,,,,,,,
210,PT11M10.00S,2024-10-31T00:47:02.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642377,,,1610612763,30,34,2024-10-31T00:47:29Z,2090000,False,,,0,,J. Wells Free Throw 1 of 2 (1 PTS),[1642377],1610612763.0,MEM,,Wells,J. Wells,,,,,Made,,,,,1.0,,,,,,,,,,,,,,,,,,
211,PT11M10.00S,2024-10-31T00:47:10.7Z,2,REGULAR,substitution,out,[],1641730,,,1610612763,30,34,2024-10-31T00:47:15Z,2100000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT11M10.00S,2024-10-31T00:47:10.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612763,30,34,2024-10-31T00:47:15Z,2110000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT11M10.00S,2024-10-31T00:47:02.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642377,,,1610612763,30,34,2024-10-31T00:47:29Z,2120000,False,,,0,,MISS J. Wells Free Throw 2 of 2,[1642377],1610612763.0,MEM,,Wells,J. Wells,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
214,PT11M07.00S,2024-10-31T00:47:05.2Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,30,34,2024-10-31T00:47:29Z,2130000,False,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,,,,,213.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
215,PT11M05.00S,2024-10-31T00:47:31.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628991,27.020367936925098,76.7156862745098,1610612763,33,34,2024-10-31T00:47:35Z,2140000,False,-134.0,201.0,1,left,J. Jackson Jr. 24' 3PT  (11 PTS) (B. Clarke 1 AST),"[1628991, 1629634]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Left Center,24.18,Made,,,,,11.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,,,,,
217,PT10M49.00S,2024-10-31T00:47:47.1Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612751,33,34,2024-10-31T00:48:08Z,2160000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Williams 2 FT),"[1628991, 1630533]",1610612763.0,MEM,1626302.0,Jackson Jr.,J. Jackson Jr.,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,,,,
219,PT10M49.00S,2024-10-31T00:48:27.5Z,2,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,33,35,2024-10-31T00:48:27Z,2180000,False,,,0,,Z. Williams Free Throw 1 of 2 (3 PTS),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,Made,,,,,3.0,,,,,,,,,,,,,,,,,,
220,PT10M49.00S,2024-10-31T00:48:27.5Z,2,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,33,35,2024-10-31T00:48:51Z,2190000,False,,,0,,MISS Z. Williams Free Throw 2 of 2,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
221,PT10M47.00S,2024-10-31T00:48:29.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,33,35,2024-10-31T00:48:51Z,2200000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
222,PT10M34.00S,2024-10-31T00:49:07.9Z,2,REGULAR,turnover,traveling,[],1628991,,,1610612763,33,35,2024-10-31T00:49:14Z,2210000,False,,,0,,J. Jackson Jr. traveling TURNOVER (1 TO),[1628991],1610612763.0,MEM,101283.0,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
223,PT10M15.00S,2024-10-31T00:49:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630592,88.12417871222075,52.69607843137255,1610612751,33,37,2024-10-31T00:49:36Z,2220000,False,13.0,59.0,1,right,J. Wilson 6' alley-oop Layup (7 PTS) (Z. Williams 1 AST),"[1630592, 1630533]",1610612751.0,BKN,,Wilson,J. Wilson,alley-oop,In The Paint (Non-RA),0-8 Center,6.06,Made,,,,,7.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,,,,,
225,PT10M00.00S,2024-10-31T00:49:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629723,6.915243101182654,95.83333333333334,1610612763,36,37,2024-10-31T00:49:51Z,2240000,False,-229.0,13.0,1,left,J. Konchar 3PT  (3 PTS) (J. Morant 4 AST),"[1629723, 1629630]",1610612763.0,MEM,,Konchar,J. Konchar,,Left Corner 3,24+ Left,22.95,Made,,,,,3.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,,,,
227,PT09M51.00S,2024-10-31T00:49:56.0Z,2,REGULAR,3pt,Jump Shot,[],1630533,80.23981603153744,6.61764705882353,1610612751,36,37,2024-10-31T00:50:00Z,2260000,False,-217.0,133.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M48.00S,2024-10-31T00:49:59.0Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,36,37,2024-10-31T00:50:00Z,2270000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Left Center,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
229,PT09M43.00S,2024-10-31T00:50:04.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,32.14520367936925,45.34313725490196,1610612763,39,37,2024-10-31T00:50:12Z,2280000,False,23.0,250.0,1,left,J. Jackson Jr. 25' 3PT  (14 PTS) (J. Morant 5 AST),"[1628991, 1629630]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Center,25.08,Made,,,,,14.0,J. Morant,1629630.0,5.0,,,,,,,,,,,,,,,
231,PT09M14.00S,2024-10-31T00:50:32.6Z,2,REGULAR,3pt,Jump Shot,[],203471,65.39093298291722,49.50980392156863,1610612751,39,40,2024-10-31T00:50:36Z,2300000,False,-2.0,273.0,1,right,D. Schröder 27' 3PT  (8 PTS) (Z. Williams 2 AST),"[203471, 1630533]",1610612751.0,BKN,,Schröder,D. Schröder,,Above the Break 3,24+ Center,27.28,Made,,,,,8.0,Z. Williams,1630533.0,2.0,,,,,,,,,,,,,,,
233,PT09M04.00S,2024-10-31T00:50:42.7Z,2,REGULAR,3pt,Jump Shot,[],1629630,31.09395532194481,70.83333333333334,1610612763,39,40,2024-10-31T00:50:48Z,2320000,False,-104.0,240.0,1,left,MISS J. Morant 26' pullup 3PT,[1629630],1610612763.0,MEM,,Morant,J. Morant,pullup,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M01.00S,2024-10-31T00:50:45.7Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,39,40,2024-10-31T00:50:48Z,2330000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,Above the Break 3,24+ Left Center,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
235,PT08M53.00S,2024-10-31T00:50:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.59198423127464,44.85294117647059,1610612751,39,42,2024-10-31T00:50:59Z,2340000,False,-26.0,17.0,1,right,K. Johnson driving reverse Layup (4 PTS) (D. Schröder 4 AST),"[1630553, 203471]",1610612751.0,BKN,,Johnson,K. Johnson,driving reverse,Restricted Area,0-8 Center,3.09,Made,,,,,4.0,D. Schröder,203471.0,4.0,,,,,,,,,,,,,,,
237,PT08M45.00S,2024-10-31T00:51:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.915243101182654,43.872549019607845,1610612763,41,42,2024-10-31T00:51:07Z,2360000,False,31.0,13.0,1,left,J. Jackson Jr. driving Layup (16 PTS),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving,Restricted Area,0-8 Center,3.31,Made,,,,,16.0,,,,,,,,,,,,,,,,,,
238,PT08M42.00S,2024-10-31T00:51:11.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,41,42,2024-10-31T00:51:18Z,2370000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,1626302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M29.00S,2024-10-31T00:51:35.8Z,2,REGULAR,substitution,out,[],203471,,,1610612751,41,42,2024-10-31T00:51:43Z,2390000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M29.00S,2024-10-31T00:51:35.8Z,2,REGULAR,substitution,out,[],1630553,,,1610612751,41,42,2024-10-31T00:51:43Z,2400000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M29.00S,2024-10-31T00:51:35.8Z,2,REGULAR,substitution,in,[],1627732,,,1610612751,41,42,2024-10-31T00:51:43Z,2410000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M29.00S,2024-10-31T00:51:35.8Z,2,REGULAR,substitution,in,[],1630560,,,1610612751,41,42,2024-10-31T00:51:43Z,2420000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M27.00S,2024-10-31T00:51:57.4Z,2,REGULAR,turnover,bad pass,[],1627732,,,1610612751,41,42,2024-10-31T00:52:02Z,2430000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1629634]",1610612751.0,BKN,,Simmons,B. Simmons,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Clarke,1629634.0,,,,,,,,,,,,
245,PT08M27.00S,2024-10-31T00:51:57.4Z,2,REGULAR,steal,,[],1629634,,,1610612763,41,42,2024-10-31T00:58:01Z,2440000,False,,,0,,B. Clarke STEAL (2 STL),[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M22.00S,2024-10-31T00:52:02.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642377,18.610381077529567,5.147058823529411,1610612763,41,42,2024-10-31T00:52:13Z,2450000,False,224.0,122.0,1,left,MISS J. Wells 25' running 3PT,[1642377],1610612763.0,MEM,,Wells,J. Wells,running,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M18.00S,2024-10-31T00:52:06.1Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,41,42,2024-10-31T00:52:13Z,2460000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
248,PT08M08.00S,2024-10-31T00:52:16.0Z,2,REGULAR,3pt,Jump Shot,[],1630533,66.96780551905388,51.470588235294116,1610612751,41,42,2024-10-31T00:52:19Z,2470000,False,7.0,258.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M05.00S,2024-10-31T00:52:19.0Z,2,REGULAR,rebound,defensive,[],1642377,,,1610612763,41,42,2024-10-31T00:52:19Z,2480000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,Wells,J. Wells,,Above the Break 3,24+ Center,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
250,PT07M58.00S,2024-10-31T00:52:26.0Z,2,REGULAR,turnover,lost ball,[],1642377,,,1610612763,41,42,2024-10-31T00:52:32Z,2490000,False,,,0,,J. Wells lost ball TURNOVER (1 TO),"[1642377, 1630533]",1610612763.0,MEM,,Wells,J. Wells,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Williams,1630533.0,,,,,,,,,,,,
251,PT07M58.00S,2024-10-31T00:52:26.0Z,2,REGULAR,steal,,[],1630533,,,1610612751,41,42,2024-10-31T00:52:27Z,2500000,False,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612751.0,BKN,,Williams,Z. Williams,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M55.00S,2024-10-31T00:52:29.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,92.72339027595268,54.41176470588235,1610612751,41,44,2024-10-31T00:52:36Z,2510000,False,22.0,16.0,1,right,Z. Williams running DUNK (5 PTS) (C. Thomas 1 AST),"[1630533, 1630560]",1610612751.0,BKN,,Williams,Z. Williams,running,Restricted Area,0-8 Center,2.72,Made,,,,,5.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,,,,
254,PT07M55.00S,2024-10-31T00:52:35.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,41,44,2024-10-31T00:52:35Z,2530000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,out,[],1629630,,,1610612763,41,44,2024-10-31T00:55:24Z,2540000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,41,44,2024-10-31T00:55:24Z,2550000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,out,[],1630592,,,1610612763,41,44,2024-10-31T00:55:24Z,2560000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,in,[],1630590,,,1610612763,41,44,2024-10-31T00:55:24Z,2570000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,in,[],1641744,,,1610612763,41,44,2024-10-31T00:55:24Z,2580000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M55.00S,2024-10-31T00:52:37.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612763,41,44,2024-10-31T00:55:24Z,2590000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M42.00S,2024-10-31T00:55:41.0Z,2,REGULAR,turnover,bad pass,[],1629723,,,1610612763,41,44,2024-10-31T00:55:44Z,2600000,False,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1627827]",1610612763.0,MEM,,Konchar,J. Konchar,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,,,,,,,,
262,PT07M42.00S,2024-10-31T00:55:41.0Z,2,REGULAR,steal,,[],1627827,,,1610612751,41,44,2024-10-31T00:55:42Z,2610000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M30.00S,2024-10-31T00:55:52.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,94.30026281208936,4.166666666666666,1610612751,41,44,2024-10-31T00:55:59Z,2620000,False,-229.0,1.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,Johnson,C. Johnson,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M24.00S,2024-10-31T00:55:58.4Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612751,41,44,2024-10-31T00:55:58Z,2630000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612751.0,BKN,,Finney-Smith,D. Finney-Smith,,Left Corner 3,24+ Left,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
265,PT07M22.00S,2024-10-31T00:56:00.3Z,2,REGULAR,turnover,bad pass,[],1630533,,,1610612751,41,44,2024-10-31T00:56:03Z,2640000,False,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 1628991]",1610612751.0,BKN,,Williams,Z. Williams,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,
266,PT07M22.00S,2024-10-31T00:56:00.3Z,2,REGULAR,steal,,[],1628991,,,1610612763,41,44,2024-10-31T00:56:02Z,2650000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M12.00S,2024-10-31T00:56:11.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1641744,7.30946123521682,56.86274509803921,1610612763,41,44,2024-10-31T00:56:16Z,2660000,False,-34.0,16.0,1,left,MISS Z. Edey turnaround Hook,[1641744],1610612763.0,MEM,,Edey,Z. Edey,turnaround,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M09.00S,2024-10-31T00:56:13.4Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,41,44,2024-10-31T00:56:13Z,2670000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,Edey,Z. Edey,,Restricted Area,0-8 Center,,,267.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
269,PT07M08.00S,2024-10-31T00:56:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641744,6.1268068331143235,51.9607843137255,1610612763,43,44,2024-10-31T00:56:21Z,2680000,False,-10.0,5.0,1,left,Z. Edey putback Layup (9 PTS),[1641744],1610612763.0,MEM,,Edey,Z. Edey,putback,Restricted Area,0-8 Center,1.1,Made,,,,,9.0,,,,,,,,,,,,,,,,,,
