actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
511,PT04M00.00S,2024-12-20T02:43:29.5Z,3,REGULAR,rebound,defensive,[],1630322,,,1610612744,99,50,2024-12-20T02:43:29Z,5020000,False,,,0,,L. Waters III REBOUND (Off:0 Def:2),[1630322],1610612744.0,GSW,,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,510.0,2.0,2.0,0.0,,,
512,PT03M53.00S,2024-12-20T02:43:36.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,91.5407358738502,47.05882352941176,1610612744,99,50,2024-12-20T02:43:40Z,5030000,False,-15.0,27.0,1,right,MISS J. Kuminga driving DUNK,[1630228],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,3.07,Missed,,,,,,,,,,,,,,
513,PT03M49.00S,2024-12-20T02:43:40.4Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,99,50,2024-12-20T02:43:40Z,5040000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,512.0,6.0,5.0,1.0,,,
514,PT03M45.00S,2024-12-20T02:43:44.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,29.38567674113009,70.83333333333334,1610612763,102,50,2024-12-20T02:43:48Z,5050000,False,-104.0,224.0,1,left,J. Wells 24' 3PT running (13 PTS) (D. Bane 7 AST),"[1642377, 1630217]",1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Left Center,,,,Wells,J. Wells,,,24.68,Made,13.0,D. Bane,1630217.0,7.0,,,,,,,,,,
516,PT03M30.00S,2024-12-20T02:43:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,94.03745072273325,48.28431372549019,1610612744,102,52,2024-12-20T02:44:02Z,5070000,False,-9.0,4.0,1,right,B. Hield cutting Layup (7 PTS) (K. Anderson 1 AST),"[1627741, 203937]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,,,0.93,Made,7.0,K. Anderson,203937.0,1.0,,,,,,,,,,
518,PT03M14.00S,2024-12-20T02:44:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.09789750328515,53.67647058823529,1610612763,104,52,2024-12-20T02:44:18Z,5090000,False,-18.0,24.0,1,left,D. Bane driving finger roll Layup (15 PTS) (J. Jackson Jr. 5 AST),"[1630217, 1628991]",1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Bane,D. Bane,,,2.99,Made,15.0,J. Jackson Jr.,1628991.0,5.0,,,,,,,,,,
520,PT02M56.00S,2024-12-20T02:44:32.9Z,3,REGULAR,3pt,Jump Shot,[],1630228,73.01248357424441,80.88235294117648,1610612744,104,52,2024-12-20T02:44:36Z,5110000,False,154.0,201.0,1,right,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Kuminga,J. Kuminga,,,25.36,Missed,,,,,,,,,,,,,,
521,PT02M54.00S,2024-12-20T02:44:34.9Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,104,52,2024-12-20T02:44:36Z,5120000,False,,,0,,J. Wells REBOUND (Off:1 Def:3),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Wells,J. Wells,,,,,,,,,,,,520.0,4.0,3.0,1.0,,,
522,PT02M47.00S,2024-12-20T02:44:42.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,9.937582128777924,44.36274509803921,1610612763,104,52,2024-12-20T02:44:46Z,5130000,False,28.0,41.0,1,left,MISS J. Jackson Jr. driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,4.97,Missed,,,,,,,,,,,,,,
523,PT02M43.00S,2024-12-20T02:44:46.9Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612744,104,52,2024-12-20T02:44:46Z,5140000,False,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hield,B. Hield,,,,,,,,,,,,522.0,4.0,4.0,0.0,,,
524,PT02M41.00S,2024-12-20T02:44:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627741,94.03745072273325,48.03921568627451,1610612744,104,54,2024-12-20T02:44:53Z,5150000,False,-10.0,4.0,1,right,B. Hield running finger roll Layup (9 PTS),[1627741],1610612744.0,GSW,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Hield,B. Hield,,,1.04,Made,9.0,,,,,,,,,,,,,
525,PT02M20.00S,2024-12-20T02:45:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,16.63929040735874,41.911764705882355,1610612763,104,54,2024-12-20T02:45:12Z,5160000,False,40.0,104.0,1,left,MISS S. Pippen Jr. 11' turnaround Shot,[1630590],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,,,Pippen Jr.,S. Pippen Jr.,,,11.15,Missed,,,,,,,,,,,,,,
526,PT02M18.00S,2024-12-20T02:45:10.7Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,104,54,2024-12-20T02:45:12Z,5170000,False,,,0,,B. Clarke REBOUND (Off:4 Def:5),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,525.0,9.0,5.0,4.0,,,
527,PT02M16.00S,2024-12-20T02:45:13.7Z,3,REGULAR,turnover,lost ball,[],1629634,,,1610612763,104,54,2024-12-20T02:45:16Z,5180000,False,,,0,,B. Clarke lost ball TURNOVER (1 TO),"[1629634, 1627741]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Clarke,B. Clarke,,,,,,,,,1.0,Hield,1627741.0,,,,,,,
528,PT02M16.00S,2024-12-20T02:45:13.7Z,3,REGULAR,steal,,[],1627741,,,1610612744,104,54,2024-12-20T02:45:15Z,5190000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
529,PT02M10.00S,2024-12-20T02:45:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,93.9060446780552,50.49019607843137,1610612744,104,56,2024-12-20T02:45:23Z,5200000,False,2.0,5.0,1,right,B. Podziemski driving reverse Layup (5 PTS) (K. Anderson 2 AST),"[1641764, 203937]",1610612744.0,GSW,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Podziemski,B. Podziemski,,,0.54,Made,5.0,K. Anderson,203937.0,2.0,,,,,,,,,,
531,PT02M10.00S,2024-12-20T02:45:24.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,104,56,2024-12-20T02:45:24Z,5220000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,out,[],1642377,,,1610612763,104,56,2024-12-20T02:46:37Z,5230000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
533,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,out,[],1630590,,,1610612763,104,56,2024-12-20T02:46:37Z,5240000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,
534,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,104,56,2024-12-20T02:46:37Z,5250000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
535,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,104,56,2024-12-20T02:46:37Z,5260000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
536,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,in,[],1631222,,,1610612763,104,56,2024-12-20T02:46:37Z,5270000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
537,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,104,56,2024-12-20T02:46:37Z,5280000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
538,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,104,56,2024-12-20T02:46:37Z,5290000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
539,PT02M10.00S,2024-12-20T02:46:16.2Z,3,REGULAR,substitution,in,[],1628379,,,1610612763,104,56,2024-12-20T02:46:37Z,5300000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
540,PT02M01.00S,2024-12-20T02:47:00.1Z,3,REGULAR,turnover,bad pass,[],1631222,,,1610612763,104,56,2024-12-20T02:47:02Z,5310000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 1630322]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,LaRavia,J. LaRavia,,,,,,,,,1.0,Waters III,1630322.0,,,,,,,
541,PT02M01.00S,2024-12-20T02:47:00.1Z,3,REGULAR,steal,,[],1630322,,,1610612744,104,56,2024-12-20T02:51:33Z,5320000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
542,PT01M55.00S,2024-12-20T02:47:05.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630322,93.64323258869908,48.03921568627451,1610612744,104,56,2024-12-20T02:47:10Z,5330000,False,-10.0,7.0,1,right,MISS L. Waters III running finger roll Layup,[1630322],1610612744.0,GSW,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Waters III,L. Waters III,,,1.22,Missed,,,,,,,,,,,,,,
544,PT01M52.00S,2024-12-20T02:47:08.7Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,104,56,2024-12-20T02:47:10Z,5350000,False,,,0,,S. Aldama REBOUND (Off:1 Def:10),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,542.0,11.0,10.0,1.0,,,
545,PT01M49.00S,2024-12-20T02:47:12.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,5.206964520367937,4.166666666666666,1610612763,107,56,2024-12-20T02:47:16Z,5360000,False,229.0,-4.0,1,left,J. Konchar 3PT running (3 PTS) (L. Kennard 1 AST),"[1629723, 1628379]",1610612763.0,MEM,running,,,,,,Right Corner 3,24+ Right,,,,Konchar,J. Konchar,,,22.92,Made,3.0,L. Kennard,1628379.0,1.0,,,,,,,,,,
547,PT01M32.00S,2024-12-20T02:47:28.1Z,3,REGULAR,2pt,Jump Shot,[],1630228,75.90341655716163,60.049019607843135,1610612744,107,56,2024-12-20T02:47:31Z,5380000,False,50.0,174.0,1,right,MISS J. Kuminga 18' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Center,,,,Kuminga,J. Kuminga,,,18.11,Missed,,,,,,,,,,,,,,
548,PT01M30.00S,2024-12-20T02:47:30.1Z,3,REGULAR,rebound,offensive,[],1641764,,,1610612744,107,56,2024-12-20T02:47:31Z,5390000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Podziemski,B. Podziemski,,,,,,,,,,,,547.0,1.0,0.0,1.0,,,
549,PT01M26.00S,2024-12-20T02:47:34.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203937,73.66951379763469,19.362745098039216,1610612744,107,59,2024-12-20T02:47:37Z,5400000,False,-153.0,195.0,1,right,K. Anderson 24' 3PT  (6 PTS) (B. Podziemski 3 AST),"[203937, 1641764]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Anderson,K. Anderson,,,24.8,Made,6.0,B. Podziemski,1641764.0,3.0,,,,,,,,,,
551,PT01M20.00S,2024-12-20T02:47:43.3Z,3,REGULAR,foul,personal,[],1627741,,,1610612763,107,59,2024-12-20T02:47:46Z,5420000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1628379]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,101283.0,1.0,0.0,Hield,B. Hield,Kennard,1628379.0,,,,,,,,,,,,,,,,
553,PT01M13.00S,2024-12-20T02:48:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,8.886333771353483,42.40196078431372,1610612763,107,59,2024-12-20T02:48:06Z,5440000,False,38.0,31.0,1,left,MISS S. Aldama driving Layup - blocked,"[1630583, 203937]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Aldama,S. Aldama,,,4.9,Missed,,,,,,,,,,,,Anderson,203937.0,
554,PT01M13.00S,2024-12-20T02:48:02.5Z,3,REGULAR,block,,[],203937,,,1610612763,107,59,2024-12-20T02:48:05Z,5450000,False,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
555,PT01M13.00S,2024-12-20T02:48:02.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,107,59,2024-12-20T02:48:06Z,5460000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,553.0,,,,,,
557,PT01M07.00S,2024-12-20T02:48:20.4Z,3,REGULAR,turnover,bad pass,[],1629723,,,1610612763,107,59,2024-12-20T02:48:23Z,5480000,False,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1627741]",1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Konchar,J. Konchar,,,,,,,,,1.0,Hield,1627741.0,,,,,,,
558,PT01M07.00S,2024-12-20T02:48:20.4Z,3,REGULAR,steal,,[],1627741,,,1610612744,107,59,2024-12-20T02:48:22Z,5490000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
559,PT00M57.70S,2024-12-20T02:48:29.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,70.12155059132719,22.058823529411764,1610612744,107,59,2024-12-20T02:48:33Z,5500000,False,-140.0,228.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Hield,B. Hield,,,26.77,Missed,,,,,,,,,,,,,,
560,PT00M55.50S,2024-12-20T02:48:32.0Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,107,59,2024-12-20T02:48:33Z,5510000,False,,,0,,S. Aldama REBOUND (Off:1 Def:11),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,,,,,,,,,,,559.0,12.0,11.0,1.0,,,
561,PT00M32.00S,2024-12-20T02:48:56.2Z,3,REGULAR,2pt,Jump Shot,[],1629634,8.623521681997373,31.127450980392158,1610612763,109,59,2024-12-20T02:49:00Z,5520000,False,94.0,29.0,1,left,B. Clarke 9' turnaround fadeaway Jump Shot (8 PTS) (J. Konchar 1 AST),"[1629634, 1629723]",1610612763.0,MEM,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,,,Clarke,B. Clarke,,,9.86,Made,8.0,J. Konchar,1629723.0,1.0,,,,,,,,,,
563,PT00M22.10S,2024-12-20T02:49:07.7Z,3,REGULAR,turnover,bad pass,[],1630228,,,1610612744,109,59,2024-12-20T02:49:10Z,5540000,False,,,0,,J. Kuminga bad pass TURNOVER (2 TO),"[1630228, 1629723]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Kuminga,J. Kuminga,,,,,,,,,2.0,Konchar,1629723.0,,,,,,,
564,PT00M22.10S,2024-12-20T02:49:07.7Z,3,REGULAR,steal,,[],1629723,,,1610612763,109,59,2024-12-20T02:49:09Z,5550000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
565,PT00M00.00S,2024-12-20T02:49:30.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,26.888961892247043,17.401960784313726,1610612763,109,59,2024-12-20T02:49:33Z,5560000,False,163.0,200.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Konchar,J. Konchar,,,25.82,Missed,,,,,,,,,,,,,,
566,PT00M00.00S,2024-12-20T02:49:32.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,109,59,2024-12-20T02:49:32Z,5570000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,565.0,,,,,,
567,PT00M00.00S,2024-12-20T02:49:36.1Z,3,REGULAR,period,end,[],0,,,1610612763,109,59,2024-12-20T02:49:36Z,5580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2024-12-20T02:51:22.9Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,109,59,2024-12-20T02:51:48Z,5590000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2024-12-20T02:51:22.9Z,4,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,109,59,2024-12-20T02:51:48Z,5600000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2024-12-20T02:52:10.2Z,4,REGULAR,period,start,[],0,,,1610612763,109,59,2024-12-20T02:52:10Z,5610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT11M51.00S,2024-12-20T02:52:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629723,11.514454664914586,95.58823529411765,1610612763,112,59,2024-12-20T02:52:20Z,5620000,False,-228.0,56.0,1,left,J. Konchar 3PT  (6 PTS) (J. LaRavia 2 AST),"[1629723, 1631222]",1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Konchar,J. Konchar,,,23.46,Made,6.0,J. LaRavia,1631222.0,2.0,,,,,,,,,,
573,PT11M41.00S,2024-12-20T02:52:27.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,90.88370565045992,43.627450980392155,1610612744,112,61,2024-12-20T02:52:30Z,5640000,False,-32.0,33.0,1,right,B. Podziemski driving Layup (7 PTS),[1641764],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Podziemski,B. Podziemski,,,4.6,Made,7.0,,,,,,,,,,,,,
574,PT11M18.00S,2024-12-20T02:52:50.6Z,4,REGULAR,2pt,Jump Shot,[],1631222,8.360709592641262,69.36274509803921,1610612763,114,61,2024-12-20T02:52:54Z,5650000,False,-97.0,26.0,1,left,J. LaRavia 10' pullup Jump Shot (13 PTS) (Z. Edey 3 AST),"[1631222, 1641744]",1610612763.0,MEM,pullup,,,,,,Mid-Range,8-16 Left,,,,LaRavia,J. LaRavia,,,10.03,Made,13.0,Z. Edey,1641744.0,3.0,,,,,,,,,,
576,PT11M02.00S,2024-12-20T02:53:07.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.46714848883047,49.26470588235294,1610612744,114,63,2024-12-20T02:53:10Z,5670000,False,-4.0,65.0,1,right,K. Anderson 6' pullup Jump Shot (8 PTS),[203937],1610612744.0,GSW,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,6.54,Made,8.0,,,,,,,,,,,,,
577,PT10M45.00S,2024-12-20T02:53:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,10.33180026281209,45.83333333333333,1610612763,114,63,2024-12-20T02:53:27Z,5680000,False,21.0,45.0,1,left,MISS L. Kennard driving finger roll Layup,[1628379],1610612763.0,MEM,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kennard,L. Kennard,,,4.92,Missed,,,,,,,,,,,,,,
578,PT10M43.00S,2024-12-20T02:53:26.6Z,4,REGULAR,rebound,offensive,[],1641744,,,1610612763,114,63,2024-12-20T02:53:26Z,5690000,False,,,0,,Z. Edey REBOUND (Off:2 Def:3),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,577.0,5.0,3.0,2.0,,,
579,PT10M40.00S,2024-12-20T02:53:28.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,5.732588699080158,4.166666666666666,1610612763,114,63,2024-12-20T02:53:31Z,5700000,False,229.0,1.0,1,left,MISS L. Kennard 3PT,[1628379],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Kennard,L. Kennard,,,22.92,Missed,,,,,,,,,,,,,,
580,PT10M38.00S,2024-12-20T02:53:30.6Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,114,63,2024-12-20T02:53:31Z,5710000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Podziemski,B. Podziemski,,,,,,,,,,,,579.0,2.0,1.0,1.0,,,
581,PT10M29.00S,2024-12-20T02:53:40.3Z,4,REGULAR,3pt,Jump Shot,[],1641764,71.96123521681997,80.14705882352942,1610612744,114,66,2024-12-20T02:53:43Z,5720000,False,151.0,211.0,1,right,B. Podziemski 25' 3PT  (10 PTS) (J. Kuminga 1 AST),"[1641764, 1630228]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Podziemski,B. Podziemski,,,25.94,Made,10.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
583,PT10M11.00S,2024-12-20T02:53:58.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,13.87976346911958,36.76470588235294,1610612763,114,66,2024-12-20T02:54:01Z,5740000,False,66.0,78.0,1,left,MISS S. Aldama 10' turnaround fadeaway Shot,[1630583],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,,,,Aldama,S. Aldama,,,10.23,Missed,,,,,,,,,,,,,,
584,PT10M08.00S,2024-12-20T02:54:00.6Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,114,66,2024-12-20T02:54:00Z,5750000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:5),[1631222],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,LaRavia,J. LaRavia,,,,,,,,,,,,583.0,6.0,5.0,1.0,,,
585,PT10M07.00S,2024-12-20T02:54:03.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,5.601182654402102,51.9607843137255,1610612763,116,66,2024-12-20T02:54:07Z,5760000,False,-10.0,0.0,1,left,J. LaRavia driving finger roll Layup (15 PTS),[1631222],1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,LaRavia,J. LaRavia,,,0.98,Made,15.0,,,,,,,,,,,,,
586,PT10M07.00S,2024-12-20T02:54:06.0Z,4,REGULAR,foul,personal,['1freethrow'],203937,,,1610612763,116,66,2024-12-20T02:54:11Z,5770000,False,,,0,,K. Anderson shooting personal FOUL (3 PF) (LaRavia 1 FT),"[203937, 1631222]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,202026.0,3.0,0.0,Anderson,K. Anderson,LaRavia,1631222.0,,,,,,,,,,,,,,,,
588,PT10M07.00S,2024-12-20T02:54:17.4Z,4,REGULAR,substitution,out,[],203937,,,1610612763,116,66,2024-12-20T02:54:56Z,5790000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
589,PT10M07.00S,2024-12-20T02:54:17.4Z,4,REGULAR,substitution,in,[],1631218,,,1610612763,116,66,2024-12-20T02:54:56Z,5800000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
590,PT10M07.00S,2024-12-20T02:54:40.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1631222,,,1610612763,117,66,2024-12-20T02:54:40Z,5810000,False,,,0,,J. LaRavia Free Throw 1 of 1 (16 PTS),[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,Made,16.0,,,,,,,,,,,,,
591,PT09M55.00S,2024-12-20T02:54:54.6Z,4,REGULAR,turnover,lost ball,[],1630228,,,1610612744,117,66,2024-12-20T02:54:57Z,5820000,False,,,0,,J. Kuminga lost ball TURNOVER (3 TO),"[1630228, 1631222]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Kuminga,J. Kuminga,,,,,,,,,3.0,LaRavia,1631222.0,,,,,,,
592,PT09M55.00S,2024-12-20T02:54:54.6Z,4,REGULAR,steal,,[],1631222,,,1610612763,117,66,2024-12-20T02:54:56Z,5830000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
