actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
181,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,out,['startperiod'],1630590,,,1610612762,30,24,2025-03-13T00:37:33Z,1790000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,out,['startperiod'],1631246,,,1610612762,30,24,2025-03-13T00:37:33Z,1800000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612762,30,24,2025-03-13T00:37:33Z,1810000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,30,24,2025-03-13T00:37:33Z,1820000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,in,['startperiod'],1642377,,,1610612762,30,24,2025-03-13T00:37:33Z,1830000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,in,['startperiod'],1628379,,,1610612762,30,24,2025-03-13T00:37:33Z,1840000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,in,['startperiod'],1641744,,,1610612762,30,24,2025-03-13T00:37:33Z,1850000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-03-13T00:35:04.9Z,2,REGULAR,substitution,in,['startperiod'],1630231,,,1610612762,30,24,2025-03-13T00:37:33Z,1860000,False,,,0,,SUB in: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-03-13T00:37:46.4Z,2,REGULAR,period,start,[],0,,,1610612763,30,24,2025-03-13T00:37:46Z,1870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M38.00S,2025-03-13T00:38:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612763,30,24,2025-03-13T00:38:24Z,1880000,False,,,0,,K. Martin shooting personal FOUL (1 PF) (Bane 2 FT),"[1630231, 1630217]",1610612762.0,UTA,shooting,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2530.0,,1.0,0.0,Bane,1630217.0,,,,
194,PT11M38.00S,2025-03-13T00:38:33.1Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,31,24,2025-03-13T00:38:33Z,1900000,False,,,0,,D. Bane Free Throw 1 of 2 (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
195,PT11M38.00S,2025-03-13T00:38:49.6Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,32,24,2025-03-13T00:38:49Z,1910000,False,,,0,,D. Bane Free Throw 2 of 2 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
196,PT11M13.00S,2025-03-13T00:39:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629012,12.959921156373195,3.431372549019608,1610612762,32,24,2025-03-13T00:39:44Z,1920000,False,233.0,69.0,1,left,MISS C. Sexton 24' step back 3PT,[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
197,PT11M10.00S,2025-03-13T00:39:20.4Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612763,32,24,2025-03-13T00:39:20Z,1930000,False,,,0,,L. Stevens REBOUND (Off:1 Def:3),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Right Corner 3,24+ Right,,,,196.0,4.0,3.0,1.0,,,,,,,,,,,,,
198,PT11M01.00S,2025-03-13T00:39:30.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,67.23061760840999,46.81372549019608,1610612763,35,24,2025-03-13T00:39:34Z,1940000,False,-16.0,256.0,1,right,L. Kennard 25' 3PT  (3 PTS) (D. Bane 2 AST),"[1628379, 1630217]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.6,Made,3.0,,,,,D. Bane,1630217.0,2.0,,,,,,,,,,
200,PT10M48.00S,2025-03-13T00:39:47.2Z,2,REGULAR,foul,personal,['3freethrow'],1642377,,,1610612762,35,24,2025-03-13T00:40:00Z,1960000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Clarkson 3 FT),"[1642377, 203903]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202053.0,,1.0,0.0,Clarkson,203903.0,,,,
202,PT10M48.00S,2025-03-13T00:40:14.7Z,2,REGULAR,freethrow,1 of 3,[],203903,,,1610612762,35,25,2025-03-13T00:40:46Z,1980000,False,,,0,,J. Clarkson Free Throw 1 of 3 (1 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
203,PT10M48.00S,2025-03-13T00:40:14.7Z,2,REGULAR,freethrow,2 of 3,[],203903,,,1610612762,35,26,2025-03-13T00:40:46Z,1990000,False,,,0,,J. Clarkson Free Throw 2 of 3 (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
204,PT10M48.00S,2025-03-13T00:40:14.7Z,2,REGULAR,freethrow,3 of 3,[],203903,,,1610612762,35,26,2025-03-13T00:40:46Z,2000000,False,,,0,,MISS J. Clarkson Free Throw 3 of 3,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
205,PT10M45.00S,2025-03-13T00:40:17.7Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612763,35,26,2025-03-13T00:40:46Z,2010000,False,,,0,,L. Stevens REBOUND (Off:1 Def:4),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,204.0,5.0,4.0,1.0,,,,,,,,,,,,,
206,PT10M32.00S,2025-03-13T00:40:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.80354796320631,53.92156862745098,1610612763,37,26,2025-03-13T00:41:02Z,2020000,False,20.0,25.0,1,right,D. Bane Layup (7 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.14,Made,7.0,,,,,,,,,,,,,,,,,
207,PT10M23.00S,2025-03-13T00:41:06.5Z,2,REGULAR,3pt,Jump Shot,[],1630231,6.521024967148489,97.54901960784314,1610612762,37,26,2025-03-13T00:41:10Z,2030000,False,-238.0,9.0,1,left,MISS K. Martin 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
208,PT10M21.00S,2025-03-13T00:41:08.5Z,2,REGULAR,rebound,defensive,[],1642377,,,1610612763,37,26,2025-03-13T00:41:10Z,2040000,False,,,0,,J. Wells REBOUND (Off:0 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
209,PT10M11.00S,2025-03-13T00:41:19.7Z,2,REGULAR,3pt,Jump Shot,[],1642377,74.06373193166885,16.42156862745098,1610612763,37,26,2025-03-13T00:41:24Z,2050000,False,-168.0,191.0,1,right,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
210,PT10M07.00S,2025-03-13T00:41:23.7Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,37,26,2025-03-13T00:41:24Z,2060000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,,
211,PT09M57.00S,2025-03-13T00:41:33.3Z,2,REGULAR,3pt,Jump Shot,[],1628374,26.10052562417871,12.990196078431374,1610612762,37,26,2025-03-13T00:41:37Z,2070000,False,185.0,193.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
212,PT09M54.00S,2025-03-13T00:41:36.3Z,2,REGULAR,rebound,defensive,[],1641744,,,1610612763,37,26,2025-03-13T00:41:37Z,2080000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,
213,PT09M46.00S,2025-03-13T00:41:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641744,93.38042049934296,51.9607843137255,1610612763,39,26,2025-03-13T00:43:47Z,2090000,False,10.0,10.0,1,right,Z. Edey cutting Layup (2 PTS) (D. Bane 3 AST),"[1641744, 1630217]",1610612763.0,MEM,cutting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,D. Bane,1630217.0,3.0,,,,,,,,,,
215,PT09M46.00S,2025-03-13T00:41:51.5Z,2,REGULAR,foul,personal,['1freethrow'],1642271,,,1610612763,39,26,2025-03-13T00:42:21Z,2110000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Edey 1 FT),"[1642271, 1641744]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,1.0,0.0,Edey,1641744.0,,,,
217,PT09M46.00S,2025-03-13T00:42:02.4Z,2,REGULAR,substitution,out,[],1642271,,,1610612763,39,26,2025-03-13T00:42:21Z,2130000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M46.00S,2025-03-13T00:42:02.4Z,2,REGULAR,substitution,out,[],1628374,,,1610612763,39,26,2025-03-13T00:42:21Z,2140000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M46.00S,2025-03-13T00:42:02.4Z,2,REGULAR,substitution,in,[],1631117,,,1610612763,39,26,2025-03-13T00:42:21Z,2150000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M46.00S,2025-03-13T00:42:02.4Z,2,REGULAR,substitution,in,[],1641729,,,1610612763,39,26,2025-03-13T00:42:21Z,2160000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M46.00S,2025-03-13T00:42:22.5Z,2,REGULAR,freethrow,1 of 1,[],1641744,,,1610612763,39,26,2025-03-13T00:42:24Z,2170000,False,,,0,,MISS Z. Edey Free Throw 1 of 1,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT09M43.00S,2025-03-13T00:42:25.5Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,39,26,2025-03-13T00:42:24Z,2180000,False,,,0,,W. Kessler REBOUND (Off:0 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,221.0,4.0,4.0,0.0,,,,,,,,,,,,,
223,PT09M34.00S,2025-03-13T00:42:32.0Z,2,REGULAR,3pt,Jump Shot,[],203903,30.17411300919842,70.34313725490196,1610612762,39,26,2025-03-13T00:44:27Z,2190000,False,-102.0,231.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
224,PT09M29.00S,2025-03-13T00:42:37.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,39,26,2025-03-13T00:42:36Z,2200000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,
225,PT09M23.00S,2025-03-13T00:42:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.46057818659659,54.65686274509803,1610612763,39,26,2025-03-13T00:42:48Z,2210000,False,23.0,18.0,1,right,MISS D. Bane driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,,
226,PT09M20.00S,2025-03-13T00:42:45.4Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,39,26,2025-03-13T00:42:45Z,2220000,False,,,0,,Z. Edey REBOUND (Off:1 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,225.0,2.0,1.0,1.0,,,,,,,,,,,,,
227,PT09M20.00S,2025-03-13T00:42:45.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641744,94.40999984741211,50.0,1610612763,39,26,2025-03-13T00:42:49Z,2230000,False,0.0,0.0,1,right,MISS Z. Edey tip Layup,[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
228,PT09M20.00S,2025-03-13T00:42:45.4Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,39,26,2025-03-13T00:42:49Z,2240000,False,,,0,,Z. Edey REBOUND (Off:2 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,227.0,3.0,1.0,2.0,,,,,,,,,,,,,
229,PT09M16.00S,2025-03-13T00:42:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,94.40999984741211,50.0,1610612763,41,26,2025-03-13T00:42:48Z,2250000,False,0.0,0.0,1,right,Z. Edey putback Layup (4 PTS),[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
230,PT09M07.00S,2025-03-13T00:42:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,17.427726675427067,49.50980392156863,1610612762,41,28,2025-03-13T00:43:03Z,2260000,False,2.0,111.0,1,left,C. Sexton 11' driving floating Jump Shot (4 PTS),[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,11.13,Made,4.0,,,,,,,,,,,,,,,,,
231,PT08M53.00S,2025-03-13T00:43:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.11760840998686,54.65686274509803,1610612763,43,28,2025-03-13T00:43:16Z,2270000,False,23.0,12.0,1,right,D. Bane driving finger roll Layup (9 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.63,Made,9.0,,,,,,,,,,,,,,,,,
232,PT08M42.00S,2025-03-13T00:43:26.5Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612762,43,28,2025-03-13T00:43:35Z,2280000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630217, 1629012]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2530.0,,1.0,0.0,Sexton,1629012.0,,,,
234,PT08M42.00S,2025-03-13T00:43:53.5Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,43,29,2025-03-13T00:44:15Z,2300000,False,,,0,,C. Sexton Free Throw 1 of 2 (5 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2025-03-13T00:43:54.3Z,2,REGULAR,substitution,out,[],1630205,,,1610612762,43,29,2025-03-13T00:43:59Z,2310000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M42.00S,2025-03-13T00:43:54.3Z,2,REGULAR,substitution,in,[],1641713,,,1610612762,43,29,2025-03-13T00:43:59Z,2320000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M42.00S,2025-03-13T00:43:53.5Z,2,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,43,29,2025-03-13T00:44:15Z,2330000,False,,,0,,MISS C. Sexton Free Throw 2 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT08M40.00S,2025-03-13T00:43:55.5Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,43,29,2025-03-13T00:44:15Z,2340000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,
239,PT08M26.00S,2025-03-13T00:44:27.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,69.33311432325887,69.6078431372549,1610612763,46,29,2025-03-13T00:44:32Z,2350000,False,98.0,236.0,1,right,L. Kennard 25' 3PT pullup (6 PTS) (D. Bane 4 AST),"[1628379, 1630217]",1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.54,Made,6.0,,,,,D. Bane,1630217.0,4.0,,,,,,,,,,
241,PT08M10.00S,2025-03-13T00:44:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,14.799605781865965,50.245098039215684,1610612762,46,29,2025-03-13T00:44:47Z,2370000,False,-1.0,87.0,1,left,MISS J. Clarkson 8' driving floating Shot - blocked,"[203903, 1628379]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,,,Kennard,1628379.0,,
242,PT08M10.00S,2025-03-13T00:44:43.4Z,2,REGULAR,block,,[],1628379,,,1610612762,46,29,2025-03-13T00:44:45Z,2380000,False,,,0,,L. Kennard BLOCK (1 BLK),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
243,PT08M07.00S,2025-03-13T00:44:46.4Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612762,46,29,2025-03-13T00:44:47Z,2390000,False,,,0,,C. Sexton REBOUND (Off:1 Def:3),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,241.0,4.0,3.0,1.0,,,,,,,,,,,,,
244,PT08M07.00S,2025-03-13T00:44:47.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,6.258212877792378,52.94117647058824,1610612762,46,31,2025-03-13T00:44:50Z,2400000,False,-15.0,6.0,1,left,C. Sexton driving Layup (7 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.6,Made,7.0,,,,,,,,,,,,,,,,,
245,PT07M57.00S,2025-03-13T00:44:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,82.86793692509855,51.225490196078425,1610612763,48,31,2025-03-13T00:45:00Z,2410000,False,6.0,109.0,1,right,L. Kennard 10' pullup Jump Shot (8 PTS),[1628379],1610612763.0,MEM,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,8.0,,,,,,,,,,,,,,,,,
246,PT07M44.00S,2025-03-13T00:45:08.8Z,2,REGULAR,3pt,Jump Shot,[],1630231,8.360709592641262,3.431372549019608,1610612762,48,31,2025-03-13T00:45:13Z,2420000,False,233.0,26.0,1,left,MISS K. Martin 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
247,PT07M41.00S,2025-03-13T00:45:11.8Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,48,31,2025-03-13T00:45:13Z,2430000,False,,,0,,G. Jackson REBOUND (Off:0 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Right Corner 3,24+ Right,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,
248,PT07M23.00S,2025-03-13T00:45:30.6Z,2,REGULAR,turnover,lost ball,[],1642377,,,1610612763,48,31,2025-03-13T00:45:34Z,2440000,False,,,0,,J. Wells lost ball TURNOVER (1 TO),"[1642377, 203903]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Clarkson,203903.0
249,PT07M23.00S,2025-03-13T00:45:30.6Z,2,REGULAR,steal,,[],203903,,,1610612762,48,31,2025-03-13T00:45:33Z,2450000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
250,PT07M18.00S,2025-03-13T00:45:35.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641729,7.440867279894875,96.07843137254902,1610612762,48,34,2025-03-13T00:45:40Z,2460000,False,-230.0,17.0,1,left,B. Sensabaugh 3PT running (3 PTS) (J. Clarkson 2 AST),"[1641729, 203903]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,23.11,Made,3.0,,,,,J. Clarkson,203903.0,2.0,,,,,,,,,,
252,PT06M59.00S,2025-03-13T00:45:53.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,84.70762155059133,40.931372549019606,1610612763,50,34,2025-03-13T00:45:57Z,2480000,False,-45.0,91.0,1,right,L. Kennard 10' floating Jump Shot (10 PTS) (D. Bane 5 AST),"[1628379, 1630217]",1610612763.0,MEM,floating,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,10.18,Made,10.0,,,,,D. Bane,1630217.0,5.0,,,,,,,,,,
254,PT06M44.00S,2025-03-13T00:46:09.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,6.258212877792378,49.50980392156863,1610612762,50,36,2025-03-13T00:46:13Z,2500000,False,2.0,6.0,1,left,W. Kessler alley-oop DUNK (6 PTS) (C. Sexton 4 AST),"[1631117, 1629012]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.68,Made,6.0,,,,,C. Sexton,1629012.0,4.0,,,,,,,,,,
256,PT06M44.00S,2025-03-13T00:46:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,50,36,2025-03-13T00:46:12Z,2520000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,out,[],1641744,,,1610612763,50,36,2025-03-13T00:49:07Z,2530000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,50,36,2025-03-13T00:49:07Z,2540000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,out,[],203903,,,1610612763,50,36,2025-03-13T00:49:07Z,2550000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,out,[],1629012,,,1610612763,50,36,2025-03-13T00:49:07Z,2560000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,50,36,2025-03-13T00:49:07Z,2570000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,in,[],1630643,,,1610612763,50,36,2025-03-13T00:49:07Z,2580000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,in,[],1642268,,,1610612763,50,36,2025-03-13T00:49:07Z,2590000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M44.00S,2025-03-13T00:48:16.7Z,2,REGULAR,substitution,in,[],1642262,,,1610612763,50,36,2025-03-13T00:49:07Z,2600000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
