actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT05M37.00S,2025-03-13T00:24:56.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630643,93.51182654402102,49.50980392156863,1610612763,17,18,2025-03-13T00:24:59Z,840000,False,-2.0,8.0,1,right,J. Huff driving DUNK (2 PTS) (J. Morant 3 AST),"[1630643, 1629630]",1610612763.0,MEM,driving,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,J. Morant,1629630.0,3.0,,,,,,,,,,
88,PT05M15.00S,2025-03-13T00:25:17.5Z,1,REGULAR,2pt,Jump Shot,[],203903,11.908672798948752,66.91176470588235,1610612762,17,18,2025-03-13T00:25:22Z,860000,False,-85.0,59.0,1,left,MISS J. Clarkson 10' fadeaway Shot,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,10.34,Missed,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2025-03-13T00:25:19.5Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,17,18,2025-03-13T00:25:22Z,870000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,
90,PT05M09.00S,2025-03-13T00:25:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612763,17,18,2025-03-13T00:25:50Z,880000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Morant 2 FT),"[1628381, 1629630]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,1.0,0.0,Morant,1629630.0,,,,
92,PT05M09.00S,2025-03-13T00:25:55.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,18,18,2025-03-13T00:25:55Z,900000,False,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
93,PT05M09.00S,2025-03-13T00:25:55.9Z,1,REGULAR,substitution,out,[],1642377,,,1610612763,18,18,2025-03-13T00:25:59Z,910000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M09.00S,2025-03-13T00:25:55.9Z,1,REGULAR,substitution,in,[],1631246,,,1610612763,18,18,2025-03-13T00:25:59Z,920000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M09.00S,2025-03-13T00:26:12.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,19,18,2025-03-13T00:26:12Z,930000,False,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
96,PT04M58.00S,2025-03-13T00:26:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,7.046649145860711,44.36274509803921,1610612762,19,18,2025-03-13T00:27:25Z,940000,False,28.0,14.0,1,left,MISS I. Collier driving Layup,[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
97,PT04M54.00S,2025-03-13T00:26:30.2Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,19,18,2025-03-13T00:26:31Z,950000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
98,PT04M51.00S,2025-03-13T00:26:32.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630590,77.21747700394218,9.803921568627452,1610612763,22,18,2025-03-13T00:26:37Z,960000,False,-201.0,162.0,1,right,S. Pippen Jr. 25' 3PT running (3 PTS) (V. Williams Jr. 1 AST),"[1630590, 1631246]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,25.8,Made,3.0,,,,,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,
100,PT04M28.00S,2025-03-13T00:26:54.9Z,1,REGULAR,3pt,Jump Shot,[],1642268,26.757555847568987,19.362745098039216,1610612762,22,18,2025-03-13T00:26:59Z,980000,False,153.0,199.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
101,PT04M25.00S,2025-03-13T00:26:57.9Z,1,REGULAR,rebound,offensive,[],203903,,,1610612762,22,18,2025-03-13T00:26:59Z,990000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,
102,PT04M22.00S,2025-03-13T00:27:01.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631117,6.389618922470433,44.85294117647059,1610612762,22,18,2025-03-13T00:27:05Z,1000000,False,26.0,8.0,1,left,MISS W. Kessler Jump Shot - blocked,"[1631117, 1630590]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,Pippen Jr.,1630590.0,,
103,PT04M22.00S,2025-03-13T00:27:01.8Z,1,REGULAR,block,,[],1630590,,,1610612762,22,18,2025-03-13T00:27:04Z,1010000,False,,,0,,S. Pippen Jr. BLOCK (1 BLK),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
104,PT04M19.00S,2025-03-13T00:27:04.8Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612763,22,18,2025-03-13T00:46:31Z,1020000,False,,,0,,J. Huff REBOUND (Off:0 Def:3),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,102.0,3.0,3.0,0.0,,,,,,,,,,,,,
105,PT04M14.00S,2025-03-13T00:27:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,67.7562417871222,61.51960784313726,1610612763,22,18,2025-03-13T00:27:15Z,1030000,False,58.0,251.0,1,right,MISS J. Huff 25' 3PT,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
106,PT04M10.00S,2025-03-13T00:27:13.5Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,22,18,2025-03-13T00:27:15Z,1040000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,105.0,2.0,1.0,1.0,,,,,,,,,,,,,
107,PT04M00.00S,2025-03-13T00:27:26.9Z,1,REGULAR,foul,personal,[],1630590,,,1610612762,22,18,2025-03-13T00:27:47Z,1050000,False,,,0,,S. Pippen Jr. personal FOUL (1 PF),"[1630590, 203903]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2530.0,,1.0,0.0,Clarkson,203903.0,,,,
109,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,out,[],1629630,,,1610612762,22,18,2025-03-13T00:27:47Z,1070000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,out,[],1630643,,,1610612762,22,18,2025-03-13T00:27:47Z,1080000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,22,18,2025-03-13T00:27:47Z,1090000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,22,18,2025-03-13T00:27:47Z,1100000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,in,[],1630205,,,1610612762,22,18,2025-03-13T00:27:47Z,1110000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,in,[],1629634,,,1610612762,22,18,2025-03-13T00:27:47Z,1120000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,22,18,2025-03-13T00:27:47Z,1130000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M00.00S,2025-03-13T00:27:33.3Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,22,18,2025-03-13T00:27:47Z,1140000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M54.00S,2025-03-13T00:27:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,6.783837056504599,45.83333333333333,1610612762,22,20,2025-03-13T00:28:00Z,1150000,False,21.0,11.0,1,left,I. Collier cutting Layup (5 PTS) (K. Filipowski 1 AST),"[1642268, 1642271]",1610612762.0,UTA,cutting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.37,Made,5.0,,,,,K. Filipowski,1642271.0,1.0,,,,,,,,,,
119,PT03M41.00S,2025-03-13T00:28:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.06636005256242,53.18627450980392,1610612763,22,20,2025-03-13T00:28:12Z,1170000,False,16.0,22.0,1,right,MISS B. Clarke cutting Layup,[1629634],1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2025-03-13T00:28:12.1Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,22,20,2025-03-13T00:28:12Z,1180000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,
121,PT03M31.00S,2025-03-13T00:28:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.652431011826544,53.67647058823529,1610612762,22,22,2025-03-13T00:28:23Z,1190000,False,-18.0,10.0,1,left,L. Markkanen Layup (7 PTS) (J. Clarkson 1 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.09,Made,7.0,,,,,J. Clarkson,203903.0,1.0,,,,,,,,,,
123,PT03M20.00S,2025-03-13T00:28:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612763,22,22,2025-03-13T00:28:42Z,1210000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1642262, 1630590]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,1.0,0.0,Pippen Jr.,1630590.0,,,,
125,PT03M20.00S,2025-03-13T00:28:58.7Z,1,REGULAR,freethrow,1 of 2,[],1630590,,,1610612763,23,22,2025-03-13T00:28:58Z,1230000,False,,,0,,S. Pippen Jr. Free Throw 1 of 2 (4 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
126,PT03M20.00S,2025-03-13T00:28:59.4Z,1,REGULAR,substitution,out,[],1642268,,,1610612763,23,22,2025-03-13T00:29:05Z,1240000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M20.00S,2025-03-13T00:28:59.4Z,1,REGULAR,substitution,in,[],1629012,,,1610612763,23,22,2025-03-13T00:29:05Z,1250000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M20.00S,2025-03-13T00:29:15.2Z,1,REGULAR,freethrow,2 of 2,[],1630590,,,1610612763,24,22,2025-03-13T00:29:15Z,1260000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (5 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
129,PT03M00.00S,2025-03-13T00:29:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629012,31.61957950065703,30.88235294117647,1610612762,24,22,2025-03-13T00:29:46Z,1270000,False,96.0,245.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
130,PT02M58.00S,2025-03-13T00:29:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,22,2025-03-13T00:29:46Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,129.0,,,,,,,,,,,,,,,,
132,PT02M55.00S,2025-03-13T00:29:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,6.521024967148489,54.166666666666664,1610612762,24,22,2025-03-13T00:30:02Z,1300000,False,-21.0,9.0,1,left,MISS L. Markkanen Layup - blocked,"[1628374, 1630205]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,Stevens,1630205.0,,
133,PT02M55.00S,2025-03-13T00:29:59.2Z,1,REGULAR,block,,[],1630205,,,1610612762,24,22,2025-03-13T00:30:00Z,1310000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT02M52.00S,2025-03-13T00:30:02.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,24,22,2025-03-13T00:30:02Z,1320000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
135,PT02M51.00S,2025-03-13T00:30:03.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630590,76.42904073587385,12.745098039215685,1610612763,24,22,2025-03-13T00:30:14Z,1330000,False,-186.0,169.0,1,right,MISS S. Pippen Jr. 25' running 3PT,[1630590],1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
136,PT02M49.00S,2025-03-13T00:30:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,24,22,2025-03-13T00:30:14Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,135.0,,,,,,,,,,,,,,,,
137,PT02M49.00S,2025-03-13T00:30:14.0Z,1,REGULAR,foul,personal,[],1630205,,,1610612762,24,22,2025-03-13T00:30:22Z,1350000,False,,,0,,L. Stevens loose ball personal FOUL (1 PF),"[1630205, 1642271]",1610612763.0,MEM,loose ball,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202053.0,,1.0,0.0,Filipowski,1642271.0,,,,
139,PT02M40.00S,2025-03-13T00:30:43.3Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,24,22,2025-03-13T00:30:46Z,1370000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1630205]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Stevens,1630205.0
140,PT02M40.00S,2025-03-13T00:30:43.3Z,1,REGULAR,steal,,[],1630205,,,1610612763,24,22,2025-03-13T00:30:45Z,1380000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
141,PT02M31.00S,2025-03-13T00:30:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,68.54467805519053,64.95098039215686,1610612763,24,22,2025-03-13T00:30:57Z,1390000,False,75.0,243.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
142,PT02M28.00S,2025-03-13T00:30:55.0Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,24,22,2025-03-13T00:30:57Z,1400000,False,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,
143,PT02M25.00S,2025-03-13T00:31:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,6.915243101182654,54.65686274509803,1610612762,24,24,2025-03-13T00:31:07Z,1410000,False,-23.0,13.0,1,left,C. Sexton running finger roll Layup (2 PTS),[1629012],1610612762.0,UTA,running finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.64,Made,2.0,,,,,,,,,,,,,,,,,
144,PT02M25.00S,2025-03-13T00:31:02.8Z,1,REGULAR,foul,personal,['1freethrow'],1631246,,,1610612762,24,24,2025-03-13T00:31:30Z,1420000,False,,,0,,V. Williams Jr. shooting personal FOUL (1 PF) (Sexton 1 FT),"[1631246, 1629012]",1610612763.0,MEM,shooting,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,1.0,0.0,Sexton,1629012.0,,,,
146,PT02M25.00S,2025-03-13T00:31:30.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629012,,,1610612762,24,24,2025-03-13T00:31:33Z,1440000,False,,,0,,MISS C. Sexton Free Throw 1 of 1,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT02M21.00S,2025-03-13T00:31:34.9Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612763,24,24,2025-03-13T00:31:33Z,1450000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,
148,PT02M13.00S,2025-03-13T00:31:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,83.26215505913272,51.71568627450981,1610612763,26,24,2025-03-13T00:31:44Z,1460000,False,9.0,105.0,1,right,B. Clarke 10' floating Jump Shot (2 PTS) (S. Pippen Jr. 1 AST),"[1629634, 1630590]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,2.0,,,,,S. Pippen Jr.,1630590.0,1.0,,,,,,,,,,
150,PT01M51.00S,2025-03-13T00:32:01.3Z,1,REGULAR,3pt,Jump Shot,[],1642271,29.38567674113009,27.941176470588236,1610612762,26,24,2025-03-13T00:32:05Z,1480000,False,110.0,224.0,1,left,MISS K. Filipowski 24' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
151,PT01M49.00S,2025-03-13T00:32:03.3Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,26,24,2025-03-13T00:32:05Z,1490000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
152,PT01M42.00S,2025-03-13T00:32:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630205,90.48948751642575,4.6568627450980395,1610612763,26,24,2025-03-13T00:32:14Z,1500000,False,-227.0,37.0,1,right,MISS L. Stevens 3PT - blocked,"[1630205, 1642262]",1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,Williams,1642262.0,,
153,PT01M42.00S,2025-03-13T00:32:11.2Z,1,REGULAR,block,,[],1642262,,,1610612763,26,24,2025-03-13T00:32:13Z,1510000,False,,,0,,C. Williams BLOCK (1 BLK),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
154,PT01M39.00S,2025-03-13T00:32:14.2Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,26,24,2025-03-13T00:32:14Z,1520000,False,,,0,,C. Sexton REBOUND (Off:0 Def:3),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,
155,PT01M33.00S,2025-03-13T00:32:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,26.757555847568987,14.705882352941178,1610612762,26,24,2025-03-13T00:32:24Z,1530000,False,176.0,199.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
156,PT01M30.00S,2025-03-13T00:32:22.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,26,24,2025-03-13T00:32:24Z,1540000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,
157,PT01M16.00S,2025-03-13T00:32:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,91.67214191852825,55.63725490196079,1610612763,26,24,2025-03-13T00:32:40Z,1550000,False,28.0,26.0,1,right,MISS B. Clarke Layup,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
158,PT01M14.00S,2025-03-13T00:32:39.2Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,26,24,2025-03-13T00:32:40Z,1560000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,
159,PT01M01.00S,2025-03-13T00:32:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.389618922470433,55.14705882352941,1610612762,26,24,2025-03-13T00:32:56Z,1570000,False,-26.0,8.0,1,left,MISS J. Clarkson driving finger roll Layup,[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
160,PT01M00.00S,2025-03-13T00:32:53.1Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,26,24,2025-03-13T00:58:44Z,1580000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,,,
311,PT00M59.00S,2025-03-13T00:32:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642271,8.196452036793687,50.0,1610612762,26,24,2025-03-13T00:58:52Z,1582500,False,0.0,25.0,1,left,MISS K. Filipowski tip Layup,[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
312,PT00M59.00S,2025-03-13T00:32:53.4Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,26,24,2025-03-13T00:58:52Z,1583750,False,,,0,,K. Filipowski REBOUND (Off:2 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,311.0,4.0,2.0,2.0,,,,,,,,,,,,,
189,PT00M58.00S,2025-03-13T00:32:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642271,6.389618922470433,52.69607843137255,1610612762,26,24,2025-03-13T00:56:26Z,1585000,False,-13.0,8.0,1,left,MISS K. Filipowski tip Layup,[1642271],1610612762.0,UTA,tip,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
190,PT00M57.00S,2025-03-13T00:32:55.7Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,26,24,2025-03-13T00:58:20Z,1587500,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,
163,PT00M51.60S,2025-03-13T00:33:02.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630205,86.5473061760841,49.754901960784316,1610612763,26,24,2025-03-13T00:37:47Z,1610000,False,-1.0,74.0,1,right,MISS L. Stevens 7' running Layup,[1630205],1610612763.0,MEM,running,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
