actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
333,PT01M11.00S,2025-03-06T03:42:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630198,93.64323258869908,95.58823529411765,1610612760,51,59,2025-03-06T03:42:48Z,3240000,False,228.0,7.0,1,right,I. Joe 3PT  (5 PTS) (J. Williams 3 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,5.0,,,,,,,J. Williams,1631114.0,3.0,,,,
335,PT00M54.50S,2025-03-06T03:43:00.2Z,2,REGULAR,3pt,Jump Shot,[],1629630,31.882391590013142,32.59803921568628,1610612763,51,59,2025-03-06T03:43:07Z,3260000,False,87.0,247.0,1,left,MISS J. Morant 26' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
336,PT00M51.60S,2025-03-06T03:43:03.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,51,59,2025-03-06T03:43:07Z,3270000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,335.0,3.0,3.0,0.0,,,,,,,,,,,,,,
337,PT00M48.80S,2025-03-06T03:43:06.9Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,51,59,2025-03-06T03:43:10Z,3280000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1642377]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Wells,1642377.0,,,,,,,,,,
338,PT00M48.80S,2025-03-06T03:43:06.9Z,2,REGULAR,steal,,[],1642377,,,1610612763,51,59,2025-03-06T03:43:08Z,3290000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
339,PT00M47.20S,2025-03-06T03:43:12.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612763,51,59,2025-03-06T03:43:35Z,3300000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Wells 2 FT),"[1628983, 1642377]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,,,,3.0,0.0,Wells,1642377.0
342,PT00M47.20S,2025-03-06T03:46:06.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642377,,,1610612763,52,59,2025-03-06T03:46:06Z,3330000,False,,,0,,J. Wells Free Throw 1 of 2 (2 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
343,PT00M47.20S,2025-03-06T03:46:20.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642377,,,1610612763,53,59,2025-03-06T03:46:20Z,3340000,False,,,0,,J. Wells Free Throw 2 of 2 (3 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
344,PT00M36.70S,2025-03-06T03:46:36.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631246,,,1610612760,53,59,2025-03-06T03:46:52Z,3350000,False,,,0,,V. Williams Jr. personal FOUL (1 PF) (Williams 2 FT),"[1631246, 1631114]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Williams,1631114.0
346,PT00M36.70S,2025-03-06T03:47:06.7Z,2,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,53,60,2025-03-06T03:47:06Z,3370000,False,,,0,,J. Williams Free Throw 1 of 2 (10 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
347,PT00M36.70S,2025-03-06T03:47:07.3Z,2,REGULAR,substitution,out,[],1628983,,,1610612760,53,60,2025-03-06T03:47:15Z,3380000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M36.70S,2025-03-06T03:47:07.3Z,2,REGULAR,substitution,out,[],1631119,,,1610612760,53,60,2025-03-06T03:47:15Z,3390000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M36.70S,2025-03-06T03:47:07.3Z,2,REGULAR,substitution,in,[],1641717,,,1610612760,53,60,2025-03-06T03:47:15Z,3400000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M36.70S,2025-03-06T03:47:07.3Z,2,REGULAR,substitution,in,[],1628392,,,1610612760,53,60,2025-03-06T03:47:15Z,3410000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M36.70S,2025-03-06T03:47:33.3Z,2,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,53,61,2025-03-06T03:47:33Z,3420000,False,,,0,,J. Williams Free Throw 2 of 2 (11 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
352,PT00M24.00S,2025-03-06T03:47:52.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612763,53,61,2025-03-06T03:48:01Z,3430000,False,,,0,,I. Joe personal FOUL (2 PF) (Morant 2 FT),"[1630198, 1629630]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Morant,1629630.0
354,PT00M24.00S,2025-03-06T03:48:16.8Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,54,61,2025-03-06T03:48:16Z,3450000,False,,,0,,J. Morant Free Throw 1 of 2 (11 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
355,PT00M24.00S,2025-03-06T03:48:18.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612763,54,61,2025-03-06T03:48:25Z,3460000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M24.00S,2025-03-06T03:48:18.3Z,2,REGULAR,substitution,in,[],1628983,,,1610612763,54,61,2025-03-06T03:48:25Z,3470000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M24.00S,2025-03-06T03:48:18.3Z,2,REGULAR,substitution,out,[],1641744,,,1610612763,54,61,2025-03-06T03:48:38Z,3480000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M24.00S,2025-03-06T03:48:18.3Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,54,61,2025-03-06T03:48:38Z,3490000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M24.00S,2025-03-06T03:48:50.6Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,55,61,2025-03-06T03:48:50Z,3500000,False,,,0,,J. Morant Free Throw 2 of 2 (12 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
360,PT00M03.20S,2025-03-06T03:49:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,80.89684625492772,40.68627450980392,1610612760,55,61,2025-03-06T03:49:22Z,3510000,False,-47.0,127.0,1,right,MISS S. Gilgeous-Alexander 13' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,13.54,Missed,,,,,,,,,,,,,,,,,,
361,PT00M03.20S,2025-03-06T03:49:16.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,55,61,2025-03-06T03:49:22Z,3520000,False,,,0,,B. Clarke REBOUND (Off:2 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,360.0,6.0,4.0,2.0,,,,,,,,,,,,,,
362,PT00M00.00S,2025-03-06T03:49:21.0Z,2,REGULAR,period,end,[],0,,,1610612763,55,61,2025-03-06T03:49:21Z,3530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2025-03-06T04:04:54.7Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,55,61,2025-03-06T04:05:06Z,3540000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-03-06T04:04:54.7Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612763,55,61,2025-03-06T04:05:06Z,3550000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2025-03-06T04:04:54.7Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,55,61,2025-03-06T04:05:06Z,3560000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2025-03-06T04:04:54.7Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612763,55,61,2025-03-06T04:05:06Z,3570000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2025-03-06T04:05:18.4Z,3,REGULAR,period,start,[],0,,,1610612760,55,61,2025-03-06T04:05:18Z,3580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M44.00S,2025-03-06T04:05:34.2Z,3,REGULAR,3pt,Jump Shot,[],1629652,29.911300919842315,70.34313725490196,1610612760,55,61,2025-03-06T04:05:38Z,3590000,False,-102.0,229.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
369,PT11M40.00S,2025-03-06T04:05:38.2Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,55,61,2025-03-06T04:05:38Z,3600000,False,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,368.0,5.0,5.0,0.0,,,,,,,,,,,,,,
370,PT11M34.00S,2025-03-06T04:05:43.2Z,3,REGULAR,3pt,Jump Shot,[],1629630,67.49342969776609,47.30392156862745,1610612763,55,61,2025-03-06T04:05:47Z,3610000,False,-13.0,253.0,1,right,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
371,PT11M30.00S,2025-03-06T04:05:47.2Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,55,61,2025-03-06T04:05:47Z,3620000,False,,,0,,C. Wallace REBOUND (Off:0 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,370.0,3.0,3.0,0.0,,,,,,,,,,,,,,
372,PT11M22.00S,2025-03-06T04:05:55.0Z,3,REGULAR,3pt,Jump Shot,[],1631114,29.122864651773984,23.52941176470588,1610612760,55,61,2025-03-06T04:05:59Z,3630000,False,132.0,221.0,1,left,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
373,PT11M19.00S,2025-03-06T04:05:58.0Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,55,61,2025-03-06T04:05:59Z,3640000,False,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,372.0,3.0,3.0,0.0,,,,,,,,,,,,,,
374,PT11M13.00S,2025-03-06T04:06:04.1Z,3,REGULAR,3pt,Jump Shot,[],1631246,92.46057818659659,96.32352941176471,1610612763,55,61,2025-03-06T04:06:07Z,3650000,False,232.0,18.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
375,PT11M10.00S,2025-03-06T04:06:07.1Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,55,61,2025-03-06T04:06:07Z,3660000,False,,,0,,C. Wallace REBOUND (Off:0 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,374.0,4.0,4.0,0.0,,,,,,,,,,,,,,
376,PT10M57.00S,2025-03-06T04:06:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629652,29.25427069645204,70.58823529411765,1610612760,55,61,2025-03-06T04:06:24Z,3670000,False,-103.0,222.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.51,Missed,,,,,,,,,,,,,,,,,,
377,PT10M53.00S,2025-03-06T04:06:24.6Z,3,REGULAR,rebound,defensive,[],1642377,,,1610612763,55,61,2025-03-06T04:06:24Z,3680000,False,,,0,,J. Wells REBOUND (Off:2 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,376.0,5.0,3.0,2.0,,,,,,,,,,,,,,
378,PT10M46.00S,2025-03-06T04:06:32.9Z,3,REGULAR,2pt,Jump Shot,[],1630217,74.72076215505913,67.15686274509804,1610612763,55,61,2025-03-06T04:08:49Z,3690000,False,86.0,185.0,1,right,MISS D. Bane 20' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,20.4,Missed,,,,,,,,,,,,,,,,,,
379,PT10M44.00S,2025-03-06T04:06:34.9Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,55,61,2025-03-06T04:08:49Z,3700000,False,,,0,,Z. Edey REBOUND (Off:2 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,16-24 Right Center,,,378.0,5.0,3.0,2.0,,,,,,,,,,,,,,
387,PT10M43.00S,2025-03-06T04:06:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,93.11760840998686,50.245098039215684,1610612763,55,61,2025-03-06T04:08:25Z,3705000,False,1.0,12.0,1,right,MISS Z. Edey tip Layup,[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
388,PT10M43.00S,2025-03-06T04:06:35.1Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,55,61,2025-03-06T04:09:05Z,3707500,False,,,0,,Z. Edey REBOUND (Off:3 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,387.0,6.0,3.0,3.0,,,,,,,,,,,,,,
380,PT10M42.00S,2025-03-06T04:06:37.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641744,94.40999984741211,50.0,1610612763,55,61,2025-03-06T04:09:14Z,3710000,False,0.0,0.0,1,right,MISS Z. Edey tip Layup,[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
384,PT10M41.00S,2025-03-06T04:06:38.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,55,61,2025-03-06T04:09:14Z,3720000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,380.0,,,,,,,,,,,,,,,,,
381,PT10M41.00S,2025-03-06T04:07:20.3Z,3,REGULAR,jumpball,recovered,[],1629652,,,1610612760,55,61,2025-03-06T04:10:08Z,3730000,False,,,0,,Jump Ball I. Hartenstein vs. Z. Edey: Tip to L. Dort,"[1629652, 1628392, 1641744]",1610612760.0,OKC,heldball,L. Dort,1629652.0,Dort,L. Dort,Hartenstein,1628392.0,Edey,1641744.0,,,,,,,,,,,,,,,,,,,,,,
385,PT10M31.00S,2025-03-06T04:07:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.719448094612352,42.64705882352941,1610612760,55,63,2025-03-06T04:07:32Z,3760000,False,37.0,95.0,1,left,S. Gilgeous-Alexander 10' driving floating Jump Shot (19 PTS) (J. Williams 4 AST),"[1628983, 1631114]",1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.22,Made,,,,,19.0,,,,,,,J. Williams,1631114.0,4.0,,,,
389,PT10M02.00S,2025-03-06T04:07:56.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.49605781865965,48.03921568627451,1610612763,57,63,2025-03-06T04:08:07Z,3780000,False,-10.0,84.0,1,right,J. Morant 8' fadeaway Jump Shot (14 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,,,,,14.0,,,,,,,,,,,,,
390,PT09M38.00S,2025-03-06T04:08:19.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.821944809461236,50.98039215686274,1610612760,57,63,2025-03-06T04:10:34Z,3790000,False,-5.0,115.0,1,left,MISS S. Gilgeous-Alexander 11' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
391,PT09M36.00S,2025-03-06T04:08:21.9Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612760,57,63,2025-03-06T04:10:34Z,3800000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,390.0,8.0,6.0,2.0,,,,,,,,,,,,,,
392,PT09M34.00S,2025-03-06T04:08:24.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,21.50131406044678,9.068627450980392,1610612760,57,63,2025-03-06T04:08:32Z,3810000,False,205.0,150.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
393,PT09M31.00S,2025-03-06T04:08:27.5Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,57,63,2025-03-06T04:08:32Z,3820000,False,,,0,,Z. Edey REBOUND (Off:3 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,392.0,7.0,4.0,3.0,,,,,,,,,,,,,,
394,PT09M17.00S,2025-03-06T04:08:41.6Z,3,REGULAR,3pt,Jump Shot,[],1642377,68.01905387647832,66.91176470588235,1610612763,57,63,2025-03-06T04:08:47Z,3830000,False,85.0,248.0,1,right,MISS J. Wells 26' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
395,PT09M13.00S,2025-03-06T04:08:45.6Z,3,REGULAR,rebound,offensive,[],1641744,,,1610612763,57,63,2025-03-06T04:08:47Z,3840000,False,,,0,,Z. Edey REBOUND (Off:4 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,394.0,8.0,4.0,4.0,,,,,,,,,,,,,,
396,PT09M10.00S,2025-03-06T04:08:48.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641744,90.62089356110381,38.72549019607843,1610612763,59,63,2025-03-06T04:08:57Z,3850000,False,-56.0,36.0,1,right,Z. Edey 6' Hook (6 PTS) (D. Bane 1 AST),"[1641744, 1630217]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,,,,,6.0,,,,,,,D. Bane,1630217.0,1.0,,,,
398,PT08M55.00S,2025-03-06T04:09:03.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.719448094612352,56.86274509803921,1610612760,59,63,2025-03-06T04:09:07Z,3870000,False,-34.0,95.0,1,left,MISS S. Gilgeous-Alexander 10' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.13,Missed,,,,,,,,,,,,,,,,,,
399,PT08M52.00S,2025-03-06T04:09:06.3Z,3,REGULAR,rebound,defensive,[],1641744,,,1610612763,59,63,2025-03-06T04:09:07Z,3880000,False,,,0,,Z. Edey REBOUND (Off:4 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,,,398.0,9.0,5.0,4.0,,,,,,,,,,,,,,
400,PT08M45.00S,2025-03-06T04:09:17.2Z,3,REGULAR,foul,personal,[],1631114,,,1610612763,59,63,2025-03-06T04:09:25Z,3890000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1629630]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Morant,1629630.0
402,PT08M35.00S,2025-03-06T04:09:44.5Z,3,REGULAR,3pt,Jump Shot,[],1631246,93.24901445466492,94.6078431372549,1610612763,59,63,2025-03-06T04:09:48Z,3910000,False,223.0,11.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Right Corner 3,24+ Right,22.33,Missed,,,,,,,,,,,,,,,,,,
403,PT08M32.00S,2025-03-06T04:09:47.5Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,59,63,2025-03-06T04:09:48Z,3920000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:7),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,402.0,9.0,7.0,2.0,,,,,,,,,,,,,,
404,PT08M23.00S,2025-03-06T04:10:00.5Z,3,REGULAR,foul,personal,['2freethrow'],1641744,,,1610612760,59,63,2025-03-06T04:10:09Z,3930000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641744, 1628983]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
406,PT08M23.00S,2025-03-06T04:10:27.9Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,59,64,2025-03-06T04:10:27Z,3950000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (20 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
407,PT08M23.00S,2025-03-06T04:10:42.9Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,59,65,2025-03-06T04:10:42Z,3960000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (21 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
408,PT08M15.00S,2025-03-06T04:10:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,83.26215505913272,50.73529411764706,1610612763,61,65,2025-03-06T04:11:09Z,3970000,False,4.0,105.0,1,right,V. Williams Jr. 10' floating Jump Shot (9 PTS) (J. Morant 3 AST),"[1631246, 1629630]",1610612763.0,MEM,floating,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.49,Made,,,,,9.0,,,,,,,J. Morant,1629630.0,3.0,,,,
410,PT08M04.00S,2025-03-06T04:11:05.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,12.040078843626807,59.55882352941176,1610612760,61,67,2025-03-06T04:11:13Z,3990000,False,-48.0,61.0,1,left,I. Hartenstein 7' floating Jump Shot (8 PTS) (J. Williams 5 AST),"[1628392, 1631114]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,,,,,8.0,,,,,,,J. Williams,1631114.0,5.0,,,,
412,PT07M53.00S,2025-03-06T04:11:16.6Z,3,REGULAR,3pt,Jump Shot,[],1629630,92.59198423127464,5.392156862745098,1610612763,64,67,2025-03-06T04:11:21Z,4010000,False,-223.0,17.0,1,right,J. Morant 3PT  (17 PTS) (V. Williams Jr. 2 AST),"[1629630, 1631246]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,22.37,Made,,,,,17.0,,,,,,,V. Williams Jr.,1631246.0,2.0,,,,
414,PT07M39.00S,2025-03-06T04:11:30.8Z,3,REGULAR,3pt,Jump Shot,[],1628983,33.065045992115635,30.14705882352941,1610612760,64,70,2025-03-06T04:11:34Z,4030000,False,99.0,258.0,1,left,S. Gilgeous-Alexander 27' 3PT  (24 PTS) (J. Williams 6 AST),"[1628983, 1631114]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.67,Made,,,,,24.0,,,,,,,J. Williams,1631114.0,6.0,,,,
