actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
80,PT06M21.00S,2025-03-06T02:56:08.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,10,12,2025-03-06T02:56:10Z,790000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT06M18.00S,2025-03-06T02:56:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.389618922470433,52.69607843137255,1610612763,12,12,2025-03-06T02:56:15Z,800000,False,-13.0,8.0,1,left,J. Morant running finger roll Layup (6 PTS) (B. Clarke 1 AST),"[1629630, 1629634]",1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,6.0,,,,,,,B. Clarke,1629634.0,1.0,,,,
83,PT06M01.00S,2025-03-06T02:56:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,85.75886990801577,43.872549019607845,1610612760,12,14,2025-03-06T03:02:34Z,820000,False,-31.0,81.0,1,right,S. Gilgeous-Alexander 8' Jump Shot (7 PTS) (A. Wiggins 1 AST),"[1628983, 1630598]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,8.7,Made,,,,,7.0,,,,,,,A. Wiggins,1630598.0,1.0,,,,
85,PT05M39.00S,2025-03-06T02:56:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,12.565703022339028,46.81372549019608,1610612763,14,14,2025-03-06T02:56:54Z,840000,False,16.0,66.0,1,left,L. Kennard 6' fadeaway Jump Shot (2 PTS),[1628379],1610612763.0,MEM,fadeaway,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,,,,,2.0,,,,,,,,,,,,,
86,PT05M23.00S,2025-03-06T02:57:05.5Z,1,REGULAR,3pt,Jump Shot,[],1631114,67.49342969776609,55.14705882352941,1610612760,14,14,2025-03-06T02:57:08Z,850000,False,26.0,253.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2025-03-06T02:57:06.5Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,14,14,2025-03-06T02:57:08Z,860000,False,,,0,,J. Wells REBOUND (Off:2 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,86.0,3.0,1.0,2.0,,,,,,,,,,,,,,
88,PT05M07.00S,2025-03-06T02:57:22.2Z,1,REGULAR,turnover,lost ball,[],1628379,,,1610612763,14,14,2025-03-06T02:57:26Z,870000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1631114]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Williams,1631114.0,,,,,,,,,,
89,PT05M07.00S,2025-03-06T02:57:22.2Z,1,REGULAR,steal,,[],1631114,,,1610612760,14,14,2025-03-06T02:57:23Z,880000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
90,PT05M04.00S,2025-03-06T02:57:25.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,93.24901445466492,48.77450980392157,1610612760,14,16,2025-03-06T02:57:33Z,890000,False,-6.0,11.0,1,right,J. Williams running DUNK (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,4.0,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,
92,PT04M48.00S,2025-03-06T02:57:41.6Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,14,16,2025-03-06T02:57:49Z,910000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1628392]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2.0,Hartenstein,1628392.0,,,,,,,,,,
93,PT04M48.00S,2025-03-06T02:57:41.6Z,1,REGULAR,steal,,[],1628392,,,1610612760,14,16,2025-03-06T02:59:28Z,920000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2025-03-06T02:57:48.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,91.40932982917214,52.69607843137255,1610612760,14,16,2025-03-06T02:57:54Z,930000,False,13.0,28.0,1,right,MISS S. Gilgeous-Alexander running Layup,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2025-03-06T02:57:48.4Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,14,16,2025-03-06T02:57:54Z,940000,False,,,0,,J. Wells REBOUND (Off:2 Def:2),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,94.0,4.0,2.0,2.0,,,,,,,,,,,,,,
96,PT04M42.00S,2025-03-06T02:57:54.8Z,1,REGULAR,foul,personal,[],1628392,,,1610612763,14,16,2025-03-06T02:58:18Z,950000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1642377]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Wells,1642377.0
98,PT04M42.00S,2025-03-06T02:58:01.2Z,1,REGULAR,substitution,out,[],1631114,,,1610612763,14,16,2025-03-06T02:58:08Z,970000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M42.00S,2025-03-06T02:58:01.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612763,14,16,2025-03-06T02:58:08Z,980000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M42.00S,2025-03-06T02:58:01.2Z,1,REGULAR,substitution,in,[],1631119,,,1610612763,14,16,2025-03-06T02:58:08Z,990000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M42.00S,2025-03-06T02:58:01.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612763,14,16,2025-03-06T02:58:08Z,1000000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M32.00S,2025-03-06T02:58:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,24.392247043363994,14.215686274509803,1610612763,14,16,2025-03-06T02:58:28Z,1010000,False,179.0,177.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
103,PT04M30.00S,2025-03-06T02:58:27.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,14,16,2025-03-06T02:58:28Z,1020000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT04M20.00S,2025-03-06T02:58:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612760,14,16,2025-03-06T02:58:47Z,1030000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628963, 1628983]",1610612763.0,MEM,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
106,PT04M20.00S,2025-03-06T02:59:08.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,14,17,2025-03-06T02:59:08Z,1050000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
107,PT04M20.00S,2025-03-06T02:59:16.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,14,18,2025-03-06T02:59:16Z,1060000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
108,PT04M06.00S,2025-03-06T02:59:32.8Z,1,REGULAR,3pt,Jump Shot,[],1642377,7.046649145860711,4.411764705882353,1610612763,14,18,2025-03-06T02:59:39Z,1070000,False,228.0,14.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2025-03-06T02:59:36.8Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,14,18,2025-03-06T02:59:39Z,1080000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,
110,PT03M55.00S,2025-03-06T02:59:42.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,66.70499342969777,62.745098039215684,1610612760,14,18,2025-03-06T02:59:49Z,1090000,False,64.0,260.0,1,right,MISS L. Dort 26' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2025-03-06T02:59:45.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612763,14,18,2025-03-06T02:59:49Z,1100000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M48.00S,2025-03-06T02:59:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,6.783837056504599,43.627450980392155,1610612763,16,18,2025-03-06T02:59:56Z,1110000,False,32.0,11.0,1,left,B. Clarke running alley-oop Layup (2 PTS) (J. Morant 2 AST),"[1629634, 1629630]",1610612763.0,MEM,running alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,2.0,,,,,,,J. Morant,1629630.0,2.0,,,,
114,PT03M48.00S,2025-03-06T02:59:54.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,18,2025-03-06T02:59:54Z,1130000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M27.00S,2025-03-06T03:03:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,92.46057818659659,43.13725490196079,1610612760,16,20,2025-03-06T03:03:46Z,1140000,False,-34.0,18.0,1,right,I. Joe cutting finger roll Layup (2 PTS) (L. Dort 1 AST),"[1630198, 1629652]",1610612760.0,OKC,cutting finger roll,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,2.0,,,,,,,L. Dort,1629652.0,1.0,,,,
118,PT03M10.00S,2025-03-06T03:03:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.982260183968464,42.8921568627451,1610612763,18,20,2025-03-06T03:04:02Z,1160000,False,36.0,98.0,1,left,J. Morant 10' fadeaway Jump Shot (8 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,,,,8.0,,,,,,,,,,,,,
119,PT02M56.00S,2025-03-06T03:04:13.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,69.33311432325887,27.205882352941174,1610612760,18,23,2025-03-06T03:04:19Z,1170000,False,-114.0,236.0,1,right,J. Williams 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.19,Made,,,,,3.0,,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,
121,PT02M43.00S,2025-03-06T03:04:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,26.757555847568987,77.69607843137256,1610612763,18,23,2025-03-06T03:04:28Z,1190000,False,-138.0,199.0,1,left,MISS L. Kennard 24' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,24.25,Missed,,,,,,,,,,,,,,,,,,
122,PT02M40.00S,2025-03-06T03:04:28.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,18,23,2025-03-06T03:04:28Z,1200000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M28.00S,2025-03-06T03:04:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.97043363994744,38.72549019607843,1610612760,18,25,2025-03-06T03:19:23Z,1210000,False,-56.0,89.0,1,right,S. Gilgeous-Alexander 10' fadeaway Jump Shot (11 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,10.52,Made,,,,,11.0,,,,,,,,,,,,,
124,PT02M12.00S,2025-03-06T03:04:58.9Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,18,25,2025-03-06T03:05:05Z,1220000,False,,,0,,J. Morant bad pass out-of-bounds TURNOVER (3 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,3.0,,,,,2003.0,,,,,,,
125,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,out,[],1642377,,,1610612760,18,25,2025-03-06T03:05:25Z,1230000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,out,[],1628379,,,1610612760,18,25,2025-03-06T03:05:25Z,1240000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,out,[],1629630,,,1610612760,18,25,2025-03-06T03:05:25Z,1250000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,18,25,2025-03-06T03:05:25Z,1260000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,out,[],1630598,,,1610612760,18,25,2025-03-06T03:05:25Z,1270000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,in,[],1630590,,,1610612760,18,25,2025-03-06T03:05:25Z,1280000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,in,[],1641713,,,1610612760,18,25,2025-03-06T03:05:25Z,1290000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,in,[],1630217,,,1610612760,18,25,2025-03-06T03:05:25Z,1300000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,18,25,2025-03-06T03:05:25Z,1310000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M12.00S,2025-03-06T03:05:02.5Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,18,25,2025-03-06T03:05:25Z,1320000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2025-03-06T03:05:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641717,92.85479632063075,56.372549019607845,1610612760,18,27,2025-03-06T03:05:39Z,1330000,False,32.0,15.0,1,right,C. Wallace driving finger roll Layup (4 PTS),[1641717],1610612760.0,OKC,driving finger roll,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,4.0,,,,,,,,,,,,,
136,PT01M40.00S,2025-03-06T03:05:53.9Z,1,REGULAR,3pt,Jump Shot,[],1628963,8.360709592641262,95.09803921568627,1610612763,21,27,2025-03-06T03:05:58Z,1340000,False,-225.0,26.0,1,left,M. Bagley III 3PT  (3 PTS) (S. Pippen Jr. 1 AST),"[1628963, 1630590]",1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,3.0,,,,,,,S. Pippen Jr.,1630590.0,1.0,,,,
138,PT01M22.00S,2025-03-06T03:06:11.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,75.50919842312747,58.08823529411765,1610612760,21,27,2025-03-06T03:06:16Z,1360000,False,40.0,178.0,1,right,MISS S. Gilgeous-Alexander 18' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,18.22,Missed,,,,,,,,,,,,,,,,,,
139,PT01M19.00S,2025-03-06T03:06:14.8Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,21,27,2025-03-06T03:06:16Z,1370000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M01.00S,2025-03-06T03:06:32.4Z,1,REGULAR,2pt,Jump Shot,[],1630217,15.325229960578188,13.725490196078432,1610612763,23,27,2025-03-06T03:06:37Z,1380000,False,181.0,92.0,1,left,D. Bane 20' pullup Jump Shot (2 PTS) (G. Jackson 1 AST),"[1630217, 1641713]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right,20.32,Made,,,,,2.0,,,,,,,G. Jackson,1641713.0,1.0,,,,
142,PT00M51.10S,2025-03-06T03:06:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,65.91655716162943,25.0,1610612760,23,27,2025-03-06T03:06:48Z,1400000,False,-125.0,268.0,1,right,MISS I. Joe 29' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,29.56,Missed,,,,,,,,,,,,,,,,,,
143,PT00M48.70S,2025-03-06T03:06:46.8Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,23,27,2025-03-06T03:06:48Z,1410000,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Left Center,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT00M40.80S,2025-03-06T03:06:55.7Z,1,REGULAR,2pt,Jump Shot,[],1630217,5.601182654402102,31.372549019607842,1610612763,25,27,2025-03-06T03:06:59Z,1420000,False,93.0,0.0,1,left,D. Bane 9' driving floating Jump Shot (4 PTS) (S. Pippen Jr. 2 AST),"[1630217, 1630590]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,9.31,Made,,,,,4.0,,,,,,,S. Pippen Jr.,1630590.0,2.0,,,,
146,PT00M40.80S,2025-03-06T03:06:58.7Z,1,REGULAR,foul,personal,['1freethrow'],1629026,,,1610612763,25,27,2025-03-06T03:07:09Z,1440000,False,,,0,,K. Williams shooting personal FOUL (1 PF) (Bane 1 FT),"[1629026, 1630217]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Bane,1630217.0
148,PT00M40.80S,2025-03-06T03:07:23.8Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,26,27,2025-03-06T03:07:23Z,1460000,False,,,0,,D. Bane Free Throw 1 of 1 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
149,PT00M29.70S,2025-03-06T03:07:37.4Z,1,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612760,26,27,2025-03-06T03:11:43Z,1470000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1630217, 1628983]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
152,PT00M29.70S,2025-03-06T03:07:56.8Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612760,26,27,2025-03-06T03:13:57Z,1500000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M29.70S,2025-03-06T03:07:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,49.01960784313725,1610612760,26,29,2025-03-06T03:22:08Z,1515000,False,-5.0,10.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (13 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,13.0,,,,,,,,,,,,,
174,PT00M29.70S,2025-03-06T03:09:37.1Z,1,REGULAR,substitution,out,[],1628963,,,1610612763,26,29,2025-03-06T03:15:37Z,1517500,False,,,0,,SUB out: M. Bagley III,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M29.70S,2025-03-06T03:09:37.1Z,1,REGULAR,substitution,in,[],1629630,,,1610612763,26,29,2025-03-06T03:15:37Z,1518750,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M29.70S,2025-03-06T03:11:43.7Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,26,30,2025-03-06T03:11:43Z,1520000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
156,PT00M12.70S,2025-03-06T03:11:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,9.806176084099869,41.66666666666667,1610612763,26,30,2025-03-06T03:23:34Z,1530000,False,42.0,40.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
160,PT00M12.70S,2025-03-06T03:11:55.1Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,26,30,2025-03-06T03:12:34Z,1545000,False,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,3.0,2.0,1.0,,,,,,,,,,,,,,
158,PT00M12.10S,2025-03-06T03:12:11.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612763,26,30,2025-03-06T03:13:38Z,1550000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Clarke 2 FT),"[1628983, 1629634]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Clarke,1629634.0
163,PT00M12.10S,2025-03-06T03:12:33.8Z,1,REGULAR,substitution,out,[],1631119,,,1610612763,26,30,2025-03-06T03:13:07Z,1590000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M12.10S,2025-03-06T03:12:33.8Z,1,REGULAR,substitution,in,[],1631246,,,1610612763,26,30,2025-03-06T03:13:07Z,1600000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M12.10S,2025-03-06T03:12:33.8Z,1,REGULAR,substitution,in,[],1631114,,,1610612763,26,30,2025-03-06T03:13:07Z,1620000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M12.10S,2025-03-06T03:12:33.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,26,30,2025-03-06T03:16:43Z,1625000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
