actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
620,PT07M33.00S,2022-10-24T02:45:13.6Z,4,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612744,120,105,2022-10-24T02:45:54Z,6080000,,,0,,T. Davis shooting personal FOUL (6 PF) (Poole 2 FT),"[1629056, 1629673]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,201246.0,6.0,0.0,Poole,1629673.0,,,,,
622,PT07M33.00S,2022-10-24T02:45:31.6Z,4,REGULAR,substitution,out,[],1629056,,,1610612744,120,105,2022-10-24T02:45:40Z,6100000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M33.00S,2022-10-24T02:45:31.6Z,4,REGULAR,substitution,in,[],1628368,,,1610612744,120,105,2022-10-24T02:45:40Z,6110000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M33.00S,2022-10-24T02:45:50.4Z,4,REGULAR,substitution,out,[],1630558,,,1610612744,120,105,2022-10-24T02:45:53Z,6120000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M33.00S,2022-10-24T02:45:50.4Z,4,REGULAR,substitution,in,[],1628370,,,1610612744,120,105,2022-10-24T02:45:53Z,6130000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M33.00S,2022-10-24T02:46:07.4Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,121,105,2022-10-24T02:46:07Z,6140000,,,0,,J. Poole Free Throw 1 of 2 (18 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
627,PT07M33.00S,2022-10-24T02:46:27.8Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,122,105,2022-10-24T02:46:27Z,6150000,,,0,,J. Poole Free Throw 2 of 2 (19 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
628,PT07M20.00S,2022-10-24T02:46:45.2Z,4,REGULAR,foul,personal,[],1630228,,,1610612758,122,105,2022-10-24T02:46:52Z,6160000,,,0,,J. Kuminga personal FOUL (2 PF),"[1630228, 1629002]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,2.0,0.0,Metu,1629002.0,,,,,
630,PT07M14.00S,2022-10-24T02:47:11.4Z,4,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612758,122,105,2022-10-24T02:47:25Z,6180000,,,0,,J. Poole shooting personal FOUL (2 PF) (Metu 2 FT),"[1629673, 1629002]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,2.0,0.0,Metu,1629002.0,,,,,
632,PT07M14.00S,2022-10-24T02:47:33.1Z,4,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,122,106,2022-10-24T02:47:33Z,6200000,,,0,,C. Metu Free Throw 1 of 2 (1 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
633,PT07M14.00S,2022-10-24T02:47:48.1Z,4,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,122,107,2022-10-24T02:47:48Z,6210000,,,0,,C. Metu Free Throw 2 of 2 (2 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
635,PT06M52.00S,2022-10-24T02:48:37.8Z,4,REGULAR,3pt,Jump Shot,[],1629673,25.969119579500656,84.06862745098039,1610612744,125,107,2022-10-24T02:48:44Z,6230000,-170.0,192.0,1,left,J. Poole 25' 3PT step back (22 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.63,Made,22.0,,,,,,,,,,,,,,,,,
636,PT06M38.00S,2022-10-24T02:48:50.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,89.17542706964521,44.11764705882353,1610612758,125,107,2022-10-24T02:48:57Z,6240000,-29.0,49.0,1,right,MISS C. Metu Hook,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,,
637,PT06M36.00S,2022-10-24T02:48:52.9Z,4,REGULAR,rebound,defensive,[],1630164,,,1610612744,125,107,2022-10-24T02:48:57Z,6250000,,,0,,J. Wiseman REBOUND (Off:0 Def:6),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,636.0,6.0,6.0,0.0,,,,,,,,,,,,,
638,PT06M29.00S,2022-10-24T02:49:00.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.754927726675426,55.392156862745104,1610612744,125,107,2022-10-24T02:49:15Z,6260000,-27.0,30.0,1,left,MISS J. Poole driving Layup - blocked,"[1629673, 1629002]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,Metu,1629002.0
643,PT06M29.00S,2022-10-24T02:49:00.3Z,4,REGULAR,block,,[],1629002,,,1610612744,125,107,2022-10-24T02:49:15Z,6265000,,,0,,C. Metu BLOCK (1 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
639,PT06M27.00S,2022-10-24T02:49:02.3Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,125,107,2022-10-24T02:51:34Z,6270000,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,638.0,4.0,3.0,1.0,,,,,,,,,,,,,
640,PT06M22.00S,2022-10-24T02:49:07.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,94.56307490144546,2.941176470588235,1610612758,125,107,2022-10-24T02:49:18Z,6280000,-235.0,-1.0,1,right,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
641,PT06M19.00S,2022-10-24T02:49:10.8Z,4,REGULAR,rebound,offensive,[],1631099,,,1610612758,125,107,2022-10-24T02:49:10Z,6290000,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,640.0,3.0,2.0,1.0,,,,,,,,,,,,,
642,PT06M17.00S,2022-10-24T02:49:11.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1631099,94.03745072273325,15.931372549019606,1610612758,125,107,2022-10-24T02:53:57Z,6300000,-170.0,4.0,1,right,MISS K. Murray 17' turnaround Shot,[1631099],1610612758.0,SAC,turnaround,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,17.03,Missed,,,,,,,,,,,,,,,,,,
644,PT06M17.00S,2022-10-24T02:49:11.9Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,125,107,2022-10-24T02:49:24Z,6310000,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left,,,,642.0,3.0,3.0,0.0,,,,,,,,,,,,,
645,PT06M17.00S,2022-10-24T02:49:22.7Z,4,REGULAR,foul,technical,['1freethrow'],1629673,,,1610612744,125,107,2022-10-24T02:49:28Z,6320000,,,0,,J. Poole technical FOUL (1 Tech),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,202056.0,2.0,1.0,,,,,,,
646,PT06M17.00S,2022-10-24T02:49:46.3Z,4,REGULAR,freethrow,1 of 1,[],1628989,,,1610612744,125,108,2022-10-24T02:49:46Z,6330000,,,0,,K. Huerter technical Free Throw 1 of 1 (4 PTS),[1628989],1610612758.0,SAC,technical,,,Huerter,K. Huerter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
647,PT06M17.00S,2022-10-24T02:49:50.0Z,4,REGULAR,substitution,out,[],202691,,,1610612744,125,108,2022-10-24T02:49:52Z,6340000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT06M17.00S,2022-10-24T02:49:50.0Z,4,REGULAR,substitution,in,[],1631157,,,1610612744,125,108,2022-10-24T02:49:52Z,6350000,,,0,,SUB in: R. Rollins,[1631157],1610612744.0,GSW,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT06M05.00S,2022-10-24T02:50:23.2Z,4,REGULAR,2pt,Jump Shot,[],1630164,24.655059132720105,44.11764705882353,1610612744,125,108,2022-10-24T02:50:28Z,6360000,29.0,179.0,1,left,MISS J. Wiseman 18' pullup Shot,[1630164],1610612744.0,GSW,pullup,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Center,18.17,Missed,,,,,,,,,,,,,,,,,,
650,PT06M02.00S,2022-10-24T02:50:26.2Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,125,108,2022-10-24T02:50:28Z,6370000,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,649.0,5.0,4.0,1.0,,,,,,,,,,,,,
651,PT05M51.00S,2022-10-24T02:50:37.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.41590013140605,39.950980392156865,1610612758,125,110,2022-10-24T02:56:26Z,6380000,-50.0,75.0,1,right,D. Fox 9' driving floating Jump Shot (24 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,9.04,Made,24.0,,,,,,,,,,,,,,,,,
652,PT05M27.00S,2022-10-24T02:51:01.1Z,4,REGULAR,2pt,Jump Shot,[],1629673,22.946780551905388,62.99019607843137,1610612744,125,110,2022-10-24T02:51:05Z,6390000,-65.0,163.0,1,left,MISS J. Poole 17' turnaround fadeaway Shot,[1629673],1610612744.0,GSW,turnaround fadeaway,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,17.57,Missed,,,,,,,,,,,,,,,,,,
653,PT05M24.00S,2022-10-24T02:51:04.1Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,125,110,2022-10-24T02:51:05Z,6400000,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,652.0,4.0,3.0,1.0,,,,,,,,,,,,,
654,PT05M20.00S,2022-10-24T02:51:08.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,95.22010512483574,97.79411764705883,1610612758,125,113,2022-10-24T02:51:15Z,6410000,239.0,-8.0,1,right,M. Monk 3PT  (16 PTS) (K. Huerter 4 AST),"[1628370, 1628989]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,23.91,Made,16.0,,,,,K. Huerter,1628989.0,4.0,,,,,,,,,,
656,PT05M18.00S,2022-10-24T02:51:15.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,125,113,2022-10-24T02:51:41Z,6430000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,out,[],1630228,,,1610612744,125,113,2022-10-24T02:53:01Z,6440000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,out,[],1629673,,,1610612744,125,113,2022-10-24T02:53:01Z,6450000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,out,[],1630164,,,1610612744,125,113,2022-10-24T02:53:01Z,6460000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,out,[],1631157,,,1610612744,125,113,2022-10-24T02:53:01Z,6470000,,,0,,SUB out: R. Rollins,[1631157],1610612744.0,GSW,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,in,[],201939,,,1610612744,125,113,2022-10-24T02:53:01Z,6480000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,in,[],203110,,,1610612744,125,113,2022-10-24T02:53:01Z,6490000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,in,[],203952,,,1610612744,125,113,2022-10-24T02:53:01Z,6500000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT05M18.00S,2022-10-24T02:51:43.3Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,125,113,2022-10-24T02:53:01Z,6510000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT05M03.00S,2022-10-24T02:53:05.8Z,4,REGULAR,turnover,bad pass,[],203110,,,1610612744,125,113,2022-10-24T02:53:11Z,6520000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1629002]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Metu,1629002.0,,
666,PT05M03.00S,2022-10-24T02:53:05.8Z,4,REGULAR,steal,,[],1629002,,,1610612758,125,113,2022-10-24T03:02:38Z,6530000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
667,PT04M59.00S,2022-10-24T02:53:09.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631099,73.53810775295663,13.970588235294118,1610612758,125,113,2022-10-24T02:59:03Z,6540000,-180.0,196.0,1,right,MISS K. Murray 26' pullup 3PT,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
668,PT04M57.00S,2022-10-24T02:53:11.3Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,125,113,2022-10-24T02:53:16Z,6550000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,667.0,4.0,3.0,1.0,,,,,,,,,,,,,
669,PT04M42.00S,2022-10-24T02:53:26.6Z,4,REGULAR,3pt,Jump Shot,[],201939,32.933639947437584,71.32352941176471,1610612744,125,113,2022-10-24T02:53:34Z,6560000,-107.0,257.0,1,left,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
670,PT04M41.00S,2022-10-24T02:53:27.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,125,113,2022-10-24T02:53:34Z,6570000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,669.0,,,,,,,,,,,,,,,,
671,PT04M41.00S,2022-10-24T02:53:32.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612744,125,113,2022-10-24T02:53:49Z,6580000,,,0,,D. Fox loose ball personal FOUL (4 PF) (Looney 2 FT),"[1628368, 1626172]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,4.0,0.0,Looney,1626172.0,,,,,
673,PT04M41.00S,2022-10-24T02:54:06.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,125,113,2022-10-24T02:54:26Z,6600000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
674,PT04M41.00S,2022-10-24T02:54:06.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,125,113,2022-10-24T02:54:26Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,673.0,,,,,,,,,,,,,,,,
675,PT04M41.00S,2022-10-24T02:54:06.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,125,113,2022-10-24T02:54:26Z,6620000,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
676,PT04M39.00S,2022-10-24T02:54:08.5Z,4,REGULAR,rebound,defensive,[],1629002,,,1610612758,125,113,2022-10-24T02:54:26Z,6630000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,675.0,3.0,3.0,0.0,,,,,,,,,,,,,
677,PT04M29.00S,2022-10-24T02:54:33.3Z,4,REGULAR,3pt,Jump Shot,[],1629002,94.69448094612353,2.941176470588235,1610612758,125,113,2022-10-24T02:54:38Z,6640000,-235.0,-3.0,1,right,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
678,PT04M27.00S,2022-10-24T02:54:35.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,125,113,2022-10-24T02:54:38Z,6650000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,,677.0,,,,,,,,,,,,,,,,
680,PT04M19.00S,2022-10-24T02:55:03.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,64.99671484888306,43.872549019607845,1610612758,125,113,2022-10-24T02:55:09Z,6670000,-31.0,277.0,1,right,MISS M. Monk 27' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
681,PT04M18.00S,2022-10-24T02:55:06.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,125,113,2022-10-24T02:55:06Z,6680000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,680.0,,,,,,,,,,,,,,,,
683,PT03M55.00S,2022-10-24T02:55:35.3Z,4,REGULAR,3pt,Jump Shot,[],1630541,33.459264126149804,20.588235294117645,1610612744,125,113,2022-10-24T02:55:40Z,6700000,147.0,262.0,1,left,MISS M. Moody 30' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,30.05,Missed,,,,,,,,,,,,,,,,,,
684,PT03M52.00S,2022-10-24T02:55:38.3Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,125,113,2022-10-24T02:55:40Z,6710000,,,0,,K. Looney REBOUND (Off:2 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,683.0,8.0,6.0,2.0,,,,,,,,,,,,,
685,PT03M49.00S,2022-10-24T02:55:41.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203952,26.62614980289093,9.803921568627452,1610612744,125,113,2022-10-24T02:55:45Z,6720000,201.0,198.0,1,left,MISS A. Wiggins 28' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,28.2,Missed,,,,,,,,,,,,,,,,,,
686,PT03M46.00S,2022-10-24T02:55:44.2Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612758,125,113,2022-10-24T02:55:45Z,6730000,,,0,,M. Monk REBOUND (Off:2 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,685.0,4.0,2.0,2.0,,,,,,,,,,,,,
687,PT03M41.00S,2022-10-24T02:55:49.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,69.72733245729303,73.52941176470588,1610612758,125,113,2022-10-24T02:55:55Z,6740000,118.0,232.0,1,right,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
688,PT03M39.00S,2022-10-24T02:55:51.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,125,113,2022-10-24T02:55:55Z,6750000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,687.0,,,,,,,,,,,,,,,,
689,PT03M39.00S,2022-10-24T02:55:54.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629002,,,1610612744,125,113,2022-10-24T02:56:38Z,6760000,,,0,,C. Metu loose ball personal FOUL (1 PF) (Wiggins 2 FT),"[1629002, 203952]",1610612758.0,SAC,loose ball,,,Metu,C. Metu,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202056.0,1.0,0.0,Wiggins,203952.0,,,,,
691,PT03M39.00S,2022-10-24T02:56:27.9Z,4,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,125,113,2022-10-24T02:56:27Z,6780000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
692,PT03M39.00S,2022-10-24T02:56:27.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,125,113,2022-10-24T02:56:27Z,6790000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,691.0,,,,,,,,,,,,,,,,
693,PT03M39.00S,2022-10-24T02:56:31.7Z,4,REGULAR,substitution,out,[],1630541,,,1610612744,125,113,2022-10-24T02:56:34Z,6800000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT03M39.00S,2022-10-24T02:56:31.7Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,125,113,2022-10-24T02:56:34Z,6810000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT03M39.00S,2022-10-24T02:56:46.7Z,4,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,126,113,2022-10-24T02:56:46Z,6820000,,,0,,A. Wiggins Free Throw 2 of 2 (22 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
696,PT03M24.00S,2022-10-24T02:57:02.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.65637319316689,49.01960784313725,1610612758,126,115,2022-10-24T02:57:07Z,6830000,-5.0,101.0,1,right,D. Fox 10' turnaround fadeaway Jump Shot (26 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,26.0,,,,,,,,,,,,,,,,,
697,PT03M03.00S,2022-10-24T02:57:27.6Z,4,REGULAR,turnover,traveling,[],201939,,,1610612744,126,115,2022-10-24T02:57:34Z,6840000,,,0,,S. Curry traveling TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,,,,,2.0,,,,
698,PT02M52.00S,2022-10-24T02:57:49.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,72.88107752956637,88.97058823529412,1610612758,126,118,2022-10-24T02:57:54Z,6850000,195.0,202.0,1,right,K. Huerter 28' 3PT  (7 PTS) (D. Fox 9 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,28.1,Made,7.0,,,,,D. Fox,1628368.0,9.0,,,,,,,,,,
700,PT02M33.00S,2022-10-24T02:58:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.806176084099869,54.90196078431373,1610612744,126,118,2022-10-24T02:58:14Z,6870000,-25.0,40.0,1,left,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
701,PT02M31.00S,2022-10-24T02:58:09.5Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612758,126,118,2022-10-24T02:58:14Z,6880000,,,0,,M. Monk REBOUND (Off:2 Def:3),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,700.0,5.0,3.0,2.0,,,,,,,,,,,,,
702,PT02M27.00S,2022-10-24T02:58:13.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,92.59198423127464,59.31372549019608,1610612758,126,120,2022-10-24T02:58:18Z,6890000,47.0,17.0,1,right,K. Huerter Layup (9 PTS) (D. Fox 10 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,9.0,,,,,D. Fox,1628368.0,10.0,,,,,,,,,,
704,PT02M26.00S,2022-10-24T02:58:19.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,126,120,2022-10-24T02:58:19Z,6910000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
