actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M51.00S,2023-03-29T02:15:48.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,12.565703022339028,94.36274509803921,1610612744,18,17,2023-03-29T02:17:53Z,840000,False,-222.0,66.0,1,left,MISS K. Thompson running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,23.13,Missed,,,,,,,,,,,,,,,
88,PT04M48.00S,2023-03-29T02:15:51.8Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,18,17,2023-03-29T02:15:51Z,850000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,,,,87.0,2.0,1.0,1.0,,,,,,,,
89,PT04M46.00S,2023-03-29T02:15:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201939,8.360709592641262,43.38235294117647,1610612744,20,17,2023-03-29T02:16:01Z,860000,False,33.0,26.0,1,left,S. Curry putback Layup (6 PTS),[201939],1610612744.0,GSW,putback,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,4.22,Made,6.0,,,,,,,,,,,,,,
90,PT04M21.00S,2023-03-29T02:16:19.4Z,1,REGULAR,3pt,Jump Shot,[],203468,72.22404730617609,80.88235294117648,1610612740,20,20,2023-03-29T02:16:24Z,870000,False,154.0,209.0,1,right,C. McCollum 25' 3PT  (5 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.95,Made,5.0,,,,,,,J. Valanciunas,202685.0,2.0,,,,,
92,PT04M06.00S,2023-03-29T02:16:32.8Z,1,REGULAR,3pt,Jump Shot,[],201939,31.750985545335087,23.774509803921568,1610612744,23,20,2023-03-29T02:16:36Z,890000,False,131.0,246.0,1,left,S. Curry 27' 3PT pullup (9 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,27.88,Made,9.0,,,,,,,,,,,,,,
93,PT03M53.00S,2023-03-29T02:16:45.9Z,1,REGULAR,2pt,Jump Shot,[],202685,84.44480946123521,72.79411764705883,1610612740,23,20,2023-03-29T02:16:55Z,900000,False,114.0,94.0,1,right,MISS J. Valanciunas 14' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,14.76,Missed,,,,,,,,,,,,,,,
94,PT03M50.00S,2023-03-29T02:16:48.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,23,20,2023-03-29T02:16:51Z,910000,False,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,
95,PT03M47.00S,2023-03-29T02:16:54.9Z,1,REGULAR,turnover,traveling,[],202691,,,1610612744,23,20,2023-03-29T02:16:59Z,920000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,201246.0,,,,
96,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,out,[],203110,,,1610612740,23,20,2023-03-29T02:17:10Z,930000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,out,[],203468,,,1610612740,23,20,2023-03-29T02:17:10Z,940000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,out,[],202685,,,1610612740,23,20,2023-03-29T02:17:10Z,950000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,23,20,2023-03-29T02:17:10Z,960000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612740,23,20,2023-03-29T02:17:10Z,970000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,23,20,2023-03-29T02:17:10Z,980000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,in,[],1626204,,,1610612740,23,20,2023-03-29T02:17:10Z,990000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M47.00S,2023-03-29T02:17:01.3Z,1,REGULAR,substitution,in,[],1626196,,,1610612740,23,20,2023-03-29T02:17:10Z,1000000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M36.00S,2023-03-29T02:17:39.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,89.30683311432325,3.9215686274509802,1610612740,23,23,2023-03-29T02:17:44Z,1010000,False,-230.0,48.0,1,right,H. Jones 3PT  (6 PTS) (B. Ingram 2 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,23.53,Made,6.0,,,,,,,B. Ingram,1627742.0,2.0,,,,,
106,PT03M10.00S,2023-03-29T02:18:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.440867279894875,40.931372549019606,1610612744,23,23,2023-03-29T02:18:11Z,1030000,False,45.0,17.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,4.85,Missed,,,,,,,,,,,,,,,
107,PT03M09.00S,2023-03-29T02:18:05.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,23,23,2023-03-29T02:18:05Z,1040000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,
108,PT03M08.00S,2023-03-29T02:18:07.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,7.30946123521682,59.31372549019608,1610612744,23,23,2023-03-29T02:18:14Z,1050000,False,-47.0,16.0,1,left,MISS K. Looney putback Layup,[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,4.93,Missed,,,,,,,,,,,,,,,
109,PT03M07.00S,2023-03-29T02:18:08.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,23,23,2023-03-29T02:18:14Z,1060000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,
110,PT03M03.00S,2023-03-29T02:18:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,89.70105124835742,43.627450980392155,1610612740,23,25,2023-03-29T02:18:19Z,1070000,False,-32.0,44.0,1,right,H. Jones running Layup (8 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,5.46,Made,8.0,,,,,,,,,,,,,,
111,PT02M44.00S,2023-03-29T02:18:30.4Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,23,25,2023-03-29T02:18:33Z,1080000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1630529]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
112,PT02M44.00S,2023-03-29T02:18:30.4Z,1,REGULAR,steal,,[],1630529,,,1610612740,23,25,2023-03-29T02:18:32Z,1090000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2023-03-29T02:18:35.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627742,89.04402102496715,49.26470588235294,1610612740,23,27,2023-03-29T02:18:40Z,1100000,False,-4.0,50.0,1,right,B. Ingram running DUNK (4 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,5.06,Made,4.0,,,,,,,,,,,,,,
115,PT02M27.00S,2023-03-29T02:18:48.2Z,1,REGULAR,3pt,Jump Shot,[],201939,30.831143232588698,11.27450980392157,1610612744,23,27,2023-03-29T02:18:57Z,1120000,False,194.0,237.0,1,left,MISS S. Curry 30' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,30.63,Missed,,,,,,,,,,,,,,,
116,PT02M27.00S,2023-03-29T02:18:48.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,23,27,2023-03-29T02:18:57Z,1130000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,
118,PT02M12.00S,2023-03-29T02:19:02.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.66294349540078,72.79411764705883,1610612740,23,29,2023-03-29T02:19:08Z,1140000,False,114.0,148.0,1,right,B. Ingram 18' pullup Jump Shot (6 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,18.69,Made,6.0,,,,,,,,,,,,,,
119,PT02M01.00S,2023-03-29T02:19:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.614980289093298,47.06648284313725,1610612744,23,29,2023-03-29T02:19:41Z,1150000,False,15.0,66.0,1,left,MISS S. Curry 6' driving finger roll Layup - blocked,"[201939, 1627742]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,6.77,Missed,,Ingram,1627742.0,,,,,,,,,,,,
120,PT02M01.00S,2023-03-29T02:19:13.8Z,1,REGULAR,block,,[],1627742,,,1610612744,23,29,2023-03-29T02:19:16Z,1160000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT01M58.00S,2023-03-29T02:19:16.8Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612740,23,29,2023-03-29T02:19:21Z,1170000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
122,PT01M54.00S,2023-03-29T02:19:21.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630700,92.32917214191852,45.83333333333333,1610612740,23,31,2023-03-29T02:22:49Z,1180000,False,-21.0,20.0,1,right,D. Daniels running alley-oop DUNK (2 PTS) (J. Richardson 1 AST),"[1630700, 1626196]",1610612740.0,NOP,running alley-oop,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,2.86,Made,2.0,,,,,,,J. Richardson,1626196.0,1.0,,,,,
124,PT01M53.00S,2023-03-29T02:19:26.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,23,31,2023-03-29T02:19:26Z,1200000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M53.00S,2023-03-29T02:21:55.8Z,1,REGULAR,substitution,out,[],202691,,,1610612744,23,31,2023-03-29T02:22:42Z,1210000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M53.00S,2023-03-29T02:21:55.8Z,1,REGULAR,substitution,out,[],201939,,,1610612744,23,31,2023-03-29T02:22:42Z,1220000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M53.00S,2023-03-29T02:21:55.8Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,23,31,2023-03-29T02:22:42Z,1230000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M53.00S,2023-03-29T02:21:55.8Z,1,REGULAR,substitution,in,[],1628978,,,1610612744,23,31,2023-03-29T02:22:42Z,1240000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M49.00S,2023-03-29T02:23:03.1Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612744,23,31,2023-03-29T02:23:08Z,1250000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (2 TO),[1628978],1610612744.0,GSW,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,,,2530.0,,,,
131,PT01M36.00S,2023-03-29T02:23:33.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626204,83.78777923784494,50.245098039215684,1610612740,23,31,2023-03-29T02:24:14Z,1260000,False,1.0,100.0,1,right,MISS L. Nance Jr. 9' floating Shot,[1626204],1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,9.99,Missed,,,,,,,,,,,,,,,
132,PT01M34.00S,2023-03-29T02:23:35.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,23,31,2023-03-29T02:24:14Z,1270000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,
133,PT01M17.00S,2023-03-29T02:23:52.0Z,1,REGULAR,2pt,Jump Shot,[],1629673,7.30946123521682,28.186274509803923,1610612744,23,31,2023-03-29T02:23:56Z,1280000,False,109.0,16.0,1,left,MISS J. Poole 11' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,11.03,Missed,,,,,,,,,,,,,,,
134,PT01M15.00S,2023-03-29T02:23:54.2Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,23,31,2023-03-29T02:23:54Z,1290000,False,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Right,,,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,
135,PT01M11.00S,2023-03-29T02:24:01.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,23,31,2023-03-29T02:24:12Z,1300000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,201246.0,,,,
136,PT01M00.00S,2023-03-29T02:24:33.9Z,1,REGULAR,foul,personal,[],1629673,,,1610612740,23,31,2023-03-29T02:24:38Z,1310000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1627742]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Ingram,1627742.0
138,PT01M00.00S,2023-03-29T02:24:40.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,23,31,2023-03-29T02:24:48Z,1330000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M00.00S,2023-03-29T02:24:40.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,23,31,2023-03-29T02:24:48Z,1340000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M51.00S,2023-03-29T02:25:03.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,63.9454664914586,43.872549019607845,1610612740,23,31,2023-03-29T02:25:08Z,1350000,False,-31.0,286.0,1,right,MISS J. Richardson 28' 3PT,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,28.8,Missed,,,,,,,,,,,,,,,
141,PT00M48.40S,2023-03-29T02:25:05.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,23,31,2023-03-29T02:25:08Z,1360000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,140.0,3.0,3.0,0.0,,,,,,,,
142,PT00M42.30S,2023-03-29T02:25:15.1Z,1,REGULAR,foul,personal,[],1630700,,,1610612744,23,31,2023-03-29T02:25:22Z,1370000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1629673]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Poole,1629673.0
144,PT00M36.80S,2023-03-29T02:25:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.623521681997373,46.32352941176471,1610612744,25,31,2023-03-29T02:25:41Z,1390000,False,18.0,29.0,1,left,J. Poole driving Layup (2 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,3.4,Made,2.0,,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,
146,PT00M27.10S,2023-03-29T02:25:56.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,25,31,2023-03-29T02:25:56Z,1410000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M27.10S,2023-03-29T02:27:12.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612740,25,31,2023-03-29T02:27:25Z,1420000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M27.10S,2023-03-29T02:27:12.9Z,1,REGULAR,substitution,in,[],203468,,,1610612740,25,31,2023-03-29T02:27:25Z,1430000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M23.00S,2023-03-29T02:27:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,85.62746386333771,42.15686274509804,1610612740,25,33,2023-03-29T02:28:17Z,1440000,False,-39.0,83.0,1,right,L. Nance Jr. 9' floating Jump Shot (2 PTS) (N. Marshall 1 AST),"[1626204, 1630230]",1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,9.14,Made,2.0,,,,,,,N. Marshall,1630230.0,1.0,,,,,
151,PT00M04.10S,2023-03-29T02:28:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.163600525624176,61.27450980392157,1610612744,25,33,2023-03-29T02:31:00Z,1460000,False,-56.0,259.0,1,left,MISS J. Poole 26' 3PT - blocked,"[1629673, 1626196]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,26.53,Missed,,Richardson,1626196.0,,,,,,,,,,,,
152,PT00M04.10S,2023-03-29T02:28:03.4Z,1,REGULAR,block,,[],1626196,,,1610612744,25,33,2023-03-29T02:28:06Z,1470000,False,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
153,PT00M02.40S,2023-03-29T02:28:05.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,25,33,2023-03-29T02:28:50Z,1480000,False,,,0,,B. Ingram REBOUND (Off:2 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,151.0,4.0,2.0,2.0,,,,,,,,
154,PT00M00.80S,2023-03-29T02:28:52.8Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627780,,,1610612740,25,33,2023-03-29T02:29:58Z,1490000,False,,,0,,G. Payton II shooting personal FOUL (1 PF) (Ingram 3 FT),"[1627780, 1627742]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Ingram,1627742.0
157,PT00M00.80S,2023-03-29T02:30:15.6Z,1,REGULAR,freethrow,1 of 3,[],1627742,,,1610612740,25,34,2023-03-29T02:31:16Z,1520000,False,,,0,,B. Ingram Free Throw 1 of 3 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
158,PT00M00.80S,2023-03-29T02:30:15.6Z,1,REGULAR,freethrow,2 of 3,[],1627742,,,1610612740,25,35,2023-03-29T02:31:16Z,1530000,False,,,0,,B. Ingram Free Throw 2 of 3 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
160,PT00M00.80S,2023-03-29T02:30:33.1Z,1,REGULAR,substitution,in,[],203110,,,1610612740,25,35,2023-03-29T02:30:40Z,1550000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.80S,2023-03-29T02:30:33.1Z,1,REGULAR,substitution,out,[],1627780,,,1610612740,25,35,2023-03-29T02:30:55Z,1560000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.80S,2023-03-29T02:30:15.6Z,1,REGULAR,freethrow,3 of 3,[],1627742,,,1610612740,25,36,2023-03-29T02:31:16Z,1570000,False,,,0,,B. Ingram Free Throw 3 of 3 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
165,PT00M00.00S,2023-03-29T02:31:17.1Z,1,REGULAR,period,end,[],0,,,1610612744,25,36,2023-03-29T02:31:17Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,out,['startperiod'],1628978,,,1610612744,25,36,2023-03-29T02:34:36Z,1610000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,25,36,2023-03-29T02:34:36Z,1620000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,25,36,2023-03-29T02:34:36Z,1630000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612744,25,36,2023-03-29T02:34:36Z,1640000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612744,25,36,2023-03-29T02:34:36Z,1650000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,25,36,2023-03-29T02:34:36Z,1660000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,in,['startperiod'],1630237,,,1610612744,25,36,2023-03-29T02:34:36Z,1670000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,25,36,2023-03-29T02:34:36Z,1680000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612744,25,36,2023-03-29T02:34:36Z,1690000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
