actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
338,PT00M02.20S,2023-01-28T04:03:48.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612744,62,62,2023-01-28T04:04:02Z,3330000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Green 2 FT),"[1630173, 203110]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Green,203110.0,,
340,PT00M02.20S,2023-01-28T04:04:14.2Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,62,62,2023-01-28T04:04:55Z,3350000,False,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
341,PT00M02.20S,2023-01-28T04:04:14.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,62,62,2023-01-28T04:04:55Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,
342,PT00M02.20S,2023-01-28T04:04:15.6Z,2,REGULAR,substitution,out,[],201939,,,1610612744,62,62,2023-01-28T04:04:21Z,3370000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M02.20S,2023-01-28T04:04:15.6Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,62,62,2023-01-28T04:04:21Z,3380000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M02.20S,2023-01-28T04:04:14.2Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,63,62,2023-01-28T04:04:55Z,3390000,False,,,0,,D. Green Free Throw 2 of 2 (5 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
349,PT00M00.30S,2023-01-28T04:04:14.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,65.65374507227332,52.450980392156865,1610612761,63,62,2023-01-28T04:05:37Z,3405000,False,-12.0,565.0,1,left,MISS F. VanVleet 56' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,56.47,Missed,,,,,,,,,,,,,,,
350,PT00M00.10S,2023-01-28T04:04:15.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,63,62,2023-01-28T04:05:33Z,3412500,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,349.0,,,,,,,,,,,,
347,PT00M00.00S,2023-01-28T04:04:44.9Z,2,REGULAR,period,end,[],0,,,1610612761,63,62,2023-01-28T04:04:44Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612761,63,62,2023-01-28T04:19:59Z,3430000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612761,63,62,2023-01-28T04:19:59Z,3440000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612761,63,62,2023-01-28T04:19:59Z,3450000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612761,63,62,2023-01-28T04:19:59Z,3460000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612761,63,62,2023-01-28T04:19:59Z,3470000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2023-01-28T04:19:21.2Z,3,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,63,62,2023-01-28T04:19:59Z,3480000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2023-01-28T04:20:01.5Z,3,REGULAR,period,start,[],0,,,1610612761,63,62,2023-01-28T04:20:01Z,3490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M47.00S,2023-01-28T04:20:14.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,92.85479632063075,56.61764705882353,1610612761,63,62,2023-01-28T04:20:20Z,3500000,False,33.0,15.0,1,right,MISS P. Siakam turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,3.62,Missed,,,,,,,,,,,,,,,
361,PT11M45.00S,2023-01-28T04:20:16.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,63,62,2023-01-28T04:20:20Z,3510000,False,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,360.0,5.0,5.0,0.0,,,,,,,,,
362,PT11M41.00S,2023-01-28T04:20:19.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,25.837713534822605,83.82352941176471,1610612744,66,62,2023-01-28T04:20:56Z,3520000,False,-169.0,190.0,1,left,K. Thompson 25' 3PT running (15 PTS) (S. Curry 6 AST),"[202691, 201939]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.47,Made,15.0,,,,,,S. Curry,201939.0,6.0,,,,,,
365,PT11M14.00S,2023-01-28T04:21:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,86.81011826544021,54.166666666666664,1610612761,66,62,2023-01-28T04:21:13Z,3550000,False,21.0,71.0,1,right,MISS P. Achiuwa 7' cutting Layup,[1630173],1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,7.45,Missed,,,,,,,,,,,,,,,
366,PT11M11.00S,2023-01-28T04:21:12.1Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,66,62,2023-01-28T04:21:12Z,3560000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,365.0,8.0,4.0,4.0,,,,,,,,,
367,PT11M11.00S,2023-01-28T04:21:12.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630173,94.40999984741211,50.0,1610612761,66,64,2023-01-28T04:21:12Z,3570000,False,0.0,0.0,1,right,P. Achiuwa putback DUNK (8 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,0.0,Made,8.0,,,,,,,,,,,,,,
368,PT10M53.00S,2023-01-28T04:21:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.229303547963205,56.61764705882353,1610612744,66,64,2023-01-28T04:21:34Z,3580000,False,-33.0,25.0,1,left,MISS S. Curry driving reverse Layup,[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,4.14,Missed,,,,,,,,,,,,,,,
369,PT10M52.00S,2023-01-28T04:21:30.8Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,66,64,2023-01-28T04:21:34Z,3590000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,368.0,9.0,5.0,4.0,,,,,,,,,
370,PT10M47.00S,2023-01-28T04:21:35.9Z,3,REGULAR,3pt,Jump Shot,[],1629018,90.09526938239159,96.07843137254902,1610612761,66,64,2023-01-28T04:21:45Z,3600000,False,230.0,41.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.39,Missed,,,,,,,,,,,,,,,
371,PT10M42.00S,2023-01-28T04:21:40.7Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,66,64,2023-01-28T04:21:40Z,3610000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,370.0,3.0,2.0,1.0,,,,,,,,,
372,PT10M38.00S,2023-01-28T04:21:44.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,67.49342969776609,24.264705882352942,1610612761,66,64,2023-01-28T04:21:50Z,3620000,False,-129.0,253.0,1,right,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,28.39,Missed,,,,,,,,,,,,,,,
373,PT10M35.00S,2023-01-28T04:21:47.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,66,64,2023-01-28T04:21:50Z,3630000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,372.0,,,,,,,,,,,,
375,PT10M25.00S,2023-01-28T04:22:11.4Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,66,64,2023-01-28T04:22:16Z,3650000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,202041.0,,,,,,,,,,,,,
391,PT10M15.00S,2023-01-28T04:22:36.6Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,66,64,2023-01-28T04:26:44Z,3675000,False,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (4 TO),[1627832],1610612761.0,TOR,lost ball,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.0,,,,,,1628480.0,,,,,,,,,,,,,
380,PT10M02.00S,2023-01-28T04:23:11.9Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,66,64,2023-01-28T04:23:16Z,3700000,False,,,0,,S. Curry lost ball out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,lost ball,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,202041.0,,,,,,,,,,,,,
381,PT09M50.00S,2023-01-28T04:23:27.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,73.53810775295663,12.254901960784313,1610612761,66,64,2023-01-28T04:23:32Z,3710000,False,-189.0,196.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.22,Missed,,,,,,,,,,,,,,,
382,PT09M48.00S,2023-01-28T04:23:29.3Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,66,64,2023-01-28T04:23:32Z,3720000,False,,,0,,K. Thompson REBOUND (Off:0 Def:5),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,381.0,5.0,5.0,0.0,,,,,,,,,
383,PT09M42.00S,2023-01-28T04:23:36.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,28.597240473061763,85.04901960784314,1610612744,66,64,2023-01-28T04:24:53Z,3730000,False,-175.0,216.0,1,left,MISS J. Poole 27' running 3PT,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,27.84,Missed,,,,,,,,,,,,,,,
384,PT09M39.00S,2023-01-28T04:23:39.2Z,3,REGULAR,rebound,offensive,[],202691,,,1610612744,66,64,2023-01-28T04:24:53Z,3740000,False,,,0,,K. Thompson REBOUND (Off:1 Def:5),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,383.0,6.0,5.0,1.0,,,,,,,,,
385,PT09M36.00S,2023-01-28T04:23:42.6Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,66,64,2023-01-28T04:23:51Z,3750000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (3 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left,3.0,,,,,,202041.0,,,,,,,,,,,,,
386,PT09M27.00S,2023-01-28T04:24:00.6Z,3,REGULAR,foul,personal,[],1629673,,,1610612761,66,64,2023-01-28T04:24:12Z,3760000,False,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1627832]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,,,,,,,,3.0,0.0,VanVleet,1627832.0,,
388,PT09M24.00S,2023-01-28T04:24:21.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,89.96386333771353,54.90196078431373,1610612761,66,66,2023-01-28T04:24:30Z,3780000,False,25.0,42.0,1,right,P. Achiuwa cutting DUNK (10 PTS) (F. VanVleet 3 AST),"[1630173, 1627832]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,4.85,Made,10.0,,,,,,F. VanVleet,1627832.0,3.0,,,,,,
390,PT09M23.00S,2023-01-28T04:24:25.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,66,66,2023-01-28T04:24:25Z,3800000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT09M12.00S,2023-01-28T04:27:37.1Z,3,REGULAR,3pt,Jump Shot,[],202691,30.305519053876477,18.872549019607842,1610612744,66,66,2023-01-28T04:27:41Z,3810000,False,156.0,232.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,27.97,Missed,,,,,,,,,,,,,,,
393,PT09M09.00S,2023-01-28T04:27:40.1Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,66,66,2023-01-28T04:27:41Z,3820000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,392.0,4.0,3.0,1.0,,,,,,,,,
394,PT08M51.00S,2023-01-28T04:27:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.5473061760841,56.127450980392155,1610612761,66,68,2023-01-28T04:28:02Z,3830000,False,31.0,74.0,1,right,P. Siakam 8' driving floating Jump Shot (10 PTS) (G. Trent Jr. 1 AST),"[1627783, 1629018]",1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,8.01,Made,10.0,,,,,,G. Trent Jr.,1629018.0,1.0,,,,,,
396,PT08M38.00S,2023-01-28T04:28:13.6Z,3,REGULAR,turnover,traveling,[],202691,,,1610612744,66,68,2023-01-28T04:28:18Z,3850000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,1628480.0,,,,,,,,,,,,,
397,PT08M25.00S,2023-01-28T04:28:33.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,87.33574244415243,53.92156862745098,1610612761,66,70,2023-01-28T04:28:37Z,3860000,False,20.0,67.0,1,right,P. Siakam 6' turnaround Hook (12 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.93,Made,12.0,,,,,,,,,,,,,,
398,PT08M17.00S,2023-01-28T04:28:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.280551905387648,43.38235294117647,1610612744,68,70,2023-01-28T04:29:24Z,3870000,False,33.0,35.0,1,left,S. Curry driving finger roll Layup (19 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,4.8,Made,19.0,,,,,,,,,,,,,,
399,PT08M17.00S,2023-01-28T04:28:46.3Z,3,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612744,68,70,2023-01-28T04:28:54Z,3880000,False,,,0,,S. Barnes shooting personal FOUL (3 PF) (Curry 1 FT),"[1630567, 201939]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,,,,,,,3.0,0.0,Curry,201939.0,,
401,PT08M17.00S,2023-01-28T04:29:12.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],201939,,,1610612744,69,70,2023-01-28T04:29:12Z,3900000,False,,,0,,S. Curry Free Throw 1 of 1 (20 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
402,PT08M06.00S,2023-01-28T04:29:25.7Z,3,REGULAR,3pt,Jump Shot,[],1630567,95.22010512483574,2.696078431372549,1610612761,69,73,2023-01-28T04:29:30Z,3910000,False,-237.0,-8.0,1,right,S. Barnes 3PT  (15 PTS) (F. VanVleet 4 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,23.66,Made,15.0,,,,,,F. VanVleet,1627832.0,4.0,,,,,,
404,PT07M52.00S,2023-01-28T04:29:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,9.280551905387648,43.13725490196079,1610612744,71,73,2023-01-28T04:29:42Z,3930000,False,34.0,35.0,1,left,K. Thompson cutting Layup (17 PTS) (J. Poole 2 AST),"[202691, 1629673]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.88,Made,17.0,,,,,,J. Poole,1629673.0,2.0,,,,,,
406,PT07M30.00S,2023-01-28T04:30:01.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.44480946123521,50.49019607843137,1610612761,71,73,2023-01-28T04:30:05Z,3950000,False,2.0,94.0,1,right,MISS P. Siakam 9' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,9.37,Missed,,,,,,,,,,,,,,,
407,PT07M28.00S,2023-01-28T04:30:03.5Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,71,73,2023-01-28T04:30:05Z,3960000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,406.0,4.0,3.0,1.0,,,,,,,,,
408,PT07M19.00S,2023-01-28T04:30:13.1Z,3,REGULAR,2pt,Jump Shot,[],202691,23.340998685939553,48.28431372549019,1610612744,71,73,2023-01-28T04:30:17Z,3970000,False,9.0,167.0,1,left,MISS K. Thompson 16' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,16.71,Missed,,,,,,,,,,,,,,,
409,PT07M16.00S,2023-01-28T04:30:16.1Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,71,73,2023-01-28T04:30:17Z,3980000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,,,408.0,10.0,6.0,4.0,,,,,,,,,
410,PT07M02.00S,2023-01-28T04:30:29.9Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612761,71,73,2023-01-28T04:30:36Z,3990000,False,,,0,,J. Poole shooting personal FOUL (4 PF) (Barnes 2 FT),"[1629673, 1630567]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,,,,,,,,4.0,0.0,Barnes,1630567.0,,
412,PT07M02.00S,2023-01-28T04:31:00.2Z,3,REGULAR,substitution,out,[],1629673,,,1610612761,71,73,2023-01-28T04:31:03Z,4010000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M02.00S,2023-01-28T04:31:00.2Z,3,REGULAR,substitution,in,[],1628978,,,1610612761,71,73,2023-01-28T04:31:03Z,4020000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M02.00S,2023-01-28T04:31:14.4Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,71,74,2023-01-28T04:31:14Z,4030000,False,,,0,,S. Barnes Free Throw 1 of 2 (16 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
415,PT07M02.00S,2023-01-28T04:31:15.4Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,71,75,2023-01-28T04:31:15Z,4040000,False,,,0,,S. Barnes Free Throw 2 of 2 (17 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
416,PT06M55.00S,2023-01-28T04:31:24.4Z,3,REGULAR,3pt,Jump Shot,[],201939,34.247700394218136,60.78431372549019,1610612744,71,75,2023-01-28T04:31:31Z,4050000,False,-54.0,269.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,27.47,Missed,,,,,,,,,,,,,,,
417,PT06M53.00S,2023-01-28T04:31:26.7Z,3,REGULAR,rebound,offensive,[],203210,,,1610612744,71,75,2023-01-28T04:31:26Z,4060000,False,,,0,,J. Green REBOUND (Off:2 Def:3),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,416.0,5.0,3.0,2.0,,,,,,,,,
418,PT06M52.00S,2023-01-28T04:31:28.8Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612744,71,75,2023-01-28T04:31:36Z,4070000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Green 2 FT),"[1630173, 203210]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,,,,,,,2.0,0.0,Green,203210.0,,
420,PT06M52.00S,2023-01-28T04:31:56.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203210,,,1610612744,72,75,2023-01-28T04:31:56Z,4090000,False,,,0,,J. Green Free Throw 1 of 2 (9 PTS),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
421,PT06M52.00S,2023-01-28T04:32:14.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203210,,,1610612744,73,75,2023-01-28T04:32:14Z,4100000,False,,,0,,J. Green Free Throw 2 of 2 (10 PTS),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
422,PT06M34.00S,2023-01-28T04:32:35.3Z,3,REGULAR,2pt,Jump Shot,[],1629018,94.03745072273325,69.85294117647058,1610612761,73,75,2023-01-28T04:32:38Z,4110000,False,99.0,4.0,1,right,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,9.94,Missed,,,,,,,,,,,,,,,
423,PT06M31.00S,2023-01-28T04:32:38.3Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,73,75,2023-01-28T04:32:38Z,4120000,False,,,0,,J. Green REBOUND (Off:2 Def:4),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,422.0,6.0,4.0,2.0,,,,,,,,,
424,PT06M27.00S,2023-01-28T04:32:41.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,12.697109067017081,95.09803921568627,1610612744,76,75,2023-01-28T04:32:47Z,4130000,False,-225.0,67.0,1,left,S. Curry 3PT running (23 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,23.52,Made,23.0,,,,,,D. Green,203110.0,6.0,,,,,,
426,PT06M07.00S,2023-01-28T04:33:02.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.33574244415243,51.225490196078425,1610612761,76,77,2023-01-28T04:33:10Z,4150000,False,6.0,67.0,1,right,P. Siakam 6' driving floating Jump Shot (14 PTS) (F. VanVleet 5 AST),"[1627783, 1627832]",1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.68,Made,14.0,,,,,,F. VanVleet,1627832.0,5.0,,,,,,
428,PT06M07.00S,2023-01-28T04:33:06.8Z,3,REGULAR,foul,personal,['1freethrow'],202691,,,1610612761,76,77,2023-01-28T04:33:17Z,4170000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Siakam 1 FT),"[202691, 1627783]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Siakam,1627783.0,,
430,PT06M07.00S,2023-01-28T04:33:13.8Z,3,REGULAR,substitution,out,[],203210,,,1610612761,76,77,2023-01-28T04:33:16Z,4190000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M07.00S,2023-01-28T04:33:13.8Z,3,REGULAR,substitution,in,[],1626172,,,1610612761,76,77,2023-01-28T04:33:16Z,4200000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
