actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT04M17.00S,2023-01-28T03:23:47.1Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612761,22,24,2023-01-28T03:23:58Z,870000,False,,,0,,K. Looney shooting personal FOUL (3 PF) (Boucher 2 FT),"[1626172, 1628449]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,3.0,0.0,Boucher,1628449.0,,
90,PT04M17.00S,2023-01-28T03:24:21.7Z,1,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,22,24,2023-01-28T03:24:21Z,900000,False,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
91,PT04M17.00S,2023-01-28T03:24:21.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,22,24,2023-01-28T03:24:21Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,
92,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612761,22,24,2023-01-28T03:24:29Z,920000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,out,[],203110,,,1610612761,22,24,2023-01-28T03:24:29Z,930000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,22,24,2023-01-28T03:24:29Z,940000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,in,[],203210,,,1610612761,22,24,2023-01-28T03:24:29Z,950000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612761,22,24,2023-01-28T03:24:29Z,960000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M17.00S,2023-01-28T03:24:22.2Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,22,24,2023-01-28T03:24:29Z,970000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2023-01-28T03:24:42.3Z,1,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,22,25,2023-01-28T03:24:42Z,980000,False,,,0,,C. Boucher Free Throw 2 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
99,PT04M04.00S,2023-01-28T03:24:56.8Z,1,REGULAR,3pt,Jump Shot,[],202691,72.22404730617609,84.80392156862744,1610612744,22,25,2023-01-28T03:25:06Z,990000,False,174.0,209.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,27.16,Missed,,,,,,,,,,,,,,,
100,PT04M01.00S,2023-01-28T03:25:00.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,22,25,2023-01-28T03:25:00Z,1000000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,
101,PT03M57.00S,2023-01-28T03:25:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,8.360709592641262,40.68627450980392,1610612761,22,27,2023-01-28T03:25:10Z,1010000,False,47.0,26.0,1,left,F. VanVleet running finger roll Layup (11 PTS),[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,5.34,Made,11.0,,,,,,,,,,,,,,
103,PT03M46.00S,2023-01-28T03:25:15.4Z,1,REGULAR,3pt,Jump Shot,[],202691,95.22010512483574,5.147058823529411,1610612744,22,27,2023-01-28T03:25:19Z,1030000,False,-224.0,-8.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,22.44,Missed,,,,,,,,,,,,,,,
104,PT03M44.00S,2023-01-28T03:25:17.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,22,27,2023-01-28T03:26:09Z,1040000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,
105,PT03M28.00S,2023-01-28T03:25:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.360709592641262,38.970588235294116,1610612761,22,27,2023-01-28T03:25:39Z,1050000,False,55.0,26.0,1,left,MISS P. Siakam 6' driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.1,Missed,,,,,,,,,,,,,,,
106,PT03M25.00S,2023-01-28T03:25:36.8Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,22,27,2023-01-28T03:25:39Z,1060000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,105.0,2.0,1.0,1.0,,,,,,,,,
107,PT03M25.00S,2023-01-28T03:25:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.590000152587891,50.0,1610612761,22,27,2023-01-28T03:25:36Z,1070000,False,0.0,0.0,1,left,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
108,PT03M24.00S,2023-01-28T03:25:37.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,22,27,2023-01-28T03:25:37Z,1080000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,,,107.0,3.0,2.0,1.0,,,,,,,,,
109,PT03M19.00S,2023-01-28T03:25:42.5Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612761,22,27,2023-01-28T03:25:46Z,1090000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 201939]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Right,1.0,Curry,201939.0,,,,,,,,,,,,,,,,,
110,PT03M19.00S,2023-01-28T03:25:42.5Z,1,REGULAR,steal,,[],201939,,,1610612744,22,27,2023-01-28T03:36:36Z,1100000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2023-01-28T03:25:47.8Z,1,REGULAR,foul,personal,[],1627783,,,1610612744,22,27,2023-01-28T03:25:57Z,1110000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630228]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Kuminga,1630228.0,,
113,PT03M16.00S,2023-01-28T03:26:00.1Z,1,REGULAR,substitution,out,[],202691,,,1610612744,22,27,2023-01-28T03:26:02Z,1130000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2023-01-28T03:26:00.1Z,1,REGULAR,substitution,in,[],1630237,,,1610612744,22,27,2023-01-28T03:26:02Z,1140000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2023-01-28T03:26:15.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630237,75.1149802890933,87.99019607843137,1610612744,22,27,2023-01-28T03:26:19Z,1150000,False,190.0,181.0,1,right,MISS A. Lamb 26' 3PT,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Right Center,,,,26.27,Missed,,,,,,,,,,,,,,,
116,PT03M07.00S,2023-01-28T03:26:19.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,22,27,2023-01-28T03:26:19Z,1160000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
117,PT02M58.00S,2023-01-28T03:26:28.2Z,1,REGULAR,2pt,Jump Shot,[],1629018,19.793035479632064,69.6078431372549,1610612761,22,29,2023-01-28T03:26:32Z,1170000,False,-98.0,134.0,1,left,G. Trent Jr. 16' turnaround fadeaway Jump Shot (7 PTS),[1629018],1610612761.0,TOR,turnaround fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,16.57,Made,7.0,,,,,,,,,,,,,,
118,PT02M45.00S,2023-01-28T03:26:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.85479632063075,59.80392156862745,1610612744,24,29,2023-01-28T03:26:44Z,1180000,False,49.0,15.0,1,right,D. DiVincenzo cutting Layup (5 PTS) (J. Kuminga 1 AST),"[1628978, 1630228]",1610612744.0,GSW,cutting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,5.12,Made,5.0,,,,,,J. Kuminga,1630228.0,1.0,,,,,,
120,PT02M44.00S,2023-01-28T03:26:46.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,24,29,2023-01-28T03:26:46Z,1200000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M44.00S,2023-01-28T03:29:10.6Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,24,29,2023-01-28T03:29:36Z,1210000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M44.00S,2023-01-28T03:29:10.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,24,29,2023-01-28T03:29:36Z,1220000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2023-01-28T03:29:10.6Z,1,REGULAR,substitution,in,[],1627823,,,1610612761,24,29,2023-01-28T03:29:36Z,1230000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2023-01-28T03:29:10.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,24,29,2023-01-28T03:29:36Z,1240000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2023-01-28T03:29:53.7Z,1,REGULAR,turnover,lost ball,[],1627832,,,1610612761,24,29,2023-01-28T03:29:58Z,1250000,False,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1628978]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,1.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2023-01-28T03:29:53.7Z,1,REGULAR,steal,,[],1628978,,,1610612744,24,29,2023-01-28T03:29:55Z,1260000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
127,PT02M25.00S,2023-01-28T03:29:59.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201939,88.78120893561103,50.0,1610612744,26,29,2023-01-28T03:30:13Z,1270000,False,0.0,53.0,1,right,S. Curry running finger roll Layup (11 PTS) (D. DiVincenzo 1 AST),"[201939, 1628978]",1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,5.3,Made,11.0,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,
129,PT02M06.00S,2023-01-28T03:30:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.360709592641262,56.61764705882353,1610612761,26,31,2023-01-28T03:35:43Z,1290000,False,-33.0,26.0,1,left,S. Barnes Layup (9 PTS) (P. Achiuwa 1 AST),"[1630567, 1630173]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,4.22,Made,9.0,,,,,,P. Achiuwa,1630173.0,1.0,,,,,,
131,PT01M54.00S,2023-01-28T03:30:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,93.24901445466492,59.31372549019608,1610612744,28,31,2023-01-28T03:30:45Z,1310000,False,47.0,11.0,1,right,J. Green cutting Layup (2 PTS) (A. Lamb 1 AST),"[203210, 1630237]",1610612744.0,GSW,cutting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Made,2.0,,,,,,A. Lamb,1630237.0,1.0,,,,,,
133,PT01M54.00S,2023-01-28T03:30:33.6Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612744,28,31,2023-01-28T03:30:45Z,1330000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Green 1 FT),"[1630567, 203210]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,2.0,0.0,Green,203210.0,,
135,PT01M54.00S,2023-01-28T03:30:56.3Z,1,REGULAR,freethrow,1 of 1,[],203210,,,1610612744,29,31,2023-01-28T03:30:56Z,1350000,False,,,0,,J. Green Free Throw 1 of 1 (3 PTS),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
136,PT01M44.00S,2023-01-28T03:31:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,14.931011826544022,45.34313725490196,1610612761,29,31,2023-01-28T03:31:11Z,1360000,False,23.0,88.0,1,left,MISS S. Barnes 9' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,9.09,Missed,,,,,,,,,,,,,,,
137,PT01M42.00S,2023-01-28T03:31:09.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,29,31,2023-01-28T03:31:45Z,1370000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,
138,PT01M35.00S,2023-01-28T03:31:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630237,84.05059132720105,4.166666666666666,1610612744,29,31,2023-01-28T03:31:20Z,1380000,False,-229.0,97.0,1,right,MISS A. Lamb 24' running 3PT,[1630237],1610612744.0,GSW,running,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,,,,24.9,Missed,,,,,,,,,,,,,,,
139,PT01M33.00S,2023-01-28T03:31:17.8Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612761,29,31,2023-01-28T03:31:20Z,1390000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,
140,PT01M24.00S,2023-01-28T03:31:28.0Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,29,31,2023-01-28T03:31:32Z,1400000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 201939]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,2.0,Curry,201939.0,,,,,,,,,,,,,,,,,
141,PT01M24.00S,2023-01-28T03:31:28.0Z,1,REGULAR,steal,,[],201939,,,1610612744,29,31,2023-01-28T03:31:29Z,1410000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
142,PT01M18.00S,2023-01-28T03:31:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,93.24901445466492,59.31372549019608,1610612744,31,31,2023-01-28T03:31:39Z,1420000,False,47.0,11.0,1,right,S. Curry driving reverse Layup (13 PTS) (D. DiVincenzo 2 AST),"[201939, 1628978]",1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Made,13.0,,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,
145,PT00M58.40S,2023-01-28T03:32:11.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,9.411957950065702,51.225490196078425,1610612761,31,33,2023-01-28T03:32:17Z,1450000,False,-6.0,36.0,1,left,P. Achiuwa cutting DUNK (2 PTS) (S. Barnes 3 AST),"[1630173, 1630567]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,3.65,Made,2.0,,,,,,S. Barnes,1630567.0,3.0,,,,,,
147,PT00M48.10S,2023-01-28T03:32:27.2Z,1,REGULAR,3pt,Jump Shot,[],203210,94.1688567674113,4.6568627450980395,1610612744,34,33,2023-01-28T03:32:32Z,1470000,False,-227.0,2.0,1,right,J. Green 3PT  (6 PTS) (J. Kuminga 2 AST),"[203210, 1630228]",1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,22.67,Made,6.0,,,,,,J. Kuminga,1630228.0,2.0,,,,,,
168,PT00M39.80S,2023-01-28T03:32:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,11.695137976346912,43.40533088235294,1610612761,34,33,2023-01-28T03:35:11Z,1485000,False,33.0,57.0,1,left,MISS F. VanVleet 6' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,6.62,Missed,,,,,,,,,,,,,,,
169,PT00M37.80S,2023-01-28T03:32:36.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,34,33,2023-01-28T03:35:11Z,1487500,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,168.0,4.0,2.0,2.0,,,,,,,,,
149,PT00M35.80S,2023-01-28T03:32:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,7.966491458607096,40.44117647058824,1610612761,34,33,2023-01-28T03:35:11Z,1490000,False,48.0,22.0,1,left,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,5.28,Missed,,,,,,,,,,,,,,,
150,PT00M33.50S,2023-01-28T03:32:44.0Z,1,REGULAR,rebound,defensive,[],1630237,,,1610612744,34,33,2023-01-28T03:35:18Z,1500000,False,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,
151,PT00M29.00S,2023-01-28T03:32:48.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630228,90.88370565045992,4.166666666666666,1610612744,34,33,2023-01-28T03:32:53Z,1510000,False,-229.0,33.0,1,right,MISS J. Kuminga running 3PT,[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,,,,23.16,Missed,,,,,,,,,,,,,,,
152,PT00M26.20S,2023-01-28T03:32:51.7Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,34,33,2023-01-28T03:32:53Z,1520000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,
153,PT00M23.00S,2023-01-28T03:32:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,10.463206307490145,48.28431372549019,1610612761,34,35,2023-01-28T03:33:03Z,1530000,False,9.0,46.0,1,left,F. VanVleet running Layup (13 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,4.67,Made,13.0,,,,,,,,,,,,,,
154,PT00M23.00S,2023-01-28T03:33:02.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201939,,,1610612761,34,35,2023-01-28T03:33:11Z,1540000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (VanVleet 1 FT),"[201939, 1627832]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
156,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,out,[],1630228,,,1610612761,34,35,2023-01-28T03:34:23Z,1560000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,out,[],203210,,,1610612761,34,35,2023-01-28T03:34:23Z,1570000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,34,35,2023-01-28T03:34:23Z,1580000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,in,[],202691,,,1610612761,34,35,2023-01-28T03:34:23Z,1590000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612761,34,35,2023-01-28T03:34:23Z,1600000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M23.00S,2023-01-28T03:33:18.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,34,35,2023-01-28T03:34:23Z,1610000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M23.00S,2023-01-28T03:33:58.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627832,,,1610612761,34,36,2023-01-28T03:33:58Z,1620000,False,,,0,,F. VanVleet Free Throw 1 of 1 (14 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
163,PT00M03.90S,2023-01-28T03:34:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.27792378449409,43.13725490196079,1610612744,34,36,2023-01-28T03:35:46Z,1630000,False,-34.0,29.0,1,right,MISS S. Curry cutting Layup,[201939],1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
164,PT00M02.90S,2023-01-28T03:34:22.9Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,34,36,2023-01-28T03:35:46Z,1640000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,
165,PT00M00.60S,2023-01-28T03:34:27.6Z,1,REGULAR,3pt,Jump Shot,[],1628449,63.6826544021025,43.38235294117647,1610612761,34,36,2023-01-28T03:34:44Z,1650000,False,33.0,546.0,1,left,MISS C. Boucher 54' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,54.71,Missed,,,,,,,,,,,,,,,
166,PT00M00.10S,2023-01-28T03:34:28.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,34,36,2023-01-28T03:34:44Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,165.0,,,,,,,,,,,,
167,PT00M00.00S,2023-01-28T03:34:38.5Z,1,REGULAR,period,end,[],0,,,1610612761,34,36,2023-01-28T03:34:38Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612761,34,36,2023-01-28T03:37:05Z,1680000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,out,['startperiod'],202691,,,1610612761,34,36,2023-01-28T03:37:05Z,1690000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
